"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","supplier","supplier_contract_amount_usd"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","CONSULTOR INDIVIDUAL DESARROLLADOR","Individual Consultant","1070.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","563	LA CRUZ	SAN MARTIN	REFACCIONES (SIN M&#178;)","DARSENIC DE GUSTAVO DANIEL CARDOZO","26417.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONTRATO","RICARDO CARO","6446.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONTRATO","G.L.G. CONSTUCCIONES","49750.0"
"2022","Argentina","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Goods","Request for Bids","Energy and Extractives;Social Protection","LOTE N&#176;1: PC Est&#225;ndar con licencia W10 Pro (cantidad: 43)","QUICK SUPPLIES SRL","52043.0"
"2022","Argentina","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Goods","Request for Bids","Energy and Extractives;Social Protection","LOTE N&#176;13: Docking Station universal para notebook (cantidad 36)","RIO INFORMATICA","6120.0"
"2022","Argentina","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Goods","Request for Bids","Energy and Extractives;Social Protection","LOTE N&#176; 5: Monitores Led de 23"" (cantidad: 33)","QUICK SUPPLIES SRL","6597.0"
"2022","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Quotations","Health","Adquisici&#243;n de tensi&#243;metros autom&#225;ticos","GRUPO ARIES SALUD S.A","75000.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","M&#243;dulo Ba&#241;o Transportable con Accesorios Sanitarios p/Parque Provincial Fuerte Esperanza
y Parque Provincial Pampa del Indio de la Provincia de Chaco","INTERMEPRO","95531.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Accesorios Sanitarios Parque Nacional Patagonia","INTERMEPRO","54613.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Acoplado Tanques Cisterna con bomba de agua 1.500 Litros","DM DEALERS S.R.L.","18930.0"
"2022","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry",,"APÍCOLA VAIROLATTI S.R.L","25362.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","ESPECIALISTA FINANCIERO PARA LA UCEPO (COORDINADOR)","Individual Consultant","4851.0"
"2022","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","ASESOR DE DESARROLLO DE SISTEMAS","Individual Consultant","4586.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO CADEROSSO","Individual Consultant","3775.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Direct Selection","Energy and Extractives","Asegurar la adecuada traducci&#243;n de los materiales de capacitaci&#243;n -afiches y revistas- del idioma espa&#241;ol al quecha, en el marco de las actividades de capacitaci&#243;n del proyecto PERMER, correspondiente","ANGELA FIDELA CASTILLO","467.0"
"2022","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Goods","Request for Bids","Water, Sanitation and Waste Management","Abastecimiento de Agua Potable en las Localidades de Wichi, El Sauzal, Misi&#243;n Nueva Pompeya y
Fuerte Esperanza &#8211; Etapa I &#8211; Chaco","DRAGFLOW S.R.L","1029012.0"
"2022","Argentina","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Consultant Services","Individual Consultant Selection","Energy and Extractives;Social Protection","MOZZONI Micaela Mar&#237;a","Individual Consultant","4145.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","Consultor Senior en Gesti&#243;n de Procesos de Adquisiciones con Financiamiento Externo","Individual Consultant","5559.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","Realizaci&#243;n de distintos contenidos audiovisuales referente a las instalaciones de los equipos fotovoltaicos de todos los subcomponentes del proyecto PERMER: residenciales 2G, residenciales 3G, escuel","Individual Consultant","8922.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","Asegurar que el Proyecto PERMER acompa&#241;e la estrategia de comunicaci&#243;n institucional de la Subsecretar&#237;a de Energ&#237;a, como tambi&#233;n tener una identidad propia como proyecto. Difundir a todos los usuario","Individual Consultant","14192.0"
"2022","Argentina","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Consultant Services","Individual Consultant Selection","Energy and Extractives;Social Protection","GONZ&#193;LEZ LANTERI BAUTISTA - ANALISTA DE DATOS","Individual Consultant","3814.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"IATECO SRL","73139.0"
"2022","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","CONSULTOR&#205;A PARA DESARROLLO DE MATERIAL DE DATOS SOBRE INSOLVENCIA","Individual Consultant","3986.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO AUN&#201;","Individual Consultant","15141.0"
"2022","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","ANALISTA EXPERIMENTADO EN ECONOM&#205;A SECTORIAL y MACROECONOM&#205;A","Individual Consultant","6347.0"
"2022","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","ANALISTA EXPERIMENTADO EN ECONOM&#205;A SECTORIAL y MACROECONOM&#205;A","Individual Consultant","6330.0"
"2022","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Consultant Services","Consultant Qualification  Selection","Health","Auditor&#237;a Externa para Programas de Gastos Elegibles de Salud Provinciales (PGE) - Periodo Anual 2020","GRANT THORNTON ARGENTINA (ADLER, HANSENCLEVER Y ASOCIADOS, S.R.L.)","42163.0"
"2022","Argentina","Children and Youth Protection Project","Goods","Request for Bids","Social Protection","Computadora de Escritorio Avanzada","CORADIR SA","340200.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Direct Selection","Education","CONTRATO PAREDES","PAREDES DIEGO ALEJANDRO","9861.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO CARRILLO SERNA, Alba Paloma","Individual Consultant","6313.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Civil Works","Request for Bids","Energy and Extractives","Lote 2 &#8211; El Toro &#8211; Provincia de Jujuy","BRAMAQ SRL","1568130.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Direct Selection","Education","CONTRATO BANG","BANG JOON HEE","12809.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Direct Selection","Education","CONTRATO C&#211;RDOBA","CÓRDOBA JULIANA","7193.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Goods","Request for Bids","Energy and Extractives","Lote 4 Boyeros Solares 1.500","FÁBRICA DE IMPLEMENTOS AGRÍCOLA SOCIEDAD ANÓNIMA INDUSTRIAL, COMERCIAL Y FINAN","1050225.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Civil Works","Request for Bids","Energy and Extractives","Lote 1: Santiago del Estero &#8211; Departamento Copo","CORADIR SA","2027875.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUE 8601376-00	ESC 804	BARRANCAS	SALAVINA","VIARCO SA","58385.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Consultor&#237;a Individual &#8211; Especialista en Comunicaci&#243;n y Difusi&#243;n","Individual Consultant","5885.0"
"2022","Argentina","AR Socio-Economic Inclusion In Rural Areas","Civil Works","Request for Bids","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrato-UTE URBAN BAIRES SA - MAJO CONSTRUCCIONES SA- Lotes 1, 2, 6 y 7.","URBAN BAIRES S.A. – MAJO CONSTRUCCIONES S.A. U.T.E.","3302960.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","Consultor Especialista en Comunicaci&#243;n Social","Individual Consultant","5626.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO VANS LANDSCHOOT","Individual Consultant","8395.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO MARCHETTI","Individual Consultant","8395.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Direct Selection","Education","CONTRATO VIDAL","VIDAL MARÍA VICTORIA","10017.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Goods","Request for Bids","Energy and Extractives","Lote 1: Centro y Norte","MULTIRADIO SA","1511977.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-60370253-APN-SSESYC AMAUTA","AMAUTA ARGENTINA S.R.L.","35297.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Administrativo de Planes Integrales","Individual Consultant","3065.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO PU&#209;ED Hern&#225;n Fernando","Individual Consultant","5668.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO RIVERO Melina Anabel","Individual Consultant","10472.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO MAGRI","Individual Consultant","10506.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"CHEHADE","5196.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","El Especialista de Contabilidad deber&#225; realizar el seguimiento de las operaciones contables y financieras de los Programas y Proyectos que se encuentren bajo la &#243;rbita de la referida Direcci&#243;n General","Individual Consultant","5155.0"
"2022","Argentina","AR Flood Risk Management Support Project for the City of Buenos Aires","Non-consulting Services","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","En virtud de lo expuesto, se propicia la contrataci&#243;n de SE&#209;ALTEC SA por ser la propuesta m&#225;s
conveniente en el monto final de ejecuci&#243;n.","SEÑALTEC","154213.0"
"2022","Argentina","Climate Intelligent and Inclusive Agri-food Systems Project","Goods","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrato con MSLI LATAM INC por renovaci&#243;n de licencias Microsoft","MSLI LATAM INC","2061996.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"CONSTRU-PAC DE MARCELO MANUEL PIRES","75804.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"ING. LAZARTE CONSTRUCCCIONES SRL","12641.0"
"2022","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","ANALISTA PROGRAMADOR DE DESARROLLO DE SISTEMAS","Individual Consultant","851.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Civil Works","Request for Bids","Energy and Extractives","Lote 3: Salta &#8211; Regi&#243;n Valles.","CORADIR SA","2237523.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Civil Works","Request for Bids","Energy and Extractives","LOTE 1 Catua &#8211; Provincia de Jujuy.","BRAMAQ SRL","1708410.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Asesor/a en Ciencia de Datos","Individual Consultant","3181.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO BOTTERO","Individual Consultant","10785.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Civil Works","Request for Bids","Energy and Extractives","Lote 3: Santiago del Estero &#8211; Departamento Pellegrini","CORADIR SA","1323313.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"RBM S.R.L.","50877.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"IATECO SRL","72284.0"
"2022","Argentina","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Consultant Services","Individual Consultant Selection","Energy and Extractives;Social Protection","BARRIONUEVO Ariel Alejandro","Individual Consultant","4832.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONEXION DE RED CLOACAL Y SANITARIOS","RODOLFO CAMINOS CONSTRUCCIONES","35959.0"
"2022","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","ESPECIALISTA EN ECONOM&#205;A SECTORIAL y MACROECONOM&#205;A","Individual Consultant","1602.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"IATECO SRL","20183.0"
"2022","Argentina","AR Flood Risk Management Support Project for the City of Buenos Aires","Non-consulting Services","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","Este Convenio est&#225; celebrado en la Ciudad de Buenos Aires, el d&#237;a 7 de octubre de 2021 entre, por
una parte, el Gobierno de la Ciudad de Buenos Aires y DISAB.","DISAB SUDAMERICANA","87495.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Arquitecto Proyectista Urbano Senior","Individual Consultant","18502.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"MAURO MAIDANA","7430.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"MAURO MAIDANA","12730.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","Contar con un recurso t&#233;cnico especializado en dise&#241;o gr&#225;fico y digital, de dedicaci&#243;n simple, para la realizaci&#243;n de piezas de comunicaci&#243;n para ser publicadas en los distintos canales de comunicaci&#243;","Individual Consultant","4087.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","Realizaci&#243;n de registros fotogr&#225;ficos y audiovisuales de las instalaciones de equipos fotovoltaicos de todos los subcomponentes del proyecto PERMER: Residenciales 2G, residenciales 3G, escuelas rurale","Individual Consultant","14437.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","CONTRATO DE LOCACI&#211;N DE SERVICIO REFERENTE PROVINCIAL PBL - STEEMAN, MARIANA","Individual Consultant","1209.0"
"2022","Argentina","Children and Youth Protection Project","Goods","Request for Bids","Social Protection","Computadora de escritroio AVANZADA Tipo ""TODO EN UNO"" (ALL IN ONE)","GRUPO NUCLEO SA","4140000.0"
"2022","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","""Adquisici&#243;n de neum&#225;ticos para los
veh&#237;culos Oficiales de las Unidades Ejecutoras Locales de Salta y Santiago del
Estero, en el marco del Componente I del Proyecto Bosques Nativos y Comunidad""","MARTÍNEZ NEUMÁTICOS","5143.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Consultant Qualification  Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Planes Sectoriales de reactivaci&#243;n econ&#243;mica post COVID-19","UNIVERSIDAD NACIONAL DE TRES DE FEBRERO (UNTREF)","105651.0"
"2022","Argentina","Matanza-Riachuelo Basin Sustainable Development Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","Especialista Econ&#243;mico y Financiero.","Individual Consultant","12650.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Asistente territorial- La Matanza - 1","Individual Consultant","3077.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"REJ CONTRUCCIONES SRL","67570.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Civil Works","Request for Bids","Energy and Extractives","Lote 4: Salta &#8211; Regi&#243;n Chaco.","CORADIR SA","2767798.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Asistente territorial- La Matanza- 2","Individual Consultant","3077.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Asistentes territorial- La Matanza - 3","Individual Consultant","3077.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"HIDRELCO SRL","72953.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"LUIS PEREA","5076.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Consultor en seguridad e higiene","Individual Consultant","3794.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Consultor Experto en Evaluaci&#243;n Ambiental y Social","Individual Consultant","3794.0"
"2022","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","Analista Programador de Desarrollo de Sistemas","Individual Consultant","851.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"EDUARDO CHEZZI","66608.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Proyectista de obras a realizar con OPC","Individual Consultant","2849.0"
"2022","Argentina","AR Flood Risk Management Support Project for the City of Buenos Aires","Goods","Direct Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","&#8220;SOFTWARE MODELACI&#211;N MIKE1D-2D&#8221; Contrato entre el Gobierno de la Ciudad de Buenos Aires y Estudios y Proyectos SRL","CONSULTORA ESTUDIOS Y PROYECTOS SRL","23260.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"ING. LAZARTE CONSTRUCCCIONES SRL","13114.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Analista de Datos BI","Individual Consultant","10892.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"CONSTRU-PAC DE MARCELO MANUEL PIRES","75805.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"COOPERATIVA DE TRABAJO MANOS A LA OBRA LTDA","2086.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"SERGIO TERUEL","51097.0"
"2022","Argentina","Modernization and Innovation for Better Public Services in Argentina","Non-consulting Services","Direct Selection","Information and Communications Technologies;Public Administration","Adquisici&#243;n de Servicio de Traductor P&#250;blico e Int&#233;rprete de Conferencias","ANNA KHOBTA","314.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Asesor T&#233;cnico Administrativo","Individual Consultant","7478.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Consultor Asistente en Adquisiciones","Individual Consultant","5517.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","""Consultor Individual para el &#193;rea de Ambiental y Social""","Individual Consultant","9356.0"
"2022","Argentina","Forests and Community","Goods","Request for Bids","Agriculture, Fishing and Forestry","Benedetti SAIC","BENEDETTI","100379.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Goods","Request for Bids","Education","LA RED COMPUTACION SRL","LA RED COMPUTACION SRL","23064.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Goods","Request for Bids","Education","ARMY TECHNOLOGIES SA","ARMY TECHNOLOGIES S.A.	","254969.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","La contrataci&#243;n tiene por objetivo la incorporaci&#243;n de un consultor que se desempe&#241;e como Responsable de Adquisiciones y Contrataciones del Proyecto, organizando y supervisando la gesti&#243;n, avance y ev","Individual Consultant","15532.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","Asistir administrativamente al Proyecto de Energ&#237;as Renovables para Zonas Rurales (PERMER) de la Secretar&#237;a de Energ&#237;a del Ministerio de Econom&#237;a, para asegurar agilidad en todas las tareas operativas","Individual Consultant","5433.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Goods","Request for Bids","Education","DATAWISE","DATAWISE SA","4908.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Goods","Request for Bids","Education","ACCYS SA","ACCSYS S.A..","131760.0"
"2022","Argentina","AR Flood Risk Management Support Project for the City of Buenos Aires","Consultant Services","Least Cost Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","&#8220;SERVICIO DE CONSULTOR&#205;A PARA LA ELABORACI&#211;N DEL ESTUDIO DE IMPACTO AMBIENTAL Y SOCIAL PARA LA REGERENERACION DEL ARROYO MEDRANO EN PARQUE SAAVEDRA&#8221; bajo el N.&#186; AR-UFOMC-241305-CS-LCS;","SERMAN & ASOCIADOS S.A.","27577.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","OBRA COVID IPEM 341 ANEXO LA LAGUNILLA","WAQUIM NINI PABLO ANDRES","36023.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Especialista en Tareas de campo para el monitoreo de peces de agua dulce y monitoreos ambientales","Individual Consultant","11918.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","T&#233;cnico/a GIS Junior","Individual Consultant","6172.0"
"2022","Argentina","Supporting Effective Universal Health Coverage in Argentina","Goods","Request for Bids","Health","Adquisici&#243;n de Licencias Oracle y Servidor de Base de Datos","CITARELLA S.A.","943600.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","ESPECIALISTA EN CONTRATACIONES","Individual Consultant","3233.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","T&#233;cnico en Tareas Espec&#237;ficas Orientadas a Gesti&#243;n de Recursos H&#237;dricos","Individual Consultant","2588.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Moticicletas tipo Enduro para el Parque Provincial Loro Hablador","VEMERKIPER","20291.0"
"2022","Argentina","Forests and Community","Civil Works","Request for Bids","Agriculture, Fishing and Forestry","Coba","COBA","1470063.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Request for Quotations","Education","adquisici&#243;n de equipos informaticos","DOTUM DE LUJÁN ALICIA","17267.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Motosierra Mediana","FABIÁN RAÚL ROMERA ROMEU","419.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Analista Programador GIS WEB (Front End)","Individual Consultant","10892.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Acoplado Cisterna para Combustible 2.000 Litros","DM DEALERS S.R.L.","13590.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO CASABELLA Sof&#237;a","Individual Consultant","10269.0"
"2022","Argentina","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Consultant Services","Individual Consultant Selection","Energy and Extractives;Social Protection","Especialista en Gesti&#243;n Integral de Proyectos de Comunicaciones y Transformaci&#243;n Digital","Individual Consultant","2669.0"
"2022","Argentina","Children and Youth Protection Project","Goods","Request for Bids","Social Protection","30 Veh&#237;culos Equipados como Oficinas M&#243;viles. 3 a&#241;os de Garant&#237;a con 2 services anuales.","COLCAR MERBUS S.A.","2199763.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Chaqueta Amarilla para trabajos en incendios forestales","INFOREST SRL","7520.0"
"2022","Argentina","Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires","Goods","Request for Bids","Energy and Extractives;Social Protection","LOTE N&#176;9: Impresora multifunci&#243;n laser (cantidad: 9)","RIO INFORMATICA","16290.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO LOPEZ LEAVY Marina","Individual Consultant","9042.0"
"2022","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Consultant Services","Individual Consultant Selection","Health","AR-MSAL-148803-CS-INDV - Consultor de Contrataciones y Adquisiciones -Dalmazzo, Agostina Naiara","Individual Consultant","2562.0"
