"ifc_region","country","number_of_enterprises","ifc_cumulative_commitments_us_thousands","loan_guarantee_participations_cumulative_commitments_us_thousands","total","fiscal_year"
"Europe and Central Asia","Croatia","22","774637.47","228199.00","1002836.50","FY16"
"Europe and Central Asia","Croatia","22","774637.47","228199.00","1002836.50","FY17"
"Europe and Central Asia","Croatia","22","774637.47","228199.03","1002836.50","FY18"
"Europe and Central Asia","Croatia","22","774637.47","228199.03","1002836.50","FY19"
"Europe and Central Asia","Croatia","22","774637.47","228199.03","1002836.50","FY20"
"Europe and Central Asia","Croatia","22","866066.22","228199.03","1094265.25","FY21"
"Worldwide","Cyprus","7","32181.47","645.00","32826.72","FY15"
"Worldwide","Cyprus","7","32181.47","645.00","32826.72","FY14"
"Worldwide","Cyprus","7","32181.47","645.00","32826.72","FY13"
"Worldwide","Cyprus","7","32181.47","645.00","32826.72","FY12"
"Worldwide","Cyprus","7","32181.47","645.00","32826.72","FY16"
"Worldwide","Cyprus","7","32181.47","645.00","32826.72","FY17"
"Worldwide","Cyprus","7","32181.47","645.25","32826.72","FY18"
"Worldwide","Cyprus","7","32181.47","645.25","32826.72","FY19"
"Worldwide","Cyprus","7","32181.47","645.25","32826.72","FY20"
"Worldwide","Cyprus","8","32181.47","645.25","32826.72","FY21"
"Europe and Central Asia","Czech Republic","19","482772.92","245588.00","728360.84","FY15"
"Europe and Central Asia","Czech Republic","19","482772.92","245588.00","728360.84","FY14"
"Europe and Central Asia","Czech Republic","18","455175.92","245588.00","700763.84","FY13"
"Europe and Central Asia","Czech Republic","18","455175.92","245588.00","700763.84","FY12"
"Europe and Central Asia","Czech Republic","19","482772.92","245588.00","728360.84","FY16"
"Europe and Central Asia","Czech Republic","18","455175.92","245588.00","700763.84","FY17"
"Europe and Central Asia","Czech Republic","18","455175.92","245587.93","700763.84","FY18"
"Europe and Central Asia","Czech Republic","18","455175.92","245587.93","700763.84","FY19"
"Europe and Central Asia","Czech Republic","18","455175.92","245587.93","700763.84","FY20"
"Europe and Central Asia","Czech Republic","18","455175.92","245587.93","700763.84","FY21"
"Sub-Saharan Africa","Djibouti","1","4000.00","0.00","4000.00","FY14"
"Sub-Saharan Africa","Djibouti","1","4000.00","0.00","4000.00","FY13"
"Sub-Saharan Africa","Djibouti","1","4000.00","0.00","4000.00","FY12"
"Sub-Saharan Africa","Djibouti","1","4000.00","0.00","4000.00","FY16"
"Sub-Saharan Africa","Djibouti","1","4000.00","0.00","4000.00","FY17"
"Sub-Saharan Africa","Djibouti","1","4000.00","0.00","4000.00","FY18"
"Sub-Saharan Africa","Djibouti","1","4000.00","0.00","4000.00","FY19"
"Sub-Saharan Africa","Djibouti","1","4000.00","0.00","4000.00","FY20"
"Sub-Saharan Africa","Djibouti","1","4000.00","0.00","4000.00","FY21"
"Latin America and the Caribbean","Dominica","1","700.00","0.00","700.00","FY15"
"Latin America and the Caribbean","Dominica","1","700.00","0.00","700.00","FY14"
"Latin America and the Caribbean","Dominica","1","700.00","0.00","700.00","FY13"
"Latin America and the Caribbean","Dominica","1","700.00","0.00","700.00","FY12"
"Latin America and the Caribbean","Dominica","1","700.00","0.00","700.00","FY16"
"Latin America and the Caribbean","Dominica","1","700.00","0.00","700.00","FY17"
"Latin America and the Caribbean","Dominica","1","700.00","0.00","700.00","FY18"
"Latin America and the Caribbean","Dominica","1","700.00","0.00","700.00","FY19"
"Latin America and the Caribbean","Dominica","1","700.00","0.00","700.00","FY20"
"Latin America and the Caribbean","Dominica","1","700.00","0.00","700.00","FY21"
"Latin America and the Caribbean","Dominican Republic","36","658559.59","241850.00","900409.59","FY15"
"Latin America and the Caribbean","Dominican Republic","36","648559.59","241850.00","890409.59","FY14"
"Latin America and the Caribbean","Dominican Republic","36","635278.99","241850.00","877128.99","FY13"
"Latin America and the Caribbean","Dominican Republic","34","601594.16","231850.00","833444.16","FY12"
"Latin America and the Caribbean","Dominican Republic","36","717430.50","241850.00","959280.50","FY16"
"Latin America and the Caribbean","Dominican Republic","37","772787.75","241850.00","1014637.75","FY17"
"Latin America and the Caribbean","Dominican Republic","39","892166.95","241850.00","1134016.95","FY18"
"Latin America and the Caribbean","Dominican Republic","39","900065.08","241850.00","1141915.08","FY19"
"Latin America and the Caribbean","Dominican Republic","39","963822.50","241850.00","1205672.50","FY20"
"Latin America and the Caribbean","Dominican Republic","39","963822.50","241850.00","1205672.50","FY21"
"Latin America and the Caribbean","Ecuador","24","451227.78","39240.00","490467.84","FY15"
"Latin America and the Caribbean","Ecuador","23","348626.97","39240.00","387867.03","FY14"
"Latin America and the Caribbean","Ecuador","23","348127.51","39240.00","387367.56","FY13"
"Latin America and the Caribbean","Ecuador","23","323127.51","39240.00","362367.56","FY12"
"Latin America and the Caribbean","Ecuador","28","726436.48","82240.00","808676.54","FY16"
"Latin America and the Caribbean","Ecuador","28","769793.94","99240.00","869034.00","FY17"
"Latin America and the Caribbean","Ecuador","28","826748.05","99240.06","925988.11","FY18"
"Latin America and the Caribbean","Ecuador","28","1114937.06","132740.06","1247677.12","FY19"
"Latin America and the Caribbean","Ecuador","28","1216534.10","132740.06","1349274.15","FY20"
"Latin America and the Caribbean","Ecuador","28","1374876.34","169740.06","1544616.40","FY21"
"Middle East and North Africa","Egypt, Arab Republic of","96","2889660.25","814871.00","3704531.50","FY15"
"Middle East and North Africa","Egypt, Arab Republic of","92","2760659.67","809871.00","3570530.92","FY14"
"Middle East and North Africa","Egypt, Arab Republic of","90","2646568.75","789871.00","3436440.00","FY13"
"Middle East and North Africa","Egypt, Arab Republic of","87","2707085.41","789871.00","3496956.67","FY12"
"Middle East and North Africa","Egypt, Arab Republic of","102","3229037.98","814871.00","4043909.23","FY16"
"Middle East and North Africa","Egypt, Arab Republic of","106","3413147.07","815357.00","4228504.32","FY17"
"Middle East and North Africa","Egypt, Arab Republic of","124","4110803.93","987357.26","5098161.19","FY18"
"Middle East and North Africa","Egypt, Arab Republic of","129","4176881.45","987357.26","5164238.71","FY19"
"Middle East and North Africa","Egypt, Arab Republic of","131","4434038.99","1027389.26","5461428.24","FY20"
"Middle East and North Africa","Egypt, Arab Republic of","134","4643810.70","1027389.26","5671199.96","FY21"
"Latin America and the Caribbean","El Salvador","19","486271.94","113500.00","599771.94","FY15"
"Latin America and the Caribbean","El Salvador","19","445926.36","113500.00","559426.36","FY14"
"Latin America and the Caribbean","El Salvador","18","339883.07","113500.00","453383.07","FY13"
"Latin America and the Caribbean","El Salvador","18","330883.07","113500.00","444383.07","FY12"
"Latin America and the Caribbean","El Salvador","19","579721.59","113500.00","693221.59","FY16"
"Latin America and the Caribbean","El Salvador","21","752983.83","113500.00","866483.83","FY17"
"Latin America and the Caribbean","El Salvador","21","901629.23","113500.00","1015129.23","FY18"
"Latin America and the Caribbean","El Salvador","21","1086438.80","113500.00","1199938.80","FY19"
"Latin America and the Caribbean","El Salvador","22","1352672.96","133500.00","1486172.96","FY20"
"Latin America and the Caribbean","El Salvador","22","1697828.99","186000.00","1883828.99","FY21"
"Sub-Saharan Africa","Eritrea","1","949.22","0.00","949.22","FY14"
"Sub-Saharan Africa","Eritrea","1","949.22","0.00","949.22","FY13"
"Sub-Saharan Africa","Eritrea","1","949.22","0.00","949.22","FY12"
"Sub-Saharan Africa","Eritrea","1","949.22","0.00","949.22","FY16"
"Sub-Saharan Africa","Eritrea","1","949.22","0.00","949.22","FY17"
"Sub-Saharan Africa","Eritrea","1","949.22","0.00","949.22","FY18"
"Sub-Saharan Africa","Eritrea","1","949.22","0.00","949.22","FY19"
"Sub-Saharan Africa","Eritrea","1","949.22","0.00","949.22","FY20"
"Sub-Saharan Africa","Eritrea","1","949.22","0.00","949.22","FY21"
"Europe and Central Asia","Estonia","11","137806.09","11855.00","149661.07","FY15"
"Europe and Central Asia","Estonia","11","137806.09","11855.00","149661.07","FY14"
"Europe and Central Asia","Estonia","11","137806.09","11855.00","149661.07","FY13"
"Europe and Central Asia","Estonia","11","137806.09","11855.00","149661.07","FY12"
"Europe and Central Asia","Estonia","11","137806.09","11855.00","149661.07","FY16"
"Europe and Central Asia","Estonia","11","137806.09","11855.00","149661.07","FY17"
"Europe and Central Asia","Estonia","11","137806.09","11854.97","149661.07","FY18"
"Europe and Central Asia","Estonia","11","137806.09","11854.97","149661.07","FY19"
"Europe and Central Asia","Estonia","11","137806.09","11854.97","149661.07","FY20"
"Europe and Central Asia","Estonia","11","137806.09","11854.97","149661.07","FY21"
"Sub-Saharan Africa","Eswatini","10","57779.49","0.00","57779.49","FY18"
"Sub-Saharan Africa","Eswatini","10","57779.49","0.00","57779.49","FY19"
"Sub-Saharan Africa","Eswatini","9","47779.49","0.00","47779.49","FY20"
"Sub-Saharan Africa","Eswatini","9","47779.49","0.00","47779.49","FY21"
"Sub-Saharan Africa","Ethiopia","11","326927.52","1719.00","328646.52","FY14"
"Sub-Saharan Africa","Ethiopia","8","98927.52","1719.00","100646.52","FY13"
"Sub-Saharan Africa","Ethiopia","8","98927.52","1719.00","100646.52","FY12"
"Sub-Saharan Africa","Ethiopia","15","501181.96","11149.00","512330.96","FY16"
"Sub-Saharan Africa","Ethiopia","15","601181.96","11149.00","612330.96","FY17"
"Sub-Saharan Africa","Ethiopia","15","601181.96","11149.00","612330.96","FY18"
"Sub-Saharan Africa","Ethiopia","19","656318.46","11149.00","667467.46","FY19"
"Sub-Saharan Africa","Ethiopia","20","676111.26","46336.20","722447.46","FY20"
"Sub-Saharan Africa","Ethiopia","21","686111.26","46336.20","732447.46","FY21"
"East Asia and the Pacific","Fiji","10","52493.22","2500.00","54993.22","FY15"
"East Asia and the Pacific","Fiji","9","49993.22","2500.00","52493.22","FY14"
"East Asia and the Pacific","Fiji","8","47993.22","2500.00","50493.22","FY13"
"East Asia and the Pacific","Fiji","8","47993.22","2500.00","50493.22","FY12"
"East Asia and the Pacific","Fiji","11","57493.22","2500.00","59993.22","FY16"
"East Asia and the Pacific","Fiji","11","57493.22","2500.00","59993.22","FY17"
"East Asia and the Pacific","Fiji","11","57493.22","2500.00","59993.22","FY18"
"East Asia and the Pacific","Fiji","11","57493.22","2500.00","59993.22","FY19"
"East Asia and the Pacific","Fiji","11","57493.22","2500.00","59993.22","FY20"
"East Asia and the Pacific","Fiji","11","57493.22","2500.00","59993.22","FY21"
"Worldwide","Finland","4","1233.13","1915.00","3147.64","FY15"
"Worldwide","Finland","4","1233.13","1915.00","3147.64","FY14"
"Worldwide","Finland","4","1233.13","1915.00","3147.64","FY13"
"Worldwide","Finland","4","1233.13","1915.00","3147.64","FY12"
"Worldwide","Finland","4","1233.13","1915.00","3147.64","FY16"
"Worldwide","Finland","4","1233.13","1915.00","3147.64","FY17"
"Worldwide","Finland","4","1233.13","1914.51","3147.64","FY18"
"Worldwide","Finland","4","1233.13","1914.51","3147.64","FY19"
"Worldwide","Finland","4","1233.13","1914.51","3147.64","FY20"
"Worldwide","Finland","4","1233.13","1914.51","3147.64","FY21"
"Sub-Saharan Africa","Gabon","5","210588.01","110000.00","320588.01","FY14"
"Sub-Saharan Africa","Gabon","5","145588.01","110000.00","255588.01","FY13"
"Sub-Saharan Africa","Gabon","5","145588.01","110000.00","255588.01","FY12"
"Sub-Saharan Africa","Gabon","6","249620.01","110000.00","359620.01","FY16"
"Sub-Saharan Africa","Gabon","6","252620.01","110000.00","362620.01","FY17"
"Sub-Saharan Africa","Gabon","6","252620.01","110000.00","362620.01","FY18"
"Sub-Saharan Africa","Gabon","6","252620.01","110000.00","362620.01","FY19"
"Sub-Saharan Africa","Gabon","6","252620.01","110000.00","362620.01","FY20"
"Sub-Saharan Africa","Gabon","7","294934.01","110000.00","404934.01","FY21"
"Sub-Saharan Africa","Gambia, The","10","26192.78","0.00","26192.78","FY14"
"Sub-Saharan Africa","Gambia, The","10","22192.78","0.00","22192.78","FY13"
"Sub-Saharan Africa","Gambia, The","10","20192.78","0.00","20192.78","FY12"
"Sub-Saharan Africa","Gambia, The","10","42618.44","0.00","42618.44","FY16"
"Sub-Saharan Africa","Gambia, The","10","47270.34","0.00","47270.34","FY17"
"Sub-Saharan Africa","Gambia, The","10","47270.30","0.00","47270.30","FY18"
"Sub-Saharan Africa","Gambia, The","10","47270.30","0.00","47270.30","FY19"
"Sub-Saharan Africa","Gambia, The","10","47270.30","0.00","47270.30","FY20"
"Sub-Saharan Africa","Gambia, The","10","47270.30","0.00","47270.30","FY21"
"Europe and Central Asia","Georgia","24","890791.40","38325.00","929116.65","FY15"
"Europe and Central Asia","Georgia","23","799608.70","11500.00","811108.70","FY14"
"Europe and Central Asia","Georgia","21","646286.00","11500.00","657786.00","FY13"
"Europe and Central Asia","Georgia","17","573056.69","11500.00","584556.69","FY12"
"Europe and Central Asia","Georgia","25","947548.81","49825.00","997374.06","FY16"
"Europe and Central Asia","Georgia","29","1074847.89","49825.00","1124673.14","FY17"
"Europe and Central Asia","Georgia","31","1087521.59","49825.25","1137346.84","FY18"
"Europe and Central Asia","Georgia","31","1090014.26","49825.25","1139839.51","FY19"
"Europe and Central Asia","Georgia","31","1160403.41","49825.25","1210228.66","FY20"
"Europe and Central Asia","Georgia","32","1175671.41","49825.25","1225496.66","FY21"
"Sub-Saharan Africa","Ghana","75","2041893.35","432750.00","2474643.35","FY14"
"Sub-Saharan Africa","Ghana","72","1819705.83","432750.00","2252455.83","FY13"
"Sub-Saharan Africa","Ghana","68","1518157.36","432750.00","1950907.36","FY12"
"Sub-Saharan Africa","Ghana","79","2551655.94","904750.00","3456405.94","FY16"
"Sub-Saharan Africa","Ghana","82","2914736.64","904750.00","3819486.64","FY17"
"Sub-Saharan Africa","Ghana","84","3071830.23","913750.00","3985580.23","FY18"
"Sub-Saharan Africa","Ghana","85","3144972.29","913750.00","4058722.29","FY19"
"Sub-Saharan Africa","Ghana","90","3254505.88","913750.00","4168255.88","FY20"
"Sub-Saharan Africa","Ghana","90","3297126.53","913750.00","4210876.53","FY21"
"Worldwide","Greece","6","25742.34","40131.00","65873.59","FY15"
"Worldwide","Greece","6","25742.34","40131.00","65873.59","FY14"
"Worldwide","Greece","6","25742.34","40131.00","65873.59","FY13"
"Worldwide","Greece","6","25742.34","40131.00","65873.59","FY12"
"Europe and Central Asia","Greece","11","212810.34","40131.00","252941.59","FY16"
"Europe and Central Asia","Greece","14","538617.37","40131.00","578748.62","FY17"
"Europe and Central Asia","Greece","16","835930.36","40131.25","876061.61","FY18"
"Europe and Central Asia","Greece","16","951724.53","40131.25","991855.78","FY19"
"Europe and Central Asia","Greece","16","1004144.04","40131.25","1044275.29","FY20"
"Europe and Central Asia","Greece","16","1005702.48","40131.25","1045833.73","FY21"
"Latin America and the Caribbean","Grenada","2","8000.00","0.00","8000.00","FY15"
"Latin America and the Caribbean","Grenada","2","8000.00","0.00","8000.00","FY14"
"Latin America and the Caribbean","Grenada","2","8000.00","0.00","8000.00","FY13"
"Latin America and the Caribbean","Grenada","2","8000.00","0.00","8000.00","FY12"
"Latin America and the Caribbean","Grenada","2","8000.00","0.00","8000.00","FY16"
"Latin America and the Caribbean","Grenada","2","8000.00","0.00","8000.00","FY17"
"Latin America and the Caribbean","Grenada","2","8000.00","0.00","8000.00","FY18"
"Latin America and the Caribbean","Grenada","2","8000.00","0.00","8000.00","FY19"
"Latin America and the Caribbean","Grenada","2","8000.00","0.00","8000.00","FY20"
"Latin America and the Caribbean","Grenada","2","8000.00","0.00","8000.00","FY21"
"Latin America and the Caribbean","Guatemala","28","1294742.30","210000.00","1504742.30","FY15"
"Latin America and the Caribbean","Guatemala","27","1131826.99","210000.00","1341826.99","FY14"
"Latin America and the Caribbean","Guatemala","26","966587.94","210000.00","1176587.94","FY13"
"Latin America and the Caribbean","Guatemala","24","793340.99","210000.00","1003340.99","FY12"
"Latin America and the Caribbean","Guatemala","28","1513288.25","210000.00","1723288.25","FY16"
"Latin America and the Caribbean","Guatemala","29","1734792.06","210000.00","1944792.06","FY17"
"Latin America and the Caribbean","Guatemala","30","1986936.34","210000.00","2196936.34","FY18"
"Latin America and the Caribbean","Guatemala","30","2151909.76","210000.00","2361909.76","FY19"
"Latin America and the Caribbean","Guatemala","31","2382097.85","210000.00","2592097.85","FY20"
"Latin America and the Caribbean","Guatemala","32","2492097.85","230000.00","2722097.85","FY21"
"Sub-Saharan Africa","Guinea","14","266204.13","11000.00","277204.13","FY14"
"Sub-Saharan Africa","Guinea","11","235660.77","0.00","235660.77","FY13"
"Sub-Saharan Africa","Guinea","11","219683.59","0.00","219683.59","FY12"
"Sub-Saharan Africa","Guinea","16","340327.82","11000.00","351327.82","FY16"
"Sub-Saharan Africa","Guinea","17","491057.92","11000.00","502057.92","FY17"
"Sub-Saharan Africa","Guinea","18","495642.41","11000.00","506642.41","FY18"
"Sub-Saharan Africa","Guinea","21","674642.41","191000.00","865642.41","FY19"
"Sub-Saharan Africa","Guinea","21","674642.41","191000.00","865642.41","FY20"
"Sub-Saharan Africa","Guinea","21","674642.41","191000.00","865642.41","FY21"
"Sub-Saharan Africa","Guinea-Bissau","4","7245.99","0.00","7245.99","FY14"
"Sub-Saharan Africa","Guinea-Bissau","4","7245.99","0.00","7245.99","FY13"
"Sub-Saharan Africa","Guinea-Bissau","4","7245.99","0.00","7245.99","FY12"
"Sub-Saharan Africa","Guinea-Bissau","4","7245.99","0.00","7245.99","FY16"
"Sub-Saharan Africa","Guinea-Bissau","4","7245.99","0.00","7245.99","FY17"
"Sub-Saharan Africa","Guinea-Bissau","5","9156.37","0.00","9156.37","FY18"
"Sub-Saharan Africa","Guinea-Bissau","5","9156.37","0.00","9156.37","FY19"
"Sub-Saharan Africa","Guinea-Bissau","5","9156.37","0.00","9156.37","FY21"
"Sub-Saharan Africa","Guinea-Bissau","5","9156.37","0.00","9156.37","FY20"
"Latin America and the Caribbean","Guyana","7","76416.96","0.00","76416.96","FY15"
"Latin America and the Caribbean","Guyana","7","31416.96","0.00","31416.96","FY14"
"Latin America and the Caribbean","Guyana","7","31416.96","0.00","31416.96","FY13"
"Latin America and the Caribbean","Guyana","7","25877.19","0.00","25877.19","FY12"
"Latin America and the Caribbean","Guyana","8","76416.96","0.00","76416.96","FY16"
"Latin America and the Caribbean","Guyana","8","76416.96","0.00","76416.96","FY17"
"Latin America and the Caribbean","Guyana","8","76416.96","0.00","76416.96","FY18"
"Latin America and the Caribbean","Guyana","8","76416.96","0.00","76416.96","FY19"
"Latin America and the Caribbean","Guyana","8","76416.96","0.00","76416.96","FY20"
"Latin America and the Caribbean","Guyana","8","76416.96","0.00","76416.96","FY21"
"Latin America and the Caribbean","Haiti","12","131664.48","25250.00","156914.48","FY15"
"Latin America and the Caribbean","Haiti","11","94664.48","25250.00","119914.48","FY14"
"Latin America and the Caribbean","Haiti","11","94664.48","25250.00","119914.48","FY13"
"Latin America and the Caribbean","Haiti","10","81414.48","12000.00","93414.48","FY12"
"Latin America and the Caribbean","Haiti","12","127803.80","25250.00","153053.80","FY16"
"Latin America and the Caribbean","Haiti","13","129803.80","25250.00","155053.80","FY17"
"Latin America and the Caribbean","Haiti","13","130564.23","25250.00","155814.23","FY18"
"Latin America and the Caribbean","Haiti","16","137954.66","26000.00","163954.66","FY19"
"Latin America and the Caribbean","Haiti","16","141491.95","26000.00","167491.95","FY20"
"Latin America and the Caribbean","Haiti","16","145692.08","26000.00","171692.08","FY21"
"Latin America and the Caribbean","Honduras","26","1312214.71","142901.00","1455115.46","FY15"
"Latin America and the Caribbean","Honduras","22","1017071.43","124401.00","1141472.18","FY14"
"Latin America and the Caribbean","Honduras","20","828560.21","124401.00","952960.96","FY13"
"Latin America and the Caribbean","Honduras","19","649640.40","124401.00","774041.15","FY12"
"Latin America and the Caribbean","Honduras","26","1468018.74","142901.00","1610919.49","FY16"
"Latin America and the Caribbean","Honduras","28","1550688.57","142901.00","1693589.32","FY17"
"Latin America and the Caribbean","Honduras","28","1664976.92","142900.75","1807877.67","FY18"
"Latin America and the Caribbean","Honduras","28","1795404.53","142900.75","1938305.28","FY19"
"Latin America and the Caribbean","Honduras","28","1894378.60","142900.75","2037279.35","FY20"
"Latin America and the Caribbean","Honduras","28","1940432.39","142900.75","2083333.14","FY21"
"Europe and Central Asia","Hungary","34","437985.38","70335.00","508320.21","FY15"
"Europe and Central Asia","Hungary","34","437985.38","70335.00","508320.21","FY14"
"Europe and Central Asia","Hungary","34","437985.38","70335.00","508320.21","FY13"
"Europe and Central Asia","Hungary","34","437985.38","70335.00","508320.21","FY12"
"Europe and Central Asia","Hungary","34","437985.38","70335.00","508320.21","FY16"
"Europe and Central Asia","Hungary","34","437985.38","70335.00","508320.21","FY17"
"Europe and Central Asia","Hungary","34","437985.38","70334.83","508320.21","FY18"
"Europe and Central Asia","Hungary","34","437985.38","70334.83","508320.21","FY19"
"Europe and Central Asia","Hungary","34","437985.38","70334.83","508320.21","FY20"
"Europe and Central Asia","Hungary","34","437985.38","70334.83","508320.21","FY21"
"South Asia","India","404","11514730.68","1743640.00","13258370.45","FY15"
"South Asia","India","377","10406061.82","1693640.00","12099701.59","FY14"
"South Asia","India","365","9540409.04","1648640.00","11189048.80","FY13"
"South Asia","India","340","8542806.28","1371640.00","9914446.05","FY12"
"South Asia","India","433","12586686.57","1743640.00","14330326.34","FY16"
"South Asia","India","456","14021484.05","1743640.00","15765123.82","FY17"
"South Asia","India","481","15572556.19","1743639.77","17316195.95","FY18"
"South Asia","India","513","17177260.86","1743639.77","18920900.63","FY19"
"South Asia","India","526","17741664.77","1743639.77","19485304.54","FY20"
"South Asia","India","539","18664480.55","1743639.77","20408120.32","FY21"
"East Asia and the Pacific","Indonesia","126","4068991.86","2512055.00","6581047.23","FY15"
"East Asia and the Pacific","Indonesia","124","3422051.34","2097055.00","5519106.70","FY14"
"East Asia and the Pacific","Indonesia","118","3142475.77","1768655.00","4911131.14","FY13"
"East Asia and the Pacific","Indonesia","112","3140202.80","1724655.00","4864858.17","FY12"
"East Asia and the Pacific","Indonesia","130","4207221.56","2647055.00","6854276.92","FY16"
"East Asia and the Pacific","Indonesia","134","4405235.39","2757055.00","7162290.76","FY17"
"East Asia and the Pacific","Indonesia","138","4566885.39","2832055.37","7398940.76","FY18"
"East Asia and the Pacific","Indonesia","139","4828147.75","2957055.37","7785203.12","FY19"
"East Asia and the Pacific","Indonesia","141","5317818.57","3111831.37","8429649.94","FY20"
"East Asia and the Pacific","Indonesia","150","5629273.49","3111831.37","8741104.85","FY21"
"Middle East and North Africa","Iran, Islamic Republic of","11","63342.91","8199.00","71542.37","FY15"
"Middle East and North Africa","Iran, Islamic Republic of","11","63342.91","8199.00","71542.37","FY14"
"Middle East and North Africa","Iran, Islamic Republic of","11","63342.91","8199.00","71542.37","FY13"
"Middle East and North Africa","Iran, Islamic Republic of","11","63342.91","8199.00","71542.37","FY12"
"Middle East and North Africa","Iran, Islamic Republic of","11","63342.91","8199.00","71542.37","FY16"
"Middle East and North Africa","Iran, Islamic Republic of","11","63342.91","8199.00","71542.37","FY17"
"Middle East and North Africa","Iran, Islamic Republic of","11","63342.91","8199.46","71542.37","FY18"
"Middle East and North Africa","Iran, Islamic Republic of","11","63342.91","8199.46","71542.37","FY19"
"Middle East and North Africa","Iran, Islamic Republic of","11","63342.91","8199.46","71542.37","FY20"
"Middle East and North Africa","Iran, Islamic Republic of","11","63342.91","8199.46","71542.37","FY21"
"Middle East and North Africa","Iraq","11","435951.18","50000.00","485951.18","FY15"
"Middle East and North Africa","Iraq","9","415667.58","50000.00","465667.58","FY14"
"Middle East and North Africa","Iraq","7","402024.99","50000.00","452024.99","FY13"
"Middle East and North Africa","Iraq","5","319896.06","50000.00","369896.06","FY12"
"Middle East and North Africa","Iraq","13","738951.18","150000.00","888951.18","FY16"
"Middle East and North Africa","Iraq","13","738951.18","150000.00","888951.18","FY17"
"Middle East and North Africa","Iraq","13","838951.18","175000.00","1013951.18","FY18"
"Middle East and North Africa","Iraq","13","838951.18","175000.00","1013951.18","FY19"
"Middle East and North Africa","Iraq","15","923978.87","175000.00","1098978.87","FY20"
"Middle East and North Africa","Iraq","17","1133059.87","436713.55","1569773.42","FY21"
"Worldwide","Israel","1","10500.00","0.00","10500.00","FY15"
"Worldwide","Israel","1","10500.00","0.00","10500.00","FY14"
"Worldwide","Israel","1","10500.00","0.00","10500.00","FY13"
"Worldwide","Israel","1","10500.00","0.00","10500.00","FY12"
"Worldwide","Israel","1","10500.00","0.00","10500.00","FY16"
"Worldwide","Israel","1","10500.00","0.00","10500.00","FY17"
"Worldwide","Israel","1","10500.00","0.00","10500.00","FY18"
"Worldwide","Israel","1","10500.00","0.00","10500.00","FY19"
"Worldwide","Israel","1","10500.00","0.00","10500.00","FY20"
"Worldwide","Israel","1","10500.00","0.00","10500.00","FY21"
"Worldwide","Italy","1","960.00","0.00","960.00","FY15"
"Worldwide","Italy","1","960.00","0.00","960.00","FY14"
"Worldwide","Italy","1","960.00","0.00","960.00","FY13"
"Worldwide","Italy","1","960.00","0.00","960.00","FY12"
"Worldwide","Italy","1","960.00","0.00","960.00","FY16"
"Worldwide","Italy","1","960.00","0.00","960.00","FY18"
"Worldwide","Italy","1","960.00","0.00","960.00","FY19"
"Worldwide","Italy","1","960.00","0.00","960.00","FY20"
"Worldwide","Italy","1","960.00","0.00","960.00","FY21"
"Latin America and the Caribbean","Jamaica","24","505295.60","194244.00","699540.09","FY15"
"Latin America and the Caribbean","Jamaica","22","454495.60","194244.00","648740.09","FY14"
"Latin America and the Caribbean","Jamaica","22","426295.60","194244.00","620540.09","FY13"
"Latin America and the Caribbean","Jamaica","22","418795.60","186744.00","605540.09","FY12"
"Latin America and the Caribbean","Jamaica","24","517495.60","194244.00","711740.09","FY16"
"Latin America and the Caribbean","Jamaica","24","517845.60","194244.00","712090.09","FY17"
"Latin America and the Caribbean","Jamaica","24","517845.60","194244.48","712090.09","FY18"
"Latin America and the Caribbean","Jamaica","24","517845.60","194244.48","712090.09","FY19"
"Latin America and the Caribbean","Jamaica","24","517845.60","194244.48","712090.09","FY20"
"Latin America and the Caribbean","Jamaica","25","557845.60","194244.48","752090.09","FY21"
"Middle East and North Africa","Jordan","57","1377250.90","604488.00","1981739.21","FY15"
"Middle East and North Africa","Jordan","47","1259455.54","532478.00","1791933.86","FY14"
"Middle East and North Africa","Jordan","45","1109100.55","380384.00","1489484.55","FY13"
"Middle East and North Africa","Jordan","43","1050682.08","380384.00","1431066.08","FY12"
"Middle East and North Africa","Jordan","56","1441377.29","625088.00","2066465.61","FY16"
"Middle East and North Africa","Jordan","59","1575806.97","645088.00","2220895.28","FY17"
"Middle East and North Africa","Jordan","63","1864653.30","688588.31","2553241.62","FY18"
"Middle East and North Africa","Jordan","68","1976936.84","707970.17","2684907.01","FY19"
"Middle East and North Africa","Jordan","69","2021846.19","707490.27","2729336.46","FY20"
"Middle East and North Africa","Jordan","71","2192144.78","707490.27","2899635.05","FY21"
"Europe and Central Asia","Kazakhstan","35","1385519.99","282917.00","1668436.65","FY15"
"Europe and Central Asia","Kazakhstan","33","1348769.99","282917.00","1631686.65","FY14"
"Europe and Central Asia","Kazakhstan","33","1348544.99","282917.00","1631461.65","FY13"
"Europe and Central Asia","Kazakhstan","32","1202439.21","282917.00","1485355.87","FY12"
"Europe and Central Asia","Kazakhstan","35","1388007.40","282917.00","1670924.07","FY16"
"Europe and Central Asia","Kazakhstan","36","1435007.40","282917.00","1717924.07","FY17"
"Europe and Central Asia","Kazakhstan","37","1546507.40","282916.67","1829424.07","FY18"
"Europe and Central Asia","Kazakhstan","38","1556507.40","282916.67","1839424.07","FY19"
"Europe and Central Asia","Kazakhstan","38","1611507.40","282916.67","1894424.07","FY20"
"Europe and Central Asia","Kazakhstan","38","1637879.25","282916.67","1920795.92","FY21"
"Sub-Saharan Africa","Kenya","102","1692136.15","87162.00","1779298.20","FY14"
