"financier","fiscal_year","region","country","gross_disbursement","repayments","net_disbursement","interest","fees","ibrd_commitments_us","ida_grant_commitments_us","ida_non_concessional","ida_concessional_commitments","ida_other_commitments_us"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Cabo Verde","6543011.07","5304176.61","1238834.46","2374674.44","0","0","0","0","15500000","0"
"IBRD","2014","WESTERN AND CENTRAL AFRICA","Cameroon","0","5334660","-5334660","425564.88","0","0","0","0","0","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Cameroon","134543869","4292273.98","130251595","4454507.99","575332.04","0","0","0","99000000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Central Africa","6646373.29","356576.15","6289797.14","216865.52","0","0","0","0","0","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Central African Republic","50004958.89","193359.26","49811599.63","106600.6","0","0","23900000","0","26100000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Chad","19467001.01","22341063.75","-2874062.74","5307539.08","0","0","36190000","0","0","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Congo, Republic of","17016664.36","846237.76","16170426.6","764769.18","0","0","0","0","29300000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Cote d'Ivoire","142466219.8","2099923.55","140366296.3","953535.11","585576.44","0","26180000","0","108820000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Equatorial Guinea","0","2356387.49","-2356387.49","279503.59","0","0","0","0","0","0"
"IBRD","2014","WESTERN AND CENTRAL AFRICA","Gabon","1400198.39","3704092.98","-2303894.59","261587.52","0","18000000","0","0","0","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Gambia, The","13038270.32","1193960.06","11844310.26","465889.08","0","0","30300000","0","9200000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Ghana","312067808.1","9960709.13","302107099","20143870.19","375000","0","0","0","414800000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Guinea","25504065.23","2365949.65","23138115.58","1107514.3","0","0","27400000","0","51100000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Guinea-Bissau","9004042.05","1018.14","9003023.91","80830.09","0","0","20255145","0","25356502","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Liberia","41863505.72","0","41863505.72","268397.76","0","0","0","0","21600000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Mali","150535912.8","5011728.46","145524184.3","8417796.53","0","0","138900000","0","195600000","32000000"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Mauritania","18564488.23","3547873.12","15016615.11","2941954.94","0","0","11300000","0","71000000","130000000"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Niger","108935129.3","2649814.82","106285314.5","3874175.35","0","0","123650000","0","141240000","0"
"IBRD","2014","WESTERN AND CENTRAL AFRICA","Nigeria","0","0","0","0","0","395000000","0","0","0","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Nigeria","947012504.5","91422293.05","855590211.4","38320212.55","0","0","0","0","1697600000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Senegal","142347095.4","10489286.79","131857808.6","10507556.9","0","0","0","0","285000000","139000000"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Sierra Leone","57391940.95","1432759.9","55959181.05","1797057.32","0","0","45000000","0","52000000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Togo","23852029.22","0","23852029.22","104268.7","0","0","14000000","0","34100000","0"
"IDA","2014","WESTERN AND CENTRAL AFRICA","Western Africa","0","3367783.57","-3367783.57","1088365.46","0","0","0","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Cambodia","43815232.36","12123800.88","31691431.48","4429507.67","0","0","0","0","0","0"
"IBRD","2014","EAST ASIA AND PACIFIC","China","1246729952","1364572419","-117842466.7","88068328.67","4825000","1615000000","0","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","China","0","784562687.4","-784562687.4","45928210.32","0","0","0","0","0","0"
"IBRD","2014","EAST ASIA AND PACIFIC","Indonesia","1501066914","310360394.2","1190706520","243756437.7","4867200","1072380000","0","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Indonesia","-3384850.6","112295562.5","-115680413.1","15882994.95","0","0","0","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Kiribati","13464616.69","0","13464616.69","0","0","0","5200000","0","0","0"
"IBRD","2014","EAST ASIA AND PACIFIC","Korea, Republic of","0","101304318.9","-101304318.9","612604.47","0","0","0","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","58521075.57","21098347.14","37422728.43","4507977.01","227500.3","0","47400000","0","55400000","0"
"IDA","2014","EAST ASIA AND PACIFIC","Mekong","305152.66","0","305152.66","0","0","0","0","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Micronesia, Federated States of","0","0","0","0","0","0","14400000","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Mongolia","14431332.48","7833879.61","6597452.87","3552486.25","0","0","0","0","93700000","0"
"IDA","2014","EAST ASIA AND PACIFIC","Myanmar","2807945.73","25619826.45","-22811880.72","6331821.19","0","0","0","0","281500000","0"
"IDA","2014","EAST ASIA AND PACIFIC","Pacific Islands","542706.16","0","542706.16","0","0","0","2150000","0","0","0"
"IBRD","2014","EAST ASIA AND PACIFIC","Papua New Guinea","0","14238741.22","-14238741.22","736375.08","0","0","0","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Papua New Guinea","33762577.35","3655888.82","30106688.53","1045512.04","0","0","0","0","156500000","0"
"IBRD","2014","EAST ASIA AND PACIFIC","Philippines","566628713.1","216017981.7","350610731.4","67096084.99","4109362.81","1279000000","0","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Philippines","0","10802652.99","-10802652.99","1086319.81","0","0","0","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Samoa","21436608.91","2441533.39","18995075.52","763554.13","0","0","65000000","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Solomon Islands","7269606.67","1592762.16","5676844.51","281817.65","0","0","7000000","0","11000000","0"
"IBRD","2014","EAST ASIA AND PACIFIC","Thailand","3408.69","7004935.01","-7001526.32","5788115.73","0","0","0","0","0","0"
"IBRD","2014","EAST ASIA AND PACIFIC","Timor-Leste","37515.58","0","37515.58","15.58","37500","15000000","0","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Timor-Leste","1710388.88","0","1710388.88","0","0","0","0","0","25000000","0"
"IDA","2014","EAST ASIA AND PACIFIC","Tonga","11763943.1","423428.4","11340514.7","170130.04","0","0","8500000","0","8500000","0"
"IDA","2014","EAST ASIA AND PACIFIC","Tuvalu","4162492.51","0","4162492.51","0","0","0","9060000","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Vanuatu","0","587568.87","-587568.87","73454.49","0","0","0","0","0","0"
"IBRD","2014","EAST ASIA AND PACIFIC","Vietnam","82622472.81","0","82622472.81","8089420.69","0","200000000","0","0","0","0"
"IDA","2014","EAST ASIA AND PACIFIC","Vietnam","1248651706","92883649.75","1155768056","89386853.42","156560.76","0","0","0","1341000000","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Albania","19227999.8","3028904.43","16199095.37","455347.19","458875.6","305300000","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Albania","18213591.66","23186278.27","-4972686.61","8683646.85","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Armenia","72344145.94","0","72344145.94","1960125.76","265000","69000000","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Armenia","58822037.99","19743284.93","39078753.06","10384112.37","0","0","0","0","86870000","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Azerbaijan","284232732.2","43244117.06","240988615.2","6531179.25","667750","34500000","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Azerbaijan","115786244.7","23394542.16","92391702.5","4642163.98","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Belarus","107499583.3","11111224.82","96388358.47","3217878.66","225000","180000000","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Bosnia and Herzegovina","42188905.38","24323138.76","17865766.62","5976038.28","294120.19","0","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Bosnia and Herzegovina","23531724.43","27255059.17","-3723334.74","8928965.32","0","0","0","0","156000000","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Bulgaria","30622449.08","111958617.5","-81336168.39","5482616.5","0","0","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Central Asia","823006.02","0","823006.02","0","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Croatia","97427296.89","133236753.1","-35809456.25","13979257.11","66335","310300000","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Estonia","0","2161249.6","-2161249.6","178810.5","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Georgia","42845396.6","0","42845396.6","2380157.66","175000","130000000","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Georgia","64629765.85","18965051.4","45664714.45","11624030.79","0","0","0","0","72690000","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Hungary","0","3719233.12","-3719233.12","23387.05","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Kazakhstan","525843353.1","153155406.2","372687946.8","17459189.61","2670000","36000000","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Kosovo","0","15405953.22","-15405953.22","11814185.2","0","0","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Kosovo","12232543.13","0","12232543.13","116394.43","0","0","0","0","56500000","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Kyrgyz Republic","62490072.72","16959007.21","45531065.51","5060522.75","0","0","37310000","0","102690000","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Latvia","0","2276223.3","-2276223.3","22562884.25","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Lithuania","0","3132149.56","-3132149.56","82364.5","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Moldova","9000000","16888764.79","-7888764.79","338960.23","22500","9000000","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Moldova","56352081.62","5795389.37","50556692.25","4478038.27","0","0","0","0","51800000","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Montenegro","6106550.1","15683885.28","-9577335.18","4632535.04","17156.88","6800000","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Montenegro","482151.98","3042572.26","-2560420.28","629411.96","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","North Macedonia","36248319.49","33053180.95","3195138.54","1984558.73","61394.66","74000000","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","North Macedonia","0","11725516.9","-11725516.9","3586080.19","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Poland","1356804935","500134063.9","856670870.8","49541474.58","3286125","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Romania","1493241585","326859964.7","1166381620","49124802.85","237921.25","1373600000","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Russian Federation","62657255.67","425229098.4","-362571842.7","8432143.26","375000","110000000","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Serbia","81492863.8","88663380.23","-7170516.43","33934029.36","0","240000000","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Serbia","3875393.14","44020207.76","-40144814.62","5129701.49","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Slovak Republic","0","35533245.32","-35533245.32","487359.14","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Slovenia","0","1078739.25","-1078739.25","15589.18","0","0","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Tajikistan","27892810.76","7103735.31","20789075.45","2749803.64","0","0","82000000","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Turkey","1137385485","829289312.5","308096172.5","137120979.5","3296505.51","300000000","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Turkey","0","4926074.39","-4926074.39","197314.27","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Turkmenistan","0","1721100","-1721100","43496.74","0","0","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Ukraine","1115094171","255223700.9","859870469.8","20715397.24","1875000","1382000000","0","0","0","0"
"IBRD","2014","EUROPE AND CENTRAL ASIA","Uzbekistan","16320756.75","39724111.02","-23403354.27","4346947.87","450000","168290000","0","0","0","0"
"IDA","2014","EUROPE AND CENTRAL ASIA","Uzbekistan","73890450.78","1299878.96","72590571.82","1827036.66","0","0","0","0","242500000","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Antigua and Barbuda","2189569.25","0","2189569.25","2044.3","25000","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Argentina","701205162.9","652447655.3","48757507.62","135084607.4","0","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Barbados","14460000","2756542.57","11703457.43","399772.71","0","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Belize","1236813.32","1761420","-524606.68","255930.99","0","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Bolivia","0","8340","-8340","761.35","0","0","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","Bolivia","54195250.28","7377781.06","46817469.22","3662277.87","0","0","0","0","93300000","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Brazil","2701325793","287416667.8","2413909125","169431184.4","7895000","2019000000","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","Caribbean","0","1000508.57","-1000508.57","139978.31","0","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Chile","17638716.38","16327832.39","1310883.99","576478.26","0","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Colombia","650381078","725907724.5","-75526646.48","230587706.4","2405000","870000000","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Costa Rica","13594123.81","11426908.88","2167214.93","9147071.96","500000","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Dominica","0","64928.38","-64928.38","1328.92","0","0","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","Dominica","615919.42","648650.58","-32731.16","207326.03","0","0","0","0","17000000","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Dominican Republic","35909455.59","51493762.22","-15584306.63","34162758.7","0","0","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","Dominican Republic","0","662448.1","-662448.1","41870.57","0","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Ecuador","3951058.12","64554130.3","-60603072.18","9229328.93","0","305000000","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","Ecuador","0","1125960.85","-1125960.85","48683.58","0","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","El Salvador","29049656.74","48557476.65","-19507819.91","34038659.17","0","0","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","El Salvador","0","550314.34","-550314.34","43423.38","0","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Grenada","0","1332133.21","-1332133.21","263977.81","0","0","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","Grenada","3489249.23","752426.69","2736822.54","393467.68","0","0","0","0","15000000","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Guatemala","228377880.6","78522948.37","149854932.2","54631986.52","500000","340000000","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","Guyana","1864321.24","235128.09","1629193.15","95928.26","0","0","0","0","21890000","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","Haiti","93368566.41","0","93368566.41","0","0","0","102500000","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","Honduras","68112870.03","4390624.09","63722245.94","7652600.33","0","0","0","0","24300000","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Jamaica","145461286.5","37200281.88","108261004.6","9166485.41","455000","224000000","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Mexico","453251785.2","437716035","15535750.19","227621453.7","0","355751879.7","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","Nicaragua","70138396.5","4486978.9","65651417.6","3871468.54","0","0","69800000","0","39200000","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Panama","332436784","41793519.75","290643264.3","14313882.12","750000","200000000","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Paraguay","47244086.14","19836512.62","27407573.52","4547274.73","0","100000000","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","Paraguay","0","1145499.24","-1145499.24","71982.06","0","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Peru","254899984.3","248656300.6","6243683.65","27074030.09","475000","195000000","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","St. Kitts and Nevis","0","1335674.53","-1335674.53","35671.77","0","0","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","St. Kitts and Nevis","0","83413.28","-83413.28","23658.89","0","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","St. Lucia","0","1973761.61","-1973761.61","520042.69","0","0","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","St. Lucia","10046245.84","1030418.98","9015826.86","532981.26","0","0","0","0","41000000","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","St. Vincent and the Grenadines","0","761914.82","-761914.82","162936.5","0","0","0","0","0","0"
"IDA","2014","LATIN AMERICA AND CARIBBEAN","St. Vincent and the Grenadines","4427909.21","512332.37","3915576.84","199630.17","0","0","0","0","35600000","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Trinidad and Tobago","0","3239955.62","-3239955.62","441060.87","0","0","0","0","0","0"
"IBRD","2014","LATIN AMERICA AND CARIBBEAN","Uruguay","42088297.43","72173189.14","-30084891.71","22581295.73","0","0","0","0","0","0"
"IBRD","2014","MIDDLE EAST AND NORTH AFRICA","Algeria","0","411176.6","-411176.6","110611.6","0","0","0","0","0","0"
"IDA","2014","MIDDLE EAST AND NORTH AFRICA","Djibouti","7560655.48","3794472.63","3766182.85","1116251.58","0","0","0","0","7600000","0"
"IBRD","2014","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","372629693.7","102440269.8","270189423.9","38777804.35","1463500","300000000","0","0","0","0"
"IDA","2014","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","-15585.36","69724120.94","-69739706.3","8814671.52","0","0","0","0","0","0"
"IBRD","2014","MIDDLE EAST AND NORTH AFRICA","Iran, Islamic Republic of","-339541.21","136543972.8","-136883514","10236656.68","0","0","0","0","0","0"
"IBRD","2014","MIDDLE EAST AND NORTH AFRICA","Iraq","0","0","0","2535000.01","0","355000000","0","0","0","0"
"IDA","2014","MIDDLE EAST AND NORTH AFRICA","Iraq","86439998.18","0","86439998.18","1897410.23","0","0","0","0","0","0"
"IBRD","2014","MIDDLE EAST AND NORTH AFRICA","Jordan","464755280","112245492.4","352509787.6","9581392.86","1169554.3","400000000","0","0","0","0"
"IDA","2014","MIDDLE EAST AND NORTH AFRICA","Jordan","0","2400241.05","-2400241.05","193186.9","0","0","0","0","0","0"
"IBRD","2014","MIDDLE EAST AND NORTH AFRICA","Lebanon","10886207.23","53579509.71","-42693302.48","1771664.39","0","11600000","0","0","0","0"
"IBRD","2014","MIDDLE EAST AND NORTH AFRICA","Morocco","781465400.7","170116722.7","611348678","57373682.51","1623725","1095665000","0","0","0","0"
"IDA","2014","MIDDLE EAST AND NORTH AFRICA","Morocco","0","1354831.1","-1354831.1","76223.27","0","0","0","0","0","0"
"IBRD","2014","MIDDLE EAST AND NORTH AFRICA","Tunisia","36771491.41","178519278.1","-141747786.6","34482390.74","0","426200000","0","0","0","0"
"IDA","2014","MIDDLE EAST AND NORTH AFRICA","Tunisia","0","1938473.5","-1938473.5","94380.79","0","0","0","0","0","0"
"IDA","2014","MIDDLE EAST AND NORTH AFRICA","Yemen, Republic of","178815767.8","61372930.98","117442836.8","15498955.43","0","0","191540000","0","0","0"
"IBRD","2014","OTHER","World","0","8332055.79","-8332055.79","1499962.39","0","0","0","0","0","0"
"IDA","2014","SOUTH ASIA","Afghanistan","237616229.3","757038.08","236859191.2","2646671.51","0","0","423200000","0","0","0"
"IDA","2014","SOUTH ASIA","Bangladesh","809283941","289485120.4","519798820.6","85351713.12","44601.39","0","0","0","1888400000","0"
"IDA","2014","SOUTH ASIA","Bhutan","7698733.54","2418814.01","5279919.53","1784020.1","0","0","0","0","17400000","0"
"IBRD","2014","SOUTH ASIA","India","1025558352","961975685.7","63582666.04","76110524.33","977500","1975000000","0","0","0","0"
"IDA","2014","SOUTH ASIA","India","1231217342","987185730.8","244031611.4","204193557.6","0","0","0","0","3134400000","0"
"IDA","2014","SOUTH ASIA","Maldives","8254716.05","2051244.67","6203471.38","778120.53","0","0","6500000","0","0","16000000"
"IDA","2014","SOUTH ASIA","Nepal","252107619.5","50346377.86","201761241.7","11521056.41","0","0","114000000","0","108000000","0"
"IBRD","2014","SOUTH ASIA","Pakistan","121035116.1","165967451.5","-44932335.37","9577609.92","0","0","0","0","0","0"
"IDA","2014","SOUTH ASIA","Pakistan","1533380026","297243369.5","1236136656","98369802.85","0","0","0","0","1758400000","460000000"
"IBRD","2014","SOUTH ASIA","Sri Lanka","18156541","0","18156541","384775.53","0","102000000","0","0","0","0"
"IDA","2014","SOUTH ASIA","Sri Lanka","191315544.4","77769447.15","113546097.3","21576423.19","0","0","0","0","441500000","0"
"IDA","2015","AFRICA","Africa","40751495.28","139944.2","40611551.08","75317.47","0","0","50000000","0","0","0"
"IBRD","2015","EASTERN AND SOUTHERN AFRICA","Angola","0","0","0","0","0","650000000","0","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Angola","59628648.53","32097217.26","27531431.27","7284003.48","0","0","0","0","0","0"
"IBRD","2015","EASTERN AND SOUTHERN AFRICA","Botswana","14567058.14","2587637.41","11979420.73","652904.65","457534.12","0","0","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Botswana","0","412301.81","-412301.81","19252.24","0","0","0","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Burundi","59732689.89","2237828.29","57494861.6","1076333.17","0","0","72000000","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Comoros","6917108.32","34276.45","6882831.87","89181.42","0","0","18500000","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Congo, Democratic Republic of","381925041.4","18752883.57","363172157.8","6464437.57","0","0","319100000","0","260000000","0"
"IBRD","2015","EASTERN AND SOUTHERN AFRICA","Eswatini","9481884.12","341403.72","9140480.4","105552.77","0","0","0","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Eswatini","0","148990","-148990","10195.81","0","0","0","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Ethiopia","744234563.2","18787859.79","725446703.4","29609903.76","0","0","0","0","1395000000","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Kenya","530239872.2","110805049.1","419434823.1","30830569.72","788828.81","0","0","0","1105000000","200000000"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Lesotho","11715326.59","9353816.57","2361510.02","2144210.12","0","0","0","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Madagascar","117482658","12475380.16","105007277.8","9781648.37","0","0","0","0","95000000","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Malawi","114276473.3","1422474.33","112853999","3592061.18","0","0","108220000","0","115766000","0"
"IBRD","2015","EASTERN AND SOUTHERN AFRICA","Mauritius","1342497.76","21736251.12","-20393753.36","3445940.79","0","0","0","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Mauritius","0","612580.64","-612580.64","30300.77","0","0","0","0","0","0"
"IBRD","2015","EASTERN AND SOUTHERN AFRICA","Mozambique","0","0","0","0","6007.07","0","0","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Mozambique","361942441.3","14841218.29","347101223","16439158.1","0","0","195800000","0","227800000","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Rwanda","204346070","4526765.35","199819304.6","3866690.59","0","0","0","0","270000000","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Sao Tome and Principe","675725.53","157726.28","517999.25","75120.69","0","0","0","0","0","0"
"IBRD","2015","EASTERN AND SOUTHERN AFRICA","Seychelles","7035000","0","7035000","462893","52500","14000000","0","0","0","0"
"IBRD","2015","EASTERN AND SOUTHERN AFRICA","South Africa","754132665.4","0","754132665.4","117372042.6","0","0","0","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","South Sudan","36569638.94","0","36569638.94","46404.08","0","0","0","0","9000000","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Tanzania","630091039.7","20345199.5","609745840.2","36896658.16","0","0","0","0","883000000","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Uganda","183523599","15073997.8","168449601.2","17811939","440010","0","0","0","590000000","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Zambia","71187067.95","6137643.78","65049424.17","4899859.56","0","0","0","0","205000000","0"
"IBRD","2015","EASTERN AND SOUTHERN AFRICA","Zimbabwe","0","6770409.06","-6770409.06","2024506.47","0","0","0","0","0","0"
"IDA","2015","EASTERN AND SOUTHERN AFRICA","Zimbabwe","0","339961.51","-339961.51","1868147.47","0","0","0","0","0","0"
"IDA","2015","WESTERN AND CENTRAL AFRICA","Benin","115667850.3","2665909.91","113001940.4","4352999.37","0","0","0","0","60000000","0"
"IDA","2015","WESTERN AND CENTRAL AFRICA","Burkina Faso","113130524.5","7055993.29","106074531.2","7012423.04","0","0","191600000","0","190200000","0"
"IBRD","2015","WESTERN AND CENTRAL AFRICA","Cabo Verde","21944603.3","0","21944603.3","418321.8","0","0","0","0","0","0"
"IDA","2015","WESTERN AND CENTRAL AFRICA","Cabo Verde","23683908.62","5233200.1","18450708.52","2374913.65","0","0","0","0","10000000","0"
"IBRD","2015","WESTERN AND CENTRAL AFRICA","Cameroon","0","5334634.97","-5334634.97","182770.45","0","0","0","0","0","0"
"IDA","2015","WESTERN AND CENTRAL AFRICA","Cameroon","121274262.5","4423054.33","116851208.2","5063166.38","434343.14","0","0","0","100000000","0"
"IDA","2015","WESTERN AND CENTRAL AFRICA","Central Africa","8462456.25","346959.99","8115496.26","218234.76","0","0","0","0","0","0"
"IDA","2015","WESTERN AND CENTRAL AFRICA","Central African Republic","31899605.79","538708.6","31360897.19","454460.49","0","0","22000000","0","0","0"
"IDA","2015","WESTERN AND CENTRAL AFRICA","Chad","21427238.06","25868083.42","-4440845.36","4964027.59","0","0","89700000","0","0","0"
"IBRD","2015","WESTERN AND CENTRAL AFRICA","Congo, Republic of","0","0","0","0","0","45000000","0","0","0","0"
