"fiscal_year","procurement_category","major_sector","supplier_contract_amount_usd"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","145994.0"
"2018","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","12935.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","1714.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","1714.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","1720.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","788.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","0.0"
"2018","Non-consulting Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","26845.0"
"2018","Consultant Services","Education;Social Protection","9787.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","3637.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","64454.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","6947.0"
"2018","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","109471.0"
"2018","Consultant Services","Education;Social Protection","13795.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9541.0"
"2018","Goods","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1471.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","8959.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","6143.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","16055.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","16396.0"
"2018","Goods","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","5993.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","16455.0"
"2018","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","15164.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5756.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9516.0"
"2018","Goods","Social Protection;Agriculture, Fishing and Forestry;Public Administration","507.0"
"2018","Goods","Social Protection;Agriculture, Fishing and Forestry;Public Administration","33285.0"
"2018","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","8683.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9315.0"
"2018","Goods","Social Protection;Agriculture, Fishing and Forestry;Public Administration","6187.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","3046.0"
"2018","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1881.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9951.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","12024.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","7670.0"
"2018","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","412272.0"
"2018","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","4342.0"
"2018","Consultant Services","Energy and Extractives","7522.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","6817.0"
"2018","Civil Works","Transportation","53521591.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10893.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9269.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9188.0"
"2018","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","30781.0"
"2018","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","58267.0"
"2018","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3482.0"
"2018","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","21743.0"
"2018","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","44718.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5933.0"
"2018","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","58282.0"
"2018","Goods","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","65873.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","117806.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5605.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","4964.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","6802.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5065.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","6368.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","6295.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5933.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","6802.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","6802.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","3039.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","3039.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5450.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5933.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5933.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9200.0"
"2018","Non-consulting Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","3546.0"
"2018","Goods","Social Protection;Agriculture, Fishing and Forestry;Public Administration","11881.0"
"2018","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","26493.0"
"2018","Consultant Services","Education;Social Protection","31050.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5752.0"
"2018","Non-consulting Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","868.0"
"2018","Civil Works","Energy and Extractives","1205145.0"
"2018","Goods","Social Protection;Agriculture, Fishing and Forestry;Public Administration","15543.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5933.0"
"2018","Civil Works","Energy and Extractives","2101535.0"
"2018","Goods","Energy and Extractives","118149.0"
"2018","Civil Works","Energy and Extractives","1718096.0"
"2018","Consultant Services","Energy and Extractives","911.0"
"2018","Consultant Services","Energy and Extractives","911.0"
"2018","Goods","Energy and Extractives","3343.0"
"2018","Civil Works","Energy and Extractives","338517.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5828.0"
"2018","Consultant Services","Energy and Extractives","199334.0"
"2018","Consultant Services","Energy and Extractives","218965.0"
"2018","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","6802.0"
"2018","Consultant Services","Energy and Extractives","74813.0"
"2018","Consultant Services","Energy and Extractives","22421.0"
"2018","Consultant Services","Energy and Extractives","8432.0"
"2018","Consultant Services","Energy and Extractives","14343.0"
"2018","Consultant Services","Energy and Extractives","70262.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","3041.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5938.0"
"2018","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","99275.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","5938.0"
"2018","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4642.0"
"2018","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","36851.0"
"2018","Non-consulting Services","Energy and Extractives","584.0"
"2018","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","99104.0"
"2018","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","57362.0"
"2018","Consultant Services","Energy and Extractives","8432.0"
"2018","Consultant Services","Energy and Extractives","74813.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","8583.0"
"2018","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9220.0"
"2018","Goods","Social Protection;Agriculture, Fishing and Forestry;Public Administration","16758.0"
"2018","Goods","Social Protection;Agriculture, Fishing and Forestry;Public Administration","12663.0"
"2018","Consultant Services","Education;Social Protection","41711.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","47793.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","30734.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","97499.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","12241.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","11936.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9716.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9567.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","7345.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","10417.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3581.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","15365.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","726.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","726.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","52712.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","38167.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","726.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","13086.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1545.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1545.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1545.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1545.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1545.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1545.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","33688.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","44443.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","23102.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","30386.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","88705.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","95041.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","10379.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","94978.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","726.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10905.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","9152.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","10417.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3632.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","8929.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","7345.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","7345.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9801.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10152.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9891.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9593.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10696.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9424.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","8545.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10940.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","23197.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","85565.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","52256.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Goods","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","19590.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9048.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","40301.0"
"2019","Civil Works","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","268825.0"
"2019","Non-consulting Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","15496.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","19907.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","11959.0"
"2019","Goods","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","13138.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10767.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","9152.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","618.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","22101.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3865.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3865.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3865.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","18234.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","20232.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","5210.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","61788.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","1010.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","58436.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","4428.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9124.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6951.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","2171.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3865.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6227.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6025.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6083.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","7270.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5938.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6314.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6025.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6372.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6252.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","7473.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6314.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3751.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6329.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1546.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1546.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6483.0"
"2019","Goods","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","11429.0"
"2019","Non-consulting Services","Agriculture, Fishing and Forestry;Public Administration","7033.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5658.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6483.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6083.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","81502.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3369.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5760.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5427.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3580.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6570.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6570.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5615.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","4638.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","3473.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","7207.0"
