"document_name","group","document_type","url","project_name","project_id","trust_fund_grant","date","solar_year"
"ARTF Project Proposal","Project Documents","Funding Request","http://artf.af/images/uploads/P117103-National_Solidarity_III-Funding_Request.pdf","Third Emergency National Solidarity Project","P117103","TF098459","2010-09-07T00:00:00.000","1389"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/ARTF_Financial_Status_Memo_August_22,_2010.pdf",,,,"2010-08-22T00:00:00.000","1389"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/MC_August_10_Minutes_draft.pdf",,,,"2010-08-10T00:00:00.000","1389"
"Afghanistan - Emergency Power Rehabilitation
            Project : procurement plan","Project Documents","Procurement Plan","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2011/03/07/000333037_20110307234523/Rendered/PDF/599990PROP0p081lan01UPDATED010AUG10.pdf","Rehabilitation of Naghlu Hydropower Plant","P083908","TF054718","2010-08-10T00:00:00.000","1389"
"ARTF Project Paper","Project Documents","Project Paper","http://artf.af/images/uploads/P110407-Rural_Enterprise-Proposal.pdf","Afghanistan Rural Enterprise Development Project (AREDP)","P110407","TF098045","2010-08-10T00:00:00.000","1389"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_July_22,_2010.pdf",,,,"2010-07-22T00:00:00.000","1389"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/MC_July_13_Minutes.pdf",,,,"2010-07-13T00:00:00.000","1389"
"Data sheet","Project Documents","Project Paper","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/07/01/000333037_20100701013607/Rendered/PDF/554640PJPR0P081ructuring0Data0sheet.pdf","Rehabilitation of Naghlu Hydropower Plant","P083908","TF054718","2010-06-28T00:00:00.000","1389"
"Afghanistan - Rural Water Supply and
            Sanitation Project","Project Documents","Implementation Completion and Results Report","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/08/10/000333038_20100810035920/Rendered/PDF/ICR13650P091031Official0Use0Only191.pdf","Rural Water Supply and Sanitation","P091038","TF055447","2010-06-25T00:00:00.000","1389"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/ARTF_Financial_Status_Memo_June_21,_2010.pdf",,,,"2010-06-21T00:00:00.000","1389"
"Afghanistan - Emergency Power Rehabilitation
            Project : restructuring","Project Documents","Project Paper","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/07/01/000333037_20100701011534/Rendered/PDF/554640PJPR0P081afg20eprp0rp0june018.pdf","Rehabilitation of Naghlu Hydropower Plant","P083908","TF054718","2010-06-18T00:00:00.000","1389"
"ART IP MOU 1390","Incentive Program","Memorandum of Understanding ","http://artf.af/images/uploads/ART-IP-MOU-1390.pdf",,,,"2010-06-12T00:00:00.000","1389"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/MC_June_08_Minutes_draft.pdf",,,,"2010-06-08T00:00:00.000","1389"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/ARTF_Financial_Status_Memo_May_21,_2010.pdf",,,,"2010-05-21T00:00:00.000","1389"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/MC_May_11_Minutes.pdf",,,,"2010-05-11T00:00:00.000","1389"
"ARTF Project Preparation Paper 2010","Project Documents","Project Preparation Paper","http://artf.af/images/uploads/P120398-Farm_Water_Management-Preparation.pdf","On Farm Water Management project","P120398","TF099074","2010-05-11T00:00:00.000","1389"
"Project Paper","Project Documents","Project Paper","http://artf.af/images/uploads/P112446-SHARP-ARTFPP.pdf","Strengthening Health Activities for the Rural Poor (SHARP)","P112446","TF096362","2010-05-11T00:00:00.000","1389"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_April_20,_2010.pdf",,,,"2010-04-20T00:00:00.000","1389"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_of_ARTF_MC_April_13,_2010.pdf",,,,"2010-04-13T00:00:00.000","1389"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Minutes_of_ARTF_MC_March,_2010.pdf",,,,"2010-03-20T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_of_ARTF_MC_March,_2010.pdf",,,,"2010-03-09T00:00:00.000","1388"
"Afghanistan - Second National Solidarity
            Program Project : procurement plan","Project Documents","Procurement Plan","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/08/18/000334955_20100818053618/Rendered/PDF/562200PROP0P101plan1NSP1II1Feb12010.pdf","National Solidarity Program II","P102288","TF090205","2010-02-25T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Feb_19,_2010_revised.pdf",,,,"2010-02-19T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_of_ARTF_MC_Feb_9,_2010.pdf",,,,"2010-02-09T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/ARTF_Financial_Status_Memo_Jan_20,_2010.pdf",,,,"2010-01-20T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_of_ARTF_MC_Jan._12,_10.pdf",,,,"2010-01-12T00:00:00.000","1388"
"ARTF Project Proposal ","Project Documents","Project Proposal","http://artf.af/images/uploads/P112446-SHARP-ARTFProposal.pdf","Strengthening Health Activities for the Rural Poor (SHARP)","P112446","TF096362","2010-01-02T00:00:00.000","1388"
"ARTF IP Technical Review 1389","Incentive Program","Technical Review ","http://artf.af/images/uploads/ARTF-IP-Technical-Review-1389.pdf",,,,"2009-12-23T00:00:00.000","1388"
"ARTF IP Technical Review 1389","Incentive Program","Technical Review ","http://artf.af/images/uploads/ARTF-IP-Technical-Review-1389.pdf",,,,"2009-12-23T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Dec_21,_2009.pdf",,,,"2009-12-21T00:00:00.000","1388"
"Afghanistan - First Phase of the National
            Emergency Employment Program Project","Project Documents","Implementation Completion and Results Report","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2010/01/29/000333037_20100129003040/Rendered/PDF/ICR12200P091031C0disclosed011271101.pdf","National Emergency Employment Program","P091036","TF050973","2009-12-17T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Draft_Minutes_of_ARTF_MC_Dec._15,_09.pdf",,,,"2009-12-15T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/ARTF_Financial_Status_Memo_Nov_21,_2009.pdf",,,,"2009-11-21T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_10_November,_2009.pdf",,,,"2009-11-20T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Oct_22,_2009_Final.pdf",,,,"2009-10-22T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_18_October,_2009.pdf",,,,"2009-10-20T00:00:00.000","1388"
"Afghanistan - Improvement of Power Supply to
            Kabul Project","Project Documents","Implementation Completion and Results Report","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/10/21/000334955_20091021032007/Rendered/PDF/ICR11430P0910610disclosed0101191091.pdf","Kabul Power Supply","P091060","TF052541","2009-09-28T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Sept_22,_2009.pdf",,,,"2009-09-22T00:00:00.000","1388"
"Afghanistan - Education Quality Improvement Project","Project Documents","Implementation Completion and Results Report","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/10/16/000350881_20091016095920/Rendered/PDF/ICR12630P0839610disclosed0101151091.pdf","Education - EQUIP","P083964","TF054730","2009-09-22T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_MC_September082009.pdf",,,,"2009-09-08T00:00:00.000","1388"
"ARTF Proposal","Project Documents","Proposal","http://artf.af/images/uploads/P103343-Emergency_Rural_Access-Proposal.pdf","National Emergency Rural Access Project","P103343","TF095297","2009-09-08T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Aug_22,_2009.pdf",,,,"2009-08-22T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_MC_August_11_2009.pdf",,,,"2009-08-11T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/ARTF_Financial_Status_Memo_Jul_22,_2009.pdf",,,,"2009-07-22T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_MC_July_14_09.pdf",,,,"2009-07-14T00:00:00.000","1388"
"ARTF Incentive Program MoU SY1389(July28 2009)","Incentive Program","Memorandum of Understanding ","http://artf.af/images/uploads/ARTF_Incentive_Program_MoU_SY1389(July28_2009).pdf",,,,"2009-06-28T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/ARTF_Financial_Status_Memo_Jun_21,_2009.pdf",,,,"2009-06-21T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_MC_June_16_09.pdf",,,,"2009-06-16T00:00:00.000","1388"
"Additional Financing, Financing Agreement,
            Grant H476-AF Conformed","Project Documents","Financing Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2009/11/11/46F56FF23777C4EC852575E70067A9E4/2_0/Rendered/PDF/Financing0Agreement01Conf106125109.pdf","National Solidarity Program II","P102288","TF090205","2009-05-31T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_May_21,_2009.pdf",,,,"2009-05-21T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_MC_May_18_09.pdf",,,,"2009-05-18T00:00:00.000","1388"
"ARTF Incentive Program Technical Review 2009","Incentive Program","Technical Review ","http://artf.af/images/uploads/ARTF_Incentive_Program_Technical_Review_2009.pdf",,,,"2009-05-05T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Apr_20,_2009.pdf",,,,"2009-04-20T00:00:00.000","1388"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_MC_Apr_14_09.pdf",,,,"2009-04-14T00:00:00.000","1388"
"Afghanistan - Additional financing for
            Second National Solidarity Program Project","Project Documents","Project Paper","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/04/23/000334955_20090423234047/Rendered/PDF/482240PJPR0P11101Official0Use0Only1.pdf","National Solidarity Program II","P102288","TF090205","2009-04-14T00:00:00.000","1388"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Mar_20,_2009.pdf",,,,"2009-03-20T00:00:00.000","1387"
"ARTF Proposal","Project Documents","Proposal","http://artf.af/images/uploads/P106259-EQUIP_II-ARTFProposal.pdf","Second Education Quality Improvement Program","P106259","TF093962","2009-03-10T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_MC_Mar_10,_2009.pdf",,,,"2009-03-10T00:00:00.000","1387"
"ARTF Incentive Program MoU 2009 2010","Incentive Program","Memorandum of Understanding ","http://artf.af/images/uploads/ARTF_Incentive_Program_MoU_2009_2010.pdf",,,,"2009-02-24T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Feb_18,_2009.pdf",,,,"2009-02-18T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_MC_Feb_17,_2009.pdf",,,,"2009-02-17T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_MC_Jan21,_2009.pdf",,,,"2009-01-21T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Jan_19,_2009.pdf",,,,"2009-01-19T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Dec_20,_2008.pdf",,,,"2008-12-20T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_121708.pdf",,,,"2008-12-17T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Nov_20,_2008.pdf",,,,"2008-11-20T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_November_18,_2008.pdf",,,,"2008-11-18T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_Oct._22,_08.pdf",,,,"2008-10-22T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Oct_21,_2008.pdf",,,,"2008-10-21T00:00:00.000","1387"
"ARTF Project Paper ","Project Documents","Project Paper","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Sep_21,_2008.pdf","Power System Development Project","P111943","TF093513","2008-09-25T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Sep_21,_2008.pdf",,,,"2008-09-21T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_Sept_16_08.pdf",,,,"2008-09-16T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_Aug_26_08.pdf",,,,"2008-08-26T00:00:00.000","1387"
"ARTF Project Proposal","Project Documents","Project Proposal","http://artf.af/images/uploads/P102573-Skills_Development-ARTFProposal.pdf","Skills Development Project","P102573","TF093854","2008-08-26T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_Aug_21,_2008.pdf",,,,"2008-08-21T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report","http://siteresources.worldbank.org/SOUTHASIAEXT/Resources/223546-1202156192201/4638255-1205807817685/4787643-1205807853166/July212008.pdf",,,,"2008-07-21T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_Jul_15_08.pdf",,,,"2008-07-15T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/ARTF_Financial_Status_Memo_June_20_2008.pdf",,,,"2008-06-20T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_June_17.pdf",,,,"2008-06-17T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_May_20,_2008.pdf",,,,"2008-05-20T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_May_13_08.pdf",,,,"2008-05-13T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_April_19,_2008_new.pdf",,,,"2008-04-19T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_March_18,_2008.pdf",,,,"2008-04-14T00:00:00.000","1387"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_MC_Meeting_April_14_final.pdf",,,,"2008-04-14T00:00:00.000","1387"
"ARTF Financial Status Report",,"Financial Status Report",,,,,"2008-03-19T00:00:00.000","1386"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_February_19,_2008.pdf",,,,"2008-02-19T00:00:00.000","1386"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_Feb_12_final.pdf",,,,"2008-02-12T00:00:00.000","1386"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/ARTF_MC_minutes_of_Jan._22,_08_.pdf",,,,"2008-01-22T00:00:00.000","1386"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_January_21,_2008.pdf",,,,"2008-01-21T00:00:00.000","1386"
"Project Paper","Project Documents","Project Paper","http://artf.af/images/uploads/P106259-EQUIP_II-PP.pdf","Second Education Quality Improvement Program","P106259","TF093962","2008-01-04T00:00:00.000","1386"
"Project Paper ","Project Documents","Project Paper","http://artf.af/images/uploads/P102573-Skills_Development-TA.pdf","Skills Development Project","P102573","TF093854","2008-01-04T00:00:00.000","1386"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_December_21,_2007.pdf",,,,"2007-12-21T00:00:00.000","1386"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/December_11_2007_Draft_MC_Meeting_Minutes.pdf",,,,"2007-12-11T00:00:00.000","1386"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_November_21,_2007.pdf",,,,"2007-11-21T00:00:00.000","1386"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_of_MC_Nov._13,_07.pdf",,,,"2007-11-13T00:00:00.000","1386"
"Afghanistan - Emergency National Solidarity Project","Project Documents","Implementation Completion and Results Report","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2008/07/08/000333038_20080708021028/Rendered/PDF/ICR5240REVISED1isclosed0July0202008.pdf","National Solidarity Program","P084329","TF053939","2007-10-24T00:00:00.000","1386"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_October_22,_2007.pdf",,,,"2007-10-22T00:00:00.000","1386"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/MC_Minutes_Oct_4_07.pdf",,,,"2007-10-04T00:00:00.000","1386"
"ARTF Financial Status Report",,"Financial Status Report","http://siteresources.worldbank.org/SOUTHASIAEXT/Resources/223546-1202156192201/4638255-1205807817685/4787643-1205807878035/September222007.pdf",,,,"2007-09-22T00:00:00.000","1386"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Minutes_of_the_Sep_11_2007_MC_meeting.pdf",,,,"2007-09-11T00:00:00.000","1386"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_August_22,_2007.pdf",,,,"2007-08-22T00:00:00.000","1386"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/Approved_Minutes_of_ARTF_MC_-_August_14,_07.pdf",,,,"2007-08-14T00:00:00.000","1386"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/ARTF_Financial_Status_Memo_July_22,_2007.pdf",,,,"2007-07-22T00:00:00.000","1386"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/ARTF_MC_Minutes_July_10,_07.pdf",,,,"2007-07-10T00:00:00.000","1386"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_June_21,_2007.pdf",,,,"2007-06-21T00:00:00.000","1386"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes",,,,,"2007-06-13T00:00:00.000","1386"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/MC_minutes_Apr_23_2007.pdf",,,,"2007-05-24T00:00:00.000","1386"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_May_21,_2007.pdf",,,,"2007-05-21T00:00:00.000","1386"
"ARTF Management Committee Meeting Minutes","Management Committee","Meeting Minutes","http://www.artf.af/images/uploads/MC_minutes_Apr_24_2007.pdf",,,,"2007-04-24T00:00:00.000","1386"
"ARTF Financial Status Report",,"Financial Status Report","http://www.artf.af/images/uploads/Draft_ARTF_Financial_Status_Memo_20_April_2007.pdf",,,,"2007-04-20T00:00:00.000","1386"
"Financing Agreement, Grant H261-AF Conformed","Project Documents","Financing Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2008/03/12/B5BC3D4257519580852572880073D491/2_0/Rendered/PDF/FA0H2611AF1CONFORMED1.pdf","National Solidarity Program II","P102288","TF090205","2007-02-03T00:00:00.000","1385"
"Afghanistan - Second Emergency National
            Solidarity Project","Project Documents","Technical Annex","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2006/11/16/000090341_20061116101616/Rendered/PDF/T7683.pdf","National Solidarity Program II","P102288","TF090205","2006-11-10T00:00:00.000","1385"
"Afghanistan - Second Emergency National
            Solidarity Project","Project Documents","Project Information Document","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2006/10/23/000104615_20061115163716/Rendered/PDF/Project0Inform1nt010Appraisal0Stage.pdf","National Solidarity Program II","P102288","TF090205","2006-10-23T00:00:00.000","1385"
"Afghanistan - Emergency Power Rehabilitation Project","Project Documents","Project Paper","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2006/11/17/000112742_20061117172313/Rendered/PDF/380100AF0IDA1R200610220.pdf","Rehabilitation of Naghlu Hydropower Plant","P083908","TF054718","2006-10-18T00:00:00.000","1385"
"Afghanistan - Second Emergency National
            Solidarity Project II","Project Documents","Integrated Safeguards Data Sheet","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2006/10/12/000104615_20061013094458/Rendered/PDF/Integrated0Saf1et010Appraisal0Stage.pdf","National Solidarity Program II","P102288","TF090205","2006-10-03T00:00:00.000","1385"
"Afghanistan - Second National Solidarity
            Project : environmental and social management framework","Project Documents","Environmental Assessment","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2006/09/28/000160016_20060928170659/Rendered/PDF/E14560ESMF.pdf","National Solidarity Program II","P102288","TF090205","2006-09-28T00:00:00.000","1385"
"Afghanistan - Second Emergency National
            Solidarity Project","Project Documents","Integrated Safeguards Data Sheet","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2006/09/25/000104615_20060925091608/Rendered/PDF/Integrated0Saf1heet010Concept0Stage.pdf","National Solidarity Program II","P102288","TF090205","2006-09-24T00:00:00.000","1385"
"Afghanistan - National Solidarity Project","Project Documents","Project Information Document","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2006/09/18/000104615_20060918090518/Rendered/PDF/PID1Concept1NSP0II.pdf","National Solidarity Program II","P102288","TF090205","2006-08-15T00:00:00.000","1385"
"Financing Agreement, Grant H209 Conformed","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2006/07/14/6FF63238E14B636B85257161007157F3/2_0/Rendered/PDF/Additional0Financing1conformed1.pdf","National Solidarity Program","P084329","TF053939","2006-04-24T00:00:00.000","1385"
"Afghanistan - Emergency National solidarity
            Project - Additional  Grant Financing","Project Documents","Project Paper","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2006/02/23/000012009_20060223093509/Rendered/PDF/352570rev0pdf.pdf","National Solidarity Program","P084329","TF053939","2006-02-16T00:00:00.000","1384"
"ARTF 2005 Board Paper Amendment",,"Board Paper Amendment","http://www.artf.af/images/uploads/BoardPaper_Amendment_2005.pdf",,,,"2005-11-08T00:00:00.000","1384"
"Amending Development Grant Agreement,
            H174-AF Conformed","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2005/10/07/09744FE71E16C657852570610059CFCC/4_0/Rendered/PDF/DGA0Amendment01Conformed1.pdf","National Solidarity Program","P084329","TF053939","2005-07-13T00:00:00.000","1384"
"Afghanistan - Emergency National Solidarity
            Project : additional financing","Project Documents","Project Paper","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2005/06/15/000090341_20050615085937/Rendered/PDF/32528.pdf","National Solidarity Program","P084329","TF053939","2005-05-27T00:00:00.000","1384"
"ARTrust Fund Agreement, TF054729  Conformed","Project Documents","Grant or Trust Fund Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2005/03/25/8B199AE93CA3440385256FCF00699923/2_0/Rendered/PDF/Backup0of0ARTF1S0Program1Conformed1.wbk.pdf","Urban Water Supply and Sanitation","P092162","TF054729","2005-02-21T00:00:00.000","1383"
"ARTF Grant TF054718  Conformed","Project Documents","Grant or Trust Fund Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2005/03/17/8526F7697A22521B85256FC70071BEA3/1_0/Rendered/PDF/Backup0of0ARTF1ject0CFP01Conformed1.wbk.pdf","Rehabilitation of Naghlu Hydropower Plant","P083908","TF054718","2005-02-13T00:00:00.000","1383"
"Development Grant Agreement H119-AF - Conformed","Project Documents","Agreement","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/SAR/2004/08/30/89957E937D77FCA485256F00006C700A/1_0/Rendered/PDF/Afghanistan0Education0Project01Board1.pdf","Education - EQUIP","P083964","TF054730","2004-08-04T00:00:00.000","1383"
"Afghanistan - Education Quality Improvement
            Program Project","Project Documents","Integrated Safeguards Data Sheet","http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2004/07/14/000104615_20040715162657/Rendered/PDF/ISDS010July0131020040approved0by0SM.pdf","Education - EQUIP","P083964","TF054730","2004-07-14T00:00:00.000","1383"
