"cd","group_1","group_2","group_3","group_4","seifa_2006_irsd_score","seifa_2006_irsd_decile","usual_resident_population_all_ages","state_suburb_code","suburb"
"8010503","5.91","13.86","37.71","42.51","1096","9","720","81396","Palmerston"
"8021504","5.80","10.03","35.09","49.08","1103","9","549","81251","Holder"
"8015009","5.61","7.05","29.01","58.33","1106","9","885","81356","Narrabundah"
"8014902","4.48","6.37","33.05","56.11","1098","9","964","81421","Red Hill"
"8010101","4.39","12.72","34.21","48.68","1098","9","336","81231","Hall"
"8022104","4.38","10.68","37.26","47.67","1104","9","570","81071","Chapman"
"8020307","3.47","8.67","35.26","52.60","1106","9","362","81106","Curtin"
"8014306","13.39","3.15","23.62","59.84","1128","10","397","81291","Kingston"
"8013401","12.87","4.95","24.75","57.43","1114","10","103","81116","Dickson"
"8014303","10.47","6.72","25.89","56.92","1120","10","558","81291","Kingston"
"8022204","9.79","9.09","38.46","42.66","1123","10","434","81151","Fisher"
"8021003","9.68","6.45","27.42","56.45","1108","10","284","81411","Phillip"
"8012802","9.43","5.74","31.35","53.48","1110","10","519","81481","Turner"
"8021501","9.24","12.01","31.24","47.50","1113","10","767","81251","Holder"
"8012602","8.78","3.38","29.73","58.11","1139","10","433","81021","Aranda"
"8020602","8.76","8.03","29.20","54.01","1116","10","629","81146","Farrer"
"8010401","8.47","12.24","32.02","47.27","1113","10","698","81196","Giralang"
"8023802","8.36","14.75","39.82","37.08","1110","10","1099","81061","Calwell"
"8013903","8.31","7.16","27.22","57.31","1138","10","551","81066","Campbell"
"8010535","8.26","13.25","36.32","42.17","1131","10","879","81016","Amaroo"
"8021409","8.26","16.30","44.57","30.87","1134","10","695","81096","Conder"
"8010120","8.25","11.65","32.52","47.57","1126","10","272","81236","Harrison"
"8013601","8.17","3.70","26.81","61.33","1113","10","722","81051","Braddon"
"8014501","8.00","7.05","26.67","58.29","1110","10","829","81186","Garran"
"8020306","7.99","4.86","25.69","61.46","1140","10","436","81106","Curtin"
"8012604","7.77","9.71","23.95","58.58","1133","10","469","81021","Aranda"
"8023901","7.77","15.69","42.79","33.76","1113","10","860","81471","Theodore"
"8021503","7.69","14.42","34.62","43.27","1110","10","451","81251","Holder"
"8010202","7.54","13.14","30.66","48.66","1110","10","570","81176","Fraser"
"8012106","7.47","6.22","31.12","55.19","1111","10","373","81101","Cook"
"8014102","7.43","3.18","27.06","62.33","1117","10","539","81511","Yarralumla"
"8013904","7.41","7.41","31.28","53.91","1124","10","372","81066","Campbell"
"8014406","7.41","6.08","31.48","55.03","1118","10","407","81216","Griffith"
"8014404","7.33","6.03","25.00","61.64","1116","10","696","81216","Griffith"
"8012103","7.27","4.09","28.64","60.00","1136","10","645","81101","Cook"
"8020302","7.24","4.14","26.55","62.07","1135","10","501","81106","Curtin"
"8010506","7.17","16.39","34.63","41.80","1119","10","655","81396","Palmerston"
"8010502","7.14","12.07","33.99","46.80","1151","10","651","81016","Amaroo"
"8022606","7.08","13.27","40.88","38.76","1118","10","733","81351","Monash"
"8010521","7.06","12.89","27.68","52.37","1119","10","1067","81361","Ngunnawal"
"8020402","7.06","10.12","30.06","52.76","1142","10","467","81376","O'Malley"
"8010509","7.04","9.86","33.20","49.90","1122","10","670","81396","Palmerston"
"8014603","6.96","3.48","33.33","56.23","1118","10","528","81261","Hughes"
"8021306","6.88","12.15","26.32","54.66","1120","10","379","81506","Weston"
"8010112","6.86","11.90","34.32","46.91","1115","10","617","81221","Gungahlin"
"8020501","6.79","7.78","33.93","51.50","1131","10","707","81271","Isaacs"
"8013207","6.75","7.71","28.93","56.61","1133","10","809","81496","Watson"
"8010513","6.70","14.14","31.76","47.39","1114","10","604","81366","Nicholls"
"8013304","6.52","7.39","28.70","57.39","1127","10","694","81226","Hackett"
"8013608","6.48","3.64","31.17","58.70","1120","10","263","81051","Braddon"
"8011905","6.35","7.41","27.51","58.73","1133","10","265","81241","Hawker"
"8024407","6.15","13.68","41.78","38.39","1123","10","1151","81201","Gordon"
"8014401","6.09","7.05","24.04","62.82","1126","10","433","81216","Griffith"
"8012603","6.01","6.28","30.05","57.65","1128","10","554","81021","Aranda"
"8010607","5.96","10.82","34.12","49.10","1118","10","959","81281","Kaleen"
"8010108","5.95","21.43","38.10","34.52","1110","10","111","81416","Pialligo"
"8021001","5.94","7.33","28.91","57.82","1109","10","596","81411","Phillip"
"8010203","5.91","10.67","36.12","47.29","1113","10","781","81176","Fraser"
"8020603","5.85","6.91","33.33","53.90","1121","10","868","81146","Farrer"
"8014304","5.71","3.39","26.61","64.29","1148","10","693","81291","Kingston"
"8015008","5.71","5.92","29.80","58.57","1139","10","711","81356","Narrabundah"
"8011001","5.70","13.95","37.92","42.44","1114","10","716","81161","Flynn"
"8021603","5.66","8.87","32.26","53.21","1134","10","741","81126","Duffy"
"8010117","5.65","14.52","37.90","41.94","1109","10","161","81221","Gungahlin"
"8022901","5.52","14.06","41.13","39.29","1112","10","1021","81316","Macarthur"
"8010512","5.46","10.73","35.03","48.78","1128","10","739","81366","Nicholls"
"8010605","5.43","9.61","38.72","46.24","1110","10","955","81281","Kaleen"
"8022503","5.38","8.92","32.92","52.77","1132","10","893","81486","Wanniassa"
"8015007","5.37","5.37","33.06","56.20","1118","10","364","81356","Narrabundah"
"8014203","5.26","1.58","30.53","62.63","1152","10","405","81031","Barton"
"8012905","5.26","5.26","30.00","59.47","1118","10","531","81371","O'Connor"
"8010115","5.25","10.12","32.10","52.53","1134","10","758","81221","Gungahlin"
"8014301","5.23","3.07","26.71","64.98","1153","10","619","81291","Kingston"
"8013902","5.23","4.46","29.46","60.85","1139","10","733","81066","Campbell"
"8020802","5.20","8.18","27.51","59.11","1149","10","529","81331","Mawson"
"8010525","5.19","10.60","38.67","45.55","1143","10","1247","81366","Nicholls"
"8012910","5.14","7.11","32.41","55.34","1111","10","344","81371","O'Connor"
"8022411","5.11","10.63","36.81","47.44","1114","10","661","81286","Kambah"
"8020601","5.08","10.16","37.20","47.56","1125","10","743","81146","Farrer"
"8012504","5.02","4.49","33.95","56.54","1133","10","900","81056","Bruce"
"8024305","4.95","15.54","41.89","37.61","1113","10","633","81046","Bonython"
"8020902","4.94","7.20","29.42","58.44","1153","10","799","81406","Pearce"
"8012503","4.88","11.26","31.52","52.35","1130","10","695","81056","Bruce"
"8020102","4.88","6.10","45.12","43.90","1114","10","96","89999","Unclassified ACT"
"8021305","4.83","8.97","32.41","53.79","1157","10","199","81506","Weston"
"8013803","4.80","3.55","23.38","68.27","1153","10","680","81426","Reid"
"8012104","4.80","8.00","36.00","51.20","1118","10","167","81101","Cook"
"8012001","4.78","6.70","31.58","56.94","1119","10","625","81501","Weetangera"
"8021406","4.74","18.98","42.88","33.40","1114","10","755","81096","Conder"
"8014504","4.70","6.58","28.20","60.53","1131","10","689","81186","Garran"
"8014201","4.66","3.26","30.77","61.31","1162","10","535","81031","Barton"
"8024401","4.49","15.10","44.08","36.33","1128","10","712","81201","Gordon"
"8010524","4.41","12.69","36.00","46.90","1138","10","1057","81366","Nicholls"
"8014704","4.40","4.09","30.19","61.32","1122","10","510","81111","Deakin"
"8010113","4.34","9.98","37.96","47.72","1127","10","649","81221","Gungahlin"
"8012901","4.28","4.81","29.14","61.76","1124","10","545","81371","O'Connor"
"8010801","4.17","10.85","35.39","49.58","1134","10","766","81136","Evatt"
"8010528","4.12","13.23","35.83","46.82","1140","10","1202","81016","Amaroo"
"8020301","4.03","7.20","32.28","56.48","1144","10","549","81106","Curtin"
"8010901","4.03","12.26","35.97","47.74","1126","10","866","81341","Melba"
"8020702","4.01","5.51","33.58","56.89","1134","10","607","81476","Torrens"
"8021304","3.86","9.65","33.44","53.05","1128","10","449","81506","Weston"
"8010537","3.86","12.17","34.27","49.70","1156","10","952","81366","Nicholls"
"8012505","3.67","5.70","32.18","58.45","1137","10","594","81056","Bruce"
"8014104","3.62","2.94","26.24","67.19","1145","10","679","81511","Yarralumla"
"8020504","3.62","8.55","32.24","55.59","1127","10","533","81271","Isaacs"
"8022803","3.55","13.43","37.19","45.83","1131","10","858","81141","Fadden"
"8020502","3.50","3.82","32.48","60.19","1146","10","453","81271","Isaacs"
"8022103","3.27","7.88","35.19","53.65","1158","10","790","81071","Chapman"
"8022802","3.22","9.18","41.55","46.05","1132","10","829","81141","Fadden"
"8014405","3.19","5.65","29.24","61.92","1129","10","598","81216","Griffith"
"8012002","3.17","6.75","33.33","56.75","1162","10","783","81501","Weetangera"
"8010530","3.17","10.71","35.29","50.83","1165","10","974","81366","Nicholls"
"8010534","3.15","10.58","39.89","46.38","1145","10","842","81016","Amaroo"
"8022101","3.13","7.03","35.42","54.43","1144","10","565","81071","Chapman"
"8011902","3.04","8.30","29.96","58.70","1146","10","734","81241","Hawker"
"8022801","3.01","11.71","38.77","46.52","1139","10","863","81141","Fadden"
"8012605","2.97","4.95","20.79","71.29","1133","10","156","81021","Aranda"
"8014904","2.93","4.26","28.99","63.83","1172","10","563","81421","Red Hill"
"8020604","2.90","5.80","36.23","55.07","1164","10","529","81146","Farrer"
"8020503","2.90","7.61","33.33","56.16","1148","10","417","81271","Isaacs"
"8012003","2.86","10.94","31.25","54.95","1144","10","585","81501","Weetangera"
"8014802","2.77","4.71","31.86","60.66","1146","10","526","81166","Forrest"
"8022313","2.74","13.68","41.34","42.25","1148","10","455","81286","Kambah"
"8014604","2.65","5.96","32.12","59.27","1138","10","513","81261","Hughes"
"8022314","2.56","10.05","37.29","50.09","1168","10","733","81286","Kambah"
"8022902","2.26","11.54","40.50","45.70","1147","10","562","81316","Macarthur"
"8012004","2.22","8.59","37.95","51.25","1151","10","552","81501","Weetangera"
"8022102","2.07","6.58","30.83","60.53","1164","10","768","81071","Chapman"
"8020401","2.01","8.05","30.87","59.06","1164","10","218","81376","O'Malley"
"8011906","1.97","4.72","29.33","63.98","1171","10","729","81241","Hawker"
"8014901","1.93","7.47","35.42","55.18","1170","10","650","81421","Red Hill"
"8020305","1.68","4.71","29.63","63.97","1160","10","465","81106","Curtin"
"8013906","1.67","7.00","32.33","59.00","1156","10","469","81066","Campbell"
"8014503","1.49","3.96","28.96","65.59","1176","10","632","81186","Garran"
"8013907","1.43","4.10","64.50","29.97","1150","10","1684","81066","Campbell"
"8012501","1.32","5.59","33.22","59.87","1169","10","411","81056","Bruce"
"8014705","1.24","3.41","27.55","67.80","1175","10","513","81111","Deakin"
"8022804","1.23","9.67","35.80","53.29","1160","10","664","81141","Fadden"
"8014801","1.10","5.75","32.05","61.10","1148","10","536","81166","Forrest"
"8014702","0.90","6.93","42.77","49.40","1152","10","498","81111","Deakin"
