"name","location","point","ap_type"
"TUGG_AP17-1","-35.421968,149.073466","POINT (149.073466 -35.421968)","outdoor-mesh"
"CIVC_WEST_AP17","-35.283401,149.125927","POINT (149.125927 -35.283401)","outdoor"
"CIVC_EAST_AP05","-35.273277,149.133061","POINT (149.133061 -35.273277)","outdoor"
"EPIC_COOR_AP16","-35.232670,149.146775","POINT (149.146775 -35.23267)","outdoor"
"TUGG_AP01-1","-35.418868,149.064905","POINT (149.064905 -35.418868)","outdoor-mesh"
"CIVC_EAST_AP21","-35.280702,149.132849","POINT (149.132849 -35.280702)","outdoor"
"CBR-HVLCK_AP03","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"GUNG_AP03","-35.185286,149.132129","POINT (149.132129 -35.185286)","outdoor"
"CIVC_WEST_AP02","-35.276940,149.12949","POINT (149.12949 -35.27694)","outdoor"
"EPIC_CONF_AP11","-35.232924,149.146668","POINT (149.146668 -35.232924)","indoor"
"ERIN_AP02","-35.404187,149.099081","POINT (149.099081 -35.404187)","outdoor"
"BELC_AP02-2","-35.239350,149.064561","POINT (149.064561 -35.23935)","outdoor-mesh"
"CS-victor.trineas","-35.185433,149.135575","POINT (149.135575 -35.185433)","indoor"
"CHIS_AP02-2","-35.414497,149.128868","POINT (149.128868 -35.414497)","outdoor-mesh"
"BELC_AP09-1","-35.235997,149.066514","POINT (149.066514 -35.235997)","outdoor-mesh"
"CIVC_EAST_AP07-2","-35.278203,149.131841","POINT (149.131841 -35.278203)","outdoor-mesh"
"CIVC_EAST_AP06-2","-35.278395,149.129913","POINT (149.129913 -35.278395)","outdoor-mesh"
"WODN_AP05","-35.344070,149.085262","POINT (149.085262 -35.34407)","outdoor"
"GUNG_AP12","-35.188178,149.13902","POINT (149.13902 -35.188178)","outdoor"
"CBR_Advance_Personnel","-35.344985,149.083774","POINT (149.083774 -35.344985)","indoor"
"CIVC_WEST_AP11","-35.279524,149.125607","POINT (149.125607 -35.279524)","outdoor"
"BELC_AP13","-35.235769,149.069745","POINT (149.069745 -35.235769)","outdoor"
"EPIC_BUDA_AP07","-35.232789,149.145849","POINT (149.145849 -35.232789)","outdoor"
"CBR-Theatre_AP05","-35.281483,149.130258","POINT (149.130258 -35.281483)","indoor"
"CBR-Theatre_AP01","-35.281425,149.130389","POINT (149.130389 -35.281425)","indoor"
"MANU_AP02-1","-35.320450,149.13261","POINT (149.13261 -35.32045)","outdoor-mesh"
"ERIN_AP02-1","-35.404308,149.097689","POINT (149.097689 -35.404308)","outdoor-mesh"
"WEST_AP02-1","-35.340452,149.052371","POINT (149.052371 -35.340452)","outdoor-mesh"
"CIVC_WEST_AP07-1","-35.277994,149.126316","POINT (149.126316 -35.277994)","outdoor-mesh"
"CBR-Bittersweet_PtyLtd","-35.316801,149.141845","POINT (149.141845 -35.316801)","indoor"
"EPIC_CONF_AP13","-35.233004,149.146794","POINT (149.146794 -35.233004)","indoor"
"CALL_AP01","-35.433522,149.113305","POINT (149.113305 -35.433522)","outdoor"
"GUNG_AP09","-35.185838,149.144053","POINT (149.144053 -35.185838)","outdoor"
"CBR-Crafty_Frog","-35.379323,149.066239","POINT (149.066239 -35.379323)","indoor"
"CIVC_EAST_AP16-2","-35.283813,149.132553","POINT (149.132553 -35.283813)","outdoor-mesh"
"ANBG_AP02","-35.278832,149.108855","POINT (149.108855 -35.278832)","outdoor"
"CIVC_WEST_AP09-2","-35.280193,149.127441","POINT (149.127441 -35.280193)","outdoor-mesh"
"CBR-Double_Shot_Deakin","-35.313786,149.10708","POINT (149.10708 -35.313786)","indoor"
"MANU_AP01","-35.320141,149.131279","POINT (149.131279 -35.320141)","outdoor"
"LANY_AP02","-35.458217,149.094172","POINT (149.094172 -35.458217)","outdoor"
"CBR-Theatre_AP02","-35.281480,149.130419","POINT (149.130419 -35.28148)","indoor"
"CIVC_EAST_AP21-1","-35.280594,149.132397","POINT (149.132397 -35.280594)","outdoor-mesh"
"CHIS_AP01","-35.412810,149.128373","POINT (149.128373 -35.41281)","outdoor"
"CBR-HVLCK_AP08","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"AMAR_AP02-1","-35.164789,149.130725","POINT (149.130725 -35.164789)","outdoor-mesh"
"CIVC_EAST_AP05-1","-35.272661,149.132803","POINT (149.132803 -35.272661)","outdoor-mesh"
"MANU_AP10","-35.319523,149.131313","POINT (149.131313 -35.319523)","indoor"
"BELC_AP07-1","-35.238724,149.070402","POINT (149.070402 -35.238724)","outdoor-mesh"
"CIVC_EAST_AP15-2","-35.282942,149.136064","POINT (149.136064 -35.282942)","outdoor-mesh"
"BELC_AP12","-35.237096,149.070857","POINT (149.070857 -35.237096)","outdoor"
"ERIN_AP02-2","-35.403628,149.096877","POINT (149.096877 -35.403628)","outdoor-mesh"
"TUGG_AP08-2","-35.414450,149.065306","POINT (149.065306 -35.41445)","outdoor-mesh"
"DICK_AP07","-35.249269,149.138052","POINT (149.138052 -35.249269)","outdoor"
"Floriade-FL04-MAP01","-35.288866,149.131144","POINT (149.131144 -35.288866)","outdoor"
"CIVC_EAST_AP26","-35.26994,149.13194","POINT (149.13194 -35.26994)","outdoor"
"EPIC_CONF_AP15","-35.233049,149.146723","POINT (149.146723 -35.233049)","indoor"
"CIVC_EAST_AP22-2","-35.278657,149.130717","POINT (149.130717 -35.278657)","outdoor-mesh"
"CIVC_WEST_AP20","-35.284697,149.12518","POINT (149.12518 -35.284697)","outdoor"
"TUGG_AP07-1","-35.413943,149.067723","POINT (149.067723 -35.413943)","outdoor-mesh"
"CIVC_WEST_AP18-1","-35.282997,149.124349","POINT (149.124349 -35.282997)","outdoor-mesh"
"YWCAL3_AP01","-35.276049,149.129105","POINT (149.129105 -35.276049)","indoor"
"CALL_AP01-2","-35.434702,149.113744","POINT (149.113744 -35.434702)","outdoor-mesh"
"KING_AP06","-35.311594,149.145416","POINT (149.145416 -35.311594)","outdoor"
"CBR-Burning_Log_Megastore","-35.327408,149.178015","POINT (149.178015 -35.327408)","indoor"
"EPIC_BUDA_AP04","-35.232780,149.146072","POINT (149.146072 -35.23278)","outdoor"
"CS-M16ARTSPACE1-2","-35.324700,149.142777","POINT (149.142777 -35.3247)","indoor"
"ERIN_AP01","-35.402328,149.098552","POINT (149.098552 -35.402328)","outdoor"
"TUGG_AP20","-35.418658,149.06785","POINT (149.06785 -35.418658)","outdoor"
"Audiotech_Tugg","-35.420966,149.069124","POINT (149.069124 -35.420966)","indoor"
"1MooreSt-L4-AP03","-35.277868,149.127339","POINT (149.127339 -35.277868)","indoor"
"CIVC_WEST_AP14-2","-35.281387,149.126423","POINT (149.126423 -35.281387)","outdoor-mesh"
"YWCAL3_AP04","-35.275983,149.128994","POINT (149.128994 -35.275983)","indoor"
"CIVC_EAST_AP04","-35.276681,149.132339","POINT (149.132339 -35.276681)","outdoor"
"MANU_AP03-1","-35.320697,149.133712","POINT (149.133712 -35.320697)","outdoor-mesh"
"WANN_AP02-2","-35.3907862313,149.085856803","POINT (149.085856803 -35.3907862313)","outdoor-mesh"
"CIVC_WEST_AP08-1","-35.276198,149.126588","POINT (149.126588 -35.276198)","outdoor-mesh"
"MAWS_AP02-1","-35.366449,149.094741","POINT (149.094741 -35.366449)","outdoor-mesh"
"CBR-Mharaja_Cuisines_Dickson","-35.251366,149.13558","POINT (149.13558 -35.251366)","indoor"
"WODN_AP13","-35.348060,149.08745","POINT (149.08745 -35.34806)","outdoor"
"BELC_STAD_AP03","-35.242128,149.057281","POINT (149.057281 -35.242128)","indoor"
"1MooreSt-L4-AP04","-35.277868,149.127339","POINT (149.127339 -35.277868)","indoor"
"SCCTUGG_AP06","-35.415557,149.063868","POINT (149.063868 -35.415557)","indoor"
"CBR-HVLCK_AP09","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"KING_AP01","-35.316193,149.142378","POINT (149.142378 -35.316193)","outdoor"
"CALL_AP02","-35.435820,149.114373","POINT (149.114373 -35.43582)","outdoor"
"CIVC_EAST_AP20","-35.278530,149.138333","POINT (149.138333 -35.27853)","outdoor"
"CBR-HVLCK_AP13","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"KIPP_AP01","-35.22115963,149.01998562","POINT (149.01998562 -35.22115963)","outdoor"
"CIVC_EAST_AP09","-35.279550,149.132198","POINT (149.132198 -35.27955)","outdoor"
"MANU_AP08","-35.319174,149.131069","POINT (149.131069 -35.319174)","outdoor"
"MAWS_AP01-1","-35.365224,149.095149","POINT (149.095149 -35.365224)","outdoor-mesh"
"BELC_AP01","-35.236246,149.062316","POINT (149.062316 -35.236246)","outdoor"
"MANU_AP06","-35.320317,149.134992","POINT (149.134992 -35.320317)","outdoor"
"KING_AP09","-35.314818,149.141714","POINT (149.141714 -35.314818)","outdoor"
"CIVC_WEST_AP14","-35.281361,149.125691","POINT (149.125691 -35.281361)","outdoor"
"SCCTUGG_AP10","-35.415519,149.063946","POINT (149.063946 -35.415519)","indoor"
"CIVC_EAST_AP12","-35.281427,149.133578","POINT (149.133578 -35.281427)","outdoor"
"BRUC_AP01-2","-35.248695,149.1012","POINT (149.1012 -35.248695)","outdoor-mesh"
"WODN_AP03","-35.345440,149.084075","POINT (149.084075 -35.34544)","outdoor"
"JAMI_AP01","-35.253732,149.071213","POINT (149.071213 -35.253732)","outdoor"
"CIVC_EAST_AP04-2","-35.275095,149.132411","POINT (149.132411 -35.275095)","outdoor-mesh"
"BELC_AP07","-35.239278,149.070484","POINT (149.070484 -35.239278)","outdoor"
"YWCAL3_AP03","-35.276016,149.129011","POINT (149.129011 -35.276016)","indoor"
"KALE_AP02","-35.220278,149.102261","POINT (149.102261 -35.220278)","outdoor"
"CIVC_WEST_AP04","-35.275720,149.128095","POINT (149.128095 -35.27572)","outdoor"
"MANU_AP03","-35.321340,149.133258","POINT (149.133258 -35.32134)","outdoor"
"CBR_Canberra_Podiatry","-35.352781,149.075959","POINT (149.075959 -35.352781)","indoor"
"1MooreSt-L4-AP02","-35.277868,149.127339","POINT (149.127339 -35.277868)","indoor"
"BELC_ART_AP04","-35.235924,149.068317","POINT (149.068317 -35.235924)","outdoor"
"BELC_AP14","-35.237130,149.071717","POINT (149.071717 -35.23713)","outdoor"
"CALL_AP02-1","-35.435166,149.113951","POINT (149.113951 -35.435166)","outdoor-mesh"
"BELC_STAD_AP02","-35.242128,149.057281","POINT (149.057281 -35.242128)","indoor"
"CIVC_WEST_AP13","-35.280394,149.126571","POINT (149.126571 -35.280394)","outdoor"
"TUGG_Basketball_Stadium_AP02","-35.415683,149.062958","POINT (149.062958 -35.415683)","indoor"
"BELC_AP01-1","-35.236510,149.063162","POINT (149.063162 -35.23651)","outdoor-mesh"
"SCCTUGG_AP02","-35.415573,149.063786","POINT (149.063786 -35.415573)","indoor"
"KING_AP10-1","-35.316007,149.141875","POINT (149.141875 -35.316007)","outdoor-mesh"
"DICK_AP06","-35.249965,149.137939","POINT (149.137939 -35.249965)","outdoor"
"JAMI_AP01-1","-35.253407,149.070547","POINT (149.070547 -35.253407)","outdoor-mesh"
"MANU_AP04","-35.318043,149.13309","POINT (149.13309 -35.318043)","outdoor"
"CBR_Discount_Tobacconist_Woden","-35.345617,149.086044","POINT (149.086044 -35.345617)","indoor"
"CBR-HVLCK_AP10","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"TUGG_AP03","-35.418179,149.068732","POINT (149.068732 -35.418179)","outdoor"
"CBR-HVLCK_AP01","-35.273702,149.129162","POINT (149.129162 -35.273702)","indoor"
"KING_AP11","-35.317075,149.141754","POINT (149.141754 -35.317075)","outdoor"
"CBR-RUC_AP01","-35.308119,149.136488","POINT (149.136488 -35.308119)","indoor"
"YWCAL3_AP02","-35.276047,149.129049","POINT (149.129049 -35.276047)","indoor"
"EPIC_COOR_AP19","-35.232922,149.147015","POINT (149.147015 -35.232922)","indoor"
"WODN_AP04","-35.344812,149.085459","POINT (149.085459 -35.344812)","outdoor"
"EPIC_COOR_AP21","-35.232639,149.147028","POINT (149.147028 -35.232639)","indoor"
"LANY_AP01-1","-35.456128,149.091576","POINT (149.091576 -35.456128)","outdoor-mesh"
"CBR-RUC_AP02","-35.308119,149.136488","POINT (149.136488 -35.308119)","indoor"
"EPIC_BUDA_AP02","-35.232964,149.145707","POINT (149.145707 -35.232964)","indoor"
"WANN_AP01","-35.391691619,149.086127278","POINT (149.086127278 -35.391691619)","outdoor"
"GUNG_AP02-1","-35.185456,149.128405","POINT (149.128405 -35.185456)","outdoor-mesh"
"TUGG_AP05-1","-35.415480,149.068099","POINT (149.068099 -35.41548)","outdoor-mesh"
"DICK_AP11","-35.248107,149.150534","POINT (149.150534 -35.248107)","outdoor"
"Floriade-FL01","-35.287142,149.130388","POINT (149.130388 -35.287142)","outdoor"
"BELC_AP13-1","-35.235989,149.070354","POINT (149.070354 -35.235989)","outdoor-mesh"
"CIVC_EAST_AP16-1","-35.282433,149.133845","POINT (149.133845 -35.282433)","outdoor-mesh"
"CBR-IN_AP03","-35.277727,149.127134","POINT (149.127134 -35.277727)","indoor"
"KING_AP08","-35.312785,149.146493","POINT (149.146493 -35.312785)","outdoor"
"BELC_AP04","-35.240201,149.067551","POINT (149.067551 -35.240201)","outdoor"
"KAMB_AP02-2","-35.3796059,149.0575295","POINT (149.0575295 -35.3796059)","outdoor-mesh"
"GUNG_AP11-1","-35.188124,149.139941","POINT (149.139941 -35.188124)","outdoor-mesh"
"EPIC_BUDA_AP01","-35.232782,149.146308","POINT (149.146308 -35.232782)","outdoor"
"CIVC_EAST_AP20-1","-35.278735,149.137401","POINT (149.137401 -35.278735)","outdoor-mesh"
"BELC_AP14-1","-35.236735,149.071375","POINT (149.071375 -35.236735)","outdoor-mesh"
"CBR-Theatre_AP03","-35.281454,149.130329","POINT (149.130329 -35.281454)","indoor"
"CIVC_WEST_AP08-2","-35.277263,149.126443","POINT (149.126443 -35.277263)","outdoor-mesh"
"CIVC_WEST_AP18-2","-35.282260,149.123713","POINT (149.123713 -35.28226)","outdoor-mesh"
"MANU_AP09","-35.319237,149.131275","POINT (149.131275 -35.319237)","indoor"
"AMAR_AP01-1","-35.164948,149.132598","POINT (149.132598 -35.164948)","outdoor-mesh"
"CIVC_WEST_AP15","-35.281390,149.124534","POINT (149.124534 -35.28139)","outdoor"
"CIVC_WEST_AP09","-35.279747,149.127459","POINT (149.127459 -35.279747)","outdoor"
"BELC_AP17","-35.239669,149.060668","POINT (149.060668 -35.239669)","outdoor"
"TUGG_AP01","-35.419993,149.065313","POINT (149.065313 -35.419993)","outdoor"
"CBR-Office","-35.251836,149.134412","POINT (149.134412 -35.251836)","indoor"
"CBR_Om_Shanti_College","-35.328353,149.143012","POINT (149.143012 -35.328353)","indoor"
"CIVC_WEST_AP10","-35.279528,149.126516","POINT (149.126516 -35.279528)","outdoor"
"CIVC_EAST_AP03-1","-35.271515,149.132955","POINT (149.132955 -35.271515)","outdoor-mesh"
"TUGG_AP16","-35.420764,149.073017","POINT (149.073017 -35.420764)","outdoor"
"Floriade-FL06","-35.288866,149.131144","POINT (149.131144 -35.288866)","outdoor"
"SCCTUGG_AP05","-35.415462,149.063809","POINT (149.063809 -35.415462)","indoor"
"BELC_AP08-2","-35.238393,149.067672","POINT (149.067672 -35.238393)","outdoor-mesh"
"BELC_AP02-1","-35.238218,149.063298","POINT (149.063298 -35.238218)","outdoor-mesh"
"KALE_AP01","-35.220955,149.103986","POINT (149.103986 -35.220955)","outdoor"
"MIT_Services","-35.323164,149.174946","POINT (149.174946 -35.323164)","indoor"
"CBR-Theatre_AP06","-35.281538,149.130294","POINT (149.130294 -35.281538)","indoor"
"CBR_TwoBefore10_ReadingRoom","-35.256408,149.078689","POINT (149.078689 -35.256408)","indoor"
"MANU_AP02","-35.320985,149.132234","POINT (149.132234 -35.320985)","outdoor"
"CIVC_EAST_AP22-1","-35.279381,149.130582","POINT (149.130582 -35.279381)","outdoor-mesh"
"DICK_AP11-1","-35.248229,149.149471","POINT (149.149471 -35.248229)","outdoor-mesh"
"BELC_AP12-1","-35.237763,149.071075","POINT (149.071075 -35.237763)","outdoor-mesh"
"HAWK_AP01-2","-35.243426,149.044337","POINT (149.044337 -35.243426)","outdoor-mesh"
"DICK_AP05-2","-35.249720,149.136728","POINT (149.136728 -35.24972)","outdoor-mesh"
"KAMB_AP01-1","-35.3799976,149.0590033","POINT (149.0590033 -35.3799976)","outdoor-mesh"
