"overflow_type","municipality_facility","npdes","date_discovered","time_discovered","days","hours","minutes","location","zip_code","collection_system","quantity_in_gallons_estimated","net_in_gallons_estimated","cause","watershed","receiving_waters","county","notes","penalty_collected","penalty_comments","latitude","longitude"
"CSO","Cumberland, City of","MD0021598","2005-07-07T00:00:00.000","12:00:00 AM","0","0","0","002 WWTP Bypass","21502","Cumberland WWTP","225400","225400","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-07T00:00:00.000","12:00:00 AM","0","0","0","003 Mill Race PS","21502","Cumberland WWTP","1689000","1689000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-07T00:00:00.000","12:00:00 AM","0","0","0","005 Elizabeth St","21502","Cumberland WWTP","29200","29200","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-07T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","167100","167100","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-07T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","18900","18900","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-07T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","4800","4800","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-07T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","77200","77200","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-07T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","65100","65100","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-07T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","92700","92700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Frostburg, City of","MD0067423","2005-07-07T00:00:00.000","8:00:00 PM","0","44","0","001/C","21532","Cumberland WWTP","15000","15000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Allegany County DPW","MD0067407","2005-07-07T00:00:00.000","8:00:00 PM","1","2","0","002 Braddock Estates","21532","Cumberland WWTP","54000","54000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-07-07T00:00:00.000","8:00:00 PM","1","2","0","003 Grahamtown","21532","Cumberland WWTP","54000","54000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Frostburg, City of","MD0067423","2005-07-07T00:00:00.000","8:00:00 PM","0","44","0","005/G","21532","Cumberland WWTP","15000","15000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-07-07T00:00:00.000","8:00:00 PM","0","44","0","006/H","21532","Cumberland WWTP","15000","15000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-07-07T00:00:00.000","8:00:00 PM","0","44","0","010/Q","21532","Cumberland WWTP","15000","15000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-07-07T00:00:00.000","8:00:00 PM","0","44","0","011/R","21532","Cumberland WWTP","15000","15000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-07-07T00:00:00.000","8:00:00 PM","0","44","0","012/U","21532","Cumberland WWTP","15000","15000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","La Vale","MD0067547","2005-07-07T00:00:00.000","10:00:00 PM","1","1","0","001 LA Vale PS","21502","Cumberland WWTP","773333","773333","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57914957","81.52828562"
"CSO","Cambridge, City of","MD0021636","2005-07-07T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","50000","50000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cumberland, City of","MD0021598","2005-07-08T00:00:00.000","12:00:00 AM","0","0","0","002 WWTP Bypass","21502","Cumberland WWTP","330600","330600","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-08T00:00:00.000","12:00:00 AM","0","0","0","003 Mill Race PS","21502","Cumberland WWTP","388000","388000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-08T00:00:00.000","12:00:00 AM","0","0","0","005 Elizabeth St","21502","Cumberland WWTP","158800","158800","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-08T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","293300","293300","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-08T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","4100","4100","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-08T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","10400","10400","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-08T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","36200","36200","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-08T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","7160","7160","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-08T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","99300","99300","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-08T00:00:00.000","12:00:00 AM","0","0","0","019 Walnut Place","21502","Cumberland WWTP","22700","22700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","La Vale","MD0067547","2005-07-08T00:00:00.000","1:30:00 AM","0","7","30","006 Red Hill","21502","Cumberland WWTP","926198","926198","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57912013","81.52834872"
"CSO","Cambridge, City of","MD0021636","2005-07-08T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","660000","660000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cumberland, City of","MD0021598","2005-07-13T00:00:00.000","12:00:00 AM","0","0","0","002 WWTP Bypass","21502","Cumberland WWTP","3401700","3401700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-13T00:00:00.000","12:00:00 AM","0","0","0","003 Mill Race PS","21502","Cumberland WWTP","784500","784500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-13T00:00:00.000","12:00:00 AM","0","0","0","005 Elizabeth St","21502","Cumberland WWTP","567900","567900","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-13T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","1426700","1426700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-13T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","13800","13800","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-13T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","119200","119200","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-13T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","118000","118000","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-13T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","163400","163400","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-13T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","414700","414700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-13T00:00:00.000","12:00:00 AM","0","0","0","017 Evitts Creek PS","21502","Cumberland WWTP","1708200","1708200","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-13T00:00:00.000","12:00:00 AM","0","0","0","019 Walnut Place","21502","Cumberland WWTP","467400","467400","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","La Vale","MD0067547","2005-07-13T00:00:00.000","2:30:00 PM","0","16","0","006 Red Hill","21502","Cumberland WWTP","3194317","3194317","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57912013","81.52834872"
"CSO","Frostburg, City of","MD0067423","2005-07-13T00:00:00.000","3:30:00 PM","5","0","0","001/C","21532","Cumberland WWTP","30000","30000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-07-13T00:00:00.000","3:30:00 PM","5","0","0","004/F","21532","Cumberland WWTP","30000","30000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-07-13T00:00:00.000","3:30:00 PM","5","0","0","005/G","21532","Cumberland WWTP","30000","30000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-07-13T00:00:00.000","3:30:00 PM","5","0","0","006/H","21532","Cumberland WWTP","30000","30000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-07-13T00:00:00.000","3:30:00 PM","5","0","0","009/P.1","21532","Cumberland WWTP","60000","60000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912886","81.52841316"
"CSO","Frostburg, City of","MD0067423","2005-07-13T00:00:00.000","3:30:00 PM","5","0","0","009/P.2","21532","Cumberland WWTP","45000","45000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912857","81.52841349"
"CSO","Frostburg, City of","MD0067423","2005-07-13T00:00:00.000","3:30:00 PM","5","0","0","010/Q","21532","Cumberland WWTP","30000","30000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-07-13T00:00:00.000","3:30:00 PM","5","0","0","011/R","21532","Cumberland WWTP","30000","30000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-07-13T00:00:00.000","3:30:00 PM","5","0","0","012/U","21532","Cumberland WWTP","30000","30000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","Allegany County DPW","MD0067407","2005-07-13T00:00:00.000","4:00:00 PM","0","3","0","002 Braddock Estates","21532","Cumberland WWTP","9000","9000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-07-13T00:00:00.000","4:00:00 PM","0","3","0","003 Grahamtown","21532","Cumberland WWTP","9000","9000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Cumberland, City of","MD0021598","2005-07-14T00:00:00.000","12:00:00 AM","0","0","0","003 Mill Race PS","21502","Cumberland WWTP","802500","802500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-14T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","150500","150500","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-14T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","600","600","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-14T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","13400","13400","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-14T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","12200","12200","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-14T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","39000","39000","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-14T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","54200","54200","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-14T00:00:00.000","12:00:00 AM","0","0","0","019 Walnut Place","21502","Cumberland WWTP","4700","4700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","La Vale","MD0067547","2005-07-14T00:00:00.000","2:00:00 PM","0","17","30","006 Red Hill","21502","Cumberland WWTP","2820406","2820406","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57912013","81.52834872"
"CSO","La Vale","MD0067547","2005-07-14T00:00:00.000","2:30:00 PM","0","1","10","003 Arlington Ave","21502","Cumberland WWTP","76249","76249","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57913276","81.52830046"
"CSO","La Vale","MD0067547","2005-07-14T00:00:00.000","3:00:00 PM","3","15","0","001 LA Vale PS","21502","Cumberland WWTP","1017775","1017775","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57914957","81.52828562"
"CSO","Allegany County DPW","MD0067407","2005-07-14T00:00:00.000","3:00:00 PM","0","2","0","002 Braddock Estates","21532","Cumberland WWTP","6000","6000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-07-14T00:00:00.000","3:00:00 PM","0","2","0","003 Grahamtown","21532","Cumberland WWTP","6000","6000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","La Vale","MD0067547","2005-07-14T00:00:00.000","3:30:00 PM","0","7","0","003 Arlington Ave","21502","Cumberland WWTP","20000","20000","Excessive flow",,"Braddock Run","Allegany","None",,,"37.57913276","81.52830046"
"CSO","Allegany County DPW","MD0067407","2005-07-15T00:00:00.000","5:00:00 PM","2","0","0","002 Braddock Estates","21532","Cumberland WWTP","18000","18000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-07-15T00:00:00.000","5:00:00 PM","2","0","0","003 Grahamtown","21532","Cumberland WWTP","18000","18000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Cumberland, City of","MD0021598","2005-07-16T00:00:00.000","12:00:00 AM","0","0","0","003 Mill Race PS","21502","Cumberland WWTP","138000","138000","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-16T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","15900","15900","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-16T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","4500","4500","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-16T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","14800","14800","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-16T00:00:00.000","12:00:00 AM","0","0","0","015 Avirett","21502","Cumberland WWTP","8700","8700","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-16T00:00:00.000","12:00:00 AM","0","0","0","019 Walnut Place","21502","Cumberland WWTP","300","300","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-25T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","19100","19100","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-25T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","800","800","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-25T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","400","400","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-25T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","200","200","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-07-25T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","16400","16400","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cambridge, City of","MD0021636","2005-07-25T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","320000","320000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-07-27T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","90000","90000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-07-29T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","720000","720000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Frostburg, City of","MD0067423","2005-08-07T00:00:00.000","4:30:00 PM","0","7","0","005/G","21532","Cumberland WWTP","4000","4000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Cambridge, City of","MD0021636","2005-08-05T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","20000","20000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cumberland, City of","MD0021598","2005-08-07T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","1200","1200","Precipitation",,"Potomac River","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-08-07T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","600","600","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-08-07T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","200","200","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Frostburg, City of","MD0067423","2005-08-07T00:00:00.000","4:30:00 PM","0","41","30","001/C","21532","Cumberland WWTP","15000","15000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-08-07T00:00:00.000","4:30:00 PM","0","7","0","003/E","21532","Cumberland WWTP","4000","4000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912643","81.52842579"
"CSO","Frostburg, City of","MD0067423","2005-08-07T00:00:00.000","4:30:00 PM","0","7","0","004/F","21532","Cumberland WWTP","4000","4000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913753","81.52840921"
"CSO","Frostburg, City of","MD0067423","2005-08-07T00:00:00.000","4:30:00 PM","0","41","30","006/H","21532","Cumberland WWTP","15000","15000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-08-07T00:00:00.000","4:30:00 PM","0","7","0","009/P.1","21532","Cumberland WWTP","8000","8000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912886","81.52841316"
"CSO","Frostburg, City of","MD0067423","2005-08-07T00:00:00.000","4:30:00 PM","0","7","0","009/P.2","21532","Cumberland WWTP","6000","6000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912857","81.52841349"
"CSO","Frostburg, City of","MD0067423","2005-08-07T00:00:00.000","4:30:00 PM","0","41","30","010/Q","21532","Cumberland WWTP","15000","15000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-08-07T00:00:00.000","4:30:00 PM","0","41","30","011/R","21532","Cumberland WWTP","15000","15000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-08-07T00:00:00.000","4:30:00 PM","0","41","30","012/U","21532","Cumberland WWTP","15000","15000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","Allegany County DPW","MD0067407","2005-08-07T00:00:00.000","5:00:00 PM","0","17","0","002 Braddock Estates","21532","Cumberland WWTP","51000","51000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-08-07T00:00:00.000","5:00:00 PM","0","17","0","003 Grahamtown","21532","Cumberland WWTP","45000","45000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Cambridge, City of","MD0021636","2005-08-07T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","50000","50000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-08-09T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","1030000","1030000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-08-10T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","70000","70000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Allegany County DPW","MD0067407","2005-08-15T00:00:00.000","12:00:00 AM","0","0","0","002 Braddock Estates","21532","Cumberland WWTP","6000","6000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3821","78.5555"
"CSO","Allegany County DPW","MD0067407","2005-08-15T00:00:00.000","12:00:00 AM","0","0","0","003 Grahamtown","21532","Cumberland WWTP","6000","6000","Precipitation",,"Georges Creek","Allegany","None",,,"39.3857","78.5525"
"CSO","Cumberland, City of","MD0021598","2005-08-16T00:00:00.000","12:00:00 AM","0","0","0","007 Oldtown Road","21502","Cumberland WWTP","1500","1500","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-08-16T00:00:00.000","12:00:00 AM","0","0","0","008 Bedford Street","21502","Cumberland WWTP","100","100","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-08-16T00:00:00.000","12:00:00 AM","0","0","0","010 N. Mechanic Street","21502","Cumberland WWTP","500","500","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-08-16T00:00:00.000","12:00:00 AM","0","0","0","011 Franklin Street","21502","Cumberland WWTP","14800","14800","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Cumberland, City of","MD0021598","2005-08-16T00:00:00.000","12:00:00 AM","0","0","0","012 Valley Street","21502","Cumberland WWTP","7300","7300","Precipitation",,"Wills Creek","Allegany","None",,,"39.391","78.491"
"CSO","Frostburg, City of","MD0067423","2005-08-16T00:00:00.000","9:00:00 AM","0","9","0","001/C","21532","Cumberland WWTP","5000","5000","Precipitation",,"Sand Spring Run","Allegany","None",,,"37.57912784","81.52842485"
"CSO","Frostburg, City of","MD0067423","2005-08-16T00:00:00.000","9:00:00 AM","0","9","0","005/G","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","None",,,"37.57913834","81.52841652"
"CSO","Frostburg, City of","MD0067423","2005-08-16T00:00:00.000","9:00:00 AM","0","9","0","006/H","21532","Cumberland WWTP","5000","5000","Precipitation",,"Jennings Run","Allegany","None",,,"37.5791357","81.52842084"
"CSO","Frostburg, City of","MD0067423","2005-08-16T00:00:00.000","9:00:00 AM","0","9","0","010/Q","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791275","81.52841273"
"CSO","Frostburg, City of","MD0067423","2005-08-16T00:00:00.000","9:00:00 AM","0","9","0","011/R","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","None",,,"37.5791267","81.52841199"
"CSO","Frostburg, City of","MD0067423","2005-08-16T00:00:00.000","9:00:00 AM","0","9","0","012/U","21532","Cumberland WWTP","5000","5000","Precipitation",,"Georges Creek","Allegany","None",,,"37.57912589","81.5284116"
"CSO","Cambridge, City of","MD0021636","2005-08-16T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","1910000","1910000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-08-16T00:00:00.000",,,,,"Water Street & Belvedere Ave","21614","Cambridge WWTP","300","300","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
"CSO","Cambridge, City of","MD0021636","2005-08-19T00:00:00.000",,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave","21614","Cambridge WWTP","380000","380000","Precipitation",,"Choptank River","Dorchester","Time discovered and duration not provided",,,"38.3431","76.3465"
