"overflow_type","municipality_facility","npdes","date_discovered","time_discovered","days","hours","minutes","location","zip_code","collection_system","quantity_in_gallons_estimated","net_in_gallons_estimated","cause","watershed","receiving_waters","county","notes","penalty_collected","penalty_comments","latitude","longitude"
"BYPASS","The Commissioners of Thurmont","MD0021121","2008-12-11T00:00:00.000",,,,,"74 Moser Rd, Thurmont WWTP, Screen and Grit Building","21788","Thurmont WWTP","80000","80000","Precipitation",,"Upper Monocacy River","Frederick","Time discovered & duration not provided",,,,
"BYPASS","South Chesapeake City, MES","MD0020401","2008-12-12T00:00:00.000","12:55:00 AM","0","10","0","Chesapeake City (S) WWTP",,,"82000","82000","Precipitation",,"C & D Canal","Cecil","Zip Code not provided",,,,
"BYPASS","South Chesapeake City, MES","MD0020241","2008-12-12T00:00:00.000","12:55:00 AM","0","9","55","South Chesapeake Beach WWTP, Aeration blowers",,,"82000","82000","Precipitation",,"C & D Canal","Cecil","Zip Code not provided",,,,
"BYPASS","North Chesapeake City, MES","MD0020397","2008-12-12T00:00:00.000","1:05:00 AM","0","11","25","North Chesapeake Beach WWTP, Aeration blowers",,,"100420","100420","Precipitation",,"C & D Canal","Cecil","Zip Code not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2008-12-12T00:00:00.000","8:25:00 AM","1","1","50","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","347000","347000","Precipitation",,"Grindstone Run","Frederick","Collection system not provided",,,,
"BYPASS","La Plata, Town of (MES)","MD0020524","2009-01-07T00:00:00.000","8:30:00 PM","0","4","30","6505 Curley Hall Rd, La Plata WWTP","20646","La Plata WWTP","240000","240000","Precipitation",,"Port Tabacco Creek","Charles","None",,,,
"BYPASS","Salisbury, City of","MD0021571","2009-01-11T00:00:00.000","2:30:00 PM","0","23","30","Salisbury WWTP's sand filters","21801","Salisbury WWTP","0","0","failure of two air compressors",,"Unknown","Wicomico","Quantity not provided",,,,
"BYPASS","Washington County Department of Water Quality","MD0063509","2009-03-03T00:00:00.000","8:30:00 AM","0","3","25","Conococheague WWTP","21722","Conococheague WWTP","285000","285000","Mechanical Failure",,"Conococheague Creek","Washington","None",,,,
"BYPASS","Foxville Gardens WWTP (MES)","MD0025119","2009-03-10T00:00:00.000","7:00:00 PM","0","12","0","Foxville Gardens WWTP, P.O. Box 1000, Thurmont",,"Foxville Gardens WWTP","7800","7800","Flow surge",,"Owens Creek","Frederick","Zip Code not provided",,,,
"BYPASS","Foxville Gardens WWTP (MES)","MD0025119","2009-04-03T00:00:00.000","10:00:00 AM","2","2","30","Foxville Gardens WWTP, P.O. Box 1000, Thurmont",,"Foxville Gardens WWTP","128370","128370","Unexpected surge",,"Owens Creek","Frederick","Zip Code not provided",,,,
"BYPASS","Centreville, Town of","MD0020834","2009-05-07T00:00:00.000","8:00:00 AM","0","7","0","116 Johnstown Lane, Automatic Influent Screening Unit","21617","Centreville WWTP","100000","100000","Loss of power",,"Unknown","Queen Anne's","None",,,,
"BYPASS","La Plata, Town of (MES)","MD0020524","2009-05-07T00:00:00.000","9:00:00 PM","0","6","30","6505 Curley Hall Rd, La Plata WWTP","20646","La Plata WWTP","540000","540000","Heavy rain",,"Port Tabacco Creek","Charles","None",,,,
"BYPASS","KUNZANG ODSAL PALGUL BHANGCHUB","MD0067539","2009-05-26T00:00:00.000","10:00:00 AM","0","7","0","KUNZANG ODSAL PALGUL BHANGCHUB",,,"200","200","Heavy rain",,"Unknown","Montgomery","Zip Code not provided",,,,
"BYPASS","Navy, Department of","MD0020885","2009-06-05T00:00:00.000",,,,,"Aeration Basins and Clarifiers, Naval Support Facility, Indian Head","20640","Navy Surface Warfare WWTP","12500","12500","Plant design",,"Potomac River","Charles","Time discovered not provided",,,,
"BYPASS","Foxville Gardens WWTP (MES)","MD0025119","2009-06-09T00:00:00.000","7:30:00 AM","0","7","0","P.O. Box 1000 Thurmont, filters",,"Foxville Gardens WWTP","11240","11240","Pipe repair in the clear well",,"Owens Creek","Frederick","Zip Code not provided",,,,
"BYPASS","Dorsey Run Advanced WWTP, MES","MD0063207","2009-06-11T00:00:00.000","10:30:00 AM",,,,"Sand filters",,,"20000","20000","Mechanical Failure",,"Dorsey Run","Anne Arundel","Duration, collection system & zip code not provided",,,"39.135054","76.772516"
"BYPASS","Greenbrier State Park WWTP (MES)","MD0023868","2009-07-04T00:00:00.000","7:00:00 PM","0","21","0","Greenbrier State Park WWTP, 21843 National Pike, Boonsboro","21713","Greenbrier State Park WWTP","5000","5000","Mechanical Failure",,"Little Beaver Creek","Washington","None",,,"39.550948","77.613167"
"BYPASS","Greenbrier State Park WWTP (MES)","MD0023868","2009-08-15T00:00:00.000","10:00:00 AM","1","3","0","Greenbrier State Park WWTP, 21843 National Pike, Boonsboro","21713","Greenbrier State Park WWTP","1000","1000","High Flow",,"Little Beaver Creek","Washington","None",,,"39.550948","77.613167"
"BYPASS","Aberdeen Advance WWTP","MD0021237","2009-08-28T00:00:00.000","3:00:00 AM","0","0","90","Aberdeen Advance WWTP, Denitrification Filters","21001",,"18000","18000","Precipitation",,"Spesutie Narrows","Harford","Collection system not provided",,,,
"BYPASS","Salisbury, City of","MD0021571","2009-09-01T00:00:00.000","4:30:00 PM","2","0","0","UV units","21801","Salisbury WWTP","0","0","UV Lamps burned out",,"Unknown","Wicomico","Quantity and receiving waters not provided",,,,
"BYPASS","North East River Advance WWTP","MD0052027","2009-10-24T00:00:00.000","10:00:00 PM","1","11","0","123 carpenters Point Rd., Perryville, North East River WWTP","21921",,"4149000","4149000","Precipitation",,"Unknown","Cecil","Receiving waters not provided",,,,
"BYPASS","North East River Advance WWTP","MD0052027","2009-10-26T00:00:00.000","10:00:00 AM",,,,"123 Carpenters Point Rd., Charlestown","21914",,"2000000","2000000","Precipitation",,"Unknown","Cecil","Collection system not provided",,,,
"BYPASS","Navy, Department of","MD0020885","2009-10-28T00:00:00.000","2:40:00 AM","0","5","30","Aeration/Anoxic Basins & Clarifers, WWTP, Naval Support Facility, Indian Head","20640","Navy Surface Warfare WWTP","19000","19000","Precipitation",,"Potomac River","Charles","None",,,,
"BYPASS","North East River Advance WWTP","MD0052027","2009-10-28T00:00:00.000","9:00:00 AM","0","24","0","123 carpenters Point Rd., Perryville, North East River WWTP","21921",,"3536000","3536000","Precipitation",,"Unknown","Cecil","Receiving waters not provided",,,,
"BYPASS","La Plata, Town of (MES)","MD0020524","2009-10-28T00:00:00.000","3:00:00 PM","0","8","30","6505 Curley Hall Rd, La Plata WWTP","20646","La Plata WWTP","700000","700000","Heavy rain",,"Port Tabacco Creek","Charles","None",,,,
"BYPASS","Carroll County DPW","N/A","2009-11-09T00:00:00.000","6:00:00 PM",,,,"Open Space N/E of 2100 Country Fair Lane","21784",,"0","0","High Flow",,"Liberty Reservoir","Carroll","Duration stopped on the 10th collection system not provided",,,,
"BYPASS","Navy, Department of","MD0020095","2009-11-17T00:00:00.000",,,,,"Webster Field WWTP","20670","NAS WWTP","0","0","Precipitation",,"Unknown","St. Mary's","Time discovered, duration, quantity and receiving waters not provided",,,,
"BYPASS","North East River Advance WWTP","MD0052027","2009-12-06T00:00:00.000","8:40:00 AM",,,,"123 carpenters Point Rd., Perryville, North East River WWTP","21921",,"0","0","Precipitation",,"Unknown","Cecil","Collection system not provided",,,,
"BYPASS","Navy, Department of","MD0020885","2009-12-09T00:00:00.000","5:00:00 AM","0","3","15","Naval Support Facility, Indian Head","20640","Navy Surface Warfare WWTP","22600","22600","Precipitation",,"Unknown","Charles","None",,,,
"BYPASS","Kent County DW&WWS","MD0052671","2009-12-09T00:00:00.000",,,,,"Kennedy WWTP",,,"5000","5000","Precipitation",,"Unknown","Kent","Time discovered, duration & zip code not provided",,,,
"BYPASS","Navy, Department of","MD0020885","2009-12-25T00:00:00.000","11:10:00 PM","0","14","0","Aeration/Anoxic Basins & Clarifers, WWTP, Naval Support Facility, Indian Head","20640","Navy Surface Warfare WWTP","186900","186900","Precipitation",,"Potomac River","Charles","None",,,,
"BYPASS","La Plata, Town of (MES)","MD0020524","2009-12-26T00:00:00.000","5:00:00 AM","0","17","0","6505 Curley Hall Rd, La Plata WWTP","20646","La Plata WWTP","1400000","1400000","Heavy rain",,"Port Tabacco Creek","Charles","None",,,,
"BYPASS","Foxville Gardens WWTP (MES)","MD0025119","2009-12-26T00:00:00.000","11:00:00 AM","0","21","0","P.O. Box 1000 Thurmont, filters",,"Foxville Gardens WWTP","83440","83440","Pipe repair in the clear well",,"Owens Creek","Frederick","Zip Code not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2009-12-26T00:00:00.000","3:30:00 PM","1","17","30","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","527100","527100","Precipitation",,"Grindstone Run","Frederick","Collection system not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2010-01-25T00:00:00.000","12:05:00 PM","1","19","15","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","943257","943257","Precipitation",,"Grindstone Run","Frederick","Collection system not provided",,,,
"BYPASS","Greenbrier State Park WWTP (MES)","MD0023868","2010-01-25T00:00:00.000","9:30:00 PM","0","6","0","Greenbrier State Park WWTP, 21843 National Pike, Boonsboro","21713","Greenbrier State Park WWTP","44280","44280","Heavy rain",,"Little Beaver Creek","Washington","None",,,"39.550948","77.613167"
"BYPASS","The Commissioners of Thurmont","MD0021121","2010-01-25T00:00:00.000",,,,,"74 Moser Rd, Thurmont WWTP, Screen grit building","21788","Thurmont WWTP","336000","336000","Precipitation",,"Hunting Creek","Frederick","Time discovered & duration not provided",,,,
"BYPASS","La Vale","MD0067547","2010-02-23T00:00:00.000","3:00:00 PM","1","20","0","001 La Vale PS","21504","Cumberland WWTP","1422030","1422030","Hydraulic bypass",,"Braddock Run","Allegany","Collection system not provided",,,"37.57914957","81.52828562"
"BYPASS","Freedom WWTP","MD0021512","2010-03-11T00:00:00.000","10:00:00 AM","0","2","30","MES Filter bypass, 1301 Raincliffe Road, Sykesville","21784",,"208000","208000","Repairs",,"unnamed tributary of the South Branch Patapsco River","Carroll","Collection system not provided",,,,
"BYPASS","Foxville Gardens WWTP (MES)","MD0025119","2010-03-12T00:00:00.000","11:00:00 AM","3","20","0","Foxville Gardens WWTP, P.O. Box 1000, Thurmont",,"Foxville Gardens WWTP","347050","347050","High flows",,"Owens Creek","Frederick","Zip code not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2010-03-13T00:00:00.000","10:25:00 AM","3","20","55","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","2000000","2000000","Precipitation",,"Grindstone Run","Frederick","Collection system not provided",,,,
"BYPASS","Washington County Department of Water Quality","MD0024317","2010-03-13T00:00:00.000","12:30:00 PM","1","6","0","Smithsburg Water Reclamation Facility",,"Smithsburg Water Reclamation Facility","0","0","Precipitation",,"Unknown","Washington","Zip code, quantity & receiving waters not provided",,,,
"BYPASS","Hagerstown, City of","MD0021776","2010-03-14T00:00:00.000","2:15:00 PM","1","3","45","Hagerstown WWTP","21740","Hagerstown WWTP","1547000","1547000","Rain/snow melt",,"Antietam Creek","Washington","Zip code not provided",,,,
"BYPASS","La Plata, Town of (MES)","MD0020524","2010-03-17T00:00:00.000","3:30:00 PM","0","19","30","6505 Curley Hall Rd, La Plata WWTP","20646","La Plata WWTP","974000","974000","Maintenance",,"Port Tabacco Creek","Charles","None",,,,
"BYPASS","Federalsburg, Town of","MD0020249","2010-05-20T00:00:00.000","5:00:00 PM","0","14","0","Federalsburg WWTP","21632",,"50000","50000","Mechanical Failure",,"Marshyhope Creek","Caroline","Collection system not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2010-05-23T00:00:00.000","9:00:00 AM","1","6","0","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","403000","403000","Inflow/Infiltration",,"Grindstone Run","Frederick","Collection system not provided",,,,
"BYPASS","Worcester County DPW","MD3155X06","2010-05-23T00:00:00.000","10:00:00 AM","0","0","10","Chlorine Contact chamber overflowed bypassing dechlorination at Lighthouse Sound WWTP","21813",,"8000","8000","Electrical control problem",,"Unknown","Worcester","Soaked into gravel parking area",,,,
"BYPASS","Greenbrier State Park WWTP (MES)","MD0023868","2010-07-03T00:00:00.000","10:30:00 AM","0","0","30","Greenbrier State Park WWTP, 21843 National Pike, Boonsboro","21713","Greenbrier State Park WWTP","500","500","Clogged Pumps",,"Little Beaver Creek","Washington","None",,,"39.550948","77.613167"
"BYPASS","The Commissioners of Thurmont","MD0021121","2010-07-09T00:00:00.000","6:15:00 AM","0","8","0","74 Moser Rd, Thurmont WWTP, Sand Filter","21788","Thurmont WWTP","200000","200000","Power outage",,"Hunting Creek","Frederick","None",,,,
"BYPASS","Aberdeen, City of","MD0021237","2010-09-30T00:00:00.000","1:15:00 AM","0","2","5","Aberdeen Proving Ground-Aberdeen Area WWTP, Distribution/Splitter BoxAberdeen","21001","Aberdeen WWTP","45000","45000","TS Nicole",,"Spesutie Narrows","Harford","None",,,,
"BYPASS","La Vale","MD0067547","2010-09-30T00:00:00.000","9:00:00 AM","0","21","0","001 La Vale PS","21504","Cumberland WWTP","3327510","3327510","TS Nichole",,"Braddock Run","Allegany","Raw or partially treated sewage",,,"37.57914957","81.52828562"
"BYPASS","Myersville WWTP (MES)","MD0020699","2010-09-30T00:00:00.000","10:00:00 AM","1","0","30","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","603000","603000","TS Nichole",,"Grindstone Run","Frederick","None",,,,
"BYPASS","Navy, Department of","MD0020885","2010-09-30T00:00:00.000","11:30:00 AM","0","3","30","Naval Support Facility, Indian Head","20640","Naval Support Facility, Indian Head","0","0","TS Nicole",,"None","Charles","Flow combined with second bypass occurred 10/01",,,,
"BYPASS","Aberdeen, City of","MD0021237","2010-10-01T00:00:00.000","2:35:00 AM","0","1","45","Aberdeen Proving Ground-Aberdeen Area WWTP, Distribution/Splitter BoxAberdeen","21001","Aberdeen WWTP","48611","48611","TS Nicole",,"Spesutie Narrows","Harford","None",,,,
"BYPASS","Navy, Department of","MD0020885","2010-10-01T00:00:00.000","11:30:00 AM","0","3","0","Naval Support Facility, Indian Head","20640","Naval Support Facility, Indian Head","40160","40160","TS Nicole",,"None","Charles","Flow combined with first bypass occurring 09/30",,,,
"BYPASS","Salisbury, city of","MD0021571","2010-10-08T00:00:00.000",,,,,"Secondary Clarifier #1 at the Salisbury WWTP","21801","Salisbury WWTP","0","0",,,"Unknown","Wicomico","Start time, duration, quantity, cause and receiving waters not provided",,,,
"BYPASS","Navy, Department of","MD0020885","2011-02-02T00:00:00.000","6:05:00 AM","0","1","36","Naval Support Facility, Indian Head, Clarifiers and biological treatment","20640","Naval Support Facility, Indian Head","8400","8400","Storm event",,"Potomac River","Charles County","None",,,,
"BYPASS","Navy, Department of","MD0020885","2011-03-06T00:00:00.000","9:00:00 AM","0","5","30","Naval Support Facility, Indian Head, biological treatment section","20640","Naval Support Facility, Indian Head","60000","60000","Precipitation",,"Potomac River","Charles County","None",,,,
"BYPASS","Navy, Department of","MD0020885","2011-03-10T00:00:00.000","9:00:00 AM","0","17","0","Naval Support Facility, Indian Head","20640","Naval Support Facility, Indian Head","77000","77000","Precipitation",,"Potomac River","Charles County","bypassing the clarifiers & biological treatment",,,,
"BYPASS","Washington County Department of Water Quality","MD0024317","2011-03-28T00:00:00.000","7:50:00 AM","0","4","10","Smithsburg Water Reclamation Facility, Filter bypass",,"Smithsburg Water Reclamation Facility","130000","130000","Excess inflow and infiltration",,"Grove Creek","Washington County","Zip code not provided",,,,
"BYPASS","Greenbrier State Park WWTP (MES)","MD0023868","2011-04-16T00:00:00.000","7:00:00 PM","0","6","0","Greenbrier State Park WWTP, 21843 National Pike, Boonsboro","21713","Greenbrier State Park WWTP","7200","7200","Precipitation",,"Little Beaver Creek","Washington County","None",,,"39.550948","77.613167"
"BYPASS","Myersville WWTP (MES)","MD0020699","2011-04-16T00:00:00.000","7:30:00 PM","7","13","40","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","2842900","2842900","Precipitation",,"Grindstone Run","Frederick County","Partially treated 4.0"" rain",,,,
"BYPASS","Dan Dee WWTP (MES)","MD0023710","2011-05-09T00:00:00.000","7:30:00 AM","2","3","0","Dan Dee WWTP 7817 Baltimore National Pike, Frederick",,"Dan Dee WWTP","5000","5000","Structural rusting",,"Rock Creek","Frederick County","Completely treated except for filtration",,,,
"BYPASS","Dan Dee WWTP (MES)","MD023710","2011-05-11T00:00:00.000","7:30:00 AM","0","3","0","Dan Dee WWTP 7817 Baltimore National Pike, Frederick",,"Dan Dee WWTP","5000","5000","Structural rusting",,"Rock Creek","Frederick County","Zip code not provided",,,,
"BYPASS","Rocky Gap WWTP (MES)","MD0051667","2011-05-17T00:00:00.000","8:30:00 PM","0","10","45","Rocky Gap WWTP, 16401 Gorge Rd., NE, Flinston, filters bypassed","21530","Rocky Gap WWTP","255000","255000","Excess inflow and infiltration",,"Rocky Gap Run","Allegany County","None",,,,
"BYPASS","Hagerstown, City of","MD0021776","2011-07-07T00:00:00.000","11:43:00 PM","0","2","0","1 Clean Water Circle, Hagerstown WWTP","21740","Hagerstown WWTP","300000","300000","Power outage",,"Antietam Creek","Frederick County","None",,,,
"BYPASS","Pocomoke City","MD0022551","2011-07-11T00:00:00.000","10:00:00 AM",,,,"1634 Dun Swamp Rd., Pocomoke City WWTP","21851","Pocomoke City WWTP","0","0","Mechanical Failure",,"Unknown","Worcester County","Ongoing",,,,
"BYPASS","Hagerstown, City of","MD0021776","2011-07-19T00:00:00.000","5:50:00 PM","0","0","40","UV Process, Hagerstown WWTP","21740","Hagerstown WWTP","0","0","Power outage",,"Antietam Creek","Washington County","Quantity reported as unknown",,,,
"BYPASS","Salisbury,City of","MD0021571","2011-08-26T00:00:00.000",,,,,"1142 Marine Road, Salisbury","21801","Salisbury WWTP","18500000","18500000","Precipitation",,"Wicomico River","Wicomico County","TS Lee",,,"38.361305","75.619025"
"BYPASS","Artesian Resources","MD0020397","2011-08-27T00:00:00.000","6:38:00 PM","1","0","52","Chesapeake City WWTP (S) 307 1/2 Second Street, Chesapeake City","21915","Chesapeake City WWTP (S)","329000","329000","Precipitation",,"Elk River","Cecil County","Hurricane Irene",,,"39.528333","75.813889"
"BYPASS","American Water Military Services","MD0021717","2011-08-28T00:00:00.000","6:14:00 AM","0","0","30","tertiary treatment process at Ft. Meade WWTP","20724","Ft. Meade WWTP","104000","104000","Precipitation",,"Little Patuxent River","Anne Arundel County","Hurricane Irene",,,"39.09222","76.731111"
"BYPASS","Jensen's Hyde Park (MES)","MD1474U02","2011-08-28T00:00:00.000","11:30:00 AM","1","21","30","9618 Cordova Rd., Easton","21601","Jensen's WWTP","100000","100000","Precipitation",,"Potts Mill Creek","Talbot County","Hurricane Irene",,,"38.812608","76.056874"
"BYPASS","Artesian Resources","MD0020401","2011-08-28T00:00:00.000","7:50:00 PM","1","0","0","Chesapeake City WWTP (N) 90 Boatyard Rd., Chesapeake City","21915","Chesapeake City WWTP (N)","262000","262000","Precipitation",,"Elk River","Cecil County","Hurricane Irene",,,"39.158333","75.838333"
"BYPASS","Hart-Miller Island Dredge Material Containment Facility (MES)","MDDRG2294","2011-09-07T00:00:00.000","2:00:00 PM","5","0","0","Outfall 003 in South Cell of HMI DMCF, Essex","21221","Back River WWTP","32000000","32000000","Precipitation",,"Chesapeake Bay","Baltimore County","TS Lee",,,"39.1422","76.2207"
"BYPASS","American Water Military Services","MD0021717","2011-09-07T00:00:00.000","5:45:00 PM","0","41","5","Bypassed the filters and pumped the plant effluent to the river via emergency pumps, Ft. Meade WWTP","20755","Ft. Meade WWTP","5388000","5388000","Precipitation",,"Little Patuxent River","Anne Arundel County","TS Lee",,,"39.092222","76.73111"
"BYPASS","New Windsor WWTP (MES)","MD0022586","2011-09-08T00:00:00.000","8:00:00 AM","1","0","0","New Windsor WWTP, 1027 Water Street, New Windsor","21776","New Windsor WWTP","259000","259000","Mechanical Failure",,"Dickerson Run","Carroll County","None",,,"39.54498","77.111112"
"BYPASS","Navy, Department of","MD0003158","2011-09-09T00:00:00.000","11:25:00 AM",,,,"Settling pond (untreated water) was transferred to the finishing pond, some overflow had occurred, Naval Support Facility, Indian Head","20640","Naval Support Facility, Indian Head","0","0","Precipitation",,"Unknown","Charles County","Duration not provided, lat/long not obtainable with address provided, quantity listed as ""unknown""",,,,
"BYPASS","Jensen's Hyde Park (MES)","MD1474U02","2011-09-14T00:00:00.000",,,,,"9618 Cordova Rd., Easton","21601","Jensen's WWTP","50","50","Service temporarily interrupted",,"Unknown","Talbot County","Start time and duration not provided",,,"38.812608","76.056874"
"BYPASS","La Plata WWTP (MES)","MD0020524","2011-09-26T00:00:00.000","12:00:00 AM",,,,"6505 Curley Hall Road, La Plata, La Plata WWTP","20646","La Plata WWTP","250000","250000","Upgrade of facility",,"Port Tabacco Creek","Charles County","Time discovered not provided",,,"38.529444","76.986111"
"BYPASS","La Plata WWTP (MES)","MD0020524","2011-09-28T00:00:00.000",,,,,"6505 Curley Hall Road, La Plata, La Plata WWTP","20646","La Plata WWTP","800000","800000","Upgrade of facility",,"Port Tabacco Creek","Charles County","Time discovered & duration not provided",,,"38.529444","76.986111"
"BYPASS","Foxville Gardens WWTP (MES)","MD0025119","2011-10-20T00:00:00.000","8:40:00 PM","0","11","10","Foxville Gardens WWTP, P.O. Box 1000, Thurmont",,"Foxville Gardens WWTP","0","0","excess flow",,"Owens Creek","Frederick County","telephone report",,,,
"BYPASS","Greenbrier State Park WWTP (MES)","N/A","2011-10-30T00:00:00.000","1:00:00 AM","0","12","0","Greenbrier State Park WWTP, 21843 National Pike, Boonsboro","21713","Greenbrier State Park WWTP","1000","1000","Electric outage",,"Unknown","Washington County","None",,,"39.550948","77.613167"
"BYPASS","Washington County Department of Water Quality","MD0024317","2011-11-23T00:00:00.000","2:00:00 AM","0","4","30","Smithsburg Water Reclamation Facility, Partial bypass",,"Smithsburg Water Reclamation Facility","450000","450000","Excess inflow and infiltration",,"Grove Creek","Washington County","Zip code not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2011-11-23T00:00:00.000","5:00:00 AM","4","4","50","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","1583100","1583100","Precipitation",,"Grindstone Run","Frederick County","Partially treated 3.0"" rain",,,,
"BYPASS","Eastern Correctional Institute (MES)","MD0065595","2011-11-30T00:00:00.000","12:30:00 PM","0","23","45","30420 Revells Neck Rd, Eastern Correctional Institute Water, WWTP, Westover, Reverse Osmosis Sysem","21853","Eastern Correctional Instituet WWTP","770446","770446","Programming error",,"Unknown","Somerset County","None",,,"38.196667","75.696944"
"BYPASS","Myersville WWTP (MES)","MD0020699","2011-12-07T00:00:00.000","11:00:00 PM","3","23","30","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","1383400","1383400","Precipitation",,"Unknown","Frederick County","Lat/long could not be obtained using the address provided",,,,
"BYPASS","Frederick, City of","N/A","2011-12-11T00:00:00.000","5:30:00 PM","0","9","0","100 Treatment Plant Road, Frederick","21701","City of Frederick WWTP","3500000","3500000","Power outage",,"Carroll Creek","Frederick County","None",,,"39.426667","77.381667"
"BYPASS","Foxville Gardens WWTP (MES)","MD0025119","2012-03-20T00:00:00.000","10:15:00 AM","0","21","30","Foxville Gardens WWTP, 14913 Foxville Deerfield Rd., Sabillasville","21780","Foxville Gardens WWTP","54460","54460","Precipiation",,"Owens Creek","Frederick County","Blank fields = No Information Submitted",,,"39.644864",
"BYPASS","American Water Military Services","MD0021717","2012-03-20T00:00:00.000","11:35:00 AM","0","0","7","temporary bypass of the Tertiary Process at the Fort Meade WWTP","20755","Fort Meade WWTP","6111","6111","Power outage",,"Unknown","Anne Arundel County","Blank fields = No Information Submitted",,,,
"BYPASS","Jensen's Hyde Park WWTP (MES)","MD1474U02","2012-04-03T00:00:00.000","12:00:00 PM",,,,"Jensen's Hyde Park WWTP",,"Jensen's Hyde Park WWTP","0","0","Existing line was cut",,"Unknown","Talbot County","Blank fields = No Information Submitted",,,,
"BYPASS","Maryland Environmental Service","N/A","2012-04-28T00:00:00.000","8:50:00 AM","0","0","0","The Return Activated Sludge line to the BNR #1 Fermentation Tank",,"ECI WWTP","0","0","6 inch mechanical ""Y"" fitting cracked",,"Unknown","Somerset County","Blank fields = No Information Submitted",,,,
"BYPASS","LAPLATA","MD0020524","2015-01-18T00:00:00.000","5:00:00 PM","0","3","0","6505 CURLY HALL ROAD, LA PLATA","20646","LA PLATA","15000","15000","TREATMENT MODS HAD SOLIDS WASHOUT",,"UNNAMED TRIBUTARY OF PORT TOBACCO CREEK","CHARLES COUNTY","1ST OF 2 EVENTS (QUANTITY COMBINED WITH 01/19 EVENT)",,,"38.529444","-76.986111"
"BYPASS","LAPLATA","MD0020524","2015-01-19T00:00:00.000","5:00:00 PM","0","4","0","6505 CURLY HALL ROAD, LA PLATA","20646","LA PLATA","0","0","TREATMENT MODS HAD SOLIDS WASHOUT",,"UNNAMED TRIBUTARY OF PORT TOBACCO CREEK","CHARLES COUNTY","2ND OF 2 EVENTS (QUANTITY COMBINED WITH 01/18 EVENT)",,,"38.529444","-76.986111"
"BYPASS","CECIL COUNTY DPW","MD0052027","2015-03-10T00:00:00.000","5:00:00 AM",,,,"123 CARPENTERS POINT ROAD, CHARLESTOWN","21914","NORTH EAST RIVER ADVANCE",,"0","BLOCKAGE","NORTH EAST RIVER","UNKNOWN","CECIL COUNTY","ONGOING",,,"39.569214","-75.987561"
"BYPASS","AMERICAN WATER/MILITARY SERVICES","MD0021717","2015-04-20T00:00:00.000","9:00:00 AM","0","2","0","FORT GEORGE MEADE, 3220 LAUREL-FT MEADE, LAUREL","20724","AMERICAN WATER/MILITARY SERVICES","0","0","MECHANICAL FAILURE","LITTLE PATUXENT RIVER","UNKNOWN","ANNE ARUNDEL COUNTY","BLANK FIELD = NO INFORMATION SUBMITTED",,,"39.091303","-76.776893"
"BYPASS","DELMAR, TOWN OF","MD0020532","2015-04-21T00:00:00.000","10:00:00 AM",,,,"DELMAR WWTP, 30055 CONNELLY MILL ROAD, DELMAR","21875","TOWN OF DELMAR","0","0","AIR COMPRESSURE FAILURE",,"UNKNOWN","WICOMICO COUNTY","ONGOING",,,"38.428333","-75.570833"
"BYPASS","MARYLAND ENVIRONMENTAL SERVICE","MD0020524","2015-06-27T00:00:00.000","10:00:00 PM","0","5","0","LAPLATA WWTP, 6505 CURLY HALL ROAD, LAPLATA","20646","MARYLAND ENVIRONMENTAL SERVICE","500000","500000","PRECIPITATION",,"UNNAMED TRIBUTARY TO PORT TABACCO CREEK","CHARLES COUNTY","BLANK FIELD = NO INFORMATION SUBMITTED",,,,
"BYPASS","FREDERICK, CITY OF","MD0021610","2015-09-30T00:00:00.000","1:00:00 AM",,"2","30","CITY OF FREDERICK WWTP","21701","FREDERICK, CITY OF","1000000","1000000","HEAVY RAIN","UNKNOWN","UNKNOWN","FREDERICK COUNTY","BLANK FIELD = NO INFORMATION SUBMITTED",,,,
"BYPASS","NEW WINDSOR WASTEWATER SYSTEM (MES)","MD0022586","2016-02-03T00:00:00.000","2:45:00 PM","0","16","5","1027 WATER STREET, AERATION AND MIX CYCLES, NEW WINDSOR WASTEWATER SYSTEM","21776","MARYLAND ENVIRONMENTAL SERVICE","161000","161000","PRECIPITATION ",,"DICKERSON RUN","CARROLL COUNTY","BLANK=DATA NOT SUBMITTED",,,,
