"request_status","date_received","date_completed","suburb","category","service_desc","days_to_complete"
"CLOSED    ","2015-07-16T00:00:00.000","2015-07-17T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Street Cleaning services","1"
"CLOSED    ","2015-07-16T00:00:00.000","2015-07-22T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2015-07-17T00:00:00.000","2015-07-21T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","4"
"CLOSED    ","2015-07-17T00:00:00.000","2015-07-21T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missing Bin ","4"
"CLOSED    ","2015-02-06T00:00:00.000","2015-02-11T00:00:00.000","West Melbourne","Parks and Trees","Park Cleaning ","5"
"CLOSED    ","2015-02-09T00:00:00.000","2015-02-17T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","8"
"CLOSED    ","2015-03-24T00:00:00.000","2015-04-27T00:00:00.000","Kensington","Parks and Trees","Park Cleaning ","34"
"CLOSED    ","2015-03-26T00:00:00.000","2015-03-31T00:00:00.000","East Melbourne","Parks and Trees","Condition of Assets in Parks","5"
"CLOSED    ","2015-03-27T00:00:00.000","2015-04-01T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missing Bin ","5"
"CLOSED    ","2015-05-22T00:00:00.000","2015-05-22T00:00:00.000","Docklands","Parking","Parking Compliance Services","1"
"CLOSED    ","2015-05-22T00:00:00.000","2015-06-04T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","13"
"CLOSED    ","2015-05-22T00:00:00.000","2015-06-15T00:00:00.000","Carlton North","Parks and Trees","Tree Maintenance Services","24"
"CLOSED    ","2015-05-25T00:00:00.000","2015-05-28T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","3"
"CLOSED    ","2015-05-25T00:00:00.000","2015-06-01T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-07-20T00:00:00.000","2015-07-22T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","2"
"CLOSED    ","2015-07-20T00:00:00.000","2015-07-28T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2015-07-20T00:00:00.000","2015-07-29T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","9"
"CLOSED    ","2015-07-20T00:00:00.000","2015-07-29T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","9"
"CLOSED    ","2015-07-21T00:00:00.000","2015-07-29T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2015-07-21T00:00:00.000","2015-07-23T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Public Litter Bin ","2"
"CLOSED    ","2015-02-11T00:00:00.000","2015-02-13T00:00:00.000","Carlton North","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-02-12T00:00:00.000","2015-02-13T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-02-12T00:00:00.000","2015-02-13T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-02-12T00:00:00.000","2015-02-23T00:00:00.000","Parkville","Parks and Trees","Condition of Assets in Parks","11"
"CLOSED    ","2015-03-31T00:00:00.000","2015-04-01T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Public Litter Bin ","1"
"CLOSED    ","2015-03-31T00:00:00.000","2015-04-02T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-04-01T00:00:00.000","2015-04-02T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-05-26T00:00:00.000","2015-05-28T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-05-27T00:00:00.000","2015-08-10T00:00:00.000","North Melbourne","Parks and Trees","Park Cleaning ","75"
"CLOSED    ","2015-05-27T00:00:00.000","2015-08-10T00:00:00.000","North Melbourne","Parks and Trees","Park Cleaning ","75"
"CLOSED    ","2015-05-27T00:00:00.000","2015-05-28T00:00:00.000","Carlton","Parks and Trees","Tree Maintenance Services","1"
"CLOSED    ","2015-07-22T00:00:00.000","2015-07-23T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-07-23T00:00:00.000","2015-07-24T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-07-23T00:00:00.000","2015-07-24T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Syringe pick-up services","1"
"CLOSED    ","2015-07-23T00:00:00.000","2015-07-27T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-07-24T00:00:00.000","2015-08-03T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","10"
"CLOSED    ","2015-07-24T00:00:00.000","2015-08-17T00:00:00.000","East Melbourne","Graffiti","Graffiti Removal ","24"
"CLOSED    ","2015-07-24T00:00:00.000","2015-07-27T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-02-13T00:00:00.000","2015-02-17T00:00:00.000","Docklands","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-04-01T00:00:00.000","2015-04-13T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","12"
"CLOSED    ","2015-04-02T00:00:00.000","2015-04-15T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Street Cleaning services","13"
"CLOSED    ","2015-04-04T00:00:00.000","2015-04-07T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","3"
"CLOSED    ","2015-04-07T00:00:00.000","2015-04-09T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-05-29T00:00:00.000","2015-06-01T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-05-29T00:00:00.000","2015-06-15T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","17"
"CLOSED    ","2015-07-26T00:00:00.000","2015-08-17T00:00:00.000","Carlton","Parks and Trees","Park Cleaning ","22"
"CLOSED    ","2015-07-27T00:00:00.000","2015-08-03T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","7"
"CLOSED    ","2015-07-28T00:00:00.000","2015-07-29T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-02-21T00:00:00.000","2015-02-24T00:00:00.000","Melbourne","Asset maintenance","Public Toilets ","3"
"CLOSED    ","2015-04-07T00:00:00.000","2015-04-09T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2015-04-08T00:00:00.000","2015-04-10T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","2"
"CLOSED    ","2015-04-09T00:00:00.000","2015-04-14T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2015-04-09T00:00:00.000","2015-04-23T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","14"
"CLOSED    ","2015-06-01T00:00:00.000","2015-06-03T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2015-06-02T00:00:00.000","2015-06-04T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-06-03T00:00:00.000","2015-06-05T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-06-03T00:00:00.000","2015-06-05T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-07-29T00:00:00.000","2015-09-24T00:00:00.000","Carlton","Parks and Trees","Park Cleaning ","57"
"CLOSED    ","2015-07-30T00:00:00.000","2015-08-06T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-07-30T00:00:00.000","2015-08-17T00:00:00.000","North Melbourne","Parks and Trees","Park Cleaning ","18"
"CLOSED    ","2015-02-16T00:00:00.000","2015-02-19T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","3"
"CLOSED    ","2015-02-17T00:00:00.000","2015-02-23T00:00:00.000","Melbourne","Parks and Trees","Tree Maintenance Services","6"
"CLOSED    ","2015-02-17T00:00:00.000","2015-03-11T00:00:00.000","Docklands","Graffiti","Graffiti Removal ","22"
"CLOSED    ","2015-02-18T00:00:00.000","2015-03-02T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","12"
"CLOSED    ","2015-04-10T00:00:00.000","2015-06-16T00:00:00.000","Melbourne","Parks and Trees","Park Cleaning ","67"
"CLOSED    ","2015-04-10T00:00:00.000","2015-04-20T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Waste collection services","10"
"CLOSED    ","2015-06-05T00:00:00.000","2015-06-05T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Street Cleaning services","1"
"CLOSED    ","2015-06-05T00:00:00.000","2015-06-09T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","4"
"CLOSED    ","2015-06-09T00:00:00.000","2015-06-10T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-07-31T00:00:00.000","2015-08-27T00:00:00.000","North Melbourne","Parks and Trees","Tree Maintenance Services","27"
"CLOSED    ","2015-08-03T00:00:00.000","2015-08-04T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Public Litter Bin ","1"
"CLOSED    ","2015-08-03T00:00:00.000","2015-08-10T00:00:00.000","Melbourne","Roads and Traffic","Road and Footpath Maintenance ","7"
"CLOSED    ","2015-08-04T00:00:00.000","2015-08-17T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","13"
"CLOSED    ","2015-02-23T00:00:00.000","2015-02-26T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","3"
"CLOSED    ","2015-02-23T00:00:00.000","2015-02-25T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Dumped Rubbish ","2"
"CLOSED    ","2015-02-24T00:00:00.000","2015-02-24T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Syringe pick-up services","1"
"CLOSED    ","2015-02-24T00:00:00.000","2015-02-26T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-02-24T00:00:00.000","2015-04-14T00:00:00.000","Melbourne","Parks and Trees","Park Cleaning ","49"
"CLOSED    ","2015-04-13T00:00:00.000","2015-04-14T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-04-14T00:00:00.000","2015-04-15T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missing Bin ","1"
"CLOSED    ","2015-04-14T00:00:00.000","2015-04-16T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missing Bin ","2"
"CLOSED    ","2015-04-14T00:00:00.000","2015-04-17T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Damaged Bins ","3"
"CLOSED    ","2015-06-10T00:00:00.000","2015-06-22T00:00:00.000","Southbank","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2015-06-10T00:00:00.000","2015-06-15T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","5"
"CLOSED    ","2015-06-11T00:00:00.000","2015-08-17T00:00:00.000","West Melbourne","Parks and Trees","Park Cleaning ","67"
"CLOSED    ","2015-08-04T00:00:00.000","2015-08-06T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-08-05T00:00:00.000","2015-08-05T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Dumped Rubbish ","1"
"CLOSED    ","2015-08-06T00:00:00.000","2015-08-07T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missing Bin ","1"
"CLOSED    ","2015-02-24T00:00:00.000","2015-02-26T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Waste collection services","2"
"CLOSED    ","2015-02-26T00:00:00.000","2015-03-02T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-04-16T00:00:00.000","2015-05-05T00:00:00.000","North Melbourne","Parks and Trees","Tree Maintenance Services","19"
"CLOSED    ","2015-04-16T00:00:00.000","2015-04-16T00:00:00.000","West Melbourne","Parks and Trees","Condition of Assets in Parks","1"
"CLOSED    ","2015-04-16T00:00:00.000","2015-04-20T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-04-16T00:00:00.000","2015-04-21T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","5"
"CLOSED    ","2015-04-17T00:00:00.000","2015-04-20T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-04-17T00:00:00.000","2015-04-22T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2015-04-20T00:00:00.000","2015-05-05T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","15"
"CLOSED    ","2015-06-15T00:00:00.000","2015-06-25T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","10"
"CLOSED    ","2015-08-06T00:00:00.000","2015-08-11T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missing Bin ","5"
"CLOSED    ","2015-08-07T00:00:00.000","2015-08-14T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","7"
"CLOSED    ","2015-08-07T00:00:00.000","2015-08-20T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","13"
"CLOSED    ","2015-08-08T00:00:00.000","2015-08-20T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2015-08-10T00:00:00.000","2015-08-11T00:00:00.000","Melbourne","Parks and Trees","Lawns and Irrigation ","1"
"CLOSED    ","2015-11-23T00:00:00.000","2015-11-26T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","3"
"CLOSED    ","2015-11-24T00:00:00.000","2015-11-25T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-11-24T00:00:00.000","2015-11-26T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-11-24T00:00:00.000","2015-11-25T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Street Cleaning services","1"
"CLOSED    ","2015-11-24T00:00:00.000","2015-12-01T00:00:00.000","Carlton","Parks and Trees","Condition of Assets in Parks","7"
"CLOSED    ","2016-01-12T00:00:00.000","2016-01-12T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","1"
"CLOSED    ","2016-01-12T00:00:00.000","2016-01-14T00:00:00.000","Parkville","Parks and Trees","Tree Maintenance Services","2"
"CLOSED    ","2016-01-12T00:00:00.000","2016-01-14T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","2"
"CLOSED    ","2016-01-12T00:00:00.000","2016-01-12T00:00:00.000","Carlton","Parks and Trees","Condition of Assets in Parks","1"
"CLOSED    ","2015-10-08T00:00:00.000","2015-10-09T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-10-09T00:00:00.000","2015-10-26T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","17"
"CLOSED    ","2015-10-09T00:00:00.000","2015-10-29T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","20"
"CLOSED    ","2015-11-25T00:00:00.000","2015-11-27T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","2"
"CLOSED    ","2015-11-26T00:00:00.000","2015-11-27T00:00:00.000","East Melbourne","Parks and Trees","Tree Maintenance Services","1"
"CLOSED    ","2015-11-27T00:00:00.000","2015-11-30T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-11-27T00:00:00.000","2015-11-30T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-11-27T00:00:00.000","2015-11-27T00:00:00.000","Melbourne","Parking","Parking Compliance Services","1"
"CLOSED    ","2016-01-14T00:00:00.000","2016-01-20T00:00:00.000","Parkville","Parks and Trees","Tree Maintenance Services","6"
"CLOSED    ","2016-01-14T00:00:00.000","2016-01-14T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Street Cleaning services","1"
"CLOSED    ","2016-01-14T00:00:00.000","2016-01-20T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","6"
"CLOSED    ","2016-01-15T00:00:00.000","2016-01-18T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-02-22T00:00:00.000","2016-05-20T00:00:00.000","South Wharf","Graffiti","Graffiti Removal ","88"
"CLOSED    ","2015-10-06T00:00:00.000","2015-10-07T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-10-06T00:00:00.000","2015-10-07T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-10-06T00:00:00.000","2015-10-08T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","2"
"CLOSED    ","2015-11-27T00:00:00.000","2015-11-30T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-11-29T00:00:00.000","2015-12-03T00:00:00.000","Kensington","Parks and Trees","Condition of Assets in Parks","4"
"CLOSED    ","2015-11-29T00:00:00.000","2015-12-02T00:00:00.000","West Melbourne","Parks and Trees","Tree Maintenance Services","3"
"CLOSED    ","2015-11-30T00:00:00.000","2015-12-08T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2015-11-30T00:00:00.000","2015-12-02T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-12-01T00:00:00.000","2015-12-03T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-01-15T00:00:00.000","2016-01-19T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","4"
"CLOSED    ","2016-01-15T00:00:00.000","2016-01-17T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-01-15T00:00:00.000","2016-01-19T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","4"
"CLOSED    ","2016-01-15T00:00:00.000","2016-01-21T00:00:00.000","Melbourne","Parks and Trees","Lawns and Irrigation ","6"
"CLOSED    ","2016-02-22T00:00:00.000","2016-02-25T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","3"
"CLOSED    ","2015-10-12T00:00:00.000","2015-10-28T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","16"
"CLOSED    ","2015-10-13T00:00:00.000","2015-10-28T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","15"
"CLOSED    ","2015-12-01T00:00:00.000","2015-12-03T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-12-01T00:00:00.000","2015-12-03T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-12-01T00:00:00.000","2015-12-08T00:00:00.000","East Melbourne","Parks and Trees","Tree Maintenance Services","7"
"CLOSED    ","2015-12-02T00:00:00.000","2015-12-03T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-12-03T00:00:00.000","2015-12-07T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","4"
"CLOSED    ","2015-12-03T00:00:00.000","2015-12-07T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","4"
"CLOSED    ","2016-01-19T00:00:00.000","2016-01-21T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","2"
"CLOSED    ","2016-01-19T00:00:00.000","2016-01-20T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Syringe pick-up services","1"
"CLOSED    ","2016-01-19T00:00:00.000","2016-01-29T00:00:00.000","Kensington","Parks and Trees","Condition of Assets in Parks","10"
"CLOSED    ","2016-01-19T00:00:00.000","2016-01-20T00:00:00.000","Parkville","Parks and Trees","Condition of Assets in Parks","1"
"CLOSED    ","2016-02-23T00:00:00.000","2016-02-24T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","1"
"CLOSED    ","2015-10-14T00:00:00.000","2015-10-30T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","16"
"CLOSED    ","2015-10-14T00:00:00.000","2015-10-15T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-10-15T00:00:00.000","2015-10-20T00:00:00.000","Carlton","Parks and Trees","Condition of Assets in Parks","5"
"CLOSED    ","2015-10-15T00:00:00.000","2015-10-30T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","15"
"CLOSED    ","2015-10-15T00:00:00.000","2015-10-26T00:00:00.000","Carlton","Parks and Trees","Tree Maintenance Services","11"
"CLOSED    ","2015-12-03T00:00:00.000","2015-12-07T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-12-04T00:00:00.000","2015-12-08T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-12-04T00:00:00.000","2015-12-07T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-12-04T00:00:00.000","2015-12-10T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","6"
"CLOSED    ","2015-12-04T00:00:00.000","2015-12-08T00:00:00.000","Docklands","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-01-20T00:00:00.000","2016-01-27T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","7"
"CLOSED    ","2016-01-20T00:00:00.000","2016-01-21T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","1"
"CLOSED    ","2016-01-20T00:00:00.000","2016-01-26T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missing Bin ","6"
"CLOSED    ","2016-01-20T00:00:00.000","2016-01-22T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-01-21T00:00:00.000","2016-01-21T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Street Cleaning services","1"
"CLOSED    ","2016-01-21T00:00:00.000","2016-01-26T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","5"
"CLOSED    ","2016-01-21T00:00:00.000","2016-01-22T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-01-22T00:00:00.000","2016-01-26T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-10-16T00:00:00.000","2015-10-19T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-10-16T00:00:00.000","2015-10-22T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","6"
"CLOSED    ","2015-10-16T00:00:00.000","2015-11-04T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","19"
"CLOSED    ","2015-10-19T00:00:00.000","2015-10-21T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-10-19T00:00:00.000","2015-10-22T00:00:00.000","Kensington","Parks and Trees","Condition of Assets in Parks","3"
"CLOSED    ","2015-12-07T00:00:00.000","2015-12-09T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-12-07T00:00:00.000","2015-12-22T00:00:00.000","West Melbourne","Parks and Trees","Tree Maintenance Services","15"
"CLOSED    ","2015-12-08T00:00:00.000","2015-12-11T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","3"
"CLOSED    ","2016-01-22T00:00:00.000","2016-01-26T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-01-22T00:00:00.000","2016-01-26T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-01-25T00:00:00.000","2016-02-17T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","23"
"CLOSED    ","2016-01-25T00:00:00.000","2016-01-27T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","2"
"CLOSED    ","2016-01-27T00:00:00.000","2016-02-01T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","5"
"CLOSED    ","2016-01-27T00:00:00.000","2016-02-02T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","6"
"CLOSED    ","2015-08-28T00:00:00.000","2015-09-02T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2015-08-31T00:00:00.000","2015-09-02T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-10-19T00:00:00.000","2015-11-05T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","17"
"CLOSED    ","2015-10-20T00:00:00.000","2015-11-06T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","17"
"CLOSED    ","2015-10-20T00:00:00.000","2015-11-12T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","23"
"CLOSED    ","2015-10-21T00:00:00.000","2015-10-21T00:00:00.000","Melbourne","Parking","Parking Compliance Services","1"
"CLOSED    ","2015-10-22T00:00:00.000","2015-10-29T00:00:00.000","Melbourne","Asset maintenance","Street Maintenance ","7"
"CLOSED    ","2015-10-22T00:00:00.000","2015-10-30T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2015-12-10T00:00:00.000","2015-12-14T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2015-12-10T00:00:00.000","2015-12-11T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-01-27T00:00:00.000","2016-02-02T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","6"
"CLOSED    ","2016-01-28T00:00:00.000","2016-02-16T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","19"
"CLOSED    ","2015-09-01T00:00:00.000","2015-09-14T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","13"
"CLOSED    ","2015-09-02T00:00:00.000","2015-09-09T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","7"
"CLOSED    ","2015-09-02T00:00:00.000","2015-09-03T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
