"inventory_item_id","inventory_description","location_description","signals_location_number","signals_location_id","signal_type","latitude","longitude","location"
"2048","SIGNAL - Equipment #: 8","INT - BROADWAY & HARGRAVE","1789","1070","VEHICLE","49.8874862399366","-97.1417133090779","POINT (-97.1417133090779 49.8874862399366)"
"1957","SIGNAL - Equipment #: 6","INT - ACADEMY & OAK","1032","722","VEHICLE","49.8736165299684","-97.1808560933041","POINT (-97.1808560933041 49.8736165299684)"
"640","SIGNAL - Equipment #: 5","INT - SHERBROOK & WILLIAM","1166","975","VEHICLE","49.9041325009917","-97.1558117372487","POINT (-97.1558117372487 49.9041325009917)"
"2209","SIGNAL - Equipment #: 9","INT - KING EDWARD & SKINNER (30m N OF LISMORE)","1594","590","VEHICLE","49.9191695548346","-97.2065862394789","POINT (-97.2065862394789 49.9191695548346)"
"1925","SIGNAL - Equipment #: 3","INT - INKSTER & KING EDWARD","1050","574","VEHICLE","49.9457675770848","-97.2066255678598","POINT (-97.2066255678598 49.9457675770848)"
"727","SIGNAL - Equipment #: 4","INT - MCGREGOR & MOUNTAIN","1665","502","VEHICLE","49.9239985783925","-97.1436685056966","POINT (-97.1436685056966 49.9239985783925)"
"1413","SIGNAL - Equipment #: 2","INT - INKSTER & MCPHILLIPS","1132","491","VEHICLE","49.9389917046868","-97.1600119699203","POINT (-97.1600119699203 49.9389917046868)"
"2333","SIGNAL - Equipment #: 1","INT - CENTURY & WELLINGTON","1353","605","VEHICLE","49.9012442606434","-97.2026416317288","POINT (-97.2026416317288 49.9012442606434)"
"1231","SIGNAL - Equipment #: 2","INT - BANNATYNE & MAIN","1690","986","VEHICLE","49.8979372666086","-97.1393268918676","POINT (-97.1393268918676 49.8979372666086)"
"1110","SIGNAL - Equipment #: 3","INT - REDWOOD & SALTER","1171","939","VEHICLE","49.9193032967946","-97.1375299123026","POINT (-97.1375299123026 49.9193032967946)"
"847","SIGNAL - Equipment #: 7","INT - ARLINGTON & INKSTER","1196","920","VEHICLE","49.934114808679","-97.1449467930015","POINT (-97.1449467930015 49.934114808679)"
"548","SIGNAL - Equipment #: 8","INT - ARLINGTON & NOTRE DAME","1134","895","VEHICLE","49.9041452779663","-97.1681819864691","POINT (-97.1681819864691 49.9041452779663)"
"1961","CABINET - Equipment #: 10","INT - ACADEMY & QUEENSTON","1105","652","VEHICLE","49.873781936405","-97.1864975668362","POINT (-97.1864975668362 49.873781936405)"
"404","SIGNAL - Equipment #: 9","INT - ACADEMY & STAFFORD","1811","725","VEHICLE","49.8739374217442","-97.1660375155828","POINT (-97.1660375155828 49.8739374217442)"
"1612","SIGNAL - Equipment #: 9","INT - MCPHILLIPS & STARDUST","1279","485","VEHICLE","49.9472777520628","-97.1527282773231","POINT (-97.1527282773231 49.9472777520628)"
"1518","SIGNAL - Equipment #: 5","INT - HENDERSON & MCIVOR","1687","309","VEHICLE","49.9541491824136","-97.0759802210924","POINT (-97.0759802210924 49.9541491824136)"
"1435","SIGNAL - Equipment #: 3","INT - BALMORAL & PORTAGE","1601","104","VEHICLE","49.8901058949315","-97.152786038391","POINT (-97.152786038391 49.8901058949315)"
"1498","SIGNAL - Equipment #: 4","INT - OSBORNE & YORK","1073","1052","VEHICLE","49.887353709656","-97.1497895110816","POINT (-97.1497895110816 49.887353709656)"
"927","SIGNAL - Equipment #: 2","INT - BALMORAL & NOTRE DAME","1013","979","VEHICLE","49.8991593142279","-97.1518470787344","POINT (-97.1518470787344 49.8991593142279)"
"1318","SIGNAL - Equipment #: 3","INT - ELLICE & YOUNG","1949","1016","VEHICLE","49.8928965785032","-97.1551204116339","POINT (-97.1551204116339 49.8928965785032)"
"468","CABINET - Equipment #: 10","INT - MCPHILLIPS & NOTRE DAME","1393","530","VEHICLE","49.9050921816133","-97.171214165449","POINT (-97.171214165449 49.9050921816133)"
"1166","SIGNAL - Equipment #: 7","INT - MACHRAY & SALTER","1259","925","VEHICLE","49.9253543226947","-97.1331640359478","POINT (-97.1331640359478 49.9253543226947)"
"874","SIGNAL - Equipment #: 4","INT - PRINCESS & WILLIAM","1116","971","VEHICLE","49.8995679946382","-97.141542002712","POINT (-97.141542002712 49.8995679946382)"
"1676","SIGNAL - Equipment #: 7","INT - ACADEMY & KENASTON","1312","653","VEHICLE","49.8746512906057","-97.2036746937725","POINT (-97.2036746937725 49.8746512906057)"
"2475","CABINET - Equipment #: 9","INT - EDMONTON & YORK","1966","1055","VEHICLE","49.8884067501748","-97.1451702091853","POINT (-97.1451702091853 49.8884067501748)"
"1383","SIGNAL - Equipment #: 3","INT - LOGAN & WESTON","1824","517","VEHICLE","49.9167637233017","-97.1798432646712","POINT (-97.1798432646712 49.9167637233017)"
"181","SIGNAL - Equipment #: 3","INT - MCDERMOT & SHERBROOK","1167","901","VEHICLE","49.90238885529005","-97.15722924131676","POINT (-97.15722924131676 49.90238885529005)"
"2293","SIGNAL - Equipment #: 3","INT - MAIN & PARTRIDGE","1290","1154","VEHICLE","49.9414887288038","-97.1143118936224","POINT (-97.1143118936224 49.9414887288038)"
"1252","SIGNAL - Equipment #: 3","INT - KING EDWARD & LOGAN","1216","584","VEHICLE","49.9251655463181","-97.2067893802499","POINT (-97.2067893802499 49.9251655463181)"
"2156","SIGNAL - Equipment #: 1","INT - SARGENT & ST. JAMES","1285","612","VEHICLE","49.8977555335114","-97.2005170695234","POINT (-97.2005170695234 49.8977555335114)"
"1874","SIGNAL - Equipment #: 6","INT - BORDER & DUBLIN","1357","596","VEHICLE","49.9116918045102","-97.2015192866215","POINT (-97.2015192866215 49.9116918045102)"
"1106","SIGNAL - Equipment #: 1","INT - LEILA & MCPHILLIPS","1139","481","VEHICLE","49.9535779877709","-97.1473845727711","POINT (-97.1473845727711 49.9535779877709)"
"2486","SIGNAL - Equipment #: 2","INT - KENNEDY & YORK","1006","1054","VEHICLE","49.8879696376072","-97.1461124777028","POINT (-97.1461124777028 49.8879696376072)"
"490","SIGNAL - Equipment #: 4","INT - ARLINGTON & ELLICE","1121","877","VEHICLE","49.8931400487785","-97.1687358693126","POINT (-97.1687358693126 49.8931400487785)"
"2093","SIGNAL - Equipment #: 5","INT - BROADWAY & SMITH","1275","1072","VEHICLE","49.887929869885","-97.1391029980462","POINT (-97.1391029980462 49.887929869885)"
"1826","SIGNAL - Equipment #: 9","INT - KING EDWARD & NOTRE DAME","1781","591","VEHICLE","49.9165950975732","-97.2067330032548","POINT (-97.2067330032548 49.9165950975732)"
"1208","SIGNAL - Equipment #: 6","INT - BANNATYNE & RORIE","1890","987","VEHICLE","49.897517139855","-97.1365264219238","POINT (-97.1365264219238 49.897517139855)"
"2003","SIGNAL - Equipment #: 9","INT - ACADEMY & LOCKWOOD","1272","654","VEHICLE","49.8743789871702","-97.2017326361697","POINT (-97.2017326361697 49.8743789871702)"
"660","CABINET - Equipment #: 8","INT - NOTRE DAME & WALL","1414","526","VEHICLE","49.9080557262784","-97.180470049347","POINT (-97.180470049347 49.9080557262784)"
"1340","SIGNAL - Equipment #: 5","INT - LEILA & WATSON","1906","479","VEHICLE","49.9547923791741","-97.1514308815483","POINT (-97.1514308815483 49.9547923791741)"
"694","SIGNAL - Equipment #: 8","INT - ERIN & NOTRE DAME","1409","524","VEHICLE","49.908939804263","-97.1833294003795","POINT (-97.1833294003795 49.908939804263)"
"446","SIGNAL - Equipment #: 1","INT - NASSAU & RIVER","1069","1080","VEHICLE","49.8782525835267","-97.1494123215267","POINT (-97.1494123215267 49.8782525835267)"
"1443","SIGNAL - Equipment #: 6","INT - CARLTON & NOTRE DAME","1281","995","VEHICLE","49.8978201374288","-97.1475523504374","POINT (-97.1475523504374 49.8978201374288)"
"1364","SIGNAL - Equipment #: 3","PC - DEE & LOGAN","1214","846","CORRIDOR","49.9227264011787","-97.1994425950473","POINT (-97.1994425950473 49.9227264011787)"
"1076","SIGNAL - Equipment #: 4","INT - SALTER & SELKIRK","1189","950","VEHICLE","49.9143777601286","-97.1413902976144","POINT (-97.1413902976144 49.9143777601286)"
"454","SIGNAL - Equipment #: 2","INT - ARLINGTON & ST. MATTHEWS","1118","871","VEHICLE","49.8899449558735","-97.1689762944651","POINT (-97.1689762944651 49.8899449558735)"
"1864","SIGNAL - Equipment #: 3","INT - BROADWAY & KENNEDY","1271","1067","VEHICLE","49.8864471309715","-97.1456336532123","POINT (-97.1456336532123 49.8864471309715)"
"2353","SIGNAL - Equipment #: 10","INT - BERRY & WELLINGTON","1436","603","VEHICLE","49.9016386442935","-97.2091787251934","POINT (-97.2091787251934 49.9016386442935)"
"2347","SIGNAL - Equipment #: 4","INT - CENTURY & WELLINGTON","1353","605","VEHICLE","49.901436845542","-97.2025956803295","POINT (-97.2025956803295 49.901436845542)"
"2057","SIGNAL - Equipment #: 6","INT - BROADWAY & DONALD","1274","1071","VEHICLE","49.8874712813766","-97.1400294702089","POINT (-97.1400294702089 49.8874712813766)"
"1741","SIGNAL - Equipment #: 6","INT - NOTRE DAME & ST. JAMES","1071","592","VEHICLE","49.9165859622734","-97.1988251555127","POINT (-97.1988251555127 49.9165859622734)"
"2088","CABINET - Equipment #: 10","INT - BROADWAY & SMITH","1275","1072","VEHICLE","49.8878235378429","-97.1386319005373","POINT (-97.1386319005373 49.8878235378429)"
"772","SIGNAL - Equipment #: 2","INT - KING & LOGAN","1472","961","VEHICLE","49.9030881485877","-97.1370909908563","POINT (-97.1370909908563 49.9030881485877)"
"2337","SIGNAL - Equipment #: 3","INT - HARGRAVE & YORK","1754","1057","VEHICLE","49.8887846147783","-97.1422195656341","POINT (-97.1422195656341 49.8887846147783)"
"1540","CABINET - Equipment #: 9","INT - CHIEF PEGUIS & HENDERSON","1783","313","VEHICLE","49.9481328518059","-97.0840096321443","POINT (-97.0840096321443 49.9481328518059)"
"794","SIGNAL - Equipment #: 5","INT - ELLEN & LOGAN","1110","959","VEHICLE","49.9048269260952","-97.143272546263","POINT (-97.143272546263 49.9048269260952)"
"615","SIGNAL - Equipment #: 4","INT - BURROWS & MCPHILLIPS","1359","507","VEHICLE","49.9266816364451","-97.1689865048733","POINT (-97.1689865048733 49.9266816364451)"
"2065","SIGNAL - Equipment #: 4","INT - DUBLIN & KING EDWARD","1382","595","VEHICLE","49.911903734844","-97.2059666694742","POINT (-97.2059666694742 49.911903734844)"
"1634","SIGNAL - Equipment #: 4","INT - JEFFERSON & MCPHILLIPS","1173","488","VEHICLE","49.9449511388058","-97.1548210751984","POINT (-97.1548210751984 49.9449511388058)"
"737","CABINET - Equipment #: 10","INT - DUBLIN & NOTRE DAME (MIDLAND)","1420","598","VEHICLE","49.9108482891622","-97.1897600951116","POINT (-97.1897600951116 49.9108482891622)"
"2507","SIGNAL - Equipment #: 9","INT - CATHEDRAL & MAIN","1112","926","VEHICLE","49.9239839170281","-97.1263492283138","POINT (-97.1263492283138 49.9239839170281)"
"472","SIGNAL - Equipment #: 4","INT - ARLINGTON & ST. MATTHEWS","1118","871","VEHICLE","49.8899822284278","-97.1692489954881","POINT (-97.1692489954881 49.8899822284278)"
"2146","SIGNAL - Equipment #: 3","INT - SARGENT & ST. JAMES","1285","612","VEHICLE","49.8979493278842","-97.2005061754758","POINT (-97.2005061754758 49.8979493278842)"
"1541","CABINET - Equipment #: 9","INT - ELLEN & WILLIAM","1426","972","VEHICLE","49.9007294319043","-97.1453167782805","POINT (-97.1453167782805 49.9007294319043)"
"2006","SIGNAL - Equipment #: 11","INT - NOTRE DAME & ST. JAMES","1071","592","VEHICLE","49.9161792356156","-97.1989712469969","POINT (-97.1989712469969 49.9161792356156)"
"2274","SIGNAL - Equipment #: 2","INT - DONALD & YORK","1388","1058","VEHICLE","49.8892581515499","-97.1412175513331","POINT (-97.1412175513331 49.8892581515499)"
"1536","CABINET - Equipment #: 9","INT - KING & WILLIAM","1248","970","VEHICLE","49.8991441720899","-97.1404753709692","POINT (-97.1404753709692 49.8991441720899)"
"1897","CABINET - Equipment #: 11","INT - FIFE & INKSTER","1062","490","VEHICLE","49.9409737710437","-97.1667578236981","POINT (-97.1667578236981 49.9409737710437)"
"1582","SIGNAL - Equipment #: 4","INT - MCPHILLIPS & TEMPLETON","1411","478","VEHICLE","49.9568623416193","-97.1442556724348","POINT (-97.1442556724348 49.9568623416193)"
"447","SIGNAL - Equipment #: 2","INT - NASSAU & RIVER","1069","1080","VEHICLE","49.8781154417342","-97.1493449600344","POINT (-97.1493449600344 49.8781154417342)"
"1951","CABINET - Equipment #: 9","INT - ACADEMY & OAK","1032","722","VEHICLE","49.8735968030089","-97.1811155316035","POINT (-97.1811155316035 49.8735968030089)"
"2128","SIGNAL - Equipment #: 5","INT - ST. JAMES & WELLINGTON","1434","606","VEHICLE","49.9013438050877","-97.1998404171556","POINT (-97.1998404171556 49.9013438050877)"
"565","SIGNAL - Equipment #: 4","INT - JARVIS & MCPHILLIPS","1610","512","VEHICLE","49.9189974714732","-97.1701856342418","POINT (-97.1701856342418 49.9189974714732)"
"324","SIGNAL - Equipment #: 6","INT - BROADWAY & MARYLAND","1696","737","VEHICLE","49.8857560208989","-97.1605149716825","POINT (-97.1605149716825 49.8857560208989)"
"835","SIGNAL - Equipment #: 6","INT - ISABEL & WILLIAM","1550","973","VEHICLE","49.9021353215277","-97.1495357555248","POINT (-97.1495357555248 49.9021353215277)"
"1902","SIGNAL - Equipment #: 9","INT - FIFE & INKSTER","1062","490","VEHICLE","49.9408850038544","-97.1663456877384","POINT (-97.1663456877384 49.9408850038544)"
"501","SIGNAL - Equipment #: 5","INT - ARLINGTON & SARGENT","1123","552","VEHICLE","49.8967213052056","-97.1686878620366","POINT (-97.1686878620366 49.8967213052056)"
"1094","SIGNAL - Equipment #: 5","INT - BURROWS & SALTER","1190","940","VEHICLE","49.9174211124792","-97.1394338153004","POINT (-97.1394338153004 49.9174211124792)"
"1795","SIGNAL - Equipment #: 5","INT - DUBLIN & ST. JAMES","1288","597","VEHICLE","49.9112962096631","-97.199101963115","POINT (-97.199101963115 49.9112962096631)"
"681","SIGNAL - Equipment #: 6","INT - ARLINGTON & REDWOOD","1168","933","VEHICLE","49.9242936646498","-97.1524406712887","POINT (-97.1524406712887 49.9242936646498)"
"1835","SIGNAL - Equipment #: 4","INT - CUMBERLAND & HARGRAVE","1757","1008","VEHICLE","49.8961569948125","-97.1461748792895","POINT (-97.1461748792895 49.8961569948125)"
"350","SIGNAL - Equipment #: 3","INT - SHERBROOK & WESTMINSTER","1970","1086","VEHICLE","49.8818645157811","-97.1593294756151","POINT (-97.1593294756151 49.8818645157811)"
"2280","SIGNAL - Equipment #: 8","INT - DONALD & YORK","1388","1058","VEHICLE","49.8890746860595","-97.1412043407488","POINT (-97.1412043407488 49.8890746860595)"
"620","SIGNAL - Equipment #: 9","INT - BURROWS & MCPHILLIPS","1359","507","VEHICLE","49.9271179353587","-97.1694123634241","POINT (-97.1694123634241 49.9271179353587)"
"2496","SIGNAL - Equipment #: 5","INT - MEMORIAL & ST. MARY","1585","1050","VEHICLE","49.8887212762042","-97.1499589143455","POINT (-97.1499589143455 49.8887212762042)"
"1992","SIGNAL - Equipment #: 7","INT - ACADEMY & LANARK","1562","655","VEHICLE","49.8741614210175","-97.1968887371878","POINT (-97.1968887371878 49.8741614210175)"
"180","SIGNAL - Equipment #: 2","INT - MCDERMOT & SHERBROOK","1167","901","VEHICLE","49.9023453552955","-97.15722184252886","POINT (-97.15722184252886 49.9023453552955)"
"2208","SIGNAL - Equipment #: 1","INT - KING EDWARD & SKINNER (30m N OF LISMORE)","1594","590","VEHICLE","49.9191313868862","-97.2067449353075","POINT (-97.2067449353075 49.9191313868862)"
"2370","SIGNAL - Equipment #: 9","INT - BERRY & SARGENT","1514","609","VEHICLE","49.8981906206839","-97.2094799291198","POINT (-97.2094799291198 49.8981906206839)"
"1882","SIGNAL - Equipment #: 5","INT - DONALD & ELLICE","1211","1003","VEHICLE","49.894945621617","-97.1443510258875","POINT (-97.1443510258875 49.894945621617)"
"675","SIGNAL - Equipment #: 2","INT - ARLINGTON & REDWOOD","1168","933","VEHICLE","49.9242841153229","-97.1528870896917","POINT (-97.1528870896917 49.9242841153229)"
"1211","CABINET - Equipment #: 9","INT - BANNATYNE & RORIE","1890","987","VEHICLE","49.8975761870834","-97.1368833803628","POINT (-97.1368833803628 49.8975761870834)"
"611","SIGNAL - Equipment #: 3","INT - ARLINGTON & SELKIRK","1315","908","VEHICLE","49.9192504504886","-97.1563620063674","POINT (-97.1563620063674 49.9192504504886)"
"1018","SIGNAL - Equipment #: 8","INT - DUFFERIN & SALTER","1527","189","VEHICLE","49.9119926387927","-97.143321309303","POINT (-97.143321309303 49.9119926387927)"
"2545","CABINET - Equipment #: 8","INT - ELLICE & KING EDWARD","1065","619","VEHICLE","49.8943359864786","-97.2078860456801","POINT (-97.2078860456801 49.8943359864786)"
"432","SIGNAL - Equipment #: 1","INT - BROADWAY & PORTAGE","1730","781","VEHICLE","49.8867446805471","-97.1645860735754","POINT (-97.1645860735754 49.8867446805471)"
"2149","SIGNAL - Equipment #: 6","INT - SARGENT & ST. JAMES","1285","612","VEHICLE","49.8979345157366","-97.2000885516061","POINT (-97.2000885516061 49.8979345157366)"
"2052","SIGNAL - Equipment #: 1","INT - BROADWAY & DONALD","1274","1071","VEHICLE","49.8877653942884","-97.14041231002","POINT (-97.14041231002 49.8877653942884)"
"2534","SIGNAL - Equipment #: 14","INT - INKSTER & MAIN","1133","209","VEHICLE","49.9272794318505","-97.1232693717763","POINT (-97.1232693717763 49.9272794318505)"
"1965","SIGNAL - Equipment #: 1","INT - ACADEMY & LANARK","1562","655","VEHICLE","49.8742031182113","-97.1971021509223","POINT (-97.1971021509223 49.8742031182113)"
"759","SIGNAL - Equipment #: 8","INT - BURROWS & MCGREGOR","1083","937","VEHICLE","49.9195255569594","-97.1467428033317","POINT (-97.1467428033317 49.9195255569594)"
"2043","SIGNAL - Equipment #: 3","INT - BROADWAY & HARGRAVE","1789","1070","VEHICLE","49.8871755676164","-97.1413366231491","POINT (-97.1413366231491 49.8871755676164)"
"972","SIGNAL - Equipment #: 5","INT - KING & MCDERMOT","1663","991","VEHICLE","49.8974517683078","-97.1418467669752","POINT (-97.1418467669752 49.8974517683078)"
"1333","SIGNAL - Equipment #: 4","INT - KEEWATIN & LOGAN","1255","589","VEHICLE","49.9215716985363","-97.1953579608136","POINT (-97.1953579608136 49.9215716985363)"
"1872","CABINET - Equipment #: 9","INT - MARYLAND & WESTMINSTER","1705","1087","VEHICLE","49.8819072243518","-97.1607364513541","POINT (-97.1607364513541 49.8819072243518)"
"1417","SIGNAL - Equipment #: 5","INT - INKSTER & MCPHILLIPS","1132","491","VEHICLE","49.9389087513667","-97.160355734758","POINT (-97.160355734758 49.9389087513667)"
"644","SIGNAL - Equipment #: 1","INT - SHERBROOK & WILLIAM","1166","975","VEHICLE","49.9042357631343","-97.1554889131769","POINT (-97.1554889131769 49.9042357631343)"
"752","SIGNAL - Equipment #: 2","INT - LOGAN & MAIN","1464","806","VEHICLE","49.9027455468695","-97.1359627974522","POINT (-97.1359627974522 49.9027455468695)"
"1290","SIGNAL - Equipment #: 1","INT - BANNATYNE & ELLEN","1038","982","VEHICLE","49.8997749907486","-97.1460556971692","POINT (-97.1460556971692 49.8997749907486)"
"266","SIGNAL - Equipment #: 7","INT - CUMBERLAND & MARYLAND","1545","898","VEHICLE","49.901483311796","-97.159478326555","POINT (-97.159478326555 49.901483311796)"
"958","SIGNAL - Equipment #: 5","INT - BANNATYNE & ISABEL","1218","977","VEHICLE","49.9012978916192","-97.1501385409978","POINT (-97.1501385409978 49.9012978916192)"
"2103","SIGNAL - Equipment #: 4","INT - BURROWS & KEEWATIN","1142","581","VEHICLE","49.9384143111247","-97.1949166740382","POINT (-97.1949166740382 49.9384143111247)"
"1911","SIGNAL - Equipment #: 6","INT - INKSTER & SHEPPARD","1111","487","VEHICLE","49.9441806333337","-97.1754614260872","POINT (-97.1754614260872 49.9441806333337)"
"1819","SIGNAL - Equipment #: 4","INT - CARLTON & CUMBERLAND","1885","1007","VEHICLE","49.8968086047398","-97.1481883466115","POINT (-97.1481883466115 49.8968086047398)"
"1829","SIGNAL - Equipment #: 10","INT - KING EDWARD & NOTRE DAME","1781","591","VEHICLE","49.9165695001132","-97.2065949999204","POINT (-97.2065949999204 49.9165695001132)"
"1495","CABINET - Equipment #: 10","INT - OSBORNE & YORK","1073","1052","VEHICLE","49.8876165001532","-97.149628436358","POINT (-97.149628436358 49.8876165001532)"
"2290","CABINET - Equipment #: 8","INT - MAIN & PARTRIDGE","1290","1154","VEHICLE","49.9413636920636","-97.1138167262191","POINT (-97.1138167262191 49.9413636920636)"
"1196","SIGNAL - Equipment #: 4","INT - BALMORAL & SARGENT","1669","1009","VEHICLE","49.8961127116446","-97.1521765303637","POINT (-97.1521765303637 49.8961127116446)"
"581","SIGNAL - Equipment #: 7","INT - ARLINGTON & LOGAN","1182","519","VEHICLE","49.91102912751295","-97.1625671936131","POINT (-97.1625671936131 49.91102912751295)"
"1671","SIGNAL - Equipment #: 2","INT - ACADEMY & KENASTON","1312","653","VEHICLE","49.8744272331508","-97.2034988796913","POINT (-97.2034988796913 49.8744272331508)"
"288","SIGNAL - Equipment #: 4","INT - ELLICE & MARYLAND","1339","886","VEHICLE","49.8930649088727","-97.1600672827308","POINT (-97.1600672827308 49.8930649088727)"
"1520","SIGNAL - Equipment #: 5","INT - ALEXANDER & MAIN","1484","297","VEHICLE","49.9015643998976","-97.1363242638419","POINT (-97.1363242638419 49.9015643998976)"
"1099","SIGNAL - Equipment #: 9","INT - BURROWS & SALTER","1190","940","VEHICLE","49.917210705296","-97.1391507344988","POINT (-97.1391507344988 49.917210705296)"
"1120","SIGNAL - Equipment #: 6","INT - LEILA & MCPHILLIPS","1139","481","VEHICLE","49.9533844868169","-97.1478604514361","POINT (-97.1478604514361 49.9533844868169)"
"1253","SIGNAL - Equipment #: 8","INT - BANNATYNE & MAIN","1690","986","VEHICLE","49.8977948308567","-97.1390410825016","POINT (-97.1390410825016 49.8977948308567)"
"552","SIGNAL - Equipment #: 2","INT - ARLINGTON & WILLIAM","1526","902","VEHICLE","49.9075026810762","-97.1655802484607","POINT (-97.1655802484607 49.9075026810762)"
"905","SIGNAL - Equipment #: 4","INT - BALMORAL & CUMBERLAND","1685","981","VEHICLE","49.89829102267","-97.1523446671078","POINT (-97.1523446671078 49.89829102267)"
"411","SIGNAL - Equipment #: 4","INT - ACADEMY & HARROW","1954","863","VEHICLE","49.8741106489365","-97.169242135359","POINT (-97.169242135359 49.8741106489365)"
"1709","SIGNAL - Equipment #: 8","INT - JEFFERSON & SALTER","1962","917","VEHICLE","49.9356289011344","-97.1252797517248","POINT (-97.1252797517248 49.9356289011344)"
"1305","SIGNAL - Equipment #: 7","INT - ELLICE & SPENCE","1720","1015","VEHICLE","49.8926324918564","-97.1537892697909","POINT (-97.1537892697909 49.8926324918564)"
"1401","SIGNAL - Equipment #: 9","INT - MACHRAY & MCPHILLIPS","1143","497","VEHICLE","49.9351543997511","-97.1636073878541","POINT (-97.1636073878541 49.9351543997511)"
"598","SIGNAL - Equipment #: 8","INT - MCPHILLIPS & SELKIRK","1361","508","VEHICLE","49.9237087740803","-97.16967031987","POINT (-97.16967031987 49.9237087740803)"
"2504","SIGNAL - Equipment #: 4","INT - CATHEDRAL & MAIN","1112","926","VEHICLE","49.9240165062111","-97.1258067775838","POINT (-97.1258067775838 49.9240165062111)"
"529","SIGNAL - Equipment #: 2","INT - LOGAN & MCPHILLIPS","1129","516","VEHICLE","49.9137071929918","-97.1707880565798","POINT (-97.1707880565798 49.9137071929918)"
"1353","SIGNAL - Equipment #: 4","INT - LEILA & 157m E OF MCPHILLIPS (GARDEN CITY)","1147","476","VEHICLE","49.9526429510991","-97.1451853293334","POINT (-97.1451853293334 49.9526429510991)"
"2133","SIGNAL - Equipment #: 10","INT - ST. JAMES & WELLINGTON","1434","606","VEHICLE","49.9011657735445","-97.2001768162438","POINT (-97.2001768162438 49.9011657735445)"
"2080","CABINET - Equipment #: 9","INT - DUBLIN & KING EDWARD","1382","595","VEHICLE","49.9116696258507","-97.2064670562306","POINT (-97.2064670562306 49.9116696258507)"
"1148","SIGNAL - Equipment #: 10","INT - INKSTER & SALTER","1198","923","VEHICLE","49.9290320618795","-97.1306769724752","POINT (-97.1306769724752 49.9290320618795)"
"1918","SIGNAL - Equipment #: 3","INT - INKSTER & MANDALAY","1470","483","VEHICLE","49.9457875682147","-97.1824589059145","POINT (-97.1824589059145 49.9457875682147)"
"280","SIGNAL - Equipment #: 3","INT - MARYLAND & SARGENT","1780","893","VEHICLE","49.8967019306533","-97.16004499792345","POINT (-97.16004499792345 49.8967019306533)"
"420","SIGNAL - Equipment #: 3","INT - HUGO & WELLINGTON CRES","1088","1093","VEHICLE","49.8733830117342","-97.1520697143265","POINT (-97.1520697143265 49.8733830117342)"
"1170","SIGNAL - Equipment #: 3","INT - LEILA & SINCLAIR","1587","474","VEHICLE","49.949484846046","-97.1357269719053","POINT (-97.1357269719053 49.949484846046)"
"1942","SIGNAL - Equipment #: 4","INT - BURROWS & SHEPPARD","1829","811","VEHICLE","49.931230367605","-97.1827172083746","POINT (-97.1827172083746 49.931230367605)"
"2027","SIGNAL - Equipment #: 10","INT - KINGSWAY & OAK","1097","861","VEHICLE","49.8702934336242","-97.1814479709401","POINT (-97.1814479709401 49.8702934336242)"
"2275","SIGNAL - Equipment #: 3","INT - DONALD & YORK","1388","1058","VEHICLE","49.8892927541401","-97.1410007260379","POINT (-97.1410007260379 49.8892927541401)"
"705","SIGNAL - Equipment #: 2","INT - FLINT & NOTRE DAME","1794","599","VEHICLE","49.9106455049582","-97.188119325522","POINT (-97.188119325522 49.9106455049582)"
"1394","CABINET - Equipment #: 8","INT - ALEXANDER & KING","1348","963","VEHICLE","49.9021714738657","-97.1380218419291","POINT (-97.1380218419291 49.9021714738657)"
"2131","SIGNAL - Equipment #: 8","INT - ST. JAMES & WELLINGTON","1434","606","VEHICLE","49.9011335208901","-97.2001688048027","POINT (-97.2001688048027 49.9011335208901)"
"1579","SIGNAL - Equipment #: 7","INT - MCPHILLIPS & TEMPLETON","1411","478","VEHICLE","49.9569943946049","-97.1446848834289","POINT (-97.1446848834289 49.9569943946049)"
"494","SIGNAL - Equipment #: 8","INT - ARLINGTON & ELLICE","1121","877","VEHICLE","49.8933636279935","-97.1689132440206","POINT (-97.1689132440206 49.8933636279935)"
"1845","SIGNAL - Equipment #: 4","INT - BORDER & DUBLIN","1357","596","VEHICLE","49.911646329381","-97.201886293601","POINT (-97.201886293601 49.911646329381)"
"1287","SIGNAL - Equipment #: 6","INT - BANNATYNE & HARGRAVE","1421","983","VEHICLE","49.8991899486479","-97.1442381382219","POINT (-97.1442381382219 49.8991899486479)"
"243","SIGNAL - Equipment #: 3","INT - ELLICE & SHERBROOK","1675","565","VEHICLE","49.8930621505359","-97.1586284949317","POINT (-97.1586284949317 49.8930621505359)"
"821","SIGNAL - Equipment #: 3","INT - DUFFERIN & MCGREGOR","1740","946","VEHICLE","49.9141566650371","-97.1508983784685","POINT (-97.1508983784685 49.9141566650371)"
"1930","SIGNAL - Equipment #: 8","INT - INKSTER & KING EDWARD","1050","574","VEHICLE","49.946063528687","-97.2070210559776","POINT (-97.2070210559776 49.946063528687)"
"1812","SIGNAL - Equipment #: 5","INT - KING EDWARD & NOTRE DAME","1781","591","VEHICLE","49.9162815096662","-97.2069779472126","POINT (-97.2069779472126 49.9162815096662)"
"1324","SIGNAL - Equipment #: 3","INT - KING & RUPERT","1347","966","VEHICLE","49.9011630126186","-97.1388754954408","POINT (-97.1388754954408 49.9011630126186)"
