"inventory_item_id","inventory_description","location_description","signals_location_number","signals_location_id","signal_type","latitude","longitude","location"
"1229","SIGNAL - Equipment #: 6","INT - LEILA & SINCLAIR","1587","474","VEHICLE","49.9495674272922","-97.1359782783284","POINT (-97.1359782783284 49.9495674272922)"
"1468","SIGNAL - Equipment #: 10","INT - ALEXANDER & PRINCESS","1316","962","VEHICLE","49.90255903696965","-97.13962389107475","POINT (-97.13962389107475 49.90255903696965)"
"643","SIGNAL - Equipment #: 2","INT - SHERBROOK & WILLIAM","1166","975","VEHICLE","49.9042028887802","-97.1554666703558","POINT (-97.1554666703558 49.9042028887802)"
"1033","SIGNAL - Equipment #: 17","INT - LEILA & MCGREGOR","1784","915","VEHICLE","49.9465986734749","-97.1263534351089","POINT (-97.1263534351089 49.9465986734749)"
"1234","SIGNAL - Equipment #: 7","INT - LEILA & SINCLAIR","1587","474","VEHICLE","49.9496941713174","-97.1359420315573","POINT (-97.1359420315573 49.9496941713174)"
"1578","SIGNAL - Equipment #: 8","INT - MCPHILLIPS & TEMPLETON","1411","478","VEHICLE","49.9570445694056","-97.1447158087571","POINT (-97.1447158087571 49.9570445694056)"
"1944","SIGNAL - Equipment #: 6","INT - BURROWS & SHEPPARD","1829","811","VEHICLE","49.9311255772035","-97.1828155429483","POINT (-97.1828155429483 49.9311255772035)"
"1881","SIGNAL - Equipment #: 4","INT - DONALD & ELLICE","1211","1003","VEHICLE","49.894911242395","-97.1442931618246","POINT (-97.1442931618246 49.894911242395)"
"2015","SIGNAL - Equipment #: 6","INT - KINGSWAY & STAFFORD","1512","721","VEHICLE","49.8734083556769","-97.1659741499847","POINT (-97.1659741499847 49.8734083556769)"
"712","SIGNAL - Equipment #: 3","INT - MOUNTAIN & PARR","1184","929","VEHICLE","49.9258830291583","-97.1487632702633","POINT (-97.1487632702633 49.9258830291583)"
"1635","SIGNAL - Equipment #: 3","INT - JEFFERSON & MCPHILLIPS","1173","488","VEHICLE","49.9449749285609","-97.1547190664896","POINT (-97.1547190664896 49.9449749285609)"
"1646","SIGNAL - Equipment #: 10","INT - INKSTER & KEEWATIN","1144","572","VEHICLE","49.9460816133245","-97.1953351752844","POINT (-97.1953351752844 49.9460816133245)"
"1496","SIGNAL - Equipment #: 2","INT - OSBORNE & YORK","1073","1052","VEHICLE","49.8875939782915","-97.1497084943404","POINT (-97.1497084943404 49.8875939782915)"
"2083","SIGNAL - Equipment #: 7","INT - DUBLIN & KING EDWARD","1382","595","VEHICLE","49.9115817161835","-97.2061555388294","POINT (-97.2061555388294 49.9115817161835)"
"2018","CABINET - Equipment #: 9","INT - KINGSWAY & STAFFORD","1512","721","VEHICLE","49.8735411966326","-97.1656579031615","POINT (-97.1656579031615 49.8735411966326)"
"2111","CABINET - Equipment #: 9","INT - BORDER & DUBLIN","1357","596","VEHICLE","49.9114183044958","-97.2014640098062","POINT (-97.2014640098062 49.9114183044958)"
"1681","SIGNAL - Equipment #: 2","INT - JAMES & MAIN","1684","968","VEHICLE","49.9001964683766","-97.1381276270557","POINT (-97.1381276270557 49.9001964683766)"
"1119","SIGNAL - Equipment #: 5","INT - LEILA & MCPHILLIPS","1139","481","VEHICLE","49.9532420970177","-97.1477368130648","POINT (-97.1477368130648 49.9532420970177)"
"568","SIGNAL - Equipment #: 7","INT - JARVIS & MCPHILLIPS","1610","512","VEHICLE","49.9192423334079","-97.1699423039044","POINT (-97.1699423039044 49.9192423334079)"
"2413","SIGNAL - Equipment #: 2","INT - WATERFRONT & YORK","1856","286","VEHICLE","49.8912056881392","-97.1325241908305","POINT (-97.1325241908305 49.8912056881392)"
"1716","SIGNAL - Equipment #: 2","INT - JEFFERSON & SALTER","1962","917","VEHICLE","49.9355857522634","-97.1250399122281","POINT (-97.1250399122281 49.9355857522634)"
"1672","SIGNAL - Equipment #: 3","INT - ACADEMY & KENASTON","1312","653","VEHICLE","49.8744341094609","-97.2037122136401","POINT (-97.2037122136401 49.8744341094609)"
"1100","SIGNAL - Equipment #: 12","INT - BURROWS & SALTER","1190","940","VEHICLE","49.9170976801553","-97.1391505591427","POINT (-97.1391505591427 49.9170976801553)"
"1080","SIGNAL - Equipment #: 9","INT - SALTER & SELKIRK","1189","950","VEHICLE","49.9148210892071","-97.1409025520475","POINT (-97.1409025520475 49.9148210892071)"
"883","SIGNAL - Equipment #: 4","INT - DUFFERIN & SALTER","1527","189","VEHICLE","49.9116600658827","-97.1430853223486","POINT (-97.1430853223486 49.9116600658827)"
"1463","SIGNAL - Equipment #: 7","INT - HARGRAVE & NOTRE DAME","1269","996","VEHICLE","49.8971410745602","-97.1455333369553","POINT (-97.1455333369553 49.8971410745602)"
"466","SIGNAL - Equipment #: 9","INT - MCPHILLIPS & NOTRE DAME","1393","530","VEHICLE","49.9052668897478","-97.1712949534127","POINT (-97.1712949534127 49.9052668897478)"
"1411","CABINET - Equipment #: 13","INT - INKSTER & MCPHILLIPS","1132","491","VEHICLE","49.9391143747143","-97.1598369940988","POINT (-97.1598369940988 49.9391143747143)"
"678","CABINET - Equipment #: 9","INT - NOTRE DAME & WESTON","1404","525","VEHICLE","49.9090911911024","-97.1836472279615","POINT (-97.1836472279615 49.9090911911024)"
"2503","SIGNAL - Equipment #: 3","INT - CATHEDRAL & MAIN","1112","926","VEHICLE","49.9240788073053","-97.1259998520954","POINT (-97.1259998520954 49.9240788073053)"
"349","SIGNAL - Equipment #: 4","INT - SHERBROOK & WESTMINSTER","1970","1086","VEHICLE","49.8817430507563","-97.1593495417897","POINT (-97.1593495417897 49.8817430507563)"
"271","SIGNAL - Equipment #: 7","INT - BROADWAY & SHERBROOK","1282","1062","VEHICLE","49.8858508121768","-97.1590735605424","POINT (-97.1590735605424 49.8858508121768)"
"1255","SIGNAL - Equipment #: 4","INT - KING EDWARD & LOGAN","1216","584","VEHICLE","49.9251856338583","-97.2069757648703","POINT (-97.2069757648703 49.9251856338583)"
"2526","SIGNAL - Equipment #: 5","INT - KING EDWARD & SARGENT","1367","610","VEHICLE","49.8979730107089","-97.2075690698739","POINT (-97.2075690698739 49.8979730107089)"
"2114","SIGNAL - Equipment #: 3","INT - ST. JAMES & SASKATCHEWAN","1779","602","VEHICLE","49.9061683721387","-97.1995025179722","POINT (-97.1995025179722 49.9061683721387)"
"619","SIGNAL - Equipment #: 8","INT - BURROWS & MCPHILLIPS","1359","507","VEHICLE","49.9269900789613","-97.1693784978723","POINT (-97.1693784978723 49.9269900789613)"
"1991","SIGNAL - Equipment #: 6","INT - ACADEMY & LANARK","1562","655","VEHICLE","49.8741947369518","-97.196812004488","POINT (-97.196812004488 49.8741947369518)"
"1739","SIGNAL - Equipment #: 8","INT - NOTRE DAME & ST. JAMES","1071","592","VEHICLE","49.9164380097058","-97.1986463803854","POINT (-97.1986463803854 49.9164380097058)"
"1905","SIGNAL - Equipment #: 1","INT - INKSTER & SHEPPARD","1111","487","VEHICLE","49.9438815276778","-97.1759789684092","POINT (-97.1759789684092 49.9438815276778)"
"2315","SIGNAL - Equipment #: 4","INT - MAIN & YORK","1263","285","VEHICLE","49.8902666197566","-97.135945192692","POINT (-97.135945192692 49.8902666197566)"
"2329","SIGNAL - Equipment #: 9","INT - MAIN & YORK","1263","285","VEHICLE","49.8905699784239","-97.1354592165892","POINT (-97.1354592165892 49.8905699784239)"
"485","SIGNAL - Equipment #: 3","INT - ARLINGTON & ELLICE","1121","877","VEHICLE","49.8931669568264","-97.1687002031158","POINT (-97.1687002031158 49.8931669568264)"
"1202","SIGNAL - Equipment #: 3","INT - BANNATYNE & RORIE","1890","987","VEHICLE","49.8976836083342","-97.1367384599963","POINT (-97.1367384599963 49.8976836083342)"
"608","SIGNAL - Equipment #: 2","INT - ARLINGTON & SELKIRK","1315","908","VEHICLE","49.91936549182615","-97.1563138775645","POINT (-97.1563138775645 49.91936549182615)"
"1017","SIGNAL - Equipment #: 7","INT - DUFFERIN & SALTER","1527","189","VEHICLE","49.9119061110314","-97.1434167682933","POINT (-97.1434167682933 49.9119061110314)"
"819","SIGNAL - Equipment #: 2","INT - DUFFERIN & MCGREGOR","1740","946","VEHICLE","49.9142775369203","-97.1507924003865","POINT (-97.1507924003865 49.9142775369203)"
"2206","SIGNAL - Equipment #: 5","INT - FORT & YORK","1162","282","VEHICLE","49.8900392800742","-97.1369309847397","POINT (-97.1369309847397 49.8900392800742)"
"1770","CABINET - Equipment #: 9","INT - MAIN & MARKET","1688","969","VEHICLE","49.8995835515109","-97.1386063115857","POINT (-97.1386063115857 49.8995835515109)"
"1901","SIGNAL - Equipment #: 8","INT - FIFE & INKSTER","1062","490","VEHICLE","49.9410062772237","-97.166339239437","POINT (-97.166339239437 49.9410062772237)"
"1629","SIGNAL - Equipment #: 8","INT - JEFFERSON & MCPHILLIPS","1173","488","VEHICLE","49.9452371496214","-97.1551150805349","POINT (-97.1551150805349 49.9452371496214)"
"281","SIGNAL - Equipment #: 6","INT - BROADWAY & SHERBROOK","1282","1062","VEHICLE","49.8858926375531","-97.1591144543753","POINT (-97.1591144543753 49.8858926375531)"
"2055","SIGNAL - Equipment #: 4","INT - BROADWAY & DONALD","1274","1071","VEHICLE","49.8876154141497","-97.1400386644454","POINT (-97.1400386644454 49.8876154141497)"
"1996","SIGNAL - Equipment #: 2","INT - ACADEMY & LOCKWOOD","1272","654","VEHICLE","49.8743957238858","-97.202197858176","POINT (-97.202197858176 49.8743957238858)"
"201","CABINET - Equipment #: 10","INT - NOTRE DAME & SHERBROOK","1538","543","VEHICLE","49.9012183074175","-97.1582101866256","POINT (-97.1582101866256 49.9012183074175)"
"2531","SIGNAL - Equipment #: 1","INT - KING EDWARD & SARGENT","1367","610","VEHICLE","49.8981221385561","-97.2072259407263","POINT (-97.2072259407263 49.8981221385561)"
"270","CABINET - Equipment #: 9","INT - BROADWAY & SHERBROOK","1282","1062","VEHICLE","49.8856759532622","-97.1590628318005","POINT (-97.1590628318005 49.8856759532622)"
"957","SIGNAL - Equipment #: 4","INT - BANNATYNE & ISABEL","1218","977","VEHICLE","49.9012819011311","-97.1501935593621","POINT (-97.1501935593621 49.9012819011311)"
"302","SIGNAL - Equipment #: 2","INT - MARYLAND & PORTAGE","1702","782","VEHICLE","49.8882219184473","-97.1603933684389","POINT (-97.1603933684389 49.8882219184473)"
"2026","SIGNAL - Equipment #: 8","INT - KINGSWAY & OAK","1097","861","VEHICLE","49.8702671531575","-97.1814566908761","POINT (-97.1814566908761 49.8702671531575)"
"257","SIGNAL - Equipment #: 8","INT - PORTAGE & SHERBROOK","1711","783","VEHICLE","49.8884915735121","-97.1592172167327","POINT (-97.1592172167327 49.8884915735121)"
"161","SIGNAL - Equipment #: 7","INT - BANNATYNE & SHERBROOK","1165","976","VEHICLE","49.9033570038994","-97.1564486605052","POINT (-97.1564486605052 49.9033570038994)"
"1704","SIGNAL - Equipment #: 3","INT - LOMBARD & RORIE","1103","1036","VEHICLE","49.89624245719","-97.1370838129883","POINT (-97.1370838129883 49.89624245719)"
"1243","SIGNAL - Equipment #: 11","INT - BALMORAL & ELLICE","1650","125","VEHICLE","49.8929554418637","-97.1523249816977","POINT (-97.1523249816977 49.8929554418637)"
"169","SIGNAL - Equipment #: 8","INT - BANNATYNE & SHERBROOK","1165","976","VEHICLE","49.9032557466051","-97.1562067854392","POINT (-97.1562067854392 49.9032557466051)"
"2518","SIGNAL - Equipment #: 5","INT - MAIN & MOUNTAIN","1699","201","VEHICLE","49.9194235934587","-97.1290846648997","POINT (-97.1290846648997 49.9194235934587)"
"1147","SIGNAL - Equipment #: 8","INT - INKSTER & SALTER","1198","923","VEHICLE","49.9292265071535","-97.1301926555973","POINT (-97.1301926555973 49.9292265071535)"
"1200","CABINET - Equipment #: 9","INT - BALMORAL & SARGENT","1669","1009","VEHICLE","49.8963753211721","-97.1521527378074","POINT (-97.1521527378074 49.8963753211721)"
"1810","SIGNAL - Equipment #: 3","INT - KING EDWARD & NOTRE DAME","1781","591","VEHICLE","49.9163010000371","-97.2067763486171","POINT (-97.2067763486171 49.9163010000371)"
"369","SIGNAL - Equipment #: 2","INT - ACADEMY & WELLINGTON CRES","1078","726","VEHICLE","49.8772674514376","-97.1632089983223","POINT (-97.1632089983223 49.8772674514376)"
"1041","SIGNAL - Equipment #: 2","INT - MCPHILLIPS & REDWOOD","1363","506","VEHICLE","49.9292935198939","-97.1685347223565","POINT (-97.1685347223565 49.9292935198939)"
"2483","CABINET - Equipment #: 9","INT - KENNEDY & YORK","1006","1054","VEHICLE","49.8881448293074","-97.1462779754549","POINT (-97.1462779754549 49.8881448293074)"
"586","SIGNAL - Equipment #: 1","INT - ARLINGTON & DUFFERIN","1589","906","VEHICLE","49.9168126120613","-97.1586479358357","POINT (-97.1586479358357 49.9168126120613)"
"1293","SIGNAL - Equipment #: 3","INT - ELLICE & SPENCE","1720","1015","VEHICLE","49.8929205531955","-97.153794855","POINT (-97.153794855 49.8929205531955)"
"371","SIGNAL - Equipment #: 1","INT - ARCHIBALD & FERMOR","1195","368","VEHICLE","49.8566727551951","-97.088040617823","POINT (-97.088040617823 49.8566727551951)"
"1024","SIGNAL - Equipment #: 13","INT - DUFFERIN & SALTER","1527","189","VEHICLE","49.9121126680195","-97.1422702250211","POINT (-97.1422702250211 49.9121126680195)"
"783","SIGNAL - Equipment #: 5","INT - LOGAN & PRINCESS","1476","960","VEHICLE","49.9032969652202","-97.1384803685733","POINT (-97.1384803685733 49.9032969652202)"
"2266","SIGNAL - Equipment #: 1","INT - SMITH & YORK","1580","1059","VEHICLE","49.8895421281272","-97.1398878802595","POINT (-97.1398878802595 49.8895421281272)"
"1422","SIGNAL - Equipment #: 10","INT - INKSTER & MCPHILLIPS","1132","491","VEHICLE","49.9392904375097","-97.1602412362633","POINT (-97.1602412362633 49.9392904375097)"
"551","SIGNAL - Equipment #: 1","INT - ARLINGTON & WILLIAM","1526","902","VEHICLE","49.9075000218575","-97.1657130125579","POINT (-97.1657130125579 49.9075000218575)"
"1782","SIGNAL - Equipment #: 2","INT - EAGLE & OAK POINT","1469","579","VEHICLE","49.9371687498599","-97.2239567606201","POINT (-97.2239567606201 49.9371687498599)"
"571","CABINET - Equipment #: 10","INT - JARVIS & MCPHILLIPS","1610","512","VEHICLE","49.9191089037491","-97.1695557200417","POINT (-97.1695557200417 49.9191089037491)"
"1180","SIGNAL - Equipment #: 7","INT - HARGRAVE & MCDERMOT","1114","989","VEHICLE","49.8984261613887","-97.1448038469014","POINT (-97.1448038469014 49.8984261613887)"
"2311","SIGNAL - Equipment #: 11","INT - MAIN & YORK","1263","285","VEHICLE","49.8903966550146","-97.1353737992117","POINT (-97.1353737992117 49.8903966550146)"
"2325","SIGNAL - Equipment #: 8","INT - KING EDWARD & SASKATCHEWAN","1945","600","VEHICLE","49.9056621635612","-97.2065022342416","POINT (-97.2065022342416 49.9056621635612)"
"1093","SIGNAL - Equipment #: 4","INT - BURROWS & SALTER","1190","940","VEHICLE","49.9173297507992","-97.139450234757","POINT (-97.139450234757 49.9173297507992)"
"1508","CABINET - Equipment #: 9","INT - NOTRE DAME & PRINCESS (SMITH)","1267","997","VEHICLE","49.8963271041009","-97.1436951190792","POINT (-97.1436951190792 49.8963271041009)"
"1834","SIGNAL - Equipment #: 3","INT - CUMBERLAND & HARGRAVE","1757","1008","VEHICLE","49.896186676486","-97.1460963711511","POINT (-97.1460963711511 49.896186676486)"
"855","SIGNAL - Equipment #: 7","INT - ELLEN & WILLIAM","1426","972","VEHICLE","49.9008795265025","-97.1451476205801","POINT (-97.1451476205801 49.9008795265025)"
"1481","SIGNAL - Equipment #: 6","INT - BROADWAY & OSBORNE","1066","1066","VEHICLE","49.8855833436401","-97.1500426220945","POINT (-97.1500426220945 49.8855833436401)"
"1529","SIGNAL - Equipment #: 9","INT - ALEXANDER & MAIN","1484","297","VEHICLE","49.90146994685","-97.1367405845708","POINT (-97.1367405845708 49.90146994685)"
"597","SIGNAL - Equipment #: 7","INT - MCPHILLIPS & SELKIRK","1361","508","VEHICLE","49.9236842120026","-97.1697726248014","POINT (-97.1697726248014 49.9236842120026)"
"1125","SIGNAL - Equipment #: 8","INT - MOUNTAIN & SALTER","1188","1146","VEHICLE","49.9217351742021","-97.1357037421724","POINT (-97.1357037421724 49.9217351742021)"
"1667","SIGNAL - Equipment #: 10","INT - ACADEMY & KENASTON","1312","653","VEHICLE","49.8745738778247","-97.2032527453113","POINT (-97.2032527453113 49.8745738778247)"
"931","SIGNAL - Equipment #: 5","INT - BALMORAL & NOTRE DAME","1013","979","VEHICLE","49.8990866863768","-97.151545885711","POINT (-97.151545885711 49.8990866863768)"
"2373","SIGNAL - Equipment #: 4","INT - BERRY & SARGENT","1514","609","VEHICLE","49.8979996747517","-97.2097522686381","POINT (-97.2097522686381 49.8979996747517)"
"1919","SIGNAL - Equipment #: 4","INT - INKSTER & MANDALAY","1470","483","VEHICLE","49.9457938026066","-97.1827328963293","POINT (-97.1827328963293 49.9457938026066)"
"1471","SIGNAL - Equipment #: 3","INT - ALEXANDER & PRINCESS","1316","962","VEHICLE","49.90257949978335","-97.1392675300078","POINT (-97.1392675300078 49.90257949978335)"
"2137","SIGNAL - Equipment #: 2","INT - BROADWAY & GARRY","1276","279","VEHICLE","49.8880554802149","-97.1374211432077","POINT (-97.1374211432077 49.8880554802149)"
"1505","SIGNAL - Equipment #: 6","INT - NOTRE DAME & PRINCESS (SMITH)","1267","997","VEHICLE","49.8965000848509","-97.1434996574006","POINT (-97.1434996574006 49.8965000848509)"
"1867","SIGNAL - Equipment #: 6","INT - BROADWAY & KENNEDY","1271","1067","VEHICLE","49.8866123802669","-97.1453581328211","POINT (-97.1453581328211 49.8866123802669)"
"530","CABINET - Equipment #: 10","INT - ARLINGTON & NOTRE DAME","1134","895","VEHICLE","49.9043654910898","-97.1681110019552","POINT (-97.1681110019552 49.9043654910898)"
"1270","SIGNAL - Equipment #: 2","INT - BANNATYNE & KING","1250","985","VEHICLE","49.8983480563547","-97.1411387516309","POINT (-97.1411387516309 49.8983480563547)"
"1664","CABINET - Equipment #: 9","INT - MCGREGOR & MOUNTAIN","1665","502","VEHICLE","49.9240994462741","-97.1431910434966","POINT (-97.1431910434966 49.9240994462741)"
"1190","SIGNAL - Equipment #: 6","INT - ELLEN & MCDERMOT","1039","988","VEHICLE","49.8991319467007","-97.1465483969147","POINT (-97.1465483969147 49.8991319467007)"
"1245","SIGNAL - Equipment #: 1","INT - BALMORAL & ELLICE","1650","125","VEHICLE","49.8930464128933","-97.152358347993","POINT (-97.152358347993 49.8930464128933)"
"758","SIGNAL - Equipment #: 10","INT - BURROWS & MCGREGOR","1083","937","VEHICLE","49.91947442399355","-97.1465217613602","POINT (-97.1465217613602 49.91947442399355)"
"919","SIGNAL - Equipment #: 4","INT - MAIN & MCDERMOT","1686","994","VEHICLE","49.8971920511278","-97.138866141045","POINT (-97.138866141045 49.8971920511278)"
"674","SIGNAL - Equipment #: 8","INT - NOTRE DAME & WESTON","1404","525","VEHICLE","49.9091968498809","-97.1836231900375","POINT (-97.1836231900375 49.9091968498809)"
"1368","SIGNAL - Equipment #: 3","INT - LOGAN & QUELCH","1525","520","VEHICLE","49.9178913358085","-97.1838661848582","POINT (-97.1838661848582 49.9178913358085)"
"2460","SIGNAL - Equipment #: 3","INT - CARLTON & YORK","1967","1056","VEHICLE","49.8886500888543","-97.1438418117512","POINT (-97.1438418117512 49.8886500888543)"
"1431","SIGNAL - Equipment #: 1","INT - ALEXANDER & MAIN","1484","297","VEHICLE","49.9017802601368","-97.136735029754","POINT (-97.136735029754 49.9017802601368)"
"1405","SIGNAL - Equipment #: 5","INT - MACHRAY & MCPHILLIPS","1143","497","VEHICLE","49.9350268211195","-97.1639250505257","POINT (-97.1639250505257 49.9350268211195)"
"1818","SIGNAL - Equipment #: 3","INT - CARLTON & CUMBERLAND","1885","1007","VEHICLE","49.8967646838412","-97.1478971274223","POINT (-97.1478971274223 49.8967646838412)"
"2148","SIGNAL - Equipment #: 5","INT - SARGENT & ST. JAMES","1285","612","VEHICLE","49.8979842736276","-97.2001511776239","POINT (-97.2001511776239 49.8979842736276)"
"769","SIGNAL - Equipment #: 9","INT - LOGAN & MAIN","1464","806","VEHICLE","49.9025226833419","-97.1361040948921","POINT (-97.1361040948921 49.9025226833419)"
"1136","CABINET - Equipment #: 9","INT - LEILA & MCPHILLIPS","1139","481","VEHICLE","49.9533447759744","-97.1468642054126","POINT (-97.1468642054126 49.9533447759744)"
"2350","SIGNAL - Equipment #: 6","INT - BERRY & WELLINGTON","1436","603","VEHICLE","49.9016261031046","-97.2094848957722","POINT (-97.2094848957722 49.9016261031046)"
"687","SIGNAL - Equipment #: 3","INT - ERIN & NOTRE DAME","1409","524","VEHICLE","49.9091374589135","-97.1829297396914","POINT (-97.1829297396914 49.9091374589135)"
"1282","CABINET - Equipment #: 7","INT - BANNATYNE & HARGRAVE","1421","983","VEHICLE","49.8992404231232","-97.1442679560148","POINT (-97.1442679560148 49.8992404231232)"
"751","CABINET - Equipment #: 11","INT - LOGAN & MAIN","1464","806","VEHICLE","49.9027641038744","-97.1361384632507","POINT (-97.1361384632507 49.9027641038744)"
"2341","SIGNAL - Equipment #: 6","INT - HARGRAVE & YORK","1754","1057","VEHICLE","49.8889105696707","-97.1425417906929","POINT (-97.1425417906929 49.8889105696707)"
"1871","CABINET - Equipment #: 9","INT - BROADWAY & MARYLAND","1696","737","VEHICLE","49.8857314052584","-97.1611422689668","POINT (-97.1611422689668 49.8857314052584)"
"1947","SIGNAL - Equipment #: 9","INT - BURROWS & SHEPPARD","1829","811","VEHICLE","49.9313978742027","-97.1831902777672","POINT (-97.1831902777672 49.9313978742027)"
"971","SIGNAL - Equipment #: 4","INT - KING & MCDERMOT","1663","991","VEHICLE","49.8973958927402","-97.141837825223","POINT (-97.141837825223 49.8973958927402)"
"2212","SIGNAL - Equipment #: 4","INT - KING EDWARD & SKINNER (30m N OF LISMORE)","1594","590","VEHICLE","49.9189616815958","-97.2065865512921","POINT (-97.2065865512921 49.9189616815958)"
"709","SIGNAL - Equipment #: 6","INT - FLINT & NOTRE DAME","1794","599","VEHICLE","49.9108248161753","-97.1882577602515","POINT (-97.1882577602515 49.9108248161753)"
"1031","SIGNAL - Equipment #: 19","INT - LEILA & MCGREGOR","1784","915","VEHICLE","49.946565015434","-97.1261113299734","POINT (-97.1261113299734 49.946565015434)"
"1169","SIGNAL - Equipment #: 2","INT - LEILA & SINCLAIR","1587","474","VEHICLE","49.9495641194557","-97.1356243242814","POINT (-97.1356243242814 49.9495641194557)"
"2157","SIGNAL - Equipment #: 12","INT - BURROWS & SHEPPARD","1829","811","VEHICLE","49.93155959453425","-97.1831680689318","POINT (-97.1831680689318 49.93155959453425)"
"726","SIGNAL - Equipment #: 4","INT - DUBLIN & NOTRE DAME (MIDLAND)","1420","598","VEHICLE","49.9112868156668","-97.1898125636855","POINT (-97.1898125636855 49.9112868156668)"
"2440","SIGNAL - Equipment #: 9","INT - AIRLIES & INKSTER","1471","492","VEHICLE","49.9367916281825","-97.1526227616713","POINT (-97.1526227616713 49.9367916281825)"
"2269","SIGNAL - Equipment #: 4","INT - SMITH & YORK","1580","1059","VEHICLE","49.889439146398","-97.1395510934792","POINT (-97.1395510934792 49.889439146398)"
"1061","SIGNAL - Equipment #: 8","INT - PARTRIDGE & SALTER","1220","220","VEHICLE","49.9434064842807","-97.1195845395901","POINT (-97.1195845395901 49.9434064842807)"
"1801","SIGNAL - Equipment #: 2","INT - KING EDWARD & NOTRE DAME","1781","591","VEHICLE","49.9163527422913","-97.2065827697895","POINT (-97.2065827697895 49.9163527422913)"
"1049","SIGNAL - Equipment #: 9","INT - MCPHILLIPS & REDWOOD","1363","506","VEHICLE","49.929453794178","-97.1683883589893","POINT (-97.1683883589893 49.929453794178)"
"440","CABINET - Equipment #: 11","INT - ACADEMY & HARROW","1954","863","VEHICLE","49.8741901402545","-97.168916268479","POINT (-97.168916268479 49.8741901402545)"
"1583","SIGNAL - Equipment #: 3","INT - MCPHILLIPS & TEMPLETON","1411","478","VEHICLE","49.9569636158493","-97.1441686175527","POINT (-97.1441686175527 49.9569636158493)"
"462","SIGNAL - Equipment #: 1","INT - ARLINGTON & ST. MATTHEWS","1118","871","VEHICLE","49.8899698267612","-97.1689005956495","POINT (-97.1689005956495 49.8899698267612)"
"469","SIGNAL - Equipment #: 7","INT - ARLINGTON & ST. MATTHEWS","1118","871","VEHICLE","49.8901270997827","-97.1689563483892","POINT (-97.1689563483892 49.8901270997827)"
"2025","SIGNAL - Equipment #: 7","INT - KINGSWAY & OAK","1097","861","VEHICLE","49.8701728592531","-97.1814536044953","POINT (-97.1814536044953 49.8701728592531)"
"386","SIGNAL - Equipment #: 3","INT - ACADEMY & STAFFORD","1811","725","VEHICLE","49.8749725962152","-97.1673296926983","POINT (-97.1673296926983 49.8749725962152)"
"2476","SIGNAL - Equipment #: 2","INT - EDMONTON & YORK","1966","1055","VEHICLE","49.8884210739682","-97.1449127252415","POINT (-97.1449127252415 49.8884210739682)"
"363","SIGNAL - Equipment #: 3","INT - ACADEMY & WELLINGTON CRES","1078","726","VEHICLE","49.8772522183304","-97.1629733021904","POINT (-97.1629733021904 49.8772522183304)"
"1712","SIGNAL - Equipment #: 6","INT - JEFFERSON & SALTER","1962","917","VEHICLE","49.935460210535","-97.1252973606913","POINT (-97.1252973606913 49.935460210535)"
"493","SIGNAL - Equipment #: 7","INT - ARLINGTON & ELLICE","1121","877","VEHICLE","49.8933392292198","-97.168978738289","POINT (-97.168978738289 49.8933392292198)"
"1359","SIGNAL - Equipment #: 7","INT - LEILA & 157m E OF MCPHILLIPS (GARDEN CITY)","1147","476","VEHICLE","49.9526560936575","-97.1455991520145","POINT (-97.1455991520145 49.9526560936575)"
"423","SIGNAL - Equipment #: 6","INT - ACADEMY & HARROW","1954","863","VEHICLE","49.8742941468185","-97.1693327839033","POINT (-97.1693327839033 49.8742941468185)"
"723","SIGNAL - Equipment #: 2","INT - MCGREGOR & MOUNTAIN","1665","502","VEHICLE","49.9239697540935","-97.1433556529111","POINT (-97.1433556529111 49.9239697540935)"
"421","SIGNAL - Equipment #: 3","INT - ARLINGTON & PORTAGE","1122","742","VEHICLE","49.8856724513722","-97.1691631866057","POINT (-97.1691631866057 49.8856724513722)"
"107","SIGNAL - Equipment #: 1","INT - FERMOR & ST. ANNE'S","1458","254","VEHICLE","49.8555121184694","-97.1040449728561","POINT (-97.1040449728561 49.8555121184694)"
"1886","CABINET - Equipment #: 9","INT - BROADWAY & CARLTON","1273","1069","VEHICLE","49.8871221207376","-97.1431001376344","POINT (-97.1431001376344 49.8871221207376)"
"1730","SIGNAL - Equipment #: 2","INT - KEEWATIN & NOTRE DAME","1391","587","VEHICLE","49.916454599847","-97.1948233177679","POINT (-97.1948233177679 49.916454599847)"
"625","SIGNAL - Equipment #: 12","INT - BURROWS & MCPHILLIPS","1359","507","VEHICLE","49.9270307213989","-97.1689382539369","POINT (-97.1689382539369 49.9270307213989)"
"175","SIGNAL - Equipment #: 4","INT - MCDERMOT & SHERBROOK","1167","901","VEHICLE","49.9025187405603","-97.1570907193577","POINT (-97.1570907193577 49.9025187405603)"
"946","SIGNAL - Equipment #: 8","INT - ISABEL & MCDERMOT","1158","978","VEHICLE","49.9002652781215","-97.150628387487","POINT (-97.150628387487 49.9002652781215)"
"733","SIGNAL - Equipment #: 7","INT - MCGREGOR & MOUNTAIN","1665","502","VEHICLE","49.9242268917376","-97.1434777812302","POINT (-97.1434777812302 49.9242268917376)"
"405","SIGNAL - Equipment #: 3","INT - BROADWAY & OSBORNE","1066","1066","VEHICLE","49.8852793268172","-97.14984989876496","POINT (-97.14984989876496 49.8852793268172)"
