"the_geom","objectid","asset_id","bmp","emp","b_lat","b_lon","b_ele","e_lat","e_lon","e_ele","beg_frame","end_frame","comments","prefix","route","session_nm","island","lane_id","direction","surveyed","source","type","length","obstructed","damaged","condition","deliveryid","lrm_name","nhs","pfes_id","shape_length","weathered","height","vegetation"
"MULTILINESTRING ((-157.895315331122 21.34852869115, -157.895305331113 21.348528691336))","1667","-M0L63yzI_LmwJQQ6voLt-","2.91992","2.91992","21.34853211","-157.89532973","76.5999984741211","21.34853211","-157.89532973","76.5999984741211","788","788",,"SR","H-201","Oahu_SR_H-201_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11319594852322","NO","44","NO"
"MULTILINESTRING ((-159.485699214327 21.929882199677, -159.485634697287 21.929985092489))","10086","-LdpCajlFDukT4pnwRCHZF","8.70798","8.69985","21.9298856","-159.48571354","589","21.92998849","-159.48564903","590.599975585938","12087","12091",,"SR","50","Kauai_SR_50_CTR_-_2019","Kauai","CTR","-MP","10-APR-2019","MS2019","Ground-Mounted Delineator","43","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","14.284254934731","NO","38","NO"
"MULTILINESTRING ((-157.899738102103 21.361502614055, -157.899728103129 21.361502614478))","1655","-M0L8rhhHoeeWnrvQXq7RV","1.95012","1.95012","21.36150604","-157.8997525","226.5","21.36150604","-157.8997525","226.5","1273","1273",,"SR","H-201","Oahu_SR_H-201_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.1130807075979","NO","44","NO"
"MULTILINESTRING ((-158.028730227392 21.354684740174, -158.028720227619 21.354684740163))","3124","-M0UqmNpHnXwTbwKSmME_V","4.44565","4.44565","21.35468816","-158.02874462","108.5","21.35468816","-158.02874462","108.5","1134","1134",,"SR","76","Oahu_SR_76_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11316969245759","NO","58","NO"
"MULTILINESTRING ((-157.816193323264 21.387911124582, -157.816183322714 21.387911124462))","3695","-M-T_ou1GKD0Ju5ycLH2ik","6.99459","6.99459","21.38791454","-157.81620773","548","21.38791454","-157.81620773","548","718","718",,"SR","63","Oahu_SR_63_CTR_-_2019","Oahu","CTR","-MP","28-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11325610810737","NO","38","NO"
"MULTILINESTRING ((-156.253562850522 20.915016691882, -156.253552850258 20.915016691668))","8326","-LhIZhkDGfqNbxNBYuWrKV","1.35146","1.35146","20.91502012","-156.25357731","650.200012207031","20.91502012","-156.25357731","650.200012207031","16742","16742",,"SR","360","Maui_SR_360_CTR_-_2019","Maui","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11322423845171","NO","33","NO"
"MULTILINESTRING ((-155.25312475167 19.429339346775, -155.253114751976 19.429339346713))","14563","-LdLoPfkHnXEXFQSNuJndF","28.36638","28.36638","19.42934283","-155.25313927","4021.10009765625","19.42934283","-155.25313927","4021.10009765625","14190","14190",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_27.82","1.11316087471866","NO","40","NO"
"MULTILINESTRING ((-156.916819605428 20.814018244599, -156.916809604347 20.814018244981))","9341","-L_hkjktIaqp9abX5eI2nF","6.22278","6.22278","20.81402169","-156.91683405","1560.59997558594","20.81402169","-156.91683405","1560.59997558594","3514","3514",,"SR","440","Lanai_SR_440_CTR_-_2019","Lanai","CTR","-MP","01-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11331521067315","NO","42","NO"
"MULTILINESTRING ((-156.040888559116 20.789957211636, -156.041012916366 20.790029827703))","8089","-LdqIJh9Fvat-qXKUxd-4-","29.52926","29.51995","20.78996064","-156.04090303","554.400024414063","20.79003326","-156.04102738","558.200012207031","2646","2650",,"SR","360","Maui_SR_360_CTR_-_2019","Maui","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","50","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","16.3218479587556","NO","44","NO"
"MULTILINESTRING ((-155.94313766588 19.572771162543, -155.943127665992 19.572771162678))","5865","-LbYmBPaIOPh_ktSeT_eL-","0.47382","0.47382","19.57277465","-155.94315216","1219.09997558594","19.57277465","-155.94315216","1219.09997558594","4378","4378",,"CR","180","Hawaii_CR_180_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11318246286626","NO","48","NO"
"MULTILINESTRING ((-156.894089835063 20.749204559087, -156.89407983453 20.749204559363))","9421","-L_hM9jWG1HuxBY9oolqJk","12.3092","12.3092","20.749208","-156.89410428","411.799987792969","20.749208","-156.89410428","411.799987792969","6181","6181",,"SR","440","Lanai_SR_440_CTR_+_2019","Lanai","CTR","+MP","01-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Lanai_440_+MP_9.64","1.11325425330556","NO","47","NO"
"MULTILINESTRING ((-156.331066726433 20.739819818754, -156.331056725772 20.739819818743))","7616","-Lcqr0iHFdDpS6cg-eS5xV","8.92044","8.92044","20.73982325","-156.33108119","3201.10009765625","20.73982325","-156.33108119","3201.10009765625","4508","4508",,"SR","377","Maui_SR_377_CTR_+_2019","Maui","CTR","+MP","20-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_377_+MP_6","1.11326853185969","NO","47","NO"
"MULTILINESTRING ((-156.875109892197 21.047552307107, -156.875099892121 21.047552307542))","6228","-LaLIJb1IKTBwaYbApSWpk","10.09459","10.09459","21.04755573","-156.87512433","59.7000007629395","21.04755573","-156.87512433","59.7000007629395","8713","8713",,"SR","450","Molokai_SR_450_CTR_-_2019","Molokai","CTR","-MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11320335538651","NO","34","NO"
"MULTILINESTRING ((-155.930313838831 19.770484554762, -155.930303840058 19.770484554568))","13047","-LdMXVbOFaLCBu6CkZgDI-","27.56613","27.56613","19.77048803","-155.93032833","2099.19995117188","19.77048803","-155.93032833","2099.19995117188","13815","13815",,"SR","190","Hawaii_SR_190_CTR_+_2019","Hawaii","CTR","+MP","24-MAR-2019","MS2019","Tubular Marker Yellow","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_190_+MP_27.36","1.11305827298721","NO","40","NO"
"MULTILINESTRING ((-155.798951567169 20.139825817062, -155.798992304987 20.139871037577))","10763","-LgAKXJEH3PPVcNg18W9jk","10.99662","11.00073","20.13982927","-155.79896605","2902.5","20.1398745","-155.79900679","2902.89990234375","5548","5550",,"SR","250","Hawaii_SR_250_CTR_+_2019","Hawaii","CTR","+MP","03-MAR-2019","MS2019","Ground-Mounted Delineator","22","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_250_+MP_10.43","7.02239381699046","NO","37","NO"
"MULTILINESTRING ((-157.995104804005 21.389315644022, -157.995094803885 21.389315643734))","3509","-M-mlsTcFUPimjsuQ9FxOF","2.26696","2.26696","21.38931906","-157.9951192","113","21.38931906","-157.9951192","113","352","352",,"SR","7101","Oahu_SR_7101_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11320832797561","NO","49","NO"
"MULTILINESTRING ((-158.028212537393 21.489358929202, -158.028202538099 21.489358928868))","1858","-M0RK5eQGPyzJTUgvRoWcV","9.90728","9.90728","21.48936234","-158.02822693","923.900024414063","21.48936234","-158.02822693","923.900024414063","6980","6980",,"SR","99","Oahu_SR_99_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11311637309381","NO","43","NO"
"MULTILINESTRING ((-155.153950273421 19.92533468363, -155.153940273132 19.925334683448))","12755","-LdoY8OMFCPiGX91hftJe-","17.84173","17.84173","19.92533814","-155.15396478","299.399993896484","19.92533814","-155.15396478","299.399993896484","8960","8960",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_17.49","1.11322711801578","NO","43","NO"
"MULTILINESTRING ((-155.756959001655 20.222218290367, -155.756851252977 20.222184515418, -155.756755460902 20.222128767185, -155.756610657235 20.221963791991))","10444","-LbfE_OgH8PYKuoGZ3v3XF","24.39731","24.42888","20.22222174","-155.75697349","306.799987792969","20.22196724","-155.75662514","297.200012207031","12246","12262",,"SR","270","Hawaii_SR_270_CTR_+_2019","Hawaii","CTR","+MP","03-MAR-2019","MS2019","Ground-Mounted Delineator","156","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_270_+MP_23.8","50.5489235106187","NO","26","NO"
"MULTILINESTRING ((-156.307104334972 20.761857706728, -156.307094335878 20.761857707012))","7494","-Lcd89EOGIXExos6cneEZF","6.47623","6.47623","20.76186114","-156.3071188","3671.30004882813","20.76186114","-156.3071188","3671.30004882813","1381","1381",,"SR","377","Maui_SR_377_CTR_-_2019","Maui","CTR","-MP","20-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11309405095139","NO","47","NO"
"MULTILINESTRING ((-156.224442052882 20.897529285724, -156.224449750953 20.897541761756, -156.224470292793 20.897608570876, -156.224476962205 20.897663267657, -156.224476683185 20.897744990896, -156.22446613056 20.897802068301, -156.224431425328 20.897933049291, -156.224417289054 20.897994836033, -156.224406221335 20.898053328743))","8031","-LhI8mXoIT1cudT1Z_yaxV","4.23283","4.19586","20.89753271","-156.22445651","593","20.89805675","-156.22442068","589.799987792969","15302","15320",,"SR","360","Maui_SR_360_CTR_-_2019","Maui","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","195","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","63.8833950441344","NO","44","NO"
"MULTILINESTRING ((-156.953049470215 21.066880432456, -156.953039470412 21.066880431982))","6310","-LaQEUEBFXPqerkRbPh2aV","4.78953","4.78953","21.06688386","-156.95306391","61.5999984741211","21.06688386","-156.95306391","61.5999984741211","11357","11357",,"SR","450","Molokai_SR_450_CTR_-_2019","Molokai","CTR","-MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11317299449932","NO","36","NO"
"MULTILINESTRING ((-157.928850536519 21.652603762094, -157.928840535905 21.652603761735))","2662","-M17bbAcG8D3TRqSiUA7O-","17.802","17.802","21.65260717","-157.92886493","62.4000015258789","21.65260717","-157.92886493","62.4000015258789","12872","12872",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11326323159935","NO","40","NO"
"MULTILINESTRING ((-155.549467188507 19.089481725234, -155.5495024965 19.089419161494, -155.549539060048 19.089364941091, -155.549579734294 19.089306536308))","14392","-LciFt-FIKLAoPabmbijsV","60.47719","60.49131","19.08948523","-155.5494817","102","19.08931004","-155.54959425","106.699996948242","30222","30229",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Tubular Marker Yellow","75","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_56.74","24.1622929674755","NO","45","NO"
"MULTILINESTRING ((-156.368415977088 20.925905305469, -156.368405977309 20.925905305626))","7760","-LdGaPr_IkiP9-4UovuGa-","7.7635","7.7635","20.92590873","-156.36843043","97.9000015258789","20.92590873","-156.36843043","97.9000015258789","4266","4266",,"SR","36","Maui_SR_36_CTR_-_2019","Maui","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11317032591429","NO","42","NO"
"MULTILINESTRING ((-155.039583170607 19.628209074976, -155.039573171008 19.628209074714))","13714","-LdQ-_82IzuQNtymFmYJ7-","6.94841","6.94841","19.62821254","-155.03959768","352.100006103516","19.62821254","-155.03959768","352.100006103516","57488","57488",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11315032137805","NO","39","NO"
"MULTILINESTRING ((-155.554878237907 19.081761171522, -155.554868236877 19.081761171195))","13647","-LdFsqdgGK1wr5Vp3NKcfV","61.13416","61.13416","19.08176467","-155.55489275","268.700012207031","19.08176467","-155.55489275","268.700012207031","30437","30437",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11330960384745","NO","22","NO"
"MULTILINESTRING ((-158.205921317455 21.459748346401, -158.2059113179 21.459748345915))","2038","-M0VRV40HeqgoJ0_0xxqRV","12.55772","12.55772","21.45975176","-158.20593571","65.1999969482422","21.45975176","-158.20593571","65.1999969482422","3532","3532",,"SR","93","Oahu_SR_93_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11314533430181","NO","40","NO"
"MULTILINESTRING ((-156.915894774352 21.059262345981, -156.915884775226 21.059262346068))","6575","-La0tiYkFDT8n53M9A8l6V","7.28376","7.28376","21.05926577","-156.91590921","92.1999969482422","21.05926577","-156.91590921","92.1999969482422","3677","3677",,"SR","450","Molokai_SR_450_CTR_+_2019","Molokai","CTR","+MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Molokai_450_+MP_3.88","1.11309762303899","NO","42","NO"
"MULTILINESTRING ((-155.873655320631 19.286353379941, -155.873645321746 19.286353380167))","13441","-LdASNkVF8e1E7hl0GA_yk","94.08463","94.08463","19.28635688","-155.87366982","1306.80004882813","19.28635688","-155.87366982","1306.80004882813","13987","13987",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11307079376843","NO","36","NO"
"MULTILINESTRING ((-156.735390577933 21.14538271656, -156.735380578733 21.145382716388))","6357","-LaGkn5iGOy2jfezjR5PSF","25.08889","25.08889","21.14538614","-156.73540502","697.200012207031","21.14538614","-156.73540502","697.200012207031","1239","1239",,"SR","450","Molokai_SR_450_CTR_-_2019","Molokai","CTR","-MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11310583372109","NO","42","NO"
"MULTILINESTRING ((-156.867268087708 21.054882490179, -156.867258088149 21.054882490122))","6301","-LaLA67WIZDcdUbXep9J1V","10.9894","10.9894","21.05488592","-156.86728253","82.4000015258789","21.05488592","-156.86728253","82.4000015258789","8267","8267",,"SR","450","Molokai_SR_450_CTR_-_2019","Molokai","CTR","-MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.113145880422","NO","44","NO"
"MULTILINESTRING ((-155.177632266397 19.945868004338, -155.17762226554 19.945868004399))","12740","-LdolK-0Ih5HyJ2WRXhiQF","19.97004","19.97004","19.94587146","-155.17764677","323.799987792969","19.94587146","-155.17764677","323.799987792969","10023","10023",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_17.49","1.11329038443564","NO","39","NO"
"MULTILINESTRING ((-155.870687421624 19.213292766392, -155.870677420569 19.213292766064))","13493","-LdArVlGGrXejrjG-efcnk","88.85163","88.85163","19.21329627","-155.87070193","1802.90002441406","19.21329627","-155.87070193","1802.90002441406","16598","16598",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11331235684731","NO","41","NO"
"MULTILINESTRING ((-155.749388432165 20.063364091081, -155.749161942692 20.063190979489, -155.748949600015 20.063006464585, -155.748750734314 20.062807315619))","10605","-LcYxewTH6LI45988E5MGk","4.46267","4.40545","20.06336755","-155.74940292","3525.60009765625","20.06281078","-155.74876522","3521.19995117188","7452","7480",,"SR","250","Hawaii_SR_250_CTR_-_2019","Hawaii","CTR","-MP","26-MAR-2019","MS2019","Ground-Mounted Delineator","298","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","97.0651339752234","NO","41","NO"
"MULTILINESTRING ((-155.956497408366 19.589727610999, -155.956487408287 19.589727610849))","13975","-LeWwmObFw5wwLQaHeFKiF","117.24967","117.24967","19.5897311","-155.9565119","666.099975585938","19.5897311","-155.9565119","666.099975585938","2421","2421",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11320371939838","NO","53","NO"
"MULTILINESTRING ((-155.869042450391 19.794198984336, -155.869032449627 19.794198984099))","12904","-LcEec1bIbqJfUFhzuKtt-","23.18826","23.18826","19.79420246","-155.86905694","1920.30004882813","19.79420246","-155.86905694","1920.30004882813","7910","7910",,"SR","190","Hawaii_SR_190_CTR_-_2019","Hawaii","CTR","-MP","06-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","FAIR","MARCH_2020_1","CDS","NO","NA","1.11327990924655","NO","38","YES"
"MULTILINESTRING ((-155.851430391781 19.799730123133, -155.851151079664 19.799804803449, -155.850878159505 19.799899447601, -155.850613279724 19.800017899202, -155.850363444629 19.800158908953, -155.84990944664 19.800501503501))","12906","-Lbi14nAFlTT18e5JzJpHk","21.98114","21.86885","19.7997336","-155.85144488","2085.39990234375","19.80050498","-155.84992394","2085.80004882813","8513","8569",,"SR","190","Hawaii_SR_190_CTR_-_2019","Hawaii","CTR","-MP","06-MAR-2019","MS2019","Ground-Mounted Delineator","600","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","194.567774048743","NO","43","NO"
"MULTILINESTRING ((-158.064506980812 21.638212047053, -158.064496980879 21.638212047673))","2564","-M19DSMGH-5vqy8-01TbEV","5.31996","5.31996","21.63821545","-158.06452137","119.300003051758","21.63821545","-158.06452137","119.300003051758","19106","19106",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11318741241374","NO","41","NO"
"MULTILINESTRING ((-155.746525128106 19.844820986464, -155.746515126992 19.84482098616))","13134","-LdLpijhFaDK5U0XQ1L3U-","13.71129","13.71129","19.84482446","-155.74653962","2595.5","19.84482446","-155.74653962","2595.5","6892","6892",,"SR","190","Hawaii_SR_190_CTR_+_2019","Hawaii","CTR","+MP","24-MAR-2019","MS2019","Tubular Marker White","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_190_+MP_12.28","1.11331890208976","NO","33","NO"
"MULTILINESTRING ((-159.42805383428 21.964662054975, -159.428043833166 21.964662054844))","10117","-LdpTVNdI6uxyElTj5-Ztk","3.87888","3.87888","21.96466545","-159.42806816","525.099975585938","21.96466545","-159.42806816","525.099975585938","14497","14497",,"SR","50","Kauai_SR_50_CTR_-_2019","Kauai","CTR","-MP","10-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11331888671874","NO","43","NO"
"MULTILINESTRING ((-156.421335412001 20.892631876284, -156.42121181679 20.892796889082, -156.421121077023 20.892925148117))","7820","-LbxOyv0HoDzGcypPRv9WV","3.47662","3.50112","20.8926353","-156.42134987","135.199996948242","20.89292858","-156.42113553","131.600006103516","1787","1799",,"SR","36","Maui_SR_36_CTR_+_2019","Maui","CTR","+MP","14-MAR-2019","MS2019","Ground-Mounted Delineator","129","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Maui_36_+MP_2.81","42.3167832490999","NO","30","NO"
