"the_geom","objectid","asset_id","bmp","emp","b_lat","b_lon","b_ele","e_lat","e_lon","e_ele","beg_frame","end_frame","comments","prefix","route","session_nm","island","lane_id","direction","surveyed","source","type","length","obstructed","damaged","condition","deliveryid","lrm_name","nhs","pfes_id","shape_length","weathered","height","vegetation"
"MULTILINESTRING ((-156.348538209313 20.861766392498, -156.348528209112 20.861766392772))","4208","-Lcno5lgHq5WK3kCT4jPFF","0.95822","0.95822","20.86176982","-156.34855267","1032","20.86176982","-156.34855267","1032","870","870",,"CR","371","Maui_CR_371_CTR_-_2019","Maui","CTR","-MP","20-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11321723881616","NO","40","NO"
"MULTILINESTRING ((-157.82057799539 21.293722997302, -157.820550758481 21.293687919285, -157.820528023684 21.293649518518))","524","-LaVqokaGK1k7YuGZTcJOF","0","0.00571","21.29372642","-157.8205924","92","21.29365294","-157.82054243","91.4000015258789","52","55",,"RMP","H-1","Oahu_RMP_H-1_EB_24B_CTR_+_2019","Oahu","EB","+MP","08-FEB-2019","MS2019","Ground-Mounted Delineator","32","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-1_+MP_0","10.412456595875","NO","51","NO"
"MULTILINESTRING ((-157.695458554466 21.301043498956, -157.695448554362 21.301043499118))","3991","-LdeGzeMGRufRaEjf4xcEF","2.72345","2.72345","21.30104692","-157.69547296","71.6999969482422","21.30104692","-157.69547296","71.6999969482422","1407","1407",,"CR","7911","Oahu_CR_7911_CTR_+_2019","Oahu","CTR","+MP","05-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11320645379156","NO","42","NO"
"MULTILINESTRING ((-159.365470061565 21.991795386493, -159.365460061401 21.991795386184))","9739","-LfNPBD6GDL9yUEHfWCm_V","1.1935","1.1935","21.99179878","-159.36548439","164.5","21.99179878","-159.36548439","164.5","13487","13487",,"SR","56","Kauai_SR_56_CTR_-_2019","Kauai","CTR","-MP","09-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11321311878398","NO","55","NO"
"MULTILINESTRING ((-156.506341560153 20.835394324781, -156.50633156078 20.835394324538))","9241","-Lc132NrF6aRcUGY-fd9o-","3.57808","3.57808","20.83539776","-156.50635601","390.399993896484","20.83539776","-156.50635601","390.399993896484","1838","1838",,"SR","30","Maui_SR_30_CTR_+_2019","Maui","CTR","+MP","17-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Maui_30_+MP_0","1.11312507875604","NO","40","NO"
"MULTILINESTRING ((-155.491264777479 20.071090624827, -155.491254777393 20.07109062542))","12240","-LfR9AOGHt1PILPlHPO1rV","44.46735","44.46735","20.07109408","-155.49127927","1822.09997558594","20.07109408","-155.49127927","1822.09997558594","22252","22252",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_42.74","1.11320451496466","NO","36","NO"
"MULTILINESTRING ((-155.093369285545 19.732506536842, -155.093359284625 19.732506536793))","5114","-Lc1XUAiHEe4b8B5jM1x4V","1.18913","1.18913","19.73251","-155.0933838","161.399993896484","19.73251","-155.0933838","161.399993896484","329","329",,"CR","2860","Hawaii_CR_2860_CTR_-_2019","Hawaii","CTR","-MP","18-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11329729856527","NO","56","NO"
"MULTILINESTRING ((-156.309499078048 20.795308622798, -156.30948907769 20.795308622996))","7686","-LcHnWnjHrqIIgYERttldV","3.92229","3.92229","20.79531206","-156.30951354","2871.10009765625","20.79531206","-156.30951354","2871.10009765625","2012","2012",,"SR","377","Maui_SR_377_CTR_+_2019","Maui","CTR","+MP","20-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_377_+MP_0","1.11323476980186","NO","37","NO"
"MULTILINESTRING ((-155.470666578196 19.200324351879, -155.470612806778 19.200456389375, -155.470556857198 19.200578376384))","13776","-LdJiLv2GfeH7C8qvX9_qk","51.22088","51.20198","19.20032785","-155.47068109","856.599975585938","19.20058187","-155.47057137","858.299987792969","35391","35400",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","100","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","32.3457951622837","NO","39","NO"
"MULTILINESTRING ((-159.344134000968 21.995090775864, -159.344119901253 21.995050798172, -159.344101777649 21.994985235215, -159.344085629678 21.99491820453, -159.344069799329 21.994850311289))","10044","-Ldf8bzJII1qoIJIUnrU7-","3.03398","3.01679","21.99509417","-159.34414834","138.899993896484","21.99485371","-159.34408413","136.699996948242","263","272",,"SR","51","Kauai_SR_51_CTR_-_2019","Kauai","CTR","-MP","11-APR-2019","MS2019","Ground-Mounted Delineator","90","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","29.7608215786352","NO","49","NO"
"MULTILINESTRING ((-155.825301451794 20.035364191653, -155.825368985244 20.0354517162, -155.825421156391 20.035517070555, -155.825443153052 20.035548671061))","10555","-LbWTRdvIyyZNIl4lidayk","1.19097","1.20665","20.03536765","-155.82531594","86.3000030517578","20.03555213","-155.82545764","85.5999984741211","648","656",,"SR","270","Hawaii_SR_270_CTR_+_2019","Hawaii","CTR","+MP","03-MAR-2019","MS2019","Ground-Mounted Delineator","83","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_270_+MP_0","26.9626563649718","NO","40","NO"
"MULTILINESTRING ((-156.307835481187 20.773050077396, -156.307825481365 20.77305007674))","7697","-LcIHC2FHIDSALMgv9FGo-","5.64765","5.64765","20.77305351","-156.30784994","3356.69995117188","20.77305351","-156.30784994","3356.69995117188","2874","2874",,"SR","377","Maui_SR_377_CTR_+_2019","Maui","CTR","+MP","20-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_377_+MP_0","1.11317499256379","NO","42","NO"
"MULTILINESTRING ((-159.353956305845 22.047585729001, -159.353946306602 22.047585728935))","9585","-Ldw0cw2GqaGSefu-5PS8F","1.31649","1.31649","22.04758912","-159.35397064","262.399993896484","22.04758912","-159.35397064","262.399993896484","709","709",,"SR","580","Kauai_SR_580_CTR_+_2019","Kauai","CTR","+MP","13-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Kauai_580_+MP_0.06","1.11311063545777","NO","38","NO"
"MULTILINESTRING ((-155.818611950629 20.166346215147, -155.818637816637 20.166376894435))","10757","-LgAPO5CIuX3QykvCUIIGF","13.25374","13.25643","20.16634967","-155.81862644","2335.39990234375","20.16638035","-155.8186523","2333.89990234375","6675","6676",,"SR","250","Hawaii_SR_250_CTR_+_2019","Hawaii","CTR","+MP","03-MAR-2019","MS2019","Ground-Mounted Delineator","14","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_250_+MP_10.43","4.6397957619752","NO","39","NO"
"MULTILINESTRING ((-159.681813846345 22.02557532872, -159.681803847085 22.025575328771))","4902","-LeKGGrbFCiRvAbV5JDSRV","6.29654","6.29654","22.02557872","-159.68182816","2031.69995117188","22.02557872","-159.68182816","2031.69995117188","687","687",,"CR","552","Kauai_CR_552_CTR_-_2019","Kauai","CTR","-MP","10-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11311257259776","NO","50","NO"
"MULTILINESTRING ((-155.458372659307 20.068682947978, -155.458362660601 20.068682948549))","11582","-Lh3oeaZF6i1UA7p6dhiWV","42.29929","42.29929","20.0686864","-155.45838716","1362.5","20.0686864","-155.45838716","1362.5","28601","28601",,"SR","19","Hawaii_SR_19_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11305078697597","NO","40","NO"
"MULTILINESTRING ((-158.071221890042 21.562846581521, -158.071211889482 21.562846581795))","1790","-Laau889HDD0g-Lw1G_vZ-","2.1852","2.1852","21.56284999","-158.07123628","658.900024414063","21.56284999","-158.07123628","658.900024414063","10834","10834",,"SR","99","Oahu_SR_99_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","FAIR","MARCH_2020_1","CDS","YES","NA","1.11325725961295","YES","48","NO"
"MULTILINESTRING ((-155.842253554326 20.055891836535, -155.84224355439 20.055891836471))","10300","-LeKSJAJFWLrKgoJXIxUmF","3.00786","3.00786","20.0558953","-155.84226804","161.800003051758","20.0558953","-155.84226804","161.800003051758","12008","12008",,"SR","270","Hawaii_SR_270_CTR_-_2019","Hawaii","CTR","-MP","26-MAR-2019","MS2019","Tubular Marker White","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11318787935002","NO","37","NO"
"MULTILINESTRING ((-157.806711403527 21.380283613501, -157.80670140449 21.380283612848))","714","-LdHejesFlLIs7Gvl7c1tV","9.55236","9.55236","21.38028703","-157.80672581","408.5","21.38028703","-157.80672581","408.5","4821","4821",,"SR","H-3","Oahu_SR_H-3_CTR_+_2019","Oahu","CTR","+MP","14-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-3_+MP_9.16","1.11308769411125","NO","57","NO"
"MULTILINESTRING ((-155.444752871703 19.246811434419, -155.444742871082 19.246811433893))","13792","-LdJw-2yHbinKLzKQ5HALF","47.5516","47.5516","19.24681492","-155.44476739","1688.69995117188","19.24681492","-155.44476739","1688.69995117188","37223","37223",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11326404833881","NO","31","NO"
"MULTILINESTRING ((-155.098809192524 19.558535632261, -155.098835750358 19.558541321788, -155.098839808008 19.558531999122))","14255","-LdLZbaNGALP0Rvg6JNTy-","13.51322","13.51488","19.5585391","-155.09882371","1419","19.55853547","-155.09885432","1420.69995117188","6789","6790",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Tubular Marker Yellow","13","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_8.58","4.22221789074343","NO","49","NO"
"MULTILINESTRING ((-155.13678517001 19.692646203491, -155.136775170233 19.692646203569))","5132","-Lc2LD2THpmPkaYXfSoNBV","0.51544","0.51544","19.69264967","-155.13679968","1092.69995117188","19.69264967","-155.13679968","1092.69995117188","310","310",,"CR","2850","Hawaii_CR_2850_CTR_+_2019","Hawaii","CTR","+MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11317005012264","NO","24","NO"
"MULTILINESTRING ((-158.187026030286 21.442260395543, -158.18701603003 21.44226039486))","2242","-M0WME5cIYDc1yzLzv7MC-","10.78663","10.78663","21.44226381","-158.18704042","68","21.44226381","-158.18704042","68","4416","4416",,"SR","93","Oahu_SR_93_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11322349982882","NO","38","NO"
"MULTILINESTRING ((-157.66262279696 21.298430967861, -157.662612796169 21.29843096788))","1399","-Lfc-a44Ix1oqwIm0fRK-k","9.41384","9.41384","21.29843439","-157.66263721","79.3000030517578","21.29843439","-157.66263721","79.3000030517578","4753","4753",,"SR","72","Oahu_SR_72_CTR_+_2019","Oahu","CTR","+MP","12-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_72_+MP_8.04","1.11328301951526","NO","26","NO"
"MULTILINESTRING ((-157.927271629661 21.37306926016, -157.927261629836 21.373069260384))","667","-LaxEd_CIJqFyDhgHd5n8V","0.09836","0.09836","21.37307268","-157.92728603","111.199996948242","21.37307268","-157.92728603","111.199996948242","102","102",,"RMP","78","Oahu_RMP_78_EB_1A_CTR_+_2019","Oahu","EB","+MP","09-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_78_+MP_0","1.11317550050557","NO","43","NO"
"MULTILINESTRING ((-155.575843385191 20.048391924741, -155.575833385873 20.048391924935))","12357","-LfRYo4yItiV0YHLAcaPQ-","50.32292","50.32292","20.04839538","-155.57585788","2800","20.04839538","-155.57585788","2800","25172","25172",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_42.74","1.11311894678989","NO","33","NO"
"MULTILINESTRING ((-159.349782256926 22.178568246832, -159.349772256202 22.178568247518))","9814","-Lf2hPrFG_q1CokipinqT-","17.8841","17.8841","22.17857163","-159.34979659","502.200012207031","22.17857163","-159.34979659","502.200012207031","8984","8984",,"SR","56","Kauai_SR_56_CTR_+_2019","Kauai","CTR","+MP","09-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Kauai_56_+MP_16.8","1.11327550121038","NO","58","NO"
"MULTILINESTRING ((-155.410261058507 20.058866435726, -155.410251057986 20.058866435407))","12490","-LfNk5j9HUuSngenCTAdCk","38.95067","38.95067","20.05886989","-155.41027555","861.299987792969","20.05886989","-155.41027555","861.299987792969","19495","19495",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","FAIR","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_35.75","1.11325293471167","YES","17","NO"
"MULTILINESTRING ((-155.145726058483 19.684070659085, -155.145716059168 19.684070658852))","5472","-LcifvoYFcX3DxSvurvsm-","5.26737","5.26737","19.68407412","-155.14574057","1254.19995117188","19.68407412","-155.14574057","1254.19995117188","1340","1340",,"CR","1950","Hawaii_CR_1950_CTR_-_2019","Hawaii","CTR","-MP","28-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11311858181723","NO","39","NO"
"MULTILINESTRING ((-155.113583062833 19.87101988529, -155.113573063488 19.871019885141))","11002","-LcHRevZG8LSU2AeoZ6YUk","0.33951","0.33951","19.87102334","-155.11359757","328.899993896484","19.87102334","-155.11359757","328.899993896484","1738","1738",,"SR","220","Hawaii_SR_220_CTR_-_2019","Hawaii","CTR","-MP","27-MAR-2019","MS2019","Tubular Marker White","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11312194182567","NO","46","NO"
"MULTILINESTRING ((-155.527933630357 20.062464521386, -155.527923631488 20.062464521455))","12365","-LfRJKeMIrqIFS8NCn4Ae-","46.94931","46.94931","20.06246798","-155.52794812","2387.10009765625","20.06246798","-155.52794812","2387.10009765625","23490","23490",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_42.74","1.11306905004428","NO","33","NO"
"MULTILINESTRING ((-155.081201215163 19.692026045514, -155.081202107783 19.692005794024, -155.081213918793 19.692010430833, -155.081214685895 19.692018541754))","5177","-Ld9S_C8G3abElM1VsDpck","1.26286","1.26147","19.69202951","-155.08121573","290.399993896484","19.69200926","-155.08121662","290.799987792969","1292","1293",,"CR","2770","Hawaii_CR_2770_CTR_-_2019","Hawaii","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","15","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","4.78377488151887","NO","38","NO"
"MULTILINESTRING ((-156.268093664056 20.918557834423, -156.268083665388 20.918557834163))","7741","-LcGeUSmIrmxUjyShh0a8V","15.94645","15.94645","20.91856126","-156.26810812","643.900024414063","20.91856126","-156.26810812","643.900024414063","183","183",,"SR","36","Maui_SR_36_CTR_-_2019","Maui","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11304660184624","NO","31","NO"
"MULTILINESTRING ((-155.847158126574 19.802886356279, -155.847376418997 19.802706564012))","13074","-LdMFPVVHgaY0Fi446vfyk","21.66109","21.67994","19.80288983","-155.84717262","2096.10009765625","19.80271004","-155.84739091","2095.30004882813","10864","10873",,"SR","190","Hawaii_SR_190_CTR_+_2019","Hawaii","CTR","+MP","24-MAR-2019","MS2019","Ground-Mounted Delineator","99","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_190_+MP_21.35","32.2956997513344","NO","41","NO"
"MULTILINESTRING ((-158.065482616141 21.637940628367, -158.06547261623 21.637940628143))","2934","-M19DqXZHNqfrgYcJo-ojk","5.25093","5.25093","21.63794404","-158.06549701","123.099998474121","21.63794404","-158.06549701","123.099998474121","19140","19140",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","YES","POOR","MARCH_2020_1","CDS","YES","NA","1.11318494784368","NO","42","NO"
"MULTILINESTRING ((-157.840302736211 21.302633519687, -157.840189461955 21.302597717052, -157.839963393682 21.302533972601, -157.839905474108 21.302519621266))","532","-L_kMCkGGn1UeSAafajoMk","0.14045","0.16729","21.30263694","-157.84031714","103.599998474121","21.30252305","-157.83991988","101.800003051758","116","129",,"RMP","H-1","Oahu_RMP_H-1_EB_23AA_CTR_+_2019","Oahu","EB","+MP","10-FEB-2019","MS2019","Tubular Marker White","141","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-1_+MP_0.096","46.2803013629886","NO","43","NO"
"MULTILINESTRING ((-155.103549583651 19.838306048295, -155.103539584543 19.838306048786))","11276","-Lg_ldeNHOaeFobE5-QA4-","10.47061","10.47061","19.83830951","-155.10356409","578.200012207031","19.83830951","-155.10356409","578.200012207031","44491","44491",,"SR","19","Hawaii_SR_19_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11309566128025","NO","41","NO"
"MULTILINESTRING ((-159.363861407954 22.20175575185, -159.363851407537 22.201755751612))","9694","-LfMBmsuGZXNXGRE9-apdV","19.97775","19.97775","22.20175913","-159.36387574","340.799987792969","22.20175913","-159.36387574","340.799987792969","4107","4107",,"SR","56","Kauai_SR_56_CTR_-_2019","Kauai","CTR","-MP","09-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11324128172971","NO","37","NO"
"MULTILINESTRING ((-158.013241586327 21.431392514749, -158.013261414667 21.431256308261, -158.013283891235 21.431124173726))","994","-Lb3YuMSHfHSNVD6lEgLfV","14.11635","14.13544","21.43139593","-158.01325598","484.5","21.43112759","-158.01329829","478.399993896484","7092","7102",,"SR","99","Oahu_SR_99_CTR_+_2019","Oahu","CTR","+MP","07-MAR-2019","MS2019","Ground-Mounted Delineator","99","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_99_+MP_11.94","32.4361667130453","NO","45","NO"
"MULTILINESTRING ((-155.907484184087 19.480138525958, -155.907474183532 19.480138525681))","5927","-LbPiZdyHSPbpnEr8djhEV","3.0323","3.0323","19.48014202","-155.90749868","1052.5","19.48014202","-155.90749868","1052.5","703","703",,"CR","161","Hawaii_CR_161_CTR_-_2019","Hawaii","CTR","-MP","05-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11325665238983","NO","37","NO"
"MULTILINESTRING ((-155.777363817022 19.921843265907, -155.777380642943 19.921929968128))","5636","-Lb-dM-GIh5OE-vRcdrffk","5.6576","5.66351","19.92184673","-155.77737831","1231.19995117188","19.92193343","-155.77739513","1228.80004882813","2882","2883",,"CR","191","Hawaii_CR_191_CTR_+_2019","Hawaii","CTR","+MP","02-MAR-2019","MS2019","Ground-Mounted Delineator","32","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","10.4354563998201","NO","56","NO"
"MULTILINESTRING ((-158.040873704779 21.402979894702, -158.040863705558 21.402979894409))","3238","-M0QTsMZIIDzkyZEZP0bqV","1.44298","1.44298","21.40298331","-158.0408881","552.900024414063","21.40298331","-158.0408881","552.900024414063","3351","3351",,"SR","750","Oahu_SR_750_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11310828159706","NO","40","NO"
"MULTILINESTRING ((-157.980918303374 21.69451499766, -157.980908303611 21.694514997637))","1288","-LhdGbWhFW9KvYK6sruFO-","13.17376","13.17376","21.6945184","-157.9809327","64.3000030517578","21.6945184","-157.9809327","64.3000030517578","6622","6622",,"SR","83","Oahu_SR_83_CTR_+_2019","Oahu","CTR","+MP","23-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","FAIR","MARCH_2020_1","CDS","YES","Oahu_83_+MP_11.3","1.11316859722453","YES","50","NO"
"MULTILINESTRING ((-155.875704517376 19.272127948544, -155.875694517439 19.272127948971))","13447","-LdAep9GHrDumOn4gj80Uk","93.05187","93.05187","19.27213145","-155.87571902","1330.59997558594","19.27213145","-155.87571902","1330.59997558594","14501","14501",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11318795496956","NO","26","NO"
"MULTILINESTRING ((-156.897528620809 20.760873879257, -156.897518620449 20.760873879679))","9387","-L_hIlFgIpXpYm9NtfRfgk","11.24773","11.24773","20.76087732","-156.89754306","882.599975585938","20.76087732","-156.89754306","882.599975585938","5652","5652",,"SR","440","Lanai_SR_440_CTR_+_2019","Lanai","CTR","+MP","01-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Lanai_440_+MP_9.64","1.11323506871053","NO","52","NO"
"MULTILINESTRING ((-157.761087596841 21.423668239295, -157.761077596899 21.423668239406))","733","-LdLS8KHISinVum5MBHnjF","14.39379","14.39379","21.42367166","-157.761102","154.300003051758","21.42367166","-157.761102","154.300003051758","7231","7231",,"SR","H-3","Oahu_SR_H-3_CTR_+_2019","Oahu","CTR","+MP","14-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-3_+MP_14.315","1.11318841584511","NO","38","NO"
"MULTILINESTRING ((-155.92196320433 19.52377425489, -155.921953204772 19.523774255113))","14031","-LeXBv-UGhLq3Yd3Osssh-","112.11024","112.11024","19.52377774","-155.9219777","1607.80004882813","19.52377774","-155.9219777","1607.80004882813","4988","4988",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11314571307441","NO","34","NO"
"MULTILINESTRING ((-155.81211300792 20.154483239804, -155.812103007639 20.154483239991))","10665","-LcYW_fqHK5ULus9Mr8Aa-","12.33205","12.33205","20.1544867","-155.81212749","2614.60009765625","20.1544867","-155.81212749","2614.60009765625","3519","3519",,"SR","250","Hawaii_SR_250_CTR_-_2019","Hawaii","CTR","-MP","26-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","YES","POOR","MARCH_2020_1","CDS","NO","NA","1.11322618297941","NO","25","NO"
"MULTILINESTRING ((-155.471113748992 20.075786243253, -155.471103749733 20.075786243578))","5365","-LcYCnrtI8PSFjphtbSGzV","0.27627","0.27627","20.0757897","-155.47112824","1318.90002441406","20.0757897","-155.47112824","1318.90002441406","243","243",,"CR","227","Hawaii_CR_227_CTR_-_2019","Hawaii","CTR","-MP","26-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11311239070798","NO","45","NO"
"MULTILINESTRING ((-158.053299287128 21.42475063955, -158.053289287358 21.424750639949))","3297","-M21fd32Gre-nJ51QaFDY-","3.15065","3.15065","21.42475406","-158.05331368","770","21.42475406","-158.05331368","770","2499","2499",,"SR","750","Oahu_SR_750_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.1131693433024","NO","57","NO"
"MULTILINESTRING ((-156.445354571094 20.741746452776, -156.44535645971 20.74171041663))","8815","-LcCIR_bIrq5OEQwVkzKQ-","3.29554","3.29305","20.74171385","-156.44537092","151.100006103516","20.74174989","-156.44536903","151","1981","1982",,"SR","31","Maui_SR_31_CTR_-_2019","Maui","CTR","-MP","16-MAR-2019","MS2019","Ground-Mounted Delineator","13","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","4.29469567940437","NO","49","NO"
"MULTILINESTRING ((-156.471591120579 20.88977830575, -156.471581119713 20.889778305844))","8784","-LcmtLiZI4XlR5lEfjKbb-","2.19073","2.19073","20.88978174","-156.47160557","68.9000015258789","20.88978174","-156.47160557","68.9000015258789","1144","1144",,"SR","32","Maui_SR_32_CTR_+_2019","Maui","CTR","+MP","18-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Maui_32_+MP_0","1.11329129343925","NO","55","NO"
"MULTILINESTRING ((-156.135440886879 20.820983421941, -156.135409709929 20.820873479264))","8507","-LfRNrzGHoPzqCiDng0u1F","21.06168","21.06845","20.82098685","-156.13545535","1301.59997558594","20.82087691","-156.13542417","1300.09997558594","10574","10577",,"SR","360","Maui_SR_360_CTR_+_2019","Maui","CTR","+MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","41","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_360_+MP_19.46","13.5459900100154","NO","51","NO"
"MULTILINESTRING ((-158.049439926777 21.375210947228, -158.049396784736 21.37523418578))","927","-Lav4AOcF7HYtuTFP-OORk","4.11837","4.12161","21.37521437","-158.04945432","253.399993896484","21.37523761","-158.04941118","252.699996948242","2107","2109",,"SR","H-1","Oahu_SR_H-1_CTR_+_2019","Oahu","CTR","+MP","09-FEB-2019","MS2019","Ground-Mounted Delineator","17","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-1_+MP_0.096","5.5481282730778","NO","37","NO"
"MULTILINESTRING ((-155.088264895119 19.729538524689, -155.08841849615 19.729794166712, -155.088554610598 19.730035331767))","12804","-LdjrvzRF0q-zr0IW0JESk","2.65578","2.69506","19.72954199","-155.08827941","92.5","19.73003879","-155.08856912","94.5999984741211","1377","1397",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","206","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_1.98","67.0288754050691","NO","43","NO"
