"year_of_birth","gender","first_name","count"
"1904","FEMALE","ANITA","1"
"1906","FEMALE","ANITA","1"
"1907","FEMALE","ANITA","1"
"1908","FEMALE","ANITA","3"
"1910","FEMALE","ANITA","1"
"1911","FEMALE","ANITA","5"
"1912","FEMALE","ANITA","1"
"1913","FEMALE","ANITA","2"
"1914","FEMALE","ANITA","1"
"1915","FEMALE","ANITA","1"
"1916","FEMALE","ANITA","2"
"1917","FEMALE","ANITA","4"
"1918","FEMALE","ANITA","1"
"1920","FEMALE","ANITA","2"
"1922","FEMALE","ANITA","6"
"1924","FEMALE","ANITA","1"
"1926","FEMALE","ANITA","2"
"1927","FEMALE","ANITA","1"
"1930","FEMALE","ANITA","1"
"1932","FEMALE","ANITA","1"
"1934","FEMALE","ANITA","2"
"1934","MALE","ANKER","1"
"1895","MALE","ANLY","1"
"1903","FEMALE","ANN","2"
"1905","FEMALE","ANN","1"
"1906","FEMALE","ANN","1"
"1911","FEMALE","ANN","1"
"1921","FEMALE","ANN","1"
"1923","FEMALE","ANN","1"
"1928","FEMALE","ANN","1"
"1934","FEMALE","ANN","1"
"1935","FEMALE","ANN","3"
"1878","FEMALE","ANNA","1"
"1880","FEMALE","ANNA","1"
"1887","FEMALE","ANNA","2"
"1889","FEMALE","ANNA","2"
"1890","FEMALE","ANNA","1"
"1892","FEMALE","ANNA","3"
"1893","FEMALE","ANNA","1"
"1895","FEMALE","ANNA","2"
"1896","FEMALE","ANNA","1"
"1898","FEMALE","ANNA","1"
"1900","FEMALE","ANNA","1"
"1902","FEMALE","ANNA","3"
"1903","FEMALE","ANNA","4"
"1905","FEMALE","ANNA","3"
"1906","FEMALE","ANNA","5"
"1907","FEMALE","ANNA","4"
"1908","FEMALE","ANNA","3"
"1909","FEMALE","ANNA","1"
"1910","FEMALE","ANNA","3"
"1911","FEMALE","ANNA","3"
"1912","FEMALE","ANNA","4"
"1913","FEMALE","ANNA","3"
"1914","FEMALE","ANNA","3"
"1915","FEMALE","ANNA","5"
"1916","FEMALE","ANNA","3"
"1917","FEMALE","ANNA","7"
"1918","FEMALE","ANNA","2"
"1919","FEMALE","ANNA","2"
"1920","FEMALE","ANNA","8"
"1921","FEMALE","ANNA","2"
"1922","FEMALE","ANNA","3"
"1923","FEMALE","ANNA","4"
"1924","FEMALE","ANNA","1"
"1925","FEMALE","ANNA","4"
"1926","FEMALE","ANNA","3"
"1927","FEMALE","ANNA","4"
"1928","FEMALE","ANNA","6"
"1929","FEMALE","ANNA","1"
"1930","FEMALE","ANNA","1"
"1931","FEMALE","ANNA","3"
"1932","FEMALE","ANNA","6"
"1933","FEMALE","ANNA","2"
"1934","FEMALE","ANNA","2"
"1935","FEMALE","ANNA","1"
"1926","FEMALE","ANNA BELLE","1"
"1926","FEMALE","ANNA MAE","1"
"1908","FEMALE","ANNABEL","1"
"1915","FEMALE","ANNABEL","1"
"1917","FEMALE","ANNABEL","1"
"1929","FEMALE","ANNABEL","1"
"1920","FEMALE","ANNABELL","1"
"1888","FEMALE","ANNABELLE","1"
"1911","FEMALE","ANNABELLE","1"
"1913","FEMALE","ANNABELLE","1"
"1917","FEMALE","ANNABELLE","1"
"1921","FEMALE","ANNABELLE","1"
"1925","FEMALE","ANNABELLE","1"
"1933","FEMALE","ANNABELLE","1"
"1914","FEMALE","ANNAMAE","1"
"1892","FEMALE","ANNE","1"
"1898","FEMALE","ANNE","2"
"1901","FEMALE","ANNE","1"
"1906","FEMALE","ANNE","1"
"1910","FEMALE","ANNE","1"
"1911","FEMALE","ANNE","1"
"1915","FEMALE","ANNE","1"
"1920","FEMALE","ANNE","1"
"1924","FEMALE","ANNE","2"
"1927","FEMALE","ANNE","2"
"1929","FEMALE","ANNE","1"
"1934","FEMALE","ANNE","1"
"1916","FEMALE","ANNETTA","1"
"1933","FEMALE","ANNETTA","1"
"1890","FEMALE","ANNETTE","1"
"1907","FEMALE","ANNETTE","1"
"1910","FEMALE","ANNETTE","1"
"1911","FEMALE","ANNETTE","1"
"1913","FEMALE","ANNETTE","1"
"1917","FEMALE","ANNETTE","1"
"1918","FEMALE","ANNETTE","1"
"1920","FEMALE","ANNETTE","1"
"1922","FEMALE","ANNETTE","1"
"1924","FEMALE","ANNETTE","1"
"1935","FEMALE","ANNETTE","1"
"1892","MALE","ANNIBALE","1"
"1877","FEMALE","ANNIE","1"
"1885","FEMALE","ANNIE","1"
"1886","FEMALE","ANNIE","1"
"1887","FEMALE","ANNIE","1"
"1890","FEMALE","ANNIE","2"
"1891","FEMALE","ANNIE","1"
"1892","FEMALE","ANNIE","1"
"1896","FEMALE","ANNIE","1"
"1904","FEMALE","ANNIE","1"
"1908","FEMALE","ANNIE","1"
"1909","FEMALE","ANNIE","2"
"1912","FEMALE","ANNIE","1"
"1913","FEMALE","ANNIE","3"
"1914","FEMALE","ANNIE","2"
"1915","FEMALE","ANNIE","2"
"1917","FEMALE","ANNIE","3"
"1918","FEMALE","ANNIE","3"
"1919","FEMALE","ANNIE","2"
"1920","FEMALE","ANNIE","2"
"1921","FEMALE","ANNIE","1"
"1922","FEMALE","ANNIE","2"
"1923","FEMALE","ANNIE","1"
"1924","FEMALE","ANNIE","2"
"1925","FEMALE","ANNIE","3"
"1926","FEMALE","ANNIE","2"
"1927","FEMALE","ANNIE","1"
"1928","FEMALE","ANNIE","2"
"1933","FEMALE","ANNIE","1"
"1935","FEMALE","ANNIE","1"
"1932","FEMALE","ANNIE MARIE","1"
"1922","FEMALE","ANNITA","1"
"1917","FEMALE","ANNITTA","1"
"1931","FEMALE","ANNUNCIATION","1"
"1920","MALE","ANO","1"
"1913","MALE","ANSEL","1"
"1906","FEMALE","ANTHONY","1"
"1912","MALE","ANTHONY","1"
"1913","MALE","ANTHONY","3"
"1915","MALE","ANTHONY","2"
"1918","MALE","ANTHONY","1"
"1921","MALE","ANTHONY","1"
"1922","MALE","ANTHONY","1"
"1923","MALE","ANTHONY","2"
"1925","MALE","ANTHONY","1"
"1928","MALE","ANTHONY","1"
"1930","MALE","ANTHONY","1"
"1932","MALE","ANTHONY","2"
"1933","MALE","ANTHONY","1"
"1934","MALE","ANTHONY","1"
"1935","MALE","ANTHONY","1"
"1924","FEMALE","ANTOINETTE","1"
"1930","FEMALE","ANTOINETTE","1"
"1932","FEMALE","ANTOINETTE","1"
"1888","MALE","ANTON","1"
"1894","MALE","ANTONE","1"
"1896","MALE","ANTONE","1"
"1909","MALE","ANTONE","1"
"1910","MALE","ANTONE","1"
"1911","MALE","ANTONE","1"
"1921","MALE","ANTONE","1"
"1922","MALE","ANTONE","1"
"1923","MALE","ANTONE","1"
"1930","MALE","ANTONE","1"
"1920","FEMALE","ANTONETTE","1"
"1912","FEMALE","ANTONETTI","1"
"1926","FEMALE","ANTONIA","1"
"1932","FEMALE","ANTONIA","1"
"1933","FEMALE","ANTONIA","1"
"1930","FEMALE","ANTONIE","1"
"1890","MALE","ANTONIO","1"
"1894","MALE","ANTONIO","1"
"1899","MALE","ANTONIO","1"
"1901","MALE","ANTONIO","1"
"1902","MALE","ANTONIO","1"
"1913","MALE","ANTONIO","2"
"1915","MALE","ANTONIO","1"
"1917","MALE","ANTONIO","2"
"1918","MALE","ANTONIO","1"
"1921","MALE","ANTONIO","1"
"1923","MALE","ANTONIO","2"
"1924","MALE","ANTONIO","1"
"1928","MALE","ANTONIO","2"
"1933","MALE","ANTONIO","2"
"1934","MALE","ANTONIO","1"
"1935","MALE","ANTONIO","1"
"1905","FEMALE","ARABELL","1"
"1915","FEMALE","ARAH","1"
"1912","FEMALE","ARALETTA","1"
"1919","MALE","ARAMANDO","1"
"1917","FEMALE","ARAMEDA","1"
"1905","FEMALE","ARCADA","1"
"1915","MALE","ARCH","1"
"1916","MALE","ARCHER","1"
