"bond_series","original_loan_amount","loan_purchase_date","purchase_year","original_ltv","loan_type","sonyma_dpal_ccal_amount","original_term","county","fips_code","of_units","property_type","housing_type","household_size"
"Series 195/196","329800","2016-02-11T00:00:00.000","2016","97.00","Conventional","10200","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","180000","2016-02-11T00:00:00.000","2016","95","Conventional","0","360","Dutchess","36027","1 Family","Detached","Existing","2"
"Series 195/196","134345","2016-02-11T00:00:00.000","2016","97","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","1"
"Series 195/196","116400","2016-02-11T00:00:00.000","2016","97","Conventional","0","360","Monroe","36055","1 Family","Attached","Existing","1"
"Series 195/196","79000","2016-02-04T00:00:00.000","2016","93","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","92000","2016-02-04T00:00:00.000","2016","80.00","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","260930","2016-02-04T00:00:00.000","2016","97.00","Conventional","8070","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","85500","2016-02-04T00:00:00.000","2016","95.00","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","141000","2016-02-04T00:00:00.000","2016","85.45","Conventional","0","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 195/196","337600","2016-02-04T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 195/196","83920","2016-02-04T00:00:00.000","2016","80.00","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","126100","2016-02-04T00:00:00.000","2016","97.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","144875","2016-02-04T00:00:00.000","2016","95.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","126802","2016-02-04T00:00:00.000","2016","94.28","Conventional","4035","360","Erie","36029","1 Family","Detached","Existing","4"
"Series 195/196","80000","2016-02-04T00:00:00.000","2016","66.67","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","85600","2016-02-04T00:00:00.000","2016","80","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","247500","2016-02-04T00:00:00.000","2016","75","Conventional","9900","360","Suffolk","36103","1 Family","Condominium","Existing","2"
"Series 195/196","106400","2016-02-04T00:00:00.000","2016","80","Conventional","3990","360","Bronx","36005","1 Family","Cooperative","Existing","2"
"Series 195/196","161990","2016-02-04T00:00:00.000","2016","97","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","3"
"Series 195/196","114460","2016-02-04T00:00:00.000","2016","97","Conventional","3540","360","Albany","36001","2 Family","Detached","Existing","1"
"Series 195/196","97000","2016-02-04T00:00:00.000","2016","97.00","Conventional","3000","360","Chemung","36015","1 Family","Detached","Existing","3"
"Series 195/196","312000","2016-02-04T00:00:00.000","2016","80","Conventional","11700","360","Westchester","36119","1 Family","Condominium","Existing","1"
"Series 195/196","144000","2016-02-04T00:00:00.000","2016","90","Conventional","0","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 195/196","130000","2016-02-04T00:00:00.000","2016","45.94","Conventional","0","360","Richmond","36085","1 Family","Detached","Existing","2"
"Series 195/196","237500","2016-02-04T00:00:00.000","2016","95","Conventional","7500","360","Suffolk","36103","1 Family","Detached","Existing","2"
"51st/52nd Series","281000","2016-02-04T00:00:00.000","2016","59","Conventional","0","360","Richmond","36085","1 Family","Detached","Existing","4"
"Series 195/196","63800","2016-02-04T00:00:00.000","2016","92","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","199200","2016-02-04T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","160000","2016-02-04T00:00:00.000","2016","94","Conventional","5100","360","Dutchess","36027","1 Family","Detached","Existing","1"
"Series 195/196","112500","2016-02-04T00:00:00.000","2016","90.00","Conventional","3750","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 195/196","112000","2016-02-04T00:00:00.000","2016","80","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","133000","2016-02-04T00:00:00.000","2016","73","Conventional","0","360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 195/196","97000","2016-02-04T00:00:00.000","2016","97","Conventional","0","360","Niagara","36063","1 Family","Detached","Existing","2"
"Series 195/196","203700","2016-02-04T00:00:00.000","2016","97","Conventional","6300","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","302250","2016-02-04T00:00:00.000","2016","93","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"51st/52nd Series","152775","2016-01-28T00:00:00.000","2016","97","Conventional","4725","360","Orange","36071","1 Family","Detached","Existing","1"
"51st/52nd Series","97000","2016-01-28T00:00:00.000","2016","97","Conventional","0","360","Albany","36001","2 Family","Detached","Existing","3"
"51st/52nd Series","123093","2016-01-28T00:00:00.000","2016","97.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"51st/52nd Series","480000","2016-01-28T00:00:00.000","2016","80.00","Conventional","0","360","Queens","36081","2 Family","Detached","Existing","2"
"51st/52nd Series","78750","2016-01-28T00:00:00.000","2016","75.00","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","1"
"51st/52nd Series","119700","2016-01-28T00:00:00.000","2016","90.00","Conventional","3990","360","Westchester","36119","1 Family","Cooperative","Existing","4"
"51st/52nd Series","156170","2016-01-28T00:00:00.000","2016","97","Conventional","4830","360","Erie","36029","2 Family","Detached","Existing","2"
"51st/52nd Series","251910","2016-01-28T00:00:00.000","2016","90","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"51st/52nd Series","349000","2016-01-28T00:00:00.000","2016","87.47","Conventional","11970","360","Nassau","36059","1 Family","Detached","Existing","2"
"51st/52nd Series","74000","2016-01-28T00:00:00.000","2016","95","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","3"
"51st/52nd Series","252000","2016-01-28T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","PUD","Existing","1"
"51st/52nd Series","97000","2016-01-28T00:00:00.000","2016","97.00","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","2"
"51st/52nd Series","63050","2016-01-28T00:00:00.000","2016","97","Conventional","0","360","Niagara","36063","1 Family","Detached","Existing","2"
"51st/52nd Series","133267","2016-01-28T00:00:00.000","2016","97","Conventional","3537","360","Orange","36071","1 Family","Detached","Rehabilitation","1"
"51st/52nd Series","417000","2016-01-28T00:00:00.000","2016","94.77","Conventional","13350","360","Richmond","36085","1 Family","Detached","Existing","4"
"51st/52nd Series","400500","2016-01-28T00:00:00.000","2016","90.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"51st/52nd Series","140964","2016-01-28T00:00:00.000","2016","95","Conventional","4470","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 192/193/194","75200","2016-01-28T00:00:00.000","2016","80.00","Conventional","0","360","Monroe","36055","1 Family","Attached","Existing","1"
"51st/52nd Series","87200","2016-01-28T00:00:00.000","2016","80.00","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 192/193/194","117000","2016-01-28T00:00:00.000","2016","90.00","Conventional","0","360","Niagara","36063","1 Family","Detached","Existing","1"
"51st/52nd Series","147200","2016-01-28T00:00:00.000","2016","80.00","Conventional","5520","360","Queens","36081","1 Family","Cooperative","Existing","1"
"51st/52nd Series","202700","2016-01-28T00:00:00.000","2016","96.99","Conventional","0","360","Rockland","36087","1 Family","Condominium","Existing","2"
"51st/52nd Series","354050","2016-01-28T00:00:00.000","2016","97.00","Conventional","10950","360","Suffolk","36103","1 Family","Detached","Existing","3"
"51st/52nd Series","171000","2016-01-28T00:00:00.000","2016","95","Conventional","0","360","Erie","36029","2 Family","Detached","Existing","1"
"51st/52nd Series","140650","2016-01-28T00:00:00.000","2016","97","Conventional","4350","360","Rensselaer","36083","1 Family","Detached","Existing","4"
"51st/52nd Series","70500","2016-01-28T00:00:00.000","2016","88","Conventional","3000","360","Erie","36029","1 Family","Condominium","Existing","1"
"51st/52nd Series","224136","2016-01-28T00:00:00.000","2016","84.14","Conventional","7992","360","Westchester","36119","1 Family","Attached","New","5"
"51st/52nd Series","360000","2016-01-28T00:00:00.000","2016","90","Conventional","12000","360","Richmond","36085","1 Family","Detached","Existing","1"
"51st/52nd Series","79540","2016-01-28T00:00:00.000","2016","97","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"51st/52nd Series","203200","2016-01-28T00:00:00.000","2016","96.76","Conventional","6111","360","Dutchess","36027","1 Family","Detached","Existing","1"
"51st/52nd Series","315000","2016-01-21T00:00:00.000","2016","90.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"51st/52nd Series","231000","2016-01-21T00:00:00.000","2016","87.17","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"51st/52nd Series","281675","2016-01-21T00:00:00.000","2016","95.00","Conventional","8895","360","Suffolk","36103","1 Family","Detached","Existing","3"
"51st/52nd Series","165000","2016-01-21T00:00:00.000","2016","89","Conventional","5550","360","Suffolk","36103","1 Family","Detached","Existing","4"
"51st/52nd Series","166345","2016-01-21T00:00:00.000","2016","95","Conventional","5253","360","Putnam","36079","1 Family","Detached","Existing","3"
"51st/52nd Series","248320","2016-01-21T00:00:00.000","2016","97","Conventional","7680","360","Suffolk","36103","1 Family","Detached","Existing","3"
"51st/52nd Series","108203","2016-01-21T00:00:00.000","2016","97","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"51st/52nd Series","255725","2016-01-21T00:00:00.000","2016","97","Conventional","7950","360","Suffolk","36103","1 Family","Detached","Existing","3"
"51st/52nd Series","225000","2016-01-21T00:00:00.000","2016","62","Conventional","0","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"51st/52nd Series","294750","2016-01-21T00:00:00.000","2016","90","Conventional","9825","360","Suffolk","36103","1 Family","Detached","Existing","1"
"51st/52nd Series","102100","2016-01-21T00:00:00.000","2016","95","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"51st/52nd Series","383588","2016-01-21T00:00:00.000","2016","97","Conventional","11925","360","Bronx","36005","1 Family","Detached","Existing","6"
"51st/52nd Series","200000","2016-01-21T00:00:00.000","2016","80","Conventional","7500","360","Putnam","36079","1 Family","Detached","Existing","1"
"51st/52nd Series","168300","2016-01-21T00:00:00.000","2016","90","Conventional","5610","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"51st/52nd Series","130000","2016-01-21T00:00:00.000","2016","80.00","Conventional","0","360","Tompkins","36109","1 Family","Detached","Existing","1"
"51st/52nd Series","114450","2016-01-21T00:00:00.000","2016","96.99","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"51st/52nd Series","101850","2016-01-21T00:00:00.000","2016","97","Conventional","3150","360","Broome","36007","1 Family","Detached","Existing","6"
"51st/52nd Series","90000","2016-01-21T00:00:00.000","2016","51","Conventional","5250","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"51st/52nd Series","165000","2016-01-21T00:00:00.000","2016","80","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","1"
"51st/52nd Series","119310","2016-01-21T00:00:00.000","2016","97","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","8"
"51st/52nd Series","95125","2016-01-21T00:00:00.000","2016","94","Conventional","3030","360","Columbia","36021","1 Family","Detached","Existing","3"
"51st/52nd Series","81000","2016-01-21T00:00:00.000","2016","90","Conventional","0","360","Erie","36029","1 Family","Not Available","Existing","1"
"51st/52nd Series","107000","2016-01-21T00:00:00.000","2016","86","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","3"
"51st/52nd Series","297092","2016-01-21T00:00:00.000","2016","96.15","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"51st/52nd Series","155000","2016-01-21T00:00:00.000","2016","65","Conventional","7200","360","Suffolk","36103","1 Family","Detached","Existing","2"
"51st/52nd Series","112000","2016-01-21T00:00:00.000","2016","80.00","Conventional","0","360","Dutchess","36027","1 Family","Detached","Existing","2"
"51st/52nd Series","100000","2016-01-21T00:00:00.000","2016","80.00","Conventional","0","360","Broome","36007","1 Family","Detached","Existing","1"
"51st/52nd Series","128000","2016-01-21T00:00:00.000","2016","70","Conventional","0","360","Suffolk","36103","1 Family","Condominium","Existing","2"
"51st/52nd Series","202500","2016-01-21T00:00:00.000","2016","91","Conventional","6675","360","Orange","36071","1 Family","Detached","Existing","1"
"51st/52nd Series","131052","2016-01-21T00:00:00.000","2016","94","Conventional","4203","360","Saratoga","36091","2 Family","Detached","Existing","1"
"51st/52nd Series","204000","2016-01-21T00:00:00.000","2016","70","Conventional","8801","360","Suffolk","36103","1 Family","Condominium","New","1"
"51st/52nd Series","300000","2016-01-21T00:00:00.000","2016","75.00","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","4"
"51st/52nd Series","88000","2016-01-21T00:00:00.000","2016","66.67","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","4"
"51st/52nd Series","102000","2016-01-21T00:00:00.000","2016","85.00","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"51st/52nd Series","293550","2016-01-21T00:00:00.000","2016","95.00","Conventional","9270","360","Nassau","36059","1 Family","Detached","Existing","2"
"51st/52nd Series","135000","2016-01-21T00:00:00.000","2016","90","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"51st/52nd Series","73800","2016-01-21T00:00:00.000","2016","90.00","Conventional","0","360","Erie","36029","1 Family","Condominium","Existing","1"
"51st/52nd Series","312825","2016-01-21T00:00:00.000","2016","97.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"51st/52nd Series","278875","2016-01-21T00:00:00.000","2016","97.00","Conventional","8625","360","Suffolk","36103","3 Family","Detached","Existing","2"
"51st/52nd Series","224100","2016-01-21T00:00:00.000","2016","90.00","Conventional","7470","360","Westchester","36119","1 Family","Condominium","Existing","2"
"51st/52nd Series","94500","2016-01-21T00:00:00.000","2016","90.00","Conventional","3150","360","Bronx","36005","1 Family","Cooperative","Existing","6"
"51st/52nd Series","269160","2016-01-21T00:00:00.000","2016","97","Conventional","8590","360","Putnam","36079","1 Family","Detached","Existing","5"
"51st/52nd Series","128913","2016-01-21T00:00:00.000","2016","97.00","Conventional","0","360","Rensselaer","36083","1 Family","Detached","Existing","2"
"51st/52nd Series","206000","2016-01-21T00:00:00.000","2016","80.00","Conventional","0","360","Dutchess","36027","1 Family","Detached","Existing","2"
"51st/52nd Series","380000","2016-01-21T00:00:00.000","2016","95.00","Conventional","12000","360","Nassau","36059","1 Family","Detached","Existing","2"
"51st/52nd Series","319200","2016-01-21T00:00:00.000","2016","80.00","Conventional","11970","360","Nassau","36059","1 Family","Detached","Existing","1"
"51st/52nd Series","116897","2016-01-21T00:00:00.000","2016","93.52","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"51st/52nd Series","95120","2016-01-21T00:00:00.000","2016","94","Conventional","3030","360","Columbia","36021","1 Family","Detached","Existing","1"
"51st/52nd Series","196000","2016-01-21T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"51st/52nd Series","358900","2016-01-21T00:00:00.000","2016","97","Conventional","11100","360","Queens","36081","1 Family","Detached","Existing","3"
"51st/52nd Series","348800","2016-01-21T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"51st/52nd Series","327750","2016-01-21T00:00:00.000","2016","95.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"51st/52nd Series","324000","2016-01-21T00:00:00.000","2016","80.00","Conventional","12150","360","Nassau","36059","1 Family","Detached","Existing","2"
"51st/52nd Series","236000","2016-01-14T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","5"
"51st/52nd Series","63050","2016-01-14T00:00:00.000","2016","97.00","Conventional","3000","360","Erie","36029","1 Family","Detached","Existing","1"
"51st/52nd Series","344000","2016-01-14T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"51st/52nd Series","120000","2016-01-14T00:00:00.000","2016","80.00","Conventional","0","360","Erie","36029","1 Family","Condominium","Existing","1"
"51st/52nd Series","108000","2016-01-14T00:00:00.000","2016","80.00","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","3"
"51st/52nd Series","199700","2016-01-14T00:00:00.000","2016","95.10","Conventional","6300","360","Orange","36071","1 Family","Detached","Existing","2"
"51st/52nd Series","84390","2016-01-14T00:00:00.000","2016","97","Conventional","3000","360","Schenectady","36093","1 Family","Detached","Existing","1"
"51st/52nd Series","112630","2016-01-14T00:00:00.000","2016","93.86","Conventional","3600","360","Niagara","36063","1 Family","Detached","Existing","4"
"51st/52nd Series","225250","2016-01-14T00:00:00.000","2016","85","Conventional","7950","360","Suffolk","36103","1 Family","Detached","Existing","2"
"51st/52nd Series","209908","2016-01-14T00:00:00.000","2016","97","Conventional","0","360","Saratoga","36091","1 Family","Detached","Existing","1"
"51st/52nd Series","101500","2016-01-14T00:00:00.000","2016","80","Conventional","3807","360","Niagara","36063","1 Family","Detached","Existing","4"
"51st/52nd Series","97000","2016-01-14T00:00:00.000","2016","97","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","6"
"51st/52nd Series","133000","2016-01-14T00:00:00.000","2016","95","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"51st/52nd Series","93750","2016-01-14T00:00:00.000","2016","75","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","1"
"51st/52nd Series","67870","2016-01-14T00:00:00.000","2016","95.59","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"51st/52nd Series","148430","2016-01-14T00:00:00.000","2016","72","Conventional","6210","360","Suffolk","36103","1 Family","Detached","New","1"
"51st/52nd Series","108000","2016-01-14T00:00:00.000","2016","72","Conventional","0","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"51st/52nd Series","186300","2016-01-14T00:00:00.000","2016","90","Conventional","6210","360","Queens","36081","1 Family","Cooperative","Existing","2"
"51st/52nd Series","102600","2016-01-14T00:00:00.000","2016","95","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","3"
"51st/52nd Series","94800","2016-01-14T00:00:00.000","2016","79.00","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","1"
"51st/52nd Series","218250","2016-01-14T00:00:00.000","2016","97","Conventional","6750","360","Suffolk","36103","1 Family","Detached","Existing","4"
"51st/52nd Series","323200","2016-01-14T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"51st/52nd Series","78750","2016-01-14T00:00:00.000","2016","90","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","1"
"51st/52nd Series","265000","2016-01-14T00:00:00.000","2016","56","Conventional","0","360","Queens","36081","1 Family","Condominium","Existing","3"
"51st/52nd Series","313500","2016-01-14T00:00:00.000","2016","95","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"51st/52nd Series","106600","2016-01-14T00:00:00.000","2016","97","Conventional","3297","360","Erie","36029","1 Family","Condominium","Existing","1"
"51st/52nd Series","100000","2016-01-14T00:00:00.000","2016","45","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","2"
"51st/52nd Series","85400","2016-01-14T00:00:00.000","2016","97","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"51st/52nd Series","417000","2016-01-14T00:00:00.000","2016","97","Conventional","12960","360","Nassau","36059","1 Family","Detached","Existing","6"
"51st/52nd Series","119310","2016-01-14T00:00:00.000","2016","97","Conventional","3690","360","Chemung","36015","1 Family","Detached","Existing","1"
"51st/52nd Series","87300","2016-01-14T00:00:00.000","2016","97","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"51st/52nd Series","58103","2016-01-14T00:00:00.000","2016","97.00","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","1"
"51st/52nd Series","403750","2016-01-14T00:00:00.000","2016","95.00","Conventional","12750","360","Nassau","36059","1 Family","Detached","Existing","2"
"51st/52nd Series","434150","2016-01-14T00:00:00.000","2016","95.00","Conventional","0","360","Westchester","36119","1 Family","Detached","Existing","3"
"51st/52nd Series","71250","2016-01-14T00:00:00.000","2016","95.00","Conventional","0","360","Erie","36029","2 Family","Detached","Existing","1"
"51st/52nd Series","85600","2016-01-14T00:00:00.000","2016","80.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"51st/52nd Series","306000","2016-01-14T00:00:00.000","2016","90.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","4"
"51st/52nd Series","139550","2016-01-14T00:00:00.000","2016","96.98","Conventional","4317","360","Rensselaer","36083","1 Family","Detached","Existing","1"
"51st/52nd Series","130500","2016-01-14T00:00:00.000","2016","90.00","Conventional","4350","360","Bronx","36005","1 Family","Condominium","Existing","1"
"51st/52nd Series","220770","2016-01-14T00:00:00.000","2016","96.99","Conventional","6828","360","Suffolk","36103","1 Family","Detached","Existing","4"
"51st/52nd Series","280000","2016-01-14T00:00:00.000","2016","80","Conventional","10500","360","Kings","36047","1 Family","Attached","Existing","4"
"51st/52nd Series","86250","2016-01-07T00:00:00.000","2016","75.00","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","2"
"51st/52nd Series","67900","2016-01-07T00:00:00.000","2016","97.00","Conventional","0","360","Broome","36007","1 Family","Detached","Existing","1"
"51st/52nd Series","237650","2016-01-07T00:00:00.000","2016","97.00","Conventional","7350","360","Suffolk","36103","1 Family","Detached","Existing","4"
"51st/52nd Series","204000","2016-01-07T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"51st/52nd Series","150750","2016-01-07T00:00:00.000","2016","90.00","Conventional","5025","360","Westchester","36119","1 Family","Attached","Existing","1"
"51st/52nd Series","221650","2016-01-07T00:00:00.000","2016","97","Conventional","6870","360","Ulster","36111","1 Family","Detached","Existing","1"
"51st/52nd Series","124800","2016-01-07T00:00:00.000","2016","80.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"51st/52nd Series","65700","2016-01-07T00:00:00.000","2016","90","Conventional","0","360","Broome","36007","1 Family","Detached","Existing","1"
"51st/52nd Series","232000","2016-01-07T00:00:00.000","2016","79.45","Conventional","8760","360","Nassau","36059","1 Family","Detached","Existing","1"
