"bond_series","original_loan_amount","loan_purchase_date","purchase_year","original_ltv","loan_type","sonyma_dpal_ccal_amount","original_term","county","fips_code","of_units","property_type","housing_type","household_size"
"HMB Warehouse","133999","2016-05-19T00:00:00.000","2016","97","Conventional","4144","360","Chenango","36017","1 Family","Detached","Existing","4"
"HMB Warehouse","285000","2016-05-19T00:00:00.000","2016","95","Conventional","9000","360","Nassau","36059","1 Family","Detached","Existing","2"
"HMB Warehouse","288000","2016-05-19T00:00:00.000","2016","80","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","1"
"HMB Warehouse","219900","2016-05-19T00:00:00.000","2016","79.99","Conventional","8247","360","Westchester","36119","1 Family","Condominium","New","2"
"HMB Warehouse","392000","2016-05-19T00:00:00.000","2016","80","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","2"
"HMB Warehouse","64700","2016-05-19T00:00:00.000","2016","83","Conventional","0","360","Niagara","36063","1 Family","Detached","Existing","1"
"HMB Warehouse","319500","2016-05-19T00:00:00.000","2016","90","Conventional","10350","360","Suffolk","36103","1 Family","Detached","Existing","4"
"HMB Warehouse","47000","2016-05-19T00:00:00.000","2016","94","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","2"
"HMB Warehouse","228000","2016-05-19T00:00:00.000","2016","87","Conventional","7890","360","Suffolk","36103","1 Family","Detached","Existing","4"
"HMB Warehouse","329010","2016-05-19T00:00:00.000","2016","94","Conventional","10470","360","Queens","36081","1 Family","Detached","Existing","4"
"HMB Warehouse","171000","2016-05-19T00:00:00.000","2016","90.00","Conventional","0","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"HMB Warehouse","134100","2016-05-19T00:00:00.000","2016","90","Conventional","4470","360","Suffolk","36103","1 Family","Cooperative","Existing","3"
"HMB Warehouse","60968","2016-05-19T00:00:00.000","2016","95","Conventional","3000","360","Chautauqua","36013","1 Family","Detached","Existing","1"
"HMB Warehouse","265600","2016-05-19T00:00:00.000","2016","80","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","4"
"HMB Warehouse","256000","2016-05-19T00:00:00.000","2016","80.00","Conventional","9600","360","Queens","36081","1 Family","Cooperative","Existing","2"
"HMB Warehouse","264192","2016-05-19T00:00:00.000","2016","91.10","Conventional","8880","360","Westchester","36119","1 Family","Condominium","Existing","2"
"HMB Warehouse","225470","2016-05-19T00:00:00.000","2016","60","Conventional","11338","360","Queens","36081","1 Family","Detached","Existing","3"
"HMB Warehouse","130950","2016-05-19T00:00:00.000","2016","97","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"HMB Warehouse","358000","2016-05-19T00:00:00.000","2016","80","Conventional","13425","360","Queens","36081","1 Family","Detached","Existing","3"
"HMB Warehouse","104500","2016-05-19T00:00:00.000","2016","95","Conventional","3540","360","Westchester","36119","1 Family","Cooperative","Existing","3"
"HMB Warehouse","242999","2016-05-19T00:00:00.000","2016","90.00","Conventional","8099","360","Rockland","36087","1 Family","Detached","Existing","4"
"HMB Warehouse","95500","2016-05-19T00:00:00.000","2016","97","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","1"
"HMB Warehouse","336520","2016-05-19T00:00:00.000","2016","94.00","Conventional","10740","360","Bronx","36005","1 Family","Attached","Existing","3"
"HMB Warehouse","342000","2016-05-19T00:00:00.000","2016","95","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"HMB Warehouse","229950","2016-05-19T00:00:00.000","2016","97","Conventional","7100","360","Suffolk","36103","1 Family","Detached","Existing","2"
"HMB Warehouse","285000","2016-05-19T00:00:00.000","2016","95.00","Conventional","0","360","Richmond","36085","1 Family","Condominium","Existing","3"
"HMB Warehouse","412000","2016-05-19T00:00:00.000","2016","80.00","Conventional","15000","360","Nassau","36059","1 Family","Detached","Existing","3"
"HMB Warehouse","220950","2016-05-19T00:00:00.000","2016","83","Conventional","8034","360","Westchester","36119","1 Family","Condominium","New","3"
"HMB Warehouse","225000","2016-05-19T00:00:00.000","2016","90","Conventional","7500","360","Suffolk","36103","1 Family","Detached","Existing","2"
"HMB Warehouse","285000","2016-05-19T00:00:00.000","2016","57","Conventional","15000","360","Nassau","36059","1 Family","Detached","Existing","1"
"HMB Warehouse","286400","2016-05-19T00:00:00.000","2016","80","Conventional","10740","360","Suffolk","36103","1 Family","Detached","Existing","4"
"HMB Warehouse","105450","2016-05-19T00:00:00.000","2016","88.24","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"HMB Warehouse","161550","2016-05-19T00:00:00.000","2016","90","Conventional","0","360","Ulster","36111","1 Family","Detached","Existing","1"
"HMB Warehouse","81600","2016-05-19T00:00:00.000","2016","80.00","Conventional","4200","360","Bronx","36005","1 Family","Condominium","Existing","3"
"HMB Warehouse","81350","2016-05-19T00:00:00.000","2016","85.63","Conventional","2850","360","Bronx","36005","1 Family","Cooperative","Existing","1"
"HMB Warehouse","37000","2016-05-12T00:00:00.000","2016","52","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"HMB Warehouse","116300","2016-05-12T00:00:00.000","2016","86.15","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","2"
"Series 195/196","141000","2016-05-12T00:00:00.000","2016","94.95","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"HMB Warehouse","200000","2016-05-12T00:00:00.000","2016","93","Conventional","6485","360","Dutchess","36027","1 Family","Detached","Existing","2"
"Series 195/196","102800","2016-05-12T00:00:00.000","2016","97","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"HMB Warehouse","103000","2016-05-12T00:00:00.000","2016","94","Conventional","3297","360","Monroe","36055","1 Family","PUD","Existing","3"
"HMB Warehouse","362700","2016-05-12T00:00:00.000","2016","90","Conventional","12090","360","Queens","36081","2 Family","Detached","Existing","1"
"HMB Warehouse","312505","2016-05-12T00:00:00.000","2016","71.02","Conventional","13200","360","Queens","36081","1 Family","Detached","Rehabilitation","4"
"Series 195/196","494000","2016-05-12T00:00:00.000","2016","95.00","Conventional","0","360","Rockland","36087","1 Family","Detached","Existing","4"
"Series 195/196","243000","2016-05-12T00:00:00.000","2016","90.00","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","1"
"HMB Warehouse","130950","2016-05-12T00:00:00.000","2016","97","Conventional","4050","360","Rockland","36087","1 Family","Condominium","Existing","1"
"Series 195/196","111550","2016-05-12T00:00:00.000","2016","95.75","Conventional","3390","360","Monroe","36055","1 Family","Detached","Existing","1"
"HMB Warehouse","299990","2016-05-12T00:00:00.000","2016","96.77","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"HMB Warehouse","144725","2016-05-12T00:00:00.000","2016","97","Conventional","0","360","Ulster","36111","1 Family","Detached","Existing","3"
"HMB Warehouse","61000","2016-05-12T00:00:00.000","2016","71.76","Conventional","0","360","Schenectady","36093","1 Family","Detached","Existing","2"
"HMB Warehouse","94905","2016-05-12T00:00:00.000","2016","95.00","Conventional","0","360","Sullivan","36105","1 Family","Detached","Existing","1"
"HMB Warehouse","124000","2016-05-12T00:00:00.000","2016","80","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","3"
"HMB Warehouse","135800","2016-05-12T00:00:00.000","2016","97.00","Conventional","4200","360","Orange","36071","1 Family","Detached","Existing","1"
"HMB Warehouse","260000","2016-05-12T00:00:00.000","2016","91.23","Conventional","8550","360","Suffolk","36103","1 Family","Detached","Existing","4"
"HMB Warehouse","200000","2016-05-12T00:00:00.000","2016","76.19","Conventional","0","360","Nassau","36059","1 Family","Cooperative","Existing","2"
"HMB Warehouse","297000","2016-05-12T00:00:00.000","2016","90","Conventional","9900","360","Suffolk","36103","1 Family","Detached","Existing","3"
"HMB Warehouse","276000","2016-05-12T00:00:00.000","2016","80","Conventional","10350","360","Suffolk","36103","1 Family","Detached","Existing","2"
"HMB Warehouse","47000","2016-05-12T00:00:00.000","2016","87.04","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","2"
"HMB Warehouse","113000","2016-05-12T00:00:00.000","2016","88","Conventional","3855","360","Monroe","36055","1 Family","Detached","Existing","1"
"HMB Warehouse","80800","2016-05-12T00:00:00.000","2016","80","Conventional","3030","360","Chautauqua","36013","1 Family","Detached","Existing","2"
"HMB Warehouse","122000","2016-05-12T00:00:00.000","2016","45","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"HMB Warehouse","208000","2016-05-12T00:00:00.000","2016","80","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","2"
"HMB Warehouse","71250","2016-05-12T00:00:00.000","2016","71.25","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"HMB Warehouse","149865","2016-05-12T00:00:00.000","2016","97","Conventional","4635","360","Ulster","36111","1 Family","Detached","Existing","1"
"HMB Warehouse","128750","2016-05-12T00:00:00.000","2016","95.37","Conventional","4050","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","258390","2016-05-12T00:00:00.000","2016","62.29","Conventional","12444","360","Queens","36081","1 Family","Detached","Rehabilitation","4"
"HMB Warehouse","232800","2016-05-12T00:00:00.000","2016","97","Conventional","7200","360","Dutchess","36027","1 Family","Detached","Existing","3"
"HMB Warehouse","264000","2016-05-12T00:00:00.000","2016","80","Conventional","0","360","Bronx","36005","1 Family","Attached","Existing","1"
"HMB Warehouse","71981","2016-05-12T00:00:00.000","2016","93","Conventional","3000","360","Broome","36007","1 Family","Detached","Existing","1"
"Series 195/196","174500","2016-05-12T00:00:00.000","2016","97","Conventional","5235","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","113850","2016-05-12T00:00:00.000","2016","90","Conventional","0","360","Erie","36029","2 Family","Detached","Existing","1"
"Series 195/196","47000","2016-05-12T00:00:00.000","2016","96.91","Conventional","3000","360","Erie","36029","1 Family","Detached","Existing","1"
"HMB Warehouse","136000","2016-05-12T00:00:00.000","2016","85","Conventional","0","360","Orange","36071","1 Family","Detached","Existing","3"
"Series 195/196","97600","2016-05-12T00:00:00.000","2016","80.00","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","198750","2016-05-05T00:00:00.000","2016","75.00","Conventional","0","360","Kings","36047","1 Family","Cooperative","Existing","2"
"Series 195/196","304900","2016-05-05T00:00:00.000","2016","92","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","289000","2016-05-05T00:00:00.000","2016","85.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","180000","2016-05-05T00:00:00.000","2016","76.94","Conventional","5700","360","Nassau","36059","1 Family","Detached","Rehabilitation","2"
"Series 195/196","133000","2016-05-05T00:00:00.000","2016","95.00","Conventional","0","360","Wayne","36117","1 Family","Detached","Existing","3"
"Series 195/196","127580","2016-05-05T00:00:00.000","2016","95.21","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","96900","2016-05-05T00:00:00.000","2016","95","Conventional","3060","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","310650","2016-05-05T00:00:00.000","2016","95.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","209000","2016-05-05T00:00:00.000","2016","95","Conventional","6600","360","Rockland","36087","1 Family","PUD","Existing","2"
"Series 195/196","277600","2016-05-05T00:00:00.000","2016","80","Conventional","10410","360","Richmond","36085","1 Family","Attached","Existing","3"
"HMB Warehouse","265050","2016-05-05T00:00:00.000","2016","95.00","Conventional","8370","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","198000","2016-05-05T00:00:00.000","2016","90.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","189150","2016-05-05T00:00:00.000","2016","97.00","Conventional","0","360","Dutchess","36027","1 Family","Detached","Existing","2"
"Series 195/196","262500","2016-05-05T00:00:00.000","2016","73","Conventional","0","360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 195/196","399882","2016-05-05T00:00:00.000","2016","97","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","111150","2016-05-05T00:00:00.000","2016","95","Conventional","3510","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 195/196","392670","2016-05-05T00:00:00.000","2016","97","Conventional","12150","360","Suffolk","36103","1 Family","Detached","Existing","4"
"HMB Warehouse","100600","2016-05-05T00:00:00.000","2016","95.00","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","178353","2016-05-05T00:00:00.000","2016","96","Conventional","5697","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"HMB Warehouse","141240","2016-05-05T00:00:00.000","2016","78.03","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","3"
"Series 195/196","224900","2016-05-05T00:00:00.000","2016","79","Conventional","0","360","Westchester","36119","1 Family","Condominium","New","1"
"HMB Warehouse","301500","2016-05-05T00:00:00.000","2016","90.00","Conventional","10050","360","Westchester","36119","1 Family","Attached","Existing","5"
"HMB Warehouse","224000","2016-05-05T00:00:00.000","2016","80.00","Conventional","8400","360","Bronx","36005","1 Family","Attached","Existing","3"
"Series 195/196","270750","2016-05-05T00:00:00.000","2016","95.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 195/196","410000","2016-05-05T00:00:00.000","2016","86","Conventional","14250","360","Kings","36047","2 Family","Attached","Existing","5"
"HMB Warehouse","293200","2016-05-05T00:00:00.000","2016","80.00","Conventional","10995","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","196000","2016-05-05T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","100000","2016-05-05T00:00:00.000","2016","80","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","70000","2016-05-05T00:00:00.000","2016","70","Conventional","0","360","Onondaga","36067","1 Family","Detached","Existing","1"
"Series 195/196","92150","2016-05-05T00:00:00.000","2016","97.00","Conventional","2850","360","Broome","36007","1 Family","Detached","Existing","2"
"Series 195/196","154800","2016-05-05T00:00:00.000","2016","90.00","Conventional","0","360","Albany","36001","1 Family","Detached","Existing","3"
"Series 195/196","138887","2016-05-05T00:00:00.000","2016","95.85","Conventional","4347","360","Albany","36001","1 Family","Detached","Existing","1"
"Series 195/196","56120","2016-05-05T00:00:00.000","2016","58.46","Conventional","0","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 195/196","61500","2016-05-05T00:00:00.000","2016","64","Conventional","0","360","Rensselaer","36083","1 Family","Detached","Existing","2"
"Series 195/196","245000","2016-05-05T00:00:00.000","2016","89","Conventional","0","360","Westchester","36119","1 Family","Detached","Existing","1"
"Series 195/196","93100","2016-05-05T00:00:00.000","2016","95.00","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","256500","2016-05-05T00:00:00.000","2016","90","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","161990","2016-05-05T00:00:00.000","2016","97.00","Conventional","5010","360","Suffolk","36103","1 Family","Condominium","Existing","2"
"Series 195/196","120250","2016-05-05T00:00:00.000","2016","92.50","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","124500","2016-05-05T00:00:00.000","2016","95.84","Conventional","3897","360","Erie","36029","1 Family","Detached","Existing","2"
"Series 195/196","235125","2016-05-05T00:00:00.000","2016","95.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","100000","2016-04-28T00:00:00.000","2016","73","Conventional","0","360","Saratoga","36091","1 Family","Condominium","Existing","1"
"Series 195/196","360050","2016-04-28T00:00:00.000","2016","95","Conventional","11370","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","99275","2016-04-28T00:00:00.000","2016","95.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","200000","2016-04-28T00:00:00.000","2016","80.00","Conventional","7500","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","265500","2016-04-28T00:00:00.000","2016","90","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","120000","2016-04-28T00:00:00.000","2016","70.59","Conventional","5100","360","Suffolk","36103","1 Family","Detached","New","3"
"Series 195/196","106700","2016-04-28T00:00:00.000","2016","97.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","164926","2016-04-28T00:00:00.000","2016","97.00","Conventional","4200","360","Orange","36071","1 Family","Detached","Rehabilitation","2"
"Series 195/196","307000","2016-04-28T00:00:00.000","2016","89","Conventional","10350","360","Nassau","36059","1 Family","Detached","Existing","6"
"Series 195/196","280350","2016-04-28T00:00:00.000","2016","97","Conventional","8670","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","60000","2016-04-28T00:00:00.000","2016","97","Conventional","3000","360","Chautauqua","36013","1 Family","Detached","Existing","1"
"Series 195/196","440000","2016-04-28T00:00:00.000","2016","80","Conventional","0","360","Queens","36081","2 Family","Detached","Existing","2"
"Series 195/196","170000","2016-04-28T00:00:00.000","2016","58.62","Conventional","0","360","Queens","36081","1 Family","Condominium","New","1"
"Series 195/196","185350","2016-04-28T00:00:00.000","2016","58","Conventional","9615","360","Richmond","36085","1 Family","Detached","Existing","4"
"Series 195/196","398600","2016-04-28T00:00:00.000","2016","84.99","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","152000","2016-04-28T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","281300","2016-04-28T00:00:00.000","2016","97.00","Conventional","8700","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","105000","2016-04-28T00:00:00.000","2016","89.97","Conventional","3501","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","121250","2016-04-28T00:00:00.000","2016","97.00","Conventional","0","360","Erie","36029","2 Family","Attached","Existing","1"
"Series 195/196","312000","2016-04-28T00:00:00.000","2016","72.39","Conventional","0","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 195/196","160000","2016-04-28T00:00:00.000","2016","43","Conventional","0","360","Westchester","36119","2 Family","Detached","Existing","4"
"Series 195/196","120000","2016-04-28T00:00:00.000","2016","96.00","Conventional","0","360","Rensselaer","36083","2 Family","Detached","Existing","1"
"Series 195/196","268750","2016-04-28T00:00:00.000","2016","88","Conventional","9150","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","100000","2016-04-28T00:00:00.000","2016","75.19","Conventional","0","360","Ulster","36111","1 Family","Detached","Existing","2"
"Series 195/196","312340","2016-04-28T00:00:00.000","2016","97.00","Conventional","9660","360","Dutchess","36027","1 Family","Detached","Existing","4"
"Series 195/196","105200","2016-04-28T00:00:00.000","2016","80","Conventional","0","360","Livingston","36051","1 Family","Detached","Existing","1"
"Series 195/196","116300","2016-04-28T00:00:00.000","2016","97.00","Conventional","3597","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","284000","2016-04-28T00:00:00.000","2016","80","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","265500","2016-04-28T00:00:00.000","2016","90","Conventional","0","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 195/196","389500","2016-04-28T00:00:00.000","2016","95.00","Conventional","0","360","Bronx","36005","2 Family","Detached","Existing","4"
"Series 195/196","243000","2016-04-28T00:00:00.000","2016","90","Conventional","8100","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","130000","2016-04-28T00:00:00.000","2016","76.47","Conventional","0","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 195/196","141000","2016-04-28T00:00:00.000","2016","91","Conventional","4650","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","276450","2016-04-28T00:00:00.000","2016","97.00","Conventional","8550","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","60000","2016-04-28T00:00:00.000","2016","34","Conventional","0","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 195/196","291200","2016-04-28T00:00:00.000","2016","80.00","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 195/196","59375","2016-04-28T00:00:00.000","2016","95","Conventional","0","360","St. Lawrence","36089","1 Family","Detached","Existing","1"
"Series 195/196","162710","2016-04-28T00:00:00.000","2016","95.71","Conventional","5100","360","Schenectady","36093","1 Family","Detached","Existing","2"
"Series 195/196","184000","2016-04-28T00:00:00.000","2016","80.00","Conventional","6900","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","126100","2016-04-28T00:00:00.000","2016","97","Conventional","3900","360","Rensselaer","36083","1 Family","Detached","Existing","1"
"Series 195/196","81000","2016-04-28T00:00:00.000","2016","90","Conventional","3000","360","Rockland","36087","1 Family","Cooperative","Existing","1"
"Series 195/196","60440","2016-04-28T00:00:00.000","2016","92","Conventional","0","360","Niagara","36063","1 Family","Detached","Existing","1"
"Series 195/196","216000","2016-04-28T00:00:00.000","2016","90","Conventional","7200","360","Westchester","36119","1 Family","Cooperative","Existing","2"
"Series 195/196","149400","2016-04-28T00:00:00.000","2016","90.00","Conventional","0","360","Westchester","36119","1 Family","Condominium","Existing","1"
"Series 195/196","97970","2016-04-28T00:00:00.000","2016","97.00","Conventional","3000","360","Erie","36029","2 Family","Attached","Existing","1"
"Series 195/196","85000","2016-04-28T00:00:00.000","2016","94","Conventional","3000","360","Steuben","36101","1 Family","Detached","Existing","2"
"Series 195/196","246000","2016-04-28T00:00:00.000","2016","95","Conventional","7800","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","175000","2016-04-28T00:00:00.000","2016","77.78","Conventional","0","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","344689","2016-04-28T00:00:00.000","2016","97","Conventional","10660","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 195/196","147925","2016-04-28T00:00:00.000","2016","97.00","Conventional","0","360","Saratoga","36091","1 Family","Detached","Existing","1"
"Series 195/196","207850","2016-04-28T00:00:00.000","2016","77.27","Conventional","8070","360","Westchester","36119","1 Family","Condominium","New","2"
"Series 195/196","137740","2016-04-28T00:00:00.000","2016","97.00","Conventional","4260","360","Erie","36029","1 Family","Detached","Existing","4"
"Series 195/196","99900","2016-04-28T00:00:00.000","2016","90.00","Conventional","0","360","Niagara","36063","1 Family","Detached","Existing","1"
"Series 195/196","92150","2016-04-28T00:00:00.000","2016","97.00","Conventional","2350","360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 195/196","109900","2016-04-28T00:00:00.000","2016","48.74","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","4"
"Series 195/196","184300","2016-04-28T00:00:00.000","2016","97.00","Conventional","5700","360","Orange","36071","2 Family","Detached","Existing","1"
"Series 195/196","163200","2016-04-28T00:00:00.000","2016","80","Conventional","6120","360","Suffolk","36103","1 Family","Condominium","Existing","3"
"Series 195/196","218250","2016-04-28T00:00:00.000","2016","97.00","Conventional","0","360","Saratoga","36091","2 Family","Detached","Existing","1"
"Series 195/196","61595","2016-04-21T00:00:00.000","2016","97.00","Conventional","3000","360","Chemung","36015","1 Family","Detached","Existing","1"
"Series 195/196","160050","2016-04-21T00:00:00.000","2016","97.00","Conventional","0","360","Orange","36071","1 Family","Detached","Existing","1"
"Series 195/196","197514","2016-04-21T00:00:00.000","2016","95.00","Conventional","0","360","Onondaga","36067","1 Family","Detached","New","1"
"Series 195/196","103725","2016-04-21T00:00:00.000","2016","90.00","Conventional","3457","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","216000","2016-04-21T00:00:00.000","2016","90.00","Conventional","0","360","Westchester","36119","1 Family","Cooperative","Existing","4"
"Series 195/196","84390","2016-04-21T00:00:00.000","2016","97","Conventional","3000","360","Monroe","36055","1 Family","Detached","Existing","5"
"Series 195/196","339375","2016-04-21T00:00:00.000","2016","90.50","Conventional","11250","360","Bronx","36005","2 Family","Detached","Existing","3"
"Series 195/196","71302","2016-04-21T00:00:00.000","2016","92.72","Conventional","3000","360","Schenectady","36093","1 Family","Detached","Existing","1"
"Series 195/196","87600","2016-04-21T00:00:00.000","2016","80.00","Conventional","3285","360","Broome","36007","1 Family","Detached","Existing","1"
"Series 195/196","97800","2016-04-21T00:00:00.000","2016","75","Conventional","0","360","Onondaga","36067","1 Family","Detached","Existing","1"
"Series 195/196","299250","2016-04-21T00:00:00.000","2016","95.00","Conventional","9450","360","Suffolk","36103","1 Family","Detached","Existing","8"
"Series 195/196","92829","2016-04-21T00:00:00.000","2016","97.00","Conventional","3000","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","297600","2016-04-21T00:00:00.000","2016","80","Conventional","0","360","Richmond","36085","1 Family","Detached","Existing","5"
"Series 195/196","240000","2016-04-21T00:00:00.000","2016","79","Conventional","0","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","93605","2016-04-21T00:00:00.000","2016","97","Conventional","3000","360","Broome","36007","1 Family","Detached","Existing","1"
"Series 195/196","63590","2016-04-21T00:00:00.000","2016","95","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","2"
"Series 195/196","153000","2016-04-21T00:00:00.000","2016","78","Conventional","5894","360","Westchester","36119","1 Family","Detached","New","1"
"Series 195/196","178000","2016-04-21T00:00:00.000","2016","64","Conventional","8389","360","Westchester","36119","1 Family","Condominium","New","4"
"Series 195/196","131600","2016-04-21T00:00:00.000","2016","80.00","Conventional","0","360","Erie","36029","1 Family","PUD","Existing","1"
"Series 195/196","163400","2016-04-21T00:00:00.000","2016","66","Conventional","7440","360","Nassau","36059","1 Family","Detached","New","3"
"Series 195/196","147000","2016-04-21T00:00:00.000","2016","93.40","Conventional","4721","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 195/196","67415","2016-04-21T00:00:00.000","2016","97","Conventional","3000","360","Onondaga","36067","1 Family","Detached","Existing","4"
"Series 195/196","150350","2016-04-21T00:00:00.000","2016","75.55","Conventional","5850","360","Westchester","36119","1 Family","Condominium","New","1"
"Series 195/196","370500","2016-04-21T00:00:00.000","2016","95.00","Conventional","11700","360","Richmond","36085","1 Family","Detached","Existing","5"
"Series 195/196","328000","2016-04-21T00:00:00.000","2016","80.00","Conventional","12300","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 195/196","270630","2016-04-21T00:00:00.000","2016","97","Conventional","8370","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","106215","2016-04-21T00:00:00.000","2016","97","Conventional","0","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 195/196","414000","2016-04-21T00:00:00.000","2016","93.03","Conventional","0","360","Queens","36081","1 Family","Detached","Existing","1"
"Series 195/196","133600","2016-04-21T00:00:00.000","2016","80","Conventional","0","360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 195/196","125500","2016-04-21T00:00:00.000","2016","80","Conventional","4767","360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 195/196","106700","2016-04-21T00:00:00.000","2016","97.00","Conventional","0","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 195/196","220000","2016-04-21T00:00:00.000","2016","80.00","Conventional","8250","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 195/196","361000","2016-04-21T00:00:00.000","2016","95","Conventional","11400","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 195/196","330000","2016-04-21T00:00:00.000","2016","87","Conventional","11400","360","Nassau","36059","1 Family","Detached","Existing","4"
"Series 195/196","220700","2016-04-21T00:00:00.000","2016","83.92","Conventional","7890","360","Westchester","36119","1 Family","Detached","Existing","4"
