"naic_no","company","calendar_year","direct_premium_written"
"50520","Old Republic National Title Insurance Company","2002","56534523"
"12518","Public Title Insurance Company","2002","0"
"50784","Security Title Guarantee Corporation of Baltimore","2002","0"
"50121","Stewart Title Guaranty Company","2002","0"
"51420","Stewart Title Insurance Company","2002","106080692"
"51403","T. A. Title Insurance Company","2002","167242"
"50067","TICOR Title Insurance Company","2002","29590790"
"51535","Ticor Title Insurance Company of Florida","2002","13028994"
"12935","Titledge Insurance Company of New York, Inc.","2002","0"
"50016","Title Resources Guaranty Company","2002","0"
"50012","Transnation Title Insurance Company ","2002","0"
"50458","Transnation Title Insurance Company of New York ","2002","1965434"
"50041","United Capital Title Insurance Company","2002","0"
"51624","United General Title Insurance Company","2002","24843824"
"50029","Washington Title Insurance Company","2002","13663761"
"50050","Westcor Land Title Insurance Company","2002","0"
"51152","WFG National Title Insurance Company","2002","0"
"50028","ACE Capital Title Reinsurance Company","2001","0"
"51411","American Guaranty Title Insurance Company","2001","0"
"12600","ARIS Title Insurance Corporation","2001","0"
"50229","Chicago Title Insurance Company","2001","0"
"50776","Chicago Title Insurance Company of Maryland","2001","0"
"50083","Commonwealth Land Title Insurance Company","2001","0"
"51209","Conestoga Title Insurance Co.","2001","0"
"51268","Connecticut Attorneys Title Insurance Company","2001","0"
"51632","EnTitle Insurance Company","2001","0"
"51586","Fidelity National Title Insurance Company","2001","0"
"51071","Fidelity National Title Insurance Company of New York","2001","0"
"50814","First American Title Insurance Company","2001","0"
"51039","First American Title Insurance Company of New York","2001","0"
"51578","First Atlantic Title Insurance Corp.","2001","0"
"50369","Investors Title Insurance Company","2001","0"
"50024","Lawyers Title Insurance Corporation","2001","0"
"51063","Monroe Title Insurance Corporation ","2001","0"
"50377","National Investors Title Insurance Company","2001","0"
"51020","National Title Insurance of New York Inc.","2001","0"
"51101","Nations Title Insurance of New York Inc.","2001","0"
"51187","New Jersey Title Insurance Company","2001","0"
"50520","Old Republic National Title Insurance Company","2001","0"
"12518","Public Title Insurance Company","2001","0"
"50784","Security Title Guarantee Corporation of Baltimore","2001","0"
"50121","Stewart Title Guaranty Company","2001","0"
"51420","Stewart Title Insurance Company","2001","0"
"51403","T. A. Title Insurance Company","2001","0"
"50067","TICOR Title Insurance Company","2001","0"
"51535","Ticor Title Insurance Company of Florida","2001","0"
"12935","Titledge Insurance Company of New York, Inc.","2001","0"
"50016","Title Resources Guaranty Company","2001","0"
"50012","Transnation Title Insurance Company ","2001","0"
"50458","Transnation Title Insurance Company of New York ","2001","0"
"50041","United Capital Title Insurance Company","2001","0"
"51624","United General Title Insurance Company","2001","0"
"50029","Washington Title Insurance Company","2001","0"
"50050","Westcor Land Title Insurance Company","2001","0"
"51152","WFG National Title Insurance Company","2001","0"
"50028","ACE Capital Title Reinsurance Company","2000","0"
"51411","American Guaranty Title Insurance Company","2000","0"
"12600","ARIS Title Insurance Corporation","2000","0"
"50229","Chicago Title Insurance Company","2000","78720993"
"50776","Chicago Title Insurance Company of Maryland","2000","0"
"50083","Commonwealth Land Title Insurance Company","2000","57108309"
"51209","Conestoga Title Insurance Co.","2000","341328"
"51268","Connecticut Attorneys Title Insurance Company","2000","0"
"51632","EnTitle Insurance Company","2000","0"
"51586","Fidelity National Title Insurance Company","2000","0"
"51071","Fidelity National Title Insurance Company of New York","2000","85259215"
"50814","First American Title Insurance Company","2000","0"
"51039","First American Title Insurance Company of New York","2000","93436287"
"51578","First Atlantic Title Insurance Corp.","2000","70723"
"50369","Investors Title Insurance Company","2000","0"
"50024","Lawyers Title Insurance Corporation","2000","36971757"
"51063","Monroe Title Insurance Corporation ","2000","9621779"
"50377","National Investors Title Insurance Company","2000","770082"
"51020","National Title Insurance of New York Inc.","2000","818480"
"51101","Nations Title Insurance of New York Inc.","2000","-399902"
"51187","New Jersey Title Insurance Company","2000","0"
"50520","Old Republic National Title Insurance Company","2000","31915966"
"12518","Public Title Insurance Company","2000","0"
"50784","Security Title Guarantee Corporation of Baltimore","2000","0"
"50121","Stewart Title Guaranty Company","2000","0"
"51420","Stewart Title Insurance Company","2000","63870989"
"51403","T. A. Title Insurance Company","2000","128930"
"50067","TICOR Title Insurance Company","2000","20682872"
"51535","Ticor Title Insurance Company of Florida","2000","1670556"
"12935","Titledge Insurance Company of New York, Inc.","2000","0"
"50016","Title Resources Guaranty Company","2000","0"
"50012","Transnation Title Insurance Company ","2000","0"
"50458","Transnation Title Insurance Company of New York ","2000","511349"
"50041","United Capital Title Insurance Company","2000","0"
"51624","United General Title Insurance Company","2000","13568858"
"50029","Washington Title Insurance Company","2000","6605686"
"50050","Westcor Land Title Insurance Company","2000","0"
"51152","WFG National Title Insurance Company","2000","0"
