"event_type","organization_name","facility_name","direction","city","county","state","create_time","close_time","event_description","responding_organization_id","latitude","longitude"
"drainage improvements","New York State Department of Transportation Region 3","NY 370","Both directions","east of Salina","Onondaga","NY","2020-04-22T09:17:21.000",,"Drainage improvements on NY 370 both directions east of John Glenn Boulevard; CR 81 (Salina) alternate shoulder closures, Thursday April 23rd, 2020 thru Friday April 24th, 2020, Thursday/Friday, 07:00 AM thru 05:00 PM","New York State Department of Transportation Region 3","43.123907","-76.241855"
"construction","New York State Department of Transportation (Region 11)","Harlem River Drive","Northbound","at New York","New York","NY","2020-04-22T09:07:45.000",,"Construction, construction on Harlem River Drive northbound at Franklin D. Roosevelt Drive; END ROUTE Harlem River Drive (New York) left lane closed until further notice","New York State Department of Transportation (Region 11)","40.8013","-73.929901"
"construction","New York State Department of Transportation (Region 11)","Union Turnpike","Westbound","between New York","Queens","NY","2020-04-22T08:54:24.000",,"Construction, construction on Union Turnpike westbound between 141st Street (New York) and Queens Blvd (New York) left lane closed until 4:00 P.M.","New York State Department of Transportation (Region 11)","40.717376","-73.819567"
"construction","New York State Thruway-State Wide Operations Center - Albany","I-190 - Niagara Thruway","Southbound","from Buffalo","Erie","NY","2020-04-22T08:53:27.000",,"Road maintenance operations, left lane closed on I-190 - Niagara Thruway southbound from after Exit N9 (I-190) - Peace Bridge - Canada to before Exit N6 (I-190) - Elm St - Oak St until 7:00 PM, 04/22/2020. [CARS CAD-201130088]","New York State Thruway-State Wide Operations Center - Albany","42.89273","-78.892074"
"roadwork","Connecticut Department of Transportation Bridgeport-Operations","U7N","Northbound","at Norwalk","Fairfield","CT","2020-04-22T08:49:25.000",,"Road Work on US7 Northbound between Exits 1 and 2 (0.8 miles) in effect today until 4:00 pm. The right lane is closed. Reported Wednesday, April 22 at 8:47 am.","Connecticut Department of Transportation Bridgeport-Operations","41.114982","-73.418816"
"bridge inspection","Niagra International Transportation Technology Coaliition","Two Rod Road","Northbound","Wales","Erie","NY","2020-04-22T08:44:35.000",,"Bridge inspection on Two Rod Road northbound START ROUTE Two Rod Road; Big Tree Road; US 20A (Wales) to Town of Marilla; Town of Wales Line (Wales), Tuesday April 28th, 2020, 09:00 AM thru 02:00 PM lane closures","Niagra International Transportation Technology Coaliition","42.767898","-78.552803"
"construction","New Jersey Department of Transportation - Traffic Operations Center South","NJ 35","Southbound","Ocean Twp","Monmouth","NJ","2020-04-22T08:31:26.000",,"Construction, tree trimming on NJ 35 southbound South of Industrial Way (Ocean Twp) to North of NJ 66 (Ocean Twp) ramp closed until 3:30 P.M.","New Jersey Department of Transportation - Traffic Operations Center South","40.272349","-74.042882"
"roadwork","New Jersey Turnpike Authority","New Jersey Turnpike - Hudson County Extension","Eastbound","between Newark","Essex","NJ","2020-04-22T08:24:57.000",,"Roadwork on New Jersey Turnpike - Hudson County Extension Eastbound between Interchange 14 - I-78 (Newark) and Newark Bay Bridge (Newark) 1 left lane closed until 3:00 P.M.","New Jersey Turnpike Authority","40.70807","-74.156012"
"roadwork","MTA Bridges and Tunnels","Throgs Neck Bridge","Northbound",,"Bronx","NY","2020-04-22T08:21:26.000",,"Roadwork, roadwork on Throgs Neck Bridge northbound (Bronx) 1 lane closed","MTA Bridges and Tunnels","40.80741","-73.793449"
"construction","New York State Department of Transportation (Region 11)","NY 9A","Northbound","between New York","New York","NY","2020-04-22T08:20:27.000",,"Construction, construction on NY 9A northbound between Warren Street (New York) and Canal Street (New York) 2 right lanes closed from 8:30 A.M. until 4:00 P.M.","New York State Department of Transportation (Region 11)","40.7164","-74.012901"
"construction","New York State Department of Transportation Traffic Management Center - Albany","I-87 Northway","Both directions","under Albany","Albany","NY","2020-04-22T08:10:27.000",,"Construction on I-87 Northway both directions under Washington Ave Extension (Albany), Friday April 24th, 2020, 07:00 AM thru 03:30 PM various lane closures","New York State Department of Transportation Traffic Management Center - Albany","42.690491","-73.841621"
"roadwork","New Jersey Turnpike Authority","New Jersey Turnpike - Hudson County Extension","Westbound","Jersey City","Hudson","NJ","2020-04-22T08:09:57.000",,"Roadwork on New Jersey Turnpike - Hudson County Extension Westbound Jersey Ave/Holland Tunnel (Jersey City) 1 left lane closed until 3:00 P.M.","New Jersey Turnpike Authority","40.731646","-74.047489"
"roadwork","Connecticut Department of Transportation-Newington-Highway Operations Center","I395S","Southbound","at Thompson","Windham","CT","2020-04-22T08:07:16.000",,"Road Work on I-395 Southbound between Exits 53 and 50 (3.4 miles) in effect today until 4:30 pm. The left lane is closed. Reported Wednesday, April 22 at 8:03 am.","Connecticut Department of Transportation-Newington-Highway Operations Center","42.011171","-71.856207"
"roadwork","New Jersey Turnpike Authority","Garden State Parkway","Southbound","Woodbridge Twp","Middlesex","NJ","2020-04-22T08:06:20.000",,"Roadwork on Garden State Parkway Southbound South of Exit 131 - Wood Avenue South (Woodbridge Twp) 1 left lane closed until 4:00 P.M.","New Jersey Turnpike Authority","40.561041","-74.321606"
"tree trimming","New York State Department of Transportation (Region 8)","US 6","Both directions","between Wawayanda","Orange","NY","2020-04-22T08:05:22.000",,"Tree trimming on US 6 both directions between Dolson Avenue; NY 17M; US 6 (Wawayanda) and Lime Kiln Road (Wawayanda) 20180874542, Monday April 27th, 2020 thru Friday May 1st, 2020, Monday thru Friday, 09:00 AM thru 03:30 PM alternate lanes closure","New York State Department of Transportation (Region 8)","41.420101","-74.427597"
"roadwork","New Jersey Turnpike Authority","Garden State Parkway","Northbound","between Hazlet Twp","Monmouth","NJ","2020-04-22T08:03:58.000",,"Roadwork on Garden State Parkway inner roadway Northbound between South of Exit 117 - NJ 36 (Hazlet Twp) and North of Exit 117 - NJ 36 (Aberdeen Twp) 1 right lane closed until 4:00 P.M.","New Jersey Turnpike Authority","40.410621","-74.200079"
"construction","New Jersey DOT - Statewide Traffic Management Center","US 22","Both directions","between Phillipsburg","Warren","NJ","2020-04-22T08:02:09.000",,"Construction, drainage improvements on US 22 both directions between N. Main St (Phillipsburg) and I-78/NJ 173 (Greenwich Twp) 1 lane closed for repairs until 4:00 P.M.","New Jersey DOT - Statewide Traffic Management Center","40.69529","-75.199901"
"construction","New York State Department of Transportation (Region 11)","I-278","Eastbound","between Staten Island","Richmond","NY","2020-04-22T07:57:25.000",,"Construction, construction on I-278 eastbound between Hylan Boulevard Exit; Ramp (Staten Island) and Fingerboard Road; Verrazano Narrows Bridge (Staten Island) high occupancy lane closed from 8:00 A.M. until 4:00 P.M.","New York State Department of Transportation (Region 11)","40.606098","-74.077903"
"construction","New York State Department of Transportation Traffic Management Center - Albany","NY 32","Both directions","between New Scotland","Albany","NY","2020-04-22T07:57:25.000",,"Construction on NY 32 both directions between Old Quarry Rd (New Scotland) and CR 308 (New Scotland), Thursday April 23rd, 2020, 09:00 AM thru 03:00 PM alternate lanes closed","New York State Department of Transportation Traffic Management Center - Albany","42.576769","-73.884687"
"roadwork","Connecticut Department of Transportation-Newington-Highway Operations Center","I84W","Westbound","at Newtown","Fairfield","CT","2020-04-22T07:52:21.000",,"Road Work on I-84 Westbound between Exits 10 and 8 (6.3 miles) in effect today until 3:30 pm. Expect lane closures. Reported Wednesday, April 22 at 7:27 am.","Connecticut Department of Transportation-Newington-Highway Operations Center","41.417995","-73.290999"
"roadwork","New Jersey Turnpike Authority","Garden State Parkway","Southbound","Middletown Twp","Monmouth","NJ","2020-04-22T07:39:52.000",,"Roadwork on Garden State Parkway outer roadway southbound North of Exit 109 - CR 520 (Middletown Twp) right lane closed to traffic","New Jersey Turnpike Authority","40.3561","-74.126815"
"construction","New York State Thruway-State Wide Operations Center - Albany","I-90 - NYS Thruway","Eastbound","from Glen","Montgomery","NY","2020-04-22T07:34:21.000",,"Road maintenance operations, right lane closed on I-90 - NYS Thruway eastbound from after Exit 28 (I-90) - Fultonville (Rte 30A) to before Exit 27 (I-90) - Amsterdam (Rte 30) until 6:45 PM, 04/22/2020. [CARS CAD-201130058]","New York State Thruway-State Wide Operations Center - Albany","42.93055","-74.308935"
"construction","New York State Department of Transportation (Region 8)","US 9","Northbound","between Hyde Park","Dutchess","NY","2020-04-22T07:31:17.000",,"Construction, safety improvements on US 9 northbound between W. Dorsey Lane (Hyde Park) and St. Andrew Road (Hyde Park) right lane closure until 4:00 P.M. 20190864533","New York State Department of Transportation (Region 8)","41.745533","-73.930885"
"construction","New York State Thruway-State Wide Operations Center - Albany","I-90 - NYS Thruway","Eastbound","from Canajoharie","Montgomery","NY","2020-04-22T07:13:22.000",,"Road maintenance operations, right lane closed on I-90 - NYS Thruway eastbound from after Exit 29 (I-90) - Canajoharie (Rte 10) to before Exit 28 (I-90) - Fultonville (Rte 30A) until 6:30 PM, 04/24/2020. [CARS CAD-201110045]","New York State Thruway-State Wide Operations Center - Albany","42.934891","-74.411316"
"construction","New York State Thruway-State Wide Operations Center - Albany","I-87 - NYS Thruway","Northbound","from Albany","Albany","NY","2020-04-22T07:13:22.000",,"Road maintenance operations, right lane closed on I-87 - NYS Thruway northbound from after Exit 23 (I-87) - Albany Downtown (I-787 - Rte 9W) to before Exit 24 (I-87) - Albany (I-87 Northway - I-90 East) until 6:30 PM, 04/22/2020. [CARS CAD-201130049]","New York State Thruway-State Wide Operations Center - Albany","42.657134","-73.82263"
"construction","New York State Department of Transportation (Region 11)","I-278","Westbound","between New York","Kings","NY","2020-04-22T07:09:22.000",,"Construction, construction on I-278 westbound between Exit 18 - Fort Hamilton Parkway (New York) and 92nd Street Bay Ridge Exit (New York) high occupancy lane closed from 7:00 A.M. until 5:00 P.M.","New York State Department of Transportation (Region 11)","40.619998","-74.022903"
"bridge work","New Jersey DOT - Statewide Traffic Management Center","I-295","Southbound","Hamilton Twp","Mercer","NJ","2020-04-22T07:08:59.000",,"Bridge work on I-295 southbound South of Exit 63 - NJ 33 (Hamilton Twp) Not currently scheduled","New Jersey DOT - Statewide Traffic Management Center","40.233088","-74.700478"
"construction","New York State Department of Transportation (Region 10)","NY 101","Both directions",,"Nassau","NY","2020-04-22T07:07:42.000",,"Construction, roadwork on NY 101 both directions between Revere Road (Nassau) and East Main Street (North Hempstead) 1 lane closed until 3:30 P.M. from 7:00 A.M. until 3:30 P.M.","New York State Department of Transportation (Region 10)","40.8239","-73.6822"
"construction","New York State Department of Transportation Region 2","I-790","Both directions","between Utica","Oneida","NY","2020-04-22T07:05:31.000",,"Construction, bridge work on I-790 both directions between I-790 Bridge over railroad tracks (Utica) and I-790 Bridge over Mohawk River (Utica) until 5:00 P.M. Motorists will encounter lane closures in bth directions","New York State Department of Transportation Region 2","43.1087","-75.2382"
"construction","New York State Department of Transportation (Region 8)","US 9W","Both directions","between Marlborough","Ulster","NY","2020-04-22T07:04:09.000",,"Construction, roadwork on US 9W both directions between Old Post Road (Marlborough) and Dock Road (Marlborough) alternate lanes closure until 5:00 P.M. D264156","New York State Department of Transportation (Region 8)","41.602807","-73.972406"
"construction","New York State Department of Transportation (Region 8)","NY 32","Both directions",,"Orange","NY","2020-04-22T07:02:12.000",,"Construction, reconstruction on NY 32 both directions between Commerce Drive S (Woodbury) and Buena Vista Terrace (Monroe) right shoulder closures until 3:30 P.M. D900038","New York State Department of Transportation (Region 8)","41.311605","-74.140784"
"fire department activity","New York State Thruway-State Wide Operations Center - Albany","I-90 - NYS Thruway","Eastbound","between Le Roy","Genesee","NY","2020-04-22T06:55:18.000",,"Rescue and recovery work in progress on I-90 - NYS Thruway eastbound between Exit 47 (I-90) - Rochester - LeRoy (I-490 - Rte 19) and Exit 46 (I-90) - Rochester - Corning (I-390) starting 1:27 PM, 04/22/2020 until further notice. [CARS CAD-201130038]","New York State Thruway-State Wide Operations Center - Albany","43.029869","-77.843353"
"roadwork","New Jersey Turnpike Authority","New Jersey Turnpike - Pennsylvania Ext.","Westbound","between Mansfield Twp","Burlington","NJ","2020-04-22T06:50:29.000",,"Roadwork on New Jersey Turnpike - Pennsylvania Ext. Westbound between West of New Jersey Turnpike South (Mansfield Twp) and West of Toll Plaza (Florence Twp) 1 right lane closed until 5:00 P.M.","New Jersey Turnpike Authority","40.094708","-74.754409"
