"event_type","organization_name","facility_name","direction","city","county","state","create_time","close_time","event_description","responding_organization_id","latitude","longitude"
"guard rail repairs","New Jersey DOT - Statewide Traffic Management Center","I-80","Westbound","between Parsippany-Troy Hills Twp","Morris","NJ","2020-04-21T08:23:25.000",,"Guard rail repairs on I-80 westbound between Exit 47B - US 46 (Parsippany-Troy Hills Twp) and East of Exit 43 - I-287 (Parsippany-Troy Hills Twp) Not currently scheduled","New Jersey DOT - Statewide Traffic Management Center","40.860497","-74.366591"
"construction","New York State Department of Transportation Traffic Management Center - Albany","I-787","Northbound","ramp to Albany","Albany","NY","2020-04-21T07:17:54.000",,"Bridge rehabilitation on I-787 northbound ramp to Exit 3 northbound; Dunn Bridge; Empire Plaza; US 9; US 20 (Albany) detour in place, Tuesday April 28th, 2020 thru Friday May 1st, 2020, Tuesday/Wednesday/Thursday/Friday, 09:00 AM thru 03:00 PM all lanes closed","New York State Department of Transportation Traffic Management Center - Albany","42.6375","-73.7559"
"construction","New York State Thruway-State Wide Operations Center - Albany","I-90 - Berkshire Connector","Westbound","from Schodack","Rensselaer","NY","2020-04-21T06:58:17.000",,"Road maintenance operations, right lane closed on I-90 - Berkshire Connector westbound from after Exit B1 - Hudson - Rensselaer (US9 - I-90W) to before I-87 Exit 21A - Start of Berkshire Connector until further notice. [CARS CAD-201120027]","New York State Thruway-State Wide Operations Center - Albany","42.504247","-73.755883"
"construction","New York State Department of Transportation Region 2","NY 49","Westbound","between Marcy","Oneida","NY","2020-04-21T06:33:32.000",,"Construction, roadwork on NY 49 westbound between Cavanaugh Road; CR 30 (Marcy) and CR 32; Ramp (Marcy) until 6:00 P.M. on May 10, 2020 More specifically the Route 49 west bound ramp to Route 291. The ramp will be closed continuously for 14 days with a signed detour of Cavanaugh Road in place.","New York State Department of Transportation Region 2","43.147986","-75.289037"
"security check point","New York State Department of Transportation Region 7","I-81","Northbound",,"Jefferson","NY","2020-04-21T06:17:21.000",,"Security Check Point on I-81 northbound approaching US-Canadian Line (Jefferson) ALL non-essential travel, which includes travel that is considered tourism or recreational in nature, is prohibited. For more info https://www.cbsa-asfc.gc.ca/agency-agence/pm-covid19-eng.html","New York State Department of Transportation Region 7","44.296251","-75.975475"
"bridge work","New York State Department of Transportation Region 4","I-490","Both directions","under Chili","Monroe","NY","2020-04-20T22:06:21.000",,"Bridge work on I-490 both directions under Paul Road; CR 168 (Chili) bridge washing, Wednesday April 22nd, 2020, 01:00 PM thru 05:00 PM alternate lanes closures","New York State Department of Transportation Region 4","43.107498","-77.780502"
"bridge work","New York State Department of Transportation Region 4","NY 204","Westbound","over Gates","Monroe","NY","2020-04-20T21:09:19.000",,"Bridge work on NY 204 westbound over Pixley Road (Gates) Bridge Washing, Friday April 24th, 2020, 02:00 PM thru 06:00 PM alternate lanes closures","New York State Department of Transportation Region 4","43.130093","-77.710483"
"bridge work","New York State Department of Transportation Region 4","NY 204","Eastbound","over Gates","Monroe","NY","2020-04-20T21:05:13.000",,"Bridge work on NY 204 eastbound over Pixley Road (Gates) Bridge Washing, Friday April 24th, 2020, 02:00 PM thru 06:00 PM alternate lanes closures","New York State Department of Transportation Region 4","43.129798","-77.710601"
"bridge work","New York State Department of Transportation Region 4","I-490","Eastbound",,"Monroe","NY","2020-04-20T20:48:14.000",,"Bridge work on I-490 eastbound over (Gates) Bridge Washing, Friday April 24th, 2020, 11:00 AM thru 02:00 PM alternate lanes closures","New York State Department of Transportation Region 4","43.133832","-77.719388"
"bridge work","New York State Department of Transportation Region 4","I-490","Westbound","over Gates","Monroe","NY","2020-04-20T20:43:28.000",,"Bridge work on I-490 westbound over NY 204 (Gates) Bridge Washing, Friday April 24th, 2020, 08:00 AM thru 01:00 PM alternate lanes closures","New York State Department of Transportation Region 4","43.133914","-77.720117"
"bridge work","New York State Department of Transportation Region 4","I-490","Both directions","under Chili","Monroe","NY","2020-04-20T17:27:15.000",,"Bridge work on I-490 both directions under Westside Drive; CR 119 (Chili) Bridge Washing, Thursday April 23rd, 2020, 01:00 PM thru 06:00 PM alternate lanes closures","New York State Department of Transportation Region 4","43.125499","-77.729103"
"construction","New Jersey Department of Transportation - Traffic Operations Center South","I-295","Both directions","ramp to/from Westampton Twp","Burlington","NJ","2020-04-20T17:24:24.000",,"Milling and paving operations on I-295 both directions ramp to/from Exit 45 - Mount Holly Rd/Rancocas Rd (Westampton Twp) , Tuesday April 21st, 2020 thru Thursday April 23rd, 2020 Tuesday/ Wednesday/ Thursday, 08:00 AM thru 04:00 PM, ramp closed and detoured","New Jersey Department of Transportation - Traffic Operations Center South","40.00963","-74.850902"
"drainage improvements","New Jersey Department of Transportation - Traffic Operations Center South","NJ 42","Southbound","at Washington Twp","Gloucester","NJ","2020-04-20T17:17:22.000",,"Drainage improvements on NJ 42 southbound at CR 555/Stagecoach Rd (Washington Twp) , Monday April 27th, 2020 thru Friday May 1st, 2020, Monday thru Friday, 09:00 AM thru 03:00 PM, 1 lane closed","New Jersey Department of Transportation - Traffic Operations Center South","39.729409","-75.032799"
"construction","MTA NYC Transit Subway","Staten Island Railway","Both directions","from Staten Island","Richmond","NY","2020-04-20T16:54:24.000",,"Due to Construction, both directions Staten Island Railway from Eltingville Station (Staten Island) to Huguenot Station (Staten Island) - board/exit all trains at the St. George-bound platform. Boarding change includes Eltingville, Annadale, and Huguenot Stations., Friday April 24th, 2020, 09:00 AM thru 03:00 PM,","MTA NYC Transit Subway","40.543299","-74.164164"
"construction","MTA NYC Transit Subway","Staten Island Railway","Both directions","from Staten Island","Richmond","NY","2020-04-20T16:52:28.000",,"Due to Construction, both directions Staten Island Railway from Arthur Kill Station (Staten Island) to Richmond Valley Station (Staten Island) board/exit all trains at the Tottenville-bound platform., Thursday April 23rd, 2020, 09:00 AM thru 03:00 PM,","MTA NYC Transit Subway","40.514879","-74.245548"
"bridge work","New York State Department of Transportation Region 4","NY 386","Both directions","under Chili","Monroe","NY","2020-04-20T16:49:48.000",,"Bridge work on NY 386 both directions under I-490 (Chili) Bridge Washing, Thursday April 23rd, 2020, 08:00 AM thru 01:00 PM alternate lanes closures","New York State Department of Transportation Region 4","43.1208","-77.745597"
"bridge work","New York State Department of Transportation Region 4","I-490","Eastbound","over Chili","Monroe","NY","2020-04-20T16:43:43.000",,"Bridge work on I-490 eastbound over Chili Center Coldwater Road; NY 386 (Chili), Thursday April 23rd, 2020, 09:00 AM thru 01:00 PM alternate lanes closures","New York State Department of Transportation Region 4","43.1207","-77.745597"
"construction","New Jersey Department of Transportation - Traffic Operations Center South","US 322","Both directions","between Folsom","Atlantic","NJ","2020-04-20T16:42:21.000",,"Construction, construction on US 322 both directions between Cains Mill Rd (Folsom) and Piney Hollow Rd (Monroe Twp) all lanes closed and detoured until 7:00 P.M. on April 24, 2020 follow detour","New Jersey Department of Transportation - Traffic Operations Center South","39.603371","-74.880733"
"tree trimming","New Jersey Department of Transportation - Traffic Operations Center South","NJ 66","Eastbound","Neptune Twp","Monmouth","NJ","2020-04-20T16:41:23.000",,"Tree trimming on NJ 66 eastbound CR 16/Asbury Av (Neptune Twp) to West of NJ 35 (Ocean Twp) , Tuesday April 21st, 2020 thru Saturday April 25th, 2020 Tuesday/ Wednesday/ Thursday/ Friday/ Saturday, 08:30 AM thru 03:30 PM, right shoulder closed","New Jersey Department of Transportation - Traffic Operations Center South","40.23033","-74.05942"
"bridge work","New York State Department of Transportation Region 4","I-490","Westbound","over Chili","Monroe","NY","2020-04-20T16:38:26.000",,"Bridge work on I-490 westbound over Chili Center Coldwater Rd. Rt 386 (Chili) Bridge Washing, Thursday April 23rd, 2020, 08:00 AM thru 01:00 PM alternate lanes closed","New York State Department of Transportation Region 4","43.121182","-77.745652"
"roadwork","New York State Department of Transportation Region 3","Kirkville Road","Westbound","under De Witt","Onondaga","NY","2020-04-20T16:24:24.000",,"Roadwork on Kirkville Road westbound under I-481 (De Witt), Continuous Tuesday April 21st, 2020 07:00 AM thru Thursday April 30th, 2020 05:00 PM right lane closure","New York State Department of Transportation Region 3","43.077704","-76.053146"
"construction","New Jersey DOT - Statewide Traffic Management Center","NJ 28","Both directions","at Roselle Park","Union","NJ","2020-04-20T16:09:30.000",,"Construction on NJ 28 both directions at CR 616A/Galloping Hill Rd (Roselle Park) , Tuesday April 21st, 2020 thru Thursday April 23rd, 2020 Tuesday/ Wednesday/ Thursday, 07:00 AM thru 04:00 PM, right lane and shoulder closed","New Jersey DOT - Statewide Traffic Management Center","40.663442","-74.250947"
"attenuator repairs, barrier repairs","New Jersey DOT - Statewide Traffic Management Center","US 1&9","Both directions","between Elizabeth","Union","NJ","2020-04-20T16:00:36.000",,"Attenuator repairs and barrier repairs on US 1&9 both directions between CR 624/North Ave (Elizabeth) and Delancey St (Newark) Not currently scheduled","New Jersey DOT - Statewide Traffic Management Center","40.675503","-74.198752"
"construction","New Jersey DOT - Statewide Traffic Management Center","I-195","Both directions","between Jackson Twp","Ocean","NJ","2020-04-20T15:55:49.000",,"Construction on I-195 both directions between Exit 16 - CR 537/Great Adventure (Jackson Twp) and Exit 28 - US 9 (Howell Twp) , Tuesday April 21st, 2020 thru Friday April 24th, 2020 Tuesday/ Wednesday/ Thursday, 07:00 PM thru 05:00 AM, various lane closed for repairs","New Jersey DOT - Statewide Traffic Management Center","40.160472","-74.425201"
"roadwork","New Jersey DOT - Statewide Traffic Management Center","I-80","Eastbound","Blairstown Twp","Warren","NJ","2020-04-20T15:51:24.000",,"Roadwork on I-80 eastbound West of Exit 12 - CR 521/Hope-Blairstown Rd (Blairstown Twp) , Tuesday April 21st, 2020 thru Thursday April 23rd, 2020 Tuesday/ Wednesday/ Thursday, 08:00 AM thru 03:00 PM, right shoulder closed","New Jersey DOT - Statewide Traffic Management Center","40.932869","-74.996182"
"construction","New Jersey DOT - Statewide Traffic Management Center","US 1&9 Truck Route","Northbound","at Jersey City","Hudson","NJ","2020-04-20T15:21:31.000",,"Construction on US 1&9 Truck Route northbound at Sip Av (Jersey City) , Friday May 1st, 2020 thru Monday May 4th, 2020 Sunday/ Friday/ Saturday, 09:00 PM thru 09:00 AM, all lanes closed and detoured","New Jersey DOT - Statewide Traffic Management Center","40.732936","-74.082854"
"roadwork","New Jersey Department of Transportation - Traffic Operations Center South","I-295","Northbound","approaching Mansfield Twp","Burlington","NJ","2020-04-20T15:14:54.000",,"Roadwork on I-295 northbound approaching Exit 52 - Columbus Rd (Mansfield Twp) Not currently scheduled","New Jersey Department of Transportation - Traffic Operations Center South","40.084063","-74.760276"
"roadwork","New Jersey Department of Transportation - Traffic Operations Center South","NJ 71","Northbound","from Spring Lake Heights","Monmouth","NJ","2020-04-20T15:07:23.000",,"Roadwork on NJ 71 northbound from CR 47/Warren Av (Spring Lake Heights) to CR 20/Beacon Blvd (Sea Girt) , Tuesday April 21st, 2020 thru Friday April 24th, 2020 Tuesday/ Wednesday/ Thursday/ Friday, 09:00 AM thru 03:00 PM, right shoulder closed","New Jersey Department of Transportation - Traffic Operations Center South","40.151335","-74.039033"
"utility work","New Jersey Department of Transportation - Traffic Operations Center South","NJ 49","Westbound","Bridgeton","Cumberland","NJ","2020-04-20T15:00:29.000",,"Utility work on NJ 49 westbound CR 607/West Av (Bridgeton) , Tuesday April 21st, 2020 thru Friday April 24th, 2020 Tuesday/ Wednesday/ Thursday/ Friday, 09:00 AM thru 03:00 PM, right shoulder closed","New Jersey Department of Transportation - Traffic Operations Center South","39.429732","-75.24603"
"curb work","New Jersey DOT - Statewide Traffic Management Center","US 202","Northbound","Bridgewater Twp","Somerset","NJ","2020-04-20T14:59:48.000",,"Curb work on US 202 northbound Town Center Rd (Bridgewater Twp) , Monday April 20th, 2020 thru Thursday April 23rd, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 09:00 AM thru 03:00 PM, right shoulder closed","New Jersey DOT - Statewide Traffic Management Center","40.572681","-74.66932"
"roadwork","New Jersey Department of Transportation - Traffic Operations Center South","I-295","Both directions","Lawrence Twp","Mercer","NJ","2020-04-20T14:54:38.000",,"Roadwork on I-295 both directions South of Exit 67 - US 1 (Lawrence Twp) , Wednesday April 22nd, 2020 thru Thursday April 23rd, 2020 Wednesday/ Thursday, 08:00 AM thru 04:00 PM, 1 to 2 lanes closed","New Jersey Department of Transportation - Traffic Operations Center South","40.275255","-74.690809"
"construction","TRANSCOM","W. R. Tracy Drive","Both directions","between Mountainside","Union","NJ","2020-04-20T14:29:21.000",,"Line striping and milling and repaving on W. R. Tracy Drive both directions between New Providence Road (Mountainside) and Glenside Avenue (Mountainside) , Friday April 24th, 2020 thru Friday May 1st, 2020, Sunday thru Saturday, 07:00 AM thru 06:00 PM, all lanes closed","TRANSCOM","40.690536","-74.371824"
"construction","MTA Long Island Rail Road","Long Beach Branch","Westbound","from Nassau County","Nassau","NY","2020-04-20T14:22:56.000",,"Due to Crossing grade repairs, westbound Long Beach Branch from Long Beach Station (Nassau County) to Valley Stream Station (Nassau County) trains will depart 26 minutes earlier than usual train times as the LIRR forces modernize the grade crossing at Weidner Avenue in Oceanside. In addition, the 12:27 a.m. overnight train from Long Beach will depart 18 minutes earlier, at 12:09 a.m. For Far Rockaway customer, this will affect departure times at Rosedale, Laurelton and Locust Manor. For Pt Jefferson, Oyster Bay and Hempstead customers, this service change will result in some westbound trains having later connections and arrival times at Woodside and Penn Station., Tuesday April 21st, 2020 thru Wednesday April 22nd, 2020 Tuesday/ Wednesday, 12:00 AM thru 11:59 PM,, Tuesday April 28th, 2020 thru Wednesday April 29th, 2020 Tuesday/ Wednesday, 12:00 AM thru 11:59 PM,","MTA Long Island Rail Road","40.589336","-73.664146"
"construction","New York State Department of Transportation Traffic Management Center - Albany","I-87 Northway","Northbound","north of Moreau","Saratoga","NY","2020-04-20T14:01:25.000",,"Construction on I-87 Northway northbound north of Exit 17S; US 9 south (Moreau) , Thursday April 23rd, 2020, 08:30 AM thru 02:00 PM, right and center lanes closed","New York State Department of Transportation Traffic Management Center - Albany","43.236999","-73.6921"
"roadwork","New Jersey Department of Transportation - Traffic Operations Center South","I-295","Southbound","Burlington Twp","Burlington","NJ","2020-04-20T13:43:24.000",,"Roadwork on I-295 southbound North of Exit 47 - CR 541/Burlington-Mount Holly Rd (Burlington Twp) , Monday April 20th, 2020 thru Friday April 24th, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 10:00 PM thru 05:00 AM, 1 to 2 lanes closed","New Jersey Department of Transportation - Traffic Operations Center South","40.05983","-74.813394"
"roadwork","New Jersey Department of Transportation - Traffic Operations Center South","I-295","Both directions","Carneys Point Twp","Salem","NJ","2020-04-20T13:41:27.000",,"Roadwork on I-295 both directions North of Exit 2 - New Jersey Turnpike/NJ 140 (Carneys Point Twp) to South of Exit 4 - NJ 48 (Carneys Point Twp) , Tuesday April 21st, 2020 thru Thursday April 23rd, 2020, 07:00 AM thru 05:00 PM, various lanes closed","New Jersey Department of Transportation - Traffic Operations Center South","39.686498","-75.477218"
"incident","MTA NYC Transit Subway","Z Line","Both directions","from Queens","Queens","NY","2020-04-20T13:11:58.000",,"Due to Operational activity, both directions Z Line service suspended from Jamaica Center-Parsons/Archer Station (Queens) to Broad Street Station (Manhattan) as part of the MTA's Essential Service plan. J trains will make all local stops","MTA NYC Transit Subway","40.702411","-73.800085"
"construction","New Jersey DOT - Statewide Traffic Management Center","Pulaski Skyway","Northbound","ramp to Jersey City","Hudson","NJ","2020-04-20T12:51:42.000",,"Construction on Pulaski Skyway northbound ramp to Broadway (Jersey City) , Monday April 27th, 2020 thru Friday May 1st, 2020, Monday thru Friday, 09:00 AM thru 03:30 PM, ramp closed","New Jersey DOT - Statewide Traffic Management Center","40.7357","-74.0849"
"construction","New Jersey Department of Transportation - Traffic Operations Center South","NJ 55","Northbound","Vineland","Cumberland","NJ","2020-04-20T12:10:59.000",,"Construction on NJ 55 northbound South of Exit 35 - CR 674/Garden Rd (Vineland) to South of Exit 48 - Ellis Mill Rd (Elk Twp) , Tuesday April 21st, 2020 thru Friday April 24th, 2020 Tuesday/ Wednesday/ Thursday, 07:00 PM thru 07:00 AM, right lane closed, Friday April 24th, 2020 thru Saturday April 25th, 2020, 07:00 PM thru 08:00 AM, right lane closed, Saturday April 25th, 2020 thru Sunday April 26th, 2020, 07:00 PM thru 09:00 AM, right lane closed","New Jersey Department of Transportation - Traffic Operations Center South","39.51102","-75.069468"
"incident","Westchester Bee-Line","# 60 Bus","Northbound",,"Westchester","NY","2020-04-20T12:04:50.000",,"Due to operational activity, northbound # 60 Bus from Fordham (Westchester) to White Plains Transit-Center (Westchester) A trip will be added at 6:20 a.m. These extra trips will be in effect on weekdays only, and regular Saturday and Sunday schedules remain in effect. Schedules are subject to modification., Tuesday April 21st, 2020 thru Wednesday May 20th, 2020, Monday thru Friday, 12:00 AM thru 11:59 PM","Westchester Bee-Line","41.033266","-73.774966"
"milling, paving operations","New Jersey DOT - Statewide Traffic Management Center","I-287","Southbound","between Morristown","Morris","NJ","2020-04-20T11:50:26.000",,"Milling and paving operations on I-287 southbound between Exit 35 - NJ 124 (Morristown) and Exit 30 - North Maple Ave (Bernards Twp) , Tuesday April 21st, 2020 thru Wednesday April 22nd, 2020 Tuesday/ Wednesday, 07:00 AM thru 05:00 PM, right lane closed","New Jersey DOT - Statewide Traffic Management Center","40.787089","-74.469308"
"sign work","New Jersey Department of Transportation - Traffic Operations Center South","I-195","Both directions","from Jackson Twp","Ocean","NJ","2020-04-20T11:50:26.000",,"Sign work on I-195 both directions from Exit 16 - CR 537/Great Adventure (Jackson Twp) to Exit 28 - US 9 (Howell Twp) , Tuesday April 21st, 2020 thru Thursday April 23rd, 2020 Tuesday/ Wednesday/ Thursday, 08:00 AM thru 05:00 PM, 1 lane closed","New Jersey Department of Transportation - Traffic Operations Center South","40.160472","-74.425201"
"construction","New York State Department of Transportation Traffic Management Center - Albany","NY 150","Both directions","between North Greenbush","Rensselaer","NY","2020-04-20T11:39:00.000",,"Construction on NY 150 both directions between Kuhl Blvd (North Greenbush) and Snyder's Corner Rd (North Greenbush), Thursday April 23rd, 2020 thru Friday April 24th, 2020, Thursday/Friday, 09:00 AM thru 03:00 PM alternate lanes closed","New York State Department of Transportation Traffic Management Center - Albany","42.685887","-73.631624"
"tree trimming","New Jersey Department of Transportation - Traffic Operations Center South","NJ 42","Northbound","approaching Runnemede","Camden","NJ","2020-04-20T11:37:44.000",,"Tree trimming on NJ 42 northbound approaching South of Exit 14 - CR 753/Creek Rd (Runnemede) , Tuesday April 21st, 2020 thru Thursday April 23rd, 2020 Tuesday/ Wednesday/ Thursday, 07:00 AM thru 03:00 PM, right shoulder closed","New Jersey Department of Transportation - Traffic Operations Center South","39.856544","-75.098452"
"construction","New York State Department of Transportation Traffic Management Center - Albany","NY 43","Both directions","between North Greenbush","Rensselaer","NY","2020-04-20T11:35:54.000",,"Construction on NY 43 both directions between Peck Rd (North Greenbush) and Cobb Hill Rd (Sand Lake), Tuesday April 21st, 2020 thru Friday April 24th, 2020, Tuesday/Wednesday/Thursday/Friday, 09:00 AM thru 03:00 PM alternate lanes closed","New York State Department of Transportation Traffic Management Center - Albany","42.64338","-73.628289"
"construction","New York State Department of Transportation (Region 8)","NY 211","Both directions","between Middletown","Orange","NY","2020-04-20T11:29:54.000",,"Culvert repairs on NY 211 both directions between Pierson Hill Road (Middletown) and White Bridge Road (Middletown) D264054, Continuous Thursday April 30th, 2020 08:00 AM thru Thursday May 14th, 2020 11:59 PM all lanes closed","New York State Department of Transportation (Region 8)","41.466182","-74.506831"
"roadwork","New York State Department of Transportation (Region 8)","US 9W","Both directions","Marlborough","Ulster","NY","2020-04-20T11:12:44.000",,"Roadwork on US 9W both directions Lyons Lane (Marlborough) to Woodcrest Lane (Marlborough) D264156, Tuesday April 28th, 2020 thru Friday May 1st, 2020, Tuesday/Wednesday/Thursday/Friday, 07:00 AM thru 05:00 PM various lane closures","New York State Department of Transportation (Region 8)","41.634028","-73.962932"
"utility work","New Jersey DOT - Statewide Traffic Management Center","NJ 27","Northbound","New Brunswick","Middlesex","NJ","2020-04-20T11:10:49.000",,"Utility work on NJ 27 northbound Van Dyke Av (New Brunswick) , Tuesday April 21st, 2020 thru Wednesday April 22nd, 2020 Tuesday/ Wednesday, 08:00 AM thru 04:00 PM, 1 lane closed","New Jersey DOT - Statewide Traffic Management Center","40.484405","-74.476751"
"attenuator repairs","New Jersey DOT - Statewide Traffic Management Center","NJ 440","Both directions","between Jersey City","Hudson","NJ","2020-04-20T10:45:28.000",,"Attenuator repairs on NJ 440 both directions between New Jersey Turnpike Hudson County Extension (Jersey City) and W 63rd St (Bayonne) Not currently scheduled","New Jersey DOT - Statewide Traffic Management Center","40.682475","-74.096025"
"roadwork","New York State Department of Transportation Region 4","NY 96","Both directions","from Perinton","Monroe","NY","2020-04-20T10:40:39.000",,"Roadwork on NY 96 both directions from Crestview Drive (Perinton) to Hidden Hollow (Perinton), Wednesday April 22nd, 2020, 07:00 AM thru 03:30 PM 1 1 to 2 lanes closed","New York State Department of Transportation Region 4","43.060293","-77.475435"
"roadwork","New York State Department of Transportation (Region 8)","US 6","Both directions","between Carmel","Putnam","NY","2020-04-20T10:37:21.000",,"Roadwork on US 6 both directions between Belden Road (Carmel) and Vink Drive (Carmel), Thursday April 23rd, 2020 thru Friday April 24th, 2020, Thursday/Friday, 07:00 AM thru 05:30 PM alternate lanes closure","New York State Department of Transportation (Region 8)","41.423912","-73.678565"
"roadwork","New York State Department of Transportation Region 4","NY 96","Both directions",,"Monroe","NY","2020-04-20T10:28:31.000",,"Roadwork on NY 96 both directions from Garnsey Road (Monroe) to Marsh Road (Monroe), Wednesday April 22nd, 2020, 07:00 AM thru 03:30 PM 1 1 to 2 lanes closure","New York State Department of Transportation Region 4","43.061817","-77.477345"
"construction","New York State Department of Transportation Traffic Management Center - Albany","NY 203","Both directions","between Nassau","Rensselaer","NY","2020-04-20T10:27:55.000",,"Construction on NY 203 both directions between Albany Avenue; Church Street; US 20 (Nassau) and Fairgrounds St (Nassau) detour in place, Wednesday April 22nd, 2020, 07:00 AM thru 06:00 PM all lanes closed","New York State Department of Transportation Traffic Management Center - Albany","42.516101","-73.609802"
"bridge maintenance operations","New Jersey DOT - Statewide Traffic Management Center","I-78","Both directions","ramp to Newark","Essex","NJ","2020-04-20T10:24:30.000",,"Bridge maintenance operations on I-78 both directions ramp to Exit 58 - US 1&9/E. Port St (Newark) , Monday April 20th, 2020 thru Saturday April 25th, 2020, Monday thru Friday, 08:00 PM thru 06:00 AM, 1 lane closed","New Jersey DOT - Statewide Traffic Management Center","40.710791","-74.166906"
"construction","New York State Department of Transportation (Region 11)","Bronx River Parkway","Southbound","at New York","Bronx","NY","2020-04-20T10:07:22.000",,"Construction on Bronx River Parkway southbound at Exit 4 - I-95 Cross Bronx Expressway Ramp (New York) Subject to change without notice., Tuesday April 21st, 2020 thru Friday April 24th, 2020, Tuesday/Wednesday/Thursday/Friday, 10:00 AM thru 02:00 PM 1 lane closed","New York State Department of Transportation (Region 11)","40.834499","-73.873901"
"construction","New York State Department of Transportation (Region 8)","Saw Mill River Parkway","Southbound","between Greenburgh","Westchester","NY","2020-04-20T09:47:25.000",,"Bridge rehabilitation on Saw Mill River Parkway southbound between Exit 17 - CR 134 (Greenburgh) and Exit 13 - Saw Mill River Parkway Connector; Farragut Avenue (Greenburgh) D264094, Monday April 20th, 2020 thru Saturday April 25th, 2020, Monday thru Friday, 06:00 PM thru 05:00 AM all lanes closed","New York State Department of Transportation (Region 8)","41.0102","-73.852096"
"roadwork","New Jersey Department of Transportation - Traffic Operations Center South","I-195","Westbound","Millstone Twp","Monmouth","NJ","2020-04-20T09:29:30.000",,"Roadwork on I-195 westbound West of Exit 16 - CR 537/Great Adventure (Millstone Twp) , Monday April 20th, 2020 thru Wednesday April 22nd, 2020 Monday/ Tuesday/ Wednesday, 09:00 AM thru 03:59 PM, left lane closed","New Jersey Department of Transportation - Traffic Operations Center South","40.174597","-74.465838"
"roadwork","New York State Department of Transportation Region 9","NY 42","Southbound","between Thompson","Sullivan","NY","2020-04-20T08:51:51.000",,"Roadwork, roadwork on NY 42 southbound between Banks ST (Thompson) and Jefferson ST (Thompson) 1 left lane of 2 lanes blocked for sign installation to occur on 04/20/20 to 04/24/20 between the hours of 0700 and 1500 with no flag personnel present. This work is weather dependent. IR#39724","New York State Department of Transportation Region 9","41.656545","-74.692955"
"bridge rehabilitation","New York State Department of Transportation (Region 8)","Saw Mill River Parkway","Northbound","between Greenburgh","Westchester","NY","2020-04-20T08:43:53.000",,"Bridge rehabilitation on Saw Mill River Parkway northbound between Exit 13 - Saw Mill River Parkway Connector; Farragut Avenue (Greenburgh) and Exit 17 - CR 134 (Greenburgh) D264094, Tuesday April 21st, 2020 thru Friday April 24th, 2020 Tuesday/ Wednesday/ Thursday/ Friday, 09:00 AM thru 02:00 PM, left lane closure","New York State Department of Transportation (Region 8)","40.983001","-73.8665"
"bridge rehabilitation","New York State Department of Transportation (Region 8)","Saw Mill River Parkway","Southbound","between Greenburgh","Westchester","NY","2020-04-20T08:41:19.000",,"Bridge rehabilitation on Saw Mill River Parkway southbound between Exit 17 - CR 134 (Greenburgh) and Exit 13 - Saw Mill River Parkway Connector; Farragut Avenue (Greenburgh) D264094, Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 10:00 AM thru 02:00 PM left lane closure","New York State Department of Transportation (Region 8)","41.0102","-73.852096"
"operational activity","MTA Bridges and Tunnels","Queens Midtown Tunnel","Eastbound","Manhattan/Queens","New York/Queens","NY","2020-04-20T08:35:22.000",,"Operational Activity on Queens Midtown Tunnel eastbound Queens Bound (Manhattan/Queens) 1 lane closed for overheight mitigation.","MTA Bridges and Tunnels","40.747448","-73.967385"
"bridge work","New Jersey DOT - Statewide Traffic Management Center","NJ 38","Both directions","area of Mount Laurel Twp","Burlington","NJ","2020-04-20T08:18:39.000",,"Bridge work on NJ 38 both directions area of New Jersey Turnpike (Mount Laurel Twp) , Wednesday April 22nd, 2020, 09:00 AM thru 04:00 PM, left lane closed","New Jersey DOT - Statewide Traffic Management Center","39.96777","-74.905776"
"construction","New York State Department of Transportation Region 7","NY 3","Both directions",,"Jefferson","NY","2020-04-20T08:04:29.000",,"Construction, bridge work on NY 3 both directions (Watertown) up to 2 lanes of 4 lanes closed until 11:59 P.M.","New York State Department of Transportation Region 7","43.976346","-75.923305"
"construction","New Jersey DOT - Statewide Traffic Management Center","NJ 18","Both directions","between Old Bridge Twp","Middlesex","NJ","2020-04-20T08:01:29.000",,"Construction on NJ 18 both directions between Exit 30 - US 9 (Old Bridge Twp) and CR 516/Old Bridge-Matawan Rd (Old Bridge Twp) , Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 AM thru 05:00 PM, left lane and shoulder closed","New Jersey DOT - Statewide Traffic Management Center","40.370101","-74.305531"
"bridge work","New York State Department of Transportation Region 7","NY 3","Both directions",,"Jefferson","NY","2020-04-20T07:55:26.000",,"Bridge work on NY 3 both directions (Watertown), Tuesday January 1st, 2019 thru Friday May 29th, 2020, Monday thru Friday, 12:00 AM thru 11:59 PM up to 2 lanes of 4 lanes closed","New York State Department of Transportation Region 7","43.976346","-75.923305"
"utility work","New Jersey DOT - Statewide Traffic Management Center","NJ 27","Northbound","at Woodbridge Twp","Middlesex","NJ","2020-04-20T07:37:46.000",,"Utility work on NJ 27 northbound at CR 604/Green St (Woodbridge Twp) Not currently scheduled","New Jersey DOT - Statewide Traffic Management Center","40.573275","-74.321627"
