"sample_id","org_id","capture_event","capture_loc","latitude","longitude","site_id","project_id","org_hg_id","bdate","year","band_number","tissuecollected","analysis_tissue","analysis_tissue_wgt_g","analysis_tissue_moist","chem_value","chem_units","chemical_type","ww_dw_fw","convert_chem_value_fishadj","final_chem_standardized","final_convertedtissue","steps_reasonnotconverted","pcode","rmk","rmk_desc","limit","limit_desc","method","lab_code","lab_abbrev","duplicate1","hg_comments"
"NY001-NY002NYT048-44.03034-73.82906-07232006-C4581-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C4581","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7016-056","2006-07-23T00:00:00.000","2006","1921-69135","Blood","Blood",,,"0.101","ppm","THg","ww",,"0.101","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07232006-C6724-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C6724","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7007-067","2006-07-23T00:00:00.000","2006","2241-23133","Blood","Blood",,,"0.133","ppm","THg","ww",,"0.133","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07232006-C6725-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C6725","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7007-068","2006-07-23T00:00:00.000","2006","2241-23134","Blood","Blood",,,"0.132","ppm","THg","ww",,"0.132","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07232006-C6726-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C6726","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7007-069","2006-07-23T00:00:00.000","2006","2241-23135","Blood","Blood",,,"0.0758","ppm","THg","ww",,"0.0758","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07232006-C6727-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C6727","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7007-070","2006-07-23T00:00:00.000","2006","2241-23136","Blood","Blood",,,"0.107","ppm","THg","ww",,"0.107","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07232006-C6728-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C6728","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7007-071","2006-07-23T00:00:00.000","2006","2241-23137","Blood","Blood",,,"0.0524","ppm","THg","ww",,"0.0524","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07232006-C6729-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C6729","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7007-072","2006-07-23T00:00:00.000","2006","2241-23138","Blood","Blood",,,"0.0296","ppm","THg","ww",,"0.0296","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07232006-C6730-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C6730","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7007-073","2006-07-23T00:00:00.000","2006","2241-23139","Blood","Blood",,,"0.0694","ppm","THg","ww",,"0.0694","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07232006-C6731-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C6731","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7007-074","2006-07-23T00:00:00.000","2006","2251-71215","Blood","Blood",,,"0.0698","ppm","THg","ww",,"0.0698","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07232006-C6732-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C6732","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7007-075","2006-07-23T00:00:00.000","2006","2251-71216","Blood","Blood",,,"0.191","ppm","THg","ww",,"0.191","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C2382-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C2382","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7016-005","2006-07-03T00:00:00.000","2006","2251-71244","Blood","Blood",,,"0.0494","ppm","THg","ww",,"0.0494","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C2383-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C2383","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7007-006","2006-07-03T00:00:00.000","2006","2251-71245","Blood","Blood",,,"0.0627","ppm","THg","ww",,"0.0627","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C2719-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C2719","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7007-007","2006-07-03T00:00:00.000","2006","2440-09574","Blood","Blood",,,"0.113","ppm","THg","ww",,"0.113","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C2720-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C2720","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7007-008","2006-07-03T00:00:00.000","2006","2440-09575","Blood","Blood",,,"0.178","ppm","THg","ww",,"0.178","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C4591-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C4591","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7016-003","2006-07-03T00:00:00.000","2006","1921-69065","Blood","Blood",,,"0.0626","ppm","THg","ww",,"0.0626","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C4592-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C4592","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7016-004","2006-07-03T00:00:00.000","2006","1921-69066","Blood","Blood",,,"0.0379","ppm","THg","ww",,"0.0379","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C4593-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C4593","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7016-006","2006-07-03T00:00:00.000","2006","1921-69067","Blood","Blood",,,"0.0475","ppm","THg","ww",,"0.0475","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C4594-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C4594","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7016-007","2006-07-03T00:00:00.000","2006","1921-69068","Blood","Blood",,,"0.0365","ppm","THg","ww",,"0.0365","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C4595-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C4595","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7016-008","2006-07-03T00:00:00.000","2006","1921-69069","Blood","Blood",,,"0.0397","ppm","THg","ww",,"0.0397","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C7201-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C7201","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7007-009","2006-07-03T00:00:00.000","2006","2241-23132","Blood","Blood",,,"0.0663","ppm","THg","ww",,"0.0663","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C7203-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C7203","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7007-011","2006-07-03T00:00:00.000","2006","2251-71240","Blood","Blood",,,"0.0734","ppm","THg","ww",,"0.0734","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C7204-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C7204","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7007-012","2006-07-03T00:00:00.000","2006","2251-71241","Blood","Blood",,,"0.0698","ppm","THg","ww",,"0.0698","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C7205-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C7205","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7007-013","2006-07-03T00:00:00.000","2006","2251-71242","Blood","Blood",,,"0.0427","ppm","THg","ww",,"0.0427","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C7206-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C7206","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7007-014","2006-07-03T00:00:00.000","2006","2251-71243","Blood","Blood",,,"0.0765","ppm","THg","ww",,"0.0765","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07032006-C7207-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07032006-C7207","NY001-NY012NYT130-42.12530-78.69890-07032006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7007-015","2006-07-03T00:00:00.000","2006","2251-71246","Blood","Blood",,,"0.0611","ppm","THg","ww",,"0.0611","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07042006-C2380-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07042006-C2380","NY001-NY012NYT130-42.12530-78.69890-07042006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7007-004","2006-07-04T00:00:00.000","2006","2251-71202","Blood","Blood",,,"0.0584","ppm","THg","ww",,"0.0584","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT130-42.12530-78.69890-07042006-C7202-BlTHg","NY001-NY012NYT130-42.12530-78.69890-07042006-C7202","NY001-NY012NYT130-42.12530-78.69890-07042006","NY001-NY012NYT130-42.12530-78.69890","42.1253","-78.6989","NY001-NY012NYT130","NY001","T7007-010","2006-07-04T00:00:00.000","2006","2251-71201","Blood","Blood",,,"0.0809","ppm","THg","ww",,"0.0809","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C2385-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C2385","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7007-016","2006-06-30T00:00:00.000","2006","2251-71249","Blood","Blood",,,"0.0684","ppm","THg","ww",,"0.0684","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C2960-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C2960","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7016-009","2006-06-30T00:00:00.000","2006","2410-81018","Blood","Blood",,,"0.0419","ppm","THg","ww",,"0.0419","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C4202-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C4202","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7016-010","2006-06-30T00:00:00.000","2006","1921-69061","Blood","Blood",,,"0.0296","ppm","THg","ww",,"0.0296","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C4203-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C4203","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7016-011","2006-06-30T00:00:00.000","2006","1921-69062","Blood","Blood",,,"0.0437","ppm","THg","ww",,"0.0437","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C4204-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C4204","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7016-012","2006-06-30T00:00:00.000","2006","1921-69063","Blood","Blood",,,"0.0345","ppm","THg","ww",,"0.0345","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C4205-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C4205","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7016-013","2006-06-30T00:00:00.000","2006","1921-69064","Blood","Blood",,,"0.0299","ppm","THg","ww",,"0.0299","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C4600-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C4600","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7016-014","2006-06-30T00:00:00.000","2006","1921-69035","Blood","Blood",,,"0.0765","ppm","THg","ww",,"0.0765","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C4601-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C4601","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7016-015","2006-06-30T00:00:00.000","2006","2440-09570","Blood","Blood",,,"0.0859","ppm","THg","ww",,"0.0859","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C4602-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C4602","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7016-016","2006-06-30T00:00:00.000","2006","2440-09571","Blood","Blood",,,"0.0438","ppm","THg","ww",,"0.0438","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C4603-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C4603","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7016-017","2006-06-30T00:00:00.000","2006","2440-09572","Blood","Blood",,,"0.0615","ppm","THg","ww",,"0.0615","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C4604-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C4604","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7016-018","2006-06-30T00:00:00.000","2006","2440-09573","Blood","Blood",,,"0.0847","ppm","THg","ww",,"0.0847","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C6741-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C6741","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7007-017","2006-06-30T00:00:00.000","2006","1871-26493","Blood","Blood",,,"0.0587","ppm","THg","ww",,"0.0587","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C6743-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C6743","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7007-019","2006-06-30T00:00:00.000","2006","2251-71250","Blood","Blood",,,"0.0584","ppm","THg","ww",,"0.0584","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C7212-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C7212","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7007-020","2006-06-30T00:00:00.000","2006","1871-26491","Blood","Blood",,,"0.0241","ppm","THg","ww",,"0.0241","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C7213-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C7213","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7007-021","2006-06-30T00:00:00.000","2006","1871-26492","Blood","Blood",,,"0.0656","ppm","THg","ww",,"0.0656","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C7214-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C7214","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7007-022","2006-06-30T00:00:00.000","2006","2251-71247","Blood","Blood",,,"0.0271","ppm","THg","ww",,"0.0271","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C7215-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C7215","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7007-023","2006-06-30T00:00:00.000","2006","2251-71248","Blood","Blood",,,"0.0362","ppm","THg","ww",,"0.0362","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C7450-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C7450","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7007-024","2006-06-30T00:00:00.000","2006","1991-24734","Blood","Blood",,,"0.0851","ppm","THg","ww",,"0.0851","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-06302006-C7451-BlTHg","NY001-NY012NYT131-42.02890-78.81000-06302006-C7451","NY001-NY012NYT131-42.02890-78.81000-06302006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7007-025","2006-06-30T00:00:00.000","2006","1991-24735","Blood","Blood",,,"0.18","ppm","THg","ww",,"0.18","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02890-78.81000-07022006-C6742-BlTHg","NY001-NY012NYT131-42.02890-78.81000-07022006-C6742","NY001-NY012NYT131-42.02890-78.81000-07022006","NY001-NY012NYT131-42.02890-78.81000","42.0289","-78.81","NY001-NY012NYT131","NY001","T7007-018","2006-07-02T00:00:00.000","2006","2241-23131","Blood","Blood",,,"0.0536","ppm","THg","ww",,"0.0536","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY012NYT131-42.02900-78.81308-07282005-C4597-BlTHg","NY001-NY012NYT131-42.02900-78.81308-07282005-C4597","NY001-NY012NYT131-42.02900-78.81308-07282005","NY001-NY012NYT131-42.02900-78.81308","42.029","-78.81308","NY001-NY012NYT131","NY001",,"2005-07-28T00:00:00.000","2005","1921-69037","Blood","Blood",,,"0.063","ppm","THg","ww",,"0.063","Blood","Value Maintained",,"No",,,,,,,,
"NY001-NY012NYT131-42.02906-78.80922-07282005-C4598-BlTHg","NY001-NY012NYT131-42.02906-78.80922-07282005-C4598","NY001-NY012NYT131-42.02906-78.80922-07282005","NY001-NY012NYT131-42.02906-78.80922","42.02906","-78.80922","NY001-NY012NYT131","NY001",,"2005-07-28T00:00:00.000","2005","1921-69039","Blood","Blood",,,"0.0531","ppm","THg","ww",,"0.0531","Blood","Value Maintained",,"No",,,,,,,,
"NY001-NY012NYT131-42.02906-78.80922-07282005-C4599-BlTHg","NY001-NY012NYT131-42.02906-78.80922-07282005-C4599","NY001-NY012NYT131-42.02906-78.80922-07282005","NY001-NY012NYT131-42.02906-78.80922","42.02906","-78.80922","NY001-NY012NYT131","NY001",,"2005-07-28T00:00:00.000","2005","1921-69040","Blood","Blood",,,"0.0655","ppm","THg","ww",,"0.0655","Blood","Value Maintained",,"No",,,,,,,,
