"sample_id","org_id","capture_event","capture_loc","latitude","longitude","site_id","project_id","org_hg_id","bdate","year","band_number","tissuecollected","analysis_tissue","analysis_tissue_wgt_g","analysis_tissue_moist","chem_value","chem_units","chemical_type","ww_dw_fw","convert_chem_value_fishadj","final_chem_standardized","final_convertedtissue","steps_reasonnotconverted","pcode","rmk","rmk_desc","limit","limit_desc","method","lab_code","lab_abbrev","duplicate1","hg_comments"
"NY001-050684NYT355-43.98954-74.23935-07112013-C2648-BlTHg","NY001-050684NYT355-43.98954-74.23935-07112013-C2648","NY001-050684NYT355-43.98954-74.23935-07112013","NY001-050684NYT355-43.98954-74.23935","43.98954","-74.23935","NY001-050684NYT355","NY001","B3B60005","2013-07-11T00:00:00.000","2013","2441-22238","Blood","Blood","0.0302",,"0.138","ppm","THg","ww",,"0.138","Blood","Value Maintained",,,,,,,,,,
"NY001-050684NYT355-43.98954-74.23935-07112013-C2648-TlFeTHg","NY001-050684NYT355-43.98954-74.23935-07112013-C2648","NY001-050684NYT355-43.98954-74.23935-07112013","NY001-050684NYT355-43.98954-74.23935","43.98954","-74.23935","NY001-050684NYT355","NY001","B82E0295","2013-07-11T00:00:00.000","2013","2441-22238","Feather","Tail Feather",,,"1.517","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT355-43.98954-74.23935-07112013-C3229-BlTHg","NY001-050684NYT355-43.98954-74.23935-07112013-C3229","NY001-050684NYT355-43.98954-74.23935-07112013","NY001-050684NYT355-43.98954-74.23935","43.98954","-74.23935","NY001-050684NYT355","NY001","B3B60008","2013-07-11T00:00:00.000","2013","2670-35524","Blood","Blood","0.0234",,"0.075","ppm","THg","ww",,"0.075","Blood","Value Maintained",,,,,,,,,,
"NY001-050684NYT355-43.98954-74.23935-07112013-C3229-TlFeTHg","NY001-050684NYT355-43.98954-74.23935-07112013-C3229","NY001-050684NYT355-43.98954-74.23935-07112013","NY001-050684NYT355-43.98954-74.23935","43.98954","-74.23935","NY001-050684NYT355","NY001","B82E0298","2013-07-11T00:00:00.000","2013","2670-35524","Feather","Tail Feather",,,"0.718","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06102015-C3916-BlTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C3916","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BC0180","2015-06-10T00:00:00.000","2015","2670-35616","Blood","Blood","0.024",,"0.236","ppm","THg","ww",,"0.236","Blood","Value Maintained",,,,,,,,"BRI","0.239",
"NY001-050684NYT356-43.99149-74.24094-06102015-C3916-FlFeTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C3916","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BN0017","2015-06-10T00:00:00.000","2015","2670-35616","Feather","Flank Feather",,,"1.252","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06102015-C3916-TlFeTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C3916","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BU0014","2015-06-10T00:00:00.000","2015","2670-35616","Feather","Tail Feather",,,"1.444","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06102015-C4076-BlTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C4076","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BC0018","2015-06-10T00:00:00.000","2015","2670-35615","Blood","Blood","0.0282",,"0.066","ppm","THg","ww",,"0.066","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06102015-C4076-FlFeTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C4076","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BN0016","2015-06-10T00:00:00.000","2015","2670-35615","Feather","Flank Feather",,,"0.577","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06102015-C4076-TlFeTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C4076","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BU0013","2015-06-10T00:00:00.000","2015","2670-35615","Feather","Tail Feather",,,"0.522","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06102015-C4838-BlTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C4838","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BC0019","2015-06-10T00:00:00.000","2015","2511-45923","Blood","Blood","0.0164",,"0.281","ppm","THg","ww",,"0.281","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06102015-C4838-FlFeTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C4838","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BN0009","2015-06-10T00:00:00.000","2015","2511-45923","Feather","Flank Feather",,,"0.296","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06102015-C4838-TlFeTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C4838","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BU0007","2015-06-10T00:00:00.000","2015","2511-45923","Feather","Tail Feather",,,"0.351","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06102015-C7809-BlTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C7809","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BC0181","2015-06-10T00:00:00.000","2015","2641-65113","Blood","Blood","0.0112",,"0.023","ppm","THg","ww",,"0.023","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06102015-C7809-FlFeTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C7809","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BN0003","2015-06-10T00:00:00.000","2015","2641-65113","Feather","Flank Feather",,,"0.203","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT356-43.99149-74.24094-06102015-C7810-BlTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C7810","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BC0182","2015-06-10T00:00:00.000","2015","2641-65114","Blood","Blood","0.0255",,"0.018","ppm","THg","ww",,"0.018","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06102015-C7810-FlFeTHg","NY001-050684NYT356-43.99149-74.24094-06102015-C7810","NY001-050684NYT356-43.99149-74.24094-06102015","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B5BN0004","2015-06-10T00:00:00.000","2015","2641-65114","Feather","Flank Feather",,,"0.174","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT356-43.99149-74.24094-06192014-C0765-BlTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C0765","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B4AS0126","2014-06-19T00:00:00.000","2014","2670-35554","Blood","Blood","0.0153",,"0.182","ppm","THg","ww",,"0.182","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06192014-C0765-TlFeTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C0765","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B53N0018","2014-06-19T00:00:00.000","2014","2670-35554","Feather","Tail Feather",,,"0.478","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT356-43.99149-74.24094-06192014-C1010-BlTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C1010","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B4AS0125","2014-06-19T00:00:00.000","2014","2670-35553","Blood","Blood","0.0363",,"0.115","ppm","THg","ww",,"0.115","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06192014-C1010-TlFeTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C1010","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B53N0017","2014-06-19T00:00:00.000","2014","2670-35553","Feather","Tail Feather",,,"0.415","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT356-43.99149-74.24094-06192014-C2654-BlTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C2654","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B4AS0118","2014-06-19T00:00:00.000","2014","2441-22267","Blood","Blood","0.0308",,"0.117","ppm","THg","ww",,"0.117","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06192014-C2654-TlFeTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C2654","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B53N0010","2014-06-19T00:00:00.000","2014","2441-22267","Feather","Tail Feather",,,"0.787","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT356-43.99149-74.24094-06192014-C2655-BlTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C2655","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B4AS0119","2014-06-19T00:00:00.000","2014","2441-22268","Blood","Blood","0.024",,"0.083","ppm","THg","ww",,"0.083","Blood","Value Maintained",,,,,,,,"BRI","0.077",
"NY001-050684NYT356-43.99149-74.24094-06192014-C2655-TlFeTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C2655","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B53N0011","2014-06-19T00:00:00.000","2014","2441-22268","Feather","Tail Feather",,,"1.154","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT356-43.99149-74.24094-06192014-C3915-BlTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C3915","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B4AS0127","2014-06-19T00:00:00.000","2014","2670-35555","Blood","Blood","0.0049",,"0.256","ppm","THg","ww",,"0.256","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06192014-C3915-TlFeTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C3915","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B53N0019","2014-06-19T00:00:00.000","2014","2670-35555","Feather","Tail Feather",,,"1.293","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT356-43.99149-74.24094-06192014-C4360-BlTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C4360","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B4AS0111","2014-06-19T00:00:00.000","2014","2311-56105","Blood","Blood","0.0057",,"0.069","ppm","THg","ww",,"0.069","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT356-43.99149-74.24094-06192014-C4360-TlFeTHg","NY001-050684NYT356-43.99149-74.24094-06192014-C4360","NY001-050684NYT356-43.99149-74.24094-06192014","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B53N0005","2014-06-19T00:00:00.000","2014","2311-56105","Feather","Tail Feather",,,"0.231","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT356-43.99149-74.24094-07112013-C2653-BlTHg","NY001-050684NYT356-43.99149-74.24094-07112013-C2653","NY001-050684NYT356-43.99149-74.24094-07112013","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B3B60004","2013-07-11T00:00:00.000","2013","2441-22237","Blood","Blood","0.03",,"0.108","ppm","THg","ww",,"0.108","Blood","Value Maintained",,,,,,,,,,
"NY001-050684NYT356-43.99149-74.24094-07112013-C2653-TlFeTHg","NY001-050684NYT356-43.99149-74.24094-07112013-C2653","NY001-050684NYT356-43.99149-74.24094-07112013","NY001-050684NYT356-43.99149-74.24094","43.99149","-74.24094","NY001-050684NYT356","NY001","B82E0294","2013-07-11T00:00:00.000","2013","2441-22237","Feather","Tail Feather",,,"1.52","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97655-74.22785-06262017-C1627-BlTHg","NY001-050684NYT463-43.97655-74.22785-06262017-C1627","NY001-050684NYT463-43.97655-74.22785-06262017","NY001-050684NYT463-43.97655-74.22785","43.97655","-74.22785","NY001-050684NYT463","NY001","B7BD0006","2017-06-26T00:00:00.000","2017","2750-13006","Blood","Blood","0.0123",,"0.359","ppm","THg","ww",,"0.359","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97655-74.22785-06262017-C1627-TlFeTHg","NY001-050684NYT463-43.97655-74.22785-06262017-C1627","NY001-050684NYT463-43.97655-74.22785-06262017","NY001-050684NYT463-43.97655-74.22785","43.97655","-74.22785","NY001-050684NYT463","NY001","B7BR0006","2017-06-26T00:00:00.000","2017","2750-13006","Feather","Tail Feather",,,"2.778","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT463-43.97655-74.22785-06262017-C6698-BlTHg","NY001-050684NYT463-43.97655-74.22785-06262017-C6698","NY001-050684NYT463-43.97655-74.22785-06262017","NY001-050684NYT463-43.97655-74.22785","43.97655","-74.22785","NY001-050684NYT463","NY001","B7BD0001","2017-06-26T00:00:00.000","2017","2511-30876","Blood","Blood","0.0168",,"0.566","ppm","THg","ww",,"0.566","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97655-74.22785-06262017-C6698-TlFeTHg","NY001-050684NYT463-43.97655-74.22785-06262017-C6698","NY001-050684NYT463-43.97655-74.22785-06262017","NY001-050684NYT463-43.97655-74.22785","43.97655","-74.22785","NY001-050684NYT463","NY001","B7BR0001","2017-06-26T00:00:00.000","2017","2511-30876","Feather","Tail Feather",,,"4.481","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT463-43.97655-74.22785-06272017-C1629-BlTHg","NY001-050684NYT463-43.97655-74.22785-06272017-C1629","NY001-050684NYT463-43.97655-74.22785-06272017","NY001-050684NYT463-43.97655-74.22785","43.97655","-74.22785","NY001-050684NYT463","NY001","B7BD0010","2017-06-27T00:00:00.000","2017","2750-13068","Blood","Blood","0.0157",,"0.356","ppm","THg","ww",,"0.356","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97655-74.22785-06272017-C1629-TlFeTHg","NY001-050684NYT463-43.97655-74.22785-06272017-C1629","NY001-050684NYT463-43.97655-74.22785-06272017","NY001-050684NYT463-43.97655-74.22785","43.97655","-74.22785","NY001-050684NYT463","NY001","B7BR0009","2017-06-27T00:00:00.000","2017","2750-13068","Feather","Tail Feather",,,"4.188","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT463-43.97655-74.22785-07072016-C1625-BlTHg","NY001-050684NYT463-43.97655-74.22785-07072016-C1625","NY001-050684NYT463-43.97655-74.22785-07072016","NY001-050684NYT463-43.97655-74.22785","43.97655","-74.22785","NY001-050684NYT463","NY001","B6AR0590","2016-07-07T00:00:00.000","2016","2750-13006","Blood","Blood","0.0105",,"0.256","ppm","THg","ww",,"0.256","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97655-74.22785-07072016-C1625-TlFeTHg","NY001-050684NYT463-43.97655-74.22785-07072016-C1625","NY001-050684NYT463-43.97655-74.22785-07072016","NY001-050684NYT463-43.97655-74.22785","43.97655","-74.22785","NY001-050684NYT463","NY001","B7150025","2016-07-07T00:00:00.000","2016","2750-13006","Feather","Tail Feather",,,"2.562","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97655-74.22785-07072016-C6696-BlTHg","NY001-050684NYT463-43.97655-74.22785-07072016-C6696","NY001-050684NYT463-43.97655-74.22785-07072016","NY001-050684NYT463-43.97655-74.22785","43.97655","-74.22785","NY001-050684NYT463","NY001","B6AR0587","2016-07-07T00:00:00.000","2016","2511-30876","Blood","Blood","0.0203",,"0.404","ppm","THg","ww",,"0.404","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97655-74.22785-07072016-C6696-TlFeTHg","NY001-050684NYT463-43.97655-74.22785-07072016-C6696","NY001-050684NYT463-43.97655-74.22785-07072016","NY001-050684NYT463-43.97655-74.22785","43.97655","-74.22785","NY001-050684NYT463","NY001","B7150012","2016-07-07T00:00:00.000","2016","2511-30876","Feather","Tail Feather",,,"1.774","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-06262017-C1628-BlTHg","NY001-050684NYT463-43.97657-74.22887-06262017-C1628","NY001-050684NYT463-43.97657-74.22887-06262017","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B7BD0007","2017-06-26T00:00:00.000","2017","2750-13065","Blood","Blood","0.0144",,"0.529","ppm","THg","ww",,"0.529","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-06262017-C1628-TlFeTHg","NY001-050684NYT463-43.97657-74.22887-06262017-C1628","NY001-050684NYT463-43.97657-74.22887-06262017","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B7BR0007","2017-06-26T00:00:00.000","2017","2750-13065","Feather","Tail Feather",,,"3.762","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT463-43.97657-74.22887-06262017-C6699-BlTHg","NY001-050684NYT463-43.97657-74.22887-06262017-C6699","NY001-050684NYT463-43.97657-74.22887-06262017","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B7BD0003","2017-06-26T00:00:00.000","2017","2631-41342","Blood","Blood","0.0155",,"0.359","ppm","THg","ww",,"0.359","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-06262017-C6699-TlFeTHg","NY001-050684NYT463-43.97657-74.22887-06262017-C6699","NY001-050684NYT463-43.97657-74.22887-06262017","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B7BR0003","2017-06-26T00:00:00.000","2017","2631-41342","Feather","Tail Feather",,,"3.729","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-050684NYT463-43.97657-74.22887-07072016-C1624-BlTHg","NY001-050684NYT463-43.97657-74.22887-07072016-C1624","NY001-050684NYT463-43.97657-74.22887-07072016","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B6AR0589","2016-07-07T00:00:00.000","2016","2750-13004","Blood","Blood","0.0156",,"0.255","ppm","THg","ww",,"0.255","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-07072016-C1624-TlFeTHg","NY001-050684NYT463-43.97657-74.22887-07072016-C1624","NY001-050684NYT463-43.97657-74.22887-07072016","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B7150024","2016-07-07T00:00:00.000","2016","2750-13004","Feather","Tail Feather",,,"3.457","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-07072016-C1626-BlTHg","NY001-050684NYT463-43.97657-74.22887-07072016-C1626","NY001-050684NYT463-43.97657-74.22887-07072016","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B6AR0591","2016-07-07T00:00:00.000","2016","2750-13007","Blood","Blood","0.0096",,"0.224","ppm","THg","ww",,"0.224","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-07072016-C1626-TlFeTHg","NY001-050684NYT463-43.97657-74.22887-07072016-C1626","NY001-050684NYT463-43.97657-74.22887-07072016","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B7150026","2016-07-07T00:00:00.000","2016","2750-13007","Feather","Tail Feather",,,"0.529","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-07072016-C1716-BlTHg","NY001-050684NYT463-43.97657-74.22887-07072016-C1716","NY001-050684NYT463-43.97657-74.22887-07072016","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B6AR0592","2016-07-07T00:00:00.000","2016","2770-73501","Blood","Blood","0.0167",,"0.123","ppm","THg","ww",,"0.123","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-07072016-C1716-TlFeTHg","NY001-050684NYT463-43.97657-74.22887-07072016-C1716","NY001-050684NYT463-43.97657-74.22887-07072016","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B7150027","2016-07-07T00:00:00.000","2016","2770-73501","Feather","Tail Feather",,,"1.113","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-07072016-C6695-BlTHg","NY001-050684NYT463-43.97657-74.22887-07072016-C6695","NY001-050684NYT463-43.97657-74.22887-07072016","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B6AR0586","2016-07-07T00:00:00.000","2016","2511-30875","Blood","Blood","0.0232",,"0.405","ppm","THg","ww",,"0.405","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-07072016-C6695-TlFeTHg","NY001-050684NYT463-43.97657-74.22887-07072016-C6695","NY001-050684NYT463-43.97657-74.22887-07072016","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B7150011","2016-07-07T00:00:00.000","2016","2511-30875","Feather","Tail Feather",,,"3.413","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-07072016-C6697-BlTHg","NY001-050684NYT463-43.97657-74.22887-07072016-C6697","NY001-050684NYT463-43.97657-74.22887-07072016","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B6AR0588","2016-07-07T00:00:00.000","2016","2511-30877","Blood","Blood","0.021",,"0.313","ppm","THg","ww",,"0.313","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-050684NYT463-43.97657-74.22887-07072016-C6697-TlFeTHg","NY001-050684NYT463-43.97657-74.22887-07072016-C6697","NY001-050684NYT463-43.97657-74.22887-07072016","NY001-050684NYT463-43.97657-74.22887","43.97657","-74.22887","NY001-050684NYT463","NY001","B7150013","2016-07-07T00:00:00.000","2016","2511-30877","Feather","Tail Feather",,,"2.639","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY002NYT048-44.03034-73.82906-07222006-C4578-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07222006-C4578","NY001-NY002NYT048-44.03034-73.82906-07222006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7016-053","2006-07-22T00:00:00.000","2006","1921-69132","Blood","Blood",,,"0.0772","ppm","THg","ww",,"0.0772","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07222006-C4579-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07222006-C4579","NY001-NY002NYT048-44.03034-73.82906-07222006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7016-054","2006-07-22T00:00:00.000","2006","1921-69133","Blood","Blood",,,"0.346","ppm","THg","ww",,"0.346","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07222006-C6733-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07222006-C6733","NY001-NY002NYT048-44.03034-73.82906-07222006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7007-076","2006-07-22T00:00:00.000","2006","2251-71217","Blood","Blood",,,"0.117","ppm","THg","ww",,"0.117","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07232006-C2958-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C2958","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7016-052","2006-07-23T00:00:00.000","2006","2410-81022","Blood","Blood",,,"0.0922","ppm","THg","ww",,"0.0922","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
"NY001-NY002NYT048-44.03034-73.82906-07232006-C4580-BlTHg","NY001-NY002NYT048-44.03034-73.82906-07232006-C4580","NY001-NY002NYT048-44.03034-73.82906-07232006","NY001-NY002NYT048-44.03034-73.82906","44.03034","-73.82906","NY001-NY002NYT048","NY001","T7016-055","2006-07-23T00:00:00.000","2006","1921-69134","Blood","Blood",,,"0.276","ppm","THg","ww",,"0.276","Blood","Value Maintained",,"No",,,,,,"Texas A&M",,
