"month","borough","trip_type","total_miles","number_of_failures","mean_distance_between_failures"
"2017-05","Staten Island","LCL/LTD","12173086","635","19170.21417"
"2017-04","Bronx","EXP","5500543","443","12416.57562"
"2017-04","Bronx","LCL/LTD","21030941","5366","3919.295751"
"2017-04","Brooklyn","EXP","1543776","132","11695.27273"
"2017-04","Brooklyn","LCL/LTD","34599036","5171","6690.975827"
"2017-04","Manhattan","LCL/LTD","15484888","4823","3210.634045"
"2017-04","Non Depot","LCL/LTD","149524","0","0"
"2017-04","Queens","EXP","8503554","941","9036.72051"
"2017-04","Queens","LCL/LTD","41787217","6426","6502.83489"
"2017-04","Staten Island","EXP","13360993","488","27379.08402"
"2017-04","Staten Island","LCL/LTD","12149792","641","18954.4337"
"2017-03","Bronx","EXP","5522891","453","12191.81236"
"2017-03","Bronx","LCL/LTD","21088316","5235","4028.331614"
"2017-03","Brooklyn","EXP","1537011","130","11823.16154"
"2017-03","Brooklyn","LCL/LTD","34651020","5124","6762.494145"
"2017-03","Manhattan","LCL/LTD","15522417","4819","3221.08674"
"2017-03","Non Depot","LCL/LTD","136445","0","0"
"2017-03","Queens","EXP","8530331","926","9212.020518"
"2017-03","Queens","LCL/LTD","41893772","6450","6495.15845"
"2017-03","Staten Island","EXP","13413087","512","26197.43555"
"2017-03","Staten Island","LCL/LTD","12166198","641","18980.02808"
"2017-02","Bronx","EXP","5536024","450","12302.27556"
"2017-02","Bronx","LCL/LTD","21115040","5187","4070.761519"
"2017-02","Brooklyn","EXP","1539078","133","11572.01504"
"2017-02","Brooklyn","LCL/LTD","34652028","5064","6842.817536"
"2017-02","Manhattan","LCL/LTD","15559284","4813","3232.762103"
"2017-02","Non Depot","LCL/LTD","152680","0","0"
"2017-02","Queens","EXP","8548735","925","9241.875676"
"2017-02","Queens","LCL/LTD","41941142","6510","6442.571736"
"2017-02","Staten Island","EXP","13440053","528","25454.64583"
"2017-02","Staten Island","LCL/LTD","12175879","633","19235.19589"
"2017-01","Bronx","EXP","5567425","436","12769.32339"
"2017-01","Bronx","LCL/LTD","21205284","5232","4052.997706"
"2017-01","Brooklyn","EXP","1544087","137","11270.70803"
"2017-01","Brooklyn","LCL/LTD","34803530","5182","6716.235044"
"2017-01","Manhattan","LCL/LTD","15610150","4849","3219.251392"
"2017-01","Non Depot","LCL/LTD","193971","0","0"
"2017-01","Queens","EXP","8589072","933","9205.864952"
"2017-01","Queens","LCL/LTD","42127386","6714","6274.558534"
"2017-01","Staten Island","EXP","13506517","574","23530.51742"
"2017-01","Staten Island","LCL/LTD","12226037","688","17770.40262"
"2016-12","Bronx","EXP","5559416","432","12869.01852"
"2016-12","Bronx","LCL/LTD","21139861","5246","4029.710446"
"2016-12","Brooklyn","EXP","1538891","134","11484.26119"
"2016-12","Brooklyn","LCL/LTD","34685342","5166","6714.158343"
"2016-12","Manhattan","LCL/LTD","15559291","4799","3242.194416"
"2016-12","Non Depot","LCL/LTD","226289","0","0"
"2016-12","Queens","EXP","8567038","935","9162.607487"
"2016-12","Queens","LCL/LTD","41971386","6833","6142.453681"
"2016-12","Staten Island","EXP","13473412","622","21661.43408"
"2016-12","Staten Island","LCL/LTD","12179144","712","17105.53933"
"2016-11","Bronx","EXP","5572881","446","12495.24888"
"2016-11","Bronx","LCL/LTD","21161721","5266","4018.556969"
"2016-11","Brooklyn","EXP","1541546","137","11252.16058"
"2016-11","Brooklyn","LCL/LTD","34713656","5213","6659.055438"
"2016-11","Manhattan","LCL/LTD","15597163","4778","3264.370657"
"2016-11","Non Depot","LCL/LTD","262153","0","0"
"2016-11","Queens","EXP","8598245","957","8984.582027"
"2016-11","Queens","LCL/LTD","42015249","7006","5997.03811"
"2016-11","Staten Island","EXP","13534546","647","20918.92736"
"2016-11","Staten Island","LCL/LTD","12187602","746","16337.2681"
"2016-10","Bronx","EXP","5570764","439","12689.66743"
"2016-10","Bronx","LCL/LTD","21163953","5306","3988.683189"
"2016-10","Brooklyn","EXP","1536213","138","11131.97826"
"2016-10","Brooklyn","LCL/LTD","34710309","5194","6682.770312"
"2016-10","Manhattan","LCL/LTD","15621457","4712","3315.249788"
"2016-10","Non Depot","LCL/LTD","305372","0","0"
"2016-10","Queens","EXP","8596249","987","8709.472138"
"2016-10","Queens","LCL/LTD","41945315","7119","5892.023458"
"2016-10","Staten Island","EXP","13496160","700","19280.22857"
"2016-10","Staten Island","LCL/LTD","12163755","817","14888.31701"
"2016-09","Bronx","EXP","5568962","452","12320.71239"
"2016-09","Bronx","LCL/LTD","21159821","5377","3935.246606"
"2016-09","Brooklyn","EXP","1538223","146","10535.77397"
"2016-09","Brooklyn","LCL/LTD","34736555","5197","6683.962863"
