"waterbody_name","county","year","bloom_type","date_first_report","date_last_report","number_of_reports","latitude","longitude","georeference"
"Goose Pond","Queens","2021","C","2021-09-23T00:00:00.000","2021-11-08T00:00:00.000","2","40.711899","-73.798698","POINT (-73.798698 40.711899)"
"Mountain Lake","Sullivan","2021","C","2021-06-27T00:00:00.000","2021-08-22T00:00:00.000","5","41.657101","-74.814796","POINT (-74.814796 41.657101)"
"Yogi And Boo Boo's Campground Pond","Broome","2021","C","2021-08-10T00:00:00.000","2021-08-10T00:00:00.000","1","42.397701","-76.064697","POINT (-76.064697 42.397701)"
"Long Pond","Rensselaer","2021","C","2021-10-06T00:00:00.000","2021-10-08T00:00:00.000","2","42.792099","-73.438698","POINT (-73.438698 42.792099)"
"Loon Lake","Warren","2021","C","2021-10-28T00:00:00.000","2021-10-29T00:00:00.000","2","43.680199","-73.860298","POINT (-73.860298 43.680199)"
"Oscawana Lake","Putnam","2021","C","2021-07-14T00:00:00.000","2021-12-01T00:00:00.000","4","41.396","-73.848801","POINT (-73.848801 41.396)"
"Plymouth Reservoir","Chenango","2021","C","2021-09-28T00:00:00.000","2021-09-28T00:00:00.000","1","42.5881","-75.651001","POINT (-75.651001 42.5881)"
"Beaver Lake","Broome","2021","C","2021-07-26T00:00:00.000","2021-08-22T00:00:00.000","2","42.045502","-75.665703","POINT (-75.665703 42.045502)"
"Little We Wah Lake","Orange","2021","C","2021-08-07T00:00:00.000","2021-09-06T00:00:00.000","3","41.210602","-74.2005","POINT (-74.2005 41.210602)"
"Kensico Reservoir","Westchester","2021","C","2021-06-02T00:00:00.000","2021-06-02T00:00:00.000","1","41.073101","-73.726097","POINT (-73.726097 41.073101)"
"De Ruyter Reservoir","Madison, Onondaga","2021","C","2021-08-04T00:00:00.000","2021-09-16T00:00:00.000","2","42.810699","-75.888603","POINT (-75.888603 42.810699)"
"Unnamed Waterbody (Colonie Crossings)","Albany","2021","C","2021-06-01T00:00:00.000","2021-06-01T00:00:00.000","1","42.719","-73.792","POINT (-73.792 42.719)"
"Maratooka Lake","Suffolk","2021","C","2021-06-28T00:00:00.000","2021-08-16T00:00:00.000","6","40.993099","-72.524002","POINT (-72.524002 40.993099)"
"Kinderhook Lake","Columbia","2021","C","2021-06-27T00:00:00.000","2021-07-24T00:00:00.000","3","42.452599","-73.660103","POINT (-73.660103 42.452599)"
"Smith Pond","Steuben","2021","C","2021-06-28T00:00:00.000","2021-06-28T00:00:00.000","2","42.388802","-77.474403","POINT (-77.474403 42.388802)"
"Findley Lake","Chautauqua","2021","C","2021-07-20T00:00:00.000","2021-07-20T00:00:00.000","1","42.101898","-79.726196","POINT (-79.726196 42.101898)"
"Lake Clear","Franklin","2021","C","2021-08-05T00:00:00.000","2021-08-08T00:00:00.000","2","44.369202","-74.252296","POINT (-74.252296 44.369202)"
"Croton Falls Reservoir","Putnam","2021","C","2021-06-09T00:00:00.000","2021-06-09T00:00:00.000","1","41.378101","-73.654701","POINT (-73.654701 41.378101)"
"Panther Lake","Oswego","2021","C","2021-10-14T00:00:00.000","2021-10-14T00:00:00.000","1","43.329201","-75.908699","POINT (-75.908699 43.329201)"
"Moreau Lake","Saratoga","2021","C","2021-08-24T00:00:00.000","2021-11-09T00:00:00.000","9","43.2313","-73.711899","POINT (-73.711899 43.2313)"
"Launt Pond","Delaware","2021","C","2021-08-15T00:00:00.000","2021-08-16T00:00:00.000","2","42.119999","-75.071503","POINT (-75.071503 42.119999)"
"Echo Lake","Chenango","2021","C","2021-06-01T00:00:00.000","2021-06-01T00:00:00.000","1","42.386299","-75.8507","POINT (-75.8507 42.386299)"
"Kellis Pond","Suffolk","2021","C","2021-06-24T00:00:00.000","2021-10-29T00:00:00.000","2","40.9272","-72.317497","POINT (-72.317497 40.9272)"
"Swinging Bridge Reservoir","Sullivan","2021","C","2021-08-22T00:00:00.000","2021-08-30T00:00:00.000","2","41.5895","-74.778603","POINT (-74.778603 41.5895)"
"Perch Pond","Broome","2021","C","2021-10-15T00:00:00.000","2021-10-15T00:00:00.000","1","42.176102","-75.559898","POINT (-75.559898 42.176102)"
"Lake Neatahwanta","Oswego","2021","C","2021-06-01T00:00:00.000","2021-11-02T00:00:00.000","21","43.308102","-76.437202","POINT (-76.437202 43.308102)"
"Roth Pond","Suffolk","2021","C","2021-09-08T00:00:00.000","2021-09-08T00:00:00.000","1","40.911804","-73.123789","POINT (-73.123789 40.911804)"
"Great Pond","Suffolk","2021","C","2021-08-31T00:00:00.000","2021-10-14T00:00:00.000","2","41.066799","-72.454399","POINT (-72.454399 41.066799)"
"Avon Marsh Dam Pond","Livingston","2021","C","2021-07-20T00:00:00.000","2021-08-17T00:00:00.000","2","42.9011","-77.668602","POINT (-77.668602 42.9011)"
"Sepasco Lake","Dutchess","2021","C","2021-09-07T00:00:00.000","2021-09-07T00:00:00.000","1","41.959801","-73.837601","POINT (-73.837601 41.959801)"
"Allegheny Reservoir","Cattaraugus","2021","C","2021-07-27T00:00:00.000","2021-09-28T00:00:00.000","6","42.030537","-78.946871","POINT (-78.946871 42.030537)"
"Beaver Dam Lake","Orange","2021","C","2021-06-05T00:00:00.000","2021-09-18T00:00:00.000","9","41.442001","-74.115898","POINT (-74.115898 41.442001)"
"Basic Creek Reservoir","Albany","2021","C","2021-08-06T00:00:00.000","2021-08-06T00:00:00.000","1","42.481201","-74.013901","POINT (-74.013901 42.481201)"
"Wilkie Reservoir","Warren","2021","C","2021-07-20T00:00:00.000","2021-07-20T00:00:00.000","1","43.355999","-73.758301","POINT (-73.758301 43.355999)"
"Lake Boyce","Rockland","2021","C","2021-08-03T00:00:00.000","2021-08-03T00:00:00.000","1","41.247501","-74.003403","POINT (-74.003403 41.247501)"
"Unnamed Waterbody (Minisink)","Orange","2021","C","2021-07-25T00:00:00.000","2021-07-25T00:00:00.000","1","41.34952414","-74.48967176","POINT (-74.48967176 41.34952414)"
"Greenwood Park Lake","Broome","2021","C","2021-06-09T00:00:00.000","2021-06-09T00:00:00.000","1","42.28687","-76.09166","POINT (-76.09166 42.28687)"
"North Sandy Pond","Jefferson, Oswego","2021","C","2021-08-06T00:00:00.000","2021-10-08T00:00:00.000","3","43.6535","-76.176002","POINT (-76.176002 43.6535)"
"Dog Ponds","Suffolk","2021","C","2021-10-19T00:00:00.000","2021-10-19T00:00:00.000","1","40.8932","-72.823303","POINT (-72.823303 40.8932)"
"Raquette Lake","Hamilton","2021","C","2021-10-12T00:00:00.000","2021-10-12T00:00:00.000","1","43.8396","-74.637604","POINT (-74.637604 43.8396)"
"Jennings Pond","Tompkins","2021","C","2021-08-09T00:00:00.000","2021-08-09T00:00:00.000","1","42.344799","-76.487602","POINT (-76.487602 42.344799)"
"South Merrits Pond","Suffolk","2021","C","2021-09-14T00:00:00.000","2021-09-14T00:00:00.000","1","40.926399","-72.664597","POINT (-72.664597 40.926399)"
"Iroquois Lake","Schenectady","2021","C","2021-07-27T00:00:00.000","2021-07-27T00:00:00.000","1","42.799999","-73.9123","POINT (-73.9123 42.799999)"
"Lake Tibet","Putnam","2021","C","2021-08-08T00:00:00.000","2021-08-29T00:00:00.000","2","41.451199","-73.778198","POINT (-73.778198 41.451199)"
"Peach Lake","Putnam, Westchester","2021","C","2021-06-23T00:00:00.000","2021-09-29T00:00:00.000","4","41.362999","-73.580002","POINT (-73.580002 41.362999)"
"Saratoga Lake","Saratoga","2021","C","2021-09-01T00:00:00.000","2021-10-06T00:00:00.000","8","43.016701","-73.741501","POINT (-73.741501 43.016701)"
"Melzingah Reservoir","Dutchess","2021","C","2021-07-19T00:00:00.000","2021-07-19T00:00:00.000","1","41.472099","-73.9673","POINT (-73.9673 41.472099)"
