"schoolid","county","agency","streetaddress1","streetaddress2","city","state","zip","fireams_training","georeference"
"302355","Nassau","Able Center for Training","510 Hempstead Turnpike",,"West Hempstead","NY","11552","yes","POINT (-73.658961 40.705922)"
"361599","Orange","Damon Finch Power Sessions","158 North Plank Rd",,"Newburgh","NY","12550","yes","POINT (-74.039986 41.536962)"
"11757","Albany","University at Albany Police","NYS University Police - Albany",,"Albany","NY","12222","no",
"591468","Wayne","New York Security Training Ctr, LLC","215 South Main St",,"Newark","NY","14513","yes","POINT (-77.095208 43.045143)"
"282033","Monroe","Executive Protection of Monroe County Inc","642 Old Country Road",,"Rochester","NY","14612","no","POINT (-77.710739 43.258871)"
"472303","Schenectady","Capital Region Gaming LLC","1 Rush St",,"Schenectady","NY","12305","no","POINT (-73.936666 42.822525)"
"180427","Montgomery","HFM BOCES CTC","2755 State Highway 67",,"Johnstown","NY","12095","no","POINT (-74.300862 42.983063)"
"532199","Sullivan","The Center for Discovery","593 Old Route 17, 2nd Fl",,"Monticello","NY","12742","no",
"302282","Nassau","Lincoln Investigation","255 Executive Drive, Suite 110",,"Plainview","NY","11803","no","POINT (-73.464681 40.793263)"
"521686","Suffolk","Island Security Services","225 Hidden Acres Path",,"Wading River","NY","11792","no","POINT (-72.830123 40.930561)"
"31518","Bronx","A & J Security Training School","368 East 149th St.",,"Bronx","NY","10455","no","POINT (-73.918714 40.816277)"
"601839","Bronx","South Bronx Job Corps Academy","1771 Andrews Ave. South",,"Bronx","NY","10453","no","POINT (-73.916524 40.85085)"
"341438","Onondaga","Onondaga County Sheriff's Office Security Guard School","Elbridge Rod and Gun Club",,"Jordan","NY","13206","no",
"342305","Onondaga","Syracuse EOC","100 New Street",,"Syracuse","NY","13202","no","POINT (-76.149264 43.040589)"
"150878","Chautauqua","Belin Security Guard Training School","3135 Falconer-Kimball Stand Rd.",,"Falconer","NY","14733","no","POINT (-79.209753 42.134981)"
"240211","Kings","BNYDC Security Training Facility","141 Flushing Avenue, Building 77",,"Brooklyn","NY","11205","no","POINT (-73.970545 40.697846)"
"340886","Onondaga","IPI/Verdad Investigations & Protection Inc","110 Tempo Circle",,"Liverpool","NY","13088","yes","POINT (-76.223829 43.113131)"
"31929","Nassau","Security Academy of New York","250 Fulton Ave, Ste. # M231",,"Hempstead","NY","11550","no","POINT (-73.579886 40.677573)"
"311656","New York","Stuy Town Property Services Housing Academy","276 First Avenue Loop",,"New York","NY","10009","no",
"32371","Bronx","Bronxwood Prep Law Academy","921 E. 228th St.",,"Bronx","NY","10466","no","POINT (-73.852571 40.887778)"
"522224","Suffolk","Suffolk County Community College","1001 College Rd - Public Safety",,"Brentwood","NY","11717","no",
"142323","Dutchess","Beacon City School District","1 Education Drive",,"Beacon","NY","12508","no","POINT (-73.973102 41.496089)"
"520322","Suffolk","Brentwood UFSD","Felicio Admin Bldg",,"Brentwood","NY","11717","no",
"12376","Albany","Premium Investigations Training Academy","1988 Central Ave",,"Albany","NY","12205","no","POINT (-73.86206 42.74321)"
"602316","Westchester","Black and White, LLC","147 KINGSTON AVENUE",,"YONKERS","NY","10701","no","POINT (-73.859485 40.939903)"
"450207","St. Lawrence","SUNY Canton College","34 Cornell Drive",,"Canton","NY","13617","no","POINT (-75.185057 44.607325)"
"52340","Cattaraugus","MPS Security Guard Training Center","313.5 Main St",,"Olean","NY","14760","no",
"412193","Queens","Broadlink Security Carrier School","7307 37th Rd",,"Jackson Heights","NY","11372","no","POINT (-73.892099 40.747178)"
"272235","Madison","North Atlantic Security Services, LLC","2037 Dream Catcher Plaza",,"Oneida","NY","13421","no","POINT (-75.646993 43.076984)"
"41604","Broome","Huron Real Estate Associates, LLC","Huron Campus",,"Endicott","NY","13760","no",
"412140","Queens","The GEO Group Inc.","182-22 150th ave",,"Jamaica","NY","11413","yes","POINT (-73.765577 40.657226)"
"312249","New York","Liberty Security Training Institute, Inc.","13 E. 37th St, suite 5R",,"New York","NY","10016","no","POINT (-73.98221 40.749935)"
"301305","Nassau","Alante Security Group, Inc.","Nassau County Rifle & Pistol Range",,"Uniondale","NY","11590","yes",
"441073","Richmond","College of Staten Island","Continuing Education - Public Safety",,"Staten Island","NY","10314","no",
"152328","Erie","Buffalo Special Investigations Training Center","700 Broadway Street",,"Buffalo","NY","14240","no","POINT (-78.848331 42.891027)"
"282161","Monroe","OACES Security Guard Academy","30 Hart Street",,"Rochester","NY","14605","no","POINT (-77.618131 43.171119)"
"411516","Nassau","Global Security Associates, LLC","825 East Gate Blvd.  Suite 301",,"Garden City","NY","11530","no","POINT (-73.606433 40.741429)"
"522279","Suffolk","Neary Confidential Investigative Service","14 Havens Ave",,"Patchogue","NY","11772","no","POINT (-73.016999 40.765888)"
"282258","Monroe","Valor Training Group LLC","39 Harmon Rd",,"Churchville","NY","14428","yes","POINT (-77.848593 43.023661)"
"241649","Kings","A L M Security Training Academy","540 Atlantic Ave",,"Brooklyn","NY","11217","no","POINT (-73.980012 40.685053)"
"312360","New York","Bushido Security Training","224 West 35th St.",,"New York","NY","10001","no","POINT (-73.991146 40.752106)"
"330202","Oneida","Mohawk Valley Community College","Dept Corp & Comm Pgm",,"Utica","NY","13501","no",
"531880","Sullivan","Bethel Woods Performing Arts Center","200 Hurd Rd.",,"Bethel","NY","12720","no","POINT (-74.882011 41.69941)"
"152370","Erie","Aries Security & Training","1576 Sweet Home Road",,"Amherst","NY","14228","no","POINT (-78.798834 43.0037)"
"470921","Schenectady","GE Global Research Ctr Security","1 Research Circle",,"Niskayuna","NY","12309","no","POINT (-73.879153 42.826241)"
"311488","New York","Hughes Institute for Security Training","200 E 127th (Basement)",,"New York","NY","10035","no","POINT (-73.934508 40.804843)"
"430585","Rockland","Rockland BOCES","65 Parrott Rd, Building 3",,"West Nyack","NY","10994","no","POINT (-73.980559 41.121657)"
"140652","Dutchess","The Culinary Institute of America","1946 Campus Dr",,"Hyde Park","NY","12538","no","POINT (-73.931609 41.746082)"
"11667","Albany","New York State Education Dept","89 Washington Ave.","Rm. # 10","Albany","NY","12234","no","POINT (-73.757764 42.65355)"
"310246","New York","New York Private Police Academy","2067 Broadway",,"New York","NY","10023","no","POINT (-73.982125 40.778373)"
"412203","Queens","Diamond Security Academy","69-27 Myrtle Avenue",,"Glendale","NY","11385","no","POINT (-73.881843 40.701868)"
"30566","Bronx","Parkchester Training Academy","2000 East Tremont Avenue",,"Bronx","NY","10462","yes","POINT (-73.8603 40.841623)"
"560090","Ulster","Ulster BOCES","319 Broadway",,"Port Ewen","NY","12466","no","POINT (-73.973901 41.896459)"
"151744","Erie","Sportsystems Gaming Management","5600 McKinley Parkway",,"Hamburg","NY","14075","no","POINT (-78.812718 42.735875)"
"360047","Orange","Orange Ulster BOCES","53 Gibson Road, 414-400 Bldg.",,"Goshen","NY","10924","no","POINT (-74.353633 41.386962)"
"330815","Oneida","DFTF, LLC","38 Hollywood Drive",,"Whitesboro","NY","13321","yes","POINT (-75.304547 43.107004)"
"301940","Nassau","South Shore Sportsman, Inc.","9 Lansdowne Avenue",,"Merrick","NY","11566","yes","POINT (-73.55644 40.661737)"
"512245","Steuben","Steuben County Sheriff's Office","7007 Rumsey Street Ext",,"Bath","NY","14810","yes","POINT (-77.29521 42.349219)"
"422322","Rensselaer","Hudson Valley Public Safety","80 Vandenburgh Ave.",,"Troy","NY","12180","no","POINT (-73.687977 42.696283)"
"392336","Saratoga","C.R.E. Tactical, LLC","P.O. Box 4283",,"Clifton Park","NY","12065","yes",
"191960","Genesee","Batavia Downs Gaming","8315 Park Road",,"Batavia","NY","14020","no","POINT (-78.205085 43.010172)"
"412208","Queens","Resorts World Casino New York City Security","110-00 Rockaway Boulevard",,"Jamaica","NY","11420","no","POINT (-73.833633 40.672796)"
"242335","Kings","Valor Security Training","626 Sheepshead Bay Rd",,"Brooklyn","NY","11224","no","POINT (-73.975234 40.578975)"
"301836","Nassau","Town of Oyster Bay Dept of Public Safety","150 Miller Place",,"Syosset","NY","11791","no","POINT (-73.515908 40.784482)"
"151040","Erie","Erie Community College","6205 Main St",,"Williamsville","NY","14221","no","POINT (-78.721921 42.966295)"
"101233","Clinton","UVHN CVPH Medical","75 Beekman St.",,"Plattsburgh","NY","12901","no","POINT (-73.466695 44.700423)"
"311885","New York","MSA Security","9 Murray Street",,"New York","NY","10007","no","POINT (-74.008006 40.713406)"
"241572","New York","R.A.C.K. Security Training","5 Penn Plaza",,"New York","NY","10044","no","POINT (-74.001001 40.736731)"
"280966","Monroe","Monroe # 1 BOCES","Monroe # 1 BOCES",,"Fairport","NY","14450","no",
"411434","Nassau","Northeast Security Academy","831 Eastfield Rd",,"Westbury","NY","11590","no","POINT (-73.573471 40.769576)"
"660217","Hudson","Port Authority of N.Y. & N.J.","241 Erie Street",,"Jersey City","NJ","7310","no","POINT (-74.042872 40.731105)"
"411031","Queens","Seneca Sporting Range, Inc.","1716 Wierfield St.",,"Ridgefield","NY","11561","yes",
"242083","Kings","Mega Security Services Inc","269 Barbey Street",,"Brooklyn","NY","11207","yes","POINT (-73.888433 40.676322)"
"521867","Suffolk","Good Samaritan Hospital","1000 Montauk Hwy",,"West Islip","NY","11795","no","POINT (-73.294768 40.695844)"
"342259","Onondaga","Alpha Security Training","615 South Main St",,"North Syracuse","NY","13212","no","POINT (-76.139662 43.124715)"
"522324","New York","Croker Fire & Life Safety Institute","1601 Broadway",,"New York","NY","11788","no","POINT (-73.984597 40.760575)"
"522057","Suffolk","Covert Investigations Inc","2805 Veterans Memorial Hwy",,"Ronkonkoma","NY","11779","yes","POINT (-73.147188 40.789151)"
"352037","Orleans","Security Professionals Group","168A Heritage Estates",,"Albion","NY","14411","no","POINT (-78.178393 43.253596)"
"311520","Kings","S.B.I. Academy","126-10th Street",,"Brooklyn","NY","11215","yes","POINT (-73.995095 40.691187)"
"361350","Orange","Hudson Valley Security Services Inc.","321 S. William St.",,"Newburgh","NY","12550","no","POINT (-74.024817 41.497002)"
"311185","New York","Fedcap Career Design School","210 East 43rd St, 3rd Fl.",,"New York","NY","10017","no","POINT (-73.97331 40.751178)"
"12254","Albany","Flynn & Loveridge Security Training LLC","720 New Salem Rd",,"Voorheesville","NY","12186","no","POINT (-73.968483 42.623593)"
"310086","New York","Winfield Training School","57 West 38th Street 5th Flr",,"New York","NY","10018","no","POINT (-73.98522 40.752033)"
"572364","Warren","SUNY Adirondack","SUNY Adirondack Public Safety",,"Queensbury","NY","12804","no",
"560929","Ulster","Benedictine Hospital","Benedictine Hospital",,"Kingston","NY","12401","no",
"310140","New York","Mulligan Security Corp.","Two Penn Plaza, 24th Fl.",,"New York","NY","10121","no",
"151700","Erie","Arena Security Institute","One Seymour H. Knox III Plaza",,"Buffalo","NY","14203","no",
"281184","Monroe","St John Fisher College","3690 East Ave",,"Rochester","NY","14618","no","POINT (-77.517013 43.117075)"
"31297","Bronx","Montefiore Security Training School","Montefiore Medical Ctr.",,"Bronx","NY","10467","no",
"541911","Tioga","Tioga Downs Racetrack, LLC","P.O. Box 509",,"Nichols","NY","13812","no",
"282148","Monroe","Rochester Educational Opportunity Center","161 Chestnut Street",,"Rochester","NY","14604","no","POINT (-77.602919 43.153592)"
"462264","Saratoga","Town of Clifton Park","Public Safety Office",,"Clifton Park","NY","12065","no",
"661000","New York","Securitas Security Services USA, Inc.","1412 Broadway, 17th Floor",,"New York","NY","10018","yes","POINT (-73.987055 40.753727)"
"300484","Nassau","St. Francis Hospital","100 Port Washington Blvd.",,"Roslyn","NY","11576","no","POINT (-73.672669 40.804505)"
"232375","Jefferson","Tri State Security","6145A Meadow Wood Dr.",,"Fort Drum","NY","13603","no","POINT (-75.782383 44.02627)"
"422284","Rensselaer","10X Security Training Solutions","11 Den Besten Way",,"Castleton","NY","12033","yes","POINT (-73.708667 42.496007)"
"241414","Kings","First Executive Security Corp","8613 18th Ave Flr # 1",,"Brooklyn","NY","11214","no","POINT (-74.003046 40.606897)"
"442228","Richmond","Powerpoint Security Corp.","49 Churchill Avenue",,"Staten Island","NY","10309","no","POINT (-74.21843 40.52929)"
"301918","Nassau","Nassau BOCES","Joseph M. Barry Career & Tech Ed Ctr.",,"Westbury","NY","11590","no",
"282294","Monroe","1st Choice Security Training","593 Broad St West suite 87",,"Rochester","NY","14608","no","POINT (-77.625738 43.158487)"
"40197","Broome","Broome Community College","Broome Com. College",,"Binghamton","NY","13902","no",
"91728","Chenango","Delaware (DCMO) BOCES","6678 County Road 32",,"Norwich","NY","13815","no","POINT (-75.521798 42.584968)"
"361996","Orange","Bell's Security Guard Training School","367 Windsor Hwy # 228",,"New Windsor","NY","12553","no","POINT (-74.054461 41.459018)"
"421125","Albany","University Heights Assoc.","130 New Scotland Ave.",,"Albany","NY","12208","no","POINT (-73.78146 42.65276)"
"341217","Onondaga","LeMoyne College Campus Security","LeMoyne College",,"Syracuse","NY","13214","no",
"281391","Monroe","Greece Central School District","750 Maiden Lane",,"Rochester","NY","14615","no","POINT (-77.663314 43.223723)"
"601450","Suffolk","Target Northeast Training School","230 Oser Ave.",,"Hauppauge","NY","11788","no","POINT (-73.254936 40.816554)"
"150220","Erie","I.R. Mueller Corp.","789 Colvin Avenue",,"Kenmore","NY","14217","no","POINT (-78.858341 42.962434)"
"522172","Queens","Sec-curity Safety Center","172-21 Hillside Ave, Suite 204-205",,"Jamaica","NY","11432","no","POINT (-73.789436 40.71204)"
"520024","Suffolk","Professional Training Consultants","800 Horton's Lane",,"Southold","NY","11971","yes","POINT (-72.433274 41.064436)"
"310935","New York","Tiffany & Company","2 E 57th St.",,"New York","NY","10022","no","POINT (-73.973608 40.762821)"
"401688","Putnam","St. Christopher's Inn","21 Franciscan Way",,"Garrison","NY","10524","no","POINT (-73.924684 41.345336)"
"42346","Broome","Lourdes Hospital","169 Riverside Dr",,"Binghamton","NY","13905","no","POINT (-75.93562 42.092655)"
,"Columbia","Greene Comm. College","4400 Rte. 23",,"Hudson","NY","12534","no",
"300298","Nassau","Northwell Health Sec Guard Training School","145 Community Dr./ Corporate Security",,"Great Neck","NY","11021","no",
"292347","Montgomery","Montgomery County Sheriffs","200 Clark Dr",,"Fultonville","NY","12072","no","POINT (-74.332473 42.933127)"
"302326","Nassau","All County Investigations, Inc","158 Bernice Drive",,"East Meadow","NY","11554","no","POINT (-73.535978 40.720711)"
"412227","Queens","SOA Security Training Center","37-20 74th St., 2nd Fl.",,"Jackson Heights","NY","11372","no","POINT (-73.891714 40.74833)"
"460012","Washington","WSWHE BOCES","10 LaCrosse St",,"Hudson Falls","NY","12839","no","POINT (-73.579476 43.312603)"
"12329","Albany","The Palace Theater Security Academy","19 Clinton Avenue",,"Albany","NY","12207","no","POINT (-73.750648 42.654646)"
"461064","Saratoga","S & K Prevention, Inc.","4 Avis Drive",,"Latham","NY","12110","yes","POINT (-73.777853 42.752694)"
"242368","Kings","JMI Security Services","495 Flatbush Ave",,"Brooklyn","NY","11225","no","POINT (-73.961731 40.662134)"
"412314","Queens","USPIO Corp","163-10 Northern Blvd. #205",,"Flushing","NY","11358","no","POINT (-73.80268 40.761232)"
"602239","Rockland","ISSM Security Training Services","3 College Rd",,"Monsey","NY","10952","yes","POINT (-74.08982 41.110724)"
"311748","Bronx","Focus Career Solutions, LLC.","391 E. 149th Street",,"Bronx","NY","10455","no","POINT (-73.918168 40.816295)"
"412295","Queens","Tribune Security Training","35-01 Queens Blvd",,"Long Island City","NY","11101","no","POINT (-73.929515 40.744571)"
"281138","Monroe","Jewish Home of Rochester","2021 Winton Road South",,"Rochester","NY","14618","no","POINT (-77.577436 43.104778)"
"12351","Albany","Paragon Systems, Inc.","1 Pine West Plaza",,"Albany","NY","12205","yes","POINT (-73.864588 42.710592)"
"140511","Dutchess","Dutchess BOCES","5 BOCES Rd",,"Poughkeepsie","NY","12601","no","POINT (-73.866453 41.743819)"
"291543","Montgomery","FMCC Security Inst","2805 State Highway 67",,"Johnstown","NY","12095","no","POINT (-74.295408 42.981632)"
"512312","Steuben","Southern Tier Training Group LLC","5 East Market Street",,"Corning","NY","14830","yes","POINT (-77.05408 42.143329)"
"410637","Queens","Chapin Home for the Aging","165-01 Chapin Parkway",,"Jamaica","NY","11432","no","POINT (-73.800963 40.714328)"
"602045","Westchester","BOCES Southern Westchester","450 Mamaroneck Ave - 3rd flr",,"Harrison","NY","10528","no","POINT (-73.742895 40.974136)"
"270059","Madison","Colgate University","13 Oak Drive",,"Hamilton","NY","13346","no","POINT (-75.535735 42.819795)"
"30830","Bronx","Sentry Security Co., Inc.","980 Aldus St.",,"Bronx","NY","10459","no","POINT (-73.889899 40.823163)"
"312134","New York","Paramount Group Inc.","1325 Avenue of the Americas 7th Floor",,"New York","NY","10019","no","POINT (-73.97886 40.762079)"
"312342","New York","ICD Institute for Career Development","123 William St",,"New York","NY","10038","no","POINT (-74.006844 40.709154)"
"152300","Erie","Vista Security Group, Inc.","60 Bryant Woods South",,"Amherst","NY","14228","no","POINT (-78.785437 43.01936)"
"432320","Rockland","Rockland Community College","145 college road",,"suffern","NY","10901","no","POINT (-74.085149 41.13087)"
"152367","Erie","Criminal Justice Professionals Training and Consulting","2476 Elmwood Ave",,"Kenmore","NY","14217","yes","POINT (-78.878728 42.964811)"
"300048","Nassau","Rogusa International","2593 Irene Lane",,"Seaford","NY","11783","yes","POINT (-73.491079 40.656991)"
"312365","New York","Berkeley College","3 East 43rd St",,"New York","NY","10017","no","POINT (-73.979553 40.753791)"
"190414","Genesee","Darien Lake Theme Park Resort","9993 Allegheny Road",,"Darien Center","NY","14036","no",
"460108","Saratoga","Foster Associates Ltd.","62 Werner Road",,"Clifton Park","NY","12065-3412","no","POINT (-73.744726 42.873224)"
"411269","Queens","Eagle Security Training Academy","125-17 Jamaica Ave.",,"Richmond Hill","NY","11418","no","POINT (-73.824974 40.701134)"
"32234","Bronx","PGP Security Consultants","540 East 180th Street","Suite 202","Bronx","NY","10457","no","POINT (-73.893515 40.850437)"
"362277","Orange","Warwick Valley Central High School","89 Sandfordville Rd",,"Warwick","NY","10990","no","POINT (-74.39001 41.253617)"
"32271","Bronx","Bronx CC Security Mgt. Institute","2155 University Ave.",,"Bronx","NY","10453","no","POINT (-73.909741 40.857184)"
"310472","New York","Solomon R. Guggenheim Museum","1071 5th Ave, 2nd Flr, Security Office",,"New York","NY","10128","no","POINT (-73.959264 40.783077)"
"281019","Monroe","Nazareth College of Rochester","4245 East Avenue",,"Rochester","NY","14618","no","POINT (-77.516092 43.106288)"
"442350","Richmond","Dahlcore, LLC","4 Minthorne St",,"Staten Island","NY","10301","no","POINT (-74.075352 40.637493)"
"521087","Suffolk","Arrow Security","300 West Main Street",,"Smithtown","NY","11787","no","POINT (-73.205797 40.857059)"
"302352","Nassau","E.M.A. Training Consultants, LLC","236 Fulton Ave",,"Hempstead","NY","11550","no","POINT (-73.62675 40.707708)"
"50107","Cattaraugus","Saint Bonaventure University","3261 West State Rd, PO Box AQ",,"Saint Bonaventure","NY","14706","no",
"361723","Kings","All Star Security Trng Sch","PO Box 240568",,"Brooklyn","NY","11224","no",
"521828","Suffolk","High Caliber Security Institute","10 Lakeland Ave.",,"Patchogue","NY","11772","yes","POINT (-73.028243 40.762231)"
"280389","Monroe","University of Rochester Security","Univ. of Rochester Public Safety",,"Rochester","NY","14627","no",
"242306","Kings","TIL Security Guard Training Program","8804 Flatlands Avenue",,"Brooklyn","NY","11236","no","POINT (-73.907251 40.639357)"
"522248","Suffolk","World Security Training Institute","1315 West Main Street",,"Riverhead","NY","11901","yes","POINT (-72.694768 40.917207)"
"32168","Bronx","Above All Security Training","609 Walton Ave",,"Bronx","NY","10451","no","POINT (-73.927783 40.820439)"
"11669","Albany","New York State Park Police","N.Y. State Park Police Academy",,"Rensselaerville","NY","12147","no",
"141544","Dutchess","Marist College","3399 North Road",,"Poughkeepsie","NY","12601","no","POINT (-73.934048 41.722523)"
"340594","Onondaga","St. Joseph's Hospital Health Center","301 Prospect Avenue",,"Syracuse","NY","13203","no","POINT (-76.14934 43.055797)"
"241531","Kings","Brooklyn Job Corps Academy","585 Dekalb Avenue",,"Brooklyn","NY","11205","no","POINT (-73.952742 40.691216)"
"60661","Cayuga","Cayuga Community College","197 Franklin Street, R 209, BIC",,"Auburn","NY","13021","no","POINT (-76.542779 42.942341)"
"331322","Schoharie","Wal Mart Loss Prevention","180 High St",,"Sharon Springs","NY","13459","no","POINT (-74.607718 42.786743)"
"312359","New York","KTI Training Institute","213 West 35th St.",,"New York","NY","10001","no","POINT (-73.990804 40.751964)"
"240104","New York","New York Stock Exchange","11 Wall St.",,"New York","NY","10005","no","POINT (-74.011035 40.707327)"
"560142","Ulster","THT of New York, Inc.","129 Wrentham St.",,"Kingston","NY","12402","yes","POINT (-74.00205 41.945884)"
"302318","Nassau","SNCH Security Training School","1 Healthy Way",,"Oceanside","NY","11572","no","POINT (-73.630803 40.652297)"
"331229","Oneida","Hamilton College","Hamilton College Campus Safety",,"Clinton","NY","13323","no",
"511436","Steuben","Corning Community College","1 Academic Dr.",,"Corning","NY","14830","no","POINT (-77.072451 42.119944)"
"291635","Rensselaer","Questar III, Rensselaer Educational Ctr","35 Colleen Road",,"Troy","NY","12180","no","POINT (-73.674264 42.702622)"
"152278","Erie","Asset Protective Services Inc.","274 Delaware Avenue Rm 1",,"Buffalo","NY","14202","yes","POINT (-78.876381 42.891879)"
"312242","New York","Alliance Computing Solutions","545 8th Avenue",,"New York","NY","10018","no","POINT (-73.991882 40.754383)"
"342344","Onondaga","PS&Ed","615 S. Main St",,"North Syracuse","NY","13204","yes","POINT (-76.139662 43.124715)"
"280643","Monroe","High Falls Operating Co.","445 St. Paul Street",,"Rochester","NY","14605","no","POINT (-77.614501 43.16514)"
"362276","Orange","Mid Hudson Security School of Orange County","PO Box 4054",,"Middletown","NY","10941","yes",
"31959","Westchester","Correct Security Training","75 South Broadway",,"White Plains","NY","3195","no","POINT (-73.762407 41.029835)"
"412155","Queens","Christle Security Training School","90 50 Parsons Blvd # 301",,"Jamaica","NY","11432","no",
"561987","Ulster","Colonial Protective Services Corporation","132 Flatbush Ave",,"Kingston","NY","12401","no","POINT (-73.994879 41.938737)"
"520826","Suffolk","SPTS Training School","7 Harwick St",,"East Northport","NY","11731","no","POINT (-73.321967 40.851449)"
"31799","Bronx","New Millennium Training Academy","391 E. 149th St. at 3rd Ave.","Ste. # 309","Bronx","NY","10455","no",
"281528","Monroe","Swoop 1, Inc.","516 Titus Ave",,"Rochester","NY","14617","no","POINT (-77.603145 43.21053)"
"311605","New York","Thomas Shortman Training","25 W. 18th St.",,"New York","NY","10011-4676","no","POINT (-73.993344 40.739139)"
"282159","Monroe","Blackhawk Training Academy Inc","3300 Monroe Ave Ste 206",,"Rochester","NY","14618","yes","POINT (-77.538853 43.103333)"
"32353","Bronx","First Choice Global Venture","2825 East 3rd Ave",,"Bronx","NY","10455","no","POINT (-73.91826 40.815732)"
"42112","Broome","North Star Agency","1202 Monroe St",,"Endicott","NY","13760","yes","POINT (-76.048975 42.102455)"
"521950","Suffolk","MSS Training Academy","709 W Jericho Turnpike",,"Huntington","NY","12831","no","POINT (-73.436573 40.827556)"
"302356","Nassau","Joseph Security, LLC","2280 Grand Avenue",,"Baldwin","NY","11510","no","POINT (-73.609289 40.668947)"
"522136","Nassau","Alliance Group Affiliates, Inc.","C/O Strike Force Sports",,"Farmingdale","NY","11702","no",
"20719","Allegany","Alfred University","1 Saxon Drive",,"Alfred","NY","14802","no","POINT (-77.790408 42.253956)"
"530264","Sullivan","Sullivan County BOCES","6 Wierk Ave",,"Liberty","NY","12754","no","POINT (-74.746692 41.795377)"
"330333","Oneida","L.B. Security and Investigations, Inc.","2507 Genesee St.",,"Utica","NY","13501","no","POINT (-75.273426 43.080481)"
"460342","Saratoga","Skidmore College Dept. of Campus Safety","815 N. Broadway",,"Saratoga Springs","NY","12866","no","POINT (-73.779953 43.094924)"
"320516","Orleans","Orleans Niagara BOCES","4232 Shelby Basin Rd",,"Medina","NY","14103","no","POINT (-78.427564 43.204135)"
"301816","Nassau","Starlight Training Academy","920 Oyster Bay Road",,"Bethpage","NY","11714","no","POINT (-73.534635 40.845895)"
"412267","Queens","Safe and Secured Security Services","411 Onderdonk Avenue",,"Ridgewood Queens","NY","11385","no","POINT (-73.91296 40.707371)"
"32256","Hudson","Infinity Protection Services Trng Academy","355 Communipaw Ave",,"Jersey City","NJ","7304","yes","POINT (-74.062534 40.711335)"
"310091","New York","Mount Sinai Hospital","Dir of Security",,"New York","NY","10029","no",
"311014","New York","Mutual of America Life Insurance Company","320 Park Avenue",,"New York","NY","10022","no","POINT (-73.973861 40.757534)"
"11584","Albany","Independent Security Services","38 Sheridan Avenue",,"Albany","NY","12210","no","POINT (-73.752596 42.653761)"
"350872","Ontario","Finger Lakes Tech. & Career Ctr","3501 Country Rd. 20",,"Stanley","NY","14561","no",
"241381","Kings","ISS Security Training","2720 86th Street",,"Brooklyn","NY","11223","yes","POINT (-73.981328 40.594376)"
"242063","Kings","Star Security Training Corp","1891 Fulton St",,"Brooklyn","NY","11233","no","POINT (-73.92111 40.67884)"
"410040","Queens","Woodhaven Rifle & Pistol Range","74-16 Jamaica Ave.",,"Woodhaven","NY","11421","yes","POINT (-73.867423 40.691266)"
"320377","Niagara","Niagara County Community College","3111 Saunders Settlement Rd",,"Sanborn","NY","14132","no","POINT (-78.874472 43.143159)"
"432180","Rockland","Frontline Security Training Services","39 East Central Ave",,"Pearl River","NY","10970","yes","POINT (-74.019973 41.059186)"
"140739","Dutchess","Vassar College","124 Raymond Avenue",,"Poughkeepsie","NY","12604","no","POINT (-73.898132 41.686553)"
"300505","Nassau","Nassau BOCES Barry Tech","1196 Prospect Ave.",,"Westbury","NY","11590","no","POINT (-73.552994 40.764242)"
"572341","Warren","Great Escape Security Guard Training","Great Escape Safety and Security",,"Queensbury","NY","12804","no",
"522321","Suffolk","Guardian Security Training, Inc","150 Motor Parkway, Suite LL20",,"Hauppauge","NY","11788","yes","POINT (-73.259212 40.806462)"
"740899","Erie","G4S Secure Solutions (USA) Inc.","374 Delaware Ave",,"Buffalo","NY","14202","yes","POINT (-78.875561 42.894426)"
"340145","Onondaga","Marley Education Center","Crouse Hospital",,"Syracuse","NY","13210","no",
"520528","Suffolk","Town of Islip Security Guard School","401 Main St",,"Islip","NY","11751","no","POINT (-73.215989 40.728648)"
"520435","Suffolk","East Islip Central School","1 Craig B Gariepy Ave",,"Islip Terrace","NY","11752","no","POINT (-73.184264 40.747686)"
"601448","Westchester","Westchester Inst. of Comp. Tech.","481 Main Street",,"New Rochelle","NY","10801","no","POINT (-73.780923 40.909302)"
"410256","Queens","St. John's University","8000 Utopia Pky., ROTC Rm. # 115",,"Jamaica","NY","11439","no","POINT (-73.791771 40.725725)"
"552053","Tompkins","Cornell University Police","117 Statler Drive",,"Ithaca","NY","14853","no","POINT (-76.481573 42.445929)"
"600612","Westchester","Putnam/Northern Westchester BOCES","200 BOCES Dr.",,"Yorktown Heights","NY","10598-4399","no","POINT (-73.77117 41.277957)"
"240673","Kings","MTA New York City Transit Security","130 Livingston Street",,"Brooklyn","NY","11201","no","POINT (-73.988568 40.690728)"
"40857","Broome","Broome  Tioga B.O.C.E.S","435 Glenwood Road","Rm. 506","Binghamton","NY","13905","no","POINT (-75.930593 42.12947)"
"10289","Albany","SUNY Office of University Police","353 Broadway",,"Albany","NY","12246","no","POINT (-73.750127 42.647243)"
"280507","Monroe","Rochester Institute of Technology","61 Lomb Memorial Dr.,  A 125",,"Rochester","NY","14623","no","POINT (-77.67414 43.090777)"
"302035","Nassau","Professional Safety & Sec Training LLC","1 Fulton Ave Ste 120",,"Hempstead","NY","11550","no","POINT (-73.637644 40.70491)"
