"violation_charged_code","violation_description","violation_year","violation_month","violation_dow","age_at_violation","gender","state_of_license","police_agency","court","source"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","28","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1146","FLD TO USE DUE CARE BYCL/PED/ANIMAL","2018","1","SUNDAY","42","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","40","M","FLORIDA","NYC POLICE DEPT","BRONX TVB","TVB"
"1111D1C","NYC BIKE/SKATE RDLGT","2018","1","SUNDAY","26","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","46","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1111D1C","NYC BIKE/SKATE RDLGT","2018","1","SUNDAY","26","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","1","SUNDAY","27","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","31","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","1","SUNDAY","41","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","65","M","MASSACHUSETTS","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","31","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","56","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","59","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","SUNDAY","55","M","MASSACHUSETTS","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","48","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1236B","NO BELL OR SIGNAL DEVICE ON BICYCLE","2018","1","SUNDAY","23","M","UNKNOWN","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","65","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","58","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","37","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","SUNDAY","49","F","FLORIDA","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","SUNDAY","63","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","27","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","SUNDAY","55","M","MASSACHUSETTS","NYC POLICE DEPT","BRONX TVB","TVB"
"1180A","SPEED NOT REASONABLE AND PRUDENT","2018","1","SUNDAY","19","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","60","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1236D","NO REFLECTOR WHEEL/BICYCLE","2018","1","SUNDAY","23","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","27","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1236D","NO REFLECTOR WHEEL/BICYCLE","2018","1","SUNDAY","23","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1236E","NO/IMPROPER REFLECTOR-BICYCLE","2018","1","SUNDAY","23","M","UNKNOWN","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","30","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","39","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1236A","NO/INADEQUATE LIGHTS-BICYCLE","2018","1","SUNDAY","23","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","34","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","32","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1229C1C","BACK SEAT PASS AGE 8-15 NO/IMPROPR SEAT BELT","2018","1","SUNDAY","28","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","SUNDAY","70","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","SUNDAY","53","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","66","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","SUNDAY","32","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","41","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","SUNDAY","53","M","MARYLAND","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","24","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"4011A","UNREGISTERED MOTOR VEHICLE","2018","1","SUNDAY","37","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","45","M","NEW JERSEY","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","SUNDAY","30","F","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","MONDAY","23","M","ILLINOIS","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","21","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1231","RULES ROAD VIO BICY","2018","1","SUNDAY","41","M","UNKNOWN","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1229C1C","BACK SEAT PASS AGE 8-15 NO/IMPROPR SEAT BELT","2018","1","SUNDAY","38","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1229C1C","BACK SEAT PASS AGE 8-15 NO/IMPROPR SEAT BELT","2018","1","SUNDAY","28","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1111D1C","NYC BIKE/SKATE RDLGT","2018","1","SUNDAY","41","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","59","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","39","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","38","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","41","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","61","F","NEW JERSEY","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"5092","OPERATING OUT OF CLASS","2018","1","SUNDAY","18","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"37512A3","REAR SIDE WINDOWS NON/TRANSPARENT","2018","1","SUNDAY","41","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","28","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","40","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","SUNDAY","42","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","60","F","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"3191U","OPERATING W/O INSURANCE","2018","1","MONDAY","32","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","46","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","25","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","SUNDAY","20","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","55","M","NEW JERSEY","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","20","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","37","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","29","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","60","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","SUNDAY","22","M","CONNECTICUT","NYC POLICE DEPT","BRONX TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","41","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","SUNDAY","54","M","NEW JERSEY","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","30","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1128A","MOVED FROM LANE UNSAFELY/WEAVING","2018","1","SUNDAY","52","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","48","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","22","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","30","F","NEW JERSEY","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"37512A3","REAR SIDE WINDOWS NON/TRANSPARENT","2018","1","SUNDAY","22","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","30","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","51","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","54","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","SUNDAY","47","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","72","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","51","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","SUNDAY","47","M","NEW HAMPSHIRE","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","20","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","40","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","SUNDAY","29","M","UNKNOWN","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","33","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","24","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"4011AG","UNREG VEH > 60 DAYS","2018","1","SUNDAY","29","M","UNKNOWN","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","35","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","40","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"3191U","OPERATING W/O INSURANCE","2018","1","SUNDAY","29","M","UNKNOWN","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","35","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","SUNDAY","22","M","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"3831B","NO SAFETY-BELT REAR SEAT PASS-1967","2018","1","SUNDAY","57","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","1","SUNDAY","47","M","NEW HAMPSHIRE","NYC POLICE DEPT","BRONX TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","SUNDAY","25","F","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","69","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"306B","UNINSPECTED MOTOR VEHICLE","2018","1","SUNDAY","22","F","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","SUNDAY","57","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","57","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","40","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","27","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","50","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1229C1B","BACK SEAT PASS AGE 4-7 NO/IMPROPER RESTRAINT","2018","1","SUNDAY","34","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","47","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","36","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","52","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","57","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","48","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","SUNDAY","19","F","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","25","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","27","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","27","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","43","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","49","M","PENNSYLVANIA","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","26","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","SUNDAY","29","M","UNKNOWN","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1229C1B","BACK SEAT PASS AGE 4-7 NO/IMPROPER RESTRAINT","2018","1","SUNDAY","34","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","SUNDAY","50","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","SUNDAY","34","M","NEW YORK","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","25","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","51","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","21","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1229C3","NO SEAT BELT ADULT","2018","1","SUNDAY","41","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","29","M","UNKNOWN","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"1110AB","DISOB TRAFFIC DEVICE BICYCLE","2018","1","SUNDAY","23","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","1","SUNDAY","34","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","45","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","SUNDAY","36","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","SUNDAY","28","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"4014","FAILURE TO PRODUCE LICENSE OR REGISTRATION DOCUMENTS","2018","1","SUNDAY","50","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","34","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","60","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1111D1C","NYC BIKE/SKATE RDLGT","2018","1","SUNDAY","62","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","28","F","PENNSYLVANIA","NYC POLICE DEPT","BRONX TVB","TVB"
"306B","UNINSPECTED MOTOR VEHICLE","2018","1","SUNDAY","24","M","UNKNOWN","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"4014B","COM VEH ON PKWAY NYC","2018","1","SUNDAY","49","M","PENNSYLVANIA","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","29","F","NEW JERSEY","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","24","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"411C","IMPROP TAXI PKUP NYC","2018","1","SUNDAY","39","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"413","TRUCK RTE VIOLS NYC","2018","1","SUNDAY","49","M","PENNSYLVANIA","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","1","SUNDAY","21","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1160B","IMPROPER LEFT TURN ON TWO-WAY RDWY","2018","1","SUNDAY","36","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","43","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","SUNDAY","31","M","UNKNOWN","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","25","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","60","F","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","66","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"407B1","OBSTRCT TRAFF LN NYC","2018","1","SUNDAY","39","M","NEW YORK","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","1","WEDNESDAY","24","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","43","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","17","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","32","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","24","M","NEW YORK","NYC POLICE DEPT","QUEENS NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","64","M","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","22","M","UNKNOWN","NYC POLICE DEPT","BRONX TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","SUNDAY","24","M","UNKNOWN","NYC POLICE DEPT","MANHATTAN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","SUNDAY","60","F","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","1","SUNDAY","42","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1229C3U","NO BELT OPER TAXI","2018","1","SUNDAY","26","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","39","F","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","36","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","SUNDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN SOUTH TVB","TVB"
"1229C1A","BACK SEAT PASS LESS THAN 4 NO/IMP RESTRAINT","2018","1","SUNDAY","31","M","UNKNOWN","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1180D12","SPEED IN ZONE 11-30","2018","1","SUNDAY","20","F","NEW YORK","NYC POLICE DEPT","BRONX TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","SUNDAY","21","F","NEW YORK","NYC POLICE DEPT","RICHMOND TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","31","M","UNKNOWN","NYC POLICE DEPT","QUEENS SOUTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","26","F","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","SUNDAY","22","M","UNKNOWN","NYC POLICE DEPT","BRONX TVB","TVB"
"1163AT","IMPROPER TURN","2018","1","SUNDAY","31","M","NEW YORK","NYC POLICE DEPT","MANHATTAN SOUTH TVB","TVB"
"1128A","MOVED FROM LANE UNSAFELY/WEAVING","2018","1","SUNDAY","49","M","NEW JERSEY","NYC POLICE DEPT","RICHMOND TVB","TVB"
