"violation_charged_code","violation_description","violation_year","violation_month","violation_dow","age_at_violation","gender","state_of_license","police_agency","court","source"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","5","WEDNESDAY","51","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"412A3","FLD PRESENT DOC -NYC","2018","5","WEDNESDAY","42","F","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","4","WEDNESDAY","28","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","3","WEDNESDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","3","MONDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D1A","MOTOR CARRIER ALLOW/REQUIRE DRIVER TO USE PORTABLE ELECTR DEVICE WHILE OPER CMV","2018","3","TUESDAY","52","M","CONNECTICUT","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","2","FRIDAY","64","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","2","FRIDAY","23","F","CALIFORNIA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","12","FRIDAY","40","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","11","TUESDAY","52","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","11","WEDNESDAY","51","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","11","MONDAY","57","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","11","WEDNESDAY","38","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","11","WEDNESDAY","25","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","11","SATURDAY","42","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","10","MONDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","10","THURSDAY","64","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","10","MONDAY","41","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","10","SATURDAY","26","F","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","4","TUESDAY","40","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","10","MONDAY","51","M","PENNSYLVANIA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1160A","IMPROPER RIGHT TURN","2018","3","MONDAY","23","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","3","FRIDAY","41","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","3","FRIDAY","61","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","2","THURSDAY","32","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","2","WEDNESDAY","26","M","MASSACHUSETTS","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","1","FRIDAY","25","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","2","SUNDAY","22","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","2","MONDAY","49","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","2","MONDAY","30","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","2","WEDNESDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","5","FRIDAY","38","M","DELAWARE","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","5","WEDNESDAY","54","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","9","SATURDAY","25","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","8","SATURDAY","29","M","TEXAS","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1C","NYC BIKE/SKATE RDLGT","2018","10","THURSDAY","27","M","NORTH CAROLINA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","11","THURSDAY","34","M","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","11","THURSDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","11","THURSDAY","31","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","11","SATURDAY","33","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","2","THURSDAY","50","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","2","FRIDAY","57","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","3","SUNDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","3","MONDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AS","IMPROPER SIGNAL","2018","3","TUESDAY","49","M","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AS","IMPROPER SIGNAL","2018","4","MONDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AS","IMPROPER SIGNAL","2018","4","WEDNESDAY","55","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AS","IMPROPER SIGNAL","2018","4","THURSDAY","49","M","FLORIDA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","4","MONDAY","27","M","MINNESOTA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","5","MONDAY","48","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","8","FRIDAY","24","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AS","IMPROPER SIGNAL","2018","6","SUNDAY","33","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AS","IMPROPER SIGNAL","2018","6","SATURDAY","49","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","9","TUESDAY","32","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","9","SATURDAY","26","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","3","MONDAY","67","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","3","FRIDAY","24","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","10","THURSDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","9","FRIDAY","59","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","1","MONDAY","71","M","GEORGIA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","2","THURSDAY","39","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","2","THURSDAY","20","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","2","THURSDAY","28","F","COLORADO","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","2","FRIDAY","48","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"403A1","FLD YIELD PEDEST NYC","2018","2","FRIDAY","60","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","2","FRIDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","2","FRIDAY","41","M","SOUTH DAKOTA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","2","MONDAY","29","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","2","MONDAY","29","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","2","MONDAY","25","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","2","MONDAY","47","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","2","MONDAY","37","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","2","TUESDAY","34","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","2","TUESDAY","43","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","2","TUESDAY","21","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","2","TUESDAY","30","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","2","TUESDAY","21","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","2","TUESDAY","21","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","2","WEDNESDAY","51","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","2","WEDNESDAY","34","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","2","TUESDAY","28","M","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","2","TUESDAY","47","F","GEORGIA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"37512A2","SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","4","SUNDAY","20","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","4","FRIDAY","55","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"3816","UNAPPROVED/NO PROTECTIVE HELMET MCY","2018","4","FRIDAY","55","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"306B","UNINSPECTED MOTOR VEHICLE","2018","4","FRIDAY","55","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"4101","UNREGISTERED MOTORCYCLE","2018","4","FRIDAY","55","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"4021","PLATE MISSING/INSECURE/DIRTY","2018","4","FRIDAY","55","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"306B","UNINSPECTED MOTOR VEHICLE","2018","4","FRIDAY","30","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1252B","IMPROPER PASSING-MOTORCYCLE","2018","4","FRIDAY","30","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"4111","NO MOTORCYCLE PLATE","2018","4","FRIDAY","30","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"4101G","UNREG MCY GT 60 DAYS","2018","4","FRIDAY","30","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3","NO SEAT BELT ADULT","2018","2","TUESDAY","37","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"412M","IMP USE BUS LANE NYC","2018","3","THURSDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","4","SATURDAY","25","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"403A3I","DIS STDY RED LT NYC","2018","4","SATURDAY","40","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","8","SATURDAY","25","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","8","SATURDAY","65","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","8","THURSDAY","52","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"37540B","INADEQUATE OR NO STOP LAMPS","2018","9","TUESDAY","24","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","11","FRIDAY","26","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","10","FRIDAY","41","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","9","WEDNESDAY","24","F","CALIFORNIA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","11","FRIDAY","64","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","11","SATURDAY","63","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","11","SATURDAY","34","M","GEORGIA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","8","FRIDAY","26","M","HAWAII","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"3752A3","NO/INSUFFICIENT TAIL LAMPS","2018","8","TUESDAY","29","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","MONDAY","29","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","MONDAY","33","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","MONDAY","61","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","MONDAY","44","M","FLORIDA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","MONDAY","44","M","FLORIDA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"406A12","SPD-UNPSTD 11-30 NYC","2018","1","MONDAY","45","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","MONDAY","28","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","50","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"4021","PLATE MISSING/INSECURE/DIRTY","2018","1","TUESDAY","50","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","57","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","40","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","TUESDAY","61","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"5091G","UNLICENSED GT 60DAYS","2018","1","TUESDAY","61","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"37512A3","REAR SIDE WINDOWS NON/TRANSPARENT","2018","1","TUESDAY","27","M","PENNSYLVANIA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1229C3A","NO LAP/SHOULDER HARNESS OR DJ VIO","2018","1","TUESDAY","29","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","WEDNESDAY","27","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","THURSDAY","51","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","TUESDAY","27","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","MONDAY","56","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","2","TUESDAY","54","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","9","WEDNESDAY","37","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","11","SUNDAY","56","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","MONDAY","32","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","1","FRIDAY","25","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","1","FRIDAY","56","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","2","TUESDAY","32","F","PENNSYLVANIA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","3","MONDAY","52","M","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","3","FRIDAY","37","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","3","FRIDAY","21","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","4","SUNDAY","42","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AS","IMPROPER SIGNAL","2018","5","WEDNESDAY","47","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","6","SATURDAY","32","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","6","FRIDAY","43","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","6","FRIDAY","27","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","8","MONDAY","55","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163AT","IMPROPER TURN","2018","8","FRIDAY","51","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","8","WEDNESDAY","26","M","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1172A","FLD TO STOP AT STOP SIGN","2018","9","FRIDAY","43","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","10","MONDAY","24","M","FLORIDA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SUNDAY","42","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D","OPER MV WHILE USING PORTABLE ELEC DEV","2018","1","SUNDAY","51","M","NEW JERSEY","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","34","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SATURDAY","27","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SATURDAY","25","M","UNKNOWN","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SATURDAY","49","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","WEDNESDAY","24","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D1A","MOTOR CARRIER ALLOW/REQUIRE DRIVER TO USE PORTABLE ELECTR DEVICE WHILE OPER CMV","2018","1","FRIDAY","58","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","FRIDAY","35","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","1","SUNDAY","24","F","MASSACHUSETTS","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","24","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","SATURDAY","60","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","SUNDAY","24","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","2","SATURDAY","38","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"3191P","PERMITTING OPERATION W/O INSURANCE","2018","3","MONDAY","19","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D1A","MOTOR CARRIER ALLOW/REQUIRE DRIVER TO USE PORTABLE ELECTR DEVICE WHILE OPER CMV","2018","3","THURSDAY","30","M","CALIFORNIA","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","4","MONDAY","68","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1C","NYC BIKE/SKATE RDLGT","2018","4","MONDAY","28","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D1A","MOTOR CARRIER ALLOW/REQUIRE DRIVER TO USE PORTABLE ELECTR DEVICE WHILE OPER CMV","2018","5","FRIDAY","20","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225C2A","OPERATING MV MOBILE PHONE","2018","6","FRIDAY","31","F","TEXAS","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1163D","IMPROPER SIGNAL","2018","6","SUNDAY","46","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1225D1A","MOTOR CARRIER ALLOW/REQUIRE DRIVER TO USE PORTABLE ELECTR DEVICE WHILE OPER CMV","2018","8","THURSDAY","36","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","9","SUNDAY","61","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","7","MONDAY","62","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","25","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1110A","DISOBEYED TRAFFIC DEVICE","2018","1","TUESDAY","30","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","TUESDAY","31","M","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
"1111D1N","NYC REDLIGHT","2018","1","TUESDAY","29","F","NEW YORK","NYC POLICE DEPT","BROOKLYN NORTH TVB","TVB"
