"service_request","request_type","request_reason","date_created","date_modified","case_close_date","request_status","responsible_agency","final_address","address_councildis","status","contractor","contractor_action","rowid","final_x","final_y","longitude","latitude","geocoded_column"
"2019-624233",,,"2019-09-30T12:58:35.000","2019-09-30T12:58:35.000",,"Pending",,,,,,,"624233",,,"0","0","(0.0, 0.0)"
"2021-782767","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T11:55:38.000","2021-08-01T17:13:52.000","2021-08-01T12:13:52.000","Closed","Department of Sanitation","1846 Tupelo St","E","Resolved","Metro Disposal",,"782767","3700489.22768","536138.520519","-90.00794088495223","29.96760474335285","(29.96760474335285, -90.00794088495223)"
"2021-782764","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T11:50:59.000","2021-08-01T17:15:09.000","2021-08-01T12:15:09.000","Closed","Department of Sanitation","4651 Western St","D","Resolved","Metro Disposal",,"782764","3684244.26389","549842.97922","-90.05876136395266","30.00579382990292","(30.00579382990292, -90.05876136395266)"
"2019-632502",,,"2019-11-12T10:22:32.000","2019-11-12T10:22:32.000",,"Pending",,,,,,,"632502",,,"0.0","0.0","(0.0, 0.0)"
"2019-629302",,,"2019-10-26T15:55:50.000","2019-10-26T15:55:50.000",,"Pending",,,,,,,"629302",,,"0.0","0.0","(0.0, 0.0)"
"2019-633923",,,"2019-11-20T14:39:41.000","2019-11-20T14:39:41.000",,"Pending",,,,,,,"633923",,,"0.0","0.0","(0.0, 0.0)"
"2019-630903",,,"2019-11-04T09:02:01.000","2019-11-04T09:02:01.000",,"Pending",,,,,,,"630903",,,"0.0","0.0","(0.0, 0.0)"
"2019-637162",,,"2019-12-12T10:32:04.000","2019-12-12T10:32:04.000",,"Pending",,,,,,,"637162",,,"0.0","0.0","(0.0, 0.0)"
"2019-629321",,,"2019-10-26T18:29:36.000","2019-10-26T18:29:36.000",,"Pending",,,,,,,"629321",,,"0.0","0.0","(0.0, 0.0)"
"2019-637141",,,"2019-12-12T09:59:51.000","2019-12-12T09:59:51.000",,"Pending",,,,,,,"637141",,,"0.0","0.0","(0.0, 0.0)"
"2019-628854",,,"2019-10-24T12:59:28.000","2019-10-24T12:59:28.000",,"Pending",,,,,,,"628854",,,"0.0","0.0","(0.0, 0.0)"
"2019-632456",,,"2019-11-12T08:29:42.000","2019-11-12T08:29:42.000",,"Pending",,,,,,,"632456",,,"0.0","0.0","(0.0, 0.0)"
"2019-634779",,,"2019-11-26T10:38:13.000","2019-11-26T10:38:13.000",,"Pending",,,,,,,"634779",,,"0.0","0.0","(0.0, 0.0)"
"2021-782762","Property Maintenance","Property Maintenance","2021-06-04T11:50:14.000","2021-10-19T17:17:39.000","2021-10-01T05:52:02.000","Closed","Department of Code Enforcement","2008 Frenchmen St","D","Referred to Code Enforcement",,,"782762","3684283.50351","539679.883018","-90.05899447922631","29.977847732413224","(29.977847732413224, -90.05899447922631)"
"2019-629472",,,"2019-10-28T09:52:44.000","2019-10-28T09:52:44.000",,"Pending",,,,,,,"629472",,,"0.0","0.0","(0.0, 0.0)"
"2019-637182",,,"2019-12-12T11:01:28.000","2019-12-12T11:01:28.000",,"Pending",,,,,,,"637182",,,"0.0","0.0","(0.0, 0.0)"
"2021-782760","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T11:47:53.000","2021-10-19T20:15:20.000","2021-06-15T01:32:32.000","Closed","Department of Sanitation","3503 Leonidas St","A","Resolved","Richards Disposal",,"782760","3666229.45818","535642.114438","-90.1161511149492","29.967284957394494","(29.967284957394494, -90.1161511149492)"
"2019-631248",,,"2019-11-05T12:03:03.000","2019-11-05T12:03:03.000",,"Pending",,,,,,,"631248",,,"0.0","0.0","(0.0, 0.0)"
"2019-628248",,,"2019-10-22T09:23:05.000","2019-10-22T09:23:05.000",,"Pending",,,,,,,"628248",,,"0.0","0.0","(0.0, 0.0)"
"2021-782753","Property Maintenance","Property Maintenance","2021-06-04T11:38:56.000","2021-10-19T17:53:25.000","2021-10-01T05:48:56.000","Closed","Department of Code Enforcement","4523 Urquhart St A","D","Referred to Code Enforcement",,,"782753","3693671.75856","535663.16999","-90.02948759573096","29.96651276757264","(29.96651276757264, -90.02948759573096)"
"2019-622164","Parks & Parkways","Park Maintenance/Clean Up","2019-09-20T21:30:47.000","2020-03-23T21:59:16.000",,"Closed",,,,,,,"622164",,,"0.0","0.0","(0.0, 0.0)"
"2019-630649","General Services","Collapsed Structure","2019-11-01T14:57:25.000","2020-03-23T21:59:15.000",,"Pending",,,,,,,"630649",,,"0.0","0.0","(0.0, 0.0)"
"2019-627803",,,"2019-10-18T14:23:53.000","2019-10-18T14:23:53.000",,"Pending",,,,,,,"627803",,,"0.0","0.0","(0.0, 0.0)"
"2021-782757","Parks & Parkways","Request Tree Service (Right of Way/Public Property)","2021-06-04T11:41:50.000","2021-10-20T05:05:23.000",,"Pending","Department of Parks & Parkway","5160 Macarthur Blvd","C","Pending",,,"782757","3703161.06538","520021.7278","-90.00009543312987","29.923204018649088","(29.923204018649088, -90.00009543312987)"
"2020-654152",,,"2020-03-27T12:04:07.000","2020-03-27T12:04:07.000",,"Pending",,,,,,,"654152",,,"0.0","0.0","(0.0, 0.0)"
"2021-782754","Parks & Parkways","Request Grass Cutting Service (City Owned Property)","2021-06-04T11:39:18.000","2021-06-08T10:21:28.000","2021-06-08T05:21:28.000","Closed","Department of Parks & Parkway","6561 Dwyer Rd","E","Resolved",,,"782754","3698889.36292","555554.424537","-90.0122863503374","30.02104209060819","(30.02104209060819, -90.0122863503374)"
"2019-631271",,,"2019-11-05T12:54:12.000","2019-11-05T12:54:12.000",,"Pending",,,,,,,"631271",,,"0.0","0.0","(0.0, 0.0)"
"2021-782761","Roads/Drainage","Catch Basin - Broken/Damage","2021-06-04T11:49:28.000","2021-06-15T10:11:04.000","2021-06-15T05:11:04.000","Closed","Department of Public Works","13 Clubhouse Dr","C","Duplicate Case",,,"782761","3718361.2277","514567.665139","-89.9523224109981","29.90771223223419","(29.90771223223419, -89.9523224109981)"
"2019-629300",,,"2019-10-26T15:50:48.000","2019-10-26T15:50:48.000",,"Pending",,,,,,,"629300",,,"0.0","0.0","(0.0, 0.0)"
"2021-782756","Trash/Recycling","Repair Recycling Cart","2021-06-04T11:40:25.000","2021-10-20T05:05:32.000","2021-07-21T08:40:03.000","Closed","Department of Sanitation","7401 Arbor Dr","E","Resolved",,,"782756","3701182.52029","558208.468571","-90.00494345550256","30.028266797295803","(30.028266797295803, -90.00494345550256)"
"2021-782755","Trash/Recycling","Repair Trash Cart","2021-06-04T11:39:44.000","2021-10-20T05:05:33.000","2021-09-24T11:50:12.000","Closed","Department of Sanitation","7401 Arbor Dr","E","Resolved","Metro Disposal",,"782755","3701182.52029","558208.468571","-90.00494345550256","30.028266797295803","(30.028266797295803, -90.00494345550256)"
"2021-782752","Trash/Recycling","MIssed Recycling Pick-Up","2021-06-04T11:38:44.000","2021-07-23T11:21:43.000","2021-07-23T06:21:43.000","Closed","Department of Sanitation","4124 N Rampart St","C","Resolved","Metro Disposal",,"782752","3692199.61974","534707.659782","-90.03417078716551","29.96393142919423","(29.96393142919423, -90.03417078716551)"
"2019-637173",,,"2019-12-12T10:44:46.000","2019-12-12T10:44:46.000",,"Pending",,,,,,,"637173",,,"0.0","0.0","(0.0, 0.0)"
"2019-637175",,,"2019-12-12T10:47:55.000","2019-12-12T10:47:55.000",,"Pending",,,,,,,"637175",,,"0.0","0.0","(0.0, 0.0)"
"2021-782739","Trash/Recycling","Replace Trash Cart","2021-06-04T11:10:47.000","2021-09-24T17:22:00.000","2021-09-24T12:22:00.000","Closed","Department of Sanitation","6944 Lamb Rd","D","Resolved","Metro Disposal",,"782739","3697644.97731","557003.703962","-90.01616559197502","30.02506644643619","(30.02506644643619, -90.01616559197502)"
"2019-630950",,,"2019-11-04T10:35:27.000","2019-11-04T10:35:27.000",,"Pending",,,,,,,"630950",,,"0.0","0.0","(0.0, 0.0)"
"2019-634857",,,"2019-11-26T13:32:34.000","2019-11-26T13:32:34.000",,"Pending",,,,,,,"634857",,,"0.0","0.0","(0.0, 0.0)"
"2019-628426",,,"2019-10-22T15:37:52.000","2019-10-22T15:37:52.000",,"Pending",,,,,,,"628426",,,"0.0","0.0","(0.0, 0.0)"
"2021-782742","Traffic Signals/Signs/Striping/Streetlights","Street Light Knocked Down/Leaning","2021-06-04T11:15:10.000","2021-10-19T22:01:48.000","2021-06-04T06:55:21.000","Closed","Department of Public Works","PALM ST & DANTE ST","A","Referred to External Agency","Royal Engineering",,"782742","3667180.6","535182.28","-90.11316284963266","29.965992749386018","(29.965992749386018, -90.11316284963266)"
"2019-637170",,,"2019-12-12T10:40:52.000","2019-12-12T10:40:52.000",,"Pending",,,,,,,"637170",,,"0.0","0.0","(0.0, 0.0)"
"2021-845943","Traffic Signals/Signs/Striping/Streetlights","Additional signage","2021-12-05T05:41:30.000","2021-12-05T05:41:30.000",,"Pending","Department of Public Works","10200 Curran Rd","E","Pending",,,"845943","3709317.59505","565105.39293","-89.97897972008305","30.046968768575056","(30.046968768575056, -89.97897972008305)"
"2019-631494",,,"2019-11-06T11:03:38.000","2019-11-06T11:03:38.000",,"Pending",,,,,,,"631494",,,"0.0","0.0","(0.0, 0.0)"
"2019-636731",,,"2019-12-09T18:47:19.000","2019-12-09T18:47:19.000",,"Pending",,,,,,,"636731",,,"0.0","0.0","(0.0, 0.0)"
"2021-845945","Abandoned Vehicles","Vehicle Blocking Your Driveway","2021-12-05T07:39:15.000","2021-12-05T08:00:09.000",,"Pending","Department of Public Works","1434 Frenchmen St","C","Pending",,,"845945","3684410.52668","537666.198728","-90.05866404624194","29.972306918789567","(29.972306918789567, -90.05866404624194)"
"2020-654742",,,"2020-03-30T10:05:57.000","2020-03-30T10:05:57.000",,"Pending",,,,,,,"654742",,,"0.0","0.0","(0.0, 0.0)"
"2021-782737","Parks & Parkways","Request Tree Service (Right of Way/Public Property)","2021-06-04T11:08:59.000","2021-10-19T16:32:04.000","2021-06-04T10:39:24.000","Closed","Department of Parks & Parkway","1919 Marengo St","B","Resolved",,,"782737","3671881.99956","522209.722554","-90.09875732333796","29.930183979821376","(29.930183979821376, -90.09875732333796)"
"2021-845944","Abandoned Vehicles","Abandoned/Junk Vehicles","2021-12-05T07:31:33.000","2022-01-13T14:20:39.000",,"Closed","Department of Public Works","615 Marengo St","B","Inspected",,,"845944","3672316.57364","518007.274358","-90.09752852062","29.91861571008746","(29.91861571008746, -90.09752852062)"
"2019-629285",,,"2019-10-26T14:24:45.000","2019-10-26T14:24:45.000",,"Pending",,,,,,,"629285",,,"0.0","0.0","(0.0, 0.0)"
"2019-637190",,,"2019-12-12T11:17:45.000","2019-12-12T11:17:45.000",,"Pending",,,,,,,"637190",,,"0.0","0.0","(0.0, 0.0)"
"2019-636114",,,"2019-12-05T15:07:40.000","2019-12-05T15:07:40.000",,"Pending",,,,,,,"636114",,,"0.0","0.0","(0.0, 0.0)"
"2020-652944",,,"2020-03-24T11:11:28.000","2020-03-24T11:11:28.000",,"Pending",,,,,,,"652944",,,"0.0","0.0","(0.0, 0.0)"
"2019-630156",,,"2019-10-30T13:00:22.000","2019-10-30T13:00:22.000",,"Pending",,,,,,,"630156",,,"0.0","0.0","(0.0, 0.0)"
"2021-782748","Trash/Recycling","Return Trash Cart","2021-06-04T11:32:34.000","2021-10-20T05:05:35.000","2021-07-12T11:12:12.000","Closed","Department of Sanitation","1728 Clio St","B","Resolved","Richards Disposal",,"782748","3679097.98235","526720.321662","-90.07582135567635","29.942370885762063","(29.942370885762063, -90.07582135567635)"
"2019-634104",,,"2019-11-21T12:00:57.000","2019-11-21T12:00:57.000",,"Pending",,,,,,,"634104",,,"0.0","0.0","(0.0, 0.0)"
"2019-634866",,,"2019-11-26T13:59:15.000","2019-11-26T13:59:15.000",,"Pending",,,,,,,"634866",,,"0.0","0.0","(0.0, 0.0)"
"2021-782746","Roads/Drainage","Catch Basin - Clogged","2021-06-04T11:26:03.000","2021-10-20T05:05:36.000","2021-06-04T06:26:59.000","Closed","Department of Public Works","800 Poland Ave","C","Resolved",,,"782746","3692710.14467","533903.995781","-90.03258741357921","29.961705709714334","(29.961705709714334, -90.03258741357921)"
"2022-860303","COVID-19","COVID-19 Business Non-Compliance","2022-02-10T17:04:00.000","2022-02-10T17:04:01.000",,"Pending","Safety and Permits","3340 Magazine St","B","Pending",,,"860303","3675125.74344","519625.36588","-90.08860595756406","29.92298133573752","(29.92298133573752, -90.08860595756406)"
"2021-782749","Trash/Recycling","MIssed Recycling Pick-Up","2021-06-04T11:35:24.000","2021-06-24T10:02:38.000","2021-06-24T05:02:38.000","Closed","Department of Sanitation","6619 Avenue A","A","Resolved","Metro Disposal",,"782749","3666125.30362","552163.556566","-90.1159257001294","30.012716343589247","(30.012716343589247, -90.1159257001294)"
"2021-782736","Traffic Signals/Signs/Striping/Streetlights","Traffic Signal Malfunctioning/Damaged","2021-06-04T11:06:44.000","2021-07-09T12:09:46.000","2021-07-09T07:09:46.000","Closed","Department of Public Works","JULIA ST & MAGAZINE ST","B","Resolved",,,"782736","3681185.3","527834.78","-90.06919241020636","29.94537212062184","(29.94537212062184, -90.06919241020636)"
"2021-782741","Trash/Recycling","MIssed Recycling Pick-Up","2021-06-04T11:13:05.000","2021-07-23T11:22:01.000","2021-07-23T06:22:01.000","Closed","Department of Sanitation","923 Clouet St","C","Resolved","Metro Disposal",,"782741","3688888.11081","535389.863878","-90.04460396298697","29.965910075848168","(29.965910075848168, -90.04460396298697)"
"2019-637183",,,"2019-12-12T11:02:35.000","2019-12-12T11:02:35.000",,"Pending",,,,,,,"637183",,,"0.0","0.0","(0.0, 0.0)"
"2020-653482",,,"2020-03-26T08:03:17.000","2020-03-26T08:03:17.000",,"Pending",,,,,,,"653482",,,"0.0","0.0","(0.0, 0.0)"
"2020-653646",,,"2020-03-26T11:26:11.000","2020-03-26T11:26:11.000",,"Pending",,,,,,,"653646",,,"0.0","0.0","(0.0, 0.0)"
"2019-629899",,,"2019-10-29T14:32:04.000","2019-10-29T14:32:04.000",,"Pending",,,,,,,"629899",,,"0.0","0.0","(0.0, 0.0)"
"2019-627187",,,"2019-10-16T10:49:46.000","2019-10-16T10:49:46.000",,"Pending",,,,,,,"627187",,,"0.0","0.0","(0.0, 0.0)"
"2019-632376",,,"2019-11-11T15:33:00.000","2019-11-11T15:33:00.000",,"Pending",,,,,,,"632376",,,"0.0","0.0","(0.0, 0.0)"
"2019-632488",,,"2019-11-12T09:57:52.000","2019-11-12T09:57:52.000",,"Pending",,,,,,,"632488",,,"0.0","0.0","(0.0, 0.0)"
"2019-631231",,,"2019-11-05T11:23:11.000","2019-11-05T11:23:11.000",,"Pending",,,,,,,"631231",,,"0.0","0.0","(0.0, 0.0)"
"2021-846008","Trash/Recycling","Illegal Dumping","2021-12-05T22:00:31.000","2022-06-27T12:40:58.000","2022-06-27T07:40:58.000","Closed","Department of Sanitation","2544 Palmyra St","B","Resolved",,,"846008","3675318.42459","534041.655045","-90.08750296033722","29.96261562827297","(29.96261562827297, -90.08750296033722)"
"2021-845967","Property Maintenance","Property Maintenance","2021-12-05T12:25:51.000","2021-12-05T12:25:51.000",,"Pending","Department of Code Enforcement","838 Belleville St","C","Pending",,,"845967","3687849.58473","528409.030144","-90.0481308528061","29.946747265914542","(29.946747265914542, -90.0481308528061)"
"2021-782729","Abandoned Vehicles","Abandoned/Junk Vehicles","2021-06-04T10:57:00.000","2021-06-04T10:57:00.000",,"Pending","Department of Public Works","1700 Mcshane Pl","C","Pending",,,"782729","3683386.56572","535896.901255","-90.06195988600219","29.967473244624387","(29.967473244624387, -90.06195988600219)"
"2021-846014","Trash/Recycling","Request a Large Item Pick Up","2021-12-05T23:37:40.000","2022-01-05T12:41:48.000","2022-01-05T06:41:48.000","Closed","Department of Sanitation","117 12Th St","A","Resolved","Metro Disposal",,"846014","3665927.10317","547842.678738","-90.1166968582282","30.000841217855484","(30.000841217855484, -90.1166968582282)"
"2021-845951","Trash/Recycling","Order Trash Cart","2021-12-05T10:03:34.000","2022-02-04T10:40:03.000","2022-02-04T04:40:03.000","Closed","Department of Sanitation","2630 Third St","B","Resolved","Richards Disposal",,"845951","3674271.74305","526091.60595","-90.09108042032388","29.9407868801394","(29.9407868801394, -90.09108042032388)"
"2019-634090",,,"2019-11-21T11:38:59.000","2019-11-21T11:38:59.000",,"Pending",,,,,,,"634090",,,"0.0","0.0","(0.0, 0.0)"
"2019-626940",,,"2019-10-15T11:07:41.000","2019-10-15T11:07:41.000",,"Pending",,,,,,,"626940",,,"0.0","0.0","(0.0, 0.0)"
"2019-630391",,,"2019-10-31T11:50:20.000","2019-10-31T11:50:20.000",,"Pending",,,,,,,"630391",,,"0.0","0.0","(0.0, 0.0)"
"2019-631276",,,"2019-11-05T12:59:00.000","2019-11-05T12:59:00.000",,"Pending",,,,,,,"631276",,,"0.0","0.0","(0.0, 0.0)"
"2019-627836",,,"2019-10-18T15:44:39.000","2019-10-18T15:44:39.000",,"Pending",,,,,,,"627836",,,"0.0","0.0","(0.0, 0.0)"
"2020-654216",,,"2020-03-27T13:58:52.000","2020-03-27T13:58:52.000",,"Pending",,,,,,,"654216",,,"0.0","0.0","(0.0, 0.0)"
"2019-627563",,,"2019-10-17T14:05:40.000","2019-10-17T14:05:40.000",,"Pending",,,,,,,"627563",,,"0.0","0.0","(0.0, 0.0)"
"2019-632087",,,"2019-11-09T13:21:17.000","2019-11-09T13:21:17.000",,"Pending",,,,,,,"632087",,,"0.0","0.0","(0.0, 0.0)"
"2019-629303",,,"2019-10-26T15:55:51.000","2019-10-26T15:55:51.000",,"Pending",,,,,,,"629303",,,"0.0","0.0","(0.0, 0.0)"
"2019-629297",,,"2019-10-26T15:48:34.000","2019-10-26T15:48:34.000",,"Pending",,,,,,,"629297",,,"0.0","0.0","(0.0, 0.0)"
"2019-629524",,,"2019-10-28T11:12:15.000","2019-10-28T11:12:15.000",,"Pending",,,,,,,"629524",,,"0.0","0.0","(0.0, 0.0)"
"2021-782726","Trash/Recycling","MIssed Recycling Pick-Up","2021-06-04T10:55:02.000","2021-06-09T06:00:11.000","2021-06-09T01:00:11.000","Closed","Department of Sanitation","7471 Pitt St","A","Resolved","Richards Disposal",,"782726","3660918.94387","523832.040379","-90.13331247911697","29.93496508537649","(29.93496508537649, -90.13331247911697)"
"2021-782735","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T11:04:21.000","2021-06-15T06:23:44.000","2021-06-15T01:23:44.000","Closed","Department of Sanitation","4320 S Liberty St","B","Resolved","Richards Disposal",,"782735","3670835.73179","523270.896187","-90.10202423240817","29.933132821663836","(29.933132821663836, -90.10202423240817)"
"2021-782727","Trash/Recycling","Dead Animal Pick Up","2021-06-04T10:55:54.000","2021-06-15T06:23:13.000","2021-06-15T01:23:13.000","Closed","Department of Sanitation","818 S Carrollton Ave","A","Resolved","Richards Disposal",,"782727","3661108.21677","527470.631039","-90.13259456949578","29.944964605846028","(29.944964605846028, -90.13259456949578)"
"2019-632327",,,"2019-11-11T14:07:21.000","2019-11-11T14:07:21.000",,"Pending",,,,,,,"632327",,,"0.0","0.0","(0.0, 0.0)"
"2021-782723","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T10:52:01.000","2021-06-15T06:12:14.000","2021-06-15T01:12:14.000","Closed","Department of Sanitation","1122 Nashville Ave","A","Resolved","Richards Disposal",,"782723","3665717.68653","520148.985848","-90.11828613008228","29.92469879006142","(29.92469879006142, -90.11828613008228)"
"2021-782724","Trash/Recycling","Request a Large Item Pick Up","2021-06-04T10:52:33.000","2021-06-18T07:50:30.000","2021-06-18T02:50:30.000","Closed","Department of Sanitation","2300 Somerset Dr","C","Resolved","Richards Disposal",,"782724","3702725.73898","522668.866106","-90.00137244982778","29.930496651797505","(29.930496651797505, -90.00137244982778)"
"2021-782721","Trash/Recycling","Replace Trash Cart","2021-06-04T10:50:24.000","2021-07-12T15:29:44.000","2021-07-12T10:29:44.000","Closed","Department of Sanitation","2303 Governor Nicholls St","D","Resolved","Richards Disposal",,"782721","3679180.98709","537418.465224","-90.07518842217684","29.9717846618503","(29.9717846618503, -90.07518842217684)"
"2021-782725","Trash/Recycling","Replace Trash Cart","2021-06-04T10:54:05.000","2021-07-14T12:08:45.000","2021-07-14T07:08:45.000","Closed","Department of Sanitation","1464 Magazine St","B","Resolved","Richards Disposal",,"782725","3680274.78363","523986.731772","-90.07220092024905","29.934818856138413","(29.934818856138413, -90.07220092024905)"
"2021-815758","Roads/Drainage","Debris in Roadway","2021-08-29T19:42:26.000","2021-08-29T19:42:26.000",,"Pending","Department of Public Works","58 Yosemite Dr","C","Pending",,,"815758","3699783.27274","516541.041653","-90.01088457419131","29.913740954896877","(29.913740954896877, -90.01088457419131)"
"2020-654232",,,"2020-03-27T14:21:36.000","2020-03-27T14:21:36.000",,"Pending",,,,,,,"654232",,,"0.0","0.0","(0.0, 0.0)"
"2021-782719","Property Maintenance","Property Maintenance","2021-06-04T10:48:46.000","2021-09-29T14:39:25.000","2021-09-29T09:39:25.000","Closed","Department of Code Enforcement","1212 S Genois St","B","Referred to Code Enforcement",,,"782719","3669428.87354","532677.096452","-90.10614757322053","29.959038304257668","(29.959038304257668, -90.10614757322053)"
"2019-637151",,,"2019-12-12T10:12:15.000","2019-12-12T10:12:15.000",,"Pending",,,,,,,"637151",,,"0.0","0.0","(0.0, 0.0)"
"2019-635283",,,"2019-12-02T10:24:46.000","2019-12-02T10:24:46.000",,"Pending",,,,,,,"635283",,,"0.0","0.0","(0.0, 0.0)"
"2019-635731",,,"2019-12-04T07:55:27.000","2019-12-04T07:55:27.000",,"Pending",,,,,,,"635731",,,"0.0","0.0","(0.0, 0.0)"
"2021-845955","Property Maintenance","Property Maintenance","2021-12-05T10:41:04.000","2021-12-05T10:41:04.000",,"Pending","Department of Code Enforcement","1539 Desire St","D","Pending",,,"845955","3690665.49968","537492.637","-90.03891602768125","29.971636875534656","(29.971636875534656, -90.03891602768125)"
"2021-782708","Trash/Recycling","Repair Trash Cart","2021-06-04T10:20:50.000","2021-09-28T13:56:33.000","2021-09-28T08:56:33.000","Closed","Department of Sanitation","7400 Malvern Dr","E","Resolved","Metro Disposal",,"782708","3702638.90922","560854.263838","-90.00024411357406","30.035495199628862","(30.035495199628862, -90.00024411357406)"
"2021-782715","Property Maintenance","Property Maintenance","2021-06-04T10:34:13.000","2021-09-29T13:44:08.000","2021-09-29T08:44:08.000","Closed","Department of Code Enforcement","920 Wagner St","C","Referred to Code Enforcement",,,"782715","3690555.35209","527967.368063","-90.03960353714318","29.94544912112579","(29.94544912112579, -90.03960353714318)"
"2021-782704","Property Maintenance","Property Maintenance","2021-06-04T10:15:35.000","2021-09-29T13:39:52.000","2021-09-29T08:39:52.000","Closed","Department of Code Enforcement","2461 N Galvez St","D","Referred to Code Enforcement",,,"782704","3686736.9455","540187.631883","-90.05122773162951","29.979168608253207","(29.979168608253207, -90.05122773162951)"
"2019-629447",,,"2019-10-28T09:18:45.000","2019-10-28T09:18:45.000",,"Pending",,,,,,,"629447",,,"0.0","0.0","(0.0, 0.0)"
"2019-634863",,,"2019-11-26T13:53:57.000","2019-11-26T13:53:57.000",,"Pending",,,,,,,"634863",,,"0.0","0.0","(0.0, 0.0)"
"2021-782718","Traffic Signals/Signs/Striping/Streetlights","Street Light Outage/Malfunction","2021-06-04T10:40:34.000","2021-10-19T20:46:23.000","2021-06-18T06:10:34.000","Closed","Department of Public Works","4758 Arthur Dr","E","Resolved","Royal Engineering",,"782718","3707603.14718","555629.052377","-89.98475074327513","30.020968176923013","(30.020968176923013, -89.98475074327513)"
"2019-634295",,,"2019-11-22T12:30:28.000","2019-11-22T12:30:28.000",,"Pending",,,,,,,"634295",,,"0.0","0.0","(0.0, 0.0)"
"2021-782709","Trash/Recycling","MIssed Recycling Pick-Up","2021-06-04T10:22:19.000","2021-10-20T05:05:48.000","2021-06-28T12:18:21.000","Closed","Department of Sanitation","7401 Burke Ave","E","Resolved","Metro Disposal",,"782709","3705835.08382","562342.032095","-89.9900886166942","30.03948334414461","(30.03948334414461, -89.9900886166942)"
"2021-782707","Trash/Recycling","Repair Recycling Cart","2021-06-04T10:20:45.000","2021-10-20T05:05:50.000","2021-07-13T05:08:44.000","Closed","Department of Sanitation","1815 Octavia St","A","Resolved",,,"782707","3667322.58305","522474.033018","-90.11314183387016","29.931045039984223","(29.931045039984223, -90.11314183387016)"
"2021-782705","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T10:16:08.000","2021-10-20T05:05:59.000","2021-06-14T14:35:33.000","Closed","Department of Sanitation","825 Polk St","A","Resolved","Metro Disposal",,"782705","3669421.49703","547248.314193","-90.10567788951828","29.99910443868108","(29.99910443868108, -90.10567788951828)"
"2021-782711","Parks & Parkways","Request Tree Service (Right of Way/Public Property)","2021-06-04T10:25:52.000","2021-11-02T13:42:19.000","2021-11-02T08:42:19.000","Closed","Department of Parks & Parkway","3420 Banks St","B","Resolved",,,"782711","3672229.77934","535879.539079","-90.09719389437831","29.967761170211716","(29.967761170211716, -90.09719389437831)"
"2021-845987","Trash/Recycling","Request a Large Item Pick Up","2021-12-05T16:11:15.000","2022-01-05T12:42:39.000","2022-01-05T06:42:39.000","Closed","Department of Sanitation","617 Forstall St","E","Resolved","Metro Disposal",,"845987","3695820.0872","532508.7833","-90.02281716454335","29.95777192816337","(29.95777192816337, -90.02281716454335)"
"2021-782701","Parks & Parkways","Request Tree Service (Right of Way/Public Property)","2021-06-04T10:14:18.000","2022-04-11T13:15:27.000","2022-04-11T08:15:27.000","Closed","Department of Parks & Parkway","2502 Cambronne St","A","Resolved",,,"782701","3664329.08186","532629.700868","-90.12225310362689","29.95905717863619","(29.95905717863619, -90.12225310362689)"
"2021-845988","Trash/Recycling","Repair Recycling Cart","2021-12-05T16:16:03.000","2022-04-19T14:36:41.000","2022-04-18T19:00:00.000","Closed","Department of Sanitation","3319 Calhoun St","A","Resolved",,,"845988","3667541.25025","528941.343872","-90.11223395419094","29.948821659343388","(29.948821659343388, -90.11223395419094)"
"2021-782714","Roads/Drainage","Catch Basin - Clogged","2021-06-04T10:28:10.000","2021-06-08T08:01:19.000","2021-06-08T03:01:19.000","Closed","Department of Public Works","4504 Pitt St","B","Duplicate Case",,,"782714","3670445.20065","520475.070072","-90.10335185976484","29.92545672864306","(29.92545672864306, -90.10335185976484)"
"2021-782717","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T10:39:48.000","2021-06-15T06:10:23.000","2021-06-15T01:10:23.000","Closed","Department of Sanitation","1214 Felicity St","B","Resolved","Richards Disposal",,"782717","3679563.95663","523437.470203","-90.07446404133913","29.933330060654534","(29.933330060654534, -90.07446404133913)"
"2019-617589","Parks & Parkways","Park Maintenance/Clean Up","2019-09-02T14:01:54.000","2020-03-23T21:59:16.000",,"Closed",,,,,,,"617589",,,"0.0","0.0","(0.0, 0.0)"
"2021-782716","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T10:38:50.000","2021-06-15T15:23:36.000","2021-06-15T10:23:36.000","Closed","Department of Sanitation","1216 Congress St","C","Resolved","Metro Disposal",,"782716","3690804.41398","536071.464007","-90.03852803465213","29.967724835065372","(29.967724835065372, -90.03852803465213)"
"2021-782710","Trash/Recycling","Missed Trash Pick-Up","2021-06-04T10:23:28.000","2021-06-17T14:49:26.000","2021-06-17T09:49:26.000","Closed","Department of Sanitation","725 Franklin Ave","C","Resolved","Metro Disposal",,"782710","3686822.91919","535154.52199","-90.05113407633281","29.96532667280891","(29.96532667280891, -90.05113407633281)"
