"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"A1656118","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3677396","536062","2018-01-14T19:47:04.000","2018-01-14T19:58:29.000","2018-01-14T19:59:59.000","2018-01-14T20:03:01.000","NAT","Necessary Action Taken","N","1I01","006XX N Rocheblave St","70119","1","(29.96810882, -90.08087177)"
"A1644118","107","SUSPICIOUS PERSON","2C","107","SUSPICIOUS PERSON","2C","3663877","532340","2018-01-14T17:16:10.000",,"2018-01-14T17:16:10.000","2018-01-14T17:35:32.000","NAT","Necessary Action Taken","Y","2K04","084XX Blk S Claiborne Ave","70118","2","(29.95827483, -90.12368979)"
"A1649318","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3682082","540149","2018-01-14T18:07:55.000","2018-01-14T18:20:16.000","2018-01-14T18:33:34.000","2018-01-14T18:48:37.000","GOA","GONE ON ARRIVAL","N","5K02","New Orleans St & N Miro St","70119","5","(29.97920602, -90.0659287)"
"A1666218","20","AUTO ACCIDENT","1A","20","AUTO ACCIDENT","2A","3673254","532265","2018-01-14T21:23:36.000",,,"2018-01-14T21:38:19.000","DUP","DUPLICATE","N","1G02","Us 90B E & S Broad Overpass","70119","1","(29.9577929, -90.09408176)"
"A1669518","35D","SIMPLE BATTERY DOMESTIC","1A","35","SIMPLE BATTERY","2A","3671342","530610","2018-01-14T22:00:18.000","2018-01-14T22:03:47.000","2018-01-14T22:15:40.000","2018-01-14T23:22:04.000","GOA","GONE ON ARRIVAL","N","6N02","041XX Martin Luther King Jr Blvd","70125","6","(29.95329818, -90.10017539)"
"A1608018","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3672206","526222","2018-01-14T09:08:09.000",,"2018-01-14T09:08:09.000","2018-01-14T09:20:30.000","NAT","Necessary Action Taken","Y","2R01","S Claiborne Ave & Louisiana Avenue Pkwy","70125","2","(29.9412094, -90.0975965)"
"A1627818","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3678077","526964","2018-01-14T13:39:14.000",,"2018-01-14T13:39:14.000","2018-01-14T14:13:28.000","NAT","Necessary Action Taken","Y","6H03","Erato St & S Rampart St","70113","6","(29.94307274, -90.07903498)"
"A1589018","103D","DOMESTIC DISTURBANCE","2C","103D","DOMESTIC DISTURBANCE","2C","3675134","524374","2018-01-14T03:03:50.000","2018-01-14T03:04:20.000","2018-01-14T03:09:05.000","2018-01-14T03:45:28.000","RTF","REPORT TO FOLLOW","N","6F02","021XX 4th St","70113","6","(29.93604069, -90.08841688)"
"A0366318","94","DISCHARGING FIREARM","2B","94","DISCHARGING FIREARM","2B","3689102","548379","2018-01-03T23:28:36.000","2018-01-03T23:37:56.000","2018-01-03T23:45:55.000","2018-01-03T23:48:12.000","GOA","GONE ON ARRIVAL","N","3U01","Pocahontas St & Iroquois St","70126","3","(30.00161988, -90.04346599)"
"A0367918","103D","DOMESTIC DISTURBANCE","2B","103","DISTURBANCE (OTHER)","1A","3690303","550511","2018-01-03T23:46:38.000","2018-01-03T23:54:57.000","2018-01-03T23:59:52.000","2018-01-04T01:18:01.000","RTF","REPORT TO FOLLOW","N","3U03","045XX Feliciana Dr","70126","3","(30.0074455, -90.03959578)"
"A0368018","107","SUSPICIOUS PERSON","2A","107","SUSPICIOUS PERSON","2A","3671108","526290","2018-01-03T23:49:48.000","2018-01-03T23:59:12.000","2018-01-04T00:01:55.000","2018-01-04T00:06:28.000","GOA","GONE ON ARRIVAL","N","2R01","030XX Milan St","70125","2","(29.94142762, -90.1010599)"
"A0366918","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3673610","529341","2018-01-03T23:32:59.000",,,"2018-01-03T23:33:13.000","NAT","Necessary Action Taken","N","6M03","014XX S Galvez St","70125","6","(29.9497419, -90.09305773)"
"A0367518","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3696899","515611","2018-01-03T23:40:07.000","2018-01-03T23:40:07.000",,"2018-01-03T23:44:57.000","NAT","Necessary Action Taken","N","4C02","040XX Behrman Pl","70114","4","(29.91127634, -90.02001979)"
"A0368318","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3669518","538543","2018-01-03T23:59:00.000","2018-01-03T23:59:00.000","2018-01-03T23:59:07.000","2018-01-04T00:19:00.000","NAT","Necessary Action Taken","N","3D02","Palmyra St & S Alexander St","70119","3","(29.97516698, -90.10566628)"
"A0367618","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3672799","540119","2018-01-03T23:40:47.000",,"2018-01-03T23:40:47.000","2018-01-03T23:42:52.000","NAT","Necessary Action Taken","N","1M01","Orleans Ave & N Carrollton Ave","70119","1","(29.97940255, -90.09524991)"
"A0366718","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3669242","551350","2018-01-03T23:32:01.000","2018-01-03T23:32:50.000","2018-01-03T23:43:06.000","2018-01-04T00:12:54.000","NAT","Necessary Action Taken","N","3J01","066XX Vicksburg St","70124","3","(30.01039041, -90.10610474)"
"A0367218","62R","RESIDENCE BURGLARY","2A","62","SIMPLE BURGLARY","2A","3705177","512629","2018-01-03T23:36:51.000","2018-01-03T23:41:16.000","2018-01-03T23:51:03.000","2018-01-04T00:38:34.000","RTF","REPORT TO FOLLOW","N","4D05","057XX Tullis Dr","70131","4","(29.90281221, -89.99400291)"
"A1668018","94F","FIREWORKS","1A","94F","FIREWORKS","2J","3668434","517497","2018-01-14T21:47:29.000","2018-01-14T21:52:01.000","2018-01-14T21:57:06.000","2018-01-14T22:20:28.000","GOA","GONE ON ARRIVAL","N","2B04","050XX Annunciation St","70115","2","(29.91732933, -90.10980019)"
"A1641318","24","MEDICAL","2D","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","37369000","3513814","2018-01-14T16:30:45.000","2018-01-14T16:31:51.000","2018-01-14T16:34:37.000","2018-01-14T17:11:54.000","NAT","Necessary Action Taken","N","8F03","020XX Dauphine St","70116","8","(0.0, 0.0)"
"A1657618","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3672834","523676","2018-01-14T20:01:14.000",,"2018-01-14T20:01:14.000","2018-01-14T20:20:50.000","NAT","Necessary Action Taken","Y","6Q02","023XX Delachaise St","70115","6","(29.93418951, -90.09569936)"
"A1591118","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","2A","3681922","525654","2018-01-14T03:33:56.000",,,"2018-01-14T03:34:21.000","NAT","Necessary Action Taken","N","6C01","Us 90B E & Tchoupitoulas St","70130","6","(29.93935433, -90.06693952)"
"A1614418","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2E","3666758","529115","2018-01-14T10:55:27.000",,,"2018-01-14T11:01:06.000","VOI","VOID","N","2P02","002XX Audubon Blvd","70125","2","(29.94932301, -90.11469814)"
"A1664618","21","COMPLAINT OTHER","1J","24","MEDICAL","2D","3681314","530104","2018-01-14T21:09:21.000","2018-01-14T21:09:21.000","2018-01-14T21:09:56.000","2018-01-14T21:10:22.000","NAT","Necessary Action Taken","N","8G04","006XX Common St","70130","8","(29.95160882, -90.06870556)"
"A1592218","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3690841","536361","2018-01-14T03:42:20.000",,"2018-01-14T03:42:20.000","2018-01-14T04:27:48.000","NAT","Necessary Action Taken","Y","5D03","013XX Congress St","70117","5","(29.968521, -90.03840212)"
"A1675518","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3681494","533470","2018-01-14T23:43:37.000",,"2018-01-14T23:43:37.000","2018-01-14T23:46:22.000","NAT","Necessary Action Taken","Y","8D03","N Rampart St & Orleans Ave","70116","8","(29.96085862, -90.06802114)"
"A0343718","103M","MENTAL PATIENT","2A","103M","MENTAL PATIENT","2A","37369000","3513814","2018-01-03T18:41:16.000","2018-01-03T18:45:37.000","2018-01-03T18:50:29.000","2018-01-03T19:16:05.000","NAT","Necessary Action Taken","N","5D03","013XX Poland Ave","70117","5","(0.0, 0.0)"
"A0258518","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3664053","519387","2018-01-03T01:22:34.000","2018-01-03T01:22:34.000",,"2018-01-03T01:43:12.000","NAT","Necessary Action Taken","N","2A03","061XX Magazine St","70118","2","(29.92265437, -90.1235657)"
"A0358718","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3697563","558123","2018-01-03T21:46:29.000","2018-01-03T21:46:29.000","2018-01-03T21:46:35.000","2018-01-03T21:51:37.000","NAT","Necessary Action Taken","N","7D05","065XX Morrison Rd","70126","7","(30.02814808, -90.01638086)"
"A0334118","35D","SIMPLE BATTERY DOMESTIC","2B","21","COMPLAINT OTHER","2A","3661121","530512","2018-01-03T17:11:36.000","2018-01-03T17:12:16.000","2018-01-03T17:19:48.000","2018-01-03T21:03:52.000","RTF","REPORT TO FOLLOW","N","2K02","086XX Jeannette St","70118","2","(29.95332709, -90.13245158)"
"A0315318","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3664357","547754","2018-01-03T14:45:26.000","2018-01-03T14:45:26.000",,"2018-01-03T14:45:56.000","NAT","Necessary Action Taken","N","3B03","060XX Bellaire Dr","70124","3","(30.00064313, -90.12165694)"
"A0357418","107","SUSPICIOUS PERSON","2A","58","RETURN FOR ADDITIONAL INFO","1G","3681483","531736","2018-01-03T21:29:42.000","2018-01-03T21:29:42.000",,"2018-01-04T01:02:23.000","DUP","DUPLICATE","N","8D04","003XX Bourbon St","70112","8","(29.95609174, -90.0681159)"
"A0288518","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3669576","535979","2018-01-03T10:21:47.000","2018-01-03T17:25:24.000","2018-01-03T17:39:00.000","2018-01-03T19:16:49.000","NAT","Necessary Action Taken","N","1K02","040XX Tulane Ave","70119","1","(29.96811579, -90.10557103)"
"A0265518","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3681870","529049","2018-01-03T03:05:18.000",,"2018-01-03T03:05:18.000","2018-01-03T03:54:11.000","NAT","Necessary Action Taken","Y","8G02","Poydras St & Tchoupitoulas St","70130","8","(29.9486915, -90.06698809)"
"A0329018","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3690078","527677","2018-01-03T16:30:19.000","2018-01-03T17:01:48.000","2018-01-03T17:16:05.000","2018-01-03T17:16:11.000","GOA","GONE ON ARRIVAL","N","4A03","010XX L B Landry Ave","70114","4","(29.94466742, -90.0411194)"
"A0261818","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3686415","550515","2018-01-03T02:26:56.000","2018-01-03T02:34:55.000","2018-01-03T02:37:19.000","2018-01-03T03:15:56.000","NAT","Necessary Action Taken","N","3T02","047XX Venus St","70122","3","(30.00757507, -90.05187688)"
"A0299918","64G","ARMED ROBBERY WITH GUN","2A","64G","ARMED ROBBERY WITH GUN","2A","3678042","526246","2018-01-03T12:15:50.000","2018-01-03T12:17:25.000","2018-01-03T12:24:33.000","2018-01-03T12:57:43.000","GOA","GONE ON ARRIVAL","N","6G02","Oretha Castle Haley Blvd & Martin Luther King Jr Blvd","70113","6","(29.94109943, -90.07916897)"
"A0286718","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3684132","545738","2018-01-03T10:03:22.000","2018-01-03T10:14:37.000","2018-01-03T10:21:38.000","2018-01-03T10:25:03.000","NAT","Necessary Action Taken","N","3X02","035XX Elysian Fields Ave","70122","3","(29.9945113, -90.0592578)"
"A0338718","29","DEATH","1B","29","DEATH","1B","3675806","522184","2018-01-03T17:51:44.000","2018-01-03T17:52:39.000","2018-01-03T17:56:54.000","2018-01-03T21:54:12.000","RTF","REPORT TO FOLLOW","N","6D02","015XX Conery St","70115","6","(29.92999723, -90.08636808)"
"A0345418","62C","SIMPLE BURGLARY VEHICLE","1E","62C","SIMPLE BURGLARY VEHICLE","1E","3672717","537722","2018-01-03T19:11:25.000","2018-01-03T23:07:05.000","2018-01-03T23:24:40.000","2018-01-04T00:26:54.000","RTF","REPORT TO FOLLOW","N","1M03","036XX Iberville St","70119","1","(29.97281285, -90.09559108)"
"A0285318","21","COMPLAINT OTHER","1H","107","SUSPICIOUS PERSON","2A","3672373","527070","2018-01-03T09:48:23.000","2018-01-03T10:23:01.000","2018-01-03T10:28:46.000","2018-01-03T11:02:07.000","NAT","Necessary Action Taken","N","6K01","S Roman St & Toledano St","70125","6","(29.94353383, -90.09703979)"
"A0315218","21","COMPLAINT OTHER","1H","67F","THEFT BY FRAUD","1B","3689057","551922","2018-01-03T14:42:08.000","2018-01-04T00:21:18.000","2018-01-04T00:25:07.000","2018-01-04T00:52:44.000","NAT","Necessary Action Taken","N","3U03","050XX Saint Ferdinand Dr","70126","3","(30.01136312, -90.04347995)"
"A0358218","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3701050","534278","2018-01-03T21:39:13.000",,,"2018-01-03T21:39:13.000","NAT","Necessary Action Taken","N","5E03","014XX Delery St","70117","5","(29.9624733, -90.00623489)"
"A0276618","67S","SHOPLIFTING","2A","67","THEFT","1E","3672670","526680","2018-01-03T08:06:09.000","2018-01-03T08:09:27.000","2018-01-03T08:17:14.000","2018-01-03T09:04:13.000","RTF","REPORT TO FOLLOW","N","6K01","028XX S Claiborne Ave","70125","6","(29.94245289, -90.0961157)"
"A0343818","68","UNAUTHORIZED USE OF VEHICLE","1F","67A","AUTO THEFT","1B","3712821","558089","2018-01-03T18:41:40.000","2018-01-03T18:41:40.000","2018-01-03T18:50:00.000","2018-01-03T22:46:47.000","RTF","REPORT TO FOLLOW","N","7I01","101XX Dwyer Rd","70127","7","(30.02756361, -89.96817036)"
"A0303918","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3680089","549149","2018-01-03T12:49:04.000","2018-01-03T12:49:04.000","2018-01-03T12:52:05.000","2018-01-03T13:01:09.000","NAT","Necessary Action Taken","N","3P03","017XX Pratt Dr","70122","3","(30.00401458, -90.07191039)"
"A0363818","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3681340","536548","2018-01-03T22:58:33.000","2018-01-03T22:58:33.000","2018-01-03T22:58:45.000","2018-01-03T23:17:57.000","NAT","Necessary Action Taken","N","1A01","N Claiborne Ave & Esplanade Ave","70116","1","(29.96932619, -90.06839956)"
"A0351118","21","COMPLAINT OTHER","1H","107","SUSPICIOUS PERSON","2A","3725521","570093","2018-01-03T20:13:19.000","2018-01-03T20:21:48.000","2018-01-03T20:28:54.000","2018-01-03T20:53:59.000","NAT","Necessary Action Taken","N","7L06","075XX Dominique Pl","70129","7","(30.06014703, -89.92757509)"
"A0298818","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","1H","3679004","542943","2018-01-03T12:06:30.000","2018-01-03T12:07:10.000","2018-01-03T12:12:04.000","2018-01-03T13:21:10.000","NAT","Necessary Action Taken","N","1C03","018XX Gentilly Blvd","70119","1","(29.98698267, -90.07555557)"
"A0275118","21","COMPLAINT OTHER","1A","21","COMPLAINT OTHER","2A","3705217","558343","2018-01-03T07:44:02.000","2018-01-03T07:46:14.000","2018-01-03T07:56:14.000","2018-01-03T08:58:29.000","NAT","Necessary Action Taken","N","7R02","057XX Crowder Blvd","70127","7","(30.02851015, -89.9921898)"
"A0349018","21","COMPLAINT OTHER","1H","21J","MISSING JUVENILE","1A","3693360","544038","2018-01-03T19:46:54.000","2018-01-03T20:37:13.000",,"2018-01-03T20:37:47.000","NAT","Necessary Action Taken","N","5Q02","037XX Humanity St","70126","5","(29.98955143, -90.03016861)"
"A0251618","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3691111","539469","2018-01-03T00:02:45.000","2018-01-03T00:28:56.000",,"2018-01-03T00:35:13.000","NAT","Necessary Action Taken","N","5G04","N Galvez St & Desire St","70117","5","(29.97705898, -90.03743638)"
"A0330718","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3679636","536502","2018-01-03T16:42:47.000","2018-01-03T16:45:28.000","2018-01-03T16:49:41.000","2018-01-03T17:02:03.000","NAT","Necessary Action Taken","N","1J02","020XX Ursulines Ave","70116","1","(29.96925253, -90.07378181)"
"A0307618","67S","SHOPLIFTING","0A","67","THEFT","1E","3724880","558888","2018-01-03T13:30:17.000","2018-01-03T16:51:26.000","2018-01-03T16:51:36.000","2018-01-03T17:30:22.000","GOA","GONE ON ARRIVAL","N","7M01","131XX Chef Menteur Hwy","70129","7","(30.02935952, -89.93003445)"
"A0319418","20","AUTO ACCIDENT","1C","20","AUTO ACCIDENT","1C","3669607","525720","2018-01-03T15:25:27.000","2018-01-03T15:46:15.000","2018-01-03T15:48:17.000","2018-01-03T16:24:12.000","RTF","REPORT TO FOLLOW","N","2N03","S Claiborne Ave & Cadiz St","70115","2","(29.93990488, -90.10581764)"
"A0260418","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3721918","552541","2018-01-03T02:02:30.000",,"2018-01-03T02:02:30.000","2018-01-03T02:12:35.000","NAT","Necessary Action Taken","Y","7M03","I-510 N & Old Gentilly Rd","70129","7","(30.01200884, -89.93963805)"
"A0300118","103D","DOMESTIC DISTURBANCE","2B","103D","DOMESTIC DISTURBANCE","2B","3717939","572481","2018-01-03T12:16:59.000","2018-01-03T12:22:08.000","2018-01-03T12:33:22.000","2018-01-03T13:40:33.000","RTF","REPORT TO FOLLOW","N","7K04","139XX Wales St","70128","7","(30.06696809, -89.95144887)"
"A0287218","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3670675","523003","2018-01-03T10:07:14.000","2018-01-03T10:07:14.000","2018-01-03T10:07:20.000","2018-01-03T11:50:31.000","NAT","Necessary Action Taken","N","6Q01","Napoleon Ave & Loyola Ave","70115","6","(29.93240217, -90.10254058)"
"A0292818","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3667115","535890","2018-01-03T11:15:24.000","2018-01-03T11:15:24.000","2018-01-03T11:15:34.000","2018-01-03T11:38:17.000","NAT","Necessary Action Taken","N","2T02","084XX Palmetto St","70118","2","(29.96794211, -90.11334447)"
"A0352618","100","HIT & RUN","1E","100","HIT & RUN","1E","3662767","527536","2018-01-03T20:34:06.000",,,"2018-01-03T20:38:17.000","VOI","VOID","N","2L01","011XX Burdette St","70118","2","(29.94509807, -90.12735338)"
"A0268718","21","COMPLAINT OTHER","1H","67","THEFT","1E","3695868","518406","2018-01-03T04:19:20.000","2018-01-03T05:05:16.000","2018-01-03T05:03:52.000","2018-01-03T05:23:52.000","GOA","GONE ON ARRIVAL","N","4C02","032XX Memorial Park Dr","70114","4","(29.91899421, -90.02317484)"
"A0304418","100","HIT & RUN","1E","100","HIT & RUN","1E","3689462","536659","2018-01-03T12:54:45.000","2018-01-04T00:10:38.000","2018-01-04T00:24:45.000","2018-01-04T00:43:01.000","RTF","REPORT TO FOLLOW","N","5C02","031XX Blk Urquhart St","70117","5","(29.96938448, -90.04274455)"
"A0310418","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3666934","530449","2018-01-03T14:00:08.000","2018-01-03T14:07:45.000",,"2018-01-03T14:34:56.000","VOI","VOID","N","2P02","025XX Broadway St","70125","2","(29.95298725, -90.11409788)"
"A0329218","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3679213","546216","2018-01-03T16:32:34.000","2018-01-03T16:32:34.000",,"2018-01-03T16:33:37.000","NAT","Necessary Action Taken","N","3M02","Milton St & Hamburg St","70122","3","(29.9959757, -90.07478125)"
"A0355518","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3707108","514650","2018-01-03T21:08:08.000","2018-01-03T21:08:08.000",,"2018-01-03T23:47:39.000","NAT","Necessary Action Taken","N","4E03","063XX Woodland Hwy","70131","4","(29.90830842, -89.98783519)"
"A0263218","67","THEFT","1E","67","THEFT","1E","3684654","538541","2018-01-03T02:44:02.000","2018-01-03T02:45:38.000","2018-01-03T02:50:50.000","2018-01-03T03:57:26.000","RTF","REPORT TO FOLLOW","N","5A04","021XX N Derbigny St","70116","5","(29.97470518, -90.05786244)"
"A0321218","21","COMPLAINT OTHER","1H","67","THEFT","1E","3712821","558089","2018-01-03T15:36:35.000","2018-01-03T18:37:24.000","2018-01-03T18:38:45.000","2018-01-03T19:29:32.000","RTF","REPORT TO FOLLOW","N","7I01","101XX Dwyer Rd","70127","7","(30.02756361, -89.96817036)"
"A0325918","20","AUTO ACCIDENT","1C","20","AUTO ACCIDENT","1C","3671450","518831","2018-01-03T16:04:10.000","2018-01-03T16:53:46.000","2018-01-03T17:00:59.000","2018-01-03T18:46:43.000","RTF","REPORT TO FOLLOW","N","2F04","General Pershing St & Magazine St","70115","6","(29.92090805, -90.10023526)"
"A0273418","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3670350","549080","2018-01-03T07:03:30.000","2018-01-03T07:03:30.000","2018-01-03T07:03:39.000","2018-01-03T07:33:51.000","NAT","Necessary Action Taken","N","3I04","Harrison Ave & Argonne Blvd","70124","3","(30.00411603, -90.10268056)"
"A0279618","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1A","3672801","537942","2018-01-03T08:51:23.000","2018-01-03T09:00:18.000","2018-01-03T09:05:45.000","2018-01-03T09:22:22.000","NAT","Necessary Action Taken","N","1M03","036XX Bienville St","70119","1","(29.97341545, -90.09531671)"
"A0362218","21H","HOMELESS","1H","21H","HOMELESS","1H","3679308","531176","2018-01-03T22:37:27.000","2018-01-03T22:37:27.000","2018-01-03T22:37:32.000","2018-01-03T23:48:47.000","NAT","Necessary Action Taken","N","8J02","002XX Loyola Ave","70112","8","(29.9546178, -90.0750034)"
"A0354418","29","DEATH","1B","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","3685162","542911","2018-01-03T20:58:12.000","2018-01-03T21:09:14.000","2018-01-03T21:19:29.000","2018-01-03T22:52:13.000","RTF","REPORT TO FOLLOW","N","3Y01","027XX Mandeville St","70122","3","(29.98670767, -90.05610523)"
"A0282818","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3671322","538411","2018-01-03T09:22:10.000",,"2018-01-03T09:22:10.000","2018-01-03T09:39:31.000","NAT","Necessary Action Taken","Y","1M02","040XX Canal St","70119","1","(29.97475024, -90.09997189)"
"A0327118","20","AUTO ACCIDENT","1C","20","AUTO ACCIDENT","1C","3663451","519732","2018-01-03T16:13:15.000",,,"2018-01-03T16:13:34.000","DUP","DUPLICATE","N","2A03","Calhoun St & Magazine St","70118","2","(29.92361984, -90.12545414)"
"A0362818","17M","MUNICIPAL ATTACHMENT","1F","17M","MUNICIPAL ATTACHMENT","1F","3681810","532085","2018-01-03T22:40:42.000",,,"2018-01-03T23:11:08.000","NAT","Necessary Action Taken","N","8D05","Saint Louis St & Bourbon St","70112","8","(29.95704093, -90.06706964)"
"A0252118","21","COMPLAINT OTHER","1H","103D","DOMESTIC DISTURBANCE","2B","3720226","552558","2018-01-03T00:07:49.000","2018-01-03T01:19:05.000","2018-01-03T01:56:32.000","2018-01-03T03:12:13.000","RTF","REPORT TO FOLLOW","N","7G05","121XX Old Gentilly Rd","70129","7","(30.01211153, -89.94498313)"
"A0341618","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3673064","529095","2018-01-03T18:16:59.000","2018-01-03T18:16:59.000","2018-01-03T18:17:23.000","2018-01-03T18:23:49.000","NAT","Necessary Action Taken","N","6M01","1st St & S Miro St","70125","6","(29.94908276, -90.09478978)"
"A0296918","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3699556","553120","2018-01-03T11:48:19.000","2018-01-03T11:48:19.000","2018-01-03T11:48:25.000","2018-01-03T12:11:21.000","NAT","Necessary Action Taken","N","7C05","044XX Dale St","70126","7","(30.01432731, -90.01026861)"
"A0263718","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3671190","551199","2018-01-03T02:50:12.000",,"2018-01-03T02:50:12.000","2018-01-03T02:59:01.000","NAT","Necessary Action Taken","Y","3J02","066XX Orleans Ave","70124","3","(30.00991573, -90.09995565)"
"A0276418","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3712821","558089","2018-01-03T08:03:23.000","2018-01-03T08:03:23.000","2018-01-03T08:27:37.000","2018-01-03T10:16:57.000","NAT","Necessary Action Taken","N","7I01","101XX Dwyer Rd","70127","7","(30.02756361, -89.96817036)"
"A0289918","21","COMPLAINT OTHER","1H","67F","THEFT BY FRAUD","0A","3677369","540762","2018-01-03T10:37:36.000","2018-01-03T11:16:29.000","2018-01-03T11:16:36.000","2018-01-03T12:33:47.000","RTF","REPORT TO FOLLOW","N","1C04","029XX Maurepas St","70119","1","(29.98103421, -90.08079423)"
"A0342218","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1A","3708818","518673","2018-01-03T18:24:24.000",,,"2018-01-03T18:31:25.000","VOI","VOID","N","4E04","031XX Kent Dr","70131","4","(29.91931424, -89.98228644)"
"A0296018","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3680145","526132","2018-01-03T11:38:35.000","2018-01-03T11:41:35.000","2018-01-03T11:48:39.000","2018-01-03T11:58:05.000","NAT","Necessary Action Taken","N","6E04","011XX Margaret Pl","70130","6","(29.9407228, -90.0725348)"
"A0318018","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3684029","534399","2018-01-03T15:10:50.000",,"2018-01-03T15:10:50.000","2018-01-03T15:45:24.000","NAT","Necessary Action Taken","Y","8E02","Royal St & Esplanade Ave","70116","8","(29.96333693, -90.05998192)"
"A0303118","29","DEATH","1B","29","DEATH","1B","3672522","528847","2018-01-03T12:43:25.000","2018-01-03T12:45:06.000","2018-01-03T12:53:40.000","2018-01-03T14:27:36.000","RTF","REPORT TO FOLLOW","N","6M01","036XX 3rd St","70125","6","(29.94841731, -90.09650856)"
"A0313618","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3665534","528562","2018-01-03T14:31:27.000",,"2018-01-03T14:31:40.000","2018-01-03T14:50:48.000","NAT","Necessary Action Taken","N","2L04","Cohn St & Broadway St","70118","2","(29.94783872, -90.11858336)"
"A0278918","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3702616","563231","2018-01-03T08:41:40.000","2018-01-03T08:41:40.000","2018-01-03T08:41:47.000","2018-01-03T09:25:57.000","NAT","Necessary Action Taken","N","7O07","Hayne Blvd & Crowder Blvd","70127","7","(30.04203112, -90.00022678)"
"A0320618","67","THEFT","1E","67","THEFT","1E","3667115","535890","2018-01-03T15:31:17.000",,"2018-01-03T15:31:17.000","2018-01-03T16:12:22.000","RTF","REPORT TO FOLLOW","Y","2T02","084XX Palmetto St","70118","2","(29.96794211, -90.11334447)"
"A0271918","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3684816","552759","2018-01-03T05:30:48.000",,"2018-01-03T05:30:48.000","2018-01-03T06:00:11.000","NAT","Necessary Action Taken","Y","3R03","Mithra St & Spain St","70122","3","(30.01379609, -90.05685204)"
