"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"A0336418","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3697431","532015","2018-01-03T17:30:58.000",,,"2018-01-03T18:00:27.000","VOI","VOID","N","5E01","006XX Caffin Ave","70117","5","(29.95636442, -90.01774775)"
"A0309918","100","HIT & RUN","1E","100","HIT & RUN","1E","3665046","516883","2018-01-03T13:56:46.000","2018-01-03T15:12:54.000","2018-01-03T15:24:04.000","2018-01-03T16:04:50.000","RTF","REPORT TO FOLLOW","N","2B01","058XX S Front St","70115","2","(29.91574065, -90.12051468)"
"A0324018","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3681339","533349","2018-01-03T15:55:36.000",,"2018-01-03T15:55:36.000","2018-01-03T16:34:43.000","NAT","Necessary Action Taken","Y","1E03","Saint Peter St & N Rampart St","70112","1","(29.9605317, -90.06851229)"
"A0310118","35","SIMPLE BATTERY","1D","103","DISTURBANCE (OTHER)","1A","3696050","558096","2018-01-03T13:57:16.000","2018-01-03T19:13:03.000","2018-01-03T19:18:03.000","2018-01-03T19:57:01.000","RTF","REPORT TO FOLLOW","N","7D02","011XX Chimney Wood Ln","70126","7","(30.02812236, -90.0211651)"
"A0281118","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3675613","520003","2018-01-03T09:07:46.000","2018-01-03T09:07:46.000","2018-01-03T09:16:56.000","2018-01-03T09:34:59.000","NAT","Necessary Action Taken","N","6D02","032XX Magazine St","70115","6","(29.92400712, -90.08705276)"
"A0350718","24","MEDICAL","1A","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","37369000","3513814","2018-01-03T20:09:41.000","2018-01-03T20:34:52.000","2018-01-03T20:38:27.000","2018-01-03T20:46:07.000","GOA","GONE ON ARRIVAL","N","2V03","013XX S Jefferson Davis Pkwy","70125","2","(0.0, 0.0)"
"A0257518","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3673193","526655","2018-01-03T01:17:37.000",,"2018-01-03T01:17:37.000","2018-01-03T01:38:24.000","NAT","Necessary Action Taken","Y","6I02","S Claiborne Ave & Washington Ave","70125","6","(29.94236822, -90.09446402)"
"A0263518","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3667834","534766","2018-01-03T02:48:25.000",,"2018-01-03T02:48:25.000","2018-01-03T02:52:42.000","NAT","Necessary Action Taken","N","2T05","Orpheus Ct & S Carrollton Ave","70118","2","(29.96483057, -90.11111152)"
"A0280118","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3669301","536273","2018-01-03T09:01:17.000",,"2018-01-03T09:01:17.000","2018-01-03T09:21:58.000","NAT","Necessary Action Taken","Y","1K02","S Carrollton Ave & Tulane Ave","70119","1","(29.96893162, -90.10642935)"
"A0272118","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3667506","552149","2018-01-03T05:43:54.000",,"2018-01-03T05:43:54.000","2018-01-03T06:24:39.000","NAT","Necessary Action Taken","Y","3F01","Filmore Ave & Milne Blvd","70124","3","(30.01263823, -90.11156352)"
"A0306618","966","DRUG VIOLATIONS","1G","966","DRUG VIOLATIONS","1G","3664357","547754","2018-01-03T13:25:58.000",,"2018-01-03T13:25:58.000","2018-01-03T14:14:27.000","RTF","REPORT TO FOLLOW","Y","3B03","060XX Bellaire Dr","70124","3","(30.00064313, -90.12165694)"
"A0277618","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3692978","529591","2018-01-03T08:25:00.000","2018-01-03T19:10:46.000","2018-01-03T19:11:08.000","2018-01-03T19:18:00.000","NAT","Necessary Action Taken","N","4H02","024XX Sanctuary Dr","70114","4","(29.94983828, -90.03189416)"
"A0254318","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3705437","558030","2018-01-03T00:42:26.000",,"2018-01-03T00:42:26.000","2018-01-03T00:42:38.000","NAT","Necessary Action Taken","Y","7R02","057XX Crowder Blvd","70127","7","(30.02764174, -89.99150365)"
"A0293318","103D","DOMESTIC DISTURBANCE","2B","79","VIOLATION OF PROTECTION ORDER","2C","3683885","544233","2018-01-03T11:19:08.000","2018-01-03T11:19:08.000","2018-01-03T11:19:59.000","2018-01-03T11:49:06.000","RTF","REPORT TO FOLLOW","N","3X01","031XX Frenchmen St","70122","3","(29.9903798, -90.06009117)"
"A0316618","21P","LOST PROPERTY","0E","21P","LOST PROPERTY","0E","3678595","529870","2018-01-03T15:00:23.000","2018-01-03T15:00:23.000",,"2018-01-03T15:00:49.000","RTF","REPORT TO FOLLOW","N","8J01","013XX Poydras St","70113","8","(29.95104803, -90.07729824)"
"A0258718","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3685144","548511","2018-01-03T01:25:32.000",,"2018-01-03T01:25:32.000","2018-01-03T01:31:57.000","NAT","Necessary Action Taken","Y","3T01","Gentilly Blvd & Spain St","70122","3","(30.00210517, -90.05596305)"
"A0291118","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3695248","526677","2018-01-03T10:57:36.000",,"2018-01-03T10:57:36.000","2018-01-03T11:28:24.000","NAT","Necessary Action Taken","Y","4H02","030XX General Meyer Ave","70114","4","(29.9417561, -90.0248315)"
"A0252818","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3669740","553268","2018-01-03T00:15:03.000",,"2018-01-03T00:15:03.000","2018-01-03T00:48:44.000","NAT","Necessary Action Taken","Y","3J03","Memphis St & Mouton St","70124","3","(30.01564855, -90.10446608)"
"A0296518","22D","DIRECTED PATROL","1I","22D","DIRECTED PATROL","1I","3691048","548881","2018-01-03T11:42:20.000","2018-01-03T11:42:20.000","2018-01-03T11:42:28.000","2018-01-03T12:43:10.000","NAT","Necessary Action Taken","N","3U01","045XX Old Gentilly Rd","70126","3","(30.0029411, -90.03730033)"
"A0348418","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3670915","530065","2018-01-03T19:39:17.000",,"2018-01-03T19:39:17.000","2018-01-03T19:39:49.000","VOI","VOID","Y","2V02","041XX Washington Ave","70125","2","(29.95181408, -90.10154065)"
"A0290218","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3707320","514368","2018-01-03T10:46:51.000",,"2018-01-03T10:46:51.000","2018-01-03T11:29:51.000","NAT","Necessary Action Taken","Y","4E03","Woodland Hwy & Sullen Pl","70131","4","(29.90752677, -89.98717404)"
"A0257018","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3674830","527331","2018-01-03T01:13:01.000","2018-01-03T01:13:01.000","2018-01-03T01:16:37.000","2018-01-03T01:44:15.000","NAT","Necessary Action Taken","N","6I03","Jackson Ave & Willow St","70113","6","(29.94417858, -90.08927315)"
"A0309418","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","2A","3669659","522587","2018-01-03T13:48:51.000","2018-01-03T13:50:36.000","2018-01-03T13:58:05.000","2018-01-03T14:04:27.000","GOA","GONE ON ARRIVAL","N","2I02","046XX S Saratoga St","70115","2","(29.93128927, -90.10575929)"
"A0283318","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3710014","561964","2018-01-03T09:26:18.000","2018-01-03T09:26:18.000","2018-01-03T09:26:29.000","2018-01-03T09:35:17.000","NAT","Necessary Action Taken","N","7I06","N I-10 Service Rd & Read Blvd","70127","7","(30.0383103, -89.97689536)"
"A0313318","21","COMPLAINT OTHER","1H","110","SIMPLE ESCAPE","1A","3712293","568760","2018-01-03T14:27:27.000","2018-01-03T14:27:27.000","2018-01-03T14:27:42.000","2018-01-03T16:09:54.000","NAT","Necessary Action Taken","N","7I14","119XX Hayne Blvd","70128","7","(30.05692285, -89.9694378)"
"A0331818","24","MEDICAL","2B","24","MEDICAL","2B","37369000","3513814","2018-01-03T16:53:23.000",,"2018-01-03T16:53:23.000","2018-01-03T17:18:52.000","NAT","Necessary Action Taken","Y","8C01","001XX Blk Royal St","70130","8","(0.0, 0.0)"
"A0266118","22D","DIRECTED PATROL","1I","22D","DIRECTED PATROL","1I","3696095","519431","2018-01-03T03:24:45.000",,"2018-01-03T03:24:45.000","2018-01-03T06:28:59.000","NAT","Necessary Action Taken","Y","4C02","033XX Garden Oaks Dr","70114","4","(29.92180598, -90.02241945)"
"A0324218","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3673079","537835","2018-01-03T15:56:29.000",,"2018-01-03T15:56:29.000","2018-01-03T16:17:58.000","NAT","Necessary Action Taken","Y","1M03","Bienville St & N Genois St","70119","1","(29.97311502, -90.09444468)"
"A0301818","103","DISTURBANCE (OTHER)","1A","66","EXTORTION (THREATS)","1F","3691385","535570","2018-01-03T12:31:39.000","2018-01-03T16:04:15.000","2018-01-03T16:26:42.000","2018-01-03T17:00:41.000","RTF","REPORT TO FOLLOW","N","5D02","038XX Saint Claude Ave","70117","5","(29.96633039, -90.0367124)"
"A0361118","100","HIT & RUN","1A","20","AUTO ACCIDENT","1C","3713658","563875","2018-01-03T22:24:29.000","2018-01-04T00:41:23.000","2018-01-04T00:49:31.000","2018-01-04T01:48:39.000","RTF","REPORT TO FOLLOW","N","7I05","I-10 E & Bullard Ave Exit","70128","7","(30.04344512, -89.96530687)"
"A0256518","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3680804","531949","2018-01-03T01:09:52.000",,"2018-01-03T01:09:52.000","2018-01-03T01:26:36.000","NAT","Necessary Action Taken","Y","8D02","Burgundy St & Bienville St","70112","8","(29.9566987, -90.07025272)"
"A0298618","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3674285","533737","2018-01-03T12:05:59.000",,"2018-01-03T12:05:59.000","2018-01-03T12:06:13.000","NAT","Necessary Action Taken","Y","1K01","027XX Tulane Ave","70119","1","(29.96180889, -90.0907767)"
"A0364718","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","2A","3673193","526655","2018-01-03T23:11:14.000","2018-01-03T23:15:24.000","2018-01-03T23:39:31.000","2018-01-03T23:49:27.000","NAT","Necessary Action Taken","N","6I02","S Claiborne Ave & Washington Ave","70125","6","(29.94236822, -90.09446402)"
"A0285518","66","EXTORTION (THREATS)","1F","66","EXTORTION (THREATS)","1F","3680867","530309","2018-01-03T09:50:07.000","2018-01-03T16:11:03.000","2018-01-03T16:11:42.000","2018-01-03T16:27:57.000","GOA","GONE ON ARRIVAL","N","8I01","002XX Saint Charles Ave","70130","8","(29.95218669, -90.07011011)"
"A0364518","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3679326","526609","2018-01-03T23:06:26.000",,"2018-01-03T23:06:26.000","2018-01-03T23:15:20.000","NAT","Necessary Action Taken","Y","6G03","012XX Carondelet St","70113","6","(29.94205883, -90.07510519)"
"A0275318","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3696935","520900","2018-01-03T07:46:09.000",,"2018-01-03T07:46:09.000","2018-01-03T07:54:24.000","NAT","Necessary Action Taken","Y","4J01","036XX Macarthur Blvd","70114","4","(29.92581669, -90.01971498)"
"A0346418","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3676261","525468","2018-01-03T19:18:01.000",,"2018-01-03T19:18:01.000","2018-01-03T19:21:44.000","NAT","Necessary Action Taken","Y","6F03","Jackson Ave & Simon Bolivar Ave","70113","6","(29.93901275, -90.08482023)"
"A0333618","34S","AGGRAVATED BATTERY BY SHOOTING","2A","34","AGGRAVATED BATTERY","2B","3685448","540436","2018-01-03T17:06:59.000","2018-01-03T17:12:23.000","2018-01-03T17:23:44.000","2018-01-03T21:32:45.000","RTF","REPORT TO FOLLOW","N","5L01","022XX Mandeville St","70117","5","(29.97989194, -90.05528767)"
"A0269818","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3690841","536361","2018-01-03T04:47:11.000","2018-01-03T04:47:11.000","2018-01-03T04:47:21.000","2018-01-03T06:24:15.000","NAT","Necessary Action Taken","N","5D03","013XX Congress St","70117","5","(29.968521, -90.03840212)"
"A0323318","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3666970","533203","2018-01-03T15:49:28.000","2018-01-03T15:49:28.000","2018-01-03T15:49:34.000","2018-01-03T15:56:35.000","NAT","Necessary Action Taken","N","2U04","Earhart Blvd & Short St","70125","2","(29.96055718, -90.1138918)"
"A0349618","62","SIMPLE BURGLARY","1E","62","SIMPLE BURGLARY","1E","3670600","540713","2018-01-03T19:54:52.000",,,"2018-01-04T00:01:01.000","VOI","VOID","N","3H01","005XX Passera Ct","70119","3","(29.98110112, -90.10217436)"
"A0287018","63","PROWLER","1A","62R","RESIDENCE BURGLARY","1C","3679253","537569","2018-01-03T10:04:38.000","2018-01-03T10:12:39.000","2018-01-03T10:18:47.000","2018-01-03T16:33:57.000","GOA","GONE ON ARRIVAL","N","1J04","012XX N Miro St","70119","1","(29.97219705, -90.07495366)"
"A0306118","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3664357","547754","2018-01-03T13:15:03.000","2018-01-03T13:15:14.000","2018-01-03T13:15:03.000","2018-01-03T14:43:34.000","NAT","Necessary Action Taken","Y","3B03","060XX Bellaire Dr","70124","3","(30.00064313, -90.12165694)"
"A0260218","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3670436","553895","2018-01-03T01:56:45.000",,"2018-01-03T01:56:45.000","2018-01-03T02:36:57.000","NAT","Necessary Action Taken","Y","3J03","070XX Marshall Foch St","70124","3","(30.01735231, -90.10224434)"
"A0267618","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3677102","539710","2018-01-03T03:53:09.000",,"2018-01-03T03:53:09.000","2018-01-03T05:44:53.000","NAT","Necessary Action Taken","Y","1N02","029XX Esplanade Ave","70119","1","(29.97815076, -90.08167478)"
"A0320018","21","COMPLAINT OTHER","1H","67","THEFT","1E","3682724","549697","2018-01-03T15:27:56.000",,,"2018-01-03T17:17:57.000","VOI","VOID","N","3Q01","046XX Pauger St","70122","3","(30.00544004, -90.06356898)"
"A0329418","18DE","DIRECTED TRAFFIC ENFORCEMENT","1G","18DE","DIRECTED TRAFFIC ENFORCEMENT","1G","3679971","526677","2018-01-03T16:33:17.000","2018-01-03T16:33:29.000","2018-01-03T16:33:48.000","2018-01-03T18:24:09.000","NAT","Necessary Action Taken","N","6E04","Saint Charles Ave & Calliope St","70130","6","(29.94222544, -90.07306622)"
"A0352818","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3668943","534047","2018-01-03T20:36:16.000",,"2018-01-03T20:36:16.000","2018-01-03T21:37:57.000","NAT","Necessary Action Taken","Y","2U04","Pine St & Stroelitz St","70125","2","(29.96282196, -90.10763351)"
"A0312618","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3671672","518528","2018-01-03T14:19:16.000","2018-01-03T15:19:52.000","2018-01-03T15:38:01.000","2018-01-03T16:19:22.000","RTF","REPORT TO FOLLOW","N","6O02","042XX Constance St","70115","6","(29.92006847, -90.09954464)"
"A0270418","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3687598","531448","2018-01-03T04:59:39.000","2018-01-03T04:59:39.000","2018-01-03T04:59:46.000","2018-01-03T06:44:43.000","NAT","Necessary Action Taken","N","4F02","Patterson Dr & Vallette St","70114","4","(29.95511373, -90.04881748)"
"A0344518","63","PROWLER","2C","63","PROWLER","2C","3681457","531564","2018-01-03T18:52:12.000","2018-01-03T18:52:59.000","2018-01-03T18:57:48.000","2018-01-03T19:01:00.000","GOA","GONE ON ARRIVAL","N","8D04","003XX Bourbon St","70130","8","(29.95561867, -90.06820318)"
"A0292618","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3683393","533623","2018-01-03T11:14:37.000","2018-01-03T11:17:25.000","2018-01-03T11:25:51.000","2018-01-03T11:29:10.000","NAT","Necessary Action Taken","N","8E02","010XX Royal St","70116","8","(29.96122072, -90.06201795)"
"A0268918","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","2A","3669990","518877","2018-01-03T04:22:37.000","2018-01-03T04:23:54.000","2018-01-03T04:28:04.000","2018-01-03T04:43:10.000","NAT","Necessary Action Taken","N","2F04","009XX Valence St","70115","2","(29.92107784, -90.10484065)"
"A0337118","24","MEDICAL","2B","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","37369000","3513814","2018-01-03T17:36:43.000","2018-01-03T17:40:12.000","2018-01-03T17:46:42.000","2018-01-03T17:52:36.000","NAT","Necessary Action Taken","N","6P01","014XX General Taylor St","70115","6","(0.0, 0.0)"
"A0263018","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3701469","539163","2018-01-03T02:41:07.000","2018-01-03T02:41:07.000","2018-01-03T02:41:12.000","2018-01-03T02:56:46.000","NAT","Necessary Action Taken","N","5I05","Florida Ave & Gordon St","70126","5","(29.97589178, -90.0047346)"
"A0321018","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3676929","554116","2018-01-03T15:33:22.000",,,"2018-01-03T15:33:29.000","NAT","Necessary Action Taken","N","3N02","013XX Burbank Dr","70122","3","(30.01776664, -90.08172185)"
"A0273618","21P","LOST PROPERTY","0E","81","INDECENT BEHAVIOR","1D","3681207","531239","2018-01-03T07:06:19.000","2018-01-03T07:06:19.000","2018-01-03T07:06:26.000","2018-01-03T07:30:52.000","NAT","Necessary Action Taken","N","8D04","002XX Bourbon St","70130","8","(29.95473409, -90.06900222)"
"A0279418","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3683277","556030","2018-01-03T08:44:52.000",,"2018-01-03T08:44:52.000","2018-01-03T10:03:20.000","NAT","Necessary Action Taken","Y","3S01","062XX Elysian Fields Ave","70122","3","(30.02283742, -90.06159842)"
"A0331518","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3678591","527430","2018-01-03T16:48:11.000","2018-01-03T19:52:11.000","2018-01-03T19:55:03.000","2018-01-03T20:01:30.000","GOA","GONE ON ARRIVAL","N","6H03","Us 90B W & St Charles Ave Exit","70113","6","(29.94433909, -90.07739632)"
"A0356118","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3681270","524693","2018-01-03T21:11:10.000",,"2018-01-03T21:11:10.000","2018-01-03T21:32:16.000","NAT","Necessary Action Taken","Y","6C01","Annunciation St & Melpomene St","70130","6","(29.93673243, -90.06903209)"
"A0293918","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3671045","529952","2018-01-03T11:25:21.000","2018-01-03T11:25:21.000",,"2018-01-03T11:26:05.000","NAT","Necessary Action Taken","N","2V02","Washington Ave & S White St","70125","2","(29.95149924, -90.1011357)"
"A0259718","20I","AUTO ACCIDENT WITH INJURY","2B","20I","AUTO ACCIDENT WITH INJURY","2B","3683550","525490","2018-01-03T01:42:29.000","2018-01-03T01:47:13.000",,"2018-01-03T01:51:30.000","DUP","DUPLICATE","N","8A01","Tchoupitoulas Exit & Us 90B E","70130","8","(29.93885289, -90.0618058)"
"A0359918","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3672314","541528","2018-01-03T22:09:10.000",,,"2018-01-03T23:05:12.000","VOI","VOID","N","3H02","010XX City Park Ave","70119","3","(29.98329207, -90.09673525)"
"A0326518","20","AUTO ACCIDENT","1C","20","AUTO ACCIDENT","1C","3663451","519732","2018-01-03T16:11:15.000","2018-01-03T16:24:18.000","2018-01-03T16:33:02.000","2018-01-03T18:12:45.000","RTF","REPORT TO FOLLOW","N","2A03","Calhoun St & Magazine St","70118","2","(29.92361984, -90.12545414)"
"A0289718","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1A","3664310","537420","2018-01-03T10:34:46.000","2018-01-03T10:41:35.000","2018-01-03T10:49:23.000","2018-01-03T12:23:53.000","NAT","Necessary Action Taken","N","3A01","093XX Airline Hwy","70118","3","(29.97223134, -90.12215319)"
"A0354018","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3672768","526373","2018-01-03T20:49:53.000",,"2018-01-03T20:49:53.000","2018-01-03T21:30:46.000","NAT","Necessary Action Taken","Y","6I04","029XX S Claiborne Ave","70115","6","(29.94160573, -90.09581799)"
"A0354618","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3667458","552146","2018-01-03T21:01:23.000","2018-01-03T21:01:23.000","2018-01-03T21:13:48.000","2018-01-03T22:03:08.000","NAT","Necessary Action Taken","N","3F01","Milne Blvd & Filmore Ave","70124","3","(30.0126306, -90.11171301)"
"A0274718","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3665931","518955","2018-01-03T07:36:41.000","2018-01-03T07:36:41.000","2018-01-03T07:36:46.000","2018-01-03T07:41:28.000","NAT","Necessary Action Taken","N","2F01","056XX Magazine St","70115","2","(29.92141176, -90.11765017)"
"A0288218","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3712821","558089","2018-01-03T10:17:21.000","2018-01-03T10:17:21.000","2018-01-03T10:17:24.000","2018-01-03T10:55:00.000","NAT","Necessary Action Taken","N","7I01","101XX Dwyer Rd","70127","7","(30.02756361, -89.96817036)"
"A0297118","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1A","3700741","518386","2018-01-03T11:49:54.000","2018-01-03T15:34:01.000","2018-01-03T15:39:44.000","2018-01-03T15:43:50.000","GOA","GONE ON ARRIVAL","N","4D01","034XX Kabel Dr","70131","4","(29.91878504, -90.00779392)"
"A0259218","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3670663","535466","2018-01-03T01:36:35.000",,"2018-01-03T01:36:35.000","2018-01-03T02:03:49.000","NAT","Necessary Action Taken","Y","1K02","037XX Tulane Ave","70119","1","(29.96667185, -90.1021535)"
"A0308918","107","SUSPICIOUS PERSON","2A","107","SUSPICIOUS PERSON","2A","3692384","535162","2018-01-03T13:42:49.000",,"2018-01-03T13:42:49.000","2018-01-03T15:34:42.000","NAT","Necessary Action Taken","Y","5D02","Saint Claude Ave & France St","70117","5","(29.96517513, -90.03357048)"
"A0252318","103D","DOMESTIC DISTURBANCE","2B","103D","DOMESTIC DISTURBANCE","2B","3687669","538177","2018-01-03T00:09:29.000","2018-01-03T00:10:39.000","2018-01-03T00:16:54.000","2018-01-03T00:22:37.000","GOA","GONE ON ARRIVAL","N","5C03","015XX Franklin Ave","70117","5","(29.97361176, -90.04835502)"
"A0276218","20","AUTO ACCIDENT","1C","20","AUTO ACCIDENT","1C","3682125","534249","2018-01-03T07:58:50.000","2018-01-03T11:14:10.000","2018-01-03T11:22:55.000","2018-01-03T11:24:08.000","GOA","GONE ON ARRIVAL","N","8E02","010XX N Rampart St","70116","8","(29.96298308, -90.06600062)"
"A0326618","103F","FIGHT","1A","103F","FIGHT","2B","3670426","536743","2018-01-03T16:11:18.000","2018-01-03T16:18:14.000","2018-01-03T16:22:27.000","2018-01-03T16:28:45.000","GOA","GONE ON ARRIVAL","N","1L04","005XX S Pierce St","70119","1","(29.97019106, -90.10286053)"
"A0283818","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3675704","518761","2018-01-03T09:33:17.000","2018-01-03T09:33:53.000",,"2018-01-03T09:35:34.000","VOI","VOID","N","6A03","033XX Annunciation St","70115","6","(29.92058857, -90.08680864)"
"A0302918","103","DISTURBANCE (OTHER)","2A","66","EXTORTION (THREATS)","1F","3684300","543587","2018-01-03T12:40:51.000","2018-01-03T12:55:07.000","2018-01-03T12:57:19.000","2018-01-03T13:22:22.000","NAT","Necessary Action Taken","N","3X01","029XX Elysian Fields Ave","70122","3","(29.98859187, -90.05880239)"
"A0342518","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3704297","561745","2018-01-03T18:29:34.000",,,"2018-01-03T18:29:42.000","NAT","Necessary Action Taken","N","7P01","074XX Scottsdale Dr","70127","7","(30.037893, -89.99497117)"
"A0255518","103","DISTURBANCE (OTHER)","1A","66","EXTORTION (THREATS)","1F","3685115","537986","2018-01-03T00:59:33.000","2018-01-03T01:00:41.000","2018-01-03T01:11:33.000","2018-01-03T01:15:03.000","NAT","Necessary Action Taken","N","5B03","015XX Elysian Fields Ave","70117","5","(29.97316586, -90.05642576)"
"A0317418","103D","DOMESTIC DISTURBANCE","2B","911","SILENT 911 CALL","2D","3683764","545968","2018-01-03T15:07:09.000","2018-01-03T15:08:18.000","2018-01-03T15:13:35.000","2018-01-03T16:25:14.000","RTF","REPORT TO FOLLOW","N","3X02","036XX Frenchmen St","70122","3","(29.99515446, -90.06041202)"
"A0359418","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3685244","533852","2018-01-03T22:03:47.000","2018-01-03T22:03:47.000","2018-01-03T22:04:53.000","2018-01-03T22:51:43.000","NAT","Necessary Action Taken","N","5B01","Elysian Fields Ave & N Peters St","70117","5","(29.96179625, -90.05616456)"
"A0295418","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3678430","520900","2018-01-03T11:35:06.000","2018-01-03T11:37:10.000","2018-01-03T11:57:26.000","2018-01-03T13:07:42.000","NAT","Necessary Action Taken","N","6A05","009XX 1st St","70130","6","(29.92638817, -90.07812856)"
"A0261418","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3673919","540798","2018-01-03T02:17:34.000",,"2018-01-03T02:17:34.000","2018-01-03T02:37:37.000","NAT","Necessary Action Taken","Y","1N01","Delgado Dr & Taft Pl","70119","1","(29.98123596, -90.09168864)"
"A0313818","20","AUTO ACCIDENT","1C","100","HIT & RUN","1E","3679591","537893","2018-01-03T14:33:10.000","2018-01-03T15:17:14.000","2018-01-03T15:28:21.000","2018-01-03T16:53:36.000","RTF","REPORT TO FOLLOW","N","1C01","N Miro St & Esplanade Ave","70119","1","(29.97307812, -90.0738741)"
"A0282318","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3695986","518968","2018-01-03T09:18:54.000",,"2018-01-03T09:18:54.000","2018-01-03T09:54:17.000","NAT","Necessary Action Taken","Y","4C02","035XX Garden Oaks Dr","70114","4","(29.92053512, -90.02278201)"
"A0279118","20","AUTO ACCIDENT","2A","20","AUTO ACCIDENT","1C","3675548","530262","2018-01-03T08:42:46.000","2018-01-03T08:44:30.000","2018-01-03T08:48:27.000","2018-01-03T10:07:58.000","RTF","REPORT TO FOLLOW","N","6L01","Us 90B Exit & S Claiborne Exit","70113","6","(29.95221616, -90.08690572)"
"A0272518","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3692648","535058","2018-01-03T06:05:33.000","2018-01-03T06:05:33.000","2018-01-03T06:05:41.000","2018-01-03T06:48:54.000","NAT","Necessary Action Taken","N","5D02","042XX Saint Claude Ave","70117","5","(29.96488198, -90.03274126)"
"A0312118","52F","FIRE","1B","52F","FIRE","1B","3672409","524879","2018-01-03T14:12:33.000","2018-01-03T14:12:33.000",,"2018-01-03T14:12:57.000","NAT","Necessary Action Taken","N","2O01","026XX Delachaise St","70115","2","(29.93751066, -90.09700264)"
"A0340518","20","AUTO ACCIDENT","1C","20","AUTO ACCIDENT","1C","3680368","524533","2018-01-03T18:06:56.000","2018-01-03T20:11:42.000","2018-01-03T20:25:52.000","2018-01-03T21:26:37.000","RTF","REPORT TO FOLLOW","N","6C01","Magazine St & Terpsichore St","70130","6","(29.93631984, -90.0718872)"
