"the_geom","objectid","businessaddress","businessname","businessstartdate","businesstype","city","locationx","locationy","state","suite","zip"
"POINT (-90.049846795547 29.965592580446)","128","2711 DAUPHINE ST","ENGINE 24 FIREHOUSE","2011-03-10","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3687231.21481","535253.828806","LA",,"70117"
"POINT (-90.071334523112 29.97099577429)","131","1834 ESPLANADE AVE","LA RUE ESPLANADE","2012-07-23","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3680406.09858","537143.063304","LA",,"70116"
"POINT (-90.068865472196 29.956773021373)","40","335 DAUPHINE ST","TONY'S FRENCH QUARTER ROOMS","1988-09-01","4702 - ROOMING & BOARDING HOUSES","NEW ORLEANS","3681244.88546","531979.758723","LA",,"70112"
"POINT (-90.067909926374 29.950209132108)","254","315 MAGAZINE ST","THE ELIZA JANE HOTEL","2016-11-29","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681573.81852","529596.227969","LA",,"70130"
"POINT (-90.057465903641 29.963661620412)","259","2109 CHARTRES ST","W.M.COX","2018-09-21","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684826.66185","534524.719109","LA",,"70116"
"POINT (-90.068402946205 29.957304754669)","51","415 DAUPHINE ST","DAUPHINE ORLEANS HOTEL","2007-03-06","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681389.20968","532174.732931","LA",,"70112"
"POINT (-90.058462824048 29.964400797417)","241","2036 ROYAL ST","MAISON ROYAL","2006-10-19","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684508.01865","534789.997894","LA",,"70116"
"POINT (-90.057590382392 29.963109420389)","225","519 FRENCHMEN ST","FRENCHMEN ORLEANS AT 519","2020-04-22","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3684789.48412","534323.479877","LA",,"70116"
"POINT (-90.052431938898 29.952292063418)","326","335 PELICAN AVE","HOUSE OF THE RISING SUN","1999-06-03","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3686466.77052","530408.117378","LA",,"70114"
"POINT (-90.059725621492 29.961903957193)","312","1234 CHARTRES ST","LE RICHELIEU","2019-10-16","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3684118.27682","533877.608325","LA",,"70116"
"POINT (-90.066756287603 29.958408810222)","193","827 TOULOUSE ST","HOTEL ST MARIE","1987-08-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681906.18293","532581.968004","LA",,"70112-3421"
"POINT (-90.076989294557 29.951922709288)","190","705 COMMON STREET","INDIGO ST. CHARLES","2021-12-28","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70130"
"POINT (-90.080990500845 29.934173298944)","60","2203 ST CHARLES AVE","HOTEL INDIGO- MAIN","2012-10-15","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3677495.31573","523719.503355","LA",,"70130"
"POINT (-90.062331094255 29.965314076807)","246","937 ESPLANADE AVE","MELROSE MANSION","2013-07-29","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3683279.54261","535108.493446","LA",,"70116"
"POINT (-90.074731007547 29.973250484952)","41","2232 ESPLANADE AVE","THE ROSE","1992-12-01","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3679321.74991","537951.133769","LA",,"70119-2606"
"POINT (-90.062195198581 29.960284224267)","63","631 ST PHILIP ST","RUFFINO'S GUEST HOUSE","2013-07-29","4702 - ROOMING & BOARDING HOUSES","NEW ORLEANS","3683342.86101","533279.930436","LA",,"70116"
"POINT (-90.064866220121 29.958973022211)","284","717 ORLEANS AVE","BOURBON ORLEANS HOTEL","2003-05-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682502.39119","532793.756676","LA",,"70116"
"POINT (-90.1257975449 29.936034066074)","53","7004 ST CHARLES AVE","PARKVIEW GUEST HOUSE","2010-01-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3663296.78605","524243.819068","LA",,"70118"
"POINT (-90.073072435769 29.951785022049)","180","908 UNION ST","SELINA CATAHOULA NEW ORLEANS-HOTEL","2020-02-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679932.70082","530151.262145","LA",,"70112"
"POINT (-90.066650096135 29.957695821063)","321","541 BOURBON ST","FOUR POINTS BY SHERATON FRENCH QUARTER","1989-03-15","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681942.674","532323.070467","LA",,"70130"
"POINT (-90.072159932624 29.948409584778)","110","600 CARONDELET ST","ACE HOTEL","2016-03-08","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680235.16879","528927.008512","LA",,"70130"
"POINT (-90.075200831425 29.937195016735)","106","1625 PRYTANIA ST","THE QUEEN ANNE HOTEL","1999-10-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679316.96482","524838.397116","LA",,"70130"
"POINT (-90.048097253989 29.952816343301)","281","317 BELLEVILLE ST","BELLEVILLE COTTAGE BED &      BREAKFAST","2000-06-05","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3687837.26806","530614.13485","LA",,"70114"
"POINT (-90.079595636253 29.935081032745)","298","2031 SAINT CHARLES AVE","PONTCHARTRAIN HOTEL","2016-06-03","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3677933.48789","524054.419644","LA",,"70130"
"POINT (-90.067621256347 29.951096095671)","249","201 MAGAZINE ST","HOSTEVA","2015-08-10","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681661.66914","529919.769985","LA",,"70130"
"POINT (-90.014476181453 30.009609908912)","46","6322 CHEF MENTEUR HWY","SUPER 8 MOTEL","1999-01-28","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3698246.04771","551387.310997","LA",,"70126-5129"
"POINT (-90.082302577666 29.923620938821)","126","833 6TH ST","THE DUCHESS, LLC","2009-06-11","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3677121.64686","519877.745976","LA",,"70115"
"POINT (-90.065961057967 29.957699336553)","354","727 TOULOUSE ST","MASON DEVILLE","2020-06-17","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682160.84156","532326.761347","LA",,"70117"
"POINT (-90.070629927046 29.959733261182)","166","501 BASIN ST","THE BRAKEMAN HOTEL","2020-02-04","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680674.30875","533050.050244","LA",,"70112"
"POINT (-90.060274474985 29.965477253133)","197","1827 DAUPHINE ST","A CREOLE COTTAGE","1992-10-06","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3683930.05525","535175.059398","LA",,"70116"
"POINT (-90.099313705466 29.927248285829)","182","4125 ST CHARLES AVE","THE CHLOE","2020-12-29","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3671719.07156","521138.351225","LA",,"70115"
"POINT (-90.076989294557 29.951922709288)","16","200 SPECTRUM CENTER DR","HILTON NEW ORLEANS/ ST CHARLES AVENUE","2013-04-15","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","IRVINE","3678691.8167","530187.70942","CA","21ST FL","92618"
"POINT (-90.064847404459 29.956903716049)","184","615 TOULOUSE ST","TOULOUSE THEATRES","2021-05-24","2302 - THEATER CO & DINNER THEATERS","NEW ORLEANS","3682516.67912","532041.346563","LA",,"70115"
"POINT (-90.05411981842 29.966206122856)","234","819 MANDEVILLE ST","SUNBURST INN","2002-08-08","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3685875.79446","535461.806278","LA",,"70117"
"POINT (-90.074406544216 29.973148605114)","333","2216 ESPLANADE AVE","LA BELLE ESPLANADE","2012-06-29","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3679424.8813","537915.214793","LA",,"70119"
"POINT (-90.079374856365 29.971894821573)","25","2552 ST PHILIP ST","INN AT THE OLD JAIL","2017-04-20","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3677856.91298","537442.043656","LA",,"70119"
"POINT (-90.066262057234 29.944508063638)","232","300 JULIA ST","COURTYARD BY MARRIOTT #1MK-[H/P]","1998-12-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682118.57461","527528.878975","LA",,"70130"
"POINT (-90.066177074167 29.94815462667)","18","300 POYDRAS ST","LOEWS NEW ORLEANS HOTEL","2014-02-14","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682130.82364","528855.199296","LA",,"70130"
"POINT (-90.059335590127 29.963194693063)","244","621 ESPLANADE AVE","LAMOTHE HOUSE","2012-05-27","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3684236.55516","534348.340357","LA",,"70130"
"POINT (-90.067278462076 29.946070399972)","8","700 TCHOUPITOULAS ST","RENAISSANCE ARTS HOTEL","2003-08-18","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681790.4134","528093.443135","LA",,"70130"
"POINT (-90.066904680096 29.960962357288)","289","1013 ST ANN ST","CREOLE HOUSE","2011-07-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681848.93237","533510.012804","LA",,"70116"
"POINT (-90.061569490579 29.960173558945)","251","1001 CHARTRES ST","CHATEAU HOTEL","2016-05-18","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3683541.43081","533241.886852","LA",,"70130"
"POINT (-89.993591624827 30.012888239644)","305","7930 CHEF MENTEUR HWY","GLENROSE MOTEL","2003-05-05","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3704841.65419","552656.111766","LA",,"70126-5344"
"POINT (-90.064907294634 29.955957877568)","28","508 CHARTRES ST","SONDER","2019-01-30","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682501.52213","531697.195331","LA",,"70116"
"POINT (-90.070043798091 29.952441459845)","356","705 COMMON ST","INDIGO ST CHARLES","2021-12-30","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680889.13461","530400.527746","LA",,"70130"
"POINT (-90.092236657555 29.968030521233)","86","124 S LOPEZ ST","INDIA HOUSE BACKPACKERS HOTEL","1991-04-09","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3673800.0578","535992.501319","LA",,"70119"
"POINT (-90.075502681535 29.966105510753)","4","1931 ORLEANS AVE","R & B ROOMS","1988-01-01","4702 - ROOMING & BOARDING HOUSES","NEW ORLEANS","3679105.96098","535350.26855","LA",,"70116"
"POINT (-90.065567895328 29.967504413493)","90","1261 ESPLANADE AVE","CHATEAU ESPLANADE","1994-06-21","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682245.88655","535893.628039","LA",,"70116"
"POINT (-90.079616651532 29.927674393556)","235","2418 MAGAZINE ST","GARDEN DISTRICT B & B","2003-07-25","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3677956.30075","521361.025849","LA",,"70130"
"POINT (-90.049479354914 29.968208348177)","19","1028 PORT ST","THE BEE HOUSE","2014-04-30","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3687336.89679","536206.321479","LA",,"70117"
"POINT (-90.07721943643 29.958353588649)","348","1600 CANAL ST","SUPREME BRIGHT NOLA II","2018-03-20","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678593.30325","532525.416708","LA",,"70112"
"POINT (-90.064887965337 29.945617374906)","242","701 CONVENTION CENTER BLVD","OMNI RIVERFRONT HOTEL","2006-02-13","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682549.2685","527937.079423","LA",,"70130"
"POINT (-90.071372753002 29.95512156642)","317","931 CANAL ST","THE SAINT NOLA HOTEL","2021-05-12","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680457.56949","531370.476034","LA",,"70112"
"POINT (-90.096705020591 29.971491673283)","206","3620 CANAL ST","CANAL STREET INN","2011-10-24","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3672371.72487","537235.813256","LA",,"70119"
"POINT (-90.057052537667 29.967729541986)","176","1008 ELYSIAN FIELDS AVE","BLUE60 GUEST HOUSE","2018-08-23","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684941.0685","536005.423239","LA",,"70117"
"POINT (-90.053830936676 29.965622889503)","202","2408 DAUPHINE ST","COLLINWOOD","2008-02-06","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3685969.62825","535250.742214","LA",,"70117"
"POINT (-90.09343586246 29.928021669112)","93","3535 ST CHARLES AVE","HUBBARD MANSION BED & BREAKFAST","2002-01-01","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3673577.80142","521439.679737","LA",,"70115"
"POINT (-90.078685972734 29.93384841463)","297","2041 PRYTANIA ST","HENRY HOWARD HOTEL","2016-02-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678226.50318","523609.348539","LA",,"70130"
"POINT (-90.055273143498 29.96403488155)","199","612 MARIGNY ST","A CRESCENT CITY GUEST","2002-07-29","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3685519.43606","534668.187974","LA",,"70117"
"POINT (-90.097241552995 29.923813544338)","91","1146 CONSTANTINOPLE ST","CHIMES BED & BREAKFAST (THE)","1995-09-19","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3672388.88775","519896.428664","LA",,"70115"
"POINT (-90.051566932677 29.966958934816)","350","2513 BURGUNDY ST","THE BURGUNDY BED AND BREAKFAST","2018-05-29","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3686681.0253","535744.589127","LA",,"70117"
"POINT (-90.069417929215 29.956288057459)","80","301 DAUPHINE ST","CHATEAU LEMOYNE  ATTN: FINANCE DEPT:","1979-01-15","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681071.89531","531801.477827","LA",,"70112"
"POINT (-90.076989294557 29.951922709288)","148","12340 I -10 SERVICE RD","TRIDENT INN AND SUITES","2019-10-11","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70128"
"POINT (-90.076989294557 29.951922709288)","76","12330 I-10 SERVICE ROAD","NEW ORLEANS PROPERTY HOLDINGS LLC","2021-08-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70128"
"POINT (-90.076989294557 29.951922709288)","69","712 PELICAN ST","CASA PELICAN LLC","2016-01-26","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70114"
"POINT (-90.1052858803 29.937272627499)","302","4545 MAGNOLIA ST","ALDER HOTEL UPTOWN","2017-08-03","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3669788.35086","524763.249148","LA",,"70115"
"POINT (-90.05876614998 29.962824379334)","307","547 ESPLANADE AVE","FRENCH QUARTER LANAUX MANSION","2021-11-29","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684418.35465","534215.685573","LA",,"70116"
"POINT (-90.053119576834 29.964713797121)","9","2438 ROYAL ST","ROYAL STREET COURTYARD","2004-08-02","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3686198.55337","534922.67847","LA",,"70117"
"POINT (-90.101121315955 29.966236841885)","252","3610 TULANE AVE","THE BEN LOUIE","2016-08-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3670994.05703","535309.890694","LA",,"70119"
"POINT (-90.069639715778 29.953868047271)","17","739 CANAL ST","ASTOR CROWN PLAZA NEW ORLEANS ATTN: DIR. OF FIN.","2013-09-26","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681011.37141","530920.698434","LA",,"70130"
"POINT (-90.062328323717 29.966422527418)","293","1021 KERLEREC ST","MAISON DE LAGNIAPPE","2014-10-02","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3683275.94882","535511.576966","LA",,"70116"
"POINT (-90.067532540305 29.959941786002)","288","1005 ST PETER ST","ST. PETER GUEST HOUSE","2011-07-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681654.22882","533136.698692","LA",,"70116"
"POINT (-90.10140584797 29.966991180915)","339","3701 ULLOA ST","SITE 61 HOSTEL","2014-10-31","4702 - ROOMING & BOARDING HOUSES","NEW ORLEANS","3670901.01915","535583.228806","LA",,"70119"
"POINT (-90.075176696821 29.966338048828)","165","1924 ST ANN ST","THE BRASS AT TREME","2020-12-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679208.24578","535435.961286","LA",,"70116"
"POINT (-90.072187980123 29.950827784447)","227","822 PERDIDO ST","SEXTANT STAYS","2021-01-21","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680216.60872","529806.256705","LA",,"70112"
"POINT (-90.079078600379 29.959572651022)","187","1800 CANAL ST","ORLEANS HOUSE LLC","2021-06-22","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3677999.75579","532962.26458","LA",,"70119"
"POINT (-90.072469550315 29.940824018925)","164","1133 MARGARET PL","MARGARET PLACE","2019-11-02","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3680167.4733","526167.541438","LA",,"70130"
"POINT (-90.064866220121 29.958973022211)","36","717 ORLEANS AVE","BOURBON ORLEANS HOTEL","2021-08-13","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682502.39119","532793.756676","LA",,"70116"
"POINT (-90.064929227322 29.95202507434)","267","111 IBERVILLE ST","ONE11 HOTEL","2020-12-11","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682510.40828","530267.007105","LA",,"70130"
"POINT (-90.066592216715 29.966048747773)","119","1303 GOVERNOR NICHOLLS ST","MONROSE ROW B & B","1998-01-07","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3681927.42216","535360.707078","LA",,"70116"
"POINT (-90.067741906956 29.951911435443)","39","500 CANAL ST","SHERATON NEW ORLEANS HOTEL","1982-10-31","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681620.18831","530215.835265","LA",,"70130"
"POINT (-90.074605028815 29.980502181533)","64","1653 N BROAD ST","NEW ORLEANS FESTIVAL HOUSE","2014-10-20","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3679332.66651","540588.565323","LA","STE 100","70119"
"POINT (-90.058499565185 29.966380290861)","6","2020 BURGUNDY ST","SUN OAK MUSEUM AND GUEST HOUSE","1995-02-22","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684488.37705","535509.685382","LA",,"70116"
"POINT (-90.05894477137 29.965216509582)","102","735 TOURO ST","BOHEME DE MARIGNY","2011-10-27","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684352.1229","535084.923526","LA",,"70116"
"POINT (-90.07273828513 29.934189676319)","186","1507 MAGAZINE ST","HOTEL ST VINCENT","2021-05-06","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680108.90587","523754.118971","LA",,"70130"
"POINT (-90.072656069827 29.951152110944)","299","346 BARONNE ST","FAIRFIELD INN & SUITES","2016-06-08","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680067.08187","529922.562625","LA",,"70112"
"POINT (-90.057974215463 29.965126382161)","134","726 FRENCHMEN ST","NONI'S NOLA ON FRENCHMAN","2013-12-03","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684659.78793","535055.56871","LA",,"70116"
"POINT (-90.068000580644 29.955654459927)","291","300 BOURBON ST","ROYAL SONESTA HOTEL","2012-06-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681523.24488","531576.031683","LA",,"70130"
"POINT (-90.069023697038 29.95087409175)","124","301 CAMP ST","LA QUINTA INN & SUITES #983  4701","2006-02-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681218.45218","529834.138049","LA",,"70130"
"POINT (-90.031820598016 30.006635224611)","61","4950 CHEF MENTEUR HWY","ROYAL INN OF NEW ORLEANS","2013-01-05","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3692769.16221","550242.836884","LA",,"70126"
"POINT (-90.076989294557 29.951922709288)","174","2028-2030 ST. CLAUDE AVE","LA FEMME FRANCAISE NATASHA, LLC","2018-01-31","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70116"
"POINT (-90.071875217665 29.952326455971)","223","821 GRAVIER ST","HILTON GARDEN INN FRENCH QUARTER/CBD","2019-10-31","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680309.65109","530352.318978","LA",,"70112"
"POINT (-90.12226773705 29.972354892217)","109","9301 AIRLINE HWY","LONDON LODGE MOTEL","2015-04-23","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3664275.14247","537463.271368","LA",,"70118"
"POINT (-90.075699938498 29.942302180161)","250","1724  CLIO ST","WG CREOLE HOUSE","2016-05-12","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3679138.50799","526693.81171","LA",,"70113"
"POINT (-90.065211596976 29.953933031404)","268","320 DECATUR ST","BIENVILLE HOUSE MOTOR HOTEL","1974-01-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682413.31324","530959.820226","LA","A","70130"
"POINT (-90.065964303021 29.963579152027)","203","1027 N RAMPART ST","FRENCH QUARTER TOWNHOUSES HOTEL","2009-03-20","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682136.16533","534464.868485","LA",,"70116"
"POINT (-90.057429987983 29.96760582551)","248","2125 N RAMPART ST","MARIGNY MANOR HOUSE","2015-01-08","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3684822.063","535959.104455","LA",,"70116"
"POINT (-90.085443391513 29.966064105916)","258","2625 IBERVILLE ST","LUCKY INN HOTEL","2018-09-11","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3675958.69275","535300.798278","LA",,"70119"
"POINT (-90.071049069595 29.94774234342)","129","600 ST CHARLES AVE","LAFAYETTE HOTEL","2011-05-16","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680589.62594","528688.248768","LA",,"70130"
"POINT (-90.083137205751 29.93279525388)","10","2409 ST CHARLES AVE","1851 INN ON ST CHARLES","2005-01-04","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3676820.87445","523210.971707","LA",,"70130"
"POINT (-90.069316363239 29.954718057734)","285","800 IBERVILLE ST","HYATT FRENCH QUARTER","2008-07-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681110.35407","531230.922882","LA",,"70112"
"POINT (-90.066629867051 29.952652800917)","295","131 DECATUR ST","LA GALERIE","2015-10-20","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681969.35208","530489.314306","LA",,"70130"
"POINT (-90.037349449477 29.963622884509)","301","3820 BURGUNDY ST","MAISON MACARTY","2017-05-22","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3691196.23792","534582.114757","LA",,"70117"
"POINT (-90.076989294557 29.951922709288)","145","1111 GRAVIER","THE TROUBADOUR","2019-06-20","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3678691.8167","530187.70942","LA",,"70112"
"POINT (-90.110689752048 29.930018276951)","228","5200 DANNEEL ST","SYCAMORE HOUSE","2021-07-23","8807 - .1(43) BED AND BREAKFAST 3 TO 5 ROOMS","NEW ORLEANS","3668105.02324","522106.99513","LA",,"70115"
"POINT (-90.055116644496 29.965183431699)","335","723 MARIGNY ST","723 MARIGNY","2012-10-03","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3685564.32834","535086.395846","LA",,"70117"
"POINT (-90.065392147396 29.939467086647)","33","1148 S PETERS ST","SEXTANT STAYS","2021-04-20","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682414.34952","525698.845693","LA",,"70130"
"POINT (-90.07166079606 29.953942824124)","204","123 BARONNE ST","THE ROOSEVELT HOTEL WAC","2009-07-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680371.07893","530940.837378","LA",,"70112"
"POINT (-90.062264768102 29.961391205476)","59","708 URSULINES AVE","INN ON URSULINES","2012-11-19","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3683316.36706","533682.225413","LA",,"70116"
"POINT (-90.09428843197 29.926995087918)","211","3636 SAINT CHARLES AVE","SUPERIOR RESTAURANT GROUP, LLC","2016-08-18","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3673311.79393","521063.456377","LA",,"70115"
"POINT (-90.085946951612 29.931216189033)","231","2727 ST CHARLES AVE","THE GRAND VICTORIAN BED &     BREAKFAST","1998-10-01","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3675937.20494","522627.067898","LA",,"70130"
"POINT (-90.061433776878 29.961016484614)","123","623 URSULINES AVE","HAUNTED HOTEL ON URSULINES-HOTEL","2006-04-26","4702 - ROOMING & BOARDING HOUSES","NEW ORLEANS","3683581.0006","533548.882693","LA",,"70116"
"POINT (-90.066296307855 29.944808973076)","261","315 JULIA ST","EMBASSY SUITES CONVENTION CENTER","2018-12-14","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3682106.51797","527638.180735","LA",,"70130"
"POINT (-90.069165084396 29.956766903104)","116","329 DAUPHINE ST","GRENOBLE HOUSE","1991-08-07","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3681150.03816","531976.486915","LA",,"70112"
"POINT (-90.060536143871 29.961231668159)","38","1133 CHARTRES ST","SONIAT HOUSE","1982-08-04","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3683864.35426","533630.287429","LA",,"70116"
"POINT (-90.072228029035 29.934764124304)","15","1466 MAGAZINE ST","CARRIE'S COOL PROPERTIES","2013-08-19","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3680268.21583","523964.787068","LA",,"70130"
"POINT (-90.072350191007 29.953189730397)","332","201 BARONNE ST","DELTA PROFICIENT MANAGEMENT, LLC","2008-01-31","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3680155.78946","530664.581762","LA",,"70112"
"POINT (-90.074284852325 29.944247354612)","172","822 HOWARD AVE","SEXTANT STAYS","2021-12-13","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3679578.88789","527406.069311","LA",,"70113"
"POINT (-90.00009731778 30.011894187622)","12","7418 CHEF MENTEUR HWY","A & C CORPORATION","2012-07-09","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","NEW ORLEANS","3702787.00727","552270.623318","LA",,"70126"
"POINT (-90.060394503769 29.965967249191)","238","1526 PAUGER ST","LITTLE EAZY BED & BREAKFAST","2004-08-17","4703 - BED & BREAKFAST INNS","NEW ORLEANS","3683890.07209","535352.817926","LA",,"70116"
