"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"A0027521","94","DISCHARGING FIREARM","2D","94","DISCHARGING FIREARM","2D","3687788","539088","2021-01-01T04:12:35.593","2021-01-01T04:17:12.357","2021-01-01T04:23:07.187","2021-01-01T04:40:13.697","GOA","GONE ON ARRIVAL","N","5G03","Franklin Ave & N Roman St","70117","5","POINT (-90.04794654 29.97611471)"
"A0027621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3668684","543821","2021-01-01T04:13:30.670","2021-01-01T04:13:30.670","2021-01-01T04:13:30.670","2021-01-01T04:48:58.707","NAT","Necessary Action Taken","Y","3I01","Navarre Ave & Vicksburg St","70124","3","POINT (-90.10812238 29.98970259)"
"A0027721","22A","AREA CHECK","1K","22A","AREA CHECK","1K","0","0","2021-01-01T04:15:40.133","2021-01-01T04:15:40.133","2021-01-01T04:15:40.133","2021-01-01T04:40:25.560","NAT","Necessary Action Taken","Y","None","Conti Street & North Scott Street","None","0","POINT (0 0)"
"A0027821","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3697864","551855","2021-01-01T04:16:27.423","2021-01-01T07:17:21.983",,"2021-01-01T07:17:36.563","GOA","GONE ON ARRIVAL","N","7C03","062XX Chef Menteur Hwy","70126","7","POINT (-90.01565936 30.01090256)"
"A0027921","99","RECKLESS DRIVING","1F","99","RECKLESS DRIVING","1F","3696758","548570","2021-01-01T04:18:50.107","2021-01-01T07:17:50.127",,"2021-01-01T07:17:58.533","GOA","GONE ON ARRIVAL","N","7B03","035XX Jourdan Rd","70126","7","POINT (-90.01927299 30.00190557)"
"A0028021","21N","NOISE COMPLAINT","1G","21N","NOISE COMPLAINT","1G","3696133","522152","2021-01-01T04:22:08.737","2021-01-01T04:52:32.700","2021-01-01T05:29:33.120","2021-01-01T05:48:29.850","GOA","GONE ON ARRIVAL","N","4J01","023XX Cypress Acres Dr","70114","4","POINT (-90.02220197 29.92928684)"
"A0028121","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3702815","557665","2021-01-01T04:23:28.260","2021-01-01T07:18:40.650",,"2021-01-01T07:18:55.927","GOA","GONE ON ARRIVAL","N","7Q03","068XX Parc Brittany Blvd","70126","7","POINT (-89.99980193 30.02672054)"
"A0028221","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3669031","553997","2021-01-01T04:24:32.647","2021-01-01T04:24:32.647","2021-01-01T04:24:32.647","2021-01-01T04:33:51.403","NAT","Necessary Action Taken","Y","3F02","Walker St & Canal Blvd","70124","3","POINT (-90.10668091 30.0176742)"
"A0028321","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3678201","540077","2021-01-01T04:26:12.177","2021-01-01T04:26:12.177","2021-01-01T04:26:12.177","2021-01-01T04:54:25.163","NAT","Necessary Action Taken","Y","1C04","015XX Crete St","70119","1","POINT (-90.07818829 29.97912599)"
"A0028421","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3679890","534643","2021-01-01T04:27:31.843","2021-01-01T04:27:31.843","2021-01-01T04:27:31.843","2021-01-01T05:50:31.507","NAT","Necessary Action Taken","Y","1E03","N Claiborne Ave & Orleans Ave","70116","1","POINT (-90.07304389 29.96413298)"
"A0028521","22A","AREA CHECK","1K","22A","AREA CHECK","1K","0","0","2021-01-01T04:27:57.323","2021-01-01T04:27:57.323","2021-01-01T04:27:57.323","2021-01-01T06:19:26.070","NAT","Necessary Action Taken","Y","None","004XX N Peters","None","0","POINT (0 0)"
"A0028621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3672181","541350","2021-01-01T04:29:10.233","2021-01-01T04:29:10.233","2021-01-01T04:29:10.233","2021-01-01T04:43:40.577","NAT","Necessary Action Taken","Y","3H02","009XX N Hennessey St","70119","3","POINT (-90.09716113 29.98280676)"
"A0028721","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3695453","520952","2021-01-01T04:32:49.687","2021-01-01T04:32:49.687","2021-01-01T04:32:49.687","2021-01-01T04:48:26.750","NAT","Necessary Action Taken","Y","4C02","General De Gaulle Dr & Sandra Dr","70114","4","POINT (-90.02439208 29.9260085)"
"A0028821","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3660875","526507","2021-01-01T04:32:57.393","2021-01-01T04:32:57.393","2021-01-01T04:32:57.393","2021-01-01T05:18:24.647","NAT","Necessary Action Taken","Y","2D01","Saint Charles Ave & Short St","70118","2","POINT (-90.13336117 29.9423241)"
"A0028921","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3669676","552610","2021-01-01T04:34:20.797","2021-01-01T04:34:20.797","2021-01-01T04:34:20.797","2021-01-01T05:17:26.037","NAT","Necessary Action Taken","Y","3J03","Memphis St & Chapelle St","70124","3","POINT (-90.10468918 30.01384161)"
"A0029021","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3678850","535753","2021-01-01T04:36:06.060","2021-01-01T04:36:06.060","2021-01-01T04:36:13.763","2021-01-01T04:44:32.077","NAT","Necessary Action Taken","N","1J01","N Johnson St & Saint Ann St","70116","1","POINT (-90.07628943 29.96721627)"
"A0029121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3670859","524781","2021-01-01T04:41:29.123","2021-01-01T04:41:29.123","2021-01-01T04:41:29.123","2021-01-01T05:36:02.987","NAT","Necessary Action Taken","Y","2O01","Magnolia St & General Pershing St","70115","2","POINT (-90.10189727 29.93728677)"
"A0029221","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","1J","3712519","567526","2021-01-01T04:41:31.360","2021-01-01T05:05:03.097",,"2021-01-01T05:07:27.797","VOI","VOID","N","7I14","077XX Haney Dr","70128","7","POINT (-89.96877029 30.05352099)"
"A0029321","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3670703","540108","2021-01-01T04:43:47.093","2021-01-01T04:43:47.093","2021-01-01T04:43:47.093","2021-01-01T05:33:56.260","NAT","Necessary Action Taken","Y","3H01","Conti St & N Alexander St","70119","3","POINT (-90.10187125 29.97943469)"
"A0029421","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3678024","525377","2021-01-01T04:43:59.713","2021-01-01T04:43:59.713","2021-01-01T04:43:59.713","2021-01-01T10:09:19.757","NAT","Necessary Action Taken","Y","6G02","017XX Blk Baronne St","70113","6","POINT (-90.07925595 29.93871004)"
"A0029521","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3696804","522592","2021-01-01T04:44:52.033","2021-01-01T04:44:52.033","2021-01-01T04:44:52.033","2021-01-01T05:25:38.550","NAT","Necessary Action Taken","Y","4J01","Westbend Pkwy & Vespasian Blvd","70114","4","POINT (-90.02006831 29.93047466)"
"A0029621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3667564","545493","2021-01-01T04:49:24.960","2021-01-01T04:49:24.960","2021-01-01T04:49:24.960","2021-01-01T05:33:23.920","NAT","Necessary Action Taken","Y","3E01","Florida Blvd & Woodlawn Pl","70124","3","POINT (-90.11160181 29.99433348)"
"A0029721","29","DEATH","1D","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","3677113","546969","2021-01-01T04:50:09.033","2021-01-01T04:57:59.790","2021-01-01T05:06:03.120","2021-01-01T06:43:51.697","RTF","REPORT TO FOLLOW","N","3M01","040XX Cadillac St","70122","3","POINT (-90.08138691 29.9981093)"
"A0029821","103","DISTURBANCE (OTHER)","2A","103","DISTURBANCE (OTHER)","1C","3692816","542711","2021-01-01T04:50:40.233","2021-01-01T05:20:20.863","2021-01-01T05:23:06.690","2021-01-01T06:29:11.240","RTF","REPORT TO FOLLOW","N","5Q02","036XX Agriculture St","70126","5","POINT (-90.03193683 29.98591902)"
"A0029921","103","DISTURBANCE (OTHER)","1C","64","ARMED ROBBERY","2C","3669670","536619","2021-01-01T04:51:55.637","2021-01-01T04:53:13.013","2021-01-01T04:58:06.900","2021-01-01T06:37:41.360","RTF","REPORT TO FOLLOW","N","1L04","042XX S Carrollton Ave","70119","1","POINT (-90.10525178 29.9698728)"
"A0030021","18","TRAFFIC INCIDENT","1J","21","COMPLAINT OTHER","2A","3668460","535444","2021-01-01T04:57:46.673","2021-01-01T04:59:30.043","2021-01-01T05:02:29.020","2021-01-01T05:47:03.307","NAT","Necessary Action Taken","N","2T06","S Carrollton Ave & Dixon St","70118","2","POINT (-90.10911252 29.96667606)"
"A0030121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","0","0","2021-01-01T05:00:22.203","2021-01-01T05:00:22.203","2021-01-01T05:00:22.203","2021-01-01T05:20:25.113","NAT","Necessary Action Taken","Y","None","Taft Street & Dumaine Street","None","0","POINT (0 0)"
"A0030221","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3680643","531143","2021-01-01T05:01:22.167","2021-01-01T05:01:22.167","2021-01-01T05:01:22.167","2021-01-01T06:07:58.807","NAT","Necessary Action Taken","Y","8D01","Dauphine St & Canal St","70112","8","POINT (-90.07078823 29.95448735)"
"A0030421","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3671915","521357","2021-01-01T05:11:53.813","2021-01-01T05:11:53.813","2021-01-01T05:11:53.813","2021-01-01T05:46:24.830","NAT","Necessary Action Taken","Y","6Q01","Marengo St & Carondelet St","70115","6","POINT (-90.09867987 29.92783878)"
"A0030521","56","SIMPLE CRIMINAL DAMAGE","1F","56","SIMPLE CRIMINAL DAMAGE","1F","3682190","532045","2021-01-01T05:14:37.933","2021-01-01T07:18:08.227","2021-01-01T07:24:58.430","2021-01-01T07:35:52.143","GOA","GONE ON ARRIVAL","N","8D05","005XX Royal St","70130","8","POINT (-90.06587072 29.95691912)"
"A0030621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3708787","517991","2021-01-01T05:15:20.217","2021-01-01T05:15:20.217","2021-01-01T05:15:20.217","2021-01-01T06:40:24.903","NAT","Necessary Action Taken","Y","4E04","Berkley Dr & Kent Dr","70131","4","POINT (-89.98240989 29.91743965)"
"A0030721","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3677049","520824","2021-01-01T05:17:24.257","2021-01-01T05:17:24.257","2021-01-01T05:17:24.257","2021-01-01T06:31:20.457","NAT","Necessary Action Taken","Y","6D02","Magazine St & Washington Ave","70130","6","POINT (-90.08249323 29.92622135)"
"A0030821","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3696151","518526","2021-01-01T05:17:42.573","2021-01-01T05:17:42.573","2021-01-01T05:17:42.573","2021-01-01T06:42:39.283","NAT","Necessary Action Taken","Y","4C02","036XX Garden Oaks Dr","70114","4","POINT (-90.02227721 29.9193153)"
"A0030921","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3664260","517855","2021-01-01T05:18:29.617","2021-01-01T05:18:29.617","2021-01-01T05:18:29.617","2021-01-01T06:00:27.847","NAT","Necessary Action Taken","Y","2B03","State St & Annunciation St","70118","2","POINT (-90.12296142 29.91843574)"
"A0031021","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3697413","520258","2021-01-01T05:20:35.240","2021-01-01T05:20:35.240","2021-01-01T05:20:35.240","2021-01-01T06:05:04.087","NAT","Necessary Action Taken","Y","4J01","036XX General De Gaulle Dr","70114","4","POINT (-90.01822937 29.92403747)"
"A0031121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3681783","526339","2021-01-01T05:23:38.567","2021-01-01T05:23:38.567","2021-01-01T05:23:38.567","2021-01-01T06:21:56.973","NAT","Necessary Action Taken","Y","8G01","008XX Poeyfarre St","70130","8","POINT (-90.06735507 29.94124213)"
"A0031221","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3696096","519414","2021-01-01T05:26:14.277","2021-01-01T05:26:14.277","2021-01-01T05:26:14.277","2021-01-01T06:21:20.407","NAT","Necessary Action Taken","Y","4C02","033XX Garden Oaks Dr","70114","4","POINT (-90.02241598 29.92175837)"
"A0031321","21","COMPLAINT OTHER","1A","21","COMPLAINT OTHER","1J","3705270","559530","2021-01-01T05:27:30.320","2021-01-02T07:09:12.440",,"2021-01-02T07:09:19.937","GOA","GONE ON ARRIVAL","N","7O09","085XX N I-10 Service Rd","70127","7","POINT (-89.99197655 30.03177185)"
"A0031421","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3680290","534656","2021-01-01T05:28:41.507","2021-01-01T05:28:41.507","2021-01-01T05:28:41.507","2021-01-01T05:48:41.693","NAT","Necessary Action Taken","Y","1F02","Saint Ann St & N Robertson St","70116","1","POINT (-90.07178003 29.96415646)"
"A0031521","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3680796","532488","2021-01-01T05:32:14.380","2021-01-01T05:32:14.380","2021-01-01T05:32:14.380","2021-01-01T05:42:35.077","NAT","Necessary Action Taken","Y","8D03","004XX N Rampart St","70112","8","POINT (-90.07025864 29.95818143)"
"A0031621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3667305","546127","2021-01-01T05:34:21.573","2021-01-01T05:34:21.573","2021-01-01T05:34:21.573","2021-01-01T06:06:20.820","NAT","Necessary Action Taken","Y","3E02","Kenilworth St & Colbert St","70124","3","POINT (-90.11239991 29.99608455)"
"A0031821","22A","AREA CHECK","1K","22A","AREA CHECK","1K","0","0","2021-01-01T05:36:59.380","2021-01-01T05:36:59.380","2021-01-01T05:36:59.380","2021-01-01T06:34:42.423","NAT","Necessary Action Taken","Y","None","Hampson Street & Dublin Street","None","0","POINT (0 0)"
"A0031921","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3661283","549956","2021-01-01T05:37:46.873","2021-01-01T05:37:46.873","2021-01-01T05:37:46.873","2021-01-01T06:14:57.747","NAT","Necessary Action Taken","Y","JEFF","008XX Harrison Ave","None","0","POINT (-90.13129537 30.00678879)"
"A0032021","22A","AREA CHECK","1K","22A","AREA CHECK","1K","0","0","2021-01-01T05:40:42.090","2021-01-01T05:40:42.090","2021-01-01T05:40:42.090","2021-01-01T06:05:21.823","NAT","Necessary Action Taken","Y","None","Ulloa Street & South Pierce Street","None","0","POINT (0 0)"
"A0032121","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3673473","518693","2021-01-01T05:45:58.653","2021-01-01T05:45:58.653","2021-01-01T05:45:58.653","2021-01-01T06:10:51.620","NAT","Necessary Action Taken","Y","6O02","Constance St & Peniston St","70115","6","POINT (-90.09385253 29.92046861)"
"A0032221","103D","DOMESTIC DISTURBANCE","2C","103D","DOMESTIC DISTURBANCE","2C","3682898","535992","2021-01-01T05:47:20.800","2021-01-01T05:49:04.663","2021-01-01T05:51:42.323","2021-01-01T06:24:35.507","RTF","REPORT TO FOLLOW","N","1A01","014XX Henriette Delille St","70116","1","POINT (-90.06349667 29.96775095)"
"A0032321","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3670487","541043","2021-01-01T05:54:29.337","2021-01-01T05:54:29.337","2021-01-01T05:54:29.337","2021-01-01T06:43:30.117","NAT","Necessary Action Taken","Y","3H01","N Olympia St & Toulouse St","None","3","POINT (-90.10252177 29.98201187)"
"A0032421","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2021-01-01T05:55:10.877","2021-01-01T05:55:10.877","2021-01-01T05:55:10.877","2021-01-01T06:06:21.057","NAT","Necessary Action Taken","Y","1E03","005XX N Rampart St","70112","1","POINT (0 0)"
"A0032521","103","DISTURBANCE (OTHER)","2A","103","DISTURBANCE (OTHER)","1C","3682868","535366","2021-01-01T05:56:03.737","2021-01-01T06:00:47.607","2021-01-01T06:04:40.153","2021-01-01T06:26:19.510","GOA","GONE ON ARRIVAL","N","1A01","Esplanade Ave & N Rampart St","70116","1","POINT (-90.06361383 29.96602949)"
"A0032621","103F","FIGHT","2D","103F","FIGHT","2D","3680255","527471","2021-01-01T05:56:43.047","2021-01-01T05:57:28.220","2021-01-01T06:19:25.930","2021-01-01T06:22:57.853","GOA","GONE ON ARRIVAL","N","8G03","Saint Charles Ave & Saint Joseph St","70130","8","POINT (-90.07214029 29.94440039)"
"A0032721","67","THEFT","0A","67","THEFT","1G","3681093","531830","2021-01-01T05:58:35.597","2021-01-01T10:09:17.693","2021-01-01T10:09:51.857","2021-01-01T10:17:32.070","GOA","GONE ON ARRIVAL","N","8D02","003XX Dauphine St","70112","8","POINT (-90.06934338 29.95636131)"
"A0032821","21","COMPLAINT OTHER","1J","67A","AUTO THEFT","1D","3708767","565209","2021-01-01T06:01:58.153","2021-01-01T10:39:33.807",,"2021-01-01T10:39:44.570","NAT","Necessary Action Taken","N","7I13","101XX Curran Blvd","70127","7","POINT (-89.98071308 30.04727305)"
"A0033021","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2E","3696965","533927","2021-01-01T06:04:25.300",,,"2021-01-01T06:10:44.857","VOI","VOID","N","5E01","053XX Saint Claude Ave","70117","5","POINT (-90.01914988 29.96163604)"
"A0033121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3667869","541069","2021-01-01T06:06:49.780","2021-01-01T06:06:49.780","2021-01-01T06:06:49.780","2021-01-01T06:38:05.413","NAT","Necessary Action Taken","Y","3E01","Canal Blvd & City Park Ave","70124","3","POINT (-90.11079012 29.98215913)"
"A0033221","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3701117","517506","2021-01-01T06:08:31.460","2021-01-01T06:08:31.460","2021-01-01T06:08:31.460","2021-01-01T06:36:28.217","NAT","Necessary Action Taken","Y","4D01","047XX General De Gaulle Dr","70131","4","POINT (-90.00663726 29.91635216)"
"A0033321","35","SIMPLE BATTERY","1F","35","SIMPLE BATTERY","1F","3679273","531494","2021-01-01T06:12:05.680","2021-01-01T06:12:05.680",,"2021-01-01T06:12:46.573","RTF","REPORT TO FOLLOW","N","8J03","002XX S Saratoga St","70112","8","POINT (-90.07510173 29.95549249)"
"A0033421","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3671158","550508","2021-01-01T06:15:37.200","2021-01-01T06:15:37.200","2021-01-01T06:15:37.200","2021-01-01T06:37:46.410","NAT","Necessary Action Taken","Y","3J02","065XX Orleans Ave","70124","3","POINT (-90.10007929 30.00801757)"
"A0033521","56","SIMPLE CRIMINAL DAMAGE","1D","56","SIMPLE CRIMINAL DAMAGE","1F","3726115","574848","2021-01-01T06:19:42.550","2021-01-02T19:26:14.130","2021-01-02T19:29:41.967","2021-01-02T20:29:06.673","RTF","REPORT TO FOLLOW","N","7L05","I-10 E & Michoud Blvd Exit","70129","7","POINT (-89.92551258 30.0732017)"
"A0033621","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3670217","518014","2021-01-01T06:21:32.093","2021-01-01T07:53:42.790","2021-01-01T07:53:51.650","2021-01-01T08:09:35.903","NAT","Necessary Action Taken","N","2B05","046XX Laurel St","70115","2","POINT (-90.10415275 29.91869692)"
"A0033721","20","AUTO ACCIDENT","1A","20","AUTO ACCIDENT","1E","3698637","551781","2021-01-01T06:21:48.220","2021-01-01T07:58:02.823","2021-01-01T08:20:05.823","2021-01-01T09:07:09.270","RTF","REPORT TO FOLLOW","N","7C01","I-10 W & Chef Menteur Hwy","70126","7","POINT (-90.01322033 30.01067553)"
"A0033821","22A","AREA CHECK","1K","22A","AREA CHECK","1K","0","0","2021-01-01T06:25:32.437","2021-01-01T06:25:32.437","2021-01-01T06:25:32.437","2021-01-01T06:46:14.513","NAT","Necessary Action Taken","Y","None","North Dupre Street & Toulouse Street","None","0","POINT (0 0)"
"A0033921","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1C","3700578","535211","2021-01-01T06:29:52.263","2021-01-01T08:06:13.770","2021-01-01T08:10:51.947","2021-01-01T09:34:11.373","RTF","REPORT TO FOLLOW","N","5I06","016XX Saint Maurice Ave","70117","5","POINT (-90.00769354 29.96505162)"
"A0034021","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682018","532905","2021-01-01T06:35:13.043",,,"2021-01-01T06:35:13.043","NAT","Necessary Action Taken","N","8D06","007XX Dauphine St","70116","8","POINT (-90.06638336 29.95929047)"
"A0034121","103","DISTURBANCE (OTHER)","1C","37","AGGRAVATED ASSAULT","2E","3673421","521063","2021-01-01T06:35:46.443","2021-01-01T07:41:21.723","2021-01-01T07:45:02.413","2021-01-01T09:49:44.350","RTF","REPORT TO FOLLOW","N","6P01","036XX Saint Charles Ave","70115","6","POINT (-90.09393773 29.92698572)"
"A0034221","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682541","532987","2021-01-01T06:35:57.537",,,"2021-01-01T06:35:57.537","NAT","Necessary Action Taken","N","8E01","008XX Bourbon St","70116","8","POINT (-90.06472896 29.95949959)"
"A0034321","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3683977","533698","2021-01-01T06:36:26.260",,,"2021-01-01T06:36:26.260","NAT","Necessary Action Taken","N","8E05","012XX Chartres St","70116","8","POINT (-90.06016935 29.96141075)"
"A0034421","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682530","532989","2021-01-01T06:36:57.953",,,"2021-01-01T06:36:57.953","NAT","Necessary Action Taken","N","8E01","008XX Bourbon St","70116","8","POINT (-90.0647651 29.95950585)"
"A0034521","94","DISCHARGING FIREARM","1A","94","DISCHARGING FIREARM","2D","3690355","535204","2021-01-01T06:37:18.903","2021-01-01T07:59:25.857","2021-01-01T08:03:36.133","2021-01-01T08:16:51.817","GOA","GONE ON ARRIVAL","N","5D02","Gallier St & N Rampart St","70117","5","POINT (-90.0399755 29.9653548)"
"A0034621","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682456","532958","2021-01-01T06:37:20.280",,,"2021-01-01T06:37:20.280","NAT","Necessary Action Taken","N","8E01","008XX Saint Ann St","70116","8","POINT (-90.06499979 29.95942108)"
"A0034721","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3683916","534181","2021-01-01T06:38:03.457",,,"2021-01-01T06:38:03.457","NAT","Necessary Action Taken","N","8E05","013XX Royal St","70116","8","POINT (-90.06034668 29.96273902)"
"A0034821","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682088","531220","2021-01-01T06:38:26.697",,,"2021-01-01T06:38:26.697","NAT","Necessary Action Taken","N","8C02","003XX Chartres St","70130","8","POINT (-90.06622227 29.95465446)"
"A0034921","103D","DOMESTIC DISTURBANCE","2C","103","DISTURBANCE (OTHER)","1C","3698743","526023","2021-01-01T06:38:39.260","2021-01-01T06:44:22.517","2021-01-01T06:52:04.907","2021-01-01T07:48:09.717","RTF","REPORT TO FOLLOW","N","4K02","039XX Socrates St","70114","4","POINT (-90.01382082 29.93984772)"
"A0035021","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682088","531220","2021-01-01T06:38:40.120",,,"2021-01-01T06:38:40.120","NAT","Necessary Action Taken","N","8C02","003XX Chartres St","70130","8","POINT (-90.06622227 29.95465446)"
"A0035121","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3681564","532312","2021-01-01T06:39:09.013",,,"2021-01-01T06:39:09.013","NAT","Necessary Action Taken","N","8D05","005XX Dauphine St","70112","8","POINT (-90.06783749 29.95767226)"
"A0035221","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3681991","531093","2021-01-01T06:39:21.480",,,"2021-01-01T06:39:21.480","NAT","Necessary Action Taken","N","8C02","003XX Chartres St","70130","8","POINT (-90.06653375 29.95430772)"
"A0035321","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682230","531397","2021-01-01T06:40:16.370",,,"2021-01-01T06:40:16.370","NAT","Necessary Action Taken","N","8C03","004XX Chartres St","70130","8","POINT (-90.06576886 29.95513682)"
"A0035421","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3681960","533404","2021-01-01T06:40:18.793",,,"2021-01-01T06:40:18.793","NAT","Necessary Action Taken","N","8E01","008XX Burgundy St","70116","8","POINT (-90.0665494 29.96066343)"
"A0035521","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3681554","531807","2021-01-01T06:40:55.090",,,"2021-01-01T06:40:55.090","NAT","Necessary Action Taken","N","8D04","008XX Conti St","70112","8","POINT (-90.06788831 29.95628491)"
"A0035621","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3683573","533132","2021-01-01T06:41:12.927",,,"2021-01-01T06:41:12.927","NAT","Necessary Action Taken","N","8E05","010XX Chartres St","70116","8","POINT (-90.06146592 29.95986713)"
"A0035721","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682517","534310","2021-01-01T06:41:27.833",,,"2021-01-01T06:41:27.833","NAT","Necessary Action Taken","N","8E02","010XX Ursulines Ave","70116","8","POINT (-90.0647596 29.96313682)"
"A0035821","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3681554","531807","2021-01-01T06:42:17.330",,,"2021-01-01T06:42:17.330","NAT","Necessary Action Taken","N","8D04","008XX Conti St","70112","8","POINT (-90.06788831 29.95628491)"
"A0035921","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3684418","534361","2021-01-01T06:42:27.767",,,"2021-01-01T06:42:27.767","NAT","Necessary Action Taken","N","8F01","014XX Chartres St","70116","8","POINT (-90.05875596 29.9632186)"
"A0036021","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3684264","534050","2021-01-01T06:43:05.770",,,"2021-01-01T06:43:05.770","NAT","Necessary Action Taken","N","8E05","013XX Chartres St","70116","8","POINT (-90.05925133 29.96236892)"
"A0036121","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682742","532740","2021-01-01T06:43:39.583",,,"2021-01-01T06:43:39.583","NAT","Necessary Action Taken","N","8E01","007XX Saint Ann St","70116","8","POINT (-90.06410539 29.95881309)"
"A0036221","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682853","532922","2021-01-01T06:44:16.477",,,"2021-01-01T06:44:16.477","NAT","Necessary Action Taken","N","8E01","008XX Royal St","70116","8","POINT (-90.06374783 29.95931195)"
