"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"A0008721","94F","FIREWORKS","1A","103","DISTURBANCE (OTHER)","1C","3669644","545762","2021-01-01T00:44:22.650","2021-01-01T03:25:56.080",,"2021-01-01T03:26:01.393","GOA","GONE ON ARRIVAL","N","3I04","I-610 W & Canal Blvd Exit","70124","3","POINT (-90.10502511 29.99501204)"
"A0008821","107","SUSPICIOUS PERSON","2C","107","SUSPICIOUS PERSON","2C","3665412","557837","2021-01-01T00:44:46.193","2021-01-01T00:44:46.193","2021-01-01T00:44:46.193","2021-01-01T01:37:37.383","NAT","Necessary Action Taken","Y","3C03","080XX Breakwater Dr","70124","3","POINT (-90.11798617 30.02833906)"
"A0008921","107","SUSPICIOUS PERSON","1A","107","SUSPICIOUS PERSON","2C","3688373","556785","2021-01-01T00:45:12.213","2021-01-01T07:13:23.807","2021-01-01T07:19:48.497","2021-01-01T07:19:51.637","GOA","GONE ON ARRIVAL","N","3V01","063XX Campus Blvd","70126","3","POINT (-90.04547014 30.02475685)"
"A0009021","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3663782","519578","2021-01-01T00:45:15.727","2021-01-01T00:45:15.727","2021-01-01T00:45:15.727","2021-01-01T01:00:44.803","NAT","Necessary Action Taken","Y","2A03","Henry Clay Ave & Magazine St","70118","2","POINT (-90.12441246 29.92318776)"
"A0009121","94","DISCHARGING FIREARM","1A","94","DISCHARGING FIREARM","2D","3707404","555917","2021-01-01T00:45:53.367","2021-01-01T07:09:54.263",,"2021-01-01T07:10:08.673","GOA","GONE ON ARRIVAL","N","7H02","Hammond St & Lancelot Dr","70127","7","POINT (-89.98536659 30.02176865)"
"A0009221","94F","FIREWORKS","1A","94F","FIREWORKS","2J","3680157","532437","2021-01-01T00:46:56.470","2021-01-01T01:18:03.027","2021-01-01T01:21:03.563","2021-01-01T01:36:20.313","GOA","GONE ON ARRIVAL","N","1E01","012XX Blk Bienville St","70112","1","POINT (-90.07227791 29.95805948)"
"A0009321","94","DISCHARGING FIREARM","1A","94","DISCHARGING FIREARM","2D","3686498","539090","2021-01-01T00:47:14.090","2021-01-01T01:12:52.640","2021-01-01T02:09:18.420","2021-01-01T02:12:27.763","GOA","GONE ON ARRIVAL","N","5G02","018XX Saint Roch Ave","70117","5","POINT (-90.05202077 29.97615829)"
"A0009421","103D","DOMESTIC DISTURBANCE","2C","103D","DOMESTIC DISTURBANCE","2C","3701202","523891","2021-01-01T00:47:59.090","2021-01-01T00:49:46.953","2021-01-01T00:56:31.693","2021-01-01T02:09:02.503","RTF","REPORT TO FOLLOW","N","4K02","019XX Nie Pkwy","70131","4","POINT (-90.00613601 29.93390664)"
"A0009521","35","SIMPLE BATTERY","1F","35","SIMPLE BATTERY","1F","3712058","568737","2021-01-01T00:48:41.650","2021-01-01T07:34:21.760",,"2021-01-01T07:34:31.133","UNF","UNFOUNDED","N","7I14","Hayne Blvd & Bullard Ave","70128","7","POINT (-89.97018196 30.05686609)"
"A0009721","94","DISCHARGING FIREARM","2D","94","DISCHARGING FIREARM","2D","3671115","535519","2021-01-01T00:49:36.940","2021-01-01T00:50:32.710","2021-01-01T00:52:42.160","2021-01-01T00:55:54.023","GOA","GONE ON ARRIVAL","N","1L03","036XX Tulane Ave","70119","1","POINT (-90.10072401 29.96680354)"
"A0009821","94","DISCHARGING FIREARM","1A","94","DISCHARGING FIREARM","2D","3717738","557106","2021-01-01T00:49:53.430","2021-01-01T07:10:18.487",,"2021-01-01T07:10:34.957","GOA","GONE ON ARRIVAL","N","7J04","047XX Blk Friar Tuck Dr","70128","7","POINT (-89.95267133 30.02469806)"
"A0009921","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3683298","534641","2021-01-01T00:50:23.883","2021-01-01T01:20:20.090","2021-01-01T01:27:12.830","2021-01-01T01:27:34.257","UNF","UNFOUNDED","N","8E02","Barracks St & Dauphine St","70116","8","POINT (-90.06228219 29.96402274)"
"A0010021","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3670304","525913","2021-01-01T00:52:04.487","2021-01-01T00:52:04.487","2021-01-01T00:52:04.487","2021-01-01T01:23:35.150","NAT","Necessary Action Taken","Y","2Q03","S Claiborne Ave & Napoleon Ave","70125","2","POINT (-90.10361155 29.94041612)"
"A0010121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","0","0","2021-01-01T00:53:50.033","2021-01-01T00:53:50.033","2021-01-01T00:53:50.033","2021-01-01T01:19:04.757","NAT","Necessary Action Taken","Y","None","Canal & Germain","None","0","POINT (0 0)"
"A0010221","24","MEDICAL","1A","24","MEDICAL","2D","37369000","3513814","2021-01-01T00:53:51.413","2021-01-01T07:18:04.317",,"2021-01-01T07:18:13.770","NAT","Necessary Action Taken","N","7D04","065XX I-10 Service Rd","70126","7","POINT (0 0)"
"A0010321","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3684374","543668","2021-01-01T00:54:01.987","2021-01-01T00:54:01.987","2021-01-01T00:54:01.987","2021-01-01T01:12:11.610","NAT","Necessary Action Taken","Y","3X01","Elysian Fields Ave & Abundance St","70122","3","POINT (-90.05856711 29.98881261)"
"A0010421","94","DISCHARGING FIREARM","2D","94","DISCHARGING FIREARM","2D","3716706","556395","2021-01-01T00:55:51.117","2021-01-01T03:26:17.820","2021-01-01T03:35:23.783","2021-01-01T03:36:53.050","GOA","GONE ON ARRIVAL","N","7J03","Wright Rd & King Richard Dr","70127","7","POINT (-89.95595753 30.02277825)"
"A0010521","107","SUSPICIOUS PERSON","1A","107","SUSPICIOUS PERSON","2C","3689780","529667","2021-01-01T00:55:57.283","2021-01-01T01:28:47.213","2021-01-01T01:46:14.950","2021-01-01T01:59:59.793","GOA","GONE ON ARRIVAL","N","4G02","005XX Le Boeuf St","70114","4","POINT (-90.04198956 29.95014691)"
"A0010621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3671949","534924","2021-01-01T00:56:12.937","2021-01-01T00:56:12.937","2021-01-01T00:56:12.937","2021-01-01T01:20:59.330","NAT","Necessary Action Taken","Y","1K01","S Norman C Francis Pkwy & Tulane Ave","70119","1","POINT (-90.09811168 29.96514325)"
"A0010721","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2021-01-01T00:57:46.463","2021-01-01T00:57:46.463","2021-01-01T00:57:46.463","2021-01-01T00:57:57.810","NAT","Necessary Action Taken","Y","8D04","Bienville St & Bourbon St","70112","8","POINT (0 0)"
"A0010821","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","2A","3730675","561524","2021-01-01T00:58:40.937","2021-01-01T04:02:06.117","2021-01-01T04:02:36.400","2021-01-01T04:13:38.423","GOA","GONE ON ARRIVAL","N","7L02","Chef Menteur Hwy & Alcee Fortier Blvd","70129","7","POINT (-89.91161999 30.03641196)"
"A0010921","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2021-01-01T00:58:47.453","2021-01-01T00:58:47.453","2021-01-01T00:58:47.453","2021-01-01T02:14:31.230","NAT","Necessary Action Taken","Y","8D04","002XX Bourbon St","70112","8","POINT (0 0)"
"A0011021","66","EXTORTION (THREATS)","1A","66","EXTORTION (THREATS)","1H","3682055","541002","2021-01-01T00:58:49.547","2021-01-01T23:56:15.070","2021-01-02T00:08:01.057","2021-01-02T00:15:26.630","GOA","GONE ON ARRIVAL","N","5K02","024XX New Orleans St","70119","5","POINT (-90.06598395 29.98155155)"
"A0011121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","0","0","2021-01-01T00:59:00.157","2021-01-01T00:59:00.157","2021-01-01T00:59:00.157","2021-01-01T01:47:42.837","NAT","Necessary Action Taken","Y","None","Live Oak & Forshey Street","None","0","POINT (0 0)"
"A0011221","103","DISTURBANCE (OTHER)","2A","103","DISTURBANCE (OTHER)","1C","3708618","519834","2021-01-01T00:59:36.743","2021-01-01T01:00:41.033","2021-01-01T01:08:56.980","2021-01-01T01:26:22.563","NAT","Necessary Action Taken","N","4E04","028XX Carver St","70131","4","POINT (-89.98287484 29.92251224)"
"A0011321","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2021-01-01T01:00:36.297","2021-01-01T01:00:36.297","2021-01-01T01:00:36.297","2021-01-01T01:10:13.413","GOA","GONE ON ARRIVAL","Y","8D04","Bienville St & Bourbon St","70112","8","POINT (0 0)"
"A0011421","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3661360","523370","2021-01-01T01:00:50.333","2021-01-01T01:00:50.333","2021-01-01T01:00:50.333","2021-01-01T01:24:46.933","NAT","Necessary Action Taken","Y","2D02","Lowerline St & Pitt St","70118","2","POINT (-90.13193282 29.93368331)"
"A0011521","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3690600","523974","2021-01-01T01:01:06.380","2021-01-01T01:01:06.380","2021-01-01T01:01:06.380","2021-01-01T02:07:33.513","NAT","Necessary Action Taken","Y","4B03","Wall Blvd & Hendee St","70114","4","POINT (-90.03960428 29.93446908)"
"A0011621","18","TRAFFIC INCIDENT","2A","18","TRAFFIC INCIDENT","1J","3697805","557783","2021-01-01T01:01:56.710","2021-01-01T01:24:41.917","2021-01-01T01:26:30.597","2021-01-01T01:46:04.913","NAT","Necessary Action Taken","N","7D04","I-10 Service Rd & Morrison Rd","70126","7","POINT (-90.01563101 30.02720556)"
"A0011721","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3684527","534456","2021-01-01T01:02:08.200","2021-01-01T01:02:08.200","2021-01-01T01:02:08.200","2021-01-01T01:02:46.303","NAT","Necessary Action Taken","Y","8F01","Kerlerec St & Chartres St","70116","8","POINT (-90.05840665 29.96347862)"
"A0011921","56","SIMPLE CRIMINAL DAMAGE","1F","55","AGGRAVATED CRIMINAL DAMAGE","1D","3716480","570555","2021-01-01T01:02:39.593","2021-01-03T10:05:19.460","2021-01-03T10:26:20.030","2021-01-03T10:47:49.617","RTF","REPORT TO FOLLOW","N","7K06","133XX Curran Blvd","70128","7","POINT (-89.95613321 30.06172073)"
"A0012021","94","DISCHARGING FIREARM","2D","94","DISCHARGING FIREARM","2D","3662191","535054","2021-01-01T01:03:07.367","2021-01-01T01:07:08.770","2021-01-01T01:10:47.967","2021-01-01T01:22:45.320","GOA","GONE ON ARRIVAL","N","2S01","093XX Apple St","70118","2","POINT (-90.1289238 29.9657869)"
"A0012121","94F","FIREWORKS","2J","94F","FIREWORKS","2J","3668373","533269","2021-01-01T01:05:54.840","2021-01-01T01:06:26.643",,"2021-01-01T01:06:29.840","NAT","Necessary Action Taken","N","2U04","034XX Blk Pine St","70125","2","POINT (-90.1094604 29.96069689)"
"A0012221","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3669435","549984","2021-01-01T01:06:06.537","2021-01-01T01:06:06.537","2021-01-01T01:06:11.480","2021-01-01T01:43:39.677","NAT","Necessary Action Taken","N","3J01","Memphis St & Bragg St","70124","3","POINT (-90.10554126 30.0066266)"
"A0012321","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3684099","533145","2021-01-01T01:06:08.393","2021-01-01T01:06:08.393","2021-01-01T01:06:08.393","2021-01-01T01:06:31.660","GOA","GONE ON ARRIVAL","Y","8E03","011XX Decatur St","70116","8","POINT (-90.05980603 29.95988605)"
"A0012421","94F","FIREWORKS","2J","103","DISTURBANCE (OTHER)","1C","3662963","535240","2021-01-01T01:06:43.173","2021-01-01T01:07:58.193",,"2021-01-01T01:08:03.710","NAT","Necessary Action Taken","N","2S01","Apricot St & Mistletoe St","70118","2","POINT (-90.12647743 29.96627436)"
"A0012521","64K","ARMED ROBBERY WITH KNIFE","2C","34C","AGGRAVATED BATTERY BY CUTTING","2D","3681506","543192","2021-01-01T01:06:54.560","2021-01-01T01:08:51.803","2021-01-01T01:13:18.643","2021-01-01T05:00:28.607","RTF","REPORT TO FOLLOW","N","5K03","022XX N Broad St","70119","5","POINT (-90.06764235 29.98759037)"
"A0012621","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1C","3669660","526459","2021-01-01T01:07:12.287","2021-01-01T03:21:29.613","2021-01-01T03:24:58.277","2021-01-01T03:29:36.233","GOA","GONE ON ARRIVAL","N","2Q03","045XX S Roman St","70125","2","POINT (-90.10562599 29.94193637)"
"A0012721","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3681961","540959","2021-01-01T01:07:20.097","2021-01-01T01:38:41.480",,"2021-01-01T01:43:15.790","VOI","VOID","N","5K02","024XX New Orleans St","70119","5","POINT (-90.06628307 29.98143778)"
"A0012821","94F","FIREWORKS","1A","94F","FIREWORKS","2J","3681789","533248","2021-01-01T01:08:02.223","2021-01-01T01:15:44.240",,"2021-01-01T01:17:54.893","GOA","GONE ON ARRIVAL","N","8D03","Burgundy St & Orleans Ave","70116","8","POINT (-90.06709695 29.96023842)"
"A0012921","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3674382","534347","2021-01-01T01:08:28.133","2021-01-01T01:08:28.133","2021-01-01T01:08:28.133","2021-01-01T01:38:00.400","NAT","Necessary Action Taken","Y","1L01","Banks St & Jane Pl","70119","1","POINT (-90.09044866 29.9634845)"
"A0013021","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3680992","535063","2021-01-01T01:09:56.633","2021-01-01T01:09:56.633","2021-01-01T01:09:56.633","2021-01-01T02:13:18.507","NAT","Necessary Action Taken","Y","1F02","N Villere St & Saint Philip St","70116","1","POINT (-90.06954987 29.96525544)"
"A0013121","94F","FIREWORKS","2J","94F","FIREWORKS","2J","3669350","557523","2021-01-01T01:10:39.220","2021-01-01T01:10:39.220","2021-01-01T01:10:50.720","2021-01-01T01:37:24.040","NAT","Necessary Action Taken","N","3G01","Canal Blvd & Lakeshore Dr","70124","3","POINT (-90.10555289 30.02736082)"
"A0013221","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3686335","537894","2021-01-01T01:12:31.477","2021-01-01T01:12:31.477","2021-01-01T01:12:36.150","2021-01-01T01:20:37.683","NAT","Necessary Action Taken","N","5B03","N Robertson St & Saint Roch Ave","70117","5","POINT (-90.05257807 29.97287522)"
"A0013321","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3703121","517716","2021-01-01T01:14:15.367","2021-01-01T01:44:17.637",,"2021-01-01T02:31:04.307","DUP","DUPLICATE","N","4D02","035XX Rue Delphine","70131","4","POINT (-90.00030567 29.91686632)"
"A0013421","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3668928","538989","2021-01-01T01:14:39.987","2021-01-01T01:14:39.987","2021-01-01T01:14:39.987","2021-01-01T01:58:02.967","NAT","Necessary Action Taken","Y","3D02","Palmyra St & S Olympia St","70119","3","POINT (-90.10751378 29.97640968)"
"A0013521","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3670999","548373","2021-01-01T01:16:04.877","2021-01-01T01:16:04.877","2021-01-01T01:16:04.877","2021-01-01T01:44:18.340","NAT","Necessary Action Taken","Y","3I04","Orleans Ave & French St","70124","3","POINT (-90.10065333 30.00215128)"
"A0013621","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3682028","532375","2021-01-01T01:18:55.017","2021-01-01T01:18:55.017","2021-01-01T01:18:55.017","2021-01-01T01:19:10.500","NAT","Necessary Action Taken","Y","8D05","Toulouse St & Bourbon St","None","8","POINT (-90.06637035 29.95783188)"
"A0013721","103F","FIGHT","2D","103F","FIGHT","2D","3676158","534644","2021-01-01T01:20:39.717","2021-01-01T01:21:28.913","2021-01-01T01:25:28.520","2021-01-01T01:31:15.607","GOA","GONE ON ARRIVAL","N","1I03","025XX Canal St","70119","1","POINT (-90.08483069 29.9642488)"
"A0013821","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3708723","565463","2021-01-01T01:21:31.273","2021-01-01T07:15:37.877",,"2021-01-01T07:15:44.310","GOA","GONE ON ARRIVAL","N","7I13","101XX Curran Blvd","70127","7","POINT (-89.9808431 30.0479737)"
"A0013921","94F","FIREWORKS","1A","94F","FIREWORKS","2J","3676517","530444","2021-01-01T01:28:20.527",,,"2021-01-01T02:40:34.053","VOI","VOID","N","1G01","Lafayette St & S Claiborne Ave","70113","1","POINT (-90.08384153 29.95268933)"
"A0014021","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1C","3711038","565403","2021-01-01T01:29:55.707","2021-01-01T07:16:01.973",,"2021-01-01T07:16:12.460","GOA","GONE ON ARRIVAL","N","7I14","075XX Lucerne St","70127","7","POINT (-89.97352913 30.04773222)"
"A0014221","21","COMPLAINT OTHER","2A","911","SILENT 911 CALL","2F","3703294","553003","2021-01-01T01:32:03.933","2021-01-01T04:19:13.180","2021-01-01T04:23:51.270","2021-01-01T04:27:42.533","GOA","GONE ON ARRIVAL","N","7E01","044XX Wilson Ave","70126","7","POINT (-89.99846128 30.01388757)"
"A0014321","107","SUSPICIOUS PERSON","2C","107","SUSPICIOUS PERSON","2C","3681632","531815","2021-01-01T01:32:32.410","2021-01-01T01:32:32.410",,"2021-01-01T02:26:26.687","GOA","GONE ON ARRIVAL","N","8D05","004XX Bourbon St","70112","8","POINT (-90.06764264 29.95630339)"
"A0014421","94","DISCHARGING FIREARM","1A","94","DISCHARGING FIREARM","2D","3689694","536400","2021-01-01T01:33:13.807","2021-01-01T01:45:36.870","2021-01-01T01:49:12.110","2021-01-01T02:01:53.990","GOA","GONE ON ARRIVAL","N","5C02","012XX Blk Louisa St","70117","5","POINT (-90.04202135 29.96866355)"
"A0014521","21","COMPLAINT OTHER","1J","107","SUSPICIOUS PERSON","2C","3683323","548490","2021-01-01T01:33:48.303","2021-01-01T01:37:06.340","2021-01-01T01:39:19.703","2021-01-01T02:12:06.637","NAT","Necessary Action Taken","N","3Q01","043XX Touro St","70122","3","POINT (-90.06171626 30.00210411)"
"A0014621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3660644","529570","2021-01-01T01:33:54.630","2021-01-01T01:33:54.630","2021-01-01T01:33:54.630","2021-01-01T01:39:18.827","NAT","Necessary Action Taken","Y","2K01","Leonidas St & Oak St","70118","2","POINT (-90.13398983 29.95075066)"
"A0014721","21","COMPLAINT OTHER","1A","21","COMPLAINT OTHER","1J","3698925","556163","2021-01-01T01:35:01.580","2021-01-01T09:18:48.423",,"2021-01-01T09:18:51.460","NAT","Necessary Action Taken","N","7Q01","051XX Lakeview Ct","70126","7","POINT (-90.01214974 30.0227168)"
"A0014821","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3681496","530492","2021-01-01T01:35:06.390","2021-01-01T01:35:06.390","2021-01-01T01:35:06.390","2021-01-01T01:57:43.927","NAT","Necessary Action Taken","Y","8C01","Canal St & Chartres St","70130","8","POINT (-90.06811828 29.95267036)"
"A0014921","GATHER","PUBLIC GATHERING","1E","GATHER","PUBLIC GATHERING","1E","3665404","544600","2021-01-01T01:36:09.650","2021-01-01T07:21:59.330",,"2021-01-01T07:22:05.487","GOA","GONE ON ARRIVAL","N","3B02","001XX Oaktree Dr","70124","3","POINT (-90.1184552 29.99194078)"
"A0015021","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3707684","518073","2021-01-01T01:37:58.150","2021-01-01T01:37:58.150","2021-01-01T01:38:05.823","2021-01-01T02:00:09.203","NAT","Necessary Action Taken","N","4E03","Sullen Pl & Berkley Dr","70131","4","POINT (-89.98588776 29.91770096)"
"A0015121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3670573","535627","2021-01-01T01:38:21.590","2021-01-01T01:38:21.590","2021-01-01T01:38:21.590","2021-01-01T02:07:40.113","NAT","Necessary Action Taken","Y","1K02","Tulane Ave & S Cortez St","70119","1","POINT (-90.10243241 29.96711709)"
"A0015221","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3672863","539259","2021-01-01T01:41:02.863","2021-01-01T01:41:02.863","2021-01-01T01:41:02.863","2021-01-01T02:03:54.930","NAT","Necessary Action Taken","Y","1M02","Toulouse St & N Scott St","70119","1","POINT (-90.09507808 29.9770354)"
"A0015321","103","DISTURBANCE (OTHER)","2A","103","DISTURBANCE (OTHER)","1C","3667246","544957","2021-01-01T01:42:50.100","2021-01-01T01:45:04.647","2021-01-01T01:49:41.530","2021-01-01T02:13:12.803","NAT","Necessary Action Taken","N","3E01","056XX Rosemary Pl","70124","3","POINT (-90.11262472 29.99286878)"
"A0015421","94","DISCHARGING FIREARM","2D","94","DISCHARGING FIREARM","2D","3706197","554464","2021-01-01T01:43:11.867","2021-01-01T05:06:45.477","2021-01-01T05:16:30.973","2021-01-01T05:20:51.110","GOA","GONE ON ARRIVAL","N","7F03","Grant St & Flake Ave","70127","7","POINT (-89.98923505 30.01781052)"
"A0015521","99","RECKLESS DRIVING","1A","99","RECKLESS DRIVING","1F","3681032","532291","2021-01-01T01:43:38.787","2021-01-01T01:58:36.607","2021-01-01T02:07:31.013","2021-01-01T02:13:56.393","GOA","GONE ON ARRIVAL","N","8D03","010XX Conti St","70112","8","POINT (-90.06951816 29.95763096)"
"A0015621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3670560","551867","2021-01-01T01:43:48.787","2021-01-01T01:43:48.787","2021-01-01T01:43:48.787","2021-01-01T02:10:08.960","NAT","Necessary Action Taken","Y","3J01","Filmore Ave & Argonne Blvd","70124","3","POINT (-90.10192295 30.01177125)"
"A0015721","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3671625","534989","2021-01-01T01:43:59.727",,,"2021-01-01T01:45:04.287","DUP","DUPLICATE","N","1K02","034XX Tulane Ave","70119","1","POINT (-90.0991334 29.96533162)"
"A0015821","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3669356","545608","2021-01-01T01:44:44.363","2021-01-01T01:44:44.363","2021-01-01T01:44:44.363","2021-01-01T02:13:23.580","NAT","Necessary Action Taken","Y","3I03","Kenilworth St & General Diaz St","70124","3","POINT (-90.10594027 29.99459635)"
"A0015921","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3682352","530364","2021-01-01T01:45:46.353","2021-01-01T01:45:46.353","2021-01-01T01:45:46.353","2021-01-01T02:59:29.877","NAT","Necessary Action Taken","Y","8B02","002XX N Peters St","70130","8","POINT (-90.06542031 29.95229189)"
