"nopd_item","type_","typetext","mapx","mapy","timecreate","timedispatch","timeclosed","disposition","dispositiontext","block_address","zip"
"A0673514","107","SUSPICIOUS PERSON","3683298","534641","2014-01-06T11:19:43.000","2014-01-06T11:20:27.000","2014-01-06T12:10:43.000","NAT","Necessary Action Taken","Barracks St & Dauphine St","70116"
"A0674714","21","COMPLAINT OTHER","3698557","533562","2014-01-06T11:35:37.000","2014-01-06T11:36:25.000","2014-01-06T12:02:32.000","NAT","Necessary Action Taken","057XX Saint Claude Ave","70117"
"A0675714","107","SUSPICIOUS PERSON","3698373","533739","2014-01-06T11:40:49.000",,"2014-01-06T11:48:27.000","NAT","Necessary Action Taken","Saint Claude Ave & Lamanche St","70117"
"A0676014","107","SUSPICIOUS PERSON","3673373","523530","2014-01-06T11:44:15.000",,"2014-01-06T11:46:21.000","NAT","Necessary Action Taken","Louisiana Ave & Loyola Ave","70115"
"A0676414","107","SUSPICIOUS PERSON","3670085","528151","2014-01-06T11:46:54.000",,"2014-01-06T12:33:51.000","NAT","Necessary Action Taken","Napoleon Ave & S Tonti St","70125"
"A0677714","107","SUSPICIOUS PERSON","3671492","525910","2014-01-06T11:53:52.000",,"2014-01-06T12:29:53.000","NAT","Necessary Action Taken","General Taylor St & S Claiborne Ave","70125"
"A0678414","107","SUSPICIOUS PERSON","3680930","522105","2014-01-06T12:01:15.000",,"2014-01-06T12:19:43.000","NAT","Necessary Action Taken","St James St & Chippewa St","70130"
"A0678914","107","SUSPICIOUS PERSON","3671117","528610","2014-01-06T12:03:34.000",,"2014-01-06T12:04:56.000","NAT","Necessary Action Taken","Delachaise St & S Rocheblave St","70125"
"A0682514","107","SUSPICIOUS PERSON","3669655","537028","2014-01-06T12:33:29.000","2014-01-06T12:34:14.000","2014-01-06T14:10:54.000","NAT","Necessary Action Taken","041XX D'Hemecourt St","70119"
"A0683014","107","SUSPICIOUS PERSON","3678799","533944","2014-01-06T12:35:38.000","2014-01-06T12:35:51.000","2014-01-06T12:44:02.000","NAT","Necessary Action Taken","018XX Conti St","70112"
"A0684214","107","SUSPICIOUS PERSON","3664036","533301","2014-01-06T12:48:59.000","2014-01-06T12:49:34.000","2014-01-06T13:29:44.000","NAT","Necessary Action Taken","Apple St & Leonidas St","70118"
"A0688914","107","SUSPICIOUS PERSON","3682258","537117","2014-01-06T13:23:14.000","2014-01-06T13:27:56.000","2014-01-06T13:40:57.000","GOA","GONE ON ARRIVAL","015XX N Robertson St","70116"
"A0691914","107","SUSPICIOUS PERSON","3676230","527041","2014-01-06T13:51:59.000",,"2014-01-06T14:19:19.000","NAT","Necessary Action Taken","016XX Freret St","70113"
"A0698414","107","SUSPICIOUS PERSON","3682712","532086","2014-01-06T14:55:53.000","2014-01-06T15:02:40.000","2014-01-06T16:02:38.000","NAT","Necessary Action Taken","Chartres St & Wilkinson St","70130"
"A0699914","107","SUSPICIOUS PERSON","3672909","522965","2014-01-06T15:12:23.000","2014-01-06T15:13:42.000","2014-01-06T15:26:52.000","NAT","Necessary Action Taken","S Saratoga St & Foucher St","70115"
"A0700614","107","SUSPICIOUS PERSON","3683674","532607","2014-01-06T15:16:53.000","2014-01-06T15:16:53.000","2014-01-06T15:27:33.000","NAT","Necessary Action Taken","009XX Decatur St","70116"
"A0709014","107","SUSPICIOUS PERSON","3672807","536042","2014-01-06T16:29:47.000","2014-01-06T16:30:43.000","2014-01-06T17:00:20.000","GOA","GONE ON ARRIVAL","S Jeff Davis Pkwy & Palmyra St","70119"
"A0711914","107","SUSPICIOUS PERSON","3670696","526062","2014-01-06T16:52:01.000","2014-01-06T16:57:23.000","2014-01-06T17:07:38.000","UNF","UNFOUNDED","030XX General Pershing St","70125"
"A0712714","107","SUSPICIOUS PERSON","3697387","532527","2014-01-06T16:56:59.000","2014-01-06T16:58:23.000","2014-01-06T17:15:11.000","UNF","UNFOUNDED","007XX Flood St","70117"
"A0713414","107","SUSPICIOUS PERSON","3699967","532631","2014-01-06T17:01:06.000","2014-01-06T17:15:16.000","2014-01-06T17:24:45.000","UNF","UNFOUNDED","Tricou St & N Rampart St","70117"
"A0716114","107","SUSPICIOUS PERSON","3669082","540419","2014-01-06T17:17:34.000","2014-01-06T17:21:00.000","2014-01-06T17:31:51.000","GOA","GONE ON ARRIVAL","N Bernadotte St & Iberville St","70119"
"A0720614","107","SUSPICIOUS PERSON","3709143","518363","2014-01-06T18:00:06.000","2014-01-06T18:04:27.000","2014-01-06T18:23:52.000","UNF","UNFOUNDED","033XX Mansfield Ave","70131"
"A0723014","107","SUSPICIOUS PERSON","3692600","536041","2014-01-06T18:21:46.000","2014-01-06T18:35:14.000","2014-01-06T19:06:42.000","NAT","Necessary Action Taken","013XX France St","70117"
"A0723814","107","SUSPICIOUS PERSON","3677439","544084","2014-01-06T18:29:37.000","2014-01-06T18:32:10.000","2014-01-06T18:50:39.000","NAT","Necessary Action Taken","031XX Castine St","70119"
"A0725414","107","SUSPICIOUS PERSON","3696909","520574","2014-01-06T18:39:24.000","2014-01-06T18:40:10.000","2014-01-06T18:54:57.000","GOA","GONE ON ARRIVAL","036XX Macarthur Blvd","70114"
"A0729714","107","SUSPICIOUS PERSON","3686601","539068","2014-01-06T19:21:04.000","2014-01-06T19:22:27.000","2014-01-06T19:38:42.000","GOA","GONE ON ARRIVAL","018XX Music St","70117"
"A0731114","107","SUSPICIOUS PERSON","3670856","540818","2014-01-06T19:32:47.000","2014-01-06T19:33:43.000","2014-01-06T19:56:50.000","NAT","Necessary Action Taken","006XX N Murat St","70119"
"A0732414","107","SUSPICIOUS PERSON","3670696","526062","2014-01-06T19:42:08.000","2014-01-06T19:46:53.000","2014-01-06T22:12:40.000","NAT","Necessary Action Taken","030XX General Pershing St","70125"
"A0736814","107","SUSPICIOUS PERSON","3667354","533321","2014-01-06T20:40:58.000","2014-01-06T21:28:52.000","2014-01-06T21:50:28.000","UNF","UNFOUNDED","XX Mars Pl","70125"
"A0737714","107","SUSPICIOUS PERSON","3676240","526435","2014-01-06T20:50:57.000","2014-01-06T20:52:58.000","2014-01-06T21:04:04.000","NAT","Necessary Action Taken","020XX La Salle St","70113"
"A0738814","107","SUSPICIOUS PERSON","3670149","520250","2014-01-06T21:06:08.000","2014-01-06T21:08:55.000","2014-01-06T21:29:22.000","GOA","GONE ON ARRIVAL","Cadiz St & Prytania St","70115"
"A0739314","107","SUSPICIOUS PERSON","3664851","537290","2014-01-06T21:13:14.000",,"2014-01-06T21:22:17.000","NAT","Necessary Action Taken","092XX Airline Hwy","70118"
"A0745214","107","SUSPICIOUS PERSON","3701123","522028","2014-01-06T22:26:37.000","2014-01-06T22:30:25.000","2014-01-06T22:35:46.000","GOA","GONE ON ARRIVAL","024XX Hyman Pl","70131"
"A0748014","107","SUSPICIOUS PERSON","3680745","535252","2014-01-06T23:11:37.000",,"2014-01-06T23:20:26.000","NAT","Necessary Action Taken","St Philip St & N Robertson St","70116"
"A0748314","107","SUSPICIOUS PERSON","3713241","562297","2014-01-06T23:16:18.000","2014-01-06T23:39:38.000","2014-01-06T23:52:48.000","GOA","GONE ON ARRIVAL","110XX Chaucer St","70127"
"A0750214","107","SUSPICIOUS PERSON","3682032","536949","2014-01-06T23:39:54.000",,"2014-01-06T23:54:22.000","NAT","Necessary Action Taken","Columbus St & N Robertson St","70116"
"A0751314","107","SUSPICIOUS PERSON","3687417","536393","2014-01-06T23:57:11.000",,"2014-01-07T00:11:26.000","NAT","Necessary Action Taken","Port St & Saint Claude Ave",
"A0752614","107","SUSPICIOUS PERSON","3687619","538738","2014-01-07T00:14:35.000","2014-01-07T00:16:21.000","2014-01-07T00:36:08.000","GOA","GONE ON ARRIVAL","N Derbigny St & Franklin Ave","70117"
"A0752814","107","SUSPICIOUS PERSON","3676960","534432","2014-01-07T00:16:38.000",,"2014-01-07T00:39:09.000","NAT","Necessary Action Taken","Iberville St & N Miro St","70119"
"A0753114","107","SUSPICIOUS PERSON","3682256","537244","2014-01-07T00:18:46.000",,"2014-01-07T01:02:26.000","NAT","Necessary Action Taken","Laharpe St & N Robertson St","70116"
"A0753514","107","SUSPICIOUS PERSON","3711281","564090","2014-01-07T00:24:37.000","2014-01-07T00:28:37.000","2014-01-07T00:46:50.000","GOA","GONE ON ARRIVAL","108XX Kinneil Rd","70127"
"A0754214","107","SUSPICIOUS PERSON","3692871","535451","2014-01-07T00:34:24.000","2014-01-07T00:36:16.000","2014-01-07T01:06:41.000","GOA","GONE ON ARRIVAL","043XX Marais St","70117"
"A0756514","107","SUSPICIOUS PERSON","3707077","553727","2014-01-07T01:09:39.000","2014-01-07T01:11:47.000","2014-01-07T01:19:58.000","UNF","UNFOUNDED","044XX Gawain Dr","70127"
"A0762314","107","SUSPICIOUS PERSON","3715522","568296","2014-01-07T02:45:37.000","2014-01-07T02:46:01.000","2014-01-07T03:03:39.000","NAT","Necessary Action Taken","075XX Pebble Dr","70128"
"A0769114","107","SUSPICIOUS PERSON","3670805","528319","2014-01-07T04:54:43.000","2014-01-07T05:00:13.000","2014-01-07T05:13:16.000","GOA","GONE ON ARRIVAL","037XX Milan St","70125"
"A0772114","107","SUSPICIOUS PERSON","3670545","552048","2014-01-07T05:42:48.000","2014-01-07T05:44:42.000","2014-01-07T06:16:35.000","GOA","GONE ON ARRIVAL","067XX Argonne Blvd","70124"
"A0772314","107","SUSPICIOUS PERSON","3689339","537636","2014-01-07T05:46:47.000","2014-01-07T05:48:02.000","2014-01-07T06:00:18.000","NAT","Necessary Action Taken","015XX Clouet St","70117"
"A0774114","107","SUSPICIOUS PERSON","3706795","561183","2014-01-07T06:28:16.000","2014-01-07T06:28:54.000","2014-01-07T06:41:07.000","UNF","UNFOUNDED","Bundy Rd & Middleboro Rd","70127"
"A0780314","107","SUSPICIOUS PERSON","3666908","540682","2014-01-07T08:12:27.000","2014-01-07T08:12:27.000","2014-01-07T08:43:26.000","NAT","Necessary Action Taken","City Park Ave & I-10 E","70124"
"A0780914","107","SUSPICIOUS PERSON","3667657","517578","2014-01-07T08:19:59.000","2014-01-07T08:20:34.000","2014-01-07T09:25:08.000","GOA","GONE ON ARRIVAL","Annunciation St & Bellecastle St","70115"
"A0787414","107","SUSPICIOUS PERSON","3669301","536278","2014-01-07T09:24:09.000","2014-01-07T09:24:09.000","2014-01-07T09:24:18.000","NAT","Necessary Action Taken","Tulane Ave & S Carrollton Ave","70119"
"A0791214","107","SUSPICIOUS PERSON","3670173","535923","2014-01-07T10:00:37.000","2014-01-07T10:03:10.000","2014-01-07T10:48:03.000","UNF","UNFOUNDED","039XX Tulane Ave","70119"
"A0791414","107","SUSPICIOUS PERSON","3712228","566622","2014-01-07T10:02:35.000","2014-01-07T10:03:33.000","2014-01-07T10:17:05.000","UNF","UNFOUNDED","XX Marywood Ct","70128"
"A0797814","107","SUSPICIOUS PERSON","3696307","533355","2014-01-07T11:00:51.000","2014-01-07T11:02:48.000","2014-01-07T11:12:39.000","UNF","UNFOUNDED","Lizardi St & Rue Burgundy","70117"
"A0801614","107","SUSPICIOUS PERSON","3676770","525500","2014-01-07T11:35:33.000","2014-01-07T11:36:51.000","2014-01-07T12:12:19.000","NAT","Necessary Action Taken","021XX Josephine St","70113"
"A0801714","107","SUSPICIOUS PERSON","3689339","537636","2014-01-07T11:37:39.000","2014-01-07T11:55:17.000","2014-01-07T11:55:32.000","UNF","UNFOUNDED","015XX Clouet St","70117"
"A0803114","107","SUSPICIOUS PERSON","3665957","534878","2014-01-07T11:54:19.000",,"2014-01-07T12:04:40.000","NAT","Necessary Action Taken","Forshey St & Joliet St","70118"
"A0807114","107","SUSPICIOUS PERSON","3682248","532665","2014-01-07T12:30:25.000","2014-01-07T12:30:25.000","2014-01-07T12:42:35.000","GOA","GONE ON ARRIVAL","Bourbon St & St Peter St","70112"
"A0807414","107","SUSPICIOUS PERSON","3671363","534141","2014-01-07T12:34:01.000","2014-01-07T12:34:01.000","2014-01-07T12:59:34.000","NAT","Necessary Action Taken","S Jefferson Davis Pkwy & Perdido St","70119"
"A0807614","107","SUSPICIOUS PERSON","3684497","537040","2014-01-07T12:35:08.000","2014-01-07T12:38:03.000","2014-01-07T12:47:31.000","GOA","GONE ON ARRIVAL","013XX Frenchmen St","70116"
"A0809014","107","SUSPICIOUS PERSON","3681813","532089","2014-01-07T12:43:18.000","2014-01-07T12:44:44.000","2014-01-07T13:57:31.000","NAT","Necessary Action Taken","Bourbon St & St Louis St","70112"
"A0819314","107","SUSPICIOUS PERSON","3671380","535117","2014-01-07T14:09:11.000","2014-01-07T14:09:11.000","2014-01-07T14:17:42.000","NAT","Necessary Action Taken","035XX Tulane Ave","70119"
"A0821614","107","SUSPICIOUS PERSON","3716490","572168","2014-01-07T14:37:36.000","2014-01-07T14:38:37.000","2014-01-07T14:51:01.000","UNF","UNFOUNDED","Briarwood Dr & Hayne Blvd","70128"
"A0822014","107","SUSPICIOUS PERSON","3664874","531312","2014-01-07T14:38:45.000","2014-01-07T14:40:27.000","2014-01-07T14:59:48.000","GOA","GONE ON ARRIVAL","023XX S Carrollton Ave","70118"
"A0822114","107","SUSPICIOUS PERSON","3669051","543488","2014-01-07T14:38:46.000","2014-01-07T14:41:04.000","2014-01-07T14:51:17.000","GOA","GONE ON ARRIVAL","Gen Diaz St & Louque Pl","70124"
"A0825014","107","SUSPICIOUS PERSON","3681785","559415","2014-01-07T14:59:48.000",,"2014-01-07T15:48:56.000","NAT","Necessary Action Taken","020XX Lakeshore Dr","70122"
"A0830214","107","SUSPICIOUS PERSON","3684303","544551","2014-01-07T15:29:45.000",,"2014-01-07T15:57:05.000","NAT","Necessary Action Taken","I-610 E & Elysian Fields Ave",
"A0836214","107","SUSPICIOUS PERSON","3670802","536546","2014-01-07T16:19:23.000",,"2014-01-07T16:58:16.000","NAT","Necessary Action Taken","039XX Baudin St","70119"
"A0840514","107","SUSPICIOUS PERSON","3680295","531214","2014-01-07T16:54:11.000","2014-01-07T16:55:47.000","2014-01-07T17:09:38.000","GOA","GONE ON ARRIVAL","009XX Canal St","70112"
"A0856414","107","SUSPICIOUS PERSON","3715581","555748","2014-01-07T18:41:40.000","2014-01-07T18:42:46.000","2014-01-07T19:09:07.000","UNF","UNFOUNDED","108XX Chef Menteur Hwy","70127"
"A0858414","107","SUSPICIOUS PERSON","3682277","536763","2014-01-07T19:05:12.000",,"2014-01-07T19:20:24.000","NAT","Necessary Action Taken","014XX Columbus St","70116"
"A0860314","107","SUSPICIOUS PERSON","3670812","520820","2014-01-07T19:23:45.000","2014-01-07T19:24:14.000","2014-01-07T19:47:17.000","GOA","GONE ON ARRIVAL","Saint Charles Ave & Napoleon Ave","70115"
"A0860714","107","SUSPICIOUS PERSON","3688039","539341","2014-01-07T19:33:51.000","2014-01-07T19:35:55.000","2014-01-07T20:49:20.000","NAT","Necessary Action Taken","018XX Almonaster Ave","70117"
"A0861214","107","SUSPICIOUS PERSON","3679442","531167","2014-01-07T19:40:08.000","2014-01-07T19:41:45.000","2014-01-07T20:24:48.000","NAT","Necessary Action Taken","Loyola Ave & Elk Pl",
"A0863214","107","SUSPICIOUS PERSON","3678105","527630","2014-01-07T19:57:08.000",,"2014-01-07T20:05:00.000","NAT","Necessary Action Taken","Loyola Ave & Calliope St","70113"
"A0864514","107","SUSPICIOUS PERSON","3682256","537244","2014-01-07T20:08:12.000",,"2014-01-07T20:34:07.000","NAT","Necessary Action Taken","Laharpe St & N Robertson St","70116"
"A0866614","107","SUSPICIOUS PERSON","3715144","568013","2014-01-07T20:20:56.000","2014-01-07T20:21:46.000","2014-01-07T20:38:03.000","GOA","GONE ON ARRIVAL","075XX Branch Dr","70128"
"A0867614","107","SUSPICIOUS PERSON","3678799","533944","2014-01-07T20:31:41.000",,"2014-01-07T20:53:17.000","NAT","Necessary Action Taken","Conti St & N Derbigny St",
"A0868814","107","SUSPICIOUS PERSON","3696065","519704","2014-01-07T20:45:05.000",,"2014-01-07T20:54:55.000","NAT","Necessary Action Taken","Garden Oaks Dr & Seine St","70114"
"A0869014","107","SUSPICIOUS PERSON","3688321","535709","2014-01-07T20:45:49.000","2014-01-07T20:46:42.000","2014-01-07T20:59:05.000","UNF","UNFOUNDED","N Rampart St & Montegut St","70117"
"A0869314","107","SUSPICIOUS PERSON","3680649","531149","2014-01-07T20:47:53.000",,"2014-01-07T20:57:44.000","NAT","Necessary Action Taken","Canal St & Baronne St","70112"
"A0871814","966","DRUG VIOLATIONS","3681410","531623","2014-01-07T21:07:31.000","2014-01-07T21:11:53.000","2014-01-07T23:05:17.000","RTF","REPORT TO FOLLOW","003XX Bourbon St","70112"
"A0872614","107","SUSPICIOUS PERSON","3681648","531813","2014-01-07T21:13:14.000",,"2014-01-07T21:15:24.000","DUP","DUPLICATE","004XX Bourbon St","70130"
"A0874114","107","SUSPICIOUS PERSON","3671974","545670","2014-01-07T21:30:16.000",,"2014-01-07T21:38:12.000","NAT","Necessary Action Taken","Diagonal Dr & Zachary Taylor Dr","70124"
"A0874514","107","SUSPICIOUS PERSON","3697297","533439","2014-01-07T21:32:39.000","2014-01-07T21:53:49.000","2014-01-07T22:28:18.000","GOA","GONE ON ARRIVAL","054XX N Rampart St","70117"
"A0875114","107","SUSPICIOUS PERSON","3687076","541592","2014-01-07T21:36:49.000","2014-01-07T21:37:48.000","2014-01-07T22:01:19.000","GOA","GONE ON ARRIVAL","024XX Painters St","70117"
"A0877314","107","SUSPICIOUS PERSON","3717306","571155","2014-01-07T22:09:20.000",,"2014-01-07T22:16:19.000","NAT","Necessary Action Taken","Briarwood Dr & Curran Blvd","70128"
"A0878214","107","SUSPICIOUS PERSON","3691687","544728","2014-01-07T22:17:13.000","2014-01-07T22:20:07.000","2014-01-07T22:35:42.000","GOA","GONE ON ARRIVAL","033XX Louisa St","70126"
"A0879014","107","SUSPICIOUS PERSON","3681568","536835","2014-01-07T22:26:51.000",,"2014-01-07T22:55:08.000","NAT","Necessary Action Taken","Kerlerec St & N Claiborne Ave","70116"
"A0880514","107","SUSPICIOUS PERSON","3676709","548797","2014-01-07T22:45:34.000","2014-01-07T22:46:23.000","2014-01-07T23:40:18.000","NAT","Necessary Action Taken","044XX Saint Bernard Ave","70122"
"A0881814","107","SUSPICIOUS PERSON","3705019","552814","2014-01-07T23:06:01.000",,"2014-01-07T23:25:18.000","NAT","Necessary Action Taken","Chef Menteur Hwy & Werner Dr",
"A0886914","107","SUSPICIOUS PERSON","3699432","534136","2014-01-08T00:05:12.000","2014-01-08T00:05:27.000","2014-01-08T00:14:39.000","NAT","Necessary Action Taken","Gordon St & Urquhart St","70117"
"A0887014","107","SUSPICIOUS PERSON","3725116","560638","2014-01-08T00:07:25.000","2014-01-08T00:08:02.000","2014-01-08T00:32:31.000","GOA","GONE ON ARRIVAL","Michoud Blvd & Lourdes St","70129"
"A0888714","21","COMPLAINT OTHER","3686596","529670","2014-01-08T00:36:39.000","2014-01-08T00:37:10.000","2014-01-08T01:08:04.000","NAT","Necessary Action Taken","005XX Seguin St","70114"
"A0889214","107","SUSPICIOUS PERSON","3687715","536321","2014-01-08T00:41:22.000","2014-01-08T00:41:31.000","2014-01-08T01:06:09.000","NAT","Necessary Action Taken","Saint Claude Ave & Saint Ferdinand St",
"A0890414","107","SUSPICIOUS PERSON","3681027","532246","2014-01-08T00:54:53.000",,"2014-01-08T01:19:43.000","NAT","Necessary Action Taken","004XX Burgundy St","70112"
"A0901614","107","SUSPICIOUS PERSON","3736473","559589","2014-01-08T04:22:35.000","2014-01-08T04:24:18.000","2014-01-08T05:21:33.000","GOA","GONE ON ARRIVAL","038XX Industrial Pkwy","70129"
"A0912214","107","SUSPICIOUS PERSON","3669371","550045","2014-01-08T07:57:26.000","2014-01-08T07:58:16.000","2014-01-08T08:44:09.000","GOA","GONE ON ARRIVAL","064XX Memphis St","70124"
"A0913114","107","SUSPICIOUS PERSON","3668522","541282","2014-01-08T08:01:55.000",,"2014-01-08T08:15:05.000","NAT","Necessary Action Taken","Bienville St & City Park Ave",
"A0916814","107","SUSPICIOUS PERSON","3714467","569731","2014-01-08T08:39:51.000","2014-01-08T08:40:27.000","2014-01-08T08:55:19.000","NAT","Necessary Action Taken","079XX Pebble Dr","70128"
"A0919414","107","SUSPICIOUS PERSON","3676303","526029","2014-01-08T09:09:09.000","2014-01-08T09:09:17.000","2014-01-08T09:50:04.000","NAT","Necessary Action Taken","Josephine St & S Liberty St","70113"
"A0920114","107","SUSPICIOUS PERSON","3671582","529891","2014-01-08T09:13:17.000","2014-01-08T09:13:17.000","2014-01-08T09:28:27.000","NAT","Necessary Action Taken","026XX S Broad St","70125"
"A0921114","107","SUSPICIOUS PERSON","3690444","539059","2014-01-08T09:25:47.000","2014-01-08T09:30:58.000","2014-01-08T09:55:26.000","GOA","GONE ON ARRIVAL","019XX Louisa St","70117"
"A0921614","107","SUSPICIOUS PERSON","3682073","533092","2014-01-08T09:30:34.000","2014-01-08T09:34:08.000","2014-01-08T09:39:16.000","GOA","GONE ON ARRIVAL","009XX Orleans Ave","70116"
"A0923214","107","SUSPICIOUS PERSON","3669090","554654","2014-01-08T09:45:42.000","2014-01-08T09:49:01.000","2014-01-08T10:07:34.000","NAT","Necessary Action Taken","Robert E Lee Blvd & Canal Blvd","70124"
"A0923614","107","SUSPICIOUS PERSON","3691744","549827","2014-01-08T09:50:58.000","2014-01-08T09:56:00.000","2014-01-08T10:07:32.000","UNF","UNFOUNDED","046XX Chef Menteur Hwy","70126"
"A0925014","107","SUSPICIOUS PERSON","3669776","530163","2014-01-08T10:04:53.000","2014-01-08T10:05:30.000","2014-01-08T11:32:04.000","UNF","UNFOUNDED","018XX S Lopez St","70125"
"A0925614","67F","THEFT BY FRAUD","3680172","529420","2014-01-08T10:10:15.000","2014-01-08T10:12:42.000","2014-01-08T15:07:36.000","RTF","REPORT TO FOLLOW","008XX Poydras St","70113"
"A0927614","107","SUSPICIOUS PERSON","3676734","525944","2014-01-08T10:33:38.000","2014-01-08T10:33:38.000","2014-01-08T11:23:55.000","NAT","Necessary Action Taken","022XX Saint Andrew St","70113"
"A0934414","107","SUSPICIOUS PERSON","3675950","524656","2014-01-08T11:29:18.000","2014-01-08T11:29:18.000","2014-01-08T11:45:53.000","NAT","Necessary Action Taken","024XX S Saratoga St","70113"
"A0938814","56","SIMPLE CRIMINAL DAMAGE","3718476","572446","2014-01-08T12:13:25.000","2014-01-08T12:14:39.000","2014-01-08T14:24:23.000","RTF","REPORT TO FOLLOW","140XX Linden St","70128"
"A0939014","107","SUSPICIOUS PERSON","3688403","528462","2014-01-08T12:14:30.000","2014-01-08T12:15:07.000","2014-01-08T12:30:23.000","GOA","GONE ON ARRIVAL","008XX Pacific Ave","70114"
"A0939414","107","SUSPICIOUS PERSON","3669338","519842","2014-01-08T12:17:54.000","2014-01-08T12:18:30.000","2014-01-08T13:51:33.000","NAT","Necessary Action Taken","048XX Perrier St","70115"
"A0940214","21","COMPLAINT OTHER","3674520","527889","2014-01-08T12:27:13.000",,"2014-01-08T13:04:08.000","NAT","Necessary Action Taken","021XX S Claiborne Ave","70125"
"A0942714","21","COMPLAINT OTHER","3725962","569553","2014-01-08T12:45:13.000","2014-01-08T12:47:09.000","2014-01-08T13:15:34.000","NAT","Necessary Action Taken","137XX Explorers Ave","70129"
"A0944214","107","SUSPICIOUS PERSON","3681346","531427","2014-01-08T12:59:43.000","2014-01-08T12:59:43.000","2014-01-08T13:57:19.000","NAT","Necessary Action Taken","002XX Bourbon St","70130"
"A0944314","107","SUSPICIOUS PERSON","3664905","531716","2014-01-08T13:00:20.000","2014-01-08T13:02:27.000","2014-01-08T13:07:33.000","UNF","UNFOUNDED","024XX S Carrollton Ave","70118"
"A0945714","107","SUSPICIOUS PERSON","3684554","533369","2014-01-08T13:12:26.000","2014-01-08T13:12:26.000","2014-01-08T13:24:27.000","NAT","Necessary Action Taken","012XX N Peters St","70116"
"A0945814","21","COMPLAINT OTHER","3729452","562237","2014-01-08T13:12:52.000","2014-01-08T15:38:47.000","2014-01-08T17:11:17.000","RTF","REPORT TO FOLLOW","048XX Gilbert St","70129"
"A0946914","21","COMPLAINT OTHER","3668078","518065","2014-01-08T13:18:17.000","2014-01-08T13:19:25.000","2014-01-08T13:43:33.000","NAT","Necessary Action Taken","007XX Dufossat St","70115"
"A0950714","107","SUSPICIOUS PERSON","3669544","518548","2014-01-08T13:52:47.000","2014-01-08T13:53:42.000","2014-01-08T14:13:17.000","UNF","UNFOUNDED","048XX Magazine St","70115"
"A0955514","107","SUSPICIOUS PERSON","3683878","532883","2014-01-08T14:31:31.000","2014-01-08T14:31:31.000","2014-01-08T14:38:04.000","NAT","Necessary Action Taken","010XX Decatur St","70116"
"A0957314","107","SUSPICIOUS PERSON","3709047","517971","2014-01-08T14:45:25.000","2014-01-08T15:15:21.000","2014-01-08T15:29:26.000","DUP","DUPLICATE","Mansfield Ave & Berkley Dr","70131"
"A0967514","107","SUSPICIOUS PERSON","3689277","539164","2014-01-08T16:15:38.000","2014-01-08T16:18:56.000","2014-01-08T16:47:18.000","NAT","Necessary Action Taken","019XX Montegut St","70117"
"A0969314","107","SUSPICIOUS PERSON","3684303","544551","2014-01-08T16:31:16.000",,"2014-01-08T16:42:35.000","NAT","Necessary Action Taken","I-610 E & Elysian Fields Ave","70122"
"A0978814","58","RETURN FOR ADDITIONAL INFO","3675668","529236","2014-01-08T17:37:20.000","2014-01-08T17:37:52.000","2014-01-08T18:17:14.000","NAT","Necessary Action Taken","029XX Earhart Blvd","70125"
"A0985914","107","SUSPICIOUS PERSON","3680471","528519","2014-01-08T18:25:23.000","2014-01-08T20:55:16.000","2014-01-08T21:29:19.000","GOA","GONE ON ARRIVAL","007XX Saint Charles Ave","70130"
"A0990914","107","SUSPICIOUS PERSON","3691509","533960","2014-01-08T19:14:15.000","2014-01-08T19:14:44.000","2014-01-08T19:45:23.000","GOA","GONE ON ARRIVAL","007XX Bartholomew St","70117"
"A0993714","107","SUSPICIOUS PERSON","3669413","540977","2014-01-08T19:38:31.000","2014-01-08T19:39:59.000","2014-01-08T19:55:27.000","NAT","Necessary Action Taken","003XX N Bernadotte St","70119"
"A0995114","107","SUSPICIOUS PERSON","3662355","526673","2014-01-08T20:04:24.000","2014-01-08T20:05:14.000","2014-01-08T21:11:29.000","UNF","UNFOUNDED","009XX Adams St","70118"
"A0996814","107","SUSPICIOUS PERSON","3687707","536444","2014-01-08T20:19:55.000","2014-01-08T20:20:54.000","2014-01-08T21:31:12.000","UNF","UNFOUNDED","027XX Saint Claude Ave","70117"
"A1005114","107","SUSPICIOUS PERSON","3700827","513182","2014-01-08T22:10:44.000","2014-01-08T22:11:59.000","2014-01-08T22:23:20.000","NAT","Necessary Action Taken","046XX Lennox Blvd","70131"
"A1012514","107","SUSPICIOUS PERSON","3663777","538554","2014-01-08T23:32:31.000","2014-01-08T23:33:14.000","2014-01-09T00:46:37.000","GOA","GONE ON ARRIVAL","036XX Cecil St","70118"
"A1012814","107","SUSPICIOUS PERSON","3695399","558901","2014-01-08T23:34:58.000",,"2014-01-09T00:12:48.000","NAT","Necessary Action Taken","Swift St & Curran Blvd",
"A1024214","107","SUSPICIOUS PERSON","3702890","561588","2014-01-09T01:17:00.000","2014-01-09T01:20:11.000","2014-01-09T02:25:41.000","GOA","GONE ON ARRIVAL","082XX Lomond Rd","70126"
"A1024314","107","SUSPICIOUS PERSON","3703052","561834","2014-01-09T01:17:05.000",,"2014-01-09T01:20:57.000","DUP","DUPLICATE","083XX Lomond Rd","70126"
"A1026314","62A","BURGLAR ALARM, SILENT","3717965","556584","2014-01-09T01:28:48.000","2014-01-09T01:30:16.000","2014-01-09T01:44:29.000","NAT","Necessary Action Taken","047XX Sherwood Dr","70128"
