"nopd_item","type_","typetext","mapx","mapy","timecreate","timedispatch","timeclosed","disposition","dispositiontext","block_address","zip"
"A1240114","107","SUSPICIOUS PERSON","3676029","526722","2014-01-10T15:57:37.000","2014-01-10T16:09:36.000","2014-01-10T16:13:50.000","GOA","GONE ON ARRIVAL","St Andrew St & Freret St","70113"
"A1242114","107","SUSPICIOUS PERSON","3698181","532854","2014-01-10T16:16:22.000","2014-01-10T16:17:20.000","2014-01-10T17:05:21.000","GOA","GONE ON ARRIVAL","057XX Burgundy St","70117"
"A1246414","107","SUSPICIOUS PERSON","3679774","543831","2014-01-10T16:58:48.000","2014-01-10T17:01:57.000","2014-01-10T17:18:55.000","GOA","GONE ON ARRIVAL","Paris Ave & Gentilly Blvd","70119"
"A1247014","107","SUSPICIOUS PERSON","3674088","524439","2014-01-10T17:03:29.000","2014-01-10T17:07:56.000","2014-01-10T17:24:01.000","UNF","UNFOUNDED","023XX 6th St","70115"
"A1251014","107","SUSPICIOUS PERSON","3680433","537255","2014-01-10T17:44:14.000","2014-01-10T17:50:30.000","2014-01-10T18:06:08.000","UNF","UNFOUNDED","Esplanade Ave & N Prieur St","70116"
"A1253314","107","SUSPICIOUS PERSON","3673173","528388","2014-01-10T18:06:10.000","2014-01-10T18:06:10.000","2014-01-10T18:22:36.000","NAT","Necessary Action Taken","2nd St & S Johnson St","70125"
"A1255214","107","SUSPICIOUS PERSON","3676451","526859","2014-01-10T18:22:33.000",,"2014-01-10T18:41:03.000","NAT","Necessary Action Taken","023XX Terpsichore St","70113"
"A1259514","107","SUSPICIOUS PERSON","3682359","530489","2014-01-10T19:07:40.000",,"2014-01-10T19:36:08.000","NAT","Necessary Action Taken","002XX N Peters St","70130"
"A1260914","107","SUSPICIOUS PERSON","3677187","540327","2014-01-10T19:19:17.000","2014-01-10T19:21:47.000","2014-01-10T20:24:48.000","UNF","UNFOUNDED","015XX Sauvage St","70119"
"A1261814","107","SUSPICIOUS PERSON","3674464","529197","2014-01-10T19:26:13.000","2014-01-10T19:27:42.000","2014-01-10T19:36:21.000","GOA","GONE ON ARRIVAL","033XX Erato St","70125"
"A1262214","107","SUSPICIOUS PERSON","3669082","520137","2014-01-10T19:27:56.000","2014-01-10T19:34:08.000","2014-01-10T19:49:22.000","GOA","GONE ON ARRIVAL","Prytania St & Lyons St","70115"
"A1262814","107","SUSPICIOUS PERSON","3673923","525551","2014-01-10T19:32:43.000",,"2014-01-10T19:33:36.000","NAT","Necessary Action Taken","Washington Ave & S Robertson St","70115"
"A1263514","107","SUSPICIOUS PERSON","3681310","537749","2014-01-10T19:37:22.000","2014-01-10T19:39:26.000","2014-01-10T19:47:22.000","UNF","UNFOUNDED","015XX N Roman St","70116"
"A1266214","107","SUSPICIOUS PERSON","3672626","535123","2014-01-10T20:01:26.000",,"2014-01-10T20:04:06.000","NAT","Necessary Action Taken","005XX S Rendon St","70119"
"A1269514","107","SUSPICIOUS PERSON","3672532","523604","2014-01-10T20:30:03.000",,"2014-01-10T21:08:34.000","NAT","Necessary Action Taken","S Liberty St & Amelia St","70115"
"A1270414","107","SUSPICIOUS PERSON","3682277","536763","2014-01-10T20:37:44.000",,"2014-01-10T21:49:45.000","NAT","Necessary Action Taken","014XX Columbus St","70116"
"A1271114","107","SUSPICIOUS PERSON","3681131","550462","2014-01-10T20:42:58.000","2014-01-10T20:43:47.000","2014-01-10T21:03:37.000","NAT","Necessary Action Taken","Warrington Dr & Mirabeau Ave","70122"
"A1273714","21","COMPLAINT OTHER","3681517","554818","2014-01-10T21:04:37.000","2014-01-10T21:05:42.000","2014-01-11T00:10:34.000","RTF","REPORT TO FOLLOW","060XX Wildair Dr","70122"
"A1276214","107","SUSPICIOUS PERSON","3685969","533937","2014-01-10T21:19:59.000","2014-01-10T21:19:59.000","2014-01-10T21:36:49.000","NAT","Necessary Action Taken","Mandeville St & N Peters St","70117"
"A1279914","107","SUSPICIOUS PERSON","3679356","535841","2014-01-10T21:48:14.000",,"2014-01-10T21:53:43.000","GOA","GONE ON ARRIVAL","N Prieur St & Dumaine St","70116"
"A1281614","107","SUSPICIOUS PERSON","3668569","557587","2014-01-10T22:04:36.000",,"2014-01-10T22:53:27.000","NAT","Necessary Action Taken","005XX Lakeshore Dr",
"A1283514","107","SUSPICIOUS PERSON","3681813","532089","2014-01-10T22:15:47.000",,"2014-01-10T22:26:59.000","NAT","Necessary Action Taken","Bourbon St & St Louis St","70112"
"A1284314","107","SUSPICIOUS PERSON","3675978","527202","2014-01-10T22:25:13.000",,"2014-01-10T23:09:22.000","NAT","Necessary Action Taken","Terpsichore St & S Robertson St","70113"
"A1287814","107","SUSPICIOUS PERSON","3679487","537663","2014-01-10T23:03:37.000","2014-01-10T23:05:38.000","2014-01-10T23:17:09.000","UNF","UNFOUNDED","013XX N Miro St","70119"
"A1288414","107","SUSPICIOUS PERSON","3670579","536248","2014-01-10T23:07:56.000",,"2014-01-11T00:20:41.000","NAT","Necessary Action Taken","D'Hemecourt St & S Scott St","70119"
"A1288814","107","SUSPICIOUS PERSON","3684610","536458","2014-01-10T23:09:57.000","2014-01-10T23:11:37.000","2014-01-10T23:56:46.000","GOA","GONE ON ARRIVAL","011XX Frenchmen St","70116"
"A1289014","107","SUSPICIOUS PERSON","3660859","520821","2014-01-10T23:11:53.000","2014-01-10T23:12:44.000","2014-01-10T23:27:53.000","NAT","Necessary Action Taken","Leake Ave & Constance St","70118"
"A1294814","107","SUSPICIOUS PERSON","3677778","555179","2014-01-10T23:53:57.000","2014-01-10T23:56:02.000","2014-01-11T00:02:37.000","NAT","Necessary Action Taken","014XX Robert E Lee Blvd","70122"
"A1296514","107","SUSPICIOUS PERSON","3668593","549243","2014-01-11T00:00:30.000","2014-01-11T00:01:47.000","2014-01-11T00:59:31.000","GOA","GONE ON ARRIVAL","Canal Blvd & Harrison Ave","70124"
"A1298214","107","SUSPICIOUS PERSON","3682032","536949","2014-01-11T00:11:18.000",,"2014-01-11T00:26:03.000","NAT","Necessary Action Taken","Columbus St & N Robertson St",
"A1300114","107","SUSPICIOUS PERSON","3699556","553120","2014-01-11T00:22:25.000","2014-01-11T00:22:25.000","2014-01-11T00:31:48.000","NAT","Necessary Action Taken","044XX Dale St","70126"
"A1301014","107","SUSPICIOUS PERSON","3699440","556107","2014-01-11T00:32:02.000","2014-01-11T00:32:02.000","2014-01-11T00:35:26.000","NAT","Necessary Action Taken","051XX Westlake Dr","70126"
"A1301514","107","SUSPICIOUS PERSON","3710110","554630","2014-01-11T00:34:54.000","2014-01-11T00:37:13.000","2014-01-11T00:50:01.000","GOA","GONE ON ARRIVAL","045XX Marque Dr","70127"
"A1302114","107","SUSPICIOUS PERSON","3699729","551934","2014-01-11T00:42:04.000","2014-01-11T00:42:04.000","2014-01-11T01:13:50.000","NAT","Necessary Action Taken","Chef Menteur Blvd & Dale St","70126"
"A1305814","107","SUSPICIOUS PERSON","3675594","521434","2014-01-11T01:15:03.000","2014-01-11T01:15:45.000","2014-01-11T01:43:23.000","NAT","Necessary Action Taken","014XX 7th St","70115"
"A1306414","107","SUSPICIOUS PERSON","3672248","517824","2014-01-11T01:22:06.000","2014-01-11T01:22:46.000","2014-01-11T01:35:38.000","NAT","Necessary Action Taken","041XX Annunciation St","70115"
"A1312914","107","SUSPICIOUS PERSON","3672390","528366","2014-01-11T02:37:39.000","2014-01-11T02:38:59.000","2014-01-11T04:01:31.000","UNF","UNFOUNDED","035XX 4th St","70125"
"A1314614","107","SUSPICIOUS PERSON","3681567","532290","2014-01-11T02:53:16.000",,"2014-01-11T03:05:57.000","NAT","Necessary Action Taken","005XX Dauphine St","70112"
"A1333014","107","SUSPICIOUS PERSON","3677616","523663","2014-01-11T07:34:33.000",,"2014-01-11T07:39:14.000","NAT","Necessary Action Taken","Jackson Ave & Saint Charles Ave","70130"
"A1333714","107","SUSPICIOUS PERSON","3700249","534947","2014-01-11T07:43:08.000","2014-01-11T07:44:48.000","2014-01-11T08:07:17.000","GOA","GONE ON ARRIVAL","061XX N Claiborne Ave","70117"
"A1339314","18","TRAFFIC INCIDENT","3676303","526029","2014-01-11T08:57:41.000",,"2014-01-11T09:38:38.000","NAT","Necessary Action Taken","Josephine St & S Liberty St","70113"
"A1340014","107","SUSPICIOUS PERSON","3678728","533930","2014-01-11T09:04:53.000","2014-01-11T09:05:30.000","2014-01-11T09:34:41.000","NAT","Necessary Action Taken","018XX Conti St","70112"
"A1342314","107","SUSPICIOUS PERSON","3680101","541348","2014-01-11T09:33:57.000","2014-01-11T09:34:47.000","2014-01-11T10:03:49.000","NAT","Necessary Action Taken","018XX N Broad St","70119"
"A1346914","107","SUSPICIOUS PERSON","3672620","531198","2014-01-11T10:21:44.000","2014-01-11T10:23:14.000","2014-01-11T10:35:41.000","NAT","Necessary Action Taken","Earhart Blvd & S Broad Ave","70125"
"A1347814","107","SUSPICIOUS PERSON","3675386","525934","2014-01-11T10:28:05.000","2014-01-11T10:29:11.000","2014-01-11T10:49:09.000","GOA","GONE ON ARRIVAL","024XX Philip St","70113"
"A1349814","107","SUSPICIOUS PERSON","3683414","532304","2014-01-11T10:52:01.000",,"2014-01-11T11:14:39.000","NAT","Necessary Action Taken","005XX Saint Ann St","70116"
"A1350414","107","SUSPICIOUS PERSON","3676388","550901","2014-01-11T10:59:37.000","2014-01-11T11:00:13.000","2014-01-11T11:11:14.000","GOA","GONE ON ARRIVAL","050XX Bancroft Dr","70122"
"A1350714","67S","SHOPLIFTING","3666106","533922","2014-01-11T11:02:00.000","2014-01-11T11:33:09.000","2014-01-11T12:24:33.000","RTF","REPORT TO FOLLOW","082XX Earhart Blvd","70118"
"A1352314","107","SUSPICIOUS PERSON","3683628","539487","2014-01-11T11:17:58.000","2014-01-11T11:22:11.000","2014-01-11T12:10:43.000","NAT","Necessary Action Taken","020XX N Johnson St","70116"
"A1354414","107","SUSPICIOUS PERSON","3671406","530532","2014-01-11T11:40:26.000","2014-01-11T11:41:03.000","2014-01-11T11:49:33.000","GOA","GONE ON ARRIVAL","S White St & Mlk Blvd","70125"
"A1359314","107","SUSPICIOUS PERSON","3669809","536110","2014-01-11T12:23:45.000","2014-01-11T12:24:38.000","2014-01-11T12:37:13.000","GOA","GONE ON ARRIVAL","040XX Tulane Ave","70119"
"A1364014","107","SUSPICIOUS PERSON","3667519","548076","2014-01-11T13:03:30.000","2014-01-11T13:05:23.000","2014-01-11T13:18:29.000","NAT","Necessary Action Taken","061XX Colbert St","70124"
"A1369414","107","SUSPICIOUS PERSON","3694252","559765","2014-01-11T14:02:17.000","2014-01-11T14:02:56.000","2014-01-11T14:08:58.000","GOA","GONE ON ARRIVAL","Hayne Blvd & Downman Rd","70126"
"A1373014","107","SUSPICIOUS PERSON","3709989","562631","2014-01-11T14:33:07.000","2014-01-11T14:35:18.000","2014-01-11T15:09:24.000","NAT","Necessary Action Taken","071XX Hanover Rd","70127"
"A1379914","107","SUSPICIOUS PERSON","3685779","536365","2014-01-11T15:51:24.000",,"2014-01-11T15:58:16.000","NAT","Necessary Action Taken","Mandeville St & Saint Claude Ave","70117"
"A1381414","107","SUSPICIOUS PERSON","3680367","540743","2014-01-11T16:04:48.000","2014-01-11T16:10:56.000","2014-01-11T16:20:38.000","NAT","Necessary Action Taken","017XX N Dorgenois St","70119"
"A1386514","107","SUSPICIOUS PERSON","3702888","559751","2014-01-11T16:52:07.000","2014-01-11T17:00:49.000","2014-01-11T17:26:05.000","UNF","UNFOUNDED","072XX Thornley Dr","70126"
"A1388414","107","SUSPICIOUS PERSON","3680515","523404","2014-01-11T17:08:45.000","2014-01-11T17:27:25.000","2014-01-11T17:30:14.000","NAT","Necessary Action Taken","015XX Constance St","70130"
"A1390114","107","SUSPICIOUS PERSON","3681125","533064","2014-01-11T17:22:57.000","2014-01-11T17:24:29.000","2014-01-11T17:46:36.000","NAT","Necessary Action Taken","Toulouse St & N Rampart St",
"A1393214","56","SIMPLE CRIMINAL DAMAGE","3687985","528004","2014-01-11T17:50:00.000","2014-01-11T18:05:08.000","2014-01-11T19:06:49.000","RTF","REPORT TO FOLLOW","008XX Newton St","70114"
"A1393914","107","SUSPICIOUS PERSON","3681184","526180","2014-01-11T17:55:34.000","2014-01-11T17:55:52.000","2014-01-11T18:01:16.000","UNF","UNFOUNDED","011XX Constance St","70130"
"A1394814","107","SUSPICIOUS PERSON","3676484","538967","2014-01-11T18:09:36.000","2014-01-11T18:10:51.000","2014-01-11T18:41:37.000","UNF","UNFOUNDED","030XX Ursulines Ave","70119"
"A1400514","107","SUSPICIOUS PERSON","3689580","535934","2014-01-11T18:55:34.000","2014-01-11T19:16:58.000","2014-01-11T19:34:15.000","GOA","GONE ON ARRIVAL","Louisa St & St Claude Ave","70117"
"A1401014","107","SUSPICIOUS PERSON","3676680","534645","2014-01-11T19:00:28.000",,"2014-01-11T19:10:11.000","NAT","Necessary Action Taken","002XX N Tonti St","70119"
"A1402514","107","SUSPICIOUS PERSON","3678999","536558","2014-01-11T19:10:00.000","2014-01-11T19:12:39.000","2014-01-11T19:26:36.000","NAT","Necessary Action Taken","022XX Saint Philip St","70119"
"A1408414","107","SUSPICIOUS PERSON","3681607","544096","2014-01-11T19:53:47.000","2014-01-11T20:09:22.000","2014-01-11T20:16:28.000","UNF","UNFOUNDED","018XX Benefit St","70122"
"A1409414","107","SUSPICIOUS PERSON","3685969","533937","2014-01-11T20:03:04.000","2014-01-11T20:06:11.000","2014-01-11T20:22:31.000","NAT","Necessary Action Taken","Mandeville St & N Peters St","70117"
"A1410014","107","SUSPICIOUS PERSON","3675894","537380","2014-01-11T20:09:05.000","2014-01-11T20:11:02.000","2014-01-11T20:29:22.000","GOA","GONE ON ARRIVAL","029XX Saint Peter St","70119"
"A1413414","107","SUSPICIOUS PERSON","3703674","552479","2014-01-11T20:34:02.000","2014-01-11T20:34:45.000","2014-01-11T20:47:55.000","NAT","Necessary Action Taken","076XX Chef Menteur Hwy","70126"
"A1414114","107","SUSPICIOUS PERSON","3703328","563103","2014-01-11T20:37:34.000","2014-01-11T20:51:14.000","2014-01-11T21:28:29.000","NAT","Necessary Action Taken","080XX Gus St","70127"
"A1418414","107","SUSPICIOUS PERSON","3679356","535841","2014-01-11T21:16:09.000","2014-01-11T21:17:11.000","2014-01-11T21:33:51.000","UNF","UNFOUNDED","Dumaine St & N Prieur St","70116"
"A1419214","107","SUSPICIOUS PERSON","3681452","539184","2014-01-11T21:26:46.000",,"2014-01-11T21:53:25.000","NAT","Necessary Action Taken","020XX Saint Bernard Ave","70116"
"A1422314","107","SUSPICIOUS PERSON","3682032","536949","2014-01-11T21:52:26.000",,"2014-01-11T21:55:34.000","NAT","Necessary Action Taken","N Robertson St & Columbus St","70116"
"A1425914","107","SUSPICIOUS PERSON","3681601","531811","2014-01-11T22:28:36.000","2014-01-11T22:31:17.000","2014-01-11T22:40:19.000","GOA","GONE ON ARRIVAL","Conti St & Bourbon St","70112"
"A1427714","107","SUSPICIOUS PERSON","3706122","562744","2014-01-11T22:46:12.000","2014-01-11T22:46:12.000","2014-01-11T22:49:31.000","NAT","Necessary Action Taken","Vanderkloot Ave & Adele St","70127"
"A1429514","94","DISCHARGING FIREARM","3707619","558527","2014-01-11T23:00:37.000","2014-01-11T23:07:09.000","2014-01-11T23:20:16.000","UNF","UNFOUNDED","067XX Tara Ln","70127"
"A1430114","107","SUSPICIOUS PERSON","3703959","556392","2014-01-11T23:04:44.000","2014-01-11T23:04:44.000","2014-01-11T23:06:54.000","NAT","Necessary Action Taken","055XX Bentley Dr","70126"
"A1432714","107","SUSPICIOUS PERSON","3672210","526087","2014-01-11T23:29:09.000",,"2014-01-11T23:53:31.000","UNF","UNFOUNDED","Louisiana Ave & S Claiborne Ave","70125"
"A1433614","107","SUSPICIOUS PERSON","3697116","551478","2014-01-11T23:36:19.000","2014-01-11T23:36:19.000","2014-01-12T01:31:48.000","NAT","Necessary Action Taken","060XX Chef Menteur Hwy","70126"
"A1434314","107","SUSPICIOUS PERSON","3682032","536949","2014-01-11T23:44:05.000",,"2014-01-11T23:51:51.000","NAT","Necessary Action Taken","Columbus St & N Robertson St","70116"
"A1438814","107","SUSPICIOUS PERSON","3680759","534762","2014-01-12T00:10:50.000",,"2014-01-12T00:32:31.000","NAT","Necessary Action Taken","009XX N Villere St","70116"
"A1439814","107","SUSPICIOUS PERSON","3680741","529254","2014-01-12T00:21:22.000","2014-01-12T00:49:54.000","2014-01-12T00:59:36.000","NAT","Necessary Action Taken","005XX Saint Charles Ave","70130"
"A1440314","107","SUSPICIOUS PERSON","3681041","538647","2014-01-12T00:26:02.000",,"2014-01-12T00:30:19.000","NAT","Necessary Action Taken","Lapeyrouse St & N Johnson St","70116"
"A1443414","107","SUSPICIOUS PERSON","3667808","539354","2014-01-12T01:02:45.000","2014-01-12T01:02:45.000","2014-01-12T01:31:42.000","NAT","Necessary Action Taken","Banks St & S Anthony St","70119"
"A1444314","107","SUSPICIOUS PERSON","3679433","526779","2014-01-12T01:15:26.000",,"2014-01-12T01:41:55.000","NAT","Necessary Action Taken","Calliope St & Carondelet St","70113"
"A1446414","107","SUSPICIOUS PERSON","3680722","535741","2014-01-12T01:45:45.000","2014-01-12T01:47:33.000","2014-01-12T02:03:04.000","NAT","Necessary Action Taken","N Claiborne Ave & Ursulines Ave","70116"
"A1448014","107","SUSPICIOUS PERSON","3710499","555471","2014-01-12T02:11:03.000","2014-01-12T02:12:15.000","2014-01-12T02:28:11.000","NAT","Necessary Action Taken","047XX Eunice Dr","70127"
"A1449314","107","SUSPICIOUS PERSON","3674557","540768","2014-01-12T02:24:05.000","2014-01-12T02:25:19.000","2014-01-12T02:46:44.000","UNF","UNFOUNDED","Wilson Dr & Moss St","70119"
"A1449614","107","SUSPICIOUS PERSON","3709621","516098","2014-01-12T02:29:14.000","2014-01-12T02:30:51.000","2014-01-12T02:39:13.000","GOA","GONE ON ARRIVAL","039XX Jennifer St","70131"
"A1456314","107","SUSPICIOUS PERSON","3677270","524595","2014-01-12T04:11:54.000","2014-01-12T04:13:44.000","2014-01-12T04:31:22.000","UNF","UNFOUNDED","021XX Baronne St","70113"
"A1458914","107","SUSPICIOUS PERSON","3682148","538714","2014-01-12T04:44:26.000","2014-01-12T04:48:24.000","2014-01-12T05:12:09.000","GOA","GONE ON ARRIVAL","016XX N Roman St","70116"
"A1459014","67AR","SIMULTANEOS STOLEN/RECOVERY VEHICLE","3699367","518023","2014-01-12T04:45:04.000","2014-01-12T04:46:49.000","2014-01-12T06:52:45.000","RTF","REPORT TO FOLLOW","X Yellowstone Dr","70131"
"A1463714","107","SUSPICIOUS PERSON","3697175","554506","2014-01-12T06:29:16.000","2014-01-12T06:31:40.000","2014-01-12T06:49:08.000","UNF","UNFOUNDED","048XX Shalimar Dr","70126"
"A1472414","107","SUSPICIOUS PERSON","3682734","530490","2014-01-12T09:18:54.000","2014-01-12T09:19:44.000","2014-01-12T11:19:57.000","NAT","Necessary Action Taken","N Front St & Bienville St","70130"
"A1475714","21","COMPLAINT OTHER","3690347","550218","2014-01-12T09:56:24.000","2014-01-12T09:57:54.000","2014-01-12T10:13:29.000","NAT","Necessary Action Taken","045XX Feliciana Dr","70126"
"A1475814","107","SUSPICIOUS PERSON","3735198","563332","2014-01-12T09:57:04.000","2014-01-12T09:59:10.000","2014-01-12T10:08:15.000","GOA","GONE ON ARRIVAL","Chef Menteur Hwy & Industrial Pkwy","70129"
"A1476314","107","SUSPICIOUS PERSON","3674455","523291","2014-01-12T10:09:11.000","2014-01-12T10:09:11.000","2014-01-12T10:24:16.000","NAT","Necessary Action Taken","7th St & Danneel St","70115"
"A1477214","21","COMPLAINT OTHER","3667293","546770","2014-01-12T10:24:54.000","2014-01-12T10:26:27.000","2014-01-12T11:33:41.000","NAT","Necessary Action Taken","059XX Colbert St","70124"
"A1479414","107","SUSPICIOUS PERSON","3673841","522705","2014-01-12T10:54:49.000","2014-01-12T10:54:49.000","2014-01-12T12:47:48.000","NAT","Necessary Action Taken","019XX Louisiana Ave","70115"
"A1481714","107","SUSPICIOUS PERSON","3693246","537447","2014-01-12T11:24:53.000","2014-01-12T11:26:25.000","2014-01-12T11:39:16.000","GOA","GONE ON ARRIVAL","017XX Lesseps St","70117"
"A1482814","107","SUSPICIOUS PERSON","3690492","539758","2014-01-12T11:39:50.000","2014-01-12T11:41:20.000","2014-01-12T11:46:42.000","NAT","Necessary Action Taken","021XX Louisa St","70117"
"A1483214","107","SUSPICIOUS PERSON","3685601","538575","2014-01-12T11:43:48.000","2014-01-12T11:57:24.000","2014-01-12T12:07:29.000","GOA","GONE ON ARRIVAL","Mandeville St & N Derbigny St","70117"
"A1484414","107","SUSPICIOUS PERSON","3708183","517122","2014-01-12T11:55:36.000","2014-01-12T11:56:58.000","2014-01-12T12:24:53.000","GOA","GONE ON ARRIVAL","037XX Preston Pl","70131"
"A1487214","107","SUSPICIOUS PERSON","3693227","537536","2014-01-12T12:28:47.000","2014-01-12T12:30:41.000","2014-01-12T12:43:58.000","NAT","Necessary Action Taken","017XX Lesseps St","70117"
"A1489814","107","SUSPICIOUS PERSON","3673300","519419","2014-01-12T12:51:51.000",,"2014-01-12T13:05:49.000","NAT","Necessary Action Taken","010XX Peniston St","70115"
"A1496714","107","SUSPICIOUS PERSON","3676854","534423","2014-01-12T14:18:03.000","2014-01-12T14:27:23.000","2014-01-12T14:47:29.000","GOA","GONE ON ARRIVAL","023XX Iberville St","70119"
"A1497414","107","SUSPICIOUS PERSON","3679811","534768","2014-01-12T14:27:35.000",,"2014-01-12T14:35:27.000","VOI","VOID","Orleans Ave & N Claiborne Ave","70116"
"A1500414","107","SUSPICIOUS PERSON","3685124","536829","2014-01-12T15:07:37.000","2014-01-12T15:08:57.000","2014-01-12T15:16:35.000","UNF","UNFOUNDED","012XX Elysian Fields Ave","70117"
"A1500714","107","SUSPICIOUS PERSON","3670071","549289","2014-01-12T15:11:55.000","2014-01-12T15:12:23.000","2014-01-12T15:47:10.000","NAT","Necessary Action Taken","009XX Harrison Ave","70124"
"A1504514","107","SUSPICIOUS PERSON","3667498","531578","2014-01-12T15:48:08.000",,"2014-01-12T15:54:50.000","UNF","UNFOUNDED","Broadway St & Pritchard Pl","70125"
"A1504714","107","SUSPICIOUS PERSON","3682452","540180","2014-01-12T15:48:52.000",,"2014-01-12T16:01:11.000","NAT","Necessary Action Taken","019XX N Miro St","70119"
"A1516314","107","SUSPICIOUS PERSON","3680660","539881","2014-01-12T17:42:56.000","2014-01-12T17:46:21.000","2014-01-12T18:19:07.000","GOA","GONE ON ARRIVAL","D'Abadie St & N Tonti St","70119"
"A1517414","107","SUSPICIOUS PERSON","3686891","548868","2014-01-12T17:52:14.000","2014-01-12T17:52:59.000","2014-01-12T17:59:14.000","NAT","Necessary Action Taken","044XX Franklin Ave","70122"
"A1518314","107","SUSPICIOUS PERSON","3688208","536976","2014-01-12T17:59:09.000","2014-01-12T18:05:31.000","2014-01-12T18:30:35.000","NAT","Necessary Action Taken","Press St & Urquhart St","70117"
"A1523114","107","SUSPICIOUS PERSON","3678240","534372","2014-01-12T18:32:24.000",,"2014-01-12T18:43:51.000","NAT","Necessary Action Taken","N Prieur St & Conti St","70112"
"A1523914","107","SUSPICIOUS PERSON","3672296","523545","2014-01-12T18:40:34.000","2014-01-12T18:54:55.000","2014-01-12T19:21:55.000","NAT","Necessary Action Taken","Peniston St & S Liberty St","70115"
"A1527414","107","SUSPICIOUS PERSON","3676680","534645","2014-01-12T19:17:10.000","2014-01-12T19:25:01.000","2014-01-12T19:52:11.000","NAT","Necessary Action Taken","002XX N Tonti St","70119"
"A1528414","107","SUSPICIOUS PERSON","3687126","547614","2014-01-12T19:30:26.000","2014-01-12T19:32:12.000","2014-01-12T19:43:30.000","GOA","GONE ON ARRIVAL","040XX Franklin Ave","70122"
"A1529314","107","SUSPICIOUS PERSON","3698413","520717","2014-01-12T19:42:01.000","2014-01-12T19:53:31.000","2014-01-12T21:42:13.000","GOA","GONE ON ARRIVAL","040XX Macarthur Blvd","70114"
"A1529614","107","SUSPICIOUS PERSON","3667975","542541","2014-01-12T19:50:07.000",,"2014-01-12T20:01:22.000","NAT","Necessary Action Taken","052XX Canal Blvd","70124"
"A1529914","107","SUSPICIOUS PERSON","3677962","534584","2014-01-12T19:51:04.000",,"2014-01-12T20:21:13.000","NAT","Necessary Action Taken","Conti St & N Johnson St",
"A1530414","107","SUSPICIOUS PERSON","3715442","557533","2014-01-12T19:56:03.000","2014-01-12T19:56:35.000","2014-01-12T20:12:22.000","NAT","Necessary Action Taken","049XX Papania Dr","70127"
"A1531914","107","SUSPICIOUS PERSON","3676293","526374","2014-01-12T20:13:21.000","2014-01-12T20:15:21.000","2014-01-12T20:26:41.000","UNF","UNFOUNDED","020XX La Salle St","70113"
"A1532614","966","DRUG VIOLATIONS","3682495","532984","2014-01-12T20:21:45.000",,"2014-01-12T20:40:53.000","RTF","REPORT TO FOLLOW","008XX Saint Ann St","70116"
"A1534114","107","SUSPICIOUS PERSON","3691188","549311","2014-01-12T20:35:45.000","2014-01-12T20:36:13.000","2014-01-12T20:47:30.000","GOA","GONE ON ARRIVAL","045XX Old Gentilly Rd","70126"
"A1536114","107","SUSPICIOUS PERSON","3683426","537290","2014-01-12T20:53:56.000",,"2014-01-12T21:06:53.000","NAT","Necessary Action Taken","Saint Anthony St & N Villere St",
"A1538614","107","SUSPICIOUS PERSON","3669267","544856","2014-01-12T21:17:35.000","2014-01-12T21:19:07.000","2014-01-12T21:25:59.000","GOA","GONE ON ARRIVAL","008XX Lemoyne St","70124"
"A1538814","107","SUSPICIOUS PERSON","3714714","566199","2014-01-12T21:19:57.000","2014-01-12T21:21:30.000","2014-01-12T21:38:02.000","GOA","GONE ON ARRIVAL","120XX E Barrington Dr","70128"
"A1545814","107","SUSPICIOUS PERSON","3680722","535741","2014-01-12T22:18:08.000",,"2014-01-12T23:25:05.000","NAT","Necessary Action Taken","Ursulines Ave & N Claiborne Ave","70116"
"A1546314","107","SUSPICIOUS PERSON","3680927","530925","2014-01-12T22:21:53.000","2014-01-12T22:35:17.000","2014-01-12T22:42:38.000","GOA","GONE ON ARRIVAL","001XX Bourbon St",
"A1546514","107","SUSPICIOUS PERSON","3677180","534718","2014-01-12T22:25:02.000",,"2014-01-12T22:39:55.000","NAT","Necessary Action Taken","003XX N Miro St","70119"
"A1549214","107","SUSPICIOUS PERSON","3704598","559624","2014-01-12T22:45:28.000","2014-01-12T22:48:00.000","2014-01-12T23:57:43.000","NAT","Necessary Action Taken","070XX Crowder Blvd","70127"
"A1552314","107","SUSPICIOUS PERSON","3668923","520262","2014-01-12T23:12:51.000",,"2014-01-12T23:14:03.000","VOI","VOID","049XX Prytania St","70115"
"A1556714","107","SUSPICIOUS PERSON","3679487","535316","2014-01-13T00:00:27.000","2014-01-13T00:01:17.000","2014-01-13T00:12:20.000","GOA","GONE ON ARRIVAL","018XX Saint Ann St","70116"
"A1557114","107","SUSPICIOUS PERSON","3679874","526521","2014-01-13T00:03:01.000",,"2014-01-13T00:46:47.000","NAT","Necessary Action Taken","Saint Charles Ave & Calliope St","70130"
"A1559814","107","SUSPICIOUS PERSON","3696840","521698","2014-01-13T00:43:12.000",,"2014-01-13T01:10:18.000","NAT","Necessary Action Taken","Westbend Pkwy & Westpark Dr","70114"
"A1560414","21","COMPLAINT OTHER","3705011","558420","2014-01-13T00:46:14.000","2014-01-13T00:47:04.000","2014-01-13T01:44:42.000","NAT","Necessary Action Taken","Crowder Blvd & S I-10 Service Rd",
"A1561614","107","SUSPICIOUS PERSON","3678358","533362","2014-01-13T00:59:46.000",,"2014-01-13T01:05:44.000","NAT","Necessary Action Taken","N Derbigny St & Iberville St","70112"
