"the_geom","objectid","ownername","businessname","address","suite","city","state","zip","businesstype","lat","lon"
"POINT (-90.06396891074 29.970357917959)","282","Bertha R. Bradley dba Bertha's Place Bar & Restaurant","Bertha R. Bradley dba Bertha's Place Bar & Restaurant","1355 St Bernard Ave",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9703525","-90.0639633"
"POINT (-90.131102528175 29.943289609862)","717","Dymond Cassi","SATSUMA MAPLE LLC dba SATSUMA CAFE'","7901 Maple St",,"New Orleans","LA","70118","1105 - Full Service Restaurants (table service available)","29.9432842","-90.1310969"
"POINT (-90.10212802183 29.978648118272)","1221","DiCarlo & Clesi Hospitality dba Clesi's Restaurant & Catering","DiCarlo & Clesi Hospitality dba Clesi's Restaurant & Catering","4323 Bienville Ave",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9786427","-90.1021224"
"POINT (-90.128176126645 29.92471780578)","112","Carrollton Booster Club Inc Carrollton Booster Club","Carrollton Booster Club Inc Carrollton Booster Club","6500 Magazine St",,"New Orleans","LA","70118","1126 - Drinking Places (Alcoholic Beverages)","29.9247124","-90.1281705"
"POINT (-90.045725006283 29.968576717886)","874","Walker Aaron","La Jetee LLC dba N7","1117 Montegut St",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9685713","-90.0457194"
"POINT (-90.086358517146 29.976743518759)","597","Accorsi Suzanne K","Pinche Inc dba Pal's Lounge","949 N Rendon St",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.9767381","-90.0863529"
"POINT (-90.067189710883 29.947203412662)","696","Talamo Investments LLC dba Wine Institute New Orleans","Talamo Investments LLC dba Wine Institute New Orleans","610 Tchoupitoulas St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.947198","-90.0671841"
"POINT (-90.077589213471 29.936625510037)","245","1753 St Charles LLC dba The Beaded Oak","1753 St Charles LLC dba The Beaded Oak","1753 St Charles Ave",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9366201","-90.0775836"
"POINT (-90.070607612011 29.954534914558)","84","Beyaz Aytekin","Canal 841 LLC dba Canal Express","841 Canal St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9545295","-90.070602"
"POINT (-90.052100407361 29.966922717428)","474","Marie's Bar LLC","Marie's Bar LLC","2483 Burgundy St",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9669173","-90.0520948"
"POINT (-90.098445620454 29.971747317466)","289","CB Hospitality LLC dba Fullblast Brunch","CB Hospitality LLC dba Fullblast Brunch","139 S Cortez St",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9717419","-90.09844"
"POINT (-90.105820819982 29.920711205443)","1260","Lambay Group LLC dba Apolline Restaurant","Lambay Group LLC dba Apolline Restaurant","4729 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9207058","-90.1058152"
"POINT (-89.994922095308 30.031374033024)","1261","Lily & Company, LLC dba Crowder Chevron","Lily & Company, LLC dba Crowder Chevron","7000 Crowder Blvd",,"New Orleans","LA","70127","1131 - Gasoline Stations with Convenience Stores","30.0313686","-89.9949165"
"POINT (-90.071219911269 29.937817610229)","280","BBR Framework LLC, DBA Birdy's","BBR Framework LLC, DBA Birdy's","1320 Magazine St","Ste 104","New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9378122","-90.0712143"
"POINT (-90.117647823108 29.920834205056)","835","Stern Heather","Whole Foods Company Inc dba Whole Foods Market","5600 Magazine St",,"New Orleans","LA","70115","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9208288","-90.1176422"
"POINT (-90.061023310151 29.958875915815)","25","925 Decatur, LLC dba Crescent City Pizza Works","925 Decatur, LLC dba Crescent City Pizza Works","925 Decatur St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9588705","-90.0610177"
"POINT (-90.005348893185 29.914429807999)","984","Lakewood Restoration Ptnltd dba Lakewood Gulf Club","Lakewood Restoration Ptnltd dba Lakewood Gulf Club","4801 General De Gaulle Dr",,"New Orleans","LA","70131","1105 - Full Service Restaurants (table service available)","29.9144244","-90.0053433"
"POINT (-90.069162411925 29.952866714059)","675","Stevens IV Miles","Cafe Beignet LLC dba Cafe Beignet Canal","622 Canal St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9528613","-90.0691568"
"POINT (-90.067454411461 29.947273212689)","535","Blatty, Jr. William P.","Barcadia Bar & Grill New Orleans LLC dba Barcadia","601 Tchoupitoulas St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9472678","-90.0674488"
"POINT (-90.070901612908 29.965557616444)","85","CANDLE LIGHT LOUNGE, LLC dba Candle Light Lounge","CANDLE LIGHT LOUNGE, LLC dba Candle Light Lounge","925 N Robertson St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9655522","-90.070896"
"POINT (-90.072866112715 29.951392713866)","742","Petros & Gus Inc  P & G Restaurant","Petros & Gus Inc  P & G Restaurant","345 Baronne St",,"New Orleans","LA","70112","2062 - Limited Service Restaurants (no table service available)","29.9513873","-90.0728605"
"POINT (-90.070068410692 29.929768708927)","975","Kawthar Esmail d/b/a Chippewa Food Store","Kawthar Esmail d/b/a Chippewa Food Store","1684 Chippewa St",,"New Orleans","LA","70130","1110 - Beer, Wine & Liquor Stores","29.9297633","-90.0700628"
"POINT (-90.083533917333 29.980086219749)","62","Bayou Breakfast LLC dba Bayou Breakfast","Bayou Breakfast LLC dba Bayou Breakfast","3111 Grand Route St John St",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9800808","-90.0835283"
"POINT (-134.876129077853 31.078027466238)","1176","Willa Jean, LLC","Willa Jean, LLC","611 O'keefe Ave","Ste C-12","New Orleans","LA","70113","1169 - Miscellaneous Store Retailers (except Tobacco), All Other","31.0780237","-134.876115"
"POINT (-90.05721200969 29.978814320362)","336","Dang Enterprise Inc dba Danny Food Store","Dang Enterprise Inc dba Danny Food Store","2101 Elysian Fields Ave",,"New Orleans","LA","70117","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9788089","-90.0572064"
"POINT (-90.035559902727 29.961338916844)","1325","Tice Peter Breen & Jennifer","The Joint On Poland LLC","701 Mazant St",,"New Orleans","LA","70117","1105 - Full Service Restaurants (table service available)","29.9613335","-90.0355543"
"POINT (-90.065748410674 29.946944912709)","1063","Macaluso Gabrielle","The Chicory LLC dba The Chicory","610 S Peters St",,"New Orleans","LA","70130","2065 - Caterers","29.9469395","-90.0657428"
"POINT (-90.073711512518 29.950083713455)","335","Daisy Maes Poydras LLC, dba Daisy Maes","Daisy Maes Poydras LLC, dba Daisy Maes","920 Poydras St",,"New Orleans","LA","70113","1105 - Full Service Restaurants (table service available)","29.9500783","-90.0737059"
"POINT (-90.065693611418 29.958798815638)","288","Chrysochoos Jacques","Cat's 701 Bourbon LLC dba Cat's Meow","701 Bourbon St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9587934","-90.065688"
"POINT (-90.075707612709 29.938314510932)","878","Jess Bourgeois","Lula Holdings, LLC dba LULA RESTAURANT DISTILLERY","1532 St Charles Ave",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9383091","-90.075702"
"POINT (-90.059073209408 29.964471216708)","552","CHEN FENSHENG","Haiku Nola LLC dba Royal Sushi & Bar","1913 Royal St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9644658","-90.0590676"
"POINT (-90.081010115589 29.973332818231)","495","Crescent City Steak House","Crescent City Steak House","1001 N Broad St",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9733274","-90.0810045"
"POINT (-90.105911520833 29.920358305856)","721","Nguyen Andy","Sexy Fish, LLC dba Misa Da","4734 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9203529","-90.1059059"
"POINT (-90.082438916067 29.97090981741)","1339","Zulu Social Aid And Pleasure Club Inc dba Glapion Hall","Zulu Social Aid And Pleasure Club Inc dba Glapion Hall","730 N Broad St",,"New Orleans","LA","70119","3364 - Reception Hall","29.9709044","-90.0824333"
"POINT (-90.069838811409 29.945618911986)","287","Honn Dana","Carmo LLC dba Carmo Cafe","527 Julia St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9456135","-90.0698332"
"POINT (-90.014826399192 30.003269526448)","817","Dempsey Joseph","Crescent Crown Distributing, LLC","5900 Almonaster Ave",,"New Orleans","LA","70126","0144 - Wine & Distilled Alcoholic Beverage Wholesalers","30.0032641","-90.0148208"
"POINT (-90.077229914794 29.967256017012)","1203","Cajun Orleans LLC dba Cajun Wills","Cajun Orleans LLC dba Cajun Wills","2127 Orleans Ave",,"New Orleans","LA","70116","1101 - Convenience Stores","29.9672506","-90.0772243"
"POINT (-89.962662087434 30.047126237698)","165","Eedo's Restaurant LLC dba Eedo's Restaurant","Eedo's Restaurant LLC dba Eedo's Restaurant","11831 N Interstate 10 Service Rd",,"New Orleans","LA","70128","1105 - Full Service Restaurants (table service available)","30.0471208","-89.9626565"
"POINT (-90.091684818371 29.972069817488)","537","Bayou Beer Garden LLc dba Bayou Beer Garden","Bayou Beer Garden LLc dba Bayou Beer Garden","326 N Norman C Francis Prkwy",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.9720644","-90.0916792"
"POINT (-90.072773412748 29.954367713997)","1056","Studio Network-Orpheum LLC dba Orpheum Theater","Studio Network-Orpheum LLC dba Orpheum Theater","129 Roosevelt Way",,"New Orleans","LA","70112","2302 - Theater Companies & Dinner Theaters","29.9543623","-90.0727678"
"POINT (-90.074488312816 29.945033711883)","514","NOLA Caye, LLC dba NOLA Caye","NOLA Caye, LLC dba NOLA Caye","898 Baronne St",,"New Orleans","LA","70113","1105 - Full Service Restaurants (table service available)","29.9450283","-90.0744827"
"POINT (-90.101433820486 29.952981713185)","1019","Tonia's Jazz It Up LLC dba Tonia's Jazz It Up","Tonia's Jazz It Up LLC dba Tonia's Jazz It Up","4201 Washington Ave",,"New Orleans","LA","70125","1126 - Drinking Places (Alcoholic Beverages)","29.9529763","-90.1014282"
"POINT (-90.084306616694 29.980534919808)","64","Bevo Vino LLC dba SWIRL","Bevo Vino LLC dba SWIRL","3143 Ponce De Leon St",,"New Orleans","LA","70119","1110 - Beer, Wine & Liquor Stores","29.9805295","-90.084301"
"POINT (-90.103311319523 29.920555105533)","9","4520 NOLA LLC dba Brothers Three Lounge","4520 NOLA LLC dba Brothers Three Lounge","4520 Magazine St",,"New Orleans","LA","70115","1126 - Drinking Places (Alcoholic Beverages)","29.9205497","-90.1033057"
"POINT (-90.099125020969 29.975583718054)","371","La Finca Home Plate Inn LLC dba El Rinconcito","La Finca Home Plate Inn LLC dba El Rinconcito","216 N Carrollton Ave",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9755783","-90.0991194"
"POINT (-89.977342990327 30.039648635773)","986","Lina Grocery Inc dba Read Supermarket","Lina Grocery Inc dba Read Supermarket","7045 Read Blvd",,"New Orleans","LA","70127","1106 - Supermarket & Other Grocery (except Convenience) Stores","30.0396432","-89.9773374"
"POINT (-90.068874211937 29.954395213906)","1291","Rawbar Inc dba Acme Oyster House","Rawbar Inc dba Acme Oyster House","724 Iberville St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9543898","-90.0688686"
"POINT (-90.06978271217 29.955785114095)","752","Killer Partners, LLC dba Killer Poboys No 1","Killer Partners, LLC dba Killer Poboys No 1","219 Dauphine St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9557797","-90.0697771"
"POINT (-90.073994013475 29.950112913328)","327","Johnny Sanchez LLC, dba Johnny Sanchez","Johnny Sanchez LLC, dba Johnny Sanchez","930 Poydras St","Ste B","New Orleans","LA","70113","1105 - Full Service Restaurants (table service available)","29.9501075","-90.0739884"
"POINT (-90.10212731914 29.920656606057)","565","Pepper's Restaurant LLC dba New York Pizza","Pepper's Restaurant LLC dba New York Pizza","4416 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9206512","-90.1021217"
"POINT (-90.096031118612 29.937276209856)","898","Mazin Inc dba Key Food","Mazin Inc dba Key Food","2600 Louisiana Ave",,"New Orleans","LA","70115","1101 - Convenience Stores","29.9372708","-90.0960255"
"POINT (-90.040075903499 29.944972012686)","759","Lawsons Grocery & Deli Inc","Lawsons Grocery & Deli Inc","1625 Newton St",,"New Orleans","LA","70114","1101 - Convenience Stores","29.9449666","-90.0400703"
"POINT (-90.070114212325 29.950756613481)","952","St Charles Ave Prime Properties LLC dba Residence Inn by Marriott","St Charles Ave Prime Properties LLC dba Residence Inn by Marriott","360 St Charles Ave",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9507512","-90.0701086"
"POINT (-90.071483213636 29.984114421013)","1331","Turtle Creek Enterprise Inc dba The Showcase Bar and Lounge","Turtle Creek Enterprise Inc dba The Showcase Bar and Lounge","1915 N Broad St",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.984109","-90.0714776"
"POINT (-90.070109712487 29.955482014098)","470","Mahony's 2 Iberville St., LLC dba Mahony's Po-Boys","Mahony's 2 Iberville St., LLC dba Mahony's Po-Boys","901 Iberville St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9554766","-90.0701041"
"POINT (-90.068402911485 29.957304714637)","523","415 Rue Dauphine LLC dba May Bailey's / Dauphine Orleans","415 Rue Dauphine LLC dba May Bailey's / Dauphine Orleans","415 Dauphine St",,"New Orleans","LA","70112","1126 - Drinking Places (Alcoholic Beverages)","29.9572993","-90.0683973"
"POINT (-90.065748410674 29.946944912709)","957","Pate Cynthia","The Chicory LLC dba The Chicory","610 S Peters St",,"New Orleans","LA","70130","2065 - Caterers","29.9469395","-90.0657428"
"POINT (-90.067528710969 29.953450314273)","563","Watters Robert","Our Bar LLC dba Our Bar","139 Chartres St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9534449","-90.0675231"
"POINT (-90.064005711013 29.958968215186)","497","Fulton Katerina","Cuzins4 LLC, dba The New Orleans Vampire Cafe","801 Royal St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9589628","-90.0640001"
"POINT (-90.106055822073 29.96904591607)","969","Hugo Restaurant Group LLC, dba Hieux Boil Seafood House","Hugo Restaurant Group LLC, dba Hieux Boil Seafood House","4077 Tulane Ave",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9690405","-90.1060502"
"POINT (-90.059239609281 29.960543415594)","1184","VooDoo Tavern & PoBoys, LLC","VooDoo Tavern & PoBoys, LLC","1140 Decatur St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.960538","-90.059234"
"POINT (-90.119534824442 29.921785105874)","616","Italian Restaurateurs, Inc d/b/a Bistro Daisy","Italian Restaurateurs, Inc d/b/a Bistro Daisy","5831 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9217797","-90.1195292"
"POINT (-90.062256710731 29.959081115342)","517","OLCY inc DBA Harry’S Corner","OLCY inc DBA Harry’S Corner","900 Chartres St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9590757","-90.0622511"
"POINT (-90.066098410837 29.954078914044)","972","IRENE'S, LLC dba IRENE'S","IRENE'S, LLC dba IRENE'S","529 Bienville St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9540735","-90.0660928"
"POINT (-90.072842212222 29.950295812907)","1080","Remington Lodging & Hospitality, LLC dba Le Pavillion Hotel Restaurant","Remington Lodging & Hospitality, LLC dba Le Pavillion Hotel Restaurant","833 Poydras St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9502904","-90.0728366"
"POINT (-89.979349591458 30.05141033824)","1105","The Blue Flamingo, LLC dba The Blue Flamingo Sports Bar & Grill","The Blue Flamingo, LLC dba The Blue Flamingo Sports Bar & Grill","10800 Hayne Blvd",,"New Orleans","LA","70127","1126 - Drinking Places (Alcoholic Beverages)","30.0514049","-89.979344"
"POINT (-90.073182612258 29.943511911648)","331","Circle K Stores INC dba Circle K #2707672","Circle K Stores INC dba Circle K #2707672","704 Howard Ave",,"New Orleans","LA","70130","1131 - Gasoline Stations with Convenience Stores","29.9435065","-90.073177"
"POINT (-90.068660111297 29.953226114128)","1305","Soul of a Lion, LLC d/b/a Voodoo Chicken & Daiquiris","Soul of a Lion, LLC d/b/a Voodoo Chicken & Daiquiris","629 Canal St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9532207","-90.0686545"
"POINT (-90.067761910954 29.953163714406)","604","Richardson Thuynga","RichFamily, LLC dba Daisy Dukes","121 Chartres St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9531583","-90.0677563"
"POINT (-90.098292318713 29.917187604758)","598","Port Orleans Brewing Company LLC dba Port Orleans Brewing Company","Port Orleans Brewing Company LLC dba Port Orleans Brewing Company","4124 Tchoupitoulas St",,"New Orleans","LA","70115","2802 - Breweries","29.9171822","-90.0982867"
"POINT (-89.929041977455 30.031986035417)","182","T Nguyen Hoang Anh","Diamond Billiard Club, LLC dba Diamond Billiard Club","4646 Michoud Blvd",,"New Orleans","LA","70129","1126 - Drinking Places (Alcoholic Beverages)","30.0319806","-89.9290364"
"POINT (-90.044955105833 29.967602518055)","343","Favre Daniel W","Domino Lounge LLC dba The Domino","3044 St Claude Ave",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9675971","-90.0449495"
"POINT (-90.064887909955 29.945617412266)","1082","Riverfront Lodging LLC dba Omni Riverfront New Orleans","Riverfront Lodging LLC dba Omni Riverfront New Orleans","701 Convention Center Blvd",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.945612","-90.0648823"
"POINT (-90.104763219563 29.916971504762)","1086","ROSY'S JAZZ HALL LLC dba Rosy's Jazz Hall","ROSY'S JAZZ HALL LLC dba Rosy's Jazz Hall","500 Valence St",,"New Orleans","LA","70115","2065 - Caterers","29.9169661","-90.1047576"
"POINT (-90.066784811596 29.970967917706)","750","Kermits Treme Mother In Law Lounge LLC dba Kermits Treme Mother In Law Lounge","Kermits Treme Mother In Law Lounge LLC dba Kermits Treme Mother In Law Lounge","1500 N Claiborne Ave",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9709625","-90.0667792"
"POINT (-90.052247906469 29.944024612448)","818","Coscia Merritt","Thali Llama LLC dba Plume Algiers","1113 Teche St",,"New Orleans","LA","70114","1105 - Full Service Restaurants (table service available)","29.9440192","-90.0522423"
"POINT (-90.113636026947 30.02380712759)","844","FELIX'S RESTAURANT & OYSTER BAR  FELIX LAKEFRONT, LLC.","FELIX'S RESTAURANT & OYSTER BAR  FELIX LAKEFRONT, LLC.","7400 Lakeshore Dr",,"New Orleans","LA","70124","1105 - Full Service Restaurants (table service available)","30.0238017","-90.1136304"
"POINT (-90.078269516511 29.998946423708)","321","IZO, LLC dba King Food Store","IZO, LLC dba King Food Store","4101 Jumonville St",,"New Orleans","LA","70122","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.998941","-90.0782639"
"POINT (-90.064744209668 29.940016311303)","702","Interstate Mangement Company, LLC dba Hampton Inn & Suites New Orleans-Convention Center","Interstate Mangement Company, LLC dba Hampton Inn & Suites New Orleans-Convention Center","1201 Convention Center Blvd",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9400109","-90.0647386"
"POINT (-90.0426038051 29.963946416974)","328","Joseph M Frady","Joseph M Frady dba Frady's One Stop Food Store","3231 Dauphine St",,"New Orleans","LA","70117","1101 - Convenience Stores","29.963941","-90.0425982"
"POINT (-90.037785503667 29.966017617434)","651","MMBS Inc. Mike's Food Store","MMBS Inc. Mike's Food Store","3708 St Claude Ave",,"New Orleans","LA","70117","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9660122","-90.0377799"
"POINT (-90.067294911159 29.942273711852)","427","Stryjewski Stephen","Butcher Banquet, LLC dba Cochon Butcher","930 Tchoupitoulas St","Ste B","New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9422683","-90.0672893"
"POINT (-90.034569602695 29.962177616711)","973","Nevius Julie","J & J's Sports Lounge LLC","800 France St",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9621722","-90.034564"
"POINT (-90.072469512081 29.940824011341)","503","Gauthier Trenton","Margaret Place LLC d/b/a Margaret Place","1133 Margaret Pl",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9408186","-90.0724639"
"POINT (-90.106794021383 29.93489460898)","1178","Marielle Dupre","Windowsill Pies, LLC dba Windowsill Pies","4714 Freret St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9348892","-90.1067884"
"POINT (-90.076410613647 29.949541813118)","383","Hyatt Louisiana LLC Hyatt Regency New Orleans","Hyatt Louisiana LLC Hyatt Regency New Orleans","601 Loyola Ave",,"New Orleans","LA","70113","4701 - Hotels (except Casino Hotels) & Motels","29.9495364","-90.076405"
"POINT (-90.061685109915 29.958476315636)","737","Palabra LLC dba Manolito","Palabra LLC dba Manolito","508 Dumaine St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9584709","-90.0616795"
"POINT (-90.08305141661 29.980320019132)","1256","Kitty G Inc dba Liuzza's By The Track","Kitty G Inc dba Liuzza's By The Track","1518 N Lopez St",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9803146","-90.0830458"
"POINT (-90.060951309555 29.960009015581)","698","Hotel Provincial LLC dba Ice House Bar","Hotel Provincial LLC dba Ice House Bar","1024 Chartres St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9600036","-90.0609457"
"POINT (-90.066295211672 29.95766021473)","689","St. Peter St. Bar Inc dba The Dungeon","St. Peter St. Bar Inc dba The Dungeon","738 Toulouse St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9576548","-90.0662896"
"POINT (-90.067552211634 29.956258215073)","238","Cajun Conti LLC dba Oceana Grill","Cajun Conti LLC dba Oceana Grill","739 Conti St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9562528","-90.0675466"
"POINT (-90.059910709866 29.960120215478)","915","Bishop Alana","Monaghan Properties, Inc d/b/a Molly's at the Market","1107 Decatur St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9601148","-90.0599051"
"POINT (-90.067245513045 29.982102120455)","106","Garcia Rollin","Bullet's Sports Bar LLC dba Bullet's Sports Bar","2441 Ap Tureaud Ave",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.9820967","-90.0672399"
"POINT (-90.071405111708 29.945749211837)","958","Mullin Brian","The Little Easy LLC d/b/a The Little Easy","634 Julia St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9457438","-90.0713995"
"POINT (-90.129407627661 29.94952231163)","766","Lucky Tab, LLC dba The Willow Uptown","Lucky Tab, LLC dba The Willow Uptown","8200 Willow St",,"New Orleans","LA","70118","1126 - Drinking Places (Alcoholic Beverages)","29.9495169","-90.129402"
"POINT (-90.060230610109 29.959761115784)","848","French Toast,  LLC dba Toast","French Toast,  LLC dba Toast","1035 Decatur St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9597557","-90.060225"
"POINT (-90.055423408672 29.96893021767)","794","Tin Man Enterprises LLC dba Hi Ho Lounge","Tin Man Enterprises LLC dba Hi Ho Lounge","2239 St Claude Ave",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9689248","-90.0554178"
"POINT (-90.067183711088 29.949034512795)","901","Mother's Restaurant LLC d/b/a Mother's Restaurant","Mother's Restaurant LLC d/b/a Mother's Restaurant","401 Poydras St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9490291","-90.0671781"
"POINT (-90.085910714935 29.92415590704)","588","Red Dog Diner LLC dba Red Dog Diner","Red Dog Diner LLC dba Red Dog Diner","3122 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9241505","-90.0859051"
"POINT (-90.070033212476 29.951946213489)","522","201 ST CHARLES WINE SHOP LLC  dba WINOSHOP","201 ST CHARLES WINE SHOP LLC  dba WINOSHOP","201 St Charles Ave",,"New Orleans","LA","70130","1110 - Beer, Wine & Liquor Stores","29.9519408","-90.0700276"
"POINT (-90.066355610859 29.954500414549)","1157","Western Host Inc dba W French Quarter Hotel","Western Host Inc dba W French Quarter Hotel","316 Chartres St",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.954495","-90.06635"
"POINT (-90.068486411415 29.941694311619)","584","Poeyfarre Market LLC","Poeyfarre Market LLC","925 Poeyfarre St",,"New Orleans","LA","70130","1101 - Convenience Stores","29.9416889","-90.0684808"
"POINT (-90.056054908989 29.968358817982)","953","St Claude Fresh Market LLC","St Claude Fresh Market LLC","2222 St Claude Ave",,"New Orleans","LA","70117","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9683534","-90.0560493"
"POINT (-90.021056400934 30.008350927241)","304","ABF LLC dba Daiquiri Chef","ABF LLC dba Daiquiri Chef","3738 Downman Rd",,"New Orleans","LA","70126","1126 - Drinking Places (Alcoholic Beverages)","30.0083455","-90.0210508"
"POINT (-90.093461019414 29.986550220691)","242","Chartres 310 Inc dba Ralph Brennan's Courtyard Cafe","Chartres 310 Inc dba Ralph Brennan's Courtyard Cafe","1 Collins Diboll Cir",,"New Orleans","LA","70124","1105 - Full Service Restaurants (table service available)","29.9865448","-90.0934554"
"POINT (-90.097434020485 29.97414861748)","1153","VESSEL NOLA, LLC Vessel","VESSEL NOLA, LLC Vessel","3835 Iberville St",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9741432","-90.0974284"
"POINT (-90.011817498482 30.011252228841)","489","GHAZOOL MAAN NAWFAL","Chef Express, LLC dba Chef Express","6601 Chef Menteur Hwy",,"New Orleans","LA","70126","1131 - Gasoline Stations with Convenience Stores","30.0112468","-90.0118119"
"POINT (-90.066421411725 29.95673911458)","312","Antoine's Restaurant LLC","Antoine's Restaurant LLC","713 St Louis St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9567337","-90.0664158"
"POINT (-90.07079841213 29.955237314584)","960","The Ritz Carlton Hotel C dba The Ritz-Carlton Hotel","The Ritz Carlton Hotel C dba The Ritz-Carlton Hotel","921 Canal St",,"New Orleans","LA","70112","4701 - Hotels (except Casino Hotels) & Motels","29.9552319","-90.0707928"
"POINT (-90.064759410344 29.941956811241)","482","N'awlins Goods, LLC d/b/a N'awlins Goods","N'awlins Goods, LLC d/b/a N'awlins Goods","901 Convention Center Blvd",,"New Orleans","LA","70130","1101 - Convenience Stores","29.9419514","-90.0647538"
"POINT (-90.096271619303 29.955904113386)","928","Perkins Charles","Perkoff, LLC dba Next to Nothing","1001 S Broad St","Spc 107","New Orleans","LA","70125","1110 - Beer, Wine & Liquor Stores","29.9558987","-90.096266"
"POINT (-90.063233910001 29.956002414732)","107","Cafe Beignet LLC  dba Cafe Beignet Decatur","Cafe Beignet LLC  dba Cafe Beignet Decatur","600 Decatur St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.955997","-90.0632283"
