"the_geom","objectid","ownername","businessname","address","suite","city","state","zip","businesstype","lat","lon"
"POINT (-90.064274210133 29.943696812073)","1302","Service America Corporation dba Centerplate","Service America Corporation dba Centerplate","900 Convention Center Blvd",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9436914","-90.0642686"
"POINT (-90.090069816374 29.932117008706)","570","Nick Danny","PORTSIDE INVESTMENTS LLC dba Portside Lounge","3000 Dryades St",,"New Orleans","LA","70115","1126 - Drinking Places (Alcoholic Beverages)","29.9321116","-90.0900642"
"POINT (-90.0505495072 29.968840618272)","274","Artisan Cafe, LLC dba Artisan Cafe","Artisan Cafe, LLC dba Artisan Cafe","2514 St Claude Ave",,"New Orleans","LA","70117","1105 - Full Service Restaurants (table service available)","29.9688352","-90.0505439"
"POINT (-90.065680010374 29.943683612273)","574","Red Eye Grill Inc dba Red Eye Grill","Red Eye Grill Inc dba Red Eye Grill","852 S Peters St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9436782","-90.0656744"
"POINT (-90.073017914475 29.992885222181)","826","Tien Viet Vu dba Lucy's Supermarket","Tien Viet Vu dba Lucy's Supermarket","3443 Paris Ave",,"New Orleans","LA","70122","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9928798","-90.0730123"
"POINT (-90.071451312387 29.947193112972)","637","Scorpione LLC dba CBD Social","Scorpione LLC dba CBD Social","709 St Charles Ave",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9471877","-90.0714457"
"POINT (-90.051450907494 29.965162116984)","1278","Monkey Paws, LLC dba Pepp's Pub","Monkey Paws, LLC dba Pepp's Pub","706 Franklin Ave",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9651567","-90.0514453"
"POINT (-90.061557609394 29.935006410262)","990","Mardi Gras World LLC dba Mardi Gras World","Mardi Gras World LLC dba Mardi Gras World","1380 Port Of New Orleans Pl",,"New Orleans","LA","70130","3364 - Reception Hall","29.935001","-90.061552"
"POINT (-90.069520811727 29.958564114842)","348","JV Hospitality, LLC dba Jewel of the South","JV Hospitality, LLC dba Jewel of the South","1026 St Louis St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9585587","-90.0695152"
"POINT (-90.033243002358 29.95979811633)","419","Ross Beau","Bacchanal, LLC  dba Bacchanal","600 Poland Ave","Ste A","New Orleans","LA","70117","1105 - Full Service Restaurants (table service available)","29.9597927","-90.0332374"
"POINT (-90.063151510026 29.956027314827)","1083","Riverview Room Inc dba Riverview Room","Riverview Room Inc dba Riverview Room","600 Decatur St","Ste 400","New Orleans","LA","70130","3364 - Reception Hall","29.9560219","-90.0631459"
"POINT (-89.98028349139 30.042458436562)","920","Nkhan Inc dba Read Shell","Nkhan Inc dba Read Shell","7358 Read Blvd",,"New Orleans","LA","70127","1131 - Gasoline Stations with Convenience Stores","30.042453","-89.9802779"
"POINT (-90.058120809421 29.966393316947)","367","K & J Entertainment Corp dba The John","K & J Entertainment Corp dba The John","2040 Burgundy St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9663879","-90.0581152"
"POINT (-90.070620415846 30.027783830364)","811","Briotte Kristin","Compass Group USA, Inc dba Chartwells Dining Services","6658 Founders Rd","Ste 102","New Orleans","LA","70122","1105 - Full Service Restaurants (table service available)","30.0277784","-90.0706148"
"POINT (-90.088523015748 29.923019906382)","176","DAT DOG ENTERPRISES LLC dba Dat Dog","DAT DOG ENTERPRISES LLC dba Dat Dog","3336 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9230145","-90.0885174"
"POINT (-90.057528909328 29.968835117554)","1154","Walgreens of Louisiana Co., Inc.","Walgreens of Louisiana Co., Inc.","1100 Elysian Fields Ave",,"New Orleans","LA","70116","1120 - Pharmacies & Drug Stores","29.9688297","-90.0575233"
"POINT (-90.117329023065 29.921473805273)","1284","Worden Geoffrey A","NOLA Wine Merchant LLC","5601 Magazine St",,"New Orleans","LA","70115","1110 - Beer, Wine & Liquor Stores","29.9214684","-90.1173234"
"POINT (-90.092867017574 29.930129207928)","278","Back On The Avenue LLC ba Back on the Avenue","Back On The Avenue LLC ba Back on the Avenue","3401 Baronne St",,"New Orleans","LA","70115","1101 - Convenience Stores","29.9301238","-90.0928614"
"POINT (-90.044955105833 29.967602518055)","162","Newton Thomas C","Domino Lounge LLC dba The Domino","3044 St Claude Ave",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9675971","-90.0449495"
"POINT (-90.067244011612 29.953518314415)","124","Christakis Ellie","Chartres & Iberville LLC dba Mena's Palace","200 Chartres St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9535129","-90.0672384"
"POINT (-90.063172109859 29.956005414489)","591","RIVERBOAT CITY OF NEW ORLEANS","RIVERBOAT CITY OF NEW ORLEANS","600 Decatur St","Ste 308","New Orleans","LA","70130","2035 - Scenic & Sightseeing Transportation, Water","29.956","-90.0631665"
"POINT (-90.094318417959 29.925915507372)","807","Cindy & Joseph LLC dba August Moon","Cindy & Joseph LLC dba August Moon","3635 Prytania St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9259101","-90.0943128"
"POINT (-90.076688814343 29.962241815845)","413","Gloria's Grocery LLC","Gloria's Grocery LLC","1800 Conti St",,"New Orleans","LA","70112","1101 - Convenience Stores","29.9622364","-90.0766832"
"POINT (-90.074614712885 29.931693308682)","1237","Giuseppe's Bistro LLC dba Down the Hatch","Giuseppe's Bistro LLC dba Down the Hatch","1921 Sophie Wright Pl",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9316879","-90.0746091"
"POINT (-90.060395810358 29.969271617708)","145","Cushenberry Freddie J dba First & Last Stop Bar","Cushenberry Freddie J dba First & Last Stop Bar","1843 Pauger St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9692662","-90.0603902"
"POINT (-90.064931410634 29.944523912445)","916","Christina Monique","Mulate's of New Orleans, LLC dba Mulate's Cajun Restaurant","201 Julia St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9445185","-90.0649258"
"POINT (-90.09280241734 29.921976406373)","965","Harris Cuisine LLC dba Lilette","Harris Cuisine LLC dba Lilette","3637 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.921971","-90.0927968"
"POINT (-90.073235914408 29.989444021872)","520","Paris Avenue Superette, Inc dba Paris Avenue Superette","Paris Avenue Superette, Inc dba Paris Avenue Superette","2025 Gentilly Blvd",,"New Orleans","LA","70119","1131 - Gasoline Stations with Convenience Stores","29.9894386","-90.0732303"
"POINT (-90.09969492065 29.974526417566)","1031","Walgreens of Louisiana Co., Inc.","Walgreens of Louisiana Co., Inc.","4001 Canal St",,"New Orleans","LA","70119","1120 - Pharmacies & Drug Stores","29.974521","-90.0996893"
"POINT (-90.104259823458 30.004085623919)","933","Rastaman LLC dba Parlays","Rastaman LLC dba Parlays","870 Harrison Ave",,"New Orleans","LA","70124","1126 - Drinking Places (Alcoholic Beverages)","30.0040802","-90.1042542"
"POINT (-90.035559902727 29.961338916844)","788","Peter Breen","The Joint On Poland LLC","701 Mazant St",,"New Orleans","LA","70117","1105 - Full Service Restaurants (table service available)","29.9613335","-90.0355543"
"POINT (-89.89610216899 30.041360038346)","1091","Hamani Imran","S & I Investments LLC dba Diamond Jubilee Casino","15202 Chef Menteur Hwy",,"New Orleans","LA","70129","2056 - Casinos (except Hotel Casinos)","30.0413546","-89.8960966"
"POINT (-90.082387715933 29.962705115975)","189","Good Luck 2021 LLC, dba JNY Food & Gas","Good Luck 2021 LLC, dba JNY Food & Gas","2201 Canal St",,"New Orleans","LA","70119","1131 - Gasoline Stations with Convenience Stores","29.9626997","-90.0823821"
"POINT (-90.063172109859 29.956005414489)","999","N.O. Steamboat Co. Inc.dba Steamer Natchez","N.O. Steamboat Co. Inc.dba Steamer Natchez","600 Decatur St","Ste 308","New Orleans","LA","70130","2035 - Scenic & Sightseeing Transportation, Water","29.956","-90.0631665"
"POINT (-90.05810120908 29.970383118316)","431","Cal Morris LLC, dba Margot's","Cal Morris LLC, dba Margot's","1243 Frenchmen St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9703777","-90.0580956"
"POINT (-90.097220420335 29.977378617948)","357","Louisiana CVS Pharmacy LLC  dba CVS/ Pharmacy #10594","Louisiana CVS Pharmacy LLC  dba CVS/ Pharmacy #10594","500 N Carrollton Ave",,"New Orleans","LA","70119","1120 - Pharmacies & Drug Stores","29.9773732","-90.0972148"
"POINT (-90.109830923957 29.975290117389)","886","Sauer Mj","MCYC Inc dba Mid City Yacht Club","440 S St Patrick St",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.9752847","-90.1098253"
"POINT (-90.065729210219 29.948295412795)","934","Jenkins  Erik","RCSH Operations LLC dba Ruth's Chris Steak House","228 Poydras St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.94829","-90.0657236"
"POINT (-90.057830809419 29.963031916426)","849","Frenchmen Street Entertainment LLC dba 30 90","Frenchmen Street Entertainment LLC dba 30 90","520 Frenchmen St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9630265","-90.0578252"
"POINT (-90.068940711441 29.955071514426)","211","Yeomans Wade","217 Bourbon, LLC dba Bourbon Street Drinkery","217 Bourbon St",,"New Orleans","LA","70112","1126 - Drinking Places (Alcoholic Beverages)","29.9550661","-90.0689351"
"POINT (-90.118247927439 30.005612323694)","1145","THE BACKYARD","THE BACKYARD","244 W Harrison Ave",,"New Orleans","LA","70124","1105 - Full Service Restaurants (table service available)","30.0056069","-90.1182423"
"POINT (-90.103856120956 29.939795610109)","1155","Walgreens of Louisiana Co., Inc.","Walgreens of Louisiana Co., Inc.","4400 S Claiborne Ave",,"New Orleans","LA","70115","1120 - Pharmacies & Drug Stores","29.9397902","-90.1038505"
"POINT (-89.977914589469 30.015757930378)","889","Wynvia Four Inc dba Chef Menteur Shell","Wynvia Four Inc dba Chef Menteur Shell","9232 Chef Menteur Hwy",,"New Orleans","LA","70127","1131 - Gasoline Stations with Convenience Stores","30.0157525","-89.977909"
"POINT (-90.059858609941 29.968445918024)","334","Cypress Lounge LLC dba Cypress Bar","Cypress Lounge LLC dba Cypress Bar","1919 St Claude Ave",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9684405","-90.059853"
"POINT (-90.073390511951 29.931842109121)","857","Heartbreak Beat LLC dba Gris Gris","Heartbreak Beat LLC dba Gris Gris","1800 Magazine St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9318367","-90.0733849"
"POINT (-90.075050012824 29.94006761131)","18","1327 St Charles, LLC dba Mr Ed's Seafood & Oyster House","1327 St Charles, LLC dba Mr Ed's Seafood & Oyster House","1327 St Charles Ave",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9400622","-90.0750444"
"POINT (-90.058030609368 29.962281616583)","101","Check Point Charlie LLC dba Igor's Check Point Charlie","Check Point Charlie LLC dba Igor's Check Point Charlie","501 Esplanade Ave",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9622762","-90.058025"
"POINT (-90.069125112161 29.954897214583)","237","Cajun Bourbon LLC dba Olde Nawlins Cookery","Cajun Bourbon LLC dba Olde Nawlins Cookery","205 Bourbon St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9548918","-90.0691195"
"POINT (-90.094374117899 29.926003407497)","993","Mayfield, Gertrude","Mayfair Lounge LLC","1505 Amelia St",,"New Orleans","LA","70115","1126 - Drinking Places (Alcoholic Beverages)","29.925998","-90.0943685"
"POINT (-90.066209411105 29.958164315015)","828","Smith Stephen","Turtle Bay on d/b/a Spirits on Bourbon","615 Bourbon St",,"New Orleans","LA","70112","1126 - Drinking Places (Alcoholic Beverages)","29.9581589","-90.0662038"
"POINT (-90.107513421083 29.924450106852)","1087","Zara's Lil Giant Superma","Zara's Lil Giant Superma","4838 Prytania St",,"New Orleans","LA","70115","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9244447","-90.1075078"
"POINT (-90.118666424896 29.941046809274)","724","Sodexo Management Inc","Sodexo Management Inc","31 McAlister Dr",,"New Orleans","LA","70118","3312 - Food Service Contractors","29.9410414","-90.1186608"
"POINT (-90.114739926988 30.021411527436)","1166","TOUPS SHAWN","TOMAK LLC dba Lakeview Harbor","8550 Pontchartrain Blvd",,"New Orleans","LA","70124","1105 - Full Service Restaurants (table service available)","30.0214061","-90.1147343"
"POINT (-90.112911323048 29.946757511175)","1233","Felipe's Louisiana LLC dba Felipe's Taqueria","Felipe's Louisiana LLC dba Felipe's Taqueria","6215 S Miro St",,"New Orleans","LA","70125","1105 - Full Service Restaurants (table service available)","29.9467521","-90.1129057"
"POINT (-90.070122211616 29.942955811728)","1137","Service America Corporation dba Centerplate","Service America Corporation dba Centerplate","945 Magazine St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9429504","-90.0701166"
"POINT (-90.105175124082 30.004986224486)","392","Lakeview Grocery","Lakeview Grocery","801 Harrison Ave",,"New Orleans","LA","70124","1106 - Supermarket & Other Grocery (except Convenience) Stores","30.0049808","-90.1051695"
"POINT (-90.132146829059 29.949121710973)","974","Leonardi Jacques G","Jacques Imos Cafe LLC","8324 Oak St",,"New Orleans","LA","70118","1105 - Full Service Restaurants (table service available)","29.9491163","-90.1321412"
"POINT (-90.10005862136 29.967561615656)","147","DBC Catering, LLC dba Dickie Brennan & Co. Catering","DBC Catering, LLC dba Dickie Brennan & Co. Catering","3615 D'hemecourt St",,"New Orleans","LA","70119","2065 - Caterers","29.9675562","-90.100053"
"POINT (-90.065802511575 29.957558614599)","191","Hard Tack, LLC dba The Will and The Way","Hard Tack, LLC dba The Will and The Way","719 Toulouse St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9575532","-90.0657969"
"POINT (-90.098359520992 29.977359418007)","843","Felipe's Louisiana, LLC Felipe's Taqueria","Felipe's Louisiana, LLC Felipe's Taqueria","411 N Carrollton Ave",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.977354","-90.0983539"
"POINT (-90.080052315955 29.969131317103)","682","Sonnier Mary","Saulnier, LLC dba Gabrielle Restaurant","2441 Orleans Ave",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9691259","-90.0800467"
"POINT (-90.065304310967 29.958845915286)","95","Bourbon's Orleans House LLC dba Bourbon Kitchen","Bourbon's Orleans House LLC dba Bourbon Kitchen","718 Bourbon St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9588405","-90.0652987"
"POINT (-90.059751909516 29.96027971557)","556","Cook Eric","Heartbreak Beat LLC, dba Saint John","1117 Decatur St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9602743","-90.0597463"
"POINT (-90.057531009107 29.962952416479)","1276","Monaghan James L","Monaghan Enterprises, Inc d/b/a 13","517 Frenchmen St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.962947","-90.0575254"
"POINT (-90.066666309676 29.929685408675)","877","Landry Jacob","Louisiana Roots LLC d/b/a Urban South Brewery","1645 Tchoupitoulas St",,"New Orleans","LA","70130","2802 - Breweries","29.92968","-90.0666607"
"POINT (-90.133497629306 29.944076809482)","784","Tan Michael","Tan Inc of New Orleans dba China Orchid Restaurant","702 S Carrollton Ave",,"New Orleans","LA","70118","1105 - Full Service Restaurants (table service available)","29.9440714","-90.133492"
"POINT (-90.069312910542 29.924875407674)","1190","Wal-Mart Louisiana LLC Wal-mart #5022","Wal-Mart Louisiana LLC Wal-mart #5022","1901 Tchoupitoulas St",,"New Orleans","LA","70130","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.92487","-90.0693073"
"POINT (-90.03716100283 29.945124013376)","485","Newton Brothers Inc  d/b/a Brothers Food Mart #122","Newton Brothers Inc  d/b/a Brothers Food Mart #122","1926 Newton St",,"New Orleans","LA","70114","1101 - Convenience Stores","29.9451186","-90.0371554"
"POINT (-90.080665514148 29.939461110269)","432","CASA BORREGA INC  dba Casa Borrega Restaurant","CASA BORREGA INC  dba Casa Borrega Restaurant","1719 Oretha Castle Haley Blvd",,"New Orleans","LA","70113","1105 - Full Service Restaurants (table service available)","29.9394557","-90.0806599"
"POINT (-90.106040120603 29.935286109019)","1295","Rouse's Enterprises, LLC dba Rouses Market #83","Rouse's Enterprises, LLC dba Rouses Market #83","4645 Freret St","Ste A","New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9352807","-90.1060345"
"POINT (-90.064606714064 30.029000530713)","295","Delano Deborah","Compass Group USA Inc dba Chartwells Dining Services","2000 Alumni Dr",,"New Orleans","LA","70122","2065 - Caterers","30.0289951","-90.0646011"
"POINT (-90.101514619045 29.926301406949)","168","Huling Deborah","Fat Harry's Inc dba Fat Harry's","4330 St Charles Ave",,"New Orleans","LA","70115","1126 - Drinking Places (Alcoholic Beverages)","29.926296","-90.101509"
"POINT (-90.065819210914 29.963162216665)","403","Fuselier David","DPMJ, LLC dba Bijou Restaurant","1014 N Rampart St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9631568","-90.0658136"
"POINT (-90.073078411448 29.925099108011)","137","CRV, LLC dba Dragonfly Cafe at Raphael Village","CRV, LLC dba Dragonfly Cafe at Raphael Village","530 Jackson Ave",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9250937","-90.0730728"
"POINT (-90.065417810818 29.943980412211)","1084","Rock- N -Sake of New Orleans LLC dba Rock N Sake","Rock- N -Sake of New Orleans LLC dba Rock N Sake","823 Fulton St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.943975","-90.0654122"
"POINT (-90.066977111808 29.961875415625)","902","GrandPre Kenneth","Mp Cookie LLC dba GrandPre's","834 N Rampart St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.96187","-90.0669715"
"POINT (-90.045421705855 29.968143517862)","347","Monaghan James L","Junction NOLA LLC dba Junction","3021 St Claude Ave",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9681381","-90.0454161"
"POINT (-90.064803910165 29.943255512254)","1273","Marriott Hotel Services, Inc dba New Orleans Marriott Warehouse Arts District Hotel","Marriott Hotel Services, Inc dba New Orleans Marriott Warehouse Arts District Hotel","859 Convention Center Blvd",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9432501","-90.0647983"
"POINT (-90.096950518223 29.92980200826)","893","Martin Melissa M","Lunch Money LLC dba Mosquito Supper Club","3824 Dryades St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9297966","-90.0969449"
"POINT (-89.963340885415 30.019316732179)","339","Day & Night LLC dba Day & Night Discount # 2","Day & Night LLC dba Day & Night Discount # 2","10422 Chef Menteur Hwy",,"New Orleans","LA","70127","1131 - Gasoline Stations with Convenience Stores","30.0193113","-89.9633353"
"POINT (-90.084367215147 29.943846811827)","660","Ashref Ghanem","Nga Inc dba Bayou Food Store","2432 Martin Luther King, Jr Blvd",,"New Orleans","LA","70113","1101 - Convenience Stores","29.9438414","-90.0843616"
"POINT (-90.064201210568 29.960371715543)","824","Thomas G Wood Inc dba Cafe Lafitte In Exile","Thomas G Wood Inc dba Cafe Lafitte In Exile","901 Bourbon St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9603663","-90.0641956"
"POINT (-90.098778118283 29.920903806194)","275","Ashwin Inc d/b/a Saffron NOLA","Ashwin Inc d/b/a Saffron NOLA","4128 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9208984","-90.0987725"
"POINT (-90.07067081235 29.953214413708)","478","BEYAZ AYTEKIN","MNB Food Services, LLC dba Gallier's Restaurant & Oyster Bar","129 Carondelet St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.953209","-90.0706652"
"POINT (-90.094156420035 29.975653918174)","476","Millett Duty Free Inc dba Millett Duty Free","Millett Duty Free Inc dba Millett Duty Free","500 N Cortez St",,"New Orleans","LA","70119","1110 - Beer, Wine & Liquor Stores","29.9756485","-90.0941508"
"POINT (-90.041379404597 29.953988414946)","46","A B & R Fine Foods LLC dba River Fine Foods Store","A B & R Fine Foods LLC dba River Fine Foods Store","1403 Patterson St",,"New Orleans","LA","70114","1110 - Beer, Wine & Liquor Stores","29.953983","-90.0413738"
"POINT (-90.082369416621 29.970999317048)","1034","Zulu Social Aid And Pleasure Club","Zulu Social Aid And Pleasure Club","732 N Broad St",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.9709939","-90.0823638"
"POINT (-90.060963810088 29.959452815324)","507","Moody's 515, LLC dba Mississippi River Bottom ""MRB""","Moody's 515, LLC dba Mississippi River Bottom ""MRB""","515 St Philip St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9594474","-90.0609582"
"POINT (-90.063376211737 29.995895323647)","768","Sodexo Management Inc d/b/a Dillard University - Sodexo Food Ser","Sodexo Management Inc d/b/a Dillard University - Sodexo Food Ser","2601 Gentilly Blvd",,"New Orleans","LA","70122","3312 - Food Service Contractors","29.9958899","-90.0633706"
"POINT (-90.077115613413 29.929537308934)","276","Au Lait Cru LLC dba Stein's Market and Deli","Au Lait Cru LLC dba Stein's Market and Deli","2207 Magazine St",,"New Orleans","LA","70130","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9295319","-90.07711"
"POINT (-90.100493719151 29.920540306202)","623","Keswani Anjay","Keswani Group Inc dba Nirvana","4308 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9205349","-90.1004881"
"POINT (-90.08473481704 29.967206316506)","1192","Manbeck Keith","Whole Foods Company Inc dba Whole Foods Market","300 N Broad St",,"New Orleans","LA","70119","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9672009","-90.0847292"
"POINT (-90.054970108254 29.966832717312)","1079","Rodas Joaquin","Recbar LLC dba The Elysian Bar","2317 Burgundy St",,"New Orleans","LA","70117","1126 - Drinking Places (Alcoholic Beverages)","29.9668273","-90.0549645"
"POINT (-90.065280411193 29.959152815092)","22","Fortner Pamela A.","721 Bourbon, Inc dba Tropical Isle Bourbon Street","721 Bourbon St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9591474","-90.0652748"
"POINT (-90.081015615339 29.951136613401)","640","Service America Corporation dba Centerplate","Service America Corporation dba Centerplate","1500 Sugar Bowl Dr",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9511312","-90.08101"
"POINT (-90.058401508953 29.961234315895)","1324","The Italian Barrel LLC","The Italian Barrel LLC","430 Barracks St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9612289","-90.0583959"
"POINT (-90.099615818461 29.920821805468)","1164","Dietz Greg","Theo's Pizza LLc dba Theo's Pizza","4218 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9208164","-90.0996102"
"POINT (-90.069007212044 29.950060213324)","166","EH Q&C Liquor, LLC dba Q&C Hotel","EH Q&C Liquor, LLC dba Q&C Hotel","344 Camp St",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9500548","-90.0690016"
"POINT (-90.058932609695 29.958936915924)","530","Albertos Tapas LLC dba Albertos Cheese and Wine Bistro","Albertos Tapas LLC dba Albertos Cheese and Wine Bistro","1100 N Peters St","BAY 11","New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9589315","-90.058927"
"POINT (-90.064962310973 29.958612515022)","959","The Orleans Grapevine, Inc dba The Orleans Grapevine","The Orleans Grapevine, Inc dba The Orleans Grapevine","718 Orleans Ave",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9586071","-90.0649567"
"POINT (-90.079494213555 29.935275909525)","1112","Hicham Khodr","Thumbs Up Race Seven, LLC dba Red Zone I","2025 St Charles Ave",,"New Orleans","LA","70130","1101 - Convenience Stores","29.9352705","-90.0794886"
"POINT (-90.071660812761 29.953942814359)","1030","Waldorf=Astoria Management, LLC dba The Roosevelt Hotel, A Waldorf Astoria","Waldorf=Astoria Management, LLC dba The Roosevelt Hotel, A Waldorf Astoria","123 Baronne St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9539374","-90.0716552"
"POINT (-90.125334426959 29.945537810306)","277","B & N Food Store Inc dba Adam's Street Grocery","B & N Food Store Inc dba Adam's Street Grocery","1309 Adams St",,"New Orleans","LA","70118","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9455324","-90.1253288"
"POINT (-90.130420128147 29.947730010906)","198","Hadwin LLC dba ALE","Hadwin LLC dba ALE","8124 Oak St",,"New Orleans","LA","70118","1126 - Drinking Places (Alcoholic Beverages)","29.9477246","-90.1304145"
"POINT (-90.06637921077 29.941822211699)","1027","Demmas George","Venture CCR of New Orleans LLC dba Generation's Hall","310 Andrew Higgins Dr",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9418168","-90.0663736"
"POINT (-90.054857208655 29.963011316196)","1182","Two Hot Chicks & Two Guys, LLC","Two Hot Chicks & Two Guys, LLC","511 Marigny St","Ste B","New Orleans","LA","70117","1169 - Miscellaneous Store Retailers (except Tobacco), All Other","29.9630059","-90.0548516"
"POINT (-89.929041977455 30.031986035417)","161","Tran Chien Roger","Diamond Billiard Club, LLC dba Diamond Billiard Club","4646 Michoud Blvd",,"New Orleans","LA","70129","1126 - Drinking Places (Alcoholic Beverages)","30.0319806","-89.9290364"
"POINT (-90.059751909516 29.96027971557)","610","Cook Robyn","Heartbreak Beat LLC, dba Saint John","1117 Decatur St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9602743","-90.0597463"
"POINT (-90.066102010946 29.9508530139)","732","Northwest Airmotive, Inc dba Doubletree New Orleans","Northwest Airmotive, Inc dba Doubletree New Orleans","300 Canal St",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9508476","-90.0660964"
"POINT (-90.0942243181 29.93355800902)","1266","Louisiana Meat LLC dba Louisiana Meat Market","Louisiana Meat LLC dba Louisiana Meat Market","2136 Louisiana Ave",,"New Orleans","LA","70115","1101 - Convenience Stores","29.9335526","-90.0942187"
"POINT (-90.08857251778 29.963900315804)","212","250 S Broad LLC dba Ideal Discount Supermarket","250 S Broad LLC dba Ideal Discount Supermarket","250 S Broad St",,"New Orleans","LA","70119","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9638949","-90.0885669"
"POINT (-90.067684811166 29.953612113859)","329","Chartville Bars, LLC dba Calogero's","Chartville Bars, LLC dba Calogero's","608 Iberville St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9536067","-90.0676792"
"POINT (-90.069149211278 29.945099811749)","988","LRP Seafood LLC dba Peche Seafood Grill","LRP Seafood LLC dba Peche Seafood Grill","800 Magazine St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9450944","-90.0691436"
"POINT (-90.01990539656 29.911227206261)","1189","Allen Matthew","Wal-Mart Louisiana LLC dba Wal-Mart #1163","4001 Behrman Hwy",,"New Orleans","LA","70114","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9112218","-90.0198998"
