"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","indoor_outdoor","product_type","ceiling_fan_size_diameters_in_inches","ceiling_fan_efficiency_cfm_w","fan_power_consumption_low_speed_w","fan_power_consumption_high_speed_w","fan_power_consumption_standby_w","ceiling_fan_features","ceiling_fan_components_warranty_years","shipped_with_energy_star_lamp_s_formula","energy_star_lamp_pd_id","energy_star_lamp_alternate_pd_ids","lamp_manufacturer","lamp_model_number","lighting_technology","light_output_lumens","total_input_power_watts","energy_efficiency_measured_outside_the_fixture_lm_w","lighting_efficiency_measured_at_the_source_lm_w","power_factor","correlated_color_temperature_kelvin","color_quality_cri","light_source_life_hours","light_sources_per_light_kit","light_source_connection_base_type","light_kit_dimmability","special_features_dimming_motion_sensing_etc","light_kit_warranty","connected_functionality","communication_standard_media_network_layer","notes","date_available_on_market","date_qualified","markets","energy_star_model_identifier","meets_most_efficient_criteria"
"2338210","Aeratron Pty Ltd","AERATRON","Ceiling Fan","AE3+50","","","Indoor Ceiling Fan","Standard Fan Only","50","314","2.9","22.2","1.3","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-05-07T00:00:00.000","2020-06-04T00:00:00.000","United States, Canada","ES_1122596_AE3+50_05152019030158_9318266","Yes"
"2338484","Aeratron Pty Ltd","AERATRON","Ceiling Fan","AE3+50LED","","","Indoor Ceiling Fan","Standard Fan with Light Kit","50","314","2.9","22.2","1.3","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","850","10",,,"0.96","3000K","91","54,000","","","Yes","","","No","","","2019-05-07T00:00:00.000","2020-06-03T00:00:00.000","United States, Canada","ES_1122596_AE3+50LED_05152019081308_7988564","Yes"
"2338211","Aeratron Pty Ltd","AERATRON","Ceiling Fan","AE3+60","","","Indoor Ceiling Fan","Standard Fan Only","60","368","3.3","24.4","1.2","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-05-07T00:00:00.000","2020-06-04T00:00:00.000","United States, Canada","ES_1122596_AE3+60_05152019030607_9567075","Yes"
"2338485","Aeratron Pty Ltd","AERATRON","Ceiling Fan","AE3+60LED","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","368","3.3","24.4","1.2","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","850","10",,,"0.96","3000K","91","54,000","","","Yes","","","No","","","2019-05-07T00:00:00.000","2020-06-03T00:00:00.000","United States, Canada","ES_1122596_AE3+60LED_05152019081733_8253048","Yes"
"2386240","Aeratron Pty Ltd","AERATRON","Ceiling Fan","AE+3WI43***",",,Each * to represent a letter or blank.","850021862190;850021862206;850021862213;850021862220;850021862237;850021862244","Indoor Ceiling Fan","Standard Fan Only","43","314","2.7","13.5","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-05T00:00:00.000","United States, Canada","ES_1122596_AE+3WI43***_100420210607911_3734263","Yes"
"2386231","Aeratron Pty Ltd","AERATRON","Ceiling Fan","AE+3WI43L***",",,Each * to represent a letter or blank.","850021862190;850021862206;850021862213;850021862220;850021862237;850021862244","Indoor Ceiling Fan","Standard Fan with Light Kit","43","314","2.7","13.5","0.5","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","900","13",,,"0.94","3000K","92","54,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-05T00:00:00.000","United States, Canada","ES_1122596_AE+3WI43L***_100420210015936_2212891","Yes"
"2386241","Aeratron Pty Ltd","AERATRON","Ceiling Fan","AE+3WI50***",",,Each * to represent a letter or blank.","850021862251;850021862268;850021862275;850021862282;850021862299;850021862305","Indoor Ceiling Fan","Standard Fan Only","50","331","2.8","19.3","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-05T00:00:00.000","United States, Canada","ES_1122596_AE+3WI50***_100420210607864_7515674","Yes"
"2386233","Aeratron Pty Ltd","AERATRON","Ceiling Fan","AE+3WI50L***",",,Each * to represent a letter or blank.","850021862251;850021862268;850021862275;850021862282;850021862299;850021862305","Indoor Ceiling Fan","Standard Fan with Light Kit","50","331","2.8","19.3","0.5","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","900","13",,,"0.94","3000K","92","54,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-05T00:00:00.000","United States, Canada","ES_1122596_AE+3WI50L***_100420210024710_4367683","Yes"
"2386242","Aeratron Pty Ltd","AERATRON","Ceiling Fan","AE+3WI60***",",,Each * to represent a letter or blank.","850021862312;850021862329;850021862336;850021862343;850021862350;850021862367","Indoor Ceiling Fan","Standard Fan Only","60","392","3","22.2","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-05T00:00:00.000","United States, Canada","ES_1122596_AE+3WI60***_100420210607250_8456410","Yes"
"2386232","Aeratron Pty Ltd","AERATRON","Ceiling Fan","AE+3WI60L***",",,Each * to represent a letter or blank.","850021862312;850021862329;850021862336;850021862343;850021862350;850021862367","Indoor Ceiling Fan","Standard Fan with Light Kit","60","392","3","22.2","0.5","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","900","13",,,"0.94","3000K","92","54,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-05T00:00:00.000","United States, Canada","ES_1122596_AE+3WI60L***_100420210024790_8900104","Yes"
"2386842","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FQ3WI43***",",,Each * to represent a letter or blank.","850021862558;850021862565;850021862572;850021862589;850021862596;850021862602","Indoor Ceiling Fan","Standard Fan Only","43","266","2.5","11.3","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-05T00:00:00.000","United States, Canada","ES_1122596_FQ3WI43***_100420210755996_3901139","Yes"
"2386840","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FQ3WI43L***",",,Each * to represent a letter or blank.","850021862558;850021862565;850021862572;850021862589;850021862596;850021862602","Indoor Ceiling Fan","Standard Fan with Light Kit","43","266","2.5","11.3","0.5","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","900","13",,,"0.94","3000K","92","54,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-05T00:00:00.000","United States, Canada","ES_1122596_FQ3WI43L***_100420210032157_2243479","Yes"
"2386843","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FQ3WI50***",",,Each * to represent a letter or blank.","850021862619;850021862626;850021862633;850021862640;850021862657;850021862664","Indoor Ceiling Fan","Standard Fan Only","50","265","2.6","17.1","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-05T00:00:00.000","United States, Canada","ES_1122596_FQ3WI50***_100420210755324_5280483","Yes"
"2386839","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FQ3WI50L***",",,Each * to represent a letter or blank.","850021862619;850021862626;850021862633;850021862640;850021862657;850021862664","Indoor Ceiling Fan","Standard Fan with Light Kit","50","265","2.6","17.1","0.5","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","900","13",,,"0.94","3000K","92","54,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-05T00:00:00.000","United States, Canada","ES_1122596_FQ3WI50L***_100420210140998_5913563","Yes"
"2338197","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3 43","","","Indoor Ceiling Fan","Standard Fan Only","43","263","2.6","11.9","1.2","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-05-07T00:00:00.000","2020-06-04T00:00:00.000","United States, Canada","ES_1122596_FR3 43_05152019022033_6833088","Yes"
"2338212","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3 43LED","","","Indoor Ceiling Fan","Standard Fan with Light Kit","43","263","2.6","11.9","1.2","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","850","10",,,"0.96","3000K","91","54,000","","","Yes","","","No","","","2019-05-07T00:00:00.000","2020-06-03T00:00:00.000","United States, Canada","ES_1122596_FR3 43LED_05152019072755_5275397","Yes"
"2338201","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3 50","","","Indoor Ceiling Fan","Standard Fan Only","50","226","3.7","24.5","1.2","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-05-07T00:00:00.000","2019-05-14T00:00:00.000","United States, Canada","ES_1122596_FR3 50_05152019022657_7217119","Yes"
"2338213","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3 50LED","","","Indoor Ceiling Fan","Standard Fan with Light Kit","50","226","3.7","24.5","1.2","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","850","10",,,"0.96","3000K","91","54,000","","","Yes","","","No","","","2019-05-07T00:00:00.000","2019-05-14T00:00:00.000","United States, Canada","ES_1122596_FR3 50LED_05152019073333_5613281","Yes"
"2338205","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3 60","","","Indoor Ceiling Fan","Standard Fan Only","60","328","2.9","20.3","1.1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-05-07T00:00:00.000","2020-06-04T00:00:00.000","United States, Canada","ES_1122596_FR3 60_05152019023329_7609852","Yes"
"2338214","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3 60LED","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","328","2.9","20.3","1.1","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","850","10",,,"0.96","3000K","91","54,000","","","Yes","","","No","","","2019-05-07T00:00:00.000","2020-06-03T00:00:00.000","United States, Canada","ES_1122596_FR3 60LED_05152019073953_5993725","Yes"
"2386497","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3WI43***",",,Each * to represent a letter or blank.","850021862374;850021862381;850021862398;850021862404;850021862411;850021862428","Indoor Ceiling Fan","Standard Fan Only","43","272","2.7","11.5","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-18T00:00:00.000","United States, Canada","ES_1122596_FR3WI43***_100420210754903_4411515","Yes"
"2386495","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3WI43L***",",,Each * to represent a letter or blank.","850021862374;850021862381;850021862398;850021862404;850021862411;850021862428","Indoor Ceiling Fan","Standard Fan with Light Kit","43","272","2.7","11.5","0.5","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","900","13",,,"0.94","3000K","92","54,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-18T00:00:00.000","United States, Canada","ES_1122596_FR3WI43L_100420210201944_8468278","Yes"
"2386498","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3WI50***",",,Each * to represent a letter or blank.","850021862435;850021862442;850021862459;850021862466;850021862473;850021862480","Indoor Ceiling Fan","Standard Fan Only","50","245","2.9","21.8","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-18T00:00:00.000","United States, Canada","ES_1122596_FR3WI50***_100420210754464_6690559","Yes"
"2386494","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3WI50L***",",,Each * to represent a letter or blank.","850021862435;850021862442;850021862459;850021862466;850021862473;850021862480","Indoor Ceiling Fan","Standard Fan with Light Kit","50","245","2.9","21.8","0.5","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","900","13",,,"0.94","3000K","92","54,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-18T00:00:00.000","United States, Canada","ES_1122596_FR3WI50L_100420210201519_2159993","Yes"
"2386496","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3WI60***",",,Each * to represent a letter or blank.","850021862497;850021862503;850021862510;850021862527;850021862534;850021862541","Indoor Ceiling Fan","Standard Fan Only","60","340","2.8","18.6","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-18T00:00:00.000","United States, Canada","ES_1122596_FR3WI60***_100420210754916_6049121","Yes"
"2386493","Aeratron Pty Ltd","AERATRON","Ceiling Fan","FR3WI60L***",",,Each * to represent a letter or blank.","850021862497;850021862503;850021862510;850021862527;850021862534;850021862541","Indoor Ceiling Fan","Standard Fan with Light Kit","60","340","2.8","18.6","0.5","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","900","13",,,"0.94","3000K","92","54,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-10-18T00:00:00.000","United States, Canada","ES_1122596_FR3WI60L_100420210202982_2071885","Yes"
"2336586","American De Rosa Lamparts, LLC (dba Luminance Brands)","Concord Fans","Ceiling Fan","CF56011-**-DC-LED/ 56VEN5**-DC-LED","","","Indoor Ceiling Fan","Standard Fan with Light Kit","56","220.9","4.7","35.1","1","None","3","No",,"","Samsung Electronics Co., Ltd","","","1479","18",,,"0.89","3000K","93","25,000","","","Yes","","","No","","","2019-07-04T00:00:00.000","2019-04-10T00:00:00.000","United States","ES_1122933_CF56011-**-DC-LED/ 56VEN5**-DC-LED_04112019062356_3836201","No"
"2386106","American De Rosa Lamparts, LLC (dba Luminance Brands)","Emerson","42 Snugger","CF804S***",",,""*"" can be any letter or blank","030844006562;030844018855;030844018862","Indoor Ceiling Fan","Hugger Fan Only","42","61.6","10.3","48.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-11-30T00:00:00.000","2021-10-01T00:00:00.000","United States, Canada","ES_1122933_CF804S***_101720212155317_2778091","No"
"2344912","American De Rosa Lamparts, LLC (dba Luminance Brands)","Emerson","42 Snugger","CF804S-2","","","Indoor Ceiling Fan","Hugger Fan Only","42","61.6","10.3","48.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-03-01T00:00:00.000","2019-08-16T00:00:00.000","United States, Canada","ES_1122933_CF804S-2_08162019074709_1629866","No"
"2345220","American De Rosa Lamparts, LLC (dba Luminance Brands)","Emerson","52 DC Builder ES","CF835***",",,""*"" can be any letter or blank","098197967022","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","169","3.1","39.4","0.7","None","3","Yes","2325901","","Maxlite","E9A19D930/JA8","LED","810","9",,,"0.9","3000K","93","25000","3","E26","Yes","","","No","","","2020-03-01T00:00:00.000","2019-08-20T00:00:00.000","United States, Canada","ES_1122933_CF835_08212019075751_4271801","No"
"2386166","American De Rosa Lamparts, LLC (dba Luminance Brands)","Emerson","52 DC Builder ES","CF835***",",,""*"" can be any letter or blank","098197966995;098197967008;098197967015;098197967022","Indoor Ceiling Fan","Standard Fan with Light Kit","52","202","3.5","40.7","0.7","None","3","Yes","2325901","","Maxlite","E9A19D930/JA8","LED","810","9",,,"0.9","3000K","93","25000","3","E26","Yes","","","No","","","2021-11-30T00:00:00.000","2019-08-20T00:00:00.000","United States, Canada","ES_1122933_CF835***_101820210444500_9318768","No"
"2345221","American De Rosa Lamparts, LLC (dba Luminance Brands)","Emerson","52"" DC Builder ES","CF835","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","202","3.5","40.7","0.7","None","3","Yes","2325901","","Maxlite","E9A19D930/JA8","LED","810","9",,,"0.9","3000K","93","25000","3","E26","Yes","","","No","","","2020-03-01T00:00:00.000","2019-08-20T00:00:00.000","United States, Canada","ES_1122933_CF835_08212019075726_4246560","No"
"2355552","American De Rosa Lamparts, LLC (dba Luminance Brands)","Emerson","54 Midway ECO","CF955L***",",CF955-3,","030844036132","Indoor Ceiling Fan","Standard Fan with Light Kit","54","374.4","2.7","16.3","0.9","None","3","No",,"","Fujian Lightning Optoelectronic Co., Ltd. Shenzhen Branch","","","2700","30",,,"0.97","3000K","93","48,000","","","Yes","","","No","","","2020-02-29T00:00:00.000","2020-03-01T00:00:00.000","United States, Canada","ES_1122933_CF955L_03022020095953_3193861","Yes"
"2355553","American De Rosa Lamparts, LLC (dba Luminance Brands)","Emerson","60"" Carrera Grande ECO","CF788***",",,""*"" can be any letter or blank","030844027529","Indoor Ceiling Fan","Standard Fan Only","60","187.8","4.7","33.3","1.1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-03-01T00:00:00.000","2021-05-05T00:00:00.000","United States, Canada","ES_1122933_CF788_03042020011859_4739753","No"
"2386107","American De Rosa Lamparts, LLC (dba Luminance Brands)","Kathy Ireland Home by Luminance Brands","42 Snugger","CF804S***",",,""*"" can be any letter or blank","030844006562;030844018855;030844018862","Indoor Ceiling Fan","Hugger Fan Only","42","61.6","10.3","48.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-11-30T00:00:00.000","2021-10-01T00:00:00.000","United States, Canada","ES_1122933_CF804S***_10172021215536_5056809","No"
"2386119","American De Rosa Lamparts, LLC (dba Luminance Brands)","Kathy Ireland Home by Luminance Brands","42 Snugger","CF804S-2","","","Indoor Ceiling Fan","Hugger Fan Only","42","61.6","10.3","48.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-11-30T00:00:00.000","2021-10-01T00:00:00.000","United States, Canada","ES_1122933_CF804S-2_101720212155257_4742567","No"
"2386167","American De Rosa Lamparts, LLC (dba Luminance Brands)","Kathy Ireland Home by Luminance Brands","52 DC Builder ES","CF835***",",,""*"" can be any letter or blank","098197966995;098197967008;098197967015;098197967022","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","169","3.1","39.4","0.7","None","3","Yes","2325901","","Maxlite","E9A19D930/JA8","LED","810","9",,,"0.9","3000K","93","25000","3","E26","Yes","","","No","","","2021-11-30T00:00:00.000","2019-08-20T00:00:00.000","United States, Canada","ES_1122933_CF835***_101820210444145_7352625","No"
"2386168","American De Rosa Lamparts, LLC (dba Luminance Brands)","Kathy Ireland Home by Luminance Brands","52 DC Builder ES","CF835***",",,""*"" can be any letter or blank","098197966995;098197967008;098197967015;098197967022","Indoor Ceiling Fan","Standard Fan with Light Kit","52","202","3.5","40.7","0.7","None","3","Yes","2325901","","Maxlite","E9A19D930/JA8","LED","810","9",,,"0.9","3000K","93","25000","3","E26","Yes","","","No","","","2021-11-30T00:00:00.000","2019-08-20T00:00:00.000","United States, Canada","ES_1122933_CF835***_101820210444993_5175868","No"
"2386097","American De Rosa Lamparts, LLC (dba Luminance Brands)","Kathy Ireland Home by Luminance Brands","54 Midway ECO","CF955L***",",CF955-3,","030844036132;030844036149;030844036156","Indoor Ceiling Fan","Standard Fan with Light Kit","54","374.4","2.7","16.3","0.9","None","3","No",,"","Fujian Lightning Optoelectronic Co., Ltd. Shenzhen Branch","","","2700","30",,,"0.97","3000K","93","48,000","","","Yes","","","No","","","2021-11-30T00:00:00.000","2020-03-01T00:00:00.000","United States, Canada","ES_1122933_CF955L***_101820210128562_6121506","Yes"
"2381396","American De Rosa Lamparts, LLC (dba Luminance Brands)","Kathy Ireland Home by Luminance Brands","60"" Carrera Grande ECO","CF788***",",,""*"" can be any letter or blank","030844027529","Indoor Ceiling Fan","Standard Fan Only","60","187.8","4.7","33.3","1.1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-09-01T00:00:00.000","2021-05-05T00:00:00.000","United States, Canada","ES_1122933_CF788***_062820212145317_9913469","No"
"2390150","American De Rosa Lamparts, LLC (dba Luminance Brands)","Luminance Brands","CF344SW00","CF344SW00",",CF344BQ00,; ,CF344ORB00,; ,CF345BS00,","030844038709;030844038716;030844038723","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","44","172.8","1.8","24.6","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","Yes","","","2022-03-01T00:00:00.000","2022-01-05T00:00:00.000","United States, Canada","ES_1122933_CF344SW00_12302021150401_5206262","No"
"2390153","American De Rosa Lamparts, LLC (dba Luminance Brands)","Luminance Brands","CF354BQ00","CF354BQ00",",CF354ORB00,; ,CF354SW00,; ,CF355BS00,","030844038747;030844038754;030844038761;030844038778","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","54","184.1","2.1","29.8","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-03-01T00:00:00.000","2022-01-05T00:00:00.000","United States, Canada","ES_1122933_CF354BQ00_12302021150740_9118158","No"
"2373061","Artika for Living Inc.","ARTIKA","FAN-SUR-SL","FAN-SUR-SL",",FAN-SUR-******,","","Indoor Ceiling Fan","Standard Fan with Light Kit","19","60.1","4.6","30.5","1.3","None","3 years","No",,"","Lumileds Holding B.V.","","","3200","40",,,"0.98","3000K","93","50,000","","","Yes","","","No","","","2021-03-08T00:00:00.000","2021-02-01T00:00:00.000","United States, Canada","ES_1130831_FAN-SUR-SL_01272021155451_5107995","No"
"2374065","Big Ass Fans","Big Ass Fans","FR112C-U1H","FR112C-U1H","","","Indoor Ceiling Fan","Low-Mount HSSD Fan with Light Kit","44","256",,"19.3","1.3","None","5","No",,"","Delta T LLC dba Big Ass Fans","","","1366","17",,,"0.96","2700K","92","50,000","","","Yes","","","No","","","2020-07-02T00:00:00.000","2020-11-24T00:00:00.000","United States, Canada","ES_1113298_FR112C-U1H_02122021105331_80059355","Yes"
"2354963","Big Ass Fans","Big Ass Fans","FR127C-U1H","FR127C-U1H","","","Indoor Ceiling Fan","Low-Mount HSSD Fan with Light Kit","52","232","3","20.3","1.5","None","5","No",,"","Delta T LLC dba Big Ass Fans","","","1352","17",,,"0.96","2700K,4000/4100K","92","54,000","","","Yes","","","No","","","2020-02-19T00:00:00.000","2020-02-04T00:00:00.000","United States, Canada","ES_1113298_FR127C-U1H_02192020033811_80013882","Yes"
