"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","indoor_outdoor","product_type","ceiling_fan_size_diameters_in_inches","ceiling_fan_efficiency_cfm_w","fan_power_consumption_low_speed_w","fan_power_consumption_high_speed_w","fan_power_consumption_standby_w","ceiling_fan_features","ceiling_fan_components_warranty_years","shipped_with_energy_star_lamp_s_formula","energy_star_lamp_pd_id","energy_star_lamp_alternate_pd_ids","lamp_manufacturer","lamp_model_number","lighting_technology","light_output_lumens","total_input_power_watts","energy_efficiency_measured_outside_the_fixture_lm_w","lighting_efficiency_measured_at_the_source_lm_w","power_factor","correlated_color_temperature_kelvin","color_quality_cri","light_source_life_hours","light_sources_per_light_kit","light_source_connection_base_type","light_kit_dimmability","special_features_dimming_motion_sensing_etc","light_kit_warranty","connected_functionality","communication_standard_media_network_layer","notes","date_available_on_market","date_qualified","markets","energy_star_model_identifier","meets_most_efficient_criteria"
"2384265","Fanimation Inc.","Fanimation Studio Collection","RADIUS","LP7614******",",1058948,Each * to represent a letter or blank.","840506105584;840506105720","Indoor Ceiling Fan","Standard Fan with Light Kit","60","242","2.3","28.4","1.1","None","3","No",,"","Bridgelux Inc.","","","1475","18",,,"0.88","4000/4100K,3000K,5000K","93","56,000","","","Yes","","","No","","","2021-09-08T00:00:00.000","2021-09-09T00:00:00.000","United States","ES_1040003_LP7614******_090820212202510_1244899","No"
"2321592","Fanimation Inc.","Fanimation Studio Collection","Slinger II","581598","SLINGER v2,LP8147*,","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","267.1","2.3","34.9","0.9","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1300","18",,,"0.95","3000K","92","36,000","","","Yes","","","No","","","2018-07-20T00:00:00.000","2018-06-26T00:00:00.000","United States","ES_1040003_581598_11212016080600_5560804","No"
"2356892","Fanimation Inc.","Fanimation Studio Collection","Slinger v2","LP8147*",",,581598, 795392","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","342","2.7","32","1","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1440","18",,,"0.96","3000K","93","36,000","","","Yes","","","No","","","2020-05-01T00:00:00.000","2020-02-25T00:00:00.000","United States","ES_1040003_LP8147*_02252020091819_2299768","Yes"
"2362489","Fanimation Inc.","Fanimation Studio Collection","Slinger v2","LP8147*",",,581598, 795392","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","342","2.7","30.7","0.9","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1440","18",,,"0.96","3000K","93","36,000","","","Yes","","","No","","","2020-07-15T00:00:00.000","2020-02-25T00:00:00.000","United States","ES_1040003_LP8147*_02252020075058_7058741","Yes"
"2372386","Fanimation Inc.","Fanimation Studio Collection","Slinger v2","LP8147*","Slinger v2,581598,* stands for 10 variables, each variable may be A through Z, 0 through 9 or blank, that could be numbers for color difference; Slinger v2,795392,","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","342","2.7","30.7","0.9","None","3","No",,"","Bridgelux Inc.","","","1380","18",,,"0.89","4000/4100K,3000K,5000K","92","50,000","","","Yes","","","No","","","2021-01-15T00:00:00.000","2021-01-20T00:00:00.000","United States","ES_1040003_LP8147*_011020212022978_5920884","Yes"
"2372387","Fanimation Inc.","Fanimation Studio Collection","Slinger v2","LP8147*","Slinger v2,581598,* stands for 10 variables, each variable may be A through Z, 0 through 9 or blank, that could be numbers for color difference; Slinger v2,795392,","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","342","2.7","32","1","None","3","No",,"","Bridgelux Inc.","","","1380","18",,,"0.89","4000/4100K,3000K,5000K","92","50,000","","","Yes","","","No","","","2021-01-15T00:00:00.000","2021-01-20T00:00:00.000","United States","ES_1040003_LP8147*_011220211933355_1322429","Yes"
"2365491","Fanimation Inc.","Fanimation Studio Collection","TwoFold","LP8551*",",,LP8551* (* stands for 10 variables, each variable may be A through Z, 0 through 9 or blank, that could be numbers for color difference.); TwoFold,2599770,","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","203","2.3","31.5","1.1","None","3","No",,"","Bridgelux Inc.","","","1436","18",,,"0.89","4000/4100K,3000K,5000K","93","56,000","","","Yes","","","No","","","2020-10-31T00:00:00.000","2020-09-01T00:00:00.000","United States","ES_1040003_LP8551*_09042020082618_7978310","No"
"2324647","Fanimation Inc.","Rejuvenation","FALCON","MAD7990**","","","Indoor Ceiling Fan","Standard Fan with Light Kit","64","301","2.1","20.1","0.8","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1198","18",,,"0.95","3000K","93","36,000","","","Yes","","","No","","","2015-09-01T00:00:00.000","2018-08-13T00:00:00.000","United States","ES_1040003_MAD7990**_08152018101024_7824648","Yes"
"2325106","Fanimation Inc.","Rejuvenation","Raven","MAD7994**","","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","199","1.9","37.5","1","None","3","No",,"","Paragon Semiconductor Lighting Technology Co., Ltd.","","","1374","18",,,"0.94","3000K","93","36,000","","","Yes","","","No","","","2016-06-01T00:00:00.000","2018-08-16T00:00:00.000","United States","ES_1040003_MAD7994**_12082016062530_8330508","No"
"2378017","Greenheck Fan Corporation","Greenheck","DC-5-4","DC-5-4","","","Indoor Ceiling Fan","Standard Fan Only","52","243.2",,"26.3","2.9","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-05-19T00:00:00.000","2021-05-18T00:00:00.000","United States","ES_1003326_DC-5-4_05182021065903_6412622","Yes"
"2389855","Greenheck Fan Corporation","Greenheck","DC-5-4-3MV****","DC-5-4-3MV****","","","Indoor Ceiling Fan","Standard Fan Only","52","251.2",,"25.3","3.2","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-10-04T00:00:00.000","2021-12-29T00:00:00.000","United States","ES_1003326_DC-5-4-3MV****_12162021104252_1913263","Yes"
"2378093","Greenheck Fan Corporation","Greenheck","DC-5-5","DC-5-5","","","Indoor Ceiling Fan","Standard Fan Only","60","211.3",,"43.9","2.9","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-05-19T00:00:00.000","2021-05-19T00:00:00.000","United States","ES_1003326_DC-5-5_05192021124604_6717187","No"
"2389857","Greenheck Fan Corporation","Greenheck","DC-5-5-3MV****","DC-5-5-3MV****","","","Indoor Ceiling Fan","Standard Fan Only","60","222.9",,"41.2","3.2","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-10-04T00:00:00.000","2021-12-29T00:00:00.000","United States","ES_1003326_DC-5-5-3MV****_12162021110247_8882257","No"
"2323480","Kichler Lighting","Kichler Lighting","Link","300168NI","","783927414999","Indoor Ceiling Fan","Standard Fan Only","54","184",,"31.4","0.9","None","One","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2018-07-20T00:00:00.000","2018-07-31T00:00:00.000","United States, Canada","ES_20516_300168NI_07272018112349_1978265","No"
"2328610","Kichler Lighting","Kichler Lighting","Sola","330150***","","783927520522;783927601443","Indoor Ceiling Fan","Standard Fan with Light Kit","34","47.4",,"63.4","0.3","None","One","No",,"","Seoul Semiconductor","","","1362","15.7",,,"0.99","3000K","87","54,000","","","Yes","","","Yes","","","2018-07-20T00:00:00.000","2018-10-30T00:00:00.000","United States, Canada","ES_20516_330150OZ_10172018111505_3871118","No"
"2358115","Litex Industries, Inc./ Ellington Fans","Craftmade","42"" Optimum","OPT42***5",",,YG851-42-CF (""*"" can be any length of character or blank)","","Indoor Ceiling Fan","Standard Fan Only","42","174","3.7","26.1","0.9","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-06-01T00:00:00.000","2020-04-16T00:00:00.000","United States, Canada","ES_30133_OPT42***5_04162020021801_3481311","Yes"
"2355142","Litex Industries, Inc./ Ellington Fans","Craftmade","52"" Optimum","OPT52***5",",,(* = A~Z, 0~9, or Blank); 52"" Optimum,YG851-CF,","","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","207","3.8","31.3","0.8","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-02-01T00:00:00.000","2020-02-25T00:00:00.000","United States","ES_30133_OPT52***5_02252020054255_9375181","No"
"2365162","Litex Industries, Inc./ Ellington Fans","Craftmade","EPHA52BNK3","EPHA52BNK3",",EPHA52BNK3-BNGW,; ,EPHA52FB3,; ,EPHA52W3,","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","249.3","3.8","22.8","0.4","None","3 years","Yes","2362843","","Xiamen Longstar Lighting Company, Ltd.","L8-A15DF-8W-30","LED","800","8",,,"0.7","3000K","84","15000","2","E26","Yes","","","No","","","2020-07-14T00:00:00.000","2020-08-28T00:00:00.000","United States","ES_30133_EPHA52BNK3_07242020104846_601465","Yes"
"2365159","Litex Industries, Inc./ Ellington Fans","Craftmade","EPHA52BNK4","EPHA52BNK4",",EPHA52BNK4-BNGW,; ,EPHA52FB4,; ,EPHA52W4,","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","244.9","3.8","22.9","0.4","None","3 years","Yes","2362843","","Xiamen Longstar Lighting Company, Ltd.","L8-A15DF-8W-30","LED","800","8",,,"0.7","3000K","84","15000","2","E26","Yes","","","No","","","2020-07-14T00:00:00.000","2020-08-28T00:00:00.000","United States","ES_30133_EPHA52BNK4_07242020103646_4160883","Yes"
"2365157","Litex Industries, Inc./ Ellington Fans","Craftmade","EPHA52BNK5","EPHA52BNK5",",EPHA52BNK5-BNGW,; ,EPHA52FB5,; ,EPHA52W5,","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","242.4","3.8","22.9","0.4","None","3 years","Yes","2362843","","Xiamen Longstar Lighting Company, Ltd.","L8-A15DF-8W-30","LED","800","8",,,"0.7","3000K","84","15000","2","E26","Yes","","","No","","","2020-07-14T00:00:00.000","2020-08-28T00:00:00.000","United States","ES_30133_EPHA52BNK5_07242020093739_2770960","Yes"
"2352161","Litex Industries, Inc./ Ellington Fans","Craftmade","Supreme Air 56"" Plus","LT10-14B-CF-Damp","Supreme Air 56"" Plus,SAP56***5,","","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","56","225","4.3","32.3","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-02-01T00:00:00.000","2019-12-27T00:00:00.000","United States, Canada","ES_30133_LT10-14B-CF-Damp_12272019074616_2776988","No"
"2356467","Litex Industries, Inc./ Ellington Fans","Craftmade","Supreme Air 56"" Plus","SAP56***5","Supreme Air 56"" Plus,LT10-14B-CF-Damp,","","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","56","225","4.3","32.3","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","United States, Canada","ES_30133_SAP56***5_02272020030725_2845343","No"
"2352004","Litex Industries, Inc./ Ellington Fans","Craftmade","Supreme Air 62"" Plus","LT10-13B-CF-Damp","Supreme Air 62"" Plus,SAP62***5,","","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","62","264","4.3","33.4","0.9","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-02-01T00:00:00.000","2019-12-27T00:00:00.000","United States, Canada","ES_30133_LT10-13B-CF-Damp_12272019032301_6981593","No"
"2356777","Litex Industries, Inc./ Ellington Fans","Craftmade","Supreme Air 62"" Plus","SAP62***5","Supreme Air 62"" Plus,LT10-13B-CF-Damp,","","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","62","264","4.3","33.4","0.9","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-02-01T00:00:00.000","2020-02-27T00:00:00.000","United States, Canada","ES_30133_SAP62***5_02272020034500_5100039","No"
"2365398","Litex Industries, Inc./ Ellington Fans","Litex","SD44MBK5LS","SD44MBK5LS",",SD44BNK5LS,; ,SD44LW5LS,; ,SD44NWZ5LS,","","Indoor Ceiling Fan","Standard Fan with Light Kit","44","216.8","4.3","19.7","0.4","","3 years","Yes","2362843","","Xiamen Longstar Lighting Company, Ltd.","L8-A15DF-8W-30","LED","800","8",,,"0.7","3000K","84","15000","2","E26","Yes","","","No","","","2020-08-19T00:00:00.000","2020-09-02T00:00:00.000","United States","ES_30133_SD44MBK5LS_09012020112412_4227106","Yes"
"2377746","Minka Group","Minka Aire","Ceiling Fan","F626L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","56","236","4.5","37.4","0.8","None","3","No",,"","Cree Inc.","","","1600","20",,,"0.95","3000K","91","72,000","","","Yes","","","No","","","2021-04-01T00:00:00.000","2021-05-03T00:00:00.000","United States","ES_30086_F626L_042920210451466_3239185","No"
"2364661","Minka Group","Minka Aire","Ceiling Fan","F786","","","Indoor Ceiling Fan","Standard Fan Only","44","122","4.5","48.1","0.9","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-05-31T00:00:00.000","2020-08-11T00:00:00.000","United States","ES_30086_F786_08172020082202_2522981","No"
"2364707","Minka Group","Minka Aire","Ceiling Fan","F787","","","Indoor Ceiling Fan","Standard Fan Only","52","267","5","21.7","0.8","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-06-01T00:00:00.000","2020-08-18T00:00:00.000","United States","ES_30086_F787_08182020092542_2742426","Yes"
"2361261","Minka Group","Minka Aire","Ceiling Fan","F870L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","65","244","6.9","40.6","1.3","None","3","No",,"","Cree, Inc.","","","2800","40",,,"0.94","3000K","92","72,000","","","Yes","","","No","","","2020-06-01T00:00:00.000","2020-06-04T00:00:00.000","United States","ES_30086_F870L_06042020054400_9440141","No"
"2398082","Minka Group","Minka Aire","Ceiling Fan","F896-65","","706411058547;706411058554;706411058561;706411060755;706411063657","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","65","205","6.5","57.4","1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-06-01T00:00:00.000","2022-06-22T00:00:00.000","United States","ES_30086_F896-65_063020220808268_3248275","No"
"2398034","Minka Group","Minka Aire","Ceiling Fan","F896-84","","706411058417;706411058424;706411058530;706411063633;706411063640","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","84","255","5.7","55.4","1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-06-01T00:00:00.000","2022-06-22T00:00:00.000","United States","ES_30086_F896-65_061320220715492_8050369","No"
"2361776","Minka Group","Minka Aire","CF552BR-F745","CF552BR-F745","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","148.4","2.6","36.4","0.9","None","3 years","No",,"","Samsung Electronics Co., LTD","","","1682","18",,,"0.99","3000K","84","30,000","","","Yes","","","No","","","2020-06-18T00:00:00.000","2020-06-18T00:00:00.000","United States","ES_30086_CF552BR-F745LED_06112020133714_8766443","No"
"2355540","Minka Group","Minka Aire","F1001","F1001","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","183.5","3.2","34.1","0.9","None","3 year","No",,"","Samsung Electronics Co., LTD","","","2051","26",,,"0.99","3000K","95","50,000","","","Yes","","","No","","","2020-02-28T00:00:00.000","2020-03-04T00:00:00.000","United States","ES_30086_CF560KR-02_02252020173414_1888238","No"
"2393074","Minka Group","Minka Aire","F1001-BN","F1001-BN",",F1001-BN/SL,; ,F1001-BNK,; ,F1001-CL,; ,F1001-CL/CL,; ,F1001-HBZ,; ,F1001-ORB,; ,F1001-WH,","706411062001;706411062018;706411062025;706411062032;706411062049;706411062124;706411066771;706411067716","Indoor Ceiling Fan","Standard Fan with Light Kit","60","183.5","3.2","34.1","0.9","None","3 year","No",,"","Samsung Electronics Co., LTD","","","2051","26",,,"0.99","3000K","95","50,000","","","Yes","","","No","","","2020-03-14T00:00:00.000","2020-03-04T00:00:00.000","United States","ES_30086_F1001-BN_02152022140000_7744867","No"
"2364440","Minka Group","Minka Aire","F553L","F553L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","167.1","2.5","37.1","0","None","3 years","No",,"","Samsung Electronics Co., LTD","","","2233","26",,,"0.99","3000K","93","30,000","","","No","","","No","","","2020-06-19T00:00:00.000","2020-08-12T00:00:00.000","United States","ES_30086_F553L_08112020130754_5313379","No"
"2364439","Minka Group","Minka Aire","F747L","F747L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","68","240.3","4.8","39.6","1","None","3 years","No",,"","Samsung Electronics Co., LTD","","","2227","26",,,"0.99","3000K","93","50,000","","","Yes","","","No","","","2020-07-16T00:00:00.000","2020-08-12T00:00:00.000","United States","ES_30086_F747_07312020171651_9480249","No"
"2364837","Minka Group","Minka Aire","F847L","F847L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","84","271","4.9","35.9","1.2","None","3 years","No",,"","Samsung Electronics Co., LTD","","","2227","26",,,"0.99","3000K","93","50,000","","","Yes","","","No","","","2020-08-15T00:00:00.000","2020-08-21T00:00:00.000","United States","ES_30086_F847L_08132020190529_1165429","No"
"2356789","Minka Group","Minka Aire","F868L","F868L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","216.1","2.6","31.4","1","None","3 year","No",,"","Samsung Electronics Co., LTD","","","1398","16.2",,,"0.99","3000K","94","30,000","","","Yes","","","No","","","2020-03-14T00:00:00.000","2020-03-19T00:00:00.000","United States","ES_30086_F868L_03132020183045_2806054","No"
"2390324","Minka Group","Minka Aire","F868L-BN","F868L-BN",",F868L-CL/CL,; ,F868L-CL/DK,; ,F868L-CL/DRF,; ,F868L-GM/SG,; ,F868L-ORB,; ,F868L-SBR/WHF,; ,F868L-WHF,; ,F868L-WHF/WHF,","706411061844;706411061851;706411061875;706411063503;706411063510;706411064715;706411066047;706411066900;706411067426","Indoor Ceiling Fan","Standard Fan with Light Kit","60","216.1","2.6","31.4","1","None","3 year","No",,"","Samsung Electronics Co., LTD","","","1398","16.2",,,"0.99","3000K","94","30,000","","","Yes","","","No","","","2020-03-14T00:00:00.000","2020-03-19T00:00:00.000","United States","ES_30086_F868L-BN_12282021145713_7619287","No"
"2359727","Minka Group","Minka Aire","MINUTE","MINUTE","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","167.1","2.5","37.1","0","None","3 years","No",,"","Edison Opto Corporation","","","2304","26",,,"0.98","3000K","83","50,000","","","No","","","No","","","2020-04-12T00:00:00.000","2020-05-15T00:00:00.000","United States","ES_30086_MINUTE_05092020164103_9422113","No"
"2359464","Minka Group","Minka Aire","Watt","F551","Watt,F551-*** (""*"" can be any length of characters or blank),(""*"" can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan Only","60","251","4.3","31.3","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-05-31T00:00:00.000","2020-05-06T00:00:00.000","United States, Canada","ES_30086_F551_05072020031401_1241473","No"
"2362406","Minka Group","Minka Aire","Watt II","F552L",",,F552L-*** (""*"" can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","240","4.5","35.9","0.5","None","3","Yes","2362044","","","","",,,,,,"",,"","2","","Yes","","","No","","","2020-07-01T00:00:00.000","2020-07-07T00:00:00.000","United States, Canada","ES_30086_F552L_07072020062125_2885804","No"
"2348833","Palm Coast Imports","Harbor Breeze","Oakham","42074","Oakham,1059428,70 Inch Brushed Nickel Ceiling Fan; Oakham,1461036,70 Inch OAKHAM Bronze Ceiling Fan; Oakham,42074,70 Inch OAKHAM Bronze Ceiling Fan; Oakham,42470,70 Inch Brushed Nickel Ceiling Fan","67196142074;671961424701","Indoor Ceiling Fan","Standard Fan with Light Kit","70","152",,"29","0.3","","Unlimited","Yes","2346162","","Dongguan Keetat Lighting Ltd.","E26A19-9.5D-27210-B462-00","LED","800","9.5",,,"0.8","2700K","82","15000","3","E26","Yes","","","Yes","","","2019-10-01T00:00:00.000","2019-10-22T00:00:00.000","United States","ES_1102518_Kingsbury II_10212019135617_7405664","No"
"2387666","Progress Lighting","Progress Lighting","52"" Air Pro Builder ES Fan","P250077","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","111","11.9","45.1","0","None","3","Yes","2325901","","Maxlite","E9A19D930/JA8","LED","810","9",,,"0.9","3000K","93","25000","4","E26","Yes","","","No","","","2022-02-20T00:00:00.000","2021-11-05T00:00:00.000","United States, Canada","ES_41249_P250077*******_101320211034372_3149350","No"
"2387718","Progress Lighting","Progress Lighting","52"" Air Pro Builder ES Fan","P250077-***-WB",",,""***"" stands for different colors, where each ""*"" can be a letter, a number, or blank","785247264414;785247264421;785247264438","Indoor Ceiling Fan","Standard Fan with Light Kit","52","111","11.9","45.1","0","None","3","Yes","2325901","","Maxlite","E9A19D930/JA8","LED","810","9",,,"0.9","3000K","93","25000","4","E26","Yes","","","No","","","2022-02-20T00:00:00.000","2021-11-05T00:00:00.000","United States, Canada","ES_41249_P250077-***-WB_110820210130803_5143296","No"
"2387574","Progress Lighting","Progress Lighting","52"" Air Pro Builder ES Fan","P250078","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","111","11.9","45.1","0","","3","Yes","2325901","","Maxlite","E9A19D930/JA8","LED","810","9",,,"0.9","3000K","93","25000","2","E26","Yes","","","No","","","2022-02-20T00:00:00.000","2021-11-04T00:00:00.000","United States, Canada","ES_41249_P250078_101820210228348_2149128","No"
"2387573","Progress Lighting","Progress Lighting","52"" Air Pro Builder ES Fan","P250078-***-WB",",,""***"" stands for different colors, where each ""*"" can be a letter, a number, or blank","785247264445;785247264452;785247264469","Indoor Ceiling Fan","Standard Fan with Light Kit","52","111","11.9","45.1","0","","3","Yes","2325901","","Maxlite","E9A19D930/JA8","LED","810","9",,,"0.9","3000K","93","25000","2","E26","Yes","","","No","","","2022-02-20T00:00:00.000","2021-11-04T00:00:00.000","United States, Canada","ES_41249_P250078-***-WB_101820210228115_2125588","No"
"2386841","Progress Lighting","Progress Lighting","52"" Air Pro Builder ES Fan","P250084","","","Indoor Ceiling Fan","Standard Fan Only","52","112","11.9","44.8","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-01-20T00:00:00.000","2021-10-18T00:00:00.000","United States, Canada","ES_41249_P250084****_101320210904686_8427144","No"
"2386499","Progress Lighting","Progress Lighting","52"" Air Pro Builder ES Fan","P250084-***",",,""***"" stands for different colors, where each ""*"" can be a letter, a number, or blank","785247264476;785247264483;785247264490","Indoor Ceiling Fan","Standard Fan Only","52","112","11.9","44.8","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2022-01-20T00:00:00.000","2021-10-18T00:00:00.000","United States, Canada","ES_41249_P250084-***_102620210415974_4790138","No"
"2368989","Progress Lighting","Progress Lighting","52"" Builder Fan ES version","P250066*",",,P250066* (“*"" can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan Only","52","134","12.8","43.8","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-02-28T00:00:00.000","2020-10-28T00:00:00.000","United States, Canada","ES_41249_P250066*_11022020025734_5854194","No"
"2333277","Progress Lighting","Progress Lighting","52"" Ceiling Fan","P250016-***","52"" Ceiling Fan,P250016-009,; 52"" Ceiling Fan,P250016-030,; 52"" Ceiling Fan,P250016-129,; 52"" Ceiling Fan,YG809-PLO,","","Indoor Ceiling Fan,Outdoor Ceiling Fan","Standard Fan Only","52","212","4.3","34.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-01-31T00:00:00.000","2019-01-09T00:00:00.000","United States, Canada","ES_41249_P250016-***_01252019094712_9632370","No"
"2387946","Progress Lighting","Progress Lighting","52"" Trevina V ES Fan","P250076","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","116","13.6","42.5","0","None","3","Yes","2325901","","Maxlite","E9A19D930/JA8","LED","810","9",,,"0.9","3000K","93","25000","2","E26","Yes","","","No","","","2022-04-20T00:00:00.000","2021-10-29T00:00:00.000","United States, Canada","ES_41249_P250076_102920210426515_8359787","No"
"2387955","Progress Lighting","Progress Lighting","52"" Trevina V ES Fan","P250076-***-WB",",,*** stands for different colors, where each * can be a letter or a number, or blank","785247264896;785247264902;785247264919","Indoor Ceiling Fan","Standard Fan with Light Kit","52","116","13.6","42.5","0","None","3","Yes","2325901","","Maxlite","E9A19D930/JA8","LED","810","9",,,"0.9","3000K","93","25000","2","E26","Yes","","","No","","","2022-04-20T00:00:00.000","2021-10-29T00:00:00.000","United States, Canada","ES_41249_P250076-***-WB_102920210426719_1286092","No"
"2378030","Greenheck Fan Corporation","Greenheck","DC-5-6","DC-5-6","","","Indoor Ceiling Fan","Standard Fan Only","72","223.8",,"60.1","2.9","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-05-19T00:00:00.000","2021-05-18T00:00:00.000","United States","ES_1003326_DC-5-6_05182021071922_7689477","No"
"2389859","Greenheck Fan Corporation","Greenheck","DC-5-6-3MV****","DC-5-6-3MV****","","","Indoor Ceiling Fan","Standard Fan Only","72","220.5",,"56.4","3.2","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-10-04T00:00:00.000","2021-12-29T00:00:00.000","United States","ES_1003326_DC-5-6-3MV****_12162021111653_8175012","No"
"2378032","Greenheck Fan Corporation","Greenheck","DC-5-7","DC-5-7","","","Indoor Ceiling Fan","Standard Fan Only","84","224",,"68","2.9","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-05-19T00:00:00.000","2021-05-18T00:00:00.000","United States","ES_1003326_DC-5-7_05182021072441_8076288","No"
"2389862","Greenheck Fan Corporation","Greenheck","DC-5-7-3MV****","DC-5-7-3MV****","","","Indoor Ceiling Fan","Standard Fan Only","84","236.6",,"61.4","3.2","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-10-04T00:00:00.000","2021-12-29T00:00:00.000","United States","ES_1003326_DC-5-7-3MV****_12162021112525_5757562","No"
"2378018","Greenheck Fan Corporation","Venco","VCFC-5-4","VCFC-5-4","","","Indoor Ceiling Fan","Standard Fan Only","52","243.2",,"26.3","2.9","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-05-19T00:00:00.000","2021-05-18T00:00:00.000","United States","ES_1003326_VCFC-5-4_05182021065904_2932550","Yes"
"2389856","Greenheck Fan Corporation","Venco","VCFC-5-4-3MV****","VCFC-5-4-3MV****",",VCFC-5-5-3MV****,; ,VCFC-5-6-3MV****,; ,VCFC-5-7-3MV****,","","Indoor Ceiling Fan","Standard Fan Only","52","251.2",,"25.3","3.2","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-10-04T00:00:00.000","2021-12-29T00:00:00.000","United States","ES_1003326_VCFC-5-4-3MV****_12162021104252_2018549","Yes"
"2389858","Greenheck Fan Corporation","Venco","VCFC-5-4-3MV****","VCFC-5-4-3MV****",",VCFC-5-5-3MV****,; ,VCFC-5-6-3MV****,; ,VCFC-5-7-3MV****,","","Indoor Ceiling Fan","Standard Fan Only","60","222.9",,"41.2","3.2","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-10-04T00:00:00.000","2021-12-29T00:00:00.000","United States","ES_1003326_VCFC-5-4-3MV****_12162021110247_886347","No"
"2389860","Greenheck Fan Corporation","Venco","VCFC-5-4-3MV****","VCFC-5-4-3MV****",",VCFC-5-5-3MV****,; ,VCFC-5-6-3MV****,; ,VCFC-5-7-3MV****,","","Indoor Ceiling Fan","Standard Fan Only","72","220.5",,"56.4","3.2","None","10","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-10-04T00:00:00.000","2021-12-29T00:00:00.000","United States","ES_1003326_VCFC-5-4-3MV****_12162021111653_8012659","No"
