"project_industry","company_name","application_number","tax_year","status","actual_jobs_created","actual_jobs_retained","capital_investment_reported","city"
"Financial Services","Flagstar Bank, Fsb","81","2008","Approved","1018",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2009","Approved","1156",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2010","Approved","946",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2011","Approved","1039",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2012","Approved","1387",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2013","Approved","1388",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2014","Approved","699",,,"Troy"
"Financial Services","Global Futures & Forex, Ltd.","530","2010","Approved","18",,,"Ada"
"Financial Services","Global Futures & Forex, Ltd.","530","2010","Approved",,"136","12072566","Ada"
"Financial Services","Global Futures & Forex, Ltd.","530","2011","Approved","20",,,"Ada"
"Financial Services","Global Futures & Forex, Ltd.","530","2011","Approved",,"135",,"Ada"
"Financial Services","Hagerty Insurance Agency, Inc.","479","2009","Approved","32",,,"Traverse City"
"Financial Services","Hagerty Insurance Agency, Inc.","479","2010","Approved","28",,"424123","Traverse City"
"Financial Services","Hagerty Insurance Agency, Inc.","479","2011","Approved","41",,"7261166","Traverse City"
"Financial Services","Hagerty Insurance Agency, Inc.","479","2012","Approved","77",,"7217467","Traverse City"
"Financial Services","Hagerty Insurance Agency, Inc.","479","2013","Approved","105",,,"Traverse City"
"Financial Services","Hagerty Insurance Agency, Inc.","479","2014","Approved","165",,,"Traverse City"
"Financial Services","North American Bancard, LLC","411","2009","Approved","53",,"11666894","Troy"
"Financial Services","North American Bancard, LLC","411","2010","Approved","118",,"3313991","Troy"
"Financial Services","North American Bancard, LLC","411","2011","Approved","160",,"2616418","Troy"
"Financial Services","Quicken Loans, Inc.","275","2004","Approved","172",,,"Livonia"
"Financial Services","Quicken Loans, Inc.","275","2005","Approved","294",,,"Livonia"
"Financial Services","Quicken Loans, Inc.","275","2006","Approved","498",,,"Livonia"
"Financial Services","Quicken Loans, Inc.","275","2007.1","Approved","497",,,"Livonia"
"Financial Services","Quicken Loans, Inc.","275","2007.2","Approved","229",,,"Livonia"
"Financial Services","Raymond James Regional Operations Center","268","2006","Approved","76",,,"Southfield"
"Financial Services","Raymond James Regional Operations Center","268","2007","Approved","146",,,"Southfield"
"Financial Services","Raymond James Regional Operations Center","268","2008.1","Approved","177",,,"Southfield"
"Financial Services","Raymond James Regional Operations Center","268","2008.2","Approved","192",,,"Southfield"
"Financial Services","Raymond James Regional Operations Center","268","2009","Approved","205",,"1379037","Southfield"
"Financial Services","Raymond James Regional Operations Center","268","2010","Approved","199",,"1245950","Southfield"
"Financial Services","Raymond James Regional Operations Center","268","2011","Approved","200",,"4664793","Southfield"
"Food Processing","Coca-Cola Refreshments","68","1999","Approved","108",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","68","2000","Approved","150",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","68","2001","Approved","150",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","68","2002","Approved","121",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","68","2003","Approved","121",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","68","2004","Approved","121",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","68","2005","Approved","121",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","68","2006","Approved","119",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","68","2007","Approved","120",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","68","2008","Approved","148",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","68","2009","Approved","138",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","68","2010","Approved","109",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","108","2003","Approved","84",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","108","2004","Approved","78",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","108","2006","Approved","77",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","108","2007","Approved","92",,,"Paw Paw"
"Food Processing","Coca-Cola Refreshments","108","2008","Did Not Qualify","57",,,"Paw Paw"
"Food Processing","ConAgra Food Packaged Foods, LLC","643","2011","Approved","73",,"15927128","Grand Rapids"
"Food Processing","ConAgra Food Packaged Foods, LLC","643","2012.1","Approved","165",,"44392860","Grand Rapids"
"Food Processing","ConAgra Food Packaged Foods, LLC","643","2012.2","Did Not Qualify","41",,,"Grand Rapids"
"Food Processing","Continental Dairy Facilities, LLC","532","2013","Approved","60",,"11786384","Coopersville"
"Food Processing","Dawn Food Products, Inc.","232","2006","Approved","74",,,"Jackson"
"Food Processing","Dawn Food Products, Inc.","232","2007","Approved","93",,,"Jackson"
"Food Processing","Dawn Food Products, Inc.","232","2008","Approved","103",,,"Jackson"
"Food Processing","Dawn Food Products, Inc.","232","2009","Approved","104",,"7949816","Jackson"
"Food Processing","Dawn Food Products, Inc.","232","2010","Approved","122",,,"Jackson"
"Food Processing","Dawn Food Products, Inc.","232","2011","Approved","115",,,"Jackson"
"Food Processing","Dawn Food Products, Inc.","232","2012","Approved","120",,,"Jackson"
"Food Processing","Dawn Food Products, Inc.","232","2013","Approved","123",,,"Jackson"
"Food Processing","JBS USA, LLC","75","2000","Approved","105",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2001","Approved","226",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2002","Approved","270",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2003","Approved","300",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2004","Approved","300",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2005","Approved","279",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2006","Did Not Qualify","248",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2007","Did Not Qualify","267",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2008.1","Did Not Qualify","300",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2008.2","Did Not Qualify","300",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2008.3","Approved","161",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2009","Approved","210",,"1932591","Plainwell"
"Food Processing","JBS USA, LLC","75","2010","Approved","183",,,"Plainwell"
"Food Processing","JBS USA, LLC","75","2011","Approved","246",,,"Plainwell"
"Food Processing","Kellogg Company","237","2005","Approved","256",,,"Battle Creek"
"Food Processing","Kellogg Company","237","2006","Approved","300",,,"Battle Creek"
"Food Processing","Kellogg Company","237","2007","Approved","479",,,"Battle Creek"
"Food Processing","Kellogg Company","237","2008","Approved","300",,,"Battle Creek"
"Food Processing","Kellogg Company","237","2009","Approved","296",,,"Battle Creek"
"Food Processing","Kellogg Company","305","2006","Approved","84",,,"Wyoming"
"Food Processing","Kellogg Company","305","2007","Approved","122",,,"Wyoming"
"Food Processing","Kellogg Company","305","2008","Approved","131",,,"Wyoming"
"Food Processing","Kellogg Company","305","2009","Approved","176",,,"Wyoming"
"Food Processing","Kellogg Company","305","2010","Approved","193",,,"Wyoming"
"Food Processing","Kellogg Company","305","2011","Approved","226",,"84985392","Wyoming"
"Food Processing","Kellogg Company","305","2012","Approved","237",,,"Wyoming"
"Food Processing","Kellogg Company","305","2013","Approved","209",,,"Wyoming"
"Food Processing","Request Foods, Inc.","447","2010","Approved","105",,"39681409","Holland"
"Food Processing","Request Foods, Inc.","447","2011","Approved","132",,"44375130","Holland"
"Food Processing","Request Foods, Inc.","447","2012.1","Approved","132",,"1928671","Holland"
"Food Processing","Request Foods, Inc.","447","2012.2","Approved","157",,"21405382","Holland"
"Food Processing","Request Foods, Inc.","447","2013","Approved","235",,"13827115","Holland"
"Food Processing","Request Foods, Inc.","447","2014","Approved","204",,"2256558","Holland"
"Furniture","Big Rapids Components","3","1997","Approved","219",,,"Big Rapids"
"Furniture","Big Rapids Components","3","1998","Approved","324",,,"Big Rapids"
"Furniture","Big Rapids Components","3","1999","Approved","335",,,"Big Rapids"
"Furniture","Big Rapids Components","3","2000","Approved","326",,,"Big Rapids"
"Furniture","Big Rapids Components","3","2001","Approved","303",,,"Big Rapids"
"Furniture","Case Systems, Inc.","22","1998","Approved","83",,,"Midland"
"Furniture","Case Systems, Inc.","22","1999","Approved","95",,,"Midland"
"Furniture","Case Systems, Inc.","22","2000","Approved","94",,,"Midland"
"Furniture","Case Systems, Inc.","22","2001","Approved","89",,,"Midland"
"Furniture","Case Systems, Inc.","22","2003","Did Not Qualify","52",,,"Midland"
"Furniture","Case Systems, Inc.","22","2004","Did Not Qualify","60",,,"Midland"
"Furniture","Case Systems, Inc.","22","2005","Did Not Qualify","53",,,"Midland"
"Furniture","Case Systems, Inc.","22","2006","Did Not Qualify","70",,,"Midland"
"Furniture","Case Systems, Inc.","22","2007","Approved","89",,,"Midland"
"Furniture","Case Systems, Inc.","22","2008","Approved","78",,,"Midland"
"Furniture","Haworth, Inc.","243","2005","Approved","133",,,"Holland"
"Furniture","Haworth, Inc.","243","2006","Approved","115",,,"Holland"
"Furniture","Haworth, Inc.","243","2007","Approved","186",,,"Holland"
"Furniture","Haworth, Inc.","243","2008","Approved","126",,,"Holland"
"Furniture","Haworth, Inc.","269","2004","Approved","24",,,"Holland"
