"the_geom","id","ubicacion","longitud_m","estado","barrio","programa"
"MULTILINESTRING ((-74.79780845241736 10.931084170461382, -74.79812987822477 10.931099516936397, -74.79841257829798 10.931111031464486, -74.79872238652652 10.931124462420634, -74.79903413200033 10.93113023916244))","0","CARRERA 1B ENTRE CARRERAS 43A Y 45","150","TERMINADO","VILLA BLANCA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79872440635116 10.930424110278999, -74.79872825523773 10.930623117963238, -74.79872238652652 10.931124462420634))","0","CALLE 44B ENTRE CARRERAS 1A Y 1B","76","TERMINADO","VILLA BLANCA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79846885358886 10.93009303952479, -74.79844365633028 10.930303524995074, -74.79843782579121 10.930483396236566, -74.79842617550513 10.930753202753554, -74.79841257829798 10.93111103146451))","0","CALLE 44A ENTRE CARRERAS 1 SUR Y 1B","110","TERMINADO","VILLA BLANCA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79843991744438 10.93041886908124, -74.79857805461609 10.930419245179827, -74.79872440635116 10.930424110278999, -74.79903421460308 10.930431441537227))","0","CARRERA 1A ENTRE CALLES 44A Y 45","112","TERMINADO","VILLA BLANCA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79719380491942 10.931001336204632, -74.79715444822088 10.931205242070199, -74.79712175447543 10.931353536744723, -74.79709027544301 10.931465354878226, -74.79704789827156 10.931627999844569, -74.79700068101182 10.931784664428061, -74.79698070355471 10.931858213332811, -74.79695587975664 10.931976012045501))","0","CALLE 42A ENTRE CARRERAS 1B Y 1E","108","TERMINADO","VILLA BLANCA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.796783568999 10.93116381664057, -74.7967514858916 10.931266664989575, -74.79674361563293 10.931298356878974, -74.79673634482351 10.931374897223991, -74.79670123807071 10.931462795733731, -74.79667944202475 10.931562057468422, -74.79666974732912 10.931666104519126, -74.79665581188064 10.931810215599766, -74.79664368688475 10.931992597519425))","0","CALLE 42 ENTRE CARRERAS 1B Y 1E","107","TERMINADO","VILLA BLANCA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79664573474174 10.932067703859168, -74.79669216077028 10.932429366910908))","0","CALLE 42 ENTRE CARRERAS 1E Y 1F","42,9","TERMINADO","VILLA BLANCA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79667855823591 10.944412485312782, -74.79669521232981 10.946160477043477))","0","CALLE 41B ENTRE CARRERA 7F Y 8","182",,"LA ALBORAYA","MODULO X"
"MULTILINESTRING ((-74.81237590456985 10.96383057045089, -74.81243690508104 10.963830574837612, -74.81250081195722 10.963809052239647, -74.81257343349635 10.963783224814149, -74.81270415198489 10.963740179753328, -74.81277096350365 10.963720092449933, -74.81285810736956 10.963715793163828, -74.81294960707058 10.963730151048354, -74.81319360210466 10.963827757948374, -74.81346954985757 10.963926801986268))","0","CARRERA 15 ENTRE CALLES 68B Y 70C","126","TERMINADO","VILLATE","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79386450300925 10.93108336524996, -74.79380669139157 10.931387080344866, -74.7937511929587 10.931672526692335, -74.79369106997596 10.931978525075705))","0","CALLE 37F ENTRE CARRERAS 1D Y 1F","120,5","TERMINADO","VILLA DEL CARMEN","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79850000618312 10.941470851629315, -74.79853020719679 10.941928308367876, -74.79854830697334 10.94237679400253, -74.79858455219254 10.94289404921631))","0","CALLE 44 ENTRE CARRERAS 7 Y 7C","160,3","TERMINADO","BUENOS AIRES","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79910513192009 10.941408134314916, -74.79912625036448 10.941922397864717, -74.79919573201131 10.942831332445397))","0","CALLE 44B ENTRE CARRERAS  7 Y 7C","158","TERMINADO","BUENOS AIRES","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.80512076423773 11.021883798855875, -74.8048709268181 11.021652238801998, -74.80463077601556 11.02140345780991))","0","CARRERA 78B ENTRE CALLES 82 Y 82B","76","TERMINADO","SAN SALVADOR","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.80835343823 11.02207544489194, -74.80823723966915 11.02189747757684, -74.80814815211895 11.02178457223104, -74.80808618074792 11.021677409765083, -74.80803583082634 11.021570248293331))","0","CARRERA 75E ENTRE CALLES 84 Y 84B","67,5","TERMINADO","3 AVE MARÍA","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79566470566768 10.929569811083798, -74.79568797248223 10.929328709095225, -74.79571123826872 10.929095261225784, -74.79575388626495 10.928712560357333))","0","CALLE 41C ENTRE 1 Y 3 SUR","180","TERMINADO","SALCEDO","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.83411301787237 10.962361661434368, -74.83399973158048 10.96252239763967, -74.8338922547485 10.962661606625934, -74.8337615394757 10.962868267372052, -74.83359741875068 10.963201220787951))","0","CALLE 100 ENTRE 12A Y 12D","110","TERMINADO","LA PAZ","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.83411301787237 10.962361661434368, -74.834336201198 10.962382231932624, -74.83447563028936 10.962422415975299, -74.83475255216146 10.962567843805306, -74.83499849000144 10.96269987675977, -74.83519601504753 10.962808947326858))","0","CARRERA 12A ENTRE 100 Y 104","50","TERMINADO","LA PAZ","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.83400509141708 10.962514792842732, -74.83412052169854 10.962600015204348, -74.83424821070902 10.962719610730801, -74.83446122770201 10.96298032882487, -74.8346978464121 10.96324164471545))","0","CARRERA 12B ENTRE 100 Y 104","110","TERMINADO","LA PAZ","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.83323680596236 10.962225739299704, -74.83342706839764 10.962242961670547, -74.83365799762171 10.962273100325673, -74.83394847468556 10.96232189577935))","0","CARREEA 12A ENTRE 99 Y 100","84,5","TERMINADO","LA PAZ","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.76536611752762 10.947271780412109, -74.7655210422313 10.947222063637225, -74.76572050750269 10.947158962098882, -74.76581152338397 10.947139847257162, -74.76590834717922 10.947126474274208, -74.76604002291619 10.947128417282759, -74.76623172007072 10.947162903605792, -74.7664389085889 10.947197393253806, -74.76660350080623 10.947210824506016, -74.76681844242904 10.947212785638333))","0","CARRERA 7C ENTRE CALLES 5 Y 6","100","TERMINADO","EL FERRY","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.76687662838914 10.946799476416071, -74.76684555180505 10.947214705159759, -74.76684350666798 10.947695000261941))","0","CALLE 6 ENTRE CARRERAS 7B Y 7D","102","TERMINADO","EL FERRY","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79491347442683 10.934822697057133, -74.79505860818878 10.93551732729695))","0","CALLE 41B ENTRE CARRERAS 2A2 Y 2","100","TERMINADO","GALAN","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79437128642607 10.934927870829625, -74.79436931550445 10.935186197183985, -74.79435572833609 10.93543112730194, -74.79434020711129 10.935658835388816))","0","CALLE 39 ENTRE CARRERAS 2A1 Y 2","80","TERMINADO","GALAN","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79495409329357 10.93515757012698, -74.79481467369476 10.935182428028861, -74.79458812116086 10.93519005277523, -74.79431703438526 10.935186190343792, -74.7940885473053 10.935180419753507, -74.79389104241515 10.935168912502025))","0","CARRERA 2A ENTRE CALLES 41B Y 39","100","TERMINADO","GALAN","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.79199255072919 10.940239669569971, -74.79204332613915 10.940622860932105, -74.79211297585461 10.941044803861466))","0","CALLE 37C ENTRE CARRERAS 5A Y 5D (REPARCHEO)","113","TERMINADO","LAS PALMAS","CONSORCIO MÓDULO 6"
"MULTILINESTRING ((-74.83137976231674 10.96827509977526, -74.8319098942527 10.968214828355613, -74.83250683691902 10.968173213306473, -74.8327377710351 10.968131595394377, -74.83288446515736 10.968072755178106, -74.83301663524995 10.96797660105665, -74.83319818780706 10.967746978570853))","0","CARRERA 15B ENTRE CALLE 100 Y CARRERA 14","203,00","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.83133056710601 10.967745052380005, -74.83188175789905 10.967707025962675))","0","CARRERA 15A ENTRE CALLES 100 Y 104","55,80","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.83283986674131 10.96751496190173, -74.83268010045987 10.96770392185168, -74.83259295506134 10.96781873297527, -74.83253364767518 10.967907233245256, -74.83250459883277 10.968001713457163, -74.83249975673286 10.968118916942398, -74.83247433865678 10.968251667706758, -74.83251064704413 10.968575771513933, -74.83254574562864 10.968822138282079, -74.83254937581326 10.96896565280277, -74.83256268781378 10.969274209049587, -74.83257963119782 10.969531339283693))","0","CALLE 105 ENTRE CARRERAS 14 Y 21","223,13","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82966972692935 10.968171269592453, -74.82981496893662 10.968133958007726, -74.83002847507315 10.968047852392676, -74.83017226504299 10.967976097134997, -74.8303334839972 10.967897166312772, -74.83054263268556 10.96780244940836, -74.8307270899388 10.967732129535552, -74.8308955702921 10.9676862068379, -74.83109164633984 10.967647460067068, -74.83126157867493 10.967633110374722))","0","CARRERA 15A ENTRE CALLES 87 Y 100","172,00","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.83194133056432 10.96474703936856, -74.83169296641078 10.965214894708337, -74.8315419142707 10.965486135830467, -74.83136181320128 10.965817652693255, -74.83121511792159 10.966064496215642, -74.83099289588843 10.966439066771025, -74.83070967127823 10.966886828840783, -74.83049035320359 10.967231260995641, -74.8302753928923 10.967499630351409, -74.83022019964359 10.967617311511603, -74.83020276901078 10.967739298610026, -74.83020276819447 10.96779813955899, -74.83021002936303 10.967862721186423, -74.83024928511705 10.96793838906749))","0","CALLE 99D ENTRE CARRERAS 13 Y 15A1","455,85","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.83086514348406 10.964809577452435, -74.83099616089257 10.964898378533755, -74.83106877984456 10.964986879950292, -74.83114745033717 10.96509092882029, -74.83121401794067 10.965157902957728, -74.83134473301425 10.965247600850047, -74.83159204298941 10.965396120817843))","0","CARRERA 13B ENTRE CALLES 99B Y 99D","100,60","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.83159204298941 10.965396120817843, -74.83208912882117 10.965692671043348))","0","CARRERA 13B ENTRE CALLES 99D Y 100","64,45","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.83292300386593 10.966087172224745, -74.83356448135586 10.96649499495179))","0","CARRERA 13B ENTRE CALLES 104 Y 105","84,25","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.83320258818632 10.967009254188849, -74.83244491796837 10.966534456573752, -74.8320079874481 10.966310810092509, -74.83171871818902 10.966143374138829, -74.8310832953378 10.965765446443344, -74.83070930405161 10.965568109751157, -74.8301912838039 10.965350439450402, -74.8300194179017 10.965246389031595, -74.82984755253402 10.965114831562834, -74.82963574695358 10.964945002840617))","0","CARRERA 13C ENTRE CALLES 98 Y 105","437,65","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82950503274145 10.964842148714729, -74.82933679405254 10.96499522817711, -74.82921817942068 10.965114821656703))","0","CALLE 98 ENTRE CARRERAS 13C Y 13D","39,85","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82921938967142 10.965119605494811, -74.82940214661656 10.965320528851473, -74.82964178845891 10.965589622378333, -74.82973256194596 10.965694867749612))","0","CARRERA 13D ENTRE CALLES 98 Y 99","85,55","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82973256194596 10.965694867749612, -74.82986569774901 10.965766626993332, -74.83011623522873 10.96590655722513))","0","CARRERA 14 ENTRE CALLES 99 Y 99B","45,00","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.83009308727358 10.96529098969109, -74.82997225371619 10.96546568928102, -74.82973256194596 10.965694867749612, -74.8296043346584 10.965780473336551, -74.82898408260155 10.966140946527396))","0","CALLE 99 ENTRE CARRERA 13C Y CALLE 87","154,68","100% EJECUTADA","LA PAZ","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81260939816806 10.940049218368037, -74.81305716761501 10.940274089667083, -74.81357512708315 10.940558762900022, -74.81366467836739 10.940644877825031, -74.81384136325124 10.940778836831752, -74.81399868388912 10.940922362097353, -74.81415358728196 10.941020440782884, -74.81446339787814 10.941163975841652, -74.81533716374 10.941544345509207, -74.81555984119728 10.941642427685606, -74.81596889234734 10.941790751121092, -74.81616494684329 10.941857736392112, -74.81640941356065 10.9418816699575, -74.81677006434832 10.941886474729278, -74.81701695175461 10.941908016035216))","0","CARRERA 3B ENTRE CALLES 53 Y 55B Y BOLSILLO","545,42","100% EJECUTADA","LAS AMERICAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81644334082945 10.941204760709834, -74.81634650524245 10.941482216877144, -74.81618914375541 10.941986901101583, -74.81607777469678 10.94242939825847))","0","CALLE 55 ENTRE CARRERAS 3A Y 3C","133,43","100% EJECUTADA","LAS AMERICAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81678461774148 10.941367430555962, -74.81671198406112 10.941697510300324, -74.81668534397386 10.941948659570398, -74.81662963991734 10.942505971934528))","0","CALLE 55B ENTRE CARRERAS 3A Y 3C","84,42","100% EJECUTADA","LAS AMERICAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81215930278579 10.938561416281004, -74.81184460571419 10.939073262635006))","0","CALLE 52B ENTRE CARRERAS 2G Y 3A","66,35","100% EJECUTADA","LAS AMERICAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81134109283303 10.939831461505184, -74.81112097411689 10.940183997229493, -74.81096489497932 10.940431617144007))","0","CALLE 52B ENTRE CARRERAS 3B1 Y 3D","121,00","100% EJECUTADA","LAS AMERICAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81231116027558 10.940550063523267, -74.8124960749929 10.940671585955359, -74.81269841743931 10.940790239214376, -74.81296369313249 10.940896458801877, -74.8133480524948 10.941054351672218, -74.8135087643044 10.941160563585123, -74.81377984678304 10.941309837283177, -74.81402479011275 10.941434233113394, -74.81431620482813 10.941587334744561, -74.81451274214972 10.941665802287515, -74.81524855069692 10.941914608033954))","0","CARRERA 3B1 ENTRE CALLES 53 Y 54E","370,00","100% EJECUTADA","LAS AMERICAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81222015018268 10.940557711070081, -74.81202458495798 10.940444798578321, -74.81186968123306 10.940364418964693, -74.81168960302408 10.940306999768813, -74.8115250146818 10.940264889864213, -74.81137591735215 10.940222781035272, -74.81133331734317 10.940220864301308, -74.811281035629 10.940217033300952, -74.81123456273197 10.940217029791068, -74.81117647265029 10.940203630683094, -74.81112319074708 10.940180640691395))","0","CARRERA 3B1 ENTRE CALLES 52B Y 53","130,00","100% EJECUTADA","LAS AMERICAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81576684625753 10.940936569201403, -74.81543722352822 10.94158841861917, -74.81524855069692 10.941914608033954, -74.815109165579 10.942218706088719))","0","CALLE 54E ENTRE CARRERAS 3A Y 3C","147,05","100% EJECUTADA","LAS AMERICAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81283995798987 10.93961912890256, -74.81337583007833 10.93986744666947, -74.81396253199114 10.940127248068034, -74.81463491739231 10.940417191972806, -74.8151272252986 10.94064541178193, -74.81576684625753 10.940936569201403, -74.81599566466451 10.941038695570844, -74.81631806348652 10.941167878029871, -74.81644334082945 10.941204760709834, -74.81680147248147 10.941322890556673))","0","CARRERA 3A ENTRE CALLES 53 Y 55B","462,00","100% EJECUTADA","LAS AMERICAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81104407216662 10.938796896872281, -74.8107419768554 10.939086773532571, -74.81065483389871 10.93917000535729, -74.81047909177971 10.939383828689364))","0","CALLE 52 ENTRE CARRERAS 3A Y 3B1","79,80","100% EJECUTADA","LAS AMERICAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.8087129043208 10.941972691808369, -74.80880584587062 10.942028670337166, -74.80887264690004 10.942077470923067, -74.80894815886626 10.942159280607894, -74.80903964458012 10.942258313365123, -74.80928361316805 10.942446337772529, -74.80957695610493 10.942680290703535, -74.80963359232555 10.942717609118905))","0","CARRERA 4A ENTRE CALLES 51D Y 52B","197,70","100% EJECUTADA","CARRIZAL","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.8072373808018 10.941976869936902, -74.80709651201978 10.941943849019957, -74.80683511092023 10.941830448958845, -74.80654611967412 10.941684037775364, -74.8063689523244 10.941562034080237, -74.80614676513156 10.941431415246818))","0","CARRERA 4C ENTRE CALLES 51A Y 51B","135,00","100% EJECUTADA","CARRIZAL","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.80845814137044 10.942526348193796, -74.80830998883687 10.942744478001352, -74.80812406730554 10.943067370246846, -74.8080557992201 10.94318504645794, -74.80793378899885 10.94338452140597, -74.80775368031632 10.943657183760456))","0","CALLE 52 ENTRE CARRERAS 4C Y 5A","141,50","100% EJECUTADA","CARRIZAL","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.80927596182941 10.941965770511231, -74.80924967545587 10.94209299971278, -74.80922497268311 10.942258039631481, -74.80922659773105 10.942402396524326))","0","CALLE 52A ENTRE CARRERAS 4 Y 4A","40,00","100% EJECUTADA","CARRIZAL","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81206159547318 10.931421537532154, -74.8120592395959 10.931523043477096, -74.81203494933388 10.931713827480179, -74.81202864891155 10.931812852258735, -74.81201314590221 10.931979806720552, -74.81200539229833 10.932091269343134, -74.81198989212501 10.932219953178693, -74.81198407686658 10.932304148122439))","0","CALLE 51A ENTRE 1SUR Y 1B","117,50","100% EJECUTADA","CARRIZAL","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81160807666205 10.932188301943027, -74.81175692690638 10.932244522946727, -74.81186342220096 10.9322744297154, -74.81198407686657 10.932304148122439))","0","CARRERA 1B ENTRE CALLES 51A Y 51","42,00","100% EJECUTADA","CARRIZAL","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.80698010728209 10.933658928475541, -74.80675814502239 10.933833797371204, -74.80642582887313 10.93406193718818, -74.8062329156061 10.934219744294646))","0","CALLE 49B ENTRE CARRERAS 2 Y 2C","104,10","100% EJECUTADA","CARRIZAL","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81095067363366 10.935570418226447, -74.81116003386411 10.935655347094633, -74.81135487100705 10.935748646424349, -74.81152913472616 10.935840748138611))","0","CARRERA 2 ENTRE CALLES 51B Y 51C","96,40","100% EJECUTADA","CARRIZAL","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.81071184602015 10.93776442208943, -74.81056466598739 10.937978726081132, -74.81043684962512 10.938189204452616, -74.81035551430605 10.93829252871982, -74.81031678067394 10.938372893951914))","0","CALLE 51D ENTRE CARRERAS 2G Y 3A","82,00","100% EJECUTADA","CARRIZAL","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82753693119834 10.977700589690405, -74.82768313727696 10.978072773631162, -74.82779932868486 10.97832823179752, -74.8279077739557 10.978576992413048, -74.82797942551315 10.9787358165264))","0","CALLE 84 ENTRE CARRERAS 27 Y 30","126,30","100% EJECUTADA","CALAMARI","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82775115659707 10.978222320813448, -74.82830593035085 10.978011075393617))","0","CARRERA 29 ENTRE CALLES 84 Y 84A","60,60","100% EJECUTADA","CALAMARI","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82936423768551 10.977599576875413, -74.82981813403802 10.977437412648035, -74.83029526949076 10.977256591176415), (-74.82839834333902 10.97800785810009, -74.8288188339172 10.977862198872105, -74.82927999346765 10.97768855442805))","0","CARRERA 29 ENTRE CALLES 84A Y 85A","216,30","100% EJECUTADA","CALAMARI","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.83128405263955 10.976602206801552, -74.83072727562299 10.976798337104002, -74.83018924369874 10.976991088072568, -74.8297549563724 10.977156123441878, -74.82926474866905 10.977334073562428))","0","CARRERA 28 ENTRE CALLES 85 Y 86B","237,30","100% EJECUTADA","CALAMARI","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.83010863589575 10.976738501578986, -74.83018924369874 10.976991088072563, -74.83029526949076 10.977256591176415, -74.83040002284434 10.977541668938585, -74.83051821449558 10.977834957153437))","0","CALLE 85A ENTRE CARRERAS 27 Y 30","123,20","100% EJECUTADA","CALAMARI","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82787089850868 10.978492404553702, -74.82847569226692 10.978295792566351, -74.82872409473515 10.978237718447266, -74.82894294016734 10.978165023685902, -74.82946481503856 10.977937614745654, -74.83006468532636 10.977697954667642, -74.83040538404214 10.977554972566443, -74.83066192732808 10.977440403901218, -74.83147046601036 10.977149795868542))","0","CARRERA 29A ENTRE CALLES 84 Y 86B","417,80","100% EJECUTADA","CALAMARI","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.83051821449558 10.977834957153437, -74.83160425771523 10.977447893628309))","0","CARRERA 30 ENTRE CALLES 85A Y 86B","123,10","100% EJECUTADA","CALAMARI","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.80919720102341 10.94192511058462, -74.80922055229429 10.941850559066584, -74.8092428295307 10.941745316753684, -74.80925058518899 10.941624765007184, -74.80926609503942 10.941400883280016, -74.80927386514479 10.9411081138353, -74.80930485880661 10.940969385452703, -74.8093435980984 10.94082874416932, -74.80940266983748 10.940681407184414, -74.80953049014734 10.940445096628155, -74.80977546784398 10.94012172983445, -74.80981798011501 10.94003037633027, -74.8099274902684 10.939909340173179, -74.81012480775546 10.939709541656994, -74.81038087005612 10.939422234572074))","0","CALLE 52 ENTRE CARRERAS 3B1 Y 4","320,00","100% EJECUTADA","CARRIZAL","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82662293522593 10.93238848702567, -74.8268015610409 10.932377010290029, -74.82695695079057 10.932374143780883, -74.82709055686831 10.932374146974391, -74.8272633733235 10.932378456463734, -74.82735631691803 10.93236841255946, -74.82756253577162 10.93233397363273, -74.82786895963919 10.932275139178186, -74.8281811917518 10.932245007501617, -74.82844549925709 10.932247883001086, -74.82869818869008 10.932259368948774, -74.82893054686784 10.93226654888383, -74.82922680344733 10.932282340606369, -74.82938800201195 10.932283778403658, -74.82959131584408 10.932265124693838, -74.8297801071041 10.932256516671906, -74.82993985324929 10.932269435344033, -74.83013735747504 10.93229383564038, -74.83040602098846 10.932355550589968))","0","CARRERA 5 SUR ENTRE CALLES 92 Y 99","418,00","100% EJECUTADA","20 DE JULIO","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82725673045138 10.931820183567787, -74.82785093912281 10.93174724335938, -74.82817043216023 10.931702999552948, -74.82834470080574 10.931691043444212, -74.82857947897314 10.931695831779386, -74.82888323845708 10.931697033300045, -74.82916158313886 10.931736504716303, -74.82981750857506 10.931839367410662))","0","CARRERA 6 SUR ENTRE CALLES 96 Y 98C","277,60","EJECUTADA","20 DE JULIO","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82882122658329 10.931115298728058, -74.82908504898343 10.931120087196986, -74.82939969930231 10.931141619661863, -74.82966352087521 10.931201421658603, -74.82999269262304 10.931294711160618, -74.83036301076348 10.931423879557302, -74.83068250116938 10.931536303502938))","0","CARRERA 7 SUR ENTRE CALLES 98 Y 99","207,95","100% EJECUTADA","20 DE JULIO","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82873411094548 10.931696443463883, -74.82876312884362 10.931564977542907, -74.82882122658326 10.931115298728058, -74.82884059774987 10.93067757876737))","0","CALLE 98 ENTRE CARRERAS 6 SUR Y 8 SUR","115,00","100% EJECUTADA","20 DE JULIO","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82661936838215 10.979017563691478, -74.82720423541268 10.978732462659108))","0","CARRERA 29 ENTRE CALLES 83A Y 83C","139,30","EJECUTADA","EDEN 2000","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82720423541268 10.978732462659101, -74.82773099967952 10.978585133075239, -74.82788453068083 10.978523675130276))","0","CARRERA 29 ENTRE CALLES 83C Y 84","121,00","FALTA RELLENO EN LA ZONA DE ANDEN (TRIPLE A COLOC","EDEN 2000","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82642010165674 10.978653264139622, -74.82661936838215 10.9790175636915))","0","CALLE 83B ENTRE CARRERAS 28 Y 29","26,50","EJECUTADA","EDEN 2000","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82776513215107 10.981528338958038, -74.8283074047151 10.980862443433844, -74.828973620465 10.980127662211048))","0","CARRERA 35C3 ENTRE CALLES 83A Y 83C","165,40","PENDIENTE 1 BOCACALLE Y SELLO DE JUNTAS","EDEN 2000","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82900501055902 10.980097365278771, -74.82886461041188 10.979795982560793, -74.82886461044707 10.979794069035535))","0","CALLE 83C ENTRE CARRERAS 35C2 Y 35C3","25,00","PENDINTE SELLO DE JUNTAS","EDEN 2000","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
