"numero","ano","lugar_de_nacimiento","edad","sexo","municipio_residencia","caracterizacion","rea","programa","municipio_eps","eps","estado","regimen","tipo_afiliado","grupo_etario","curso_de_vida","sisbenizado","puntaje_sisben","estrato","comuna_o_corregimiento"
"218","2021","Colombia","24","Masculino","Girón","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Girón","Nueva eps","1","Técnica","Desempleado","18 a 28 años","jovenes","Sí","27.04","1",
"219","2021","Colombia","19","Masculino","Bucaramanga","Víctima del conflicto","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Medimas","2","Técnica","Empleado","18 a 28 años","jovenes","No",,"2","Comuna 17 Mutis"
"220","2021","Colombia","17","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SaludTotal","3","Media","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 13 Oriental"
"221","2021","Colombia","11","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","SURA","3","Básica","Estudiante","8 a 12 años","infancia","Sí","23.5","3","Comuna 13 Oriental"
"222","2021","Colombia","18","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Sanitas","3","Media","Independiente","18 a 28 años","jovenes","Sí","25.65","3","Comuna 7 La Ciudadela"
"223","2021","Colombia","21","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Floridablanca","SaludTotal","1","Media","Estudiante","18 a 28 años","jovenes","Sí","22","1",
"224","2021","Colombia","68","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Sanitas","3","Media","Ama de casa","60 y mas años","persona mayor","No",,"3","Comuna 4 Occidental"
"225","2021","Colombia","30","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Nueva eps","2","Profesional","Empleado","29 a 59 años","adultez","No",,"2","Comuna 8 Sur Occidente"
"226","2021","Colombia","19","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SaludTotal","4","Media","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"227","2021","Colombia","14","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para adolescentes","Floridablanca","SANIDAD DE LA POLICIA NACIONAL","2","Básica","Estudiante","13 a 17 años","adolescente","No",,"2",
"228","2021","Colombia","62","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Nueva eps","3","Profesional","Independiente","60 y mas años","persona mayor","No",,"3","Comuna 5 García Rovira"
"229","2021","Colombia","45","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Foscal Eps","3","Profesional","Empleado","29 a 59 años","adultez","No",,"3","Comuna 13 Oriental"
"230","2021","Colombia","21","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SaludTotal","3","Técnica","Desempleado","18 a 28 años","jovenes","Sí","50","3","Comuna 3 San Francisco"
"231","2021","Colombia","31","Femenino","Bucaramanga","Víctima del conflicto","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Sanitas","3","Tecnológica","Estudiante","29 a 59 años","adultez","Sí","63.68","3","Comuna 6 La Concordia"
"232","2021","Colombia","46","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","SaludTotal","4","Primaria","Empleado","29 a 59 años","adultez","No",,"4","Comuna 15 Centro"
"233","2021","Colombia","26","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Floridablanca","Sanitas","2","Técnica","Independiente","18 a 28 años","jovenes","Sí","5.22","2",
"234","2021","Colombia","29","Masculino","Piedecuesta","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Piedecuesta","Nueva eps","3","Media","Independiente","29 a 59 años","adultez","No",,"3",
"235","2021","Colombia","33","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Nueva eps","4","Tecnológica","Independiente","29 a 59 años","adultez","No",,"4","Comuna 13 Oriental"
"236","2021","Colombia","17","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Sanitas","3","Técnica","Estudiante","13 a 17 años","adolescente","Sí","20.52","3","Comuna 17 Mutis"
"237","2021","Colombia","41","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Floridablanca","Nueva eps","4","Profesional","Independiente","29 a 59 años","adultez","No",,"4",
"238","2021","Colombia","38","Femenino","Piedecuesta","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Piedecuesta","Sanitas","3","Profesional","Independiente","29 a 59 años","adultez","No",,"3",
"239","2021","Colombia","16","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Floridablanca","Nueva eps","2","Media","Estudiante","13 a 17 años","adolescente","Sí","35.38","2",
"240","2021","Colombia","16","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Sanitas","1","Media","Estudiante","13 a 17 años","adolescente","Sí","21.15","1","Comuna 1 Norte"
"241","2021","Colombia","16","Femenino","Piedecuesta","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Piedecuesta","SaludTotal","2","Media","Estudiante","13 a 17 años","adolescente","Sí","36","2",
"242","2021","Venezuela","13","Femenino","Girón","Extranjero","Artes plásticas","Semillero integral de artes plásticas para adolescentes","Girón","Nueva eps","3","Primaria","Estudiante","13 a 17 años","adolescente","Sí","22.64","3",
"243","2021","Colombia","25","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","coomeva","3","Tecnológica","Estudiante","18 a 28 años","jovenes","Sí","0.17","3","Comuna 3 San Francisco"
"244","2021","Colombia","13","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para adolescentes","Bucaramanga","Sanitas","2","Primaria","Estudiante","13 a 17 años","adolescente","No",,"2","Comuna 11 Sur"
"245","2021","Colombia","57","Masculino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Floridablanca","Nueva eps","3","Profesional","Desempleado","29 a 59 años","adultez","Sí","28.72","3",
"246","2021","Colombia","11","Masculino","Girón","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Girón","Avanzar","3","Básica","Estudiante","8 a 12 años","infancia","No",,"3",
"247","2021","Colombia","21","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Coomeva","4","Media","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"248","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","Famisanar","3","Tecnológica","Empleado","0 a 7 años","primera infancia","Sí","38.84","3","Comuna 9 La Pedregosa"
"249","2021","Colombia","31","Masculino","Bucaramanga","Víctima del conflicto","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","SaludTotal","4","Técnica","Independiente","29 a 59 años","adultez","No",,"4","Comuna 13 Oriental"
"250","2021","Colombia","29","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Nueva eps","1","Técnica","Desempleado","29 a 59 años","adultez","Sí","36.63","1","Comuna 14 Morrorico"
"251","2021","Colombia","29","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Floridablanca","SaludTotal","3","Profesional","Desempleado","29 a 59 años","adultez","Sí","21.42","3",
"252","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","Coosalud","1","Primaria","Estudiante","8 a 12 años","infancia","Sí","20","1","Comuna 10 Provenza"
"253","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","SURA","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"254","2021","Colombia","25","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Floridablanca","coomeva","2","Tecnológica","Desempleado","18 a 28 años","jovenes","No",,"2",
"255","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","Famisanar","3","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"3","Comuna 5 García Rovira"
"256","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","coomeva","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 5 García Rovira"
"257","2021","Colombia","25","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Salud mia","3","Profesional","Desempleado","18 a 28 años","jovenes","Sí","59.3","3","Comuna 4 Occidental"
"258","2021","Colombia","18","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Asmed salud","1","Media","Desempleado","18 a 28 años","jovenes","Sí","34.54","1","Comuna 11 Sur"
"259","2021","Colombia","20","Femenino","Girón","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Girón","Sanitas","2","Profesional","Estudiante","18 a 28 años","jovenes","Sí","10.01","2",
"260","2021","Colombia","10","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","coomeva","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 5 García Rovira"
"261","2021","Colombia","17","Masculino","Bucaramanga","Víctima del conflicto","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Nueva eps","2","Básica","Empleado","13 a 17 años","adolescente","Sí","8.85","2","Comuna 15 Centro"
"262","2021","Colombia","21","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Nueva eps","2","Media","Desempleado","18 a 28 años","jovenes","Sí","40.86","2","Comuna 3 San Francisco"
"263","2021","Colombia","32","Femenino","Piedecuesta","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Piedecuesta","Sanitas","3","Profesional","Empleado","29 a 59 años","adultez","Sí","3","3",
"264","2021","Colombia","20","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","coosalud","2","Media","Estudiante","18 a 28 años","jovenes","Sí","42","2","Comuna 1 Norte"
"265","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","Famisanar","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","40.73","3","Comuna 4 Occidental"
"266","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","SURA","4","Especialización","Independiente","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"267","2021","Colombia","39","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Floridablanca","SaludTotal","3","Tecnológica","Ama de casa","29 a 59 años","adultez","No",,"3",
"268","2021","Colombia","30","Femenino","Bucaramanga","Persona con discapacidad","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SURA","3","Profesional","Desempleado","29 a 59 años","adultez","No",,"3","Comuna 6 La Concordia"
"269","2021","Colombia","45","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Sanitas","6","Maestría","Independiente","29 a 59 años","adultez","No",,"6","Comuna 12 Cabecera del llano"
"270","2021","Colombia","58","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Floridablanca","Nueva eps","4","Técnica","Ama de casa","29 a 59 años","adultez","No",,"4",
"271","2021","Colombia","22","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Asmed salud","3","Media","Estudiante","18 a 28 años","jovenes","Sí","42.39","3","Comuna 4 Occidental"
"272","2021","Colombia","28","Masculino","Piedecuesta","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Piedecuesta","Nueva eps","3","Técnica","Empleado","18 a 28 años","jovenes","Sí","2","3",
"273","2021","Colombia","18","Femenino","Girón","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Girón","Coosalud","1","Técnica","Estudiante","18 a 28 años","jovenes","Sí","30.51","1",
"274","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","Sanitas","1","Primaria","Estudiante","8 a 12 años","infancia","Sí","26.66","1","Comuna 4 Occidental"
"275","2021","Colombia","57","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Floridablanca","SaludTotal","3","Técnica","Ama de casa","29 a 59 años","adultez","No",,"3",
"276","2021","Colombia","7","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","SURA","4","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"4","Comuna 13 Oriental"
"277","2021","Colombia","30","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Sanitas","4","Profesional","Independiente","29 a 59 años","adultez","Sí","21.77","4","Comuna 13 Oriental"
"278","2021","Colombia","53","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Nueva eps","2","Media","Ama de casa","29 a 59 años","adultez","Sí","43.57","2","Comuna 8 Sur Occidente"
"279","2021","Colombia","17","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SURA","3","Media","Estudiante","13 a 17 años","adolescente","Sí","13.49","3","Comuna 5 García Rovira"
"280","2021","Colombia","23","Femenino","Floridablanca","Víctima del conflicto","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Floridablanca","Coosalud","2","Profesional","Independiente","18 a 28 años","jovenes","No",,"2",
"281","2021","Colombia","24","Masculino","Girón","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Girón","Nueva eps","2","Media","Desempleado","18 a 28 años","jovenes","Sí","28","2",
"282","2021","Colombia","23","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Sanitas","3","Tecnológica","Empleado","18 a 28 años","jovenes","No",,"3","Comuna 3 San Francisco"
"283","2021","Colombia","30","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","comparta","3","Media","Independiente","29 a 59 años","adultez","Sí","2","3","Comuna 3 San Francisco"
"284","2021","Colombia","18","Masculino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Floridablanca","Coomeva","3","Media","Estudiante","18 a 28 años","jovenes","No",,"3",
"285","2021","Colombia","35","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Floridablanca","Nueva eps","2","Técnica","Empleado","29 a 59 años","adultez","Sí","19.94","2",
"286","2021","Colombia","17","Femenino","Girón","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Girón","Coosalud","2","Básica","Desempleado","13 a 17 años","adolescente","Sí","18.33","2",
"287","2021","Colombia","18","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Saludtotal","2","Media","Estudiante","18 a 28 años","jovenes","No",,"2","Comuna 3 San Francisco"
"288","2021","Colombia","23","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SURA","3","Profesional","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 16 Lagos del Cacique"
"289","2021","Colombia","27","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Nueva eps","4","Profesional","Empleado","18 a 28 años","jovenes","Sí","20.58","4","Comuna 10 Provenza"
"290","2021","Colombia","22","Masculino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Floridablanca","Nueva eps","3","Profesional","Estudiante","18 a 28 años","jovenes","No",,"3",
"291","2021","Colombia","20","Masculino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Floridablanca","Famisanar","2","Básica","Desempleado","18 a 28 años","jovenes","No",,"2",
"292","2021","Colombia","24","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Nueva eps","4","Profesional","Desempleado","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"293","2021","Colombia","50","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Nueva eps","3","Tecnológica","Independiente","29 a 59 años","adultez","No",,"3","Comuna 3 San Francisco"
"294","2021","Colombia","19","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","Nueva eps","2","Media","Desempleado","18 a 28 años","jovenes","No",,"2","Comuna 8 Sur Occidente"
"295","2021","Colombia","42","Masculino","Piedecuesta","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Piedecuesta","Sisben","3","Técnica","Empleado","29 a 59 años","adultez","No",,"3",
"296","2021","Colombia","18","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Floridablanca","Nueva eps","3","Técnica","Estudiante","18 a 28 años","jovenes","Sí","21.51","3",
"297","2021","Colombia","17","Masculino","Bucaramanga","Víctima del conflicto","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Sanitas","4","Media","Desempleado","13 a 17 años","adolescente","Sí","41.12","4","Comuna 6 La Concordia"
"298","2021","Colombia","35","Masculino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Floridablanca","coomeva","2","Media","Desempleado","29 a 59 años","adultez","No",,"2",
"299","2021","Colombia","30","Femenino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Floridablanca","Asmed salud","2","Tecnológica","Desempleado","29 a 59 años","adultez","Sí","25.83","2",
"300","2021","Colombia","29","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Sanitas","2","Profesional","Empleado","29 a 59 años","adultez","No",,"2","Comuna 11 Sur"
"301","2021","Colombia","16","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Sanitas","3","Media","Desempleado","13 a 17 años","adolescente","No",,"3","Comuna 17 Mutis"
"302","2021","Colombia","62","Masculino","Floridablanca","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Floridablanca","Famisanar","3","Profesional","Empleado","60 y mas años","persona mayor","No",,"3",
"303","2021","Colombia","10","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","Saludtotal","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 4 Occidental"
"304","2021","Colombia","23","Masculino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Coosalud","3","Media","Independiente","18 a 28 años","jovenes","Sí","27.22","3","Comuna 13 Oriental"
"305","2021","Colombia","61","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Nueva eps","3","Técnica","Ama de casa","60 y mas años","persona mayor","Sí","57","3","Comuna 4 Occidental"
"306","2021","Colombia","41","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Avanzar","3","Profesional","Desempleado","29 a 59 años","adultez","Sí","26","3","Comuna 8 Sur Occidente"
"307","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Semillero integral de artes plásticas para niños","Bucaramanga","Famisanar","6","Primaria","Estudiante","8 a 12 años","infancia","No",,"6","Comuna 12 Cabecera del llano"
"308","2021","Colombia","21","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Nueva eps","3","Media","Estudiante","18 a 28 años","jovenes","Sí","44.95","3","Comuna 3 San Francisco"
"309","2021","Colombia","23","Masculino","Bucaramanga","Víctima del conflicto","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Sanitas","3","Básica","Empleado","18 a 28 años","jovenes","No",,"3","Comuna 7 La Ciudadela"
"310","2021","Colombia","23","Masculino","Girón","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Girón","Saludmia","2","Tecnológica","Desempleado","18 a 28 años","jovenes","Sí","15.68","2",
"311","2021","Colombia","17","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Programa técnico laboral en artes plásticas y aplicadas","Bucaramanga","SURA","2","Media","Desempleado","13 a 17 años","adolescente","Sí","33.56","2","Comuna 4 Occidental"
"312","2021","Colombia","31","Femenino","Piedecuesta","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Piedecuesta","SANIDAD DE LA POLICIA NACIONAL","3","Técnica","Empleado","29 a 59 años","adultez","No",,"3",
"313","2021","Colombia","25","Femenino","Bucaramanga","Víctima del conflicto","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Comparta","3","Media","Independiente","18 a 28 años","jovenes","Sí","35","3","Comuna 6 La Concordia"
"314","2021","Colombia","17","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SURA","1","Técnica","Desempleado","13 a 17 años","adolescente","Sí","23.91","1","Comuna 3 San Francisco"
"315","2021","Colombia","23","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","3","Profesional","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 5 García Rovira"
"316","2021","Colombia","30","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SURA","3","Técnica","Empleado","29 a 59 años","adultez","No",,"3","Comuna 11 Sur"
"317","2021","Colombia","44","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Sanitas","4","Profesional","Ama de casa","29 a 59 años","adultez","No",,"4","Comuna 12 Cabecera del llano"
"318","2021","Colombia","60","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Nueva eps","3","Básica","Ama de casa","60 y mas años","persona mayor","No",,"3","Comuna 4 Occidental"
"319","2021","Colombia","29","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","coomeva","3","Tecnológica","Empleado","29 a 59 años","adultez","Sí","37.3","3","Comuna 11 Sur"
"320","2021","Colombia","33","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SaludTotal","3","Profesional","Empleado","29 a 59 años","adultez","No",,"3","Comuna 8 Sur Occidente"
"321","2021","Colombia","50","Femenino","Bucaramanga","Persona con discapacidad","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SaludTotal","3","Técnica","Pensionado","29 a 59 años","adultez","Sí","23","3","Comuna 4 Occidental"
"322","2021","Colombia","30","Femenino","Bucaramanga","Víctima del conflicto","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SaludTotal","1","Profesional","Estudiante","29 a 59 años","adultez","No",,"1","Corregimiento 3"
"323","2021","Colombia","29","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","SURA","1","Técnica","Empleado","29 a 59 años","adultez","No",,"1","Comuna 1 Norte"
"324","2021","Colombia","28","Masculino","Piedecuesta","Víctima del conflicto","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Piedecuesta","Nueva eps","2","Técnica","Independiente","18 a 28 años","jovenes","Sí","29.19","2",
"325","2021","Colombia","45","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Famisanar","3","Profesional","Independiente","29 a 59 años","adultez","No",,"3","Comuna 13 Oriental"
"326","2021","Colombia","20","Femenino","Bucaramanga","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Bucaramanga","Nueva eps","4","Profesional","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"327","2021","Colombia","33","Femenino","Girón","Ninguno de los anteriores","Artes plásticas","Seminario de estudio libre de dibujo y pintura","Girón","Sanitas","3","Profesional","Empleado","29 a 59 años","adultez","Sí","60","3",
"328","2021","Colombia","20","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza seminario- Danza Folclórica adultos","Bucaramanga","coomeva","2","Técnica","Estudiante","18 a 28 años","jovenes","No",,"2","Comuna 3 San Francisco"
"329","2021","Colombia","19","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza Ballet Juvenil","Bucaramanga","Sanitas","4","Media","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 6 La Concordia"
"330","2021","Colombia","35","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza seminario- Danza Folclórica adultos","Bucaramanga","Foscal Magisterio","4","Profesional","Empleado","29 a 59 años","adultez","No",,"4","Comuna 13 Oriental"
