"numero","ano","lugar_de_nacimiento","edad","sexo","municipio_residencia","caracterizacion","rea","programa","municipio_eps","eps","estado","regimen","tipo_afiliado","grupo_etario","curso_de_vida","sisbenizado","puntaje_sisben","estrato","comuna_o_corregimiento"
"102","2021","Colombia","61","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Bucaramanga","SaludTotal","3","Técnica","Ama de casa","60 y mas años","persona mayor","No",,"3","Comuna 11 Sur"
"103","2021","Colombia","11","Femenino","Girón","Víctima del conflicto","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Girón","Nueva eps","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","0","2",
"104","2021","Colombia","30","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Bucaramanga","Avanzar","4","Profesional","Empleado","29 a 59 años","adultez","No",,"4","Comuna 13 Oriental"
"105","2021","Colombia","27","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas tercer año","Bucaramanga","SaludTotal","3","Técnica","Empleado","18 a 28 años","jovenes","No",,"3","Comuna 4 Occidental"
"106","2021","Colombia","17","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Bucaramanga","colsanitas","2","Media","Desempleado","13 a 17 años","adolescente","Sí","67","2","Comuna 17 Mutis"
"107","2021","Colombia","65","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas tercer año","Bucaramanga","SURA","3","Media","Independiente","60 y mas años","persona mayor","No",,"3","Comuna 3 San Francisco"
"108","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","SURA","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"109","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","coomeva","4","Primaria","Estudiante","8 a 12 años","infancia","Sí","16.84","4","Comuna 10 Provenza"
"110","2021","Colombia","10","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","Nueva eps","1","Primaria","Estudiante","8 a 12 años","infancia","Sí","45","1","Comuna 4 Occidental"
"111","2021","Colombia","65","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas tercer año","Bucaramanga","Nueva eps","4","Técnica","Pensionado","60 y mas años","persona mayor","No",,"4","Comuna 12 Cabecera del llano"
"112","2021","Venezuela","8","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","Sanitas","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","23","3","Comuna 15 Centro"
"113","2021","Colombia","9","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","Asmed salud","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","42","2","Comuna 11 Sur"
"114","2021","Colombia","69","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas tercer año","Bucaramanga","Sanitas","3","Técnica","Independiente","60 y mas años","persona mayor","No",,"3","Comuna 17 Mutis"
"115","2021","Colombia","30","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas segundo año","Bucaramanga","coomeva","3","Profesional","Desempleado","29 a 59 años","adultez","No",,"3","Comuna 13 Oriental"
"116","2021","Colombia","33","Femenino","Piedecuesta","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Piedecuesta","SaludTotal","2","Profesional","Empleado","29 a 59 años","adultez","No",,"2",
"117","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","Sanitas","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 9 La Pedregosa"
"118","2021","Colombia","26","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Bucaramanga","Saludtotal","3","Tecnológica","Independiente","18 a 28 años","jovenes","Sí","40.36","3","Comuna 10 Provenza"
"119","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","Sanitas","5","Especialización","Pensionado","8 a 12 años","infancia","No",,"5","Comuna 16 Lagos del Cacique"
"120","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 3 San Francisco"
"121","2021","Colombia","35","Masculino","Bucaramanga","Afrocolombiano, palenquero o raizal","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Bucaramanga","Sanitas","3","Media","Empleado","29 a 59 años","adultez","No",,"3","Comuna 3 San Francisco"
"122","2021","Colombia","16","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Bucaramanga","Sanitas","2","Básica","Estudiante","13 a 17 años","adolescente","Sí","16.25","2","Comuna 11 Sur"
"123","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","Salud mia","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 3 San Francisco"
"124","2021","Colombia","26","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Bucaramanga","Sanitas","2","Profesional","Empleado","18 a 28 años","jovenes","Sí","43.14","2","Comuna 14 Morrorico"
"125","2021","Colombia","50","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas primer año","Bucaramanga","coomeva","4","Profesional","Ama de casa","29 a 59 años","adultez","No",,"4","Comuna 15 Centro"
"126","2021","Colombia","64","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas segundo año","Bucaramanga","Ecopetrol","4","Profesional","Pensionado","60 y mas años","persona mayor","No",,"4","Comuna 12 Cabecera del llano"
"127","2021","Colombia","53","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas segundo año","Bucaramanga","coomeva","3","Técnica","Estudiante","29 a 59 años","adultez","No",,"3","Comuna 3 San Francisco"
"128","2021","Colombia","67","Femenino","Bucaramanga","Víctima del conflicto","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas primer año","Bucaramanga","Nueva eps","4","Profesional","Ama de casa","60 y mas años","persona mayor","No",,"4","Comuna 3 San Francisco"
"129","2021","Colombia","28","Masculino","Girón","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas segundo año","Girón","SaludTotal","2","Profesional","Estudiante","18 a 28 años","jovenes","Sí","15.33","2",
"130","2021","Colombia","53","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas primer año","Bucaramanga","SURA","4","Técnica","Estudiante","29 a 59 años","adultez","No",,"4","Comuna 6 La Concordia"
"131","2021","Colombia","18","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Bucaramanga","Sanitas","2","Media","Desempleado","18 a 28 años","jovenes","Sí","16.25","2","Comuna 11 Sur"
"132","2021","Colombia","21","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Bucaramanga","Nueva eps","4","Técnica","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 3 San Francisco"
"133","2021","Colombia","39","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas tercer año","Bucaramanga","Sanitas","6","Especialización","Independiente","29 a 59 años","adultez","No",,"6","Comuna 12 Cabecera del llano"
"134","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","Asmed salud","1","Media","Ama de casa","8 a 12 años","infancia","Sí","19","1","Comuna 14 Morrorico"
"135","2021","Colombia","33","Femenino","Floridablanca","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas segundo año","Floridablanca","Sanitas","3","Tecnológica","Estudiante","29 a 59 años","adultez","No",,"3",
"136","2021","Colombia","75","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas primer año","Bucaramanga","Nueva eps","4","Profesional","Pensionado","60 y mas años","persona mayor","No",,"4","Comuna 13 Oriental"
"137","2021","Colombia","64","Masculino","Floridablanca","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas tercer año","Floridablanca","Ecopetrol","4","Profesional","Pensionado","60 y mas años","persona mayor","No",,"4",
"138","2021","Colombia","19","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas primer año","Bucaramanga","Salud mia","2","Técnica","Estudiante","18 a 28 años","jovenes","Sí","16.2","2","Comuna 9 La Pedregosa"
"139","2021","Colombia","44","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Bucaramanga","SaludTotal","1","Tecnológica","Empleado","29 a 59 años","adultez","No",,"1","Comuna 1 Norte"
"140","2021","Colombia","31","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas segundo año","Bucaramanga","Nueva eps","2","Profesional","Desempleado","29 a 59 años","adultez","Sí","17","2","Comuna 15 Centro"
"141","2021","Colombia","7","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","Avanzar","4","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"4","Comuna 10 Provenza"
"142","2021","Colombia","40","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas primer año","Bucaramanga","Nueva eps","2","Básica","Independiente","29 a 59 años","adultez","Sí","35.6","2","Comuna 5 García Rovira"
"143","2021","Colombia","16","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes Adolescentes","Bucaramanga","SaludTotal","2","Media","Estudiante","13 a 17 años","adolescente","No",,"2","Comuna 4 Occidental"
"144","2021","Colombia","11","Masculino","Bucaramanga","En situación de discapacidad","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes Adolescentes","Bucaramanga","Sanitas","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 13 Oriental"
"145","2021","Colombia","56","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas segundo año","Bucaramanga","Sanitas","4","Profesional","Ama de casa","29 a 59 años","adultez","No",,"4","Comuna 13 Oriental"
"146","2021","Colombia","11","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes Adolescentes","Bucaramanga","SURA","3","Básica","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 6 La Concordia"
"147","2021","Colombia","35","Masculino","Piedecuesta","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Estudio libre dibujo y pintura","Piedecuesta","Medimas","3","Maestría","Empleado","29 a 59 años","adultez","No",,"3",
"148","2021","Colombia","6","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes infantil","Bucaramanga","SURA","4","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"4","Comuna 6 La Concordia"
"149","2021","Colombia","48","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas segundo año","Bucaramanga","Salud mia","3","Media","Independiente","29 a 59 años","adultez","No",,"3","Comuna 13 Oriental"
"150","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes Adolescentes","Bucaramanga","Sanitas","3","Básica","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 9 La Pedregosa"
"151","2021","Colombia","13","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes Adolescentes","Bucaramanga","Colsubsidio","4","Básica","Estudiante","13 a 17 años","adolescente","Sí","46","4","Comuna 13 Oriental"
"152","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes Adolescentes","Bucaramanga","SURA","2","Tecnológica","Empleado","13 a 17 años","adolescente","Sí","36","2","Comuna 1 Norte"
"153","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Artes Plásticas","Técnico laboral en artes plásticas y aplicadas semillero-Programa integral artes Adolescentes","Bucaramanga","SURA","2","Básica","Estudiante","8 a 12 años","infancia","Sí","36","2","Comuna 1 Norte"
