"contrib_code_desc","year","quarter","report_no","contrib_type","contrib_code","person_id","vehicle_id"
"Wet","2020","Q2","AE54080090","Road","61",,
"Wet","2020","Q2","MSP614400Q0","Road","61",,
"Not Applicable","2020","Q2","MCP3229000K","Road","0",,
"Not Applicable","2020","Q2","AE6123000Z","Road","0",,
"Not Applicable","2020","Q2","ADK3910005","Road","0",,
"Not Applicable","2020","Q2","ZVW279001C","Road","0",,
"Not Applicable","2020","Q2","BK02930013","Road","0",,
"Not Applicable","2020","Q2","ZL12000012","Road","0",,
"Not Applicable","2020","Q2","ADK3780008","Road","0",,
"Wet","2020","Q2","AE5351009L","Road","61",,
"Not Applicable","2020","Q2","ADG331003P","Road","0",,
"Not Applicable","2020","Q2","CB5960006M","Road","0",,
"Not Applicable","2020","Q2","MSP7058004X","Road","0",,
"Wet","2020","Q2","MSP6749003F","Road","61",,
"Not Applicable","2020","Q2","MSP6839004V","Road","0",,
"Not Applicable","2020","Q2","ZH06190024","Road","0",,
"Not Applicable","2020","Q2","MSP67860029","Road","0",,
"Not Applicable","2020","Q2","DA3908004H","Road","0",,
"Not Applicable","2020","Q2","ZF05660004","Road","0",,
"Not Applicable","2020","Q2","AE5732004M","Road","0",,
"Not Applicable","2020","Q2","AC2337000R","Road","0",,
"Wet","2020","Q2","MSP646600Q2","Road","61",,
"Not Applicable","2020","Q2","MSP7078001C","Road","0",,
"Not Applicable","2020","Q2","ZU82940057","Road","0",,
"Wet","2020","Q2","MSP582000PB","Road","61",,
"Not Applicable","2020","Q2","MTA03330014","Road","0",,
"Wet","2020","Q2","MSP657000JN","Road","61",,
"Not Applicable","2020","Q2","MSP66990041","Road","0",,
"Not Applicable","2020","Q2","DA3888005K","Road","0",,
"Not Applicable","2020","Q2","DA4070003G","Road","0",,
"Wet","2020","Q2","MSP626300DW","Road","61",,
"Not Applicable","2020","Q2","DE21530002","Road","0",,
"Not Applicable","2020","Q2","AE5866007Y","Road","0",,
"Not Applicable","2020","Q2","CB60310008","Road","0",,
"Wet","2020","Q2","MCP3218000Q","Road","61",,
"Not Applicable","2020","Q2","AE5990002Y","Road","0",,
"Not Applicable","2020","Q2","AE6211003Z","Road","0",,
"Not Applicable","2020","Q2","CB4906006H","Road","0",,
"Wet","2020","Q2","ZR0297005R","Road","61",,
"Not Applicable","2020","Q2","ADK099001Y","Road","0",,
"Not Applicable","2020","Q2","AE58040068","Road","0",,
