"dog_name","breed","age","gender","color"
"CHANCE","RET. X","10","Male Neutered","BLACK  AND WHITE"
"DUKE","COTON DE TULEAR","10","Male Neutered","WHITE"
"JEENA","TOY POODLE","10","Female Spayed","WHITE AND GRAY"
"MIDGE","DALMATIAN MIX","10","Female Spayed","WHITE AND BLACK"
"ROSIE","CAIRN TERRIER","10","Female Spayed","TAN"
"WINNI","YORKSHIRE TERRIER","10","Female Spayed","BLACK AND  BROWN"
"SCOOTER","POODLE MIX","10","Male Neutered","WHITE AND GRAY"
"QUINCY","MIX","10","Male Neutered","BLACK  AND WHITE"
"BEAR","FLAT COAT RETRIEVER","10","Female Spayed","BLACK"
"COOPER","COCKER SPANIEL","10","Male Neutered","(NOT GIVEN)"
"BARKLEY","LHASA APSO","10","Male Neutered","WHITE AND BROWN"
"MAX","TERRIER MIX","10","Male Neutered","WHITE AND TAN"
"MOKA","ENGLISH COCKER SPANIEL","10","Female Spayed","GOLD"
"PITUCHA","YORKSHIRE TERRIER","10","Female Spayed","BLACK"
"PEPPER","SCHNOODLE","10","Male Neutered","WHITE AND BLACK"
"BEAU","YORKSHIRE TERRIER","10","Male Neutered","SILVER AND TAN"
"NIKKI","GOLDEN RETRIEVER","10","Female Spayed","GOLD"
"BAILEY","MIN SCHNAUZER","10","Female Spayed","WHITE AND BLACK"
"BAILEY","RETRIEVER, LABRADOR","10","Male Neutered","YELLOW"
"TANGO","ALASKAN MALAMUTE","10","Male Neutered","SABLE"
"PHOEBE","PUG","10","Female Spayed","FAWN"
"BERKELEY","BEAGLE","10","Male Neutered","TRI COLOR"
"BAILEY","SHIH TZU","10","Male Neutered","TAN"
"ANNABELLE","BASSET HOUND MIX","10","Female Spayed","BLACK"
"JAKE","RHODESIAN RIDGEBACK","10","Male Neutered","RED"
"KONA","LABRADOODLE","10","Female Spayed","BROWN"
"EMMA","LABRADOR RETRIEVER  MIX","10","Female Spayed","BLACK"
"MAGGIE","LABRADOR RETRIEVER  MIX","10","Female Spayed","BLACK"
"CHLOE","BEAGLE MIX","10","Female Spayed","TAN AND WHITE"
"BROWSER","MIX","10","Male Neutered","BLACK AND TAN"
"SAMMY","LABRADOR RETRIEVER","10","Female Spayed","BLACK"
"MAX","SHEPHERD","10","Male","BLACK AND RED"
"BAILEY","BERNESE MOUNTAIN DOG","10","Female Spayed","TRI COLOR"
"KELLY","LABRADOR RETRIEVER","10","Female","BLACK"
"JENNY","GOLDEN RETRIEVER","10","Female Spayed","TAN"
"WIMI","TOY POODLE","10","Female","BLACK  AND WHITE"
"KERO","POMERANIAN","10","Male Neutered","CREAM AND BEIGE"
"KITU","MALTESE MIX","10","Male","BLACK  AND WHITE"
"PHOEBE","COCKER SPANIEL MIX","10","Female Spayed","TRI COLOR"
"NIKOLAI","ALASKAN MALAMUTE","10","Female Spayed","GRAY AND WHITE"
"CAM","SHEP X","10","Male Neutered","BLACK"
"RILEY","SHEP X","10","Male Neutered","TAN"
"HEATH","SHELTIE","10","Male Neutered","OTHER"
"PUMPKIN","CHIHUAHUA MIX","10","Female Spayed","BROWN"
"MAYHEM","LABRADOR RETRIEVER","10","Male Neutered","BROWN"
"MILES","MASTIFF MIX","10","Male Neutered","BRINDLE"
"SADIE","BEAGLE","10","Female Spayed","BROWN AND BLACK"
"KIMBA","LABRADOR RETRIEVER","10","Female Spayed","BLACK"
"MURPHY","MIN PIN X","10","Female Spayed","BLACK AND  BROWN"
"ABBY","LABRADOR RETRIEVER  MIX","10","Female Spayed","BLACK"
"LUNA","LABRADOODLE","10","Female Spayed","APRICOT"
"TEDDY","GOLDEN RETRIEVER","10","Male Neutered","BUFF"
"ZOE","RETRIEVER","10","Female Spayed","BROWN"
"OLIVER","POODLE STANDARD","10","Male Neutered","BLACK"
"ELLA","LABRADOR RETRIEVER","10","Female Spayed","BROWN"
"BLUE","SIBERIAN HUSKY","10","Male Neutered","BLACK  AND WHITE"
"PENNY","MALTESE X","10","Male Neutered","CREAM"
"GRADY","GOLDEN RETRIEVER","10","Male Neutered","GOLD"
"LINUS","BEAGLE","10","Male Neutered","TRI COLOR"
"OSHIE","LABRADOR RETRIEVER","10","Male Neutered","BROWN"
"CHARLIE","TOY POODLE","10","Male Neutered","WHITE"
"MAGGIE","TOY POODLE","10","Female Spayed","WHITE"
"MINNIE","BEAGLE MIX","10","Female Spayed","TRI COLOR"
"TOBY","POMERANIAN","10","Male Neutered","TAN"
"DEXTER","BOXER MIX","10","Male Neutered","BLACK"
"HARRIETTE","TERRIER MIX","10","Female","CHAMPAGNE"
"LOLA","BOSTON TERRIER","10","Female Spayed","BLACK AND  BROWN"
"KELSO","HUSKY MIX","10","Male Neutered","TRI COLOR"
"BRADY","LABRADOR RETRIEVER","10","Male Neutered","BLACK  AND WHITE"
"TAYLOR","PEM. WELSH CORGI","10","Male Neutered","SABLE AND WHITE"
"MIA","AMERICAN ESKIMO","10","Female Spayed","WHITE"
"SARGENT MURPHY","LABRADOR RETRIEVER","10","Male Neutered","YELLOW"
"WALLY","LABRADOR RETRIEVER  MIX","10","Male Neutered","WHITE AND BROWN"
"MAISIE","COLLIE, ROUGH COAT","10","Female Spayed","SABLE"
"MAX","ENGLISH BULLDOG","10","Male Neutered","BROWN"
"BAILEY","COCKAPOO","10","Female Spayed","BUFF"
"SHILOH","MINI SCHNAUZER","10","Male","WHITE AND BLACK"
"GILROY","BOSTON TERRIER","10","Male Neutered","RED AND WHITE"
"CHARLOTTE","SHARPEI MIX","10","Female Spayed","RED"
"CLARABELLE","BOSTON TERRIER MIX","10","Female Spayed","BRINDLE AND WHITE"
"KICK","POODLE","10","Male","WHITE"
"NELLY","MIXED BREED","10","Female Spayed","BEIGE AND BROWN"
"CHEYENNE","WEST HIGHLAND TERRIER","10","Female Spayed","WHITE"
"MILLER","GOLDEN RET.","10","Male Neutered","GOLD"
"BROOKE","CAVALIER KING CHARLES SPANIEL MIX","10","Female Spayed","TAN AND BROWN"
"REXX","AMERICAN PITBULL TERRIER","10","Male Neutered","BROWN"
"GUINNESS","AUSTRALIAN SHEPHERD","10","Female Spayed","BLACK AND TAN"
"COLE","GERMAN SHEP.","10","Male Neutered","BLACK"
"COLE","GERMAN SHEPHERD MIX","10","Male Neutered","BLACK"
"UJANI","DOBERMAN PINSCHER","10","Male Neutered","RED"
"JACK","SIBERIAN HUSKY","10","Male Neutered","BLACK  AND WHITE"
"MAX","COCKER SPANIEL","10","Male Neutered","BLONDE"
"ROCCO","RETRIEVER, LABRADOR","10","Male Neutered","BLACK"
"TIGER","SHIH TZU","10","Male Neutered","BROWN"
"PUDDING","LABRADOR RETRIEVER","10","Female Spayed","BROWN"
"SUNNY","TERRIER MIX","10","Female Spayed","BLONDE"
"ALADAR","PUG","10","Male","FAWN"
"YAWKEY","BOSTON TERRIER","10","Male Neutered","BRINDLE AND WHITE"
"BENTLEY","SHIH TZU MIX","10","Male Neutered","WHITE"
"PETEY","BOSTON TERRIER","10","Male Neutered","BRINDLE AND WHITE"
"RICKY MARTIN","PAPILLON MIX","10","Male Neutered","TRI COLOR"
"BECKETT","LABRADOR RETRIEVER","10","Male Neutered","BROWN"
"DAISY","SHIH TZU","10","Female Spayed","WHITE AND APRICOT"
"JEANNIE CLARK","STANDARD POODLE","10","Female Spayed","BROWN"
"BRUSCHI","CHIHUAHUA MIX","10","Male Neutered","BROWN AND WHITE"
"OPIE","BOSTON TERRIER","10","Male Neutered","BLACK  AND WHITE"
"NADJA","BELGIAN MALINOIS","10","Female Spayed","BLACK AND  BROWN"
"ZOE","BICHON FRISE","10","Female Spayed","WHITE AND BROWN"
"SNICKERS","BOSTON TERRIER MIX","10","Male Neutered","BROWN AND WHITE"
"COOPER","SCHNAUZER MIX","10","Male Neutered","SILVER"
"WILEY","BEAGLE MIX","10","Male Neutered","TRI COLOR"
"BARON","GERMAN SHEPHERD","10","Male","BROWN"
"FENWAY","HAVANESE","10","Male","TRI COLOR"
"BUDDY","JACK RUSSELL TERRIER","10","Male","TRI COLOR"
"SEDONA","LABRADOR RETRIEVER","10","Female Spayed","BROWN"
"T-REX","LABRADOR RETRIEVER  MIX","10","Male Neutered","BLACK"
"JACK","YORKSHIRE TERRIER","10","Male","TAN AND SILVER"
"TIGER","PIT BULL","10","Male Neutered","BRINDLE"
"GEORGIA","BOSTON TERRIER MIX","10","Female Spayed","BROWN AND WHITE"
"CHICO","HAVANESE","10","Male Neutered","BLACK"
"SPIKE MONTEIRO","YORKSHIRE TERRIER","10","Male Neutered","BLACK AND TAN"
"STELLA","CHIHUAHUA","10","Female Spayed","BLACK AND TAN"
"TUUKKA","SHELTIE MIX","10","Female Spayed","TRI COLOR"
"LOUIE","DACHSHUND MINI","10","Male Neutered","BROWN"
"SOPHIE MAE","PAPILLON","10","Female Spayed","SABLE AND WHITE"
"SOL","GOLDEN RET MIX","10","Female Spayed","TAN"
"NELLY","SIBERIAN HUSKY","10","Female Spayed","WHITE"
"GRADY PAWS","LABRADOODLE","10","Male Neutered","BROWN"
"ZEUS","WEST HIGHLAND TERRIER","10","Male Neutered","WHITE"
"WASABI","LABRADOR RETRIEVER  MIX","10","Female Spayed","BROWN"
"WASABI","CHIHUAHUA MIX","10","Male Neutered","BLACK"
"MAGGIE","SPRINGER SPANIEL","10","Female Spayed","LIVER AND WHITE"
"DASAN","SPRINGER SPANIEL","10","Male Neutered","BLACK  AND WHITE"
"MOLLIE","YORKSHIRE TERRIER","10","Female Spayed","BLACK AND TAN"
"MAGGIE","MIX","10","Female Spayed","BLACK"
"ALLIE","MIX","10","Female Spayed","BROWN AND BLACK"
"ROMEO","YORKSHIRE TERRIER MIX","10","Male Neutered","BLACK AND TAN"
"DUQUESA","MIXED","10","Female Spayed","BLACK"
"PRINCESA","MIXED","10","Female Spayed","BLACK"
"LADY","SHIBA INU MIX","10","Female","WHITE"
"MR FRECJLES ESQUIRE","PIT BULL MIX","10","Male Neutered","WHITE AND BROWN"
"BETINHA","MIX","10","Female","BLACK AND  BROWN"
"ZOEY","LABRADOR RETRIEVER","10","Female Spayed","BROWN"
"MARIA","OTHER","10","Female Spayed","BROWN"
"SUNNY","MINIATURE DACHSHUND","11","Male Neutered","BLACK AND TAN"
"BELLA","AMERICAN STAFFORDSHIRE TERRIER","11","Female Spayed","BROWN AND WHITE"
"PUNKY","BOXER MIX","11","Male Neutered","BROWN"
"BUDDY","CAIRN TERRIER","11","Male","WHEAT"
"DEEDEE","ENGLISH BULLDOG","11","Female Spayed","BRINDLE"
"FRESITA","POODLE MIX","11","Female","APRICOT"
"BRUNO","GOLDEN RETRIEVER","11","Male Neutered","GOLD"
"BLANCO BEKEBREDE","TERRIER MIX","11","Male Neutered","WHITE"
"BOSCO","LABRADOR RETRIEVER","11","Male Neutered","BROWN"
"AMAGUQ","ALASKAN MALAMUTE MIX","11","Male Neutered","WHITE AND CREAM"
"TITO","POMERANIAN (MIX)","11","Male Neutered","BROWN AND BLACK"
"LIBBY","BEAGLE","11","Female Spayed","TRI COLOR"
"JASPER","SHIH TZU MIX","11","Male Neutered","WHITE AND BROWN"
"APOLLO","HOUND MIX","11","Male Neutered","TRI COLOR"
"ROSCO","LABRADOR RETRIEVER  MIX","11","Male Neutered","BLACK"
"TROY","GOLDEN RETRIEVER","11","Male Neutered","GOLD"
"BETTIE","TERRIER MIX","11","Female Spayed","WHITE"
"SHAMROCK","AMERICAN BULLDOG","11","Male","BROWN AND WHITE"
"EMMA","SHEPHERD","11","Female Spayed","TAN AND BLACK"
"NALA","LABRADOR RETRIEVER  MIX","11","Female Spayed","TAN"
"LUKE","TOY POODLE","11","Male Neutered","BLACK"
"MIA","HUSKY","11","Female Spayed","BLACK  AND WHITE"
"LOUIE","CHIHUAHUA","11","Male Neutered","BLACK  AND WHITE"
"GRIFFIN","GOLDEN RETRIEVER","11","Male Neutered","RED"
"PEANUT","SHIH TZU","11","Male Neutered","WHITE AND BROWN"
"BUTTER","SHIH TZU","11","Female Spayed","WHITE AND BROWN"
"LOLA","LABRADOR RETRIEVER","11","Female Spayed","BLACK"
"JACK","ENGLISH POINTER MIX","11","Male Neutered","WHITE AND BROWN"
"BODEE","PUGGLE","11","Male Neutered","FAWN"
"BOOMER","MIX","11","Male Neutered","BRINDLE"
"ZORRO","GERMAN SHEPHERD","11","Male","SABLE"
"TYSON","COTON DE TULEAR","11","Male Neutered","WHITE"
"ZIGGY","CAIRN TERRIER","11","Male Neutered","RED"
"CANDI","SHIH TZU/PEKINGESE MIX","11","Female Spayed","BRINDLE"
"HAZEL","CHIHUAHUA","11","Female Spayed","BLACK AND TAN"
"LUCY","YORKSHIRE TERRIER","11","Female Spayed","BLACK AND  BROWN"
"LUCY","SHIH TZU","11","Female Spayed","TAN"
"CLANCY","MALTESE","11","Male Neutered","WHITE"
"MATILDA","PUGGLE","11","Female Spayed","TAN"
"LEXI","BRITTANY SPANIEL MIX","11","Female Spayed","BROWN AND WHITE"
"LUCKY","TERRIER MIX","11","Male Neutered","BROWN"
"DOMINO","LABRADOR RETRIEVER","11","Male Neutered","BLACK"
"MURPHY","BOSTON TERRIER MIX","11","Male Neutered","BROWN AND WHITE"
"GINGER","MINIATURE PINSCHER","11","Female Spayed","BLACK AND  BROWN"
"MIMI","MINATURE PINCHER","11","Female Spayed","RED"
"NIKKI","LABRADOR RETRIEVER  MIX","11","Female Spayed","GOLD"
"DUCHESS","BOSTON TERRIER","11","Female Spayed","BLACK  AND WHITE"
"HULK","BOSTON TERRIER","11","Male Neutered","BLACK  AND WHITE"
"PENNY","LABRADOR RETRIEVER  MIX","11","Female Spayed","BROWN"
"DUNKIN","POODLE MIX","11","Male Neutered","TRI COLOR"
"MAX","JACK RUSSELL TERR MIX","11","Male Neutered","BLACK  AND WHITE"
"BEAR","GOLDEN RETRIEVER","11","Male Neutered","BLONDE"
"OLLIE","POODLE MIX","11","Male Neutered","GOLD"
"SWEET PEA","MALTESE","11","Female Spayed","WHITE"
"FREDDY","BOSTON TERRIER","11","Female Spayed","BLACK  AND WHITE"
"MAYA","MALTESE","11","Female","WHITE"
"NALA","SHIH TZU","11","Female Spayed","WHITE AND BROWN"
"KODI","POMERANIAN","11","Male","BLACK AND TAN"
"DAKOTA","PUG","11","Male Neutered","FAWN"
"ELLA","BRITTANY SPANIEL","11","Female Spayed","WHITE AND LIVER"
"DILBERT","POODLE MIX","11","Male Neutered","WHITE"
"TAYLOR","SILKY TERRIER","11","Female Spayed","BLACK AND  BROWN"
"BOLI","TERRIER","11","Male Neutered","WHITE AND GRAY"
"KODIAK","LABRADOR RETRIEVER","11","Female Spayed","BLACK"
"SANDY","MIXED","11","Female Spayed","TRI COLOR"
"SUZY","CAVALIER KING CHARLES SPANIEL","11","Female","TAN AND WHITE"
"MIKY","HAVANESE","11","Male Neutered","BLACK  AND WHITE"
"DUNCAN","CATAHOULA LEOPARD DOG MIX","11","Male Neutered","BROWN AND TAN"
"RUBY DOO","BASSET HOUND","11","Female Spayed","TRI COLOR"
"SKEETER","AFFENPINSCHER MIX","11","Female Spayed","BLACK AND GRAY"
"BROWNIE","BICHON FRISE MIX","11","Female Spayed","BLACK AND TAN"
"ROSIE","BEAGLE","11","Female Spayed","TRI COLOR"
"MOXIE","POMERANIAN MIX","11","Male Neutered","RED"
"ROSIE","MALTIPOM","11","Female Spayed","WHITE"
"LACEY","SHIH TZU","11","Female Spayed","BLACK  AND WHITE"
"CASEY","BEAGLE MIX","11","Female Spayed","BLACK AND TAN"
"KIMORA","YORKSHIRE TERRIER","11","Female Spayed","BLACK AND  BROWN"
"MARLEY (BUDDY)","LABRADOR RETRIEVER","11","Male Neutered","BLACK"
"TAJ","LABRADOR RETRIEVER","11","Female Spayed","BROWN"
"CASSIDY","MIXED BREED","11","Female Spayed","BROWN AND WHITE"
"COCOA","LABRADOR RETRIEVER","11","Female Spayed","GOLD"
"SOPHIE","COCKAPOO","11","Female Spayed","APRICOT"
"JAKE","LABRADOR RETRIEVER","11","Male","BLACK"
"ZOEY","GOLDEN DOODLE","11","Female Spayed","CREAM"
"JEZEBELL","TERRIER MIX","11","Female Spayed","BLONDE"
"RILEY","MALTESE MIX","11","Male Neutered","WHITE"
"WINSTON","LABRADOR RETRIEVER","11","Male Neutered","YELLOW"
"OTIS","ENGLISH BULLDOG","11","Male Neutered","BRINDLE"
"PRINCESS SNUGGLES","BICHON FRISE","11","Female","WHITE"
"SAM","GOLDEN RETRIEVER","11","Male Neutered","GOLD"
"LILY","YORKIPOO","11","Female Spayed","BUFF"
"SCOUT","SMOOTH DACHSHUND","11","Male Neutered","RED"
"JED","TREEING WALKER COONHOUND","11","Male Neutered","TRI COLOR"
"DOLLY","RET MIX","11","Female Spayed","BLACK"
"EVA","LABRADOR RETRIEVER  MIX","11","Female Spayed","WHITE AND TAN"
"PRINCE","DACHSHUND","11","Male Neutered","CREAM"
"BINX","LABRADOODLE","11","Female Spayed","BROWN"
"SUNNI","WEST HIGHLAND TERRIER","11","Female Spayed","WHITE"
"SAMMY","GOLDEN RETREIVER","11","Female Spayed","GOLD"
"ANNIE","MINIATURE PINSCHER","11","Female Spayed","BLACK AND  BROWN"
"ACE","LABRADOR RETRIEVER","11","Male Neutered","YELLOW"
"DAISY","ROTTWEILER","11","Female Spayed","BLACK AND TAN"
"CODA","GOLDEN RETRIEVER","11","Male Neutered","BROWN"
"SHERLEY","SHETLAND SHEEPDOG MIX","11","Female Spayed","WHITE AND TAN"
"MAEMAE","CHIHUAHUA MIX","11","Female Spayed","TRI COLOR"
"CODY","LABRADOR RETRIEVER","11","Male Neutered","YELLOW"
"BO","AMERICAN STAFFORDSHIRE TERRIER","11","Male","(NOT GIVEN)"
"BEAR","LABRADOODLE","11","Male Neutered","BLACK"
"MAXX","WHIPPET MIX","11","Male Neutered","TRI COLOR"
"BLIZZARD","HUSKY","11","Male Neutered","BLACK  AND WHITE"
"ALINA","COLLIE","11","Female Spayed","TRI COLOR"
"TOBY","MALTIPOO","11","Male Neutered","BLACK"
"RINGO","CHIHUAHUA SMOOTH COAT","11","Male Neutered","BROWN AND WHITE"
"KILLIAN","VIZSLA","11","Male Neutered","RUST"
"LUCY","MINI SCHNAUZER","11","Female Spayed","GRAY"
"CHESTER RALEIGH","COTON DE TULEAR","11","Male Neutered","WHITE"
"HAZEL","YORKSHIRE TERRIER","11","Female","BROWN AND BLACK"
"ZARA","GERMAN SHEPHERD","11","Female Spayed","BLACK AND TAN"
"WINNIE","COLLIE MIX","11","Female Spayed","BLACK  AND WHITE"
"SASHA","HOUND MIX","11","Female Spayed","BROWN AND BLACK"
"MARLEY-JOE","GOLDEN RETRIEVER MIX","11","Female Spayed","GOLD"
"COPELAND","LABRADOR RETRIEVER","11","Male Neutered","YELLOW"
"JACKIE","COLLIE","11","Female Spayed","BLUE"
"TEDDY","COLLIE","11","Male Neutered","BLUE"
"MAX","GOLDEN RETRIEVER","11","Male Neutered","GOLD"
"HOLLY","BEAGLE","11","Female Spayed","TRI COLOR"
"GRACIE","WHEATEN TERRIER","11","Female Spayed","BLONDE"
"SEAMUS","WHEATEN TERRIER","11","Male Neutered","WHEAT"
"MISSOURI","COCKAPOO","11","Male Neutered","BUFF"
"DAVE","BOXER MIX","11","Male Neutered","WHITE"
"MANNIX","COCKAPOO","11","Male Neutered","BLACK"
"SANDY","TERRIER MIX","11","Male Neutered","TAN"
"TESSA","LABRADOR RETRIEVER  MIX","11","Female Spayed","BLACK"
"TESS","SCHNAUZER, MIN.","11","Female Spayed","BLACK"
"LILY","POODLE","11","Female","WHITE"
"KAYLEE","COLLIE MIX","11","Female Spayed","BLACK  AND WHITE"
"STITCH","TERRIER POODLE","11","Male Neutered","WHITE AND BROWN"
"LOGAN","GERMAN SHEPHERD","11","Male Neutered","BLACK AND TAN"
"BEI-BEI","PUG MIX","11","Female Spayed","FAWN"
"ROONEY","BORDER TERRIER","11","Male Neutered","BLACK AND  BROWN"
"WINNIE","PORT. WATER DOG","11","Female Spayed","BLACK  AND WHITE"
"COOPER","ST BERNARD","11","Male","TRI COLOR"
"AUGUST","SAMOYED","11","Male Neutered","WHITE"
"NATHAN","DACHSHUND","11","Male Neutered","BROWN"
"JESSE","LABRADOR RETRIEVER","11","Male Neutered","YELLOW"
"HERSHEY","LABRADOR RETRIEVER","11","Male Neutered","BROWN"
"RISSA","PYRENEES MIX","11","Female Spayed","WHITE AND BLONDE"
"NYLA","GERMAN SHEPHERD","11","Female Spayed","BLACK AND TAN"
"LOLA","MALTIPOO","11","Female Spayed","APRICOT"
"MAGIC","TERRIER, MIX","11","Male Neutered","BLACK"
"BISCUIT","LABRADOODLE","11","Male Neutered","BLONDE"
"BAILEY","SHIH TZU","11","Female Spayed","WHITE AND APRICOT"
"PORKCHOP","ROTTWEILER","11","Male Neutered","BLACK AND TAN"
"BIA","MALTESE","11","Female","WHITE"
"DUTCHESS","LABRADOR RETRIEVER  MIX","11","Female Spayed","BLACK  AND WHITE"
"BIA","BULL TERRIER","11","Female","RED AND WHITE"
"HENRY","CHIHUAHUA","11","Male Neutered","MERLE"
"MAYA","GOLDEN RETRIEVER","11","Female Spayed","RED"
"BAILEY","LABRADOR RETRIEVER","11","Female Spayed","TAN"
"REENIE","COCKER SPANIEL","11","Female Spayed","APRICOT"
"DEUCE","GOLDEN RETRIEVER","11","Male Neutered","BLONDE"
"ELMO","YORKSHIRE TERRIER","11","Male Neutered","BLACK AND RED"
"LEIA","AMERICAN PITBULL TERRIER","11","Female Spayed","BLUE AND FAWN"
"ROGER","LABRADOR RETRIEVER","11","Male Neutered","BROWN"
"BACON","BOXER MIX","11","Male Neutered","BRINDLE"
"OSCAR","RETRIEVER  MIX","11","Male Neutered","CREAM"
"RILEY","LABRADOR RETRIEVER  MIX","11","Male Neutered","YELLOW"
"COMET","BICHON FRISE","11","Male Neutered","WHITE"
"FLOYD","GLEN OF IMAAL TERRIER","11","Male","BRINDLE"
"CARSON","LABRADOR RETRIEVER","11","Male Neutered","YELLOW"
"MAGGY","MIX","11","Female Spayed","BLONDE AND WHITE"
"BEAU","GOLDEN RETRIEVER","11","Male Neutered","BUFF"
"CHLOE","CATAHOULA LEOPARD DOG","11","Female Spayed","MIX"
"WELKER","LABRADOR RETRIEVER","11","Male Neutered","BLACK"
"MAX","JACK RUSSELL","11","Male Neutered","WHITE AND TAN"
"NINA","POODLE MIX","11","Female","WHITE"
"BEAR","LABRADOR RETRIEVER","11","Male Neutered","APRICOT"
"MAGGIE","SHIH TZU","11","Female Spayed","BROWN AND WHITE"
"CHEVY","BULL TERRIER","11","Female Spayed","BRINDLE"
"MISSY","PIT BULL MIX","11","Female Spayed","BLACK  AND WHITE"
"PUCHY","SHIH TZU MIX","11","Female","BLACK  AND WHITE"
"SADIE","LABRADOODLE","11","Female Spayed","TRI COLOR"
"HENRY","LABRADOR RETRIEVER","11","Male Neutered","BRINDLE"
"HANNAH","LABRADOR RETRIEVER","11","Female Spayed","BLONDE"
"PETUNIA","LABRADOR RETRIEVER","11","Female Spayed","BLACK"
"DORPHIN","WEST HIGHLAND TERRIER","11","Female Spayed","WHITE"
"SOPHIE","SHIH TZU","11","Female Spayed","BLACK AND GRAY"
"LUCAS","RAT TERRIER","11","Male Neutered","BROWN AND WHITE"
"OLIVER","BOSTON TERRIER","11","Male Neutered","BLACK  AND WHITE"
"BEN","LABRADOR RETRIEVER","11","Male Neutered","YELLOW"
"PEANUT","PUG","11","Female Spayed","APRICOT"
"MCBEAN","TERRIER MIX","11","Male Neutered","BLACK  AND WHITE"
"ELLA","LABRADOR RETRIEVER  MIX","11","Female Spayed","BLACK  AND WHITE"
"LOLLI","SHIH TZU","11","Female Spayed","WHITE AND APRICOT"
"NIKI","AMERICAN ESKIMO","11","Female Spayed","WHITE AND BLACK"
"JASPER","PIT BULL","11","Male Neutered","GRAY"
"BAILEY","CAVALIER KING CHARLES SPANIEL","11","Male Neutered","RED AND WHITE"
"RUDY","GOLDEN RETRIEVER","11","Male Neutered","GOLD"
"PERCY","SHEPHARD LAB MIX","11","Male Neutered","RED"
"VADOR","RAT TERRIER","11","Male Neutered","BLACK"
"NERO","PUG","11","Male Neutered","FAWN"
"NEWMAN","GOLDEN RETRIEVER","11","Male Neutered","GOLD"
"TOBY","LABRADOR RETRIEVER  MIX","11","Male Neutered","BLACK"
"CHEWBACCA","POODLE","11","Male","APRICOT"
"MILEY","HUSKY MIX","11","Female Spayed","TAN AND WHITE"
"DUSTY","LABRADOR RETRIEVER","11","Female Spayed","YELLOW"
"FLANDERS","LABRADOODLE","11","Male Neutered","APRICOT"
"RALEIGH","AUSTRALIAN SHEPHERD","11","Male Neutered","BLACK  AND WHITE"
"RILEY","LABRADOR RETRIEVER  MIX","11","Female Spayed","CREAM"
"RIPLEY","BORDER COLLIE","11","Male Neutered","TRI COLOR"
"TANNER","SHIH TZU","11","Male Neutered","TAN"
"PANDA BEAR","SHIH TZU","11","Male Neutered","TRI COLOR"
"MIA","HAVANESE","11","Female Spayed","SABLE"
"ROSIE","TERRIER MIX","11","Female Spayed","BLACK AND TAN"
"RAMBO","CHOW CHOW MIX","11","Male Neutered","BROWN"
"ASPEN","AMERICAN ESKIMO","11","Male Neutered","WHITE"
"BOLT","SIBERIAN HUSKY","11","Male Neutered","RUST AND WHITE"
"BONNIE","COCKER SPANIEL","11","Female Spayed","BUFF"
"JENNA","LABRADOR RETRIEVER  MIX","11","Female Spayed","BLACK"
"SASHA","MINIATURE PINSCHER","11","Female","BLACK AND MAHOGANY"
"NINA","YORKSHIRE TERRIER","11","Female","BROWN"
"BEAR","BOXER","11","Male","FAWN"
"LANI","POODLE MIX","11","Female Spayed","WHITE AND BLACK"
"TUCKER","SHETLAND SHEEPDOG","11","Male Neutered","SABLE"
"FREYJA","LABRADOR RETRIEVER  MIX","11","Female Spayed","BLACK AND  BROWN"
"DJANGO","POODLE","11","Male Neutered","APRICOT"
"SPARKY","SHIH TZU","11","Male","BLACK AND  BROWN"
"BRUSCHI","CHIHUAHUA","11","Male Neutered","FAWN"
"NIKE","COCKAPOO","11","Male Neutered","BEIGE"
"HARRIETTA","BOXER","11","Female","BROWN"
"FRANK","SCHNAUZER MIN","11","Male Neutered","MERLE"
"MURPHY","MINI AUSTRALIAN SHEPHERD","11","Male Neutered","RED MERLE"
"AUTUMN","WEST HIGHLAND TERRIER MIX","11","Female Spayed","FAWN AND WHITE"
"JENNY","CHIHUAHUA","11","Female Spayed","BLACK  AND WHITE"
"XENA","YORKSHIRE TERRIER","11","Female Spayed","BROWN"
"PRINCE","LHASA APSO","11","Male Neutered","BROWN"
"BLUE","ITALIAN GREYHOUND","11","Male Neutered","BLUE"
"JAKE","GREYHOUND","11","Male Neutered","BROWN AND RED"
"COAL","LABRADOR RETRIEVER","11","Male Neutered","BLACK"
"SOPHIA","BOXER MIX","11","Female Spayed","BRINDLE"
"STEVIE","TERRIER MIX","11","Male Neutered","BLACK  AND WHITE"
"CHESTER","BOSTON TERRIER","11","Male Neutered","BLACK  AND WHITE"
"LUCY","SHIH TZU","11","Female","BLACK  AND WHITE"
"KIMI","AMERICAN COCKER SPANIEL","11","Female Spayed","BLACK"
"DAISY","MIN SCHNAUZER","11","Female Spayed","WHITE AND BLACK"
"SCOOTER","MORKIE","11","Male Neutered","(NOT GIVEN)"
"DOMINO","BORDER COLLIE","11","Male","BLACK  AND WHITE"
"CARINA","MIN. SCHNAUZER","11","Female Spayed","WHITE AND BLACK"
"SUNSHINE","GOLDEN RETRIVER","11","Female Spayed","TAN"
"LOLA","CHIHUAHUA MIX","11","Female Spayed","BROWN"
"KAYA","GOLDEN RET.","11","Female Spayed","GOLD"
"TUCKER","NEWFOUNDLAND","11","Male Neutered","BLACK  AND WHITE"
"TESSIE","TERRIER MIX","11","Female Spayed","BLACK  AND WHITE"
