"census_year","county_fips_code","economic_development_region","workforce_development_area","county_name","county_code","age_range","gender","total_population","no_high_school_diploma","high_school_diploma_or","some_college_no_degree","associate_s_degree","bachelor_s_degree","graduate_or_professional","total_post_secondary","geocoded_column"
"2011-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","25 to 34 Years","Male","3704","351","1695","845","287","451","75","813","(40.8150952555, -79.4731689893)"
"2010-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","45 to 64 Years","Male","91603","4916","27358","17721","6308","20436","14864","41608","(40.335011331, -75.1129124111)"
"2015-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","25 to 34 Years","Female","4163","349","1060","734","489","1088","443","2020","(40.6529549748, -79.0933349286)"
"2013-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","25 to 34 Years","Female","2131","115","769","444","398","299","106","803","(40.4161050032, -77.9827661036)"
"2014-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","25 to 34 Years","Male","7531","1385","2661","1549","618","999","319","1936","(40.3675970024, -76.4618257486)"
"2011-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","25 to 34 Years","Male","11981","1135","3481","2588","1106","2929","742","4777","(41.4391006428, -75.6121834524)"
"2015-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","25 to 34 Years","Female","35965","1890","7053","6926","3336","11034","5726","20096","(39.9165786652, -75.4062771212)"
"2010-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","35 to 44 Years","Male","44108","2582","13042","8503","3082","10339","6560","19981","(40.335011331, -75.1129124111)"
"2010-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","25 to 34 Years","Female","785","60","370","126","158","45","26","229","(39.9248751086, -78.1148504535)"
"2012-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","35 to 44 Years","Female","3163","183","1410","573","550","348","99","997","(40.0073753643, -78.4911647381)"
"2012-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","45 to 64 Years","Male","66909","9180","27811","9725","3608","10347","6238","20193","(40.0459079619, -76.2513876838)"
"2015-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","25 to 34 Years","Female","7177","585","2212","1480","1320","1134","446","2900","(39.919447803, -79.6518963464)"
"2016-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","45 to 64 Years","Male","20335","2857","9482","3056","1192","2414","1334","4940","(39.9278619704, -77.7239884483)"
"2014-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","25 to 34 Years","Male","33973","2399","9381","7528","3053","8496","3116","14665","(39.9165786652, -75.4062771212)"
"2015-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","25 to 34 Years","Male","3434","470","1439","581","388","465","91","944","(40.9193670081, -75.7110703866)"
"2012-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","25 to 34 Years","Male","7946","666","3267","1407","902","1352","352","2606","(40.4912749067, -78.7189417385)"
"2016-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","35 to 44 Years","Male","9199","456","3235","1617","1301","1913","677","3891","(40.6834924548, -80.3510735648)"
"2015-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","45 to 64 Years","Female","18816","1859","8877","2783","1455","2379","1463","5297","(40.3675970024, -76.4618257486)"
"2013-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","35 to 44 Years","Male","5013","578","2275","937","321","611","291","1223","(41.6854690692, -80.1132108295)"
"2013-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","35 to 44 Years","Male","16772","1687","5310","3135","1373","3448","1819","6640","(40.4197463597, -76.7796056802)"
"2010-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","45 to 64 Years","Female","15550","1003","5783","2304","1050","2820","2590","6460","(40.9193135008, -77.8250011212)"
"2012-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","45 to 64 Years","Male","6416","930","3642","823","293","483","245","1021","(40.6127492804, -77.6200308901)"
"2016-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","45 to 64 Years","Male","5302","479","2870","576","484","517","376","1377","(41.1927912877, -79.4248360769)"
"2016-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","25 to 34 Years","Female","14957","770","3138","3112","1749","4230","1958","7937","(40.167598388, -77.268662705)"
"2010-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","45 to 64 Years","Female","3218","451","1830","342","204","228","163","595","(40.5343300836, -77.405775001)"
"2015-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","45 to 64 Years","Female","899","71","522","121","64","65","56","185","(41.5135787577, -79.2378099483)"
"2016-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","25 to 34 Years","Female","4538","373","1209","802","596","1012","546","2154","(40.9932503514, -80.3375411446)"
"2013-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","25 to 34 Years","Female","2434","119","919","576","333","366","121","820","(40.0073753643, -78.4911647381)"
"2010-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","25 to 34 Years","Female","5234","411","1698","1149","616","815","545","1976","(39.8720956503, -77.2222427076)"
"2016-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","25 to 34 Years","Female","9039","911","3053","1593","962","1887","633","3482","(39.9278619704, -77.7239884483)"
"2012-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","45 to 64 Years","Male","6999","690","3836","1035","415","563","460","1438","(40.4161050032, -77.9827661036)"
"2012-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","35 to 44 Years","Male","4812","417","2067","819","490","657","362","1509","(40.6529549748, -79.0933349286)"
"2010-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","25 to 34 Years","Male","6358","620","2177","1409","746","1189","217","2152","(41.3445979226, -77.069424568)"
"2011-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","45 to 64 Years","Male","21401","1803","11195","3029","1425","2423","1526","5374","(40.4912749067, -78.7189417385)"
"2013-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","45 to 64 Years","Male","37102","3537","13587","6105","2685","6540","4648","13873","(40.4197463597, -76.7796056802)"
"2014-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","25 to 34 Years","Female","32257","4783","8909","5837","2880","7046","2802","12728","(40.0459079619, -76.2513876838)"
"2011-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","45 to 64 Years","Male","166050","9051","54408","28434","14002","34345","25810","74157","(40.4673554298, -79.9861984282)"
"2015-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","25 to 34 Years","Female","22691","1925","4988","4638","2588","5754","2798","11140","(40.6146479416, -75.6009948118)"
"2014-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","35 to 44 Years","Female","1916","59","747","320","325","335","130","790","(41.4281941606, -78.6494771322)"
"2010-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","45 to 64 Years","Female","10296","806","5723","1603","861","912","391","2164","(40.8150952555, -79.4731689893)"
"2012-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","35 to 44 Years","Female","35250","1431","5870","4524","2754","12958","7713","23425","(39.9748705566, -75.7562649818)"
"2012-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","25 to 34 Years","Female","2336","222","824","471","323","327","169","819","(41.1313909115, -79.0010181419)"
"2013-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","35 to 44 Years","Male","8354","1114","3639","1241","669","1283","408","2360","(40.3675970024, -76.4618257486)"
"2011-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","25 to 34 Years","Female","16014","808","4916","3021","1695","3717","1857","7269","(41.9941378702, -80.0407591036)"
"2012-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","35 to 44 Years","Male","7699","501","3622","1342","814","1034","386","2234","(40.4855502384, -78.349076871)"
"2016-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","35 to 44 Years","Female","3543","123","1195","683","378","749","415","1542","(41.0491208559, -76.4100217975)"
"2014-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","35 to 44 Years","Male","3125","267","1579","624","283","240","132","655","(41.810370736, -78.5712201998)"
"2012-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","25 to 34 Years","Female","1355","115","548","311","134","182","65","381","(40.5343300836, -77.405775001)"
"2016-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","45 to 64 Years","Female","39605","3205","13881","7240","4253","6992","4034","15279","(40.4197463597, -76.7796056802)"
"2012-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","25 to 34 Years","Male","9504","463","3134","1740","981","2419","767","4167","(40.9108318483, -79.9171177889)"
"2013-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","25 to 34 Years","Male","1086","270","516","270","10","19","1","30","(41.5135787577, -79.2378099483)"
"2011-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","35 to 44 Years","Male","3908","561","1943","603","211","419","171","801","(41.7911781401, -76.5182562384)"
"2010-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","35 to 44 Years","Female","11178","345","4004","2335","1867","1833","794","4494","(40.6834924548, -80.3510735648)"
"2010-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","25 to 34 Years","Female","7342","765","2250","1602","751","1456","518","2725","(40.3675970024, -76.4618257486)"
"2016-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","25 to 34 Years","Female","24543","2859","6086","5555","2631","5039","2373","10043","(40.4193963513, -75.9307732705)"
"2014-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","25 to 34 Years","Female","17639","1425","4528","3831","2008","3710","2137","7855","(41.1783643884, -75.991996098)"
"2013-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","25 to 34 Years","Male","7087","528","2979","1308","520","1443","309","2272","(40.4855502384, -78.349076871)"
"2010-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","35 to 44 Years","Female","7241","542","2870","1435","777","1113","504","2394","(41.302377765, -80.2600941079)"
"2012-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","25 to 34 Years","Female","7121","270","1996","1480","1242","1503","630","3375","(40.4912749067, -78.7189417385)"
"2016-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","25 to 34 Years","Female","2493","261","926","401","395","394","116","905","(40.6127492804, -77.6200308901)"
"2014-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","25 to 34 Years","Male","31830","5537","11214","4627","2580","6147","1725","10452","(40.0459079619, -76.2513876838)"
"2015-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","25 to 34 Years","Female","87997","3244","12362","14470","9081","29831","19009","57921","(40.4673554298, -79.9861984282)"
"2011-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","25 to 34 Years","Female","3165","299","1124","572","438","513","219","1170","(41.7911781401, -76.5182562384)"
"2016-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","25 to 34 Years","Male","2578","333","1153","363","363","294","72","729","(41.1313909115, -79.0010181419)"
"2011-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","35 to 44 Years","Male","73639","3171","20023","12242","6813","18842","12548","38203","(40.4673554298, -79.9861984282)"
"2014-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","35 to 44 Years","Male","6605","687","2433","1143","565","1306","471","2342","(41.302377765, -80.2600941079)"
"2011-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","35 to 44 Years","Male","718","245","350","51","44","13","15","72","(41.5135787577, -79.2378099483)"
"2015-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","45 to 64 Years","Male","17475","1265","9020","2609","1413","2078","1090","4581","(40.4855502384, -78.349076871)"
"2012-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","25 to 34 Years","Female","2007","126","814","322","338","288","119","745","(39.8548039342, -80.2294381655)"
"2012-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","35 to 44 Years","Male","6517","895","2911","1025","511","754","421","1686","(39.8720956503, -77.2222427076)"
"2010-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","45 to 64 Years","Female","54615","6313","23251","8768","3728","7809","4746","16283","(40.4193963513, -75.9307732705)"
"2015-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","35 to 44 Years","Male","30441","4554","11016","4440","2221","5885","2325","10431","(40.0459079619, -76.2513876838)"
"2012-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","45 to 64 Years","Female","30664","2129","12274","5428","2623","4641","3569","10833","(41.4391006428, -75.6121834524)"
"2012-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","25 to 34 Years","Female","225","8","49","71","46","34","17","97","(41.4388026531, -78.2091693241)"
"2015-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","45 to 64 Years","Male","74207","5008","24930","12720","4568","15472","11509","31549","(39.9165786652, -75.4062771212)"
"2016-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","35 to 44 Years","Male","246","10","72","77","44","37","6","87","(41.4388026531, -78.2091693241)"
"2014-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","25 to 34 Years","Male","9548","551","3147","1948","1364","1999","539","3902","(40.6834924548, -80.3510735648)"
"2011-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","45 to 64 Years","Male","66023","9407","27484","9447","3486","10082","6117","19685","(40.0459079619, -76.2513876838)"
"2010-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","45 to 64 Years","Male","11811","1230","6026","1467","877","1469","742","3088","(40.6529549748, -79.0933349286)"
"2013-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","45 to 64 Years","Female","9356","707","4513","1331","745","1264","796","2805","(41.0491208559, -76.4100217975)"
"2012-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","25 to 34 Years","Male","18297","2301","6304","4044","1644","3223","781","5648","(41.1783643884, -75.991996098)"
"2013-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","45 to 64 Years","Female","6011","406","2976","973","636","532","488","1656","(41.810370736, -78.5712201998)"
"2013-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","45 to 64 Years","Female","13126","1158","6540","1898","1143","1459","928","3530","(41.6854690692, -80.1132108295)"
"2015-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","35 to 44 Years","Female","2767","376","1039","525","349","338","140","827","(40.6127492804, -77.6200308901)"
"2010-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","45 to 64 Years","Male","7184","960","4041","856","455","587","285","1327","(40.0073753643, -78.4911647381)"
"2016-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","35 to 44 Years","Male","12015","1186","3829","2152","1267","2539","1042","4848","(41.4391006428, -75.6121834524)"
"2010-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","45 to 64 Years","Male","67198","3968","15257","9608","3467","18370","16528","38365","(39.9748705566, -75.7562649818)"
"2015-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","45 to 64 Years","Female","3422","369","1848","494","256","257","198","711","(40.5343300836, -77.405775001)"
"2016-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","35 to 44 Years","Male","7815","599","3174","1461","752","1131","698","2581","(40.4912749067, -78.7189417385)"
"2011-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","45 to 64 Years","Female","20455","2502","10306","2714","1895","1968","1070","4933","(39.919447803, -79.6518963464)"
"2015-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","25 to 34 Years","Female","46","1","16","12","9","4","4","17","(41.5135787577, -79.2378099483)"
"2011-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","45 to 64 Years","Female","45505","4084","18643","8859","4547","5437","3935","13919","(41.1783643884, -75.991996098)"
"2014-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","35 to 44 Years","Male","3562","396","1866","529","278","306","187","771","(41.7911781401, -76.5182562384)"
"2014-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","25 to 34 Years","Male","33985","1952","9782","7689","2108","9466","2988","14562","(40.335011331, -75.1129124111)"
"2014-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","45 to 64 Years","Female","30764","2213","11801","5500","3100","4754","3396","11250","(41.4391006428, -75.6121834524)"
"2015-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","25 to 34 Years","Male","29009","2951","6575","5107","1565","9170","3641","14376","(39.9748705566, -75.7562649818)"
"2012-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","45 to 64 Years","Female","6553","611","3567","974","552","501","348","1401","(41.1313909115, -79.0010181419)"
"2015-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","45 to 64 Years","Female","57697","5852","23300","9302","5162","8606","5475","19243","(40.4193963513, -75.9307732705)"
"2012-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","35 to 44 Years","Female","2314","123","881","401","264","420","225","909","(41.1927912877, -79.4248360769)"
"2015-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","45 to 64 Years","Female","18313","1078","9091","2758","1858","2200","1328","5386","(40.4855502384, -78.349076871)"
"2016-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","35 to 44 Years","Female","6661","407","2018","1176","1195","1153","712","3060","(41.3445979226, -77.069424568)"
"2014-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","35 to 44 Years","Female","239","30","102","27","36","36","8","80","(41.4388026531, -78.2091693241)"
"2015-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","35 to 44 Years","Female","9574","769","3044","1748","1530","1472","1011","4013","(39.9278619704, -77.7239884483)"
"2010-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","45 to 64 Years","Female","32696","2033","12295","5417","2863","6069","4019","12951","(40.167598388, -77.268662705)"
"2016-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","35 to 44 Years","Male","3927","222","1732","683","552","505","233","1290","(40.8150952555, -79.4731689893)"
"2015-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","35 to 44 Years","Male","24745","3780","8511","3980","2224","4180","2070","8474","(40.4193963513, -75.9307732705)"
"2016-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","25 to 34 Years","Male","3683","327","1638","552","486","569","111","1166","(40.8150952555, -79.4731689893)"
"2016-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","45 to 64 Years","Male","10024","1215","4653","1520","988","1125","523","2636","(40.9193670081, -75.7110703866)"
"2010-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","35 to 44 Years","Male","10104","1146","4932","1547","620","1321","538","2479","(39.9278619704, -77.7239884483)"
"2012-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","35 to 44 Years","Male","33632","2678","9265","5606","2694","7714","5675","16083","(39.9165786652, -75.4062771212)"
"2010-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","45 to 64 Years","Male","3336","615","1851","343","184","230","113","527","(40.5343300836, -77.405775001)"
"2010-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","25 to 34 Years","Female","15986","927","4964","3172","1646","3601","1676","6923","(41.9941378702, -80.0407591036)"
"2011-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","45 to 64 Years","Female","96245","4190","32187","17631","9663","18951","13623","42237","(40.335011331, -75.1129124111)"
"2016-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","35 to 44 Years","Female","7494","312","1318","880","1076","2035","1873","4984","(40.9193135008, -77.8250011212)"
"2010-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","45 to 64 Years","Female","16660","1768","7281","2642","1851","1897","1221","4969","(41.3445979226, -77.069424568)"
"2010-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","35 to 44 Years","Male","5550","561","2726","863","331","669","400","1400","(41.6854690692, -80.1132108295)"
"2016-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","45 to 64 Years","Female","10319","870","4951","1796","1126","1056","520","2702","(40.8150952555, -79.4731689893)"
"2010-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","25 to 34 Years","Male","7330","887","3011","1365","629","1144","294","2067","(40.3675970024, -76.4618257486)"
"2012-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","35 to 44 Years","Female","42812","1003","10316","8049","4278","11772","7394","23444","(40.335011331, -75.1129124111)"
"2014-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","45 to 64 Years","Male","5153","351","2878","697","506","495","226","1227","(41.4281941606, -78.6494771322)"
"2016-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","25 to 34 Years","Female","757","42","251","181","122","107","54","283","(39.9248751086, -78.1148504535)"
"2016-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","25 to 34 Years","Female","2228","145","864","385","330","412","92","834","(40.4161050032, -77.9827661036)"
"2015-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","45 to 64 Years","Male","20172","2562","10909","2378","1876","1693","754","4323","(39.919447803, -79.6518963464)"
"2013-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","25 to 34 Years","Male","4496","827","1663","641","474","621","270","1365","(41.6854690692, -80.1132108295)"
"2010-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","25 to 34 Years","Female","17287","1270","4405","3365","1815","4687","1745","8247","(40.4197463597, -76.7796056802)"
"2010-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","35 to 44 Years","Male","308","14","166","68","32","17","11","60","(41.4388026531, -78.2091693241)"
"2016-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","35 to 44 Years","Female","32468","1852","4222","3873","1960","12025","8536","22521","(39.9748705566, -75.7562649818)"
"2010-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","35 to 44 Years","Male","2365","215","902","391","320","468","69","857","(41.4281941606, -78.6494771322)"
"2011-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","45 to 64 Years","Male","8862","974","4286","1307","448","1222","625","2295","(41.0491208559, -76.4100217975)"
"2011-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","35 to 44 Years","Female","10720","397","3469","2303","1815","1815","921","4551","(40.6834924548, -80.3510735648)"
"2010-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","45 to 64 Years","Female","2042","291","1105","280","151","110","105","366","(39.9248751086, -78.1148504535)"
"2016-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","35 to 44 Years","Male","11170","495","3141","1521","1126","3153","1734","6013","(40.9108318483, -79.9171177889)"
"2013-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","35 to 44 Years","Female","4916","238","2037","955","779","554","353","1686","(41.0004290024, -78.4755834299)"
"2012-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","45 to 64 Years","Female","3333","447","1882","454","186","187","177","550","(40.5343300836, -77.405775001)"
"2015-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","35 to 44 Years","Male","7513","504","3264","1367","606","1317","455","2378","(40.4855502384, -78.349076871)"
"2010-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","45 to 64 Years","Male","5841","693","2909","847","360","728","304","1392","(39.8548039342, -80.2294381655)"
"2012-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","25 to 34 Years","Female","79734","3055","11458","14452","8759","26007","16003","50769","(40.4673554298, -79.9861984282)"
"2012-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","45 to 64 Years","Female","5381","402","2614","800","491","612","462","1565","(41.1927912877, -79.4248360769)"
"2012-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","45 to 64 Years","Female","39575","3387","15568","6955","3884","5528","4253","13665","(40.4197463597, -76.7796056802)"
"2011-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","35 to 44 Years","Male","5946","635","3189","893","391","556","282","1229","(41.0004290024, -78.4755834299)"
"2010-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","25 to 34 Years","Male","2085","354","866","291","164","271","139","574","(41.2328627374, -77.6428376046)"
"2012-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","45 to 64 Years","Male","55511","7255","23361","8768","3453","8213","4461","16127","(40.4193963513, -75.9307732705)"
"2011-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","35 to 44 Years","Male","13393","842","5541","2209","1328","2340","1133","4801","(41.4391006428, -75.6121834524)"
"2011-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","25 to 34 Years","Male","7095","516","3088","1355","593","1326","217","2136","(40.4855502384, -78.349076871)"
"2012-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","45 to 64 Years","Male","5092","303","2816","623","567","469","314","1350","(41.4281941606, -78.6494771322)"
"2014-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","25 to 34 Years","Male","15704","1463","5003","2760","1115","4256","1107","6478","(40.167598388, -77.268662705)"
"2010-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","45 to 64 Years","Male","6221","950","3507","709","278","508","269","1055","(40.6127492804, -77.6200308901)"
"2013-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","35 to 44 Years","Male","8753","894","4367","1572","766","875","279","1920","(39.919447803, -79.6518963464)"
"2011-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","25 to 34 Years","Female","7157","323","2167","1431","1290","1411","535","3236","(40.4912749067, -78.7189417385)"
"2013-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","35 to 44 Years","Male","935","202","568","76","70","19","0","89","(41.5135787577, -79.2378099483)"
"2015-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","45 to 64 Years","Male","25121","1523","9682","4951","3095","3922","1948","8965","(40.6834924548, -80.3510735648)"
"2012-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","25 to 34 Years","Male","21103","2557","6417","4031","1843","4580","1675","8098","(40.6146479416, -75.6009948118)"
