"fiscal_year","employer","initial_approvals","initial_denials","continuing_approvals","continuing_denials","naics","tax_id","state","city","zip"
"2016","NSE PRODUCTS INC DBA NUSKIN ENTERP","0","0","1","0","Retail Trade","669","UT","PROVO","84601"
"2018","NUSKIN ENTERPRISES","0","0","2","0","Retail Trade","5309","UT","PROVO","84601"
"2019","NUSKIN ENTERPRISES","1","0","4","1","Retail Trade","5309","UT","PROVO","84601"
"2017","NUSKIN ENTERPRISES","1","0","0","0","Retail Trade","5309","UT","PROVO","84601"
"2016","NUSKIN ENTERPRISES","1","0","1","0","Retail Trade","5309","UT","PROVO","84601"
"2018","NUSKIN INTERNATIONAL INC","0","0","2","0","Retail Trade","6910","UT","PROVO","84601"
"2019","NUSKIN INTERNATIONAL INC","0","0","1","0","Retail Trade","6910","UT","PROVO","84601"
"2016","NUSKIN INTERNATIONAL INC","0","0","3","0","Retail Trade","6910","UT","PROVO","84601"
"2019","NUTRABRANDS INC","1","0","0","0","Retail Trade","280","UT","PARK CITY","84060"
"2017","NUTRACOMP INC","1","0","0","0","Retail Trade","280","UT","PARK CITY","84060"
"2018","OCEAN MART INC","1","0","0","0","Retail Trade","5281","UT","SANDY","84070"
"2019","PRINTERLOGIC INC","1","0","0","0","Retail Trade","2952","UT","ST GEORGE","84770"
"2016","SMITH S FOOD & DRUG CENTERS INC A","0","0","1","0","Retail Trade","8768","UT","SALT LAKE CITY","84010"
"2016","SMITH S FOOD & DRUG CTRS INC A DIV","1","0","0","0","Retail Trade","8768","UT","BOUNTIFUL","84010"
"2018","SMITHS FOOD DRUG CTRS INC KROGER","0","0","2","0","Retail Trade","8768","UT","SALT LAKE CITY","84104"
"2016","UNPA INC","0","1","0","0","Retail Trade","4684","UT","SALT LAKE CITY","84105"
"2019","UPWELL HEALTH","1","0","0","0","Retail Trade","2355","UT","COTTONWOOD HEIGHTS","84121"
"2018","USANA HEALTH SCIENCES INC","0","0","1","0","Retail Trade","306","UT","SALT LAKE CITY","84120"
"2018","USANA HEALTH SCIENCES INC","0","0","2","0","Retail Trade","306","UT","WEST VALLEY CITY","84120"
"2019","USANA HEALTH SCIENCES INC","0","1","1","0","Retail Trade","306","UT","SALT LAKE CITY","84120"
"2019","USANA HEALTH SCIENCES INC","0","0","3","0","Retail Trade","306","UT","WEST VALLEY CITY","84120"
"2017","USANA HEALTH SCIENCES INC","1","0","0","0","Retail Trade","306","UT","SALT LAKE CITY","84120"
"2017","USANA HEALTH SCIENCES INC","1","0","0","0","Retail Trade","306","UT","WEST VALLEY CITY","84120"
"2016","USANA HEALTH SCIENCES INC","1","0","1","0","Retail Trade","306","UT","SALT LAKE CITY","84120"
"2016","USANA HEALTH SCIENCES INC","1","0","1","0","Retail Trade","306","UT","WEST VALLEY CITY","84120"
"2018","YOUNIQUE LLC","1","0","1","0","Retail Trade","6364","UT","LEHI","84043"
"2019","YOUNIQUE LLC","1","0","0","0","Retail Trade","6364","UT","LEHI","84043"
"2019","ARIIX LLC","1","0","0","0","Dept Store & Other Trade","8370","UT","BOUNTIFUL","84010"
"2018","BACKCOUNTRY COM LLC","0","0","1","0","Dept Store & Other Trade","9954","UT","PARK CITY","84098"
"2018","EQUIPN LLC DBA EQUIPIT","0","1","0","0","Dept Store & Other Trade","9309","UT","HOLLADAY","84117"
"2018","MAVERIK INC","0","0","1","0","Dept Store & Other Trade","7092","UT","SALT LAKE CITY","84111"
"2018","OCEAN MART OF ROY INC","0","1","0","0","Dept Store & Other Trade","7749","UT","ROY","84067"
"2018","OVERSTOCK COM INC","13","0","82","6","Dept Store & Other Trade","4302","UT","MIDVALE","84047"
"2019","OVERSTOCK COM INC","6","2","36","2","Dept Store & Other Trade","4302","UT","MIDVALE","84047"
"2017","OVERSTOCK COM INC","11","0","44","1","Dept Store & Other Trade","4302","UT","MIDVALE","84047"
"2016","OVERSTOCK COM INC","17","1","40","0","Dept Store & Other Trade","4302","UT","SALT LAKE CITY","84121"
"2016","OVERSTOCK.COM, INC","1","0","5","0","Dept Store & Other Trade","4302","UT","MIDVALE","84047"
"2018","PUGS HOLDINGS LLC","0","0","1","0","Dept Store & Other Trade","1300","UT","LINDON","84042"
"2019","SISEL INTERNATIONAL LLC","1","0","0","0","Dept Store & Other Trade","2973","UT","SPRINGVILLE","84663"
"2016","SUREFOOT L C","1","0","0","0","Dept Store & Other Trade","4421","UT","PARK CITY","84060"
"2019","THGPP INC","1","0","0","0","Dept Store & Other Trade","8843","UT","LINDON","84042"
"2016","TRANSFUELS LLC","0","0","1","1","Dept Store & Other Trade","4382","UT","SALT LAKE CITY","84104"
"2016","YOLI LLC","1","0","0","0","Dept Store & Other Trade","6428","UT","SALT LAKE CITY","84104"
"2017","ZENNOA LLC","1","0","0","0","Dept Store & Other Trade","4047","UT","OREM","84097"
"2018","DOBA INC","0","0","1","0","Transportation & Warehousing","5576","UT","LEHI","84020"
"2017","KOLOB CANYONS AIR SERVICES LLC","0","0","2","0","Transportation & Warehousing","181","UT","CEDAR CITY","84720"
"2018","OOCL USA INC","0","0","1","0","Transportation & Warehousing","4630","UT","SOUTH JORDAN","84095"
"2016","OOCL USA INC","0","0","1","0","Transportation & Warehousing","4630","UT","SOUTH JORDAN","84095"
"2019","PRO STAR SVCS LLC","0","0","1","0","Transportation & Warehousing","7942","UT","SALT LAKE CITY","84116"
"2016","SKYWEST INC","0","1","0","0","Transportation & Warehousing","6325","UT","SAINT GEORGE","84790"
"2017","UNISHIPPERS GLOBAL LOGISTICS LLC","0","0","1","0","Transportation & Warehousing","9251","UT","SALT LAKE CITY","84107"
"2016","UNISHIPPERS GLOBAL LOGISTICS LLC","0","0","1","0","Transportation & Warehousing","9251","UT","SALT LAKE CITY","84107"
"2017","INTERNATIONAL BRIDGE INC","1","0","0","0","Transportation & Warehousing","5641","UT","PROVO","84604"
"2016","3DSIM LLC","0","0","1","0","Information","3684","UT","PARK CITY","84098"
"2019","3PL CENTRAL LLC","0","0","1","0","Information","242","UT","AMERICAN FORK","84003"
"2018","ANCESTRY COM OPERATIONS INC","22","1","56","0","Information","2473","UT","LEHI","84043"
"2019","ANCESTRY COM OPERATIONS INC","27","0","18","0","Information","2473","UT","LEHI","84043"
"2016","ANCESTRY COM OPERATIONS INC","3","0","4","0","Information","2473","UT","LEHI","84043"
"2016","ANCESTRY COM OPERATIONS INC","4","0","3","0","Information","2473","UT","PROVO","84604"
"2017","ANCESTRYCOM OPERATIONS INC","11","0","16","0","Information","2473","UT","LEHI","84043"
"2018","AXIELL ALM INC","0","0","1","0","Information","7657","UT","SALT LAKE CITY","84106"
"2019","BLUEHOST INC","1","0","0","0","Information","3988","UT","PROVO","84606"
"2019","BONNEVILLE INTERNATIONAL CORP","0","0","1","0","Information","6746","UT","SALT LAKE CITY","84101"
"2019","BRIOSTACK LLC","1","0","0","0","Information","6766","UT","LEHI","84043"
"2017","CEDAR FORT INC","0","0","1","0","Information","9348","UT","SPRINGVILLE","84663"
"2018","CLEAR LINK TECHNOLOGIES LLC","1","0","0","0","Information","8523","UT","SALT LAKE CITY","84116"
"2019","CLEAR LINK TECHNOLOGIES LLC","0","1","1","0","Information","8523","UT","SALT LAKE CITY","84116"
"2017","CLEARONE INC","0","0","4","0","Information","8877","UT","SALT LAKE CITY","84101"
"2018","COMECERO LLC","0","1","0","0","Information","7173","UT","SALT LAKE CITY","84101"
"2019","COMPLETEXRM INC","0","1","0","0","Information","116","UT","SALT LAKE CITY","84103"
"2016","DESERET DIGITAL MEDIA","1","0","0","0","Information","3901","UT","SALT LAKE CITY","84101"
"2019","DOBA INC","1","0","0","0","Information","5576","UT","LEHI","84043"
"2018","DOMO INC","1","0","1","0","Information","4725","UT","AMERICAN FORK","84003"
"2018","ECCOVIA SOLUTIONS FORMERLY CLIENT","0","0","1","0","Information","2185","UT","SALT LAKE CITY","84107"
"2019","EDIFY AI INC","0","0","1","0","Information","2520","UT","SALT LAKE CITY","84101"
"2018","EREINSURE COM INC","0","0","1","0","Information","2297","UT","SALT LAKE CITY","84111"
"2016","EREINSURE COM INC","0","0","1","0","Information","2297","UT","SALT LAKE CITY","84111"
"2019","FACEBOOK INC","1","0","0","0","Information","5019","UT","FARMINGTON","84025"
"2018","FINICITY CORP","0","0","2","1","Information","1752","UT","MURRAY","84107"
"2018","FINICITY CORPORATION","0","0","3","0","Information","1752","UT","SALT LAKE CITY","84123"
"2019","FINICITY CORPORATION","1","0","1","0","Information","1752","UT","SALT LAKE CITY","84123"
"2017","FINICITY CORPORATION","1","0","0","0","Information","1752","UT","MURRAY","84107"
"2019","FORMFOX INC","0","0","1","0","Information","5409","UT","SALT LAKE CITY","84115"
"2017","FORMFOX INC","1","0","0","0","Information","5409","UT","SALT LAKE CITY","84115"
"2016","GENESYS TELECOM LABORATORIES INC","0","0","6","0","Information","525","UT","SALT LAKE CITY","84121"
"2018","GENESYS TELECOMMUNICATIONS","0","0","1","0","Information","525","UT","SALT LAKE CITY","84121"
"2018","GENESYS TELECOMMUNICATIONS","0","0","19","0","Information","525","UT","SALT LAKE CITY","84121"
"2019","GENESYS TELECOMMUNICATIONS","8","1","10","1","Information","525","UT","SALT LAKE CITY","84121"
"2017","GENESYS TELECOMMUNICATIONS","0","0","5","0","Information","525","UT","SALT LAKE CITY","84121"
"2019","HEALTH CATALYST INC","0","0","3","1","Information","7483","UT","SALT LAKE CITY","84121"
"2018","IN CONTACT INC","0","0","1","0","Information","8557","UT","SANDY","84070"
"2018","INCONTACT INC","0","0","1","0","Information","8557","UT","SALT LAKE CITY","84101"
"2018","INCONTACT INC","1","0","0","0","Information","8557","UT","SALT LAKE CITY","84101"
"2019","INCONTACT INC","0","0","10","1","Information","8557","UT","SANDY","84070"
"2017","INCONTACT INC","1","0","7","0","Information","8557","UT","SALT LAKE CITY","84101"
"2016","INCONTACT INC","6","0","6","0","Information","8557","UT","SALT LAKE CITY","84101"
"2018","INFOMERCIALS INC","0","0","1","0","Information","3872","UT","SPRINGVILLE","84663"
"2019","INMOMENT INC","1","0","0","0","Information","7115","UT","SOUTH JORDAN","84095"
"2018","INNOVATIVE MARKET ANALYSIS DBA MET","1","0","0","0","Information","7580","UT","TAYLORSVILLE","84123"
"2017","INSIDESALES COM INC","1","0","0","0","Information","1823","UT","PROVO","84606"
"2018","IVANTI INC","0","0","1","0","Information","335","UT","SOUTH JORDAN","84095"
"2019","IVANTI INC","0","0","2","0","Information","335","UT","SOUTH JORDAN","84095"
"2016","LANDESK SOFTWARE INC","1","0","0","0","Information","335","UT","SOUTH JORDAN","84095"
"2018","MEDICI VENTURES INC","0","0","2","0","Information","993","UT","MIDVALE","84047"
"2017","MEDICI VENTURES INC","0","0","1","0","Information","993","UT","MIDVALE","84047"
"2018","MICRO FOCUS SOFTWARE INC","1","0","2","0","Information","3339","UT","PROVO","84606"
"2019","MICRO FOCUS SOFTWARE INC","1","1","0","1","Information","3339","UT","PROVO","84606"
"2017","MICRO FOCUS SOFTWARE INC","0","0","1","0","Information","3339","UT","PROVO","84606"
"2017","MUNKEE APPS INC","0","0","1","0","Information","6230","UT","SANDY","84070"
"2018","NAVIGATOR BUSINESS SOLUTIONS INC","0","0","2","0","Information","7230","UT","PLEASANT GROVE","84062"
"2019","NAVIGATOR BUSINESS SOLUTIONS INC","0","0","1","0","Information","7230","UT","PLEASANT GROVE","84062"
"2016","NAVIGATOR BUSINESS SOLUTIONS INC","0","0","1","0","Information","7230","UT","PLEASANT GROVE","84062"
"2019","NETDOCUMENTS SOFTWARE INC","0","0","1","0","Information","1580","UT","LEHI","84043"
"2017","NETVOYAGE CORP","1","0","0","0","Information","1580","UT","LEHI","84043"
"2016","NETVOYAGE CORPORATION","1","0","1","0","Information","1580","UT","LEHI","84043"
"2016","NOVELL INC","1","0","3","0","Information","3339","UT","PROVO","84606"
"2018","OBSERVEPOINT INC","0","0","1","0","Information","7841","UT","PROVO","84604"
"2019","OGDEN PUBLISHING CORP","0","1","0","0","Information","7883","UT","OGDEN","84412"
"2017","ORACLE AMERICA INC","0","0","1","0","Information","5249","UT","SALT LAKE CITY","84111"
"2016","PLAZZO LLC","0","1","0","0","Information","4025","UT","SALT LAKE CITY","84106"
"2017","PODIUM CORPORATION INC","1","0","0","0","Information","9982","UT","LEHI","84043"
"2019","PRICEWOLF INC","1","0","0","0","Information","7851","UT","SALT LAKE CITY","84115"
"2018","PURCH GROUP INC","1","0","2","0","Information","8075","UT","OGDEN","84401"
"2016","PURCH GROUP INC","1","0","0","0","Information","8075","UT","OGDEN","84401"
"2018","QUALTRICS LLC","0","0","1","0","Information","4116","UT","PROVO","84604"
"2018","RAINFOCUS INC","2","0","0","0","Information","1152","UT","LINDON","84042"
"2017","S A INTERNATIONAL INC","1","0","0","0","Information","2296","UT","SALT LAKE CITY","84107"
"2018","SAURUS INC","0","0","0","1","Information","9192","UT","SALT LAKE CITY","84106"
"2017","SAURUS INC","0","0","1","0","Information","9192","UT","SALT LAKE CITY","84106"
"2017","SIMPLIFILE LC","0","0","1","0","Information","8627","UT","PROVO","84604"
"2019","SIMPLY MAC INC","0","1","0","0","Information","4047","UT","SALT LAKE CITY","84103"
"2017","SIRSI CORP DBA SIRSIDYNIX","0","0","1","0","Information","3771","UT","LEHI","84043"
"2016","SIRSI CORP DBA SIRSIDYNIX","1","0","0","0","Information","3771","UT","LEHI","84043"
"2019","SIRSI CORPORATION DBA SIRSIDYNIX","0","0","1","0","Information","3771","UT","LEHI","84043"
"2018","SOLUTIONREACH","1","0","1","0","Information","9593","UT","LEHI","84043"
"2019","SOLUTIONREACH","1","0","0","0","Information","9593","UT","LEHI","84043"
"2017","SORENSON MEDIA INC","1","0","0","0","Information","3370","UT","LEHI","84043"
"2019","SPRING COMMUNICATIONS HOLDING INC","1","0","0","0","Information","4768","UT","SALT LAKE CITY","84103"
"2017","TECHMEDIANETWORK INC DBA PURCH","1","0","2","0","Information","8075","UT","OGDEN","84401"
"2017","TOMAX CORPORATION","0","0","1","0","Information","2939","UT","SALT LAKE CITY","84101"
"2017","TOMAX CORPORATION","0","0","0","1","Information","2239","UT","SALT LAKE CITY","84101"
"2016","ZYTO TECHNOLOGIES INC","0","0","1","0","Information","7382","UT","LINDON","84042"
"2018","ACADEMY MORTGAGE CORP","1","0","0","1","Finance & Insurance","6373","UT","DRAPER","84020"
"2019","ACADEMY MORTGAGE CORP","1","0","0","0","Finance & Insurance","6375","UT","DRAPER","84020"
"2016","AKIRIX LLC","1","0","0","0","Finance & Insurance","2249","UT","OGDEN","84404"
"2017","ALLY BANK","1","0","5","0","Finance & Insurance","1796","UT","MIDVALE","84047"
"2018","APIO INC","0","0","1","0","Finance & Insurance","7782","UT","SALT LAKE CITY","84094"
"2018","BROADWAY CAPITAL INC","0","1","0","0","Finance & Insurance","630","UT","SALT LAKE CITY","84111"
"2016","CHALTEN CAPITAL LLC","0","0","1","0","Finance & Insurance","8613","UT","CEDAR HILLS","84062"
"2016","CHALTEN CAPITAL LLC","0","0","1","0","Finance & Insurance","8613","UT","PLEASANT GROVE","84062"
"2018","CLARKE CAPITAL PARTNERS LLC","0","0","1","0","Finance & Insurance","9749","UT","PROVO","84604"
"2019","COMPLETE MERCHANT SOLUTIONS","0","0","1","0","Finance & Insurance","6206","UT","OREM","84058"
"2016","COMPUSYS OF UT INC","0","0","1","0","Finance & Insurance","9853","UT","WEST VALLEY CITY","84119"
"2017","COMPUSYS OF UTAH INC","0","0","1","0","Finance & Insurance","9853","UT","SALT LAKE CITY","84119"
"2018","CREST FINANCIAL SERVICES LLC","1","0","0","0","Finance & Insurance","3191","UT","DRAPER","84020"
"2016","CREST FINANCIAL SERVICES LLC","1","0","0","0","Finance & Insurance","3191","UT","DRAPER","84020"
"2016","DEALERTRACK SYSTEMS INC","0","0","5","0","Finance & Insurance","1746","UT","SOUTH JORDAN","84095"
"2017","DEALERTRACK SYSTEMS, INC","1","0","2","0","Finance & Insurance","1746","UT","SOUTH JORDAN","84095"
"2018","DENT A MED INC D/B/A THE HELPCARD","0","0","1","0","Finance & Insurance","5709","UT","DRAPER","84020"
"2017","ELECTRONIC FUNDS SOURCE LLC","0","0","1","0","Finance & Insurance","8050","UT","OGDEN","84403"
"2018","ENERBANK USA","0","0","2","0","Finance & Insurance","910","UT","SALT LAKE CITY","84106"
"2019","ENERBANK USA","0","0","1","0","Finance & Insurance","910","UT","SALT LAKE CITY","84106"
"2016","EXTEND HLTH INC","0","0","1","0","Finance & Insurance","5680","UT","SOUTH JORDAN","84095"
"2019","FIRST INTERSTATE BANCSYSTEM INC","1","0","0","0","Finance & Insurance","1430","UT","SALT LAKE CITY","84101"
"2017","FOURSIGHT CAPITAL LLC","0","0","1","0","Finance & Insurance","23","UT","SALT LAKE CITY","84111"
"2018","HEALTH EQUITY INC","1","0","0","0","Finance & Insurance","3166","UT","DRAPER","84020"
"2016","HEALTHEQUITY INC","0","0","1","0","Finance & Insurance","3166","UT","DRAPER","84020"
"2017","HERITAGE FINANCIAL PLACE INC","1","0","0","0","Finance & Insurance","3536","UT","SANDY","84094"
"2019","INTERMOUNTAIN HEALTHCARE","0","0","1","0","Finance & Insurance","4057","UT","SALT LAKE CITY","84123"
"2018","JUPITER PEAK CAPITAL LLC","1","0","0","0","Finance & Insurance","1878","UT","PARK CITY","84098"
"2019","KORNERSTONE CREDIT LLC","0","0","3","0","Finance & Insurance","1451","UT","DRAPER","84020"
"2016","MERRICK BANK CORP","1","0","1","0","Finance & Insurance","6404","UT","SOUTH JORDAN","84095"
"2018","MERRICK BANK CORPORATION","1","0","0","0","Finance & Insurance","6404","UT","SOUTH JORDAN","84095"
"2019","MERRICK BANK CORPORATION","0","0","1","0","Finance & Insurance","6404","UT","SOUTH JORDAN","84095"
"2018","MORGAN STANLEY BANK","1","0","0","0","Finance & Insurance","7380","UT","SALT LAKE CITY","84111"
"2019","NATIONAL BENEFITS SERVICES LLC","0","1","0","0","Finance & Insurance","6993","UT","WEST JORDAN","84088"
"2016","NATIONAL J A C L CREDIT UNION","0","0","1","0","Finance & Insurance","3814","UT","SALT LAKE CITY","84106"
"2018","PEOPLES INTERMOUNTAIN BANK DBA BAN","1","1","0","0","Finance & Insurance","4017","UT","AMERICAN FORK","84003"
"2018","PRESTIGE FINANCIAL SERVICES INC","0","0","2","0","Finance & Insurance","9650","UT","DRAPER","84020"
"2019","PRESTIGE FINANCIAL SERVICES INC","0","0","3","0","Finance & Insurance","9650","UT","DRAPER","84020"
"2017","PRESTIGE FINANCIAL SERVICES INC","0","0","1","0","Finance & Insurance","9650","UT","SALT LAKE CITY","84115"
"2016","PRESTIGE FINANCIAL SVCS INC","2","0","2","0","Finance & Insurance","9650","UT","SALT LAKE CITY","84115"
"2019","PROG LEASING LLC","0","0","1","0","Finance & Insurance","8540","UT","DRAPER","84020"
"2017","PROGRESSIVE LEASING LLC","1","0","0","0","Finance & Insurance","8540","UT","DRAPER","84020"
"2016","PROSPER HEALTHCARE LENDING LLC","0","0","1","0","Finance & Insurance","3110","UT","SALT LAKE CITY","84020"
"2019","RAPID INVESTMENTS INC D/B/A RAPID","1","0","0","0","Finance & Insurance","1797","UT","NORTH LOGAN","84341"
"2018","RENTERS LEGAL LIABILITY LLC","0","0","2","0","Finance & Insurance","2021","UT","SALT LAKE CITY","84101"
"2016","RENTERS LEGAL LIABILITY LLC","0","0","1","0","Finance & Insurance","2021","UT","SALT LAKE CITY","84102"
"2018","RESIDENTIAL REALESTATE REVIEW INC","1","0","0","0","Finance & Insurance","1764","UT","SALT LAKE CITY","84119"
"2016","RESIDENTIAL REALESTATE REVIEW INC","1","0","0","0","Finance & Insurance","1764","UT","SALT LAKE CITY","84119"
"2019","SELECT PORFOLIO SERVICING INC","2","0","4","1","Finance & Insurance","5626","UT","WEST VALLEY CITY","84119"
"2018","SELECT PORTFOLIO SERVICING INC","0","1","4","0","Finance & Insurance","5626","UT","WEST VALLEY CITY","84119"
"2017","SELECT PORTFOLIO SERVICING INC","1","0","3","0","Finance & Insurance","5626","UT","WEST VALLEY CITY","84119"
"2016","SELECT PORTFOLIO SERVICING INC","0","0","1","0","Finance & Insurance","5626","UT","W VALLEY CITY","84119"
"2016","SELECT PORTFOLIO SERVICING INC","2","0","4","0","Finance & Insurance","5626","UT","WEST VALLEY CITY","84119"
"2019","SENTINEL SECURITY LIFE INSURANCE C","1","0","0","0","Finance & Insurance","7762","UT","SALT LAKE CITY","84119"
"2016","SK HART MANAGEMENT LC","0","1","0","0","Finance & Insurance","4118","UT","SALT LAKE CITY","84102"
"2018","SNAP FINANCE LLC","1","0","0","0","Finance & Insurance","8051","UT","SALT LAKE CITY","84119"
"2019","SNAP FINANCE LLC","1","0","0","0","Finance & Insurance","8051","UT","SALT LAKE CITY","84119"
"2019","SNAP FINANCE LLC","0","0","2","0","Finance & Insurance","8051","UT","WEST VALLEY CITY","84119"
"2016","SNAP FINANCE LLC","1","0","0","0","Finance & Insurance","8051","UT","WEST VALLEY CITY","84119"
"2019","UNIV FIRST FEDERAL CREDIT UNION","1","0","0","0","Finance & Insurance","4218","UT","SALT LAKE CITY","84106"
"2016","VERACITY INSUR SOLUTIONS LLC","1","0","0","0","Finance & Insurance","2223","UT","PLEASANT GROVE","84062"
"2017","W J BRADLEY CORP SVCS LLC","0","0","1","0","Finance & Insurance","7269","UT","SANDY","84070"
"2018","WASATCH ADVISORS INC","0","0","1","0","Finance & Insurance","9391","UT","SALT LAKE CITY","84108"
"2019","WASATCH ADVISORS INC","0","2","1","0","Finance & Insurance","9391","UT","SALT LAKE CITY","84108"
"2017","WASATCH ADVISORS INC","0","0","0","1","Finance & Insurance","9391","UT","SALT LAKE CITY","84108"
"2016","WASATCH ADVISORS INC","0","0","2","0","Finance & Insurance","9391","UT","SALT LAKE CITY","84108"
"2019","WASATCH GUARANTY CAPITAL LLC","1","0","0","0","Finance & Insurance","1726","UT","SALT LAKE CITY","84111"
"2018","WCF MUTUAL INSURANCE DBA WCF INSUR","0","0","1","0","Finance & Insurance","7018","UT","SANDY","84070"
"2018","WEBBANK CORP","2","0","1","0","Finance & Insurance","8836","UT","SALT LAKE CITY","84111"
"2019","WEBBANK CORP","0","0","1","0","Finance & Insurance","8836","UT","SALT LAKE CITY","84111"
"2017","WEBBANK CORPORATION","2","0","1","0","Finance & Insurance","8836","UT","SALT LAKE CITY","84111"
"2016","WEBBANK CORPORATION","1","0","2","0","Finance & Insurance","8836","UT","SALT LAKE CITY","84111"
"2017","ZB N A DBA ZIONS BANK","0","0","1","0","Finance & Insurance","9025","UT","SALT LAKE CITY","84116"
"2018","ZB NA DBA ZIONS BANK","10","0","30","2","Finance & Insurance","9025","UT","SALT LAKE CITY","84133"
"2019","ZB NA DBA ZIONS BANK","1","0","18","0","Finance & Insurance","9025","UT","SALT LAKE CITY","84133"
"2017","ZB NA DBA ZIONS BANK","1","0","22","0","Finance & Insurance","9025","UT","SALT LAKE CITY","84133"
"2016","ZB NA DBA ZIONS BANK","5","1","11","0","Finance & Insurance","9025","UT","SALT LAKE CITY","84133"
"2016","ZIONS BANCORPORATION","0","0","1","0","Finance & Insurance","7400","UT","SALT LAKE CITY","84133"
"2018","BRIDGE INVESTMENT GROUP LLC","0","0","2","0","Real Estate Rental & Leasing","4424","UT","SALT LAKE CITY","84070"
"2017","BRIDGE INVESTMENT GROUP LLC","0","0","1","0","Real Estate Rental & Leasing","4424","UT","SALT LAKE CITY","84107"
"2018","COLMENA CAPITAL INC","1","0","0","0","Real Estate Rental & Leasing","9187","UT","SALT LAKE CITY","84106"
"2019","EXTRA SPACE MANAGEMENT INC","0","0","1","0","Real Estate Rental & Leasing","5300","UT","SALT LAKE CITY","84121"
"2017","EXTRA SPACE MANAGEMENT INC","0","0","2","0","Real Estate Rental & Leasing","8986","UT","SALT LAKE CITY","84121"
"2016","GREEN RIVER CAPITAL LLC","0","0","1","0","Real Estate Rental & Leasing","3740","UT","WEST VALLEY CITY","84119"
"2016","PEAK CAPITAL MANAGEMENT INC","1","0","0","0","Real Estate Rental & Leasing","6910","UT","PROVO","84604"
"2019","PEAK LIVING LLC","0","0","1","0","Real Estate Rental & Leasing","2975","UT","PLEASANT GROVE","84062"
"2018","PROG LEASING LLC","0","0","2","0","Real Estate Rental & Leasing","8540","UT","DRAPER","84020"
"2017","PROG LEASING LLC","1","0","0","0","Real Estate Rental & Leasing","8540","UT","DRAPER","84020"
"2016","PROG LEASING LLC","2","0","0","0","Real Estate Rental & Leasing","8540","UT","DRAPER","84020"
"2019","RED BELL REAL ESTATE LLC","1","0","0","0","Real Estate Rental & Leasing","8688","UT","MIDVALE","84047"
"2017","RED BELL REAL ESTATE LLC","2","0","0","0","Real Estate Rental & Leasing","8688","UT","MIDVALE","84047"
"2016","RED BELL REAL ESTATE LLC","0","0","1","2","Real Estate Rental & Leasing","8688","UT","WEST VALLEY CITY","84119"
"2017","SINGING WATER LLC","1","0","0","0","Real Estate Rental & Leasing","3046","UT","SALT LAKE CITY","84111"
"2016","UTAH LIFE REAL ESTATE GRP LLC","0","1","0","0","Real Estate Rental & Leasing","5631","UT","LAYTON","84041"
"2016","3DSIM","0","0","1","0","Scientific & Technical Svcs","3684","UT","PARK CITY","84098"
"2017","3DSIM INC","0","0","1","0","Scientific & Technical Svcs","3684","UT","PARK CITY","84098"
"2016","3DSIM INC","1","0","0","0","Scientific & Technical Svcs","3684","UT","PARK CITY","84098"
"2018","ACCESS DEVELOPMENT CORP VG LLC","0","0","1","0","Scientific & Technical Svcs","6116","UT","SALT LAKE CITY","84119"
"2018","ACCESSDATA GROUP INC","1","0","3","0","Scientific & Technical Svcs","1671","UT","LINDON","84042"
"2017","ACCESSDATA GROUP INC","0","0","2","0","Scientific & Technical Svcs","1671","UT","LINDON","84042"
"2016","ACCESSDATA GROUP INC","0","0","2","0","Scientific & Technical Svcs","1671","UT","LINDON","84042"
"2018","ADVANCEDMD INC","0","0","4","0","Scientific & Technical Svcs","2629","UT","SOUTH JORDAN","84095"
"2019","ADVANCEDMD INC","0","0","5","0","Scientific & Technical Svcs","2629","UT","SOUTH JORDAN","84095"
"2017","ADVANCEDMD INC","0","0","1","0","Scientific & Technical Svcs","2629","UT","SOUTH JORDAN","84095"
"2016","ADVANCEDMD INC","1","0","3","0","Scientific & Technical Svcs","2629","UT","SOUTH JORDAN","84095"
"2018","ALTIUS TECHNOLOGIES INC","0","1","1","1","Scientific & Technical Svcs","7807","UT","MIDVALE","84047"
"2018","ALTIUS TECHNOLOGIES INC","0","6","1","2","Scientific & Technical Svcs","7807","UT","SANDY","84070"
"2018","ALTIUS TECHNOLOGIES INC","9","1","0","0","Scientific & Technical Svcs","7807","UT","SANDY","84094"
"2019","ALTIUS TECHNOLOGIES INC","0","0","1","0","Scientific & Technical Svcs","7807","UT","MIDVALE","84047"
"2019","ALTIUS TECHNOLOGIES INC","12","8","0","1","Scientific & Technical Svcs","7807","UT","SANDY","84070"
"2017","ALTIUS TECHNOLOGIES INC","5","0","0","1","Scientific & Technical Svcs","7807","UT","DRAPER","84020"
"2017","ALTIUS TECHNOLOGIES INC","0","2","0","1","Scientific & Technical Svcs","7807","UT","SANDY","84094"
"2017","AMERICAN LOGISTICS COMPANY LLC","0","0","1","0","Scientific & Technical Svcs","3766","UT","SAINT GEORGE","84790"
"2018","ANCESTRY COM DNA LLC","0","0","2","0","Scientific & Technical Svcs","6780","UT","LEHI","84043"
"2017","ANCESTRY COM DNA LLC","3","0","0","0","Scientific & Technical Svcs","6780","UT","LEHI","84043"
"2019","ANONYOME LABS INC","0","1","0","0","Scientific & Technical Svcs","3336","UT","SALT LAKE CITY","84101"
"2017","APPCHORD INC","1","0","0","0","Scientific & Technical Svcs","3336","UT","SALT LAKE CITY","84092"
