"fiscal_year","employer","initial_approvals","initial_denials","continuing_approvals","continuing_denials","naics","tax_id","state","city","zip"
"2019","TRIAD PRIMARY","1","0","0","0","Education","7407","UT","SALT LAKE CITY","84101"
"2017","TRINITY LUTHERAN CHURCH & SCHOOL","0","0","1","0","Education","191","UT","SAINT GEORGE","84790"
"2018","UNIV OF UT","46","1","66","3","Education","525","UT","SALT LAKE CITY","84112"
"2016","UNIV OF UTAH","1","0","0","0","Education","525","UT","SALT LAKE CITY","84112"
"2019","UNIVERSITY OF UTAH","43","0","61","10","Education","525","UT","SALT LAKE CITY","84112"
"2017","UNIVERSITY OF UTAH","0","0","1","0","Education","525","UT","SALT LAKE CITY","84112"
"2017","UNIVERSITY OF UTAH","1","0","1","0","Education","525","UT","SALT LAKE CITY","84112"
"2017","UNIVERSITY OF UTAH","54","0","84","2","Education","525","UT","SALT LAKE CITY","84112"
"2017","UNIVERSITY OF UTAH","0","0","0","1","Education","525","UT","SALT LAKE CITY","84115"
"2016","UNIVERSITY OF UTAH","86","1","50","2","Education","525","UT","SALT LAKE CITY","84112"
"2017","UTAH STATE UNIV","13","0","18","1","Education","528","UT","LOGAN","84322"
"2016","UTAH STATE UNIV","18","0","8","1","Education","528","UT","LOGAN","84322"
"2016","UTAH STATE UNIV EASTERN","0","0","1","0","Education","528","UT","PRICE","84501"
"2018","UTAH STATE UNIVERSITY","21","0","6","0","Education","528","UT","LOGAN","84322"
"2019","UTAH STATE UNIVERSITY","7","0","7","0","Education","528","UT","LOGAN","84322"
"2018","UTAH VALLEY UNIVERSITY","2","0","3","0","Education","648","UT","OREM","84058"
"2019","UTAH VALLEY UNIVERSITY","1","0","2","0","Education","648","UT","OREM","84058"
"2017","UTAH VALLEY UNIVERSITY","2","1","6","0","Education","648","UT","OREM","84058"
"2017","UTAH VALLEY UNIVERSITY","0","0","1","0","Education","648","UT","PROVO","84058"
"2016","UTAH VALLEY UNIVERSITY","4","0","3","0","Education","648","UT","OREM","84058"
"2016","WASATCH ACADEMY","0","0","1","0","Education","194","UT","MOUNT PLEASANT","84647"
"2019","WASATCH COUNTY SCHOOL DISTRICT","1","0","0","0","Education","530","UT","HEBER CITY","84032"
"2017","WASATCH COUNTY SCHOOL DISTRICT","2","0","1","0","Education","530","UT","HEBER CITY","84032"
"2016","WASATCH COUNTY SCHOOL DISTRICT","3","0","1","0","Education","530","UT","HEBER CITY","84032"
"2018","WASATCH SCHOOL DISTRICT","2","0","1","0","Education","530","UT","HEBER CITY","84032"
"2016","WASHINGTON COUNTY SCHOOL DISTIRCT","4","0","1","0","Education","531","UT","SAINT GEORGE","84770"
