"the_geom","height"
"MULTIPOLYGON (((-111.91298474899999 40.75069174500004, -111.91298313099998 40.750416374000054, -111.91315828299997 40.750418291000074, -111.91315990099997 40.75069366200006, -111.91298474899999 40.75069174500004)))","9.05"
"MULTIPOLYGON (((-111.91281025099994 40.75073085200006, -111.91280818399997 40.75055349000007, -111.91289374599995 40.75055374500005, -111.91289379899996 40.750595943000064, -111.91293166199995 40.75059635000008, -111.91293308399999 40.750730184000076, -111.91281025099994 40.75073085200006)))","11.23"
"MULTIPOLYGON (((-111.91189798899995 40.750666227000075, -111.91181226799995 40.75066396700004, -111.91181411599996 40.750558297000055, -111.91189983699996 40.75056055700003, -111.91189798899995 40.750666227000075)))","10.06"
"MULTIPOLYGON (((-111.91165997299998 40.750676111000075, -111.91155591299997 40.75067498100003, -111.91155531199996 40.75055710000004, -111.91165997299998 40.75055710000004, -111.91165997299998 40.750676111000075)))","10.81"
"MULTIPOLYGON (((-111.91170262199996 40.75062578100005, -111.91167362799996 40.750624910000056, -111.91167550399996 40.75055016400006, -111.91177021299995 40.75055275900007, -111.91176779699998 40.75066859700007, -111.91170120599998 40.750666667000075, -111.91170262199996 40.75062578100005)))","9.34"
"MULTIPOLYGON (((-111.91149484399995 40.75075573600003, -111.91134699499997 40.75075339700004, -111.91134896399996 40.75064541800003, -111.91149684199996 40.75064781900005, -111.91149484399995 40.75075573600003)))","10.53"
"MULTIPOLYGON (((-111.91264406999994 40.749978662000046, -111.91274045299997 40.74997684200008, -111.91273808299997 40.75002868300004, -111.91274045299997 40.75009935600008, -111.91264586599999 40.750101176000044, -111.91264406999994 40.749978662000046)))","11.07"
"MULTIPOLYGON (((-111.912989306 40.75008876600003, -111.91295077199999 40.75008768200007, -111.91295304399995 40.75000705200006, -111.91305623199997 40.75000974500006, -111.91305270799995 40.75017410500004, -111.91298744599999 40.75017245500004, -111.912989306 40.75008876600003)))","9.36"
"MULTIPOLYGON (((-111.913505608 40.75034302600005, -111.91350494599999 40.750270052000076, -111.91367799699998 40.75026826800007, -111.91367865899997 40.75034124100006, -111.913505608 40.75034302600005)))","9.86"
"MULTIPOLYGON (((-111.91351295699997 40.750264395000045, -111.91351270299998 40.75019735700005, -111.91368104999998 40.750195948000055, -111.91368130399997 40.75026298600005, -111.91351295699997 40.750264395000045)))","9.47"
"MULTIPOLYGON (((-111.91349990399999 40.75018494700004, -111.91350038699994 40.750122031000046, -111.91368283999998 40.75012397800004, -111.91368235699997 40.75018689400008, -111.91349990399999 40.75018494700004)))","10.38"
"MULTIPOLYGON (((-111.911325251 40.748593260000064, -111.91132741999998 40.74842999200007, -111.91180467799995 40.74842999200007, -111.911804256 40.74849627100008, -111.91183463899995 40.74849675300004, -111.91183430399997 40.748515025000074, -111.91216547699997 40.74851392900007, -111.91216415899999 40.74859208200007, -111.911325251 40.748593260000064)))","15.77"
"MULTIPOLYGON (((-111.91024832399995 40.749198068000055, -111.91024608499998 40.74925379300004, -111.91020381999999 40.74925252200006, -111.91020712099998 40.74912890300004, -111.91030251099994 40.74913188000005, -111.91029991899995 40.74919953800003, -111.91024832399995 40.749198068000055)))","9.95"
"MULTIPOLYGON (((-111.90985371499994 40.747942730000034, -111.90985605199995 40.74780147100006, -111.91088930699999 40.74779893500005, -111.91088769099997 40.747900592000065, -111.91076275799998 40.74789864600007, -111.91076208399994 40.74794056600007, -111.90985371499994 40.747942730000034)))","8.81"
"MULTIPOLYGON (((-111.91010913699995 40.747724617000074, -111.910109499 40.74775904300004, -111.90992364099998 40.74776052000004, -111.90992206099997 40.74760437400005, -111.91016659699994 40.74760263700006, -111.91016659699994 40.74772457000006, -111.91010913699995 40.747724617000074)))","15.42"
"MULTIPOLYGON (((-111.90957568199998 40.747257568000066, -111.90983720399998 40.747255290000055, -111.90984406699994 40.74763789800005, -111.90958184999994 40.74764380800008, -111.90957568199998 40.747257568000066)))","19.52"
"MULTIPOLYGON (((-111.91076901099996 40.74761895300003, -111.91077043299998 40.747519933000035, -111.91090123799995 40.74752171800003, -111.91089981599998 40.74762073800008, -111.91076901099996 40.74761895300003)))","7.42"
"MULTIPOLYGON (((-111.90982272299999 40.751489888000044, -111.90979562799998 40.75155493900007, -111.90977930199995 40.751564779000034, -111.90976773799997 40.75154742200005, -111.90978818099995 40.751483233000044, -111.90969255399995 40.75146764900006, -111.90966215599997 40.75147718100004, -111.90962133399997 40.751474766000065, -111.90959863799998 40.75146764900006, -111.90958522699998 40.751460536000025, -111.90957365199995 40.75145176600006, -111.90956426199995 40.75144160800005, -111.90955167899995 40.75141855500004, -111.90955167899995 40.751393489000066, -111.90956426199995 40.75137046100008, -111.90957365199995 40.75136030200008, -111.90958522699998 40.75135153300005, -111.90960246799995 40.751343219000034, -111.90962903599996 40.75133488800003, -111.90966215599997 40.75133488800003, -111.90969255399995 40.751344420000066, -111.90970280199997 40.75134985600005, -111.90974658199997 40.751324571000055, -111.90973675299995 40.75130343600006, -111.90973530599996 40.75127818400006, -111.90974806599996 40.75125483000005, -111.90975758899998 40.751244528000036, -111.90976932799998 40.75123563400007, -111.90978292799997 40.751228420000075, -111.90981375599996 40.751218754000035, -111.90984734499995 40.751218754000035, -111.90987817299998 40.751228420000075, -111.90989177199998 40.75123563400007, -111.90990492999998 40.751246061000074, -111.90991113499996 40.75125277500007, -111.90992579499999 40.751278084000035, -111.90992434799995 40.75130343600006, -111.90992005099997 40.751315584000054, -111.90991303499999 40.75132698300007, -111.90990351199997 40.751337285000034, -111.90989177199998 40.75134617800006, -111.90987875399998 40.75135308400007, -111.90989609099995 40.75138511100005, -111.90992801599998 40.75138511100005, -111.909959014 40.75139483100003, -111.90997654199998 40.75140522600003, -111.90999291699995 40.75142014100004, -111.91000689999998 40.751444769000045, -111.91000544499997 40.751470261000065, -111.91000112399998 40.751482477000025, -111.90999406899999 40.75149393800007, -111.90998449399996 40.75150429800004, -111.90997268899997 40.751513240000065, -111.909959014 40.75152049400003, -111.90994388399997 40.75152583900007, -111.90992775899997 40.75152911200007, -111.90989424199995 40.75153021400007, -111.90986324299996 40.75152049400003, -111.90984956799997 40.751513240000065, -111.90983776399997 40.75150429800004, -111.90982272299999 40.751489888000044)))","20.99"
"MULTIPOLYGON (((-111.90859212699998 40.75025629000004, -111.90858784399995 40.75095038200004, -111.90843196499998 40.750955274000034, -111.908429593 40.75097460200004, -111.90838412499994 40.750969497000035, -111.90837944499998 40.75094917800004, -111.90836395099996 40.75094511400005, -111.90836253799995 40.750917867000055, -111.90828680799996 40.75104264600003, -111.90829011799997 40.751608549000025, -111.90813754299995 40.751607517000025, -111.90813454999994 40.75112650400007, -111.90818330999998 40.75112392300008, -111.90818551199999 40.75103745200005, -111.90826292999999 40.75103451900004, -111.90832610499996 40.750928859000055, -111.908363459 40.75086637800007, -111.90836253799995 40.750744663000035, -111.90832230499996 40.75074704600007, -111.90832478999994 40.75075614600007, -111.90832541599997 40.75076833700007, -111.90832374599995 40.750778497000056, -111.90831962299995 40.75078906400006, -111.90831157599996 40.75080066700008, -111.90830352899997 40.75080887000007, -111.90829280099996 40.75081661300004, -111.90827938899997 40.75082329600008, -111.90826597799997 40.75082772300004, -111.90825256699999 40.75083034900007, -111.90823647399998 40.750831187000074, -111.90822038099998 40.75082979900003, -111.90820696999998 40.75082694100007, -111.90819355899998 40.75082210800008, -111.90818067699996 40.750815071000034, -111.90817018499996 40.75080694400003, -111.90816137199994 40.75079709700003, -111.90815516999999 40.750786625000046, -111.90815128599996 40.75077443300006, -111.90815021899999 40.75076427300007, -111.90815190899997 40.750752082000076, -111.90815682299996 40.750739890000034, -111.90816353699995 40.750729731000035, -111.90817558799995 40.75071753900005, -111.90817552499999 40.750703316000056, -111.90816325699996 40.75069112400007, -111.90815634699999 40.750678933000074, -111.90815307699995 40.75066877300003, -111.90815218299997 40.750646422000045, -111.90816516399997 40.75062407000007, -111.90817767799996 40.750611879000076, -111.90817746599998 40.75059281100005, -111.90817077199995 40.75058749600004, -111.90816192999995 40.75057733600005, -111.90815608399998 40.75056717600006, -111.90815274799996 40.75055701700006, -111.90815188399995 40.75053466600008, -111.90816494999996 40.75051231400005, -111.90817286199996 40.75050418700005, -111.90818434799996 40.75049605900006, -111.90819624099998 40.750490160000034, -111.908225745 40.75048223300007, -111.90825524999998 40.750483260000074, -111.90828144599999 40.75049199500006, -111.90829504299995 40.75050012300005, -111.90831425799996 40.75051841000004, -111.90832498699996 40.75051799400006, -111.90836613999994 40.75051637800004, -111.90836410199995 40.75025425800004, -111.90836790199995 40.75023451200008, -111.90838339599998 40.75023190700006, -111.90837807599996 40.750207524000075, -111.90839036199998 40.75018110900004, -111.90838935999994 40.750168117000044, -111.90838088299995 40.750127545000055, -111.90831693999996 40.75016382700005, -111.90832735599999 40.75017298100005, -111.90833216499999 40.75018314100004, -111.90833268199998 40.75018923600004, -111.90832893899994 40.750201428000025, -111.90832230499996 40.75020951500005, -111.90831693999996 40.75021340100005, -111.90830352899997 40.750218747000076, -111.90829011799997 40.75022034300008, -111.90828267199998 40.75021971500007, -111.90826891199998 40.750215652000065, -111.90825793199997 40.75020824200004, -111.90825130299999 40.75019939600003, -111.90824938099996 40.750193300000035, -111.90824988499998 40.75018188300004, -111.90825524999998 40.75017187000003, -111.90826041999998 40.750166885000056, -111.90827402499997 40.75015884700008, -111.90826536499998 40.75015469300007, -111.90826061399997 40.75015095100008, -111.90825428499994 40.750142502000074, -111.90825202399998 40.75013234200003, -111.90825461199995 40.75012218200004, -111.90826329599997 40.750112115000036, -111.90827134299997 40.75010727100005, -111.90828475399996 40.750103780000074, -111.90829996099995 40.75010389500005, -111.90829816499996 40.750101304000054, -111.90829011799997 40.75010150900005, -111.90827901999995 40.75009983100006, -111.90827134299997 40.750096703000054, -111.90826157699996 40.75008967100007, -111.90825591199996 40.75008154300008, -111.90825399599998 40.75007138400008, -111.90825519399999 40.75006528800004, -111.90825948599996 40.75005716000004, -111.90826866099997 40.750049346000026, -111.90827938899997 40.750044743000046, -111.90829280099996 40.750043007000045, -111.90830084699996 40.75004375800006, -111.90831209399994 40.75004700000006, -111.90832230499996 40.75005351900006, -111.908329332 40.75006325600003, -111.90833121499998 40.75007341600008, -111.90832766899996 40.75008624600008, -111.90838327399996 40.75005991300003, -111.90837291099997 40.750012457000025, -111.90837058499994 40.74994592000007, -111.90852241799996 40.74994946700008, -111.90858784399995 40.74992297500006, -111.90868129599995 40.749929147000046, -111.908681721 40.749975446000064, -111.90870447999998 40.74997994600005, -111.90869513199999 40.75025282900003, -111.90859212699998 40.75025629000004)))","57.64"
"MULTIPOLYGON (((-111.90743348399997 40.751415945000076, -111.90743426099999 40.751409221000074, -111.90743656699999 40.751402702000064, -111.90744033199996 40.751396585000066, -111.90744544299997 40.751391056000045, -111.90745174299997 40.751386283000045, -111.90745904099998 40.751382412000055, -111.90746711599996 40.75137955900005, -111.90747572199996 40.751377812000044, -111.90748459799994 40.75137722400007, -111.90749347399998 40.751377812000044, -111.90750207999997 40.75137955900005, -111.90751015499995 40.751382412000055, -111.90751745299997 40.751386283000045, -111.90752375299998 40.751391056000045, -111.90752886399997 40.751396585000066, -111.90753262899995 40.751402702000064, -111.90753493499994 40.751409221000074, -111.90753571199997 40.751415945000076, -111.90753493499994 40.75142266900008, -111.90753262899995 40.75142918900008, -111.90752886399997 40.751435306000076, -111.90752375299998 40.75144083500004, -111.90751745299997 40.75144560700005, -111.90751015499995 40.75144947900003, -111.90750207999997 40.75145233100005, -111.90749347399998 40.75145407800005, -111.90748459799994 40.75145466600003, -111.90747572199996 40.75145407800005, -111.90746711599996 40.75145233100005, -111.90745904099998 40.75144947900003, -111.90745174299997 40.75144560700005, -111.90744544299997 40.75144083500004, -111.90744033199996 40.751435306000076, -111.90743656699999 40.75142918900008, -111.90743426099999 40.75142266900008, -111.90743348399997 40.751415945000076)))","7.01"
"MULTIPOLYGON (((-111.90732846599997 40.750849051000046, -111.90640713499994 40.750846798000055, -111.90640310399999 40.750943309000036, -111.90562904199999 40.75093492000008, -111.90563330999998 40.75084878700005, -111.90604337599996 40.75085086200005, -111.90604636999996 40.750600537000025, -111.90593364399996 40.75059687100003, -111.90593639999997 40.75051554300006, -111.90603969999995 40.75051762600003, -111.90604100599995 40.75032833600005, -111.90587240299999 40.75032459200003, -111.90587739099999 40.750158758000055, -111.90646036299995 40.75016203700005, -111.90645943099997 40.750389391000056, -111.90650502799997 40.75038951300007, -111.90654280499996 40.750389332000054, -111.90654526099996 40.75033339300006, -111.90666238399996 40.750334751000025, -111.90666327799994 40.750308063000034, -111.90674577799996 40.750310368000044, -111.90674642399995 40.75038913100008, -111.90675983799997 40.750389563000056, -111.90678934199997 40.75038961400003, -111.90678934199997 40.75022182600003, -111.90671752799994 40.75021893100006, -111.90672228699998 40.750096177000046, -111.90726095299999 40.75009498200007, -111.90726141099998 40.750080601000036, -111.90731983699999 40.75008075900007, -111.90732310199996 40.74993879900006, -111.907791531 40.749946650000034, -111.90778980599998 40.750081855000076, -111.907960705 40.75008685500006, -111.90795610299995 40.750397717000055, -111.90801913699994 40.75039977300003, -111.90801242999999 40.75064021800006, -111.90738412199994 40.75064561600004, -111.90738147099995 40.75064563700005, -111.90737942799996 40.75069789300005, -111.907332065 40.75069846700006, -111.90732846599997 40.750849051000046)))","22.21"
"MULTIPOLYGON (((-111.90738811099999 40.75121736800003, -111.90727755699999 40.75121520600004, -111.90727277599996 40.75132387200006, -111.90706508999995 40.75131793400004, -111.90706892799994 40.75121603600007, -111.90717915299996 40.751217238000045, -111.90718694499999 40.750851960000034, -111.90759599199998 40.75085758800003, -111.90758927599995 40.751121786000056, -111.907392803 40.75111767400006, -111.90738811099999 40.75121736800003)))","10.53"
"MULTIPOLYGON (((-111.90708265599994 40.74932164100005, -111.90708486499994 40.74920381000004, -111.90775675599997 40.749206263000076, -111.90775454699997 40.74932409400003, -111.90708265599994 40.74932164100005)))","16.01"
"MULTIPOLYGON (((-111.90933464299997 40.753878952000036, -111.90927591399998 40.75387856000003, -111.90927483299998 40.75393937000007, -111.90914060199998 40.753939020000075, -111.90913854399997 40.75336686300005, -111.90931602999996 40.75336646600005, -111.90939445699996 40.75355094400004, -111.90933069499995 40.75355074000004, -111.90933464299997 40.753878952000036)))","9.73"
"MULTIPOLYGON (((-111.90874398399995 40.754592212000034, -111.90867467799995 40.75459134500005, -111.90867318299996 40.75468656100003, -111.90871283299998 40.75470567100007, -111.90860764599995 40.75483168100004, -111.90831739299995 40.75482882600006, -111.90831940299995 40.754689351000025, -111.90845238899999 40.75469080600004, -111.908449546 40.75432134000005, -111.90875964599996 40.754321151000056, -111.90875885099996 40.75439842700007, -111.90871672699996 40.75439786100003, -111.90871642199996 40.75442970700004, -111.90867266199997 40.75442911400006, -111.90867219299997 40.754463301000044, -111.90878291399997 40.75446489500007, -111.90878249599996 40.75450833700006, -111.90874502399998 40.75450793200008, -111.90874398399995 40.754592212000034)))","17.06"
"MULTIPOLYGON (((-111.90744837899996 40.754374357000074, -111.90744769899999 40.754298161000065, -111.90762014699999 40.754296434000025, -111.90762082699997 40.754372630000034, -111.90744837899996 40.754374357000074)))","9.55"
"MULTIPOLYGON (((-111.91640652299998 40.75543827700005, -111.91653714999995 40.75544008800006, -111.91653703199995 40.75551579300003, -111.91640618099996 40.75551536300003, -111.91640652299998 40.75543827700005)))","11.83"
"MULTIPOLYGON (((-111.91634087799997 40.75551649200003, -111.91640616899997 40.75551799900006, -111.91640618099996 40.75551536300003, -111.91653703199995 40.75551579300003, -111.91653697099997 40.755555006000066, -111.91653690999999 40.755594219000045, -111.91634064199997 40.75559502400006, -111.91634087799997 40.75551649200003)))","13.99"
"MULTIPOLYGON (((-111.91634064199997 40.75559502400006, -111.91653690999999 40.755594219000045, -111.91653677899996 40.75567777200008, -111.91634039899998 40.75567561500003, -111.91634064199997 40.75559502400006)))","14.04"
"MULTIPOLYGON (((-111.88322235999999 40.779547096000044, -111.88306177699997 40.77954442300006, -111.88306397299999 40.77945372600004, -111.88311119999999 40.77945507900006, -111.88311198699995 40.77941932300007, -111.88328159999999 40.77942206500006, -111.88327929499997 40.77951847800006, -111.883223166 40.77951693500006, -111.88322235999999 40.779547096000044)))","17.44"
"MULTIPOLYGON (((-111.882994441 40.779386430000045, -111.88299735199998 40.77927934400003, -111.88313487499994 40.77928326400008, -111.88313369099995 40.779323506000026, -111.88332952699994 40.77932929600007, -111.88332764599994 40.77939263300004, -111.882994441 40.779386430000045)))","15.91"
"MULTIPOLYGON (((-111.88315217799999 40.779237874000046, -111.88315518299999 40.77913029800005, -111.88334372599996 40.77913582800005, -111.88334071999998 40.779243405000045, -111.88315217799999 40.779237874000046)))","18.75"
"MULTIPOLYGON (((-111.88336761199997 40.778972288000034, -111.88336568199998 40.77907766900006, -111.88312868499999 40.779074912000056, -111.88313061499997 40.77896953100003, -111.88336761199997 40.778972288000034)))","17.31"
"MULTIPOLYGON (((-111.88339327299997 40.77887072500005, -111.88325890299997 40.778869230000055, -111.88326209199995 40.778685014000075, -111.88339645999997 40.77868650900007, -111.88339327299997 40.77887072500005)))","18.75"
"MULTIPOLYGON (((-111.88313069499999 40.778860234000035, -111.88313405699995 40.778685421000034, -111.883255712 40.77868863700007, -111.88325234999996 40.77886344900003, -111.88313069499999 40.778860234000035)))","17.48"
"MULTIPOLYGON (((-111.88308119799996 40.778840401000025, -111.88295981199997 40.77883680300005, -111.88296372699996 40.77868777400005, -111.88308511199995 40.77869137300008, -111.88308119799996 40.778840401000025)))","15.03"
"MULTIPOLYGON (((-111.88294133599999 40.77887392400004, -111.88281576199995 40.77887050100003, -111.88281930099998 40.77868480500007, -111.88294487499996 40.77868822800008, -111.88294133599999 40.77887392400004)))","14.86"
"MULTIPOLYGON (((-111.88280472499997 40.77886577400005, -111.88268398099996 40.778863486000034, -111.88268719699994 40.77869350200007, -111.88280794099995 40.77869578900004, -111.88280472499997 40.77886577400005)))","12.68"
"MULTIPOLYGON (((-111.88228341199999 40.77874504700003, -111.88228341199999 40.77864859700003, -111.88252728499998 40.77865111200004, -111.88252576299999 40.778747562000035, -111.88228341199999 40.77874504700003)))","13.86"
"MULTIPOLYGON (((-111.88228751399998 40.778855831000044, -111.88228751399998 40.778760877000025, -111.88251992 40.77876333900008, -111.88251820999994 40.77885829300004, -111.88228751399998 40.778855831000044)))","12.13"
"MULTIPOLYGON (((-111.88228268999995 40.77896861100004, -111.88228268999995 40.77887700400004, -111.88251511899995 40.77888005700004, -111.88251345299994 40.77897166300005, -111.88228268999995 40.77896861100004)))","12.23"
"MULTIPOLYGON (((-111.88228081599999 40.779081476000044, -111.88228172199996 40.778987924000035, -111.88252585499998 40.77899051800006, -111.88252494899996 40.77908407100006, -111.88228081599999 40.779081476000044)))","15.4"
"MULTIPOLYGON (((-111.88230117499997 40.779185968000036, -111.88230566699997 40.77909385400005, -111.88253835199998 40.77910065900005, -111.88253386099996 40.779192773000034, -111.88230117499997 40.779185968000036)))","12.44"
"MULTIPOLYGON (((-111.88228668799997 40.779304470000056, -111.88229133799996 40.77921238500005, -111.88253035599996 40.77921960300006, -111.88252570499998 40.77931168700008, -111.88228668799997 40.779304470000056)))","12.85"
"MULTIPOLYGON (((-111.88228771399997 40.77941340700005, -111.88228771399997 40.779330465000044, -111.88251253199996 40.77933290900006, -111.88251121499997 40.77941585100007, -111.88228771399997 40.77941340700005)))","14.18"
"MULTIPOLYGON (((-111.88229002999998 40.77952082000007, -111.88229223499997 40.77944929600006, -111.88254107499996 40.77945604900003, -111.88253887099995 40.77952757300006, -111.88229002999998 40.77952082000007)))","12.85"
"MULTIPOLYGON (((-111.88266519699994 40.77949829800008, -111.88266644499998 40.779429322000055, -111.88279481299999 40.77943101500006, -111.88279356599998 40.77949999000003, -111.88266519699994 40.77949829800008)))","13.62"
"MULTIPOLYGON (((-111.88295100499994 40.779513689000055, -111.88281061799997 40.77950968500005, -111.88281351999996 40.77937159500004, -111.88295390699994 40.77937560000004, -111.88295100499994 40.779513689000055)))","13.48"
"MULTIPOLYGON (((-111.88293437999994 40.77920129100005, -111.88293312099995 40.77926118700003, -111.882729042 40.77925488100004, -111.882729042 40.77919498500007, -111.88293437999994 40.77920129100005)))","10.09"
"MULTIPOLYGON (((-111.88295251999995 40.77908974500008, -111.88287127899997 40.77908877700003, -111.88287079499997 40.77899381900005, -111.88295251999995 40.77899381900005, -111.88295251999995 40.77908974500008)))","9.75"
"MULTIPOLYGON (((-111.88311853399995 40.77834941800006, -111.88312405899995 40.77823903600006, -111.88333866899995 40.77824553200003, -111.88333314499994 40.77835591400003, -111.88311853399995 40.77834941800006)))","17.87"
"MULTIPOLYGON (((-111.88284578999998 40.77821597200006, -111.88294657399996 40.77821597200006, -111.88294445499997 40.778343611000025, -111.88284366999994 40.778343611000025, -111.88284578999998 40.77821597200006)))","11.58"
"MULTIPOLYGON (((-111.88278288599997 40.77834599600004, -111.88268158799997 40.778347057000076, -111.88268045599996 40.77824951900004, -111.88278288599997 40.77824951900004, -111.88278288599997 40.77834599600004)))","13.39"
"MULTIPOLYGON (((-111.88228065899995 40.77839451500006, -111.88227951999994 40.778300588000036, -111.88251013399997 40.778299239000035, -111.88251197199997 40.77839174200005, -111.88228065899995 40.77839451500006)))","13.35"
"MULTIPOLYGON (((-111.88251379999997 40.77820895200006, -111.88251259699996 40.778291351000064, -111.88227653799999 40.77828877200005, -111.88227653799999 40.778206373000046, -111.88251379999997 40.77820895200006)))","12.87"
"MULTIPOLYGON (((-111.88230082999996 40.778180881000026, -111.88230015899995 40.778093123000076, -111.882475168 40.778091593000056, -111.88247583899994 40.77817935000007, -111.88230082999996 40.778180881000026)))","12.64"
"MULTIPOLYGON (((-111.88332364699994 40.77789458700005, -111.88332113399997 40.77802574100008, -111.883175457 40.77802279700006, -111.88317796999996 40.77789297000004, -111.88332364699994 40.77789458700005)))","15.5"
"MULTIPOLYGON (((-111.88228467599998 40.77806599400003, -111.88228247399996 40.77796115800004, -111.88245259099995 40.77796220100004, -111.88245479399995 40.77806703600004, -111.88228467599998 40.77806599400003)))","12.81"
"MULTIPOLYGON (((-111.882288314 40.77794185100004, -111.882287557 40.77786350700006, -111.88248107099997 40.777862715000026, -111.88248182799998 40.777941060000046, -111.882288314 40.77794185100004)))","11.49"
"MULTIPOLYGON (((-111.88335072399997 40.777619042000026, -111.88334700099995 40.77776728100008, -111.88315225599996 40.777762383000045, -111.88315597899998 40.777562758000045, -111.88335072399997 40.77756765500004, -111.88335072399997 40.777619042000026)))","15.03"
"MULTIPOLYGON (((-111.88309829199994 40.77772508500004, -111.88297625399997 40.77772162100007, -111.88297991899998 40.77755863800007, -111.88310195599996 40.77756210200005, -111.88309829199994 40.77772508500004)))","13.96"
"MULTIPOLYGON (((-111.88283048399997 40.77755530300004, -111.88293920499996 40.777556695000044, -111.88293992499996 40.77771856800007, -111.88283120399996 40.77771717600007, -111.88283048399997 40.77755530300004)))","14.6"
"MULTIPOLYGON (((-111.88267861899999 40.77757007800005, -111.88280145499999 40.77757146400006, -111.88280277399997 40.777753450000034, -111.88267993699998 40.777752064000026, -111.88267861899999 40.77757007800005)))","13.18"
"MULTIPOLYGON (((-111.88263773099999 40.777769413000044, -111.88246160699998 40.777767409000035, -111.88246527699994 40.77754551000004, -111.88264140099994 40.77754751400005, -111.88263773099999 40.777769413000044)))","15.7"
"MULTIPOLYGON (((-111.88221640799998 40.77755476900006, -111.88237828199999 40.77755654600003, -111.88237918499999 40.77773753200006, -111.88221731099998 40.77773575500004, -111.88221640799998 40.77755476900006)))","15.43"
"MULTIPOLYGON (((-111.88315599799995 40.77726258100006, -111.88315599799995 40.777180859000055, -111.88334871099994 40.77718346100005, -111.88334716799994 40.77726518400004, -111.88315599799995 40.77726258100006)))","14.08"
"MULTIPOLYGON (((-111.88320312799999 40.77714066900006, -111.88320494799996 40.77706550700003, -111.88335240799995 40.777069883000024, -111.88335058699994 40.777145045000054, -111.88320312799999 40.77714066900006)))","11.32"
"MULTIPOLYGON (((-111.88333918299998 40.77694697900006, -111.88333743399994 40.77704853100005, -111.88302487399994 40.77704471200008, -111.88302662299998 40.77694316100008, -111.88333918299998 40.77694697900006)))","16.35"
"MULTIPOLYGON (((-111.88321985699997 40.77691431100004, -111.88321985699997 40.77684442700007, -111.88332937699994 40.77684442700007, -111.88333476699995 40.77685573200006, -111.88334670100001 40.77686735800006, -111.88335140699996 40.77688124300005, -111.88334719399995 40.77689565500003, -111.88334069399997 40.77690107800004, -111.88332864499995 40.776901147000046, -111.88332845999997 40.77691551000004, -111.88321985699997 40.77691431100004)))","12.61"
"MULTIPOLYGON (((-111.88333404499997 40.77681149100005, -111.88312807599999 40.77681066800005, -111.88312867299999 40.77672500500006, -111.88333464199997 40.77672500500006, -111.88333404499997 40.77681149100005)))","15.13"
"MULTIPOLYGON (((-111.88328215599995 40.77667623700006, -111.88313043399995 40.77667764100005, -111.88313031999996 40.776670574000036, -111.88310827199996 40.77666772500004, -111.88312935099998 40.77661049300008, -111.88312667799994 40.77644491500007, -111.88335220999996 40.77644282800003, -111.883354936 40.77661169500004, -111.88328139199996 40.776611926000044, -111.88328215599995 40.77667623700006)))","22.5"
"MULTIPOLYGON (((-111.88296854599997 40.77650444300008, -111.88308571999994 40.77650444300008, -111.88308828399994 40.776635157000044, -111.88297111099996 40.77663647600008, -111.88296854599997 40.77650444300008)))","19.07"
"MULTIPOLYGON (((-111.88275647799998 40.776631147000046, -111.88286052599994 40.776632532000065, -111.88285955199996 40.77661103600008, -111.88275051899996 40.776611959000036, -111.882748028 40.77644325600005, -111.88291029799997 40.77644188200003, -111.88291355099994 40.776633238000045, -111.88295598099997 40.77663380300004, -111.88295458599998 40.776693898000076, -111.88275508299995 40.77669124200003, -111.88275647799998 40.776631147000046)))","14.43"
"MULTIPOLYGON (((-111.88255635199994 40.77647163600005, -111.88266165099998 40.77647163600005, -111.88266285399999 40.77661605900005, -111.88261045399997 40.776616310000065, -111.88260947499998 40.776594587000034, -111.88255635199994 40.776595401000066, -111.88255635199994 40.77647163600005)))","13.74"
"MULTIPOLYGON (((-111.88240392899998 40.77660934900007, -111.88224869499999 40.77660851200005, -111.88224869499999 40.77644694000003, -111.88240544799999 40.77644694000003, -111.88240392899998 40.77660934900007)))","17.86"
"MULTIPOLYGON (((-111.88227871899994 40.77681186800004, -111.88227871399994 40.77673413200006, -111.88246382799997 40.77673412400003, -111.88246383299997 40.776811860000066, -111.88227871899994 40.77681186800004)))","12.57"
"MULTIPOLYGON (((-111.88253962599998 40.776922970000044, -111.88253896699996 40.777018500000054, -111.88238923199998 40.77701790800006, -111.88238988999996 40.77692237900004, -111.88253962599998 40.776922970000044)))","10.32"
"MULTIPOLYGON (((-111.88259924999994 40.77717990900004, -111.88252771199996 40.77718143200008, -111.88253044499999 40.77722594800008, -111.88246204399996 40.77722594800008, -111.88245990699994 40.77718142600003, -111.88237769999995 40.77718265100003, -111.88237626399996 40.777110814000025, -111.88259924999994 40.77710827400006, -111.88259924999994 40.77717990900004)))","13.95"
"MULTIPOLYGON (((-111.88290837899996 40.77721084500007, -111.88275610199997 40.77721045900007, -111.88275654699999 40.777109815000074, -111.88278283199998 40.77710876900006, -111.88278407299998 40.777039115000036, -111.88290913699997 40.77703943200004, -111.88290837899996 40.77721084500007)))","15.38"
