"the_geom","height"
"MULTIPOLYGON (((-111.91507951999995 40.75448847100006, -111.91496947799999 40.75448569200006, -111.91497237299996 40.75433947400006, -111.91508228299995 40.754342079000025, -111.91507951999995 40.75448847100006)))","12.3"
"MULTIPOLYGON (((-111.91495789099997 40.75449090500007, -111.91484446999999 40.754489453000076, -111.91484709099996 40.75433503600004, -111.914960512 40.754336488000035, -111.91495789099997 40.75449090500007)))","10.69"
"MULTIPOLYGON (((-111.91468817799996 40.75448403300004, -111.91458480799997 40.75448226900005, -111.91458694799998 40.75434917600006, -111.91469038299999 40.75435093500005, -111.91468817799996 40.75448403300004)))","10.62"
"MULTIPOLYGON (((-111.91455111199997 40.754492406000054, -111.91445190999997 40.75449337800006, -111.91445190999997 40.754350671000054, -111.91455111199997 40.754350671000054, -111.91455111199997 40.754492406000054)))","10.37"
"MULTIPOLYGON (((-111.91629865999994 40.75378481000007, -111.91633021099994 40.75378515300008, -111.91638198799997 40.75373907900007, -111.91638466299999 40.75356469800005, -111.91658238499997 40.75356466900007, -111.91658611899999 40.75392205900005, -111.91629870799994 40.75392325000007, -111.91629865999994 40.75378481000007)))","7.57"
"MULTIPOLYGON (((-111.91625981899995 40.75346794600006, -111.91625981899995 40.75342815700003, -111.91629707599998 40.753430157000025, -111.91629719999999 40.75336159500006, -111.91651351199994 40.753364144000045, -111.91651141399996 40.75347085000004, -111.91625981899995 40.75346794600006)))","13.0"
"MULTIPOLYGON (((-111.91633319999994 40.75328748300007, -111.91633401099995 40.75320112000003, -111.91649562799995 40.75320173600005, -111.91649481799999 40.75328810000008, -111.91633319999994 40.75328748300007)))","11.68"
"MULTIPOLYGON (((-111.91629594099999 40.752994536000074, -111.91629564099998 40.75289954900006, -111.91652898599995 40.75289987100007, -111.91652941099994 40.75299495300004, -111.91629594099999 40.752994536000074)))","11.24"
"MULTIPOLYGON (((-111.91649167899999 40.75278271700006, -111.91649109099995 40.75286800200008, -111.91634083799994 40.752866392000044, -111.91634142599997 40.75278110700003, -111.91649167899999 40.75278271700006)))","13.36"
"MULTIPOLYGON (((-111.91634101599999 40.75270824000006, -111.91634101599999 40.75261469000003, -111.91652915999998 40.75261823200003, -111.91652739899996 40.75271178300006, -111.91634101599999 40.75270824000006)))","11.8"
"MULTIPOLYGON (((-111.91617966999996 40.752692412000044, -111.91618220499998 40.75261654500008, -111.91629104599997 40.752619423000056, -111.91628850999996 40.752695291000066, -111.91617966999996 40.752692412000044)))","11.67"
"MULTIPOLYGON (((-111.91585740999994 40.75234150400007, -111.91578636899999 40.75233945000008, -111.91579030399998 40.752148919000035, -111.91591093899996 40.75215189000005, -111.91590762099997 40.75230781800008, -111.91585816199995 40.75230636300006, -111.91585740999994 40.75234150400007)))","12.42"
"MULTIPOLYGON (((-111.91574129099996 40.75270972000004, -111.91574018199998 40.75277175000008, -111.91557523099999 40.75276936100005, -111.91557633999997 40.75270733000008, -111.91574129099996 40.75270972000004)))","9.86"
"MULTIPOLYGON (((-111.91557553399997 40.752903195000044, -111.91557553399997 40.75281226600004, -111.91577007599994 40.75281467900004, -111.91576865899998 40.75290560800005, -111.91557553399997 40.752903195000044)))","11.37"
"MULTIPOLYGON (((-111.915574575 40.752991896000026, -111.91557702799997 40.75290873600005, -111.91573315599999 40.75291329500004, -111.91573070299995 40.75299645500007, -111.915574575 40.752991896000026)))","10.27"
"MULTIPOLYGON (((-111.91556413099994 40.75310757800003, -111.91556500299998 40.75303897200007, -111.91572460799995 40.75304096700007, -111.91572373599996 40.753109573000074, -111.91556413099994 40.75310757800003)))","11.13"
"MULTIPOLYGON (((-111.91579520599998 40.75316325500006, -111.91579429599994 40.753236959000056, -111.91558105399997 40.75323470100005, -111.91558196399995 40.753160997000066, -111.91579520599998 40.75316325500006)))","10.73"
"MULTIPOLYGON (((-111.91556346 40.75339451700006, -111.91556509199995 40.753294020000055, -111.91596406199994 40.75329811200004, -111.91596243099997 40.753398608000055, -111.91556346 40.75339451700006)))","6.03"
"MULTIPOLYGON (((-111.91594698899996 40.75376470300006, -111.91594488599998 40.75388203700004, -111.91584696599995 40.753879819000076, -111.91584906899999 40.75376248500004, -111.91594698899996 40.75376470300006)))","10.87"
"MULTIPOLYGON (((-111.91580061099995 40.75387963400004, -111.91568191699997 40.75387714200008, -111.91568421899996 40.75375117300007, -111.915802913 40.75375366500003, -111.91580061099995 40.75387963400004)))","15.62"
"MULTIPOLYGON (((-111.91564262999998 40.753891047000025, -111.91551995399999 40.75388746700003, -111.91552255899995 40.75375629000007, -111.91556124399995 40.75375745400004, -111.91556249199999 40.75373212900007, -111.91564567699999 40.75373462700003, -111.91564262999998 40.753891047000025)))","11.63"
"MULTIPOLYGON (((-111.91504707799999 40.75371376600003, -111.91517431099999 40.75371376600003, -111.91517627099995 40.753896129000054, -111.91504903799996 40.75389717300004, -111.91504707799999 40.75371376600003)))","13.4"
"MULTIPOLYGON (((-111.91447529799996 40.75372317000006, -111.91436671199995 40.75372015500006, -111.91436957299999 40.75356574700004, -111.91447815899994 40.75356876200004, -111.91447529799996 40.75372317000006)))","13.02"
"MULTIPOLYGON (((-111.91428060699997 40.753476609000074, -111.91428188099997 40.75339945500008, -111.91446965399996 40.75340147500003, -111.91446838099995 40.75347862900003, -111.91428060699997 40.753476609000074)))","11.19"
"MULTIPOLYGON (((-111.91504703 40.75309469000007, -111.91504354399996 40.75302555800005, -111.91522593699995 40.753025524000066, -111.91522775099997 40.75309471200006, -111.91504703 40.75309469000007)))","10.84"
"MULTIPOLYGON (((-111.91490049099997 40.75287305900008, -111.91490392899999 40.752781137000056, -111.91502728399996 40.75278485000007, -111.91502384599994 40.752876773000025, -111.91490049099997 40.75287305900008)))","9.86"
"MULTIPOLYGON (((-111.91493894899999 40.75294733700008, -111.91484703799995 40.75294480300005, -111.91484914099999 40.75287995900004, -111.91505082699996 40.75288220900006, -111.915049373 40.752925564000066, -111.91493944099994 40.75292264700005, -111.91493894899999 40.75294733700008)))","9.76"
"MULTIPOLYGON (((-111.915016091 40.752265769000076, -111.91501935299999 40.75217284800004, -111.91514554999998 40.752176519000045, -111.91514228799997 40.75226944100007, -111.915016091 40.752265769000076)))","11.37"
"MULTIPOLYGON (((-111.91491139399994 40.75234206500005, -111.91479938499998 40.752340509000085, -111.91480183699997 40.75220845100006, -111.91491384599999 40.75221000700003, -111.91491139399994 40.75234206500005)))","12.9"
"MULTIPOLYGON (((-111.91442278699998 40.75226549400003, -111.91434302399995 40.75226318800003, -111.91434513499998 40.75215753100008, -111.914424898 40.75215983700008, -111.91442278699998 40.75226549400003)))","10.8"
"MULTIPOLYGON (((-111.91423911599998 40.75249920600004, -111.91423838899999 40.75241490900004, -111.91439328899997 40.752413458000035, -111.91439401599996 40.752497755000036, -111.91423911599998 40.75249920600004)))","10.68"
"MULTIPOLYGON (((-111.91443216699997 40.75292075200008, -111.91430736099994 40.75291758000004, -111.91430933599997 40.75282931900006, -111.91443414199995 40.75283249100005, -111.91443216699997 40.75292075200008)))","18.02"
"MULTIPOLYGON (((-111.91429729899994 40.75302547200005, -111.91430107499997 40.752928688000054, -111.91444650999995 40.752932901000065, -111.91444273499997 40.75302968500006, -111.91429729899994 40.75302547200005)))","11.72"
"MULTIPOLYGON (((-111.91429636899994 40.75310865200004, -111.91429804699999 40.75305109700003, -111.91447376699995 40.75305604600004, -111.91447208899996 40.75311360200004, -111.91429636899994 40.75310865200004)))","9.59"
"MULTIPOLYGON (((-111.91632418599994 40.751708688000065, -111.91619140099999 40.75170488800006, -111.91619550599995 40.751481897000076, -111.91632828999997 40.75148569700008, -111.91632418599994 40.751708688000065)))","13.59"
"MULTIPOLYGON (((-111.91522584599994 40.75154358700007, -111.91535528399999 40.751545186000044, -111.91535639499995 40.75172024500006, -111.91522695699996 40.75171864600003, -111.91522584599994 40.75154358700007)))","14.97"
"MULTIPOLYGON (((-111.91508329199996 40.75156427700006, -111.91520347499994 40.75156131800003, -111.91520572699994 40.75171885000004, -111.91508554399996 40.75172180900006, -111.91508329199996 40.75156427700006)))","10.8"
"MULTIPOLYGON (((-111.91462068 40.75157619600003, -111.91474607299995 40.75157619600003, -111.91474607299995 40.751717419000045, -111.91462068 40.75171842300006, -111.91462068 40.75157619600003)))","11.51"
"MULTIPOLYGON (((-111.91638356099999 40.75132580800005, -111.91638295699994 40.75123690500004, -111.91656601799997 40.75123535700004, -111.91656662199995 40.75132426000005, -111.91638356099999 40.75132580800005)))","11.17"
"MULTIPOLYGON (((-111.91649553899998 40.75122253200004, -111.91639092999998 40.75122664300005, -111.91639004399997 40.75114436700005, -111.91656841399998 40.75114247100004, -111.9165693 40.75122474800003, -111.91649553899998 40.75122253200004)))","10.81"
"MULTIPOLYGON (((-111.91638163999994 40.75113165800008, -111.91638094499996 40.75104575000006, -111.91656942099996 40.751043355000036, -111.91657217099998 40.75113077300006, -111.91638163999994 40.75113165800008)))","10.95"
"MULTIPOLYGON (((-111.91628599899997 40.751046907000045, -111.91628341199998 40.751128159000075, -111.91617742899997 40.751125107000064, -111.91618001599994 40.75096763700003, -111.91628599899997 40.75097068900004, -111.91628599899997 40.751046907000045)))","11.01"
"MULTIPOLYGON (((-111.91474021999994 40.75074014900008, -111.91466516199995 40.75073923200006, -111.91466487099996 40.75063255400005, -111.91474021999994 40.75063255400005, -111.91474021999994 40.75074014900008)))","9.2"
"MULTIPOLYGON (((-111.91474838199997 40.75060743900008, -111.91483658199996 40.75060770600005, -111.91483947299997 40.75069532800006, -111.91481437699997 40.75069531500004, -111.91481493399999 40.75073640700003, -111.91475078099995 40.750736300000035, -111.91474838199997 40.75060743900008)))","10.28"
"MULTIPOLYGON (((-111.91555072199998 40.75070604200005, -111.91548096599996 40.750705000000046, -111.91548308799997 40.75059171600003, -111.915552844 40.75059171600003, -111.91555072199998 40.75070604200005)))","9.33"
"MULTIPOLYGON (((-111.91533233399997 40.74999211800009, -111.91545361199996 40.74999211800009, -111.91545314299998 40.75018571000004, -111.91523467999998 40.75018571000004, -111.91523467999998 40.75011028300003, -111.91533170699995 40.75011091700003, -111.91533233399997 40.74999211800009)))","11.44"
"MULTIPOLYGON (((-111.91509441199997 40.75013099600005, -111.91518024799996 40.75013099600005, -111.91518086999997 40.750223566000045, -111.91509503399999 40.75022428900007, -111.91509441199997 40.75013099600005)))","10.19"
"MULTIPOLYGON (((-111.91479965899998 40.75016427500004, -111.91480019199999 40.750080883000074, -111.91489113199998 40.750081898000076, -111.91489151899998 40.74999915200004, -111.91499554599994 40.74999915200004, -111.91499554599994 40.750166386000046, -111.91479965899998 40.75016427500004)))","11.07"
"MULTIPOLYGON (((-111.91417876799994 40.75019218800003, -111.91418184199995 40.750114004000075, -111.91423998099998 40.75011578900007, -111.914242813 40.75004326800007, -111.91430179999998 40.750045027000056, -111.91429780599998 40.75019583100004, -111.91417876799994 40.75019218800003)))","10.06"
"MULTIPOLYGON (((-111.91320303099997 40.75149801100008, -111.91323108999995 40.75149934500007, -111.91324480999998 40.75159736200004, -111.91325985999998 40.75159759700006, -111.91325908499999 40.751755993000074, -111.91316737199998 40.751755735000074, -111.91316813999998 40.751598958000045, -111.91320402599996 40.75159977900006, -111.91320303099997 40.75149801100008)))","6.51"
"MULTIPOLYGON (((-111.91257898999999 40.75094666500007, -111.91289417199994 40.750945897000065, -111.91289191 40.75140151900007, -111.91258148899999 40.75140268000007, -111.91257898999999 40.75094666500007)))","11.15"
"MULTIPOLYGON (((-111.91258148899999 40.75140268000007, -111.91289191 40.75140151900007, -111.91289012699997 40.751760475000026, -111.91258344799996 40.75176001300008, -111.91258148899999 40.75140268000007)))","11.25"
"MULTIPOLYGON (((-111.91339330799997 40.751277763000076, -111.91339330799997 40.75121586700004, -111.91348450299995 40.75121731300004, -111.91348492399999 40.751180643000055, -111.91365618199995 40.751182483000036, -111.91365415199999 40.75123661600003, -111.91367777899995 40.75123661600003, -111.91367695099996 40.75128081000003, -111.91339330799997 40.751277763000076)))","10.85"
"MULTIPOLYGON (((-111.91241321499996 40.75175627900006, -111.91189930199994 40.75174982900006, -111.911903801 40.75155151200005, -111.91228669399999 40.75155659100005, -111.91228772699998 40.75150608200005, -111.91241847499998 40.751510014000075, -111.91241321499996 40.75175627900006)))","18.57"
"MULTIPOLYGON (((-111.91150988799996 40.75153585600003, -111.91150728199995 40.75167276900004, -111.91134161099995 40.75166929900007, -111.91134768999996 40.75131191000003, -111.91186114899995 40.75131821800005, -111.911857442 40.75154004400008, -111.91150988799996 40.75153585600003)))","10.46"
"MULTIPOLYGON (((-111.91368451899996 40.75072157100004, -111.913607766 40.75072316500007, -111.91360683299996 40.75068318000007, -111.91354388899998 40.75068440900003, -111.91354323499996 40.75064495400005, -111.91368266299997 40.750642638000045, -111.91368451899996 40.75072157100004)))","9.27"
