"age","income","race","sex","year","id","name","demographic_group_number","demographic_group_moe","uninsured_number","uninsured_moe_1","uninsured","uninsured_moe_2","insured_number","insured_moe_1","insured","insured_moe_2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49005","Cache County, UT","65216","0","15039","2078","23.1","3.2","50177","2668","76.900000000000006","4.0999999999999996"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49007","Carbon County, UT","11974","0","1505","270","12.6","2.2999999999999998","10469","392","87.4","3.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49009","Daggett County, UT","495","0","141","21","28.5","4.2","354","23","71.5","4.5999999999999996"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49011","Davis County, UT","175365","0","23466","3381","13.4","1.9","151899","4674","86.6","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49013","Duchesne County, UT","9758","0","1856","313","19","3.2","7902","407","81","4.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49015","Emery County, UT","6180","0","1156","164","18.7","2.7","5023","210","81.3","3.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49017","Garfield County, UT","2493","0","624","89","25","3.6","1869","106","75","4.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49019","Grand County, UT","6157","0","1372","222","22.3","3.6","4785","260","77.7","4.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49021","Iron County, UT","25831","0","5783","943","22.4","3.7","20048","1245","77.599999999999994","4.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49023","Juab County, UT","5609","0","999","175","17.8","3.1","4610","235","82.2","4.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49025","Kane County, UT","3816","0","811","130","21.3","3.4","3005","163","78.7","4.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49027","Millard County, UT","6776","0","1449","221","21.4","3.3","5326","278","78.599999999999994","4.0999999999999996"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49029","Morgan County, UT","5252","0","1102","164","21","3.1","4150","197","79","3.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49031","Piute County, UT","771","0","169","29","21.9","3.7","602","37","78.099999999999994","4.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49033","Rich County, UT","1190","0","363","49","30.5","4.0999999999999996","827","54","69.5","4.5999999999999996"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49035","Salt Lake County, UT","625141","0","114951","9233","18.399999999999999","1.5","510190","12614","81.599999999999994","2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49037","San Juan County, UT","8838","0","1662","302","18.8","3.4","7177","429","81.2","4.9000000000000004"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49039","Sanpete County, UT","13678","0","3345","499","24.5","3.6","10333","648","75.5","4.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49041","Sevier County, UT","11261","0","2016","330","17.899999999999999","2.9","9245","448","82.1","4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49043","Summit County, UT","23905","0","4593","688","19.2","2.9","19312","782","80.8","3.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49045","Tooele County, UT","32692","0","5525","935","16.899999999999999","2.9","27166","1178","83.1","3.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49047","Uintah County, UT","17964","0","3721","546","20.7","3","14243","655","79.3","3.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49049","Utah County, UT","305097","0","58646","6604","19.2","2.2000000000000002","246451","8753","80.8","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49051","Wasatch County, UT","12099","0","2756","411","22.8","3.4","9343","484","77.2","4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49053","Washington County, UT","72116","0","15773","2231","21.9","3.1","56344","2816","78.099999999999994","3.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49055","Wayne County, UT","1452","0","369","56","25.4","3.8","1083","71","74.599999999999994","4.9000000000000004"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49057","Weber County, UT","136588","0","23725","3043","17.399999999999999","2.2000000000000002","112863","3965","82.6","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49000","Utah","1577209","0","306186","17395","19.399999999999999","1.1000000000000001","1271022","18257","80.599999999999994","1.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49001","Beaver County, UT","3230","0","956","150","29.6","4.5999999999999996","2274","159","70.400000000000006","4.9000000000000004"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49003","Box Elder County, UT","27630","0","4848","940","17.5","3.4","22782","1115","82.5","4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49005","Cache County, UT","64615","0","15915","2483","24.6","3.8","48700","3086","75.400000000000006","4.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49007","Carbon County, UT","11778","0","1565","312","13.3","2.6","10213","411","86.7","3.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49009","Daggett County, UT","505","0","152","25","30.2","5","353","26","69.8","5.0999999999999996"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49011","Davis County, UT","171102","0","25895","3926","15.1","2.2999999999999998","145207","4986","84.9","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49013","Duchesne County, UT","9486","0","1864","360","19.7","3.8","7622","426","80.3","4.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49015","Emery County, UT","6140","0","1169","188","19","3.1","4971","221","81","3.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49017","Garfield County, UT","2470","0","617","110","25","4.4000000000000004","1853","121","75","4.9000000000000004"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49019","Grand County, UT","5833","0","1279","257","21.9","4.4000000000000004","4554","281","78.099999999999994","4.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49021","Iron County, UT","25848","0","5924","1159","22.9","4.5","19923","1430","77.099999999999994","5.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49023","Juab County, UT","5375","0","944","207","17.600000000000001","3.9","4431","259","82.4","4.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49025","Kane County, UT","3817","0","891","171","23.3","4.5","2926","190","76.7","5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49027","Millard County, UT","6707","0","1719","290","25.6","4.3","4989","315","74.400000000000006","4.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49029","Morgan County, UT","5089","0","1188","194","23.3","3.8","3901","213","76.7","4.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49031","Piute County, UT","715","0","226","35","31.7","4.9000000000000004","489","36","68.3","5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49033","Rich County, UT","1163","0","359","56","30.8","4.8","805","58","69.2","5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49035","Salt Lake County, UT","620063","0","113275","9820","18.3","1.6","506788","13108","81.7","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49037","San Juan County, UT","8566","0","1559","339","18.2","4","7007","438","81.8","5.0999999999999996"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49039","Sanpete County, UT","13549","0","3424","597","25.3","4.4000000000000004","10124","709","74.7","5.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49041","Sevier County, UT","11100","0","1944","389","17.5","3.5","9156","479","82.5","4.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49043","Summit County, UT","23462","0","5424","810","23.1","3.5","18038","830","76.900000000000006","3.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49045","Tooele County, UT","31661","0","5472","1139","17.3","3.6","26190","1336","82.7","4.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49047","Uintah County, UT","17571","0","3706","597","21.1","3.4","13865","684","78.900000000000006","3.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49049","Utah County, UT","281627","0","61620","7340","21.9","2.6","220007","9266","78.099999999999994","3.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49051","Wasatch County, UT","12073","0","2898","507","24","4.2","9176","555","76","4.5999999999999996"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49053","Washington County, UT","71532","0","18053","2656","25.2","3.7","53479","3085","74.8","4.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49055","Wayne County, UT","1412","0","413","70","29.2","5","1000","78","70.8","5.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2006","49057","Weber County, UT","133087","0","22887","3337","17.2","2.5","110201","4239","82.8","3.2"
