"age","income","race","sex","year","id","name","demographic_group_number","demographic_group_moe","uninsured_number","uninsured_moe_1","uninsured","uninsured_moe_2","insured_number","insured_moe_1","insured","insured_moe_2"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49023","Juab County, UT","3564","0","335","99","9.4","2.8","3229","157","90.6","4.4000000000000004"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49025","Kane County, UT","1712","0","190","55","11.1","3.2","1521","83","88.9","4.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49027","Millard County, UT","3780","0","426","116","11.3","3.1","3353","173","88.7","4.5999999999999996"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49029","Morgan County, UT","2601","0","410","95","15.8","3.6","2190","125","84.2","4.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49031","Piute County, UT","402","0","43","13","10.8","3.1","358","21","89.2","5.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49033","Rich County, UT","609","0","144","33","23.7","5.4","464","41","76.3","6.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49035","Salt Lake County, UT","317836","0","41674","6235","13.1","2","276162","8928","86.9","2.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49037","San Juan County, UT","5225","0","552","164","10.6","3.1","4673","273","89.4","5.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49039","Sanpete County, UT","7740","0","970","253","12.5","3.3","6770","381","87.5","4.9000000000000004"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49041","Sevier County, UT","6348","0","632","176","10","2.8","5716","273","90","4.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49043","Summit County, UT","9663","0","1495","386","15.5","4","8168","475","84.5","4.9000000000000004"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49045","Tooele County, UT","19542","0","1953","536","10","2.7","17589","814","90","4.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49047","Uintah County, UT","9677","0","1594","375","16.5","3.9","8083","405","83.5","4.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49049","Utah County, UT","195167","0","18151","3655","9.3000000000000007","1.9","177015","5979","90.7","3.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49051","Wasatch County, UT","6576","0","997","260","15.2","4","5579","362","84.8","5.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49053","Washington County, UT","41688","0","4586","1140","11","2.7","37102","1720","89","4.0999999999999996"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49055","Wayne County, UT","740","0","111","32","15","4.3","629","46","85","6.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49057","Weber County, UT","71576","0","6664","1528","9.3000000000000007","2.1","64912","2473","90.7","3.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49000","Utah","861883","0","103140","12820","12","1.5","758743","14834","88","1.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49001","Beaver County, UT","2013","0","372","107","18.5","5.3","1640","120","81.5","5.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49003","Box Elder County, UT","16037","0","1683","542","10.5","3.4","14354","692","89.5","4.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49005","Cache County, UT","35975","0","4228","1186","11.8","3.3","31747","1525","88.2","4.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49007","Carbon County, UT","5491","0","466","151","8.5","2.7","5026","218","91.5","4"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49009","Daggett County, UT","177","0","30","10","16.8","5.4","148","11","83.2","6.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49011","Davis County, UT","99784","0","7534","2115","7.6","2.1","92250","3357","92.4","3.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49013","Duchesne County, UT","5523","0","657","215","11.9","3.9","4866","265","88.1","4.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49015","Emery County, UT","3221","0","380","103","11.8","3.2","2841","136","88.2","4.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49017","Garfield County, UT","1298","0","185","59","14.3","4.5","1113","70","85.7","5.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49019","Grand County, UT","2213","0","246","82","11.1","3.7","1967","107","88.9","4.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49021","Iron County, UT","13930","0","1697","544","12.2","3.9","12233","705","87.8","5.0999999999999996"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49023","Juab County, UT","3507","0","320","114","9.1","3.2","3187","151","90.9","4.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49025","Kane County, UT","1721","0","211","71","12.3","4.0999999999999996","1510","90","87.7","5.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49027","Millard County, UT","3881","0","587","177","15.1","4.5999999999999996","3294","205","84.9","5.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49029","Morgan County, UT","2581","0","438","115","17","4.4000000000000004","2143","129","83","5"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49031","Piute County, UT","383","0","70","20","18.2","5.2","313","24","81.8","6.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49033","Rich County, UT","617","0","130","37","21","5.9","487","41","79","6.6"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49035","Salt Lake County, UT","313036","0","40945","6008","13.1","1.9","272091","8982","86.9","2.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49037","San Juan County, UT","5053","0","496","175","9.8000000000000007","3.5","4557","255","90.2","5"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49039","Sanpete County, UT","7686","0","1041","322","13.5","4.2","6645","401","86.5","5.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49041","Sevier County, UT","6336","0","664","218","10.5","3.4","5671","283","89.5","4.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49043","Summit County, UT","9701","0","1916","472","19.8","4.9000000000000004","7784","472","80.2","4.9000000000000004"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49045","Tooele County, UT","19047","0","1894","627","9.9","3.3","17153","804","90.1","4.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49047","Uintah County, UT","9436","0","1605","399","17","4.2","7831","407","83","4.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49049","Utah County, UT","175044","0","20894","4146","11.9","2.4","154150","5694","88.1","3.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49051","Wasatch County, UT","6607","0","1042","304","15.8","4.5999999999999996","5565","345","84.2","5.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49053","Washington County, UT","40793","0","5105","1370","12.5","3.4","35689","1737","87.5","4.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49055","Wayne County, UT","731","0","123","38","16.8","5.3","609","46","83.2","6.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2006","49057","Weber County, UT","70060","0","8181","1949","11.7","2.8","61880","2538","88.3","3.6"
