"city","country","county","countyfips","id","latitude","lines","longitude","max_infer","max_volt","min_infer","min_volt","naics_code","naics_desc","name","objectid","source","sourcedate","state","status","type","val_date","val_method","zip","point"
"WEST BOUNTIFUL","USA","DAVIS","49011","206407","40.8843891400001","4","-111.901820761","Y","230","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206407","54678","IMAGERY","2015-09-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-29T00:00:00.000Z","IMAGERY","84087","POINT (-111.90182076099995 40.884389140000046)"
"DELTA","USA","MILLARD","49027","208924","39.377677643","1","-112.569429316","Y","128","Y","128","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208828","57179","IMAGERY","2018-04-06T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-04-06T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.56942931599997 39.37767764300002)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208022","40.566297165","3","-112.108400781","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207976","56281","IMAGERY","2018-02-23T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-23T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.10840078099994 40.566297165000044)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208054","40.664403759","3","-112.075658312","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208008","56313","IMAGERY","2018-02-27T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-27T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.07565831199997 40.66440375900003)"
"SANTA CLARA","USA","WASHINGTON","49053","206618","37.143679309","3","-113.669916537","Y","115","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206618","54882","IMAGERY","2016-09-20T00:00:00.000Z","UT","IN SERVICE","TAP","2016-09-20T00:00:00.000Z","IMAGERY","84765","POINT (-113.66991653699995 37.14367930900004)"
"NOT AVAILABLE","USA","CARBON","49007","206745","39.6848503140001","1","-111.157457618","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206745","55008","IMAGERY","2017-01-09T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-01-09T00:00:00.000Z","IMAGERY","84526","POINT (-111.15745761799998 39.68485031400008)"
"CROYDON","USA","MORGAN","49029","205658","41.0604959670001","4","-111.535974672","Y","115","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","DEVIL'S SLIDE","53949","IMAGERY","2015-07-15T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-07-15T00:00:00.000Z","IMAGERY","84018","POINT (-111.53597467199995 41.06049596700006)"
"NOT AVAILABLE","USA","SEVIER","49041","207474","38.6752522830001","1","-112.148773909","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207459","55735","IMAGERY","2017-10-02T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-10-02T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.14877390899996 38.67525228300007)"
"NOT AVAILABLE","USA","DAVIS","49011","201749","40.822048314","0","-111.924073259","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201749","50131","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84054","POINT (-111.92407325899997 40.82204831400002)"
"NORTH SALT LAKE","USA","DAVIS","49011","206706","40.825413068","0","-111.919704862","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206706","54969","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","84054","POINT (-111.91970486199995 40.825413068000046)"
"SPANISH FORK","USA","UTAH","49049","201642","40.1008006550001","1","-111.613211789","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201642","50025","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84660","POINT (-111.61321178900002 40.10080065500007)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201739","40.7368542660001","2","-111.946065248","Y","46","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201739","50122","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84104","POINT (-111.94606524799997 40.73685426600008)"
"NOT AVAILABLE","USA","UTAH","49049","207445","40.077726156","1","-111.685952999","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","DEAD HEAD","55706","IMAGERY","2017-06-29T00:00:00.000Z","UT","IN SERVICE","DEAD END","2017-06-29T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.68595299899994 40.07772615600003)"
"NOT AVAILABLE","USA","RICH","49033","207241","41.8154281540001","1","-111.086155639","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207246","55502","IMAGERY","2017-11-13T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-11-13T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.08615563899997 41.81542815400007)"
"SANTA CLARA","USA","WASHINGTON","49053","206636","37.1337162130001","3","-113.638988604","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206636","54900","IMAGERY","2016-10-05T00:00:00.000Z","UT","IN SERVICE","TAP","2016-10-05T00:00:00.000Z","IMAGERY","84765","POINT (-113.63898860399998 37.13371621300008)"
"SALT LAKE CITY","USA","SALT LAKE","49035","209663","40.7518116700001","1","-111.913784743","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","DEAD HEAD","57913","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","DEAD END","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.91378474299995 40.75181167000006)"
"NOT AVAILABLE","USA","SANPETE","49039","207510","39.2682525280001","3","-111.646461273","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207493","55771","IMAGERY","2017-12-19T00:00:00.000Z","UT","IN SERVICE","TAP","2017-12-19T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.64646127299994 39.268252528000055)"
"HEBER CITY","USA","WASATCH","49051","201562","40.4910657930001","1","-111.407906506","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201562","49946","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84032","POINT (-111.40790650599996 40.491065793000075)"
"NOT AVAILABLE","USA","BEAVER","49001","205512","38.5638075320001","3","-112.586106782","N","138","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TUSHAR","53804","IMAGERY","2015-08-29T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-29T00:00:00.000Z","IMAGERY/OTHER","84713","POINT (-112.58610678199996 38.56380753200004)"
"SALT LAKE CITY","USA","SALT LAKE","49035","206780","40.7896856940001","1","-111.907077975","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206780","55043","IMAGERY","2017-02-23T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-02-23T00:00:00.000Z","IMAGERY","84116","POINT (-111.90707797499999 40.78968569400007)"
"NOT AVAILABLE","USA","SEVIER","49041","207495","38.919887616","3","-111.923016957","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207479","55756","IMAGERY","2017-12-05T00:00:00.000Z","UT","IN SERVICE","TAP","2017-12-05T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.92301695699994 38.91988761600004)"
"NEPHI","USA","JUAB","49023","209634","39.710696532","2","-111.839871645","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209634","57884","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.83987164499996 39.71069653200004)"
"NOT AVAILABLE","USA","KANE","49025","201819","37.0370718","2","-112.3529304","Y","46","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201819","50195","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84741","POINT (-112.35293039999999 37.03707180000003)"
"SPANISH FORK","USA","UTAH","49049","201641","40.122578359","1","-111.660583073","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201641","50024","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84660","POINT (-111.66058307299993 40.122578359000045)"
"ST. GEORGE","USA","WASHINGTON","49053","209653","37.0979835430001","1","-113.541029254","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209653","57903","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-113.54102925399998 37.09798354300004)"
"SANTA CLARA","USA","WASHINGTON","49053","206617","37.13923914","1","-113.668628233","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206617","54881","IMAGERY","2016-09-20T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2016-09-20T00:00:00.000Z","IMAGERY","84738","POINT (-113.66862823299999 37.13923914000002)"
"OGDEN","USA","WEBER","49057","201944","41.2091956360001","4","-111.998909117","Y","138","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201944","50313","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84401","POINT (-111.998909117 41.20919563600005)"
"ST GEORGE","USA","WASHINGTON","49053","206609","37.0913646820001","1","-113.574657507","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","FLOOD STREET","54875","IMAGERY","2019-05-02T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-05-02T00:00:00.000Z","IMAGERY","84770","POINT (-113.57465750699998 37.09136468200006)"
"ST GEORGE","USA","WASHINGTON","49053","201442","37.0310418670001","6","-113.563179428","Y","230","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201442","49827","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84790","POINT (-113.56317942799996 37.031041867000056)"
"NOT AVAILABLE","USA","SALT LAKE","49035","206797","40.7204293200001","1","-112.164925388","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206797","55060","IMAGERY","2017-03-20T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-03-20T00:00:00.000Z","IMAGERY","84044","POINT (-112.16492538799999 40.72042932000006)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201536","40.7932399630001","2","-111.90349288","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201536","49920","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84116","POINT (-111.90349287999999 40.793239963000076)"
"WEST JORDAN","USA","SALT LAKE","49035","205251","40.5847521910001","3","-111.971857639","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205251","53556","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-06-29T00:00:00.000Z","IMAGERY","84088","POINT (-111.97185763899996 40.58475219100007)"
"BRIGHAM CITY","USA","BOX ELDER","49003","206671","41.498166391","3","-112.006434163","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206671","54934","IMAGERY","2016-11-17T00:00:00.000Z","UT","IN SERVICE","TAP","2016-11-17T00:00:00.000Z","IMAGERY","84302","POINT (-112.00643416299994 41.49816639100004)"
"OGDEN","USA","WEBER","49057","209651","41.2144249080001","1","-111.981107586","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","DEAD HEAD","57901","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","DEAD END","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.98110758599995 41.21442490800007)"
"OURAY","USA","UINTAH","49047","209620","40.035928647","2","-109.419229336","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209620","57870","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-109.41922933599993 40.03592864700004)"
"NOT AVAILABLE","USA","SANPETE","49039","207513","39.546629028","2","-111.475670194","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207496","55774","IMAGERY","2017-12-20T00:00:00.000Z","UT","IN SERVICE","TAP","2017-12-20T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.47567019399997 39.54662902800004)"
"NOT AVAILABLE","USA","TOOELE","49045","206154","40.5492407930001","2","-112.217729242","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206154","54435","IMAGERY","2015-09-14T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-14T00:00:00.000Z","IMAGERY","84074","POINT (-112.21772924199996 40.549240793000074)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208050","40.6644132770001","3","-112.082054303","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208004","56309","IMAGERY","2018-02-27T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-27T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.08205430299995 40.664413277000044)"
"WEST JORDAN","USA","SALT LAKE","49035","201577","40.5895548830001","18","-111.916191286","N","345","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","90TH SOUTH","49961","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84088","POINT (-111.91619128599996 40.589554883000055)"
"NOT AVAILABLE","USA","SANPETE","49039","207505","39.636952046","3","-111.653215934","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207488","55766","IMAGERY","2017-12-14T00:00:00.000Z","UT","IN SERVICE","TAP","2017-12-14T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.65321593399993 39.636952046000026)"
"LEVAN","USA","JUAB","49023","209630","39.6313577670001","3","-111.861829351","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209630","57880","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.861829351 39.63135776700005)"
"NOT AVAILABLE","USA","CARBON","49007","207964","39.6087371350001","3","-110.834667643","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207918","56223","IMAGERY","2018-02-05T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-05T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.83466764299999 39.60873713500006)"
"ST GEORGE","USA","WASHINGTON","49053","206512","37.042219748","1","-113.627419286","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206512","54781","IMAGERY","2016-05-11T00:00:00.000Z","UT","IN SERVICE","TAP","2016-05-11T00:00:00.000Z","IMAGERY","84790","POINT (-113.62741928599996 37.042219748000036)"
"NOT AVAILABLE","USA","BOX ELDER","49003","201346","41.8348542370001","4","-112.052687812","Y","138","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201346","49732","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84306","POINT (-112.05268781199999 41.834854237000066)"
"OGDEN","USA","WEBER","49057","206124","41.188011283","3","-111.955293059","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206124","54405","IMAGERY","2015-09-15T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-15T00:00:00.000Z","IMAGERY","84403","POINT (-111.95529305899997 41.18801128300002)"
"SULPHURDALE","USA","BEAVER","49001","209674","38.549225005","1","-112.601108094","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209674","57924","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.60110809399998 38.54922500500003)"
"WEST JORDAN","USA","SALT LAKE","49035","201756","40.57080124","1","-112.020106437","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201756","50138","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84095","POINT (-112.02010643699998 40.57080124000003)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208021","40.5809144520001","1","-112.10362794","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207975","56280","IMAGERY","2018-02-23T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-23T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.10362793999998 40.58091445200006)"
"NOT AVAILABLE","USA","CARBON","49007","206754","39.5868812740001","2","-110.739618661","Y","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206754","55017","IMAGERY","2017-01-19T00:00:00.000Z","UT","IN SERVICE","TAP","2017-01-19T00:00:00.000Z","IMAGERY","84501","POINT (-110.73961866099995 39.586881274000056)"
"GUNLOCK","USA","WASHINGTON","49053","208916","37.281096437","3","-113.727955887","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208821","57172","IMAGERY","2018-04-02T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-02T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-113.72795588699995 37.281096437000016)"
"NOT AVAILABLE","USA","SALT LAKE","49035","206796","40.726652083","0","-112.186233257","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206796","55059","IMAGERY","2017-03-20T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-03-20T00:00:00.000Z","IMAGERY","84044","POINT (-112.18623325699997 40.72665208300003)"
"NOT AVAILABLE","USA","DAVIS","49011","202122","41.105653939","2","-111.977142086","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202122","50487","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84056","POINT (-111.97714208599996 41.10565393900004)"
"NOT AVAILABLE","USA","WAYNE","49055","207484","38.268998696","3","-111.071070941","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207469","55745","IMAGERY","2017-10-31T00:00:00.000Z","UT","IN SERVICE","TAP","2017-10-31T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.07107094099996 38.26899869600004)"
"NOT AVAILABLE","USA","TOOELE","49045","206161","40.505348962","1","-112.345278286","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206161","54441","IMAGERY","2015-09-14T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-14T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.34527828599994 40.505348962000035)"
"ALTAMONT","USA","DUCHESNE","49013","208960","40.336890683","1","-110.303131829","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208864","57215","IMAGERY","2018-04-16T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-04-16T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.30313182899997 40.33689068300002)"
"SALT LAKE CITY","USA","SALT LAKE","49035","205230","40.7840986050001","1","-111.904671702","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205230","53536","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-06-29T00:00:00.000Z","IMAGERY","84103","POINT (-111.90467170199997 40.78409860500006)"
"DELTA","USA","MILLARD","49027","208936","39.49037507","3","-112.564069805","Y","128","Y","128","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208840","57191","IMAGERY","2018-04-11T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-11T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.56406980499997 39.49037507000003)"
"TAYLORSVILLE","USA","SALT LAKE","49035","205209","40.6750848610001","3","-111.925060658","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205209","53515","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84123","POINT (-111.92506065799995 40.67508486100007)"
"NOT AVAILABLE","USA","SALT LAKE","49035","207999","40.559669269","3","-112.096081823","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207953","56258","IMAGERY","2018-02-14T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-14T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.09608182299996 40.55966926900003)"
"OREM","USA","UTAH","49049","201631","40.3181985300001","2","-111.701966456","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201631","50014","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84057","POINT (-111.70196645599998 40.31819853000007)"
"WEST VALLEY CITY","USA","SALT LAKE","49035","205203","40.692685527","3","-111.957808349","Y","46","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205203","53509","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84119","POINT (-111.95780834899996 40.69268552700003)"
"LOGAN","USA","CACHE","49005","206463","41.749731572","0","-111.827315658","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","SUBSTATION #6","54734","IMAGERY","2019-03-08T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-03-08T00:00:00.000Z","IMAGERY","84321","POINT (-111.82731565799997 41.74973157200002)"
"NOT AVAILABLE","USA","CACHE","49005","206390","41.8520320800001","5","-111.828851265","Y","230","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206390","54661","IMAGERY","2015-09-26T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-26T00:00:00.000Z","IMAGERY","84335","POINT (-111.82885126499998 41.85203208000006)"
"EPHRAIM","USA","SANPETE","49039","209644","39.37254384","1","-111.589513119","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","EPHRAIM CEMETERY","57894","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.58951311899995 39.37254384000005)"
"HARRISVILLE","USA","WEBER","49057","206685","41.2842862200001","3","-111.995302795","Y","161","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206685","54948","IMAGERY","2016-11-21T00:00:00.000Z","UT","IN SERVICE","TAP","2016-11-21T00:00:00.000Z","IMAGERY","84404","POINT (-111.995302795 41.28428622000008)"
"LEHI","USA","UTAH","49049","201656","40.420090375","1","-111.86752457","Y","46","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201656","50039","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84043","POINT (-111.86752456999994 40.42009037500003)"
"EPHRAIM","USA","SANPETE","49039","209638","39.358922283","2","-111.591756657","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209638","57888","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.59175665699998 39.35892228300003)"
"DELTA","USA","MILLARD","49027","208940","39.5007518990001","3","-112.57866304","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208844","57195","IMAGERY","2018-04-11T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-11T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.57866303999998 39.50075189900007)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201624","40.751306078","9","-111.861311648","N","138","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","MCCLELLAND","50007","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84102","POINT (-111.86131164799995 40.75130607800003)"
"NOT AVAILABLE","USA","WASATCH","49051","206519","40.4092971310001","1","-111.514609984","Y","34.5","Y","34.5","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206519","54787","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","84082","POINT (-111.51460998399995 40.40929713100007)"
"NOT AVAILABLE","USA","WEBER","49057","206690","41.244243404","2","-112.219036702","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206690","54953","IMAGERY","2016-11-22T00:00:00.000Z","UT","IN SERVICE","TAP","2016-11-22T00:00:00.000Z","IMAGERY","84404","POINT (-112.219036702 41.244243404000024)"
"NOT AVAILABLE","USA","UTAH","49049","201645","40.098730904","2","-111.730506176","Y","115","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201645","50028","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84660","POINT (-111.73050617599993 40.09873090400002)"
