"city","country","county","countyfips","id","latitude","lines","longitude","max_infer","max_volt","min_infer","min_volt","naics_code","naics_desc","name","objectid","source","sourcedate","state","status","type","val_date","val_method","zip","point"
"SALT LAKE CITY","USA","SALT LAKE","49035","205238","40.7676249260001","3","-111.944403846","N","115","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205238","53544","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84116","POINT (-111.94440384599994 40.76762492600005)"
"SALT LAKE CITY","USA","SALT LAKE","49035","206721","40.783720542","2","-111.951166996","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206721","54984","IMAGERY","2016-12-08T00:00:00.000Z","UT","IN SERVICE","TAP","2016-12-08T00:00:00.000Z","IMAGERY","84116","POINT (-111.95116699599998 40.78372054200001)"
"NEPHI","USA","JUAB","49023","208927","39.7222690570001","5","-111.841275494","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208831","57182","IMAGERY","2018-04-07T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-04-07T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.84127549399996 39.72226905700006)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201707","40.7662822560001","4","-111.901805573","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","THIRD WEST","50090","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84101","POINT (-111.90180557299999 40.76628225600006)"
"NOT AVAILABLE","USA","WEBER","49057","206118","41.2681682260001","2","-112.232654332","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206118","54399","IMAGERY","2015-09-15T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-15T00:00:00.000Z","IMAGERY","84404","POINT (-112.23265433199997 41.26816822600006)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201717","40.790652112","2","-111.930163258","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","ROSE PARK","50100","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84116","POINT (-111.930163258 40.79065211200002)"
"MONTEZUMA CREEK","USA","SAN JUAN","49037","209667","37.296852001","1","-109.261107917","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209667","57917","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-109.26110791699996 37.29685200100005)"
"PROVO","USA","UTAH","49049","209669","40.19818467","1","-111.633709398","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209669","57919","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.63370939799995 40.198184670000046)"
"VINEYARD","USA","UTAH","49049","201370","40.331093116","7","-111.75695223","Y","138","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","LAKESIDE 1","49756","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84042","POINT (-111.75695222999997 40.33109311600003)"
"SULPHURDALE","USA","BEAVER","49001","209673","38.549037028","3","-112.601100956","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209673","57923","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.60110095599997 38.54903702800004)"
"MILFORD","USA","BEAVER","49001","208986","38.4843250230001","1","-113.135611488","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208890","57241","IMAGERY","2018-05-02T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-05-02T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-113.13561148799994 38.484325023000046)"
"NOT AVAILABLE","USA","BOX ELDER","49003","206392","41.8869052100001","1","-112.129136579","Y","230","Y","230","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206392","54663","IMAGERY","2015-09-26T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-26T00:00:00.000Z","IMAGERY","84330","POINT (-112.12913657899999 41.886905210000066)"
"HURRICANE","USA","WASHINGTON","49053","206546","37.185836834","2","-113.359301546","Y","69","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206546","54814","IMAGERY","2016-06-03T00:00:00.000Z","UT","IN SERVICE","TAP","2016-06-03T00:00:00.000Z","IMAGERY","84737","POINT (-113.35930154599998 37.185836834000035)"
"TROPIC","USA","GARFIELD","49017","201815","37.6506105","2","-112.083067","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201815","50191","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","UNVERIFIED","84776","POINT (-112.08306699999997 37.65061050000002)"
"LAYTON","USA","DAVIS","49011","206405","41.0675739320001","1","-111.987359911","Y","230","Y","230","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206405","54676","IMAGERY","2015-09-29T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-29T00:00:00.000Z","IMAGERY","84041","POINT (-111.98735991099996 41.06757393200009)"
"MIDVALE","USA","SALT LAKE","49035","201680","40.6126184130001","3","-111.912674252","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","MIDVALE","50063","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84047","POINT (-111.91267425199999 40.61261841300005)"
"NOT AVAILABLE","USA","SANPETE","49039","205952","39.5506556920001","4","-111.597287646","N","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","JERUSALEM","54238","Company Map","2015-08-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-31T00:00:00.000Z","IMAGERY/OTHER","84646","POINT (-111.59728764599998 39.55065569200008)"
"NOT AVAILABLE","USA","UTAH","49049","205416","40.371620421","3","-111.867158465","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205416","53712","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-26T00:00:00.000Z","IMAGERY","84043","POINT (-111.86715846499999 40.37162042100004)"
"GUNLOCK","USA","WASHINGTON","49053","208918","37.2842862040001","1","-113.697798402","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208823","57174","IMAGERY","2018-04-04T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-04T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-113.697798402 37.28428620400007)"
"RICHMOND","USA","CACHE","49005","206233","41.9227279620001","2","-111.79560079","Y","230","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206233","54510","IMAGERY","2015-09-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-30T00:00:00.000Z","IMAGERY","84333","POINT (-111.79560078999998 41.92272796200006)"
"KAYSVILLE","USA","DAVIS","49011","201595","41.0354078560001","2","-111.985660782","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201595","49979","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84037","POINT (-111.98566078199997 41.03540785600006)"
"TABIONA","USA","DUCHESNE","49013","208967","40.4031372900001","1","-110.76314097","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208871","57222","IMAGERY","2018-04-19T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-04-19T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.76314096999994 40.40313729000007)"
"LAYTON","USA","DAVIS","49011","206718","41.0673843920001","3","-112.017195861","Y","230","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206718","54981","IMAGERY","2016-12-08T00:00:00.000Z","UT","IN SERVICE","TAP","2016-12-08T00:00:00.000Z","IMAGERY","84041","POINT (-112.01719586099995 41.06738439200006)"
"HOLLADAY","USA","SALT LAKE","49035","201722","40.6596233000001","2","-111.807111951","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","CASTO","50105","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84117","POINT (-111.80711195099997 40.65962330000008)"
"TOOELE","USA","TOOELE","49045","209686","40.506901027","3","-112.343296529","Y","115","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209686","57936","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.34329652899999 40.506901027000026)"
"HIGHLAND","USA","UTAH","49049","209623","40.4315082210001","2","-111.791676891","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209623","57873","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.79167689099995 40.431508221000044)"
"NOT AVAILABLE","USA","BEAVER","49001","201607","38.280379242","5","-112.595885427","N","138","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","CAMERON","49990","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84713","POINT (-112.59588542699998 38.28037924200004)"
"TOOELE","USA","TOOELE","49045","209693","40.2034692390001","1","-112.785082306","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209693","57943","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.785082306 40.20346923900007)"
"TAYLORSVILLE","USA","SALT LAKE","49035","205274","40.6732702400001","3","-111.925131993","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205274","53576","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84123","POINT (-111.92513199299998 40.67327024000008)"
"WEST JORDAN","USA","SALT LAKE","49035","201579","40.6089831830001","2","-112.029511632","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","HOGGARD","49963","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84081","POINT (-112.02951163199998 40.60898318300009)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208008","40.5503052770001","2","-112.128951947","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207962","56267","IMAGERY","2018-02-16T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-16T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.12895194699998 40.55030527700007)"
"NOT AVAILABLE","USA","SALT LAKE","49035","206157","40.659021431","3","-112.102616791","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206157","54438","IMAGERY","2015-09-14T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-14T00:00:00.000Z","IMAGERY","84044","POINT (-112.10261679099996 40.659021431000035)"
"OGDEN","USA","WEBER","49057","201918","41.1905867470001","3","-111.939007568","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","WEBER STATE UNIVERSITY","50289","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84403","POINT (-111.93900756799995 41.19058674700005)"
"HEBER CITY","USA","WASATCH","49051","206731","40.497918283","3","-111.42098313","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206731","54994","IMAGERY","2016-12-14T00:00:00.000Z","UT","IN SERVICE","TAP","2016-12-14T00:00:00.000Z","IMAGERY","84032","POINT (-111.42098312999997 40.49791828300005)"
"NOT AVAILABLE","USA","CACHE","49005","204808","41.8533503310001","3","-111.801960624","Y","230","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP204808","53117","IMAGERY","2015-09-30T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-30T00:00:00.000Z","IMAGERY","84335","POINT (-111.80196062399995 41.85335033100006)"
"HURRICANE","USA","WASHINGTON","49053","206560","37.1557710750001","3","-113.423560483","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206560","54828","IMAGERY","2016-06-07T00:00:00.000Z","UT","IN SERVICE","TAP","2016-06-07T00:00:00.000Z","IMAGERY","84737","POINT (-113.42356048299997 37.155771075000075)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201623","40.7328923540001","2","-111.989671407","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","CENTENNIAL","50006","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84104","POINT (-111.98967140699995 40.73289235400004)"
"SALT LAKE CITY","USA","SALT LAKE","49035","205227","40.7542662490001","3","-111.90613085","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205227","53533","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84101","POINT (-111.90613084999995 40.75426624900008)"
"ST GEORGE","USA","WASHINGTON","49053","206631","37.0222926010001","2","-113.562884306","Y","230","Y","230","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","DEAD HEAD","54895","IMAGERY","2016-10-03T00:00:00.000Z","UT","IN SERVICE","DEAD END","2016-10-03T00:00:00.000Z","IMAGERY","84790","POINT (-113.56288430599996 37.02229260100006)"
"TABIONA","USA","DUCHESNE","49013","208969","40.400516076","3","-110.760005792","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208873","57224","IMAGERY","2018-04-19T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-19T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.76000579199996 40.40051607600003)"
"NOT AVAILABLE","USA","BOX ELDER","49003","206666","41.6706930600001","0","-112.425241078","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206666","54930","IMAGERY","2016-11-14T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2016-11-14T00:00:00.000Z","IMAGERY","84316","POINT (-112.42524107799994 41.67069306000007)"
"PARK CITY","USA","SUMMIT","49043","209680","40.7315199660001","2","-111.555498391","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209680","57930","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.55549839099997 40.731519966000064)"
"NOT AVAILABLE","USA","BOX ELDER","49003","206663","41.6357067930001","3","-112.129362378","Y","138","Y","34.5","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206663","54927","IMAGERY","2016-11-10T00:00:00.000Z","UT","IN SERVICE","TAP","2016-11-10T00:00:00.000Z","IMAGERY","84337","POINT (-112.12936237799994 41.63570679300005)"
"NOT AVAILABLE","USA","WEBER","49057","206119","41.2687732800001","6","-112.235225269","Y","115","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206119","54400","IMAGERY","2015-09-15T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-15T00:00:00.000Z","IMAGERY","84404","POINT (-112.23522526899995 41.268773280000055)"
"WASHINGTON","USA","WASHINGTON","49053","206554","37.1307793280001","3","-113.490802192","Y","230","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206554","54822","IMAGERY","2016-06-07T00:00:00.000Z","UT","IN SERVICE","TAP","2016-06-07T00:00:00.000Z","IMAGERY","84780","POINT (-113.49080219199999 37.13077932800008)"
"OURAY","USA","UINTAH","49047","209619","40.1382026300001","1","-109.510610816","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209619","57869","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-109.51061081599993 40.13820263000008)"
"EAGLE MOUNTAIN","USA","UTAH","49049","201760","40.369803667","1","-111.965045861","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201760","50142","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84005","POINT (-111.96504586099996 40.369803667000035)"
"NOT AVAILABLE","USA","SALT LAKE","49035","207981","40.559567879","1","-112.039409804","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207935","56240","IMAGERY","2018-02-12T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-12T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.03940980399994 40.559567879000035)"
"TAYLORSVILLE","USA","SALT LAKE","49035","201727","40.6750098680001","1","-111.923766975","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201727","50110","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84123","POINT (-111.92376697499998 40.67500986800007)"
"OURAY","USA","UINTAH","49047","209621","40.0368138060001","1","-109.419326418","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209621","57871","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-109.41932641799997 40.036813806000055)"
"NOT AVAILABLE","USA","DUCHESNE","49013","205950","40.261407739","3","-110.025669101","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205950","54236","IMAGERY","2015-08-31T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-31T00:00:00.000Z","IMAGERY","84066","POINT (-110.02566910099995 40.26140773900005)"
"NOT AVAILABLE","USA","UTAH","49049","206802","39.9812938970001","1","-111.956708084","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206802","55065","IMAGERY","2017-03-21T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-03-21T00:00:00.000Z","IMAGERY","84626","POINT (-111.95670808399997 39.981293897000064)"
"BLUFFDALE","USA","SALT LAKE","49035","205266","40.4687331650001","2","-111.934027452","N","69","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205266","53569","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84065","POINT (-111.93402745199995 40.46873316500006)"
"NOT AVAILABLE","USA","SAN JUAN","49037","205936","37.0178555260001","3","-109.407798587","N","69","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205936","54222","IMAGERY","2015-08-31T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-31T00:00:00.000Z","IMAGERY","86514","POINT (-109.40779858699995 37.017855526000055)"
"NOT AVAILABLE","USA","SALT LAKE","49035","207980","40.5603471520001","3","-112.039190894","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207934","56239","IMAGERY","2018-02-12T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-12T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.03919089399994 40.56034715200006)"
"NOT AVAILABLE","USA","CARBON","49007","207433","39.62374376","1","-110.927313353","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207424","55694","IMAGERY","2017-06-22T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-06-22T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.92731335299999 39.623743760000025)"
"OGDEN","USA","WEBER","49057","206417","41.205249779","3","-111.932402661","Y","230","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206417","54688","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","TAP","2017-05-31T00:00:00.000Z","IMAGERY","84403","POINT (-111.93240266099997 41.205249779000034)"
"NOT AVAILABLE","USA","KANE","49025","206647","37.021717783","3","-112.461824653","Y","69","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206647","54911","IMAGERY","2016-10-20T00:00:00.000Z","UT","IN SERVICE","TAP","2016-10-20T00:00:00.000Z","IMAGERY","84741","POINT (-112.46182465299995 37.02171778300004)"
"NOT AVAILABLE","USA","UTAH","49049","205414","40.376478084","3","-111.867156273","Y","138","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205414","53710","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-26T00:00:00.000Z","IMAGERY","84043","POINT (-111.86715627299998 40.376478084000034)"
"NOT AVAILABLE","USA","UTAH","49049","206736","39.821679789","0","-110.951085838","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206736","54999","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.951085838 39.82167978900002)"
"NOT AVAILABLE","USA","WASATCH","49051","206734","40.54839486","1","-111.412706547","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206734","54997","IMAGERY","2016-12-14T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2016-12-14T00:00:00.000Z","IMAGERY","84032","POINT (-111.41270654699998 40.54839486000003)"
"LEHI","USA","UTAH","49049","202842","40.4419398270001","3","-111.832831764","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202842","51184","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84003","POINT (-111.832831764 40.441939827000056)"
"CEDAR CITY","USA","IRON","49021","209015","37.7735483870001","1","-113.258077776","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209015","57269","IMAGERY","2018-08-06T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-08-06T00:00:00.000Z","IMAGERY","84720","POINT (-113.258077776 37.77354838700006)"
"CLINTON","USA","DAVIS","49011","206402","41.125472158","3","-112.045396499","Y","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206402","54673","IMAGERY","2015-09-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-29T00:00:00.000Z","IMAGERY","84015","POINT (-112.04539649899999 41.125472158000036)"
"NOT AVAILABLE","USA","ELKO","32007","207948","40.740205261","1","-114.047145007","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207902","56207","IMAGERY","2018-01-24T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-01-24T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-114.047145007 40.740205261000014)"
"HUNTINGTON","USA","EMERY","49015","208982","39.334584223","3","-110.989919019","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208886","57237","IMAGERY","2018-05-02T00:00:00.000Z","UT","IN SERVICE","TAP","2018-05-02T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.98991901899996 39.334584223000036)"
"NOT AVAILABLE","USA","UTAH","49049","205510","40.1762594960001","2","-111.926477092","Y","138","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205510","53802","IMAGERY","2015-08-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-29T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.92647709199997 40.17625949600005)"
"NOT AVAILABLE","USA","CARBON","49007","207431","39.653613351","3","-110.898186237","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207422","55692","IMAGERY","2017-06-22T00:00:00.000Z","UT","IN SERVICE","TAP","2017-06-22T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.89818623699993 39.65361335100004)"
"NOT AVAILABLE","USA","SAN JUAN","49037","205446","38.259569087","2","-109.299320751","N","69","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","LASEL TAP","53741","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-26T00:00:00.000Z","IMAGERY/OTHER","84530","POINT (-109.29932075099997 38.25956908700005)"
"EPHRAIM","USA","SANPETE","49039","209640","39.361983222","2","-111.613609627","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209640","57890","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.61360962699996 39.36198322200004)"
"PLEASANT GROVE","USA","UTAH","49049","205424","40.375704","3","-111.712328659","Y","138","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205424","53719","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-26T00:00:00.000Z","IMAGERY","84062","POINT (-111.71232865899998 40.375704000000034)"
"ROCKVILLE","USA","WASHINGTON","49053","201846","37.1671732520001","0","-113.06120521","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201846","50222","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84763","POINT (-113.06120520999997 37.167173252000055)"
"MONTICELLO","USA","SAN JUAN","49037","209617","37.895793526","1","-109.368557564","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209617","57867","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-109.36855756399994 37.895793526000034)"
