"licensenumber","licensetype","businessname","expirationstatus","expirationdate","location","lat_long","naicscode","naicsdesc","hyperlink","location_1"
"RNT2012-02233","Rental Dwelling",,"Active","2018-01-31T00:00:00.000","223 E 8TH Ave
Salt Lake City, UT 84103-2521
(40.778508, -111.882855)","(40.778508, -111.882855)","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00238&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02234","Rental Dwelling",,"Active","2017-12-31T00:00:00.000","101 LAKEVIEW
Salt Lake City, UT 84074
(40.644371, -112.302222)","(40.644371, -112.302222)","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00239&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02236","Rental Dwelling",,"Active","2017-06-30T00:00:00.000","2084 E PARKWAY Ave
Salt Lake City, UT 84109-1538
","ake City, UT 84109-1538
","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00240&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02239","Rental Dwelling",,"Active","2017-12-31T00:00:00.000","2139 ROCKLIN Dr
Salt Lake City, UT 84092
(40.573979, -111.830809)","(40.573979, -111.830809)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00242&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02241","Rental Dwelling",,"Active","2018-09-30T00:00:00.000","565 E 8TH Ave
Salt Lake City, UT 84103-3122
(40.778497, -111.872597)","(40.778497, -111.872597)","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00244&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02245","Rental Dwelling",,"Active","2017-07-31T00:00:00.000","4350 ALPINE MEADOW Cir
Salt Lake City, UT 84120
","alt Lake City, UT 84120
","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00246&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02246","Rental Dwelling",,"Active","2017-07-31T00:00:00.000","123 2ND
Salt Lake City, UT 84103
(40.773689, -111.895652)","(40.773689, -111.895652)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00247&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02252","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","2302 JONI Dr
Salt Lake City, UT 84040
(41.093329, -111.919976)","(41.093329, -111.919976)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00248&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02253","Rental Dwelling",,"Pending","2015-12-31T00:00:00.000","1111 BRICKYARD Rd
Salt Lake City, UT 84106
(40.703092, -111.860463)","(40.703092, -111.860463)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00249&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02255","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","2601 E MELONY Dr
Salt Lake City, UT 84124
(40.678542, -111.817453)","(40.678542, -111.817453)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00250&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02256","Rental Dwelling",,"Active","2018-04-30T00:00:00.000","240 KAKAHIAKA St
Salt Lake City, UT 96734
(21.392716, -157.730966)","(21.392716, -157.730966)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00251&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02257","Rental Dwelling",,"Active","2018-04-30T00:00:00.000","246 S 200 E
Salt Lake City, UT 84111-2412
(40.763823, -111.88534)","
(40.763823, -111.88534)","53111","MULTI-UNIT & SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00252&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02258","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","204 N CANYON Rd
Salt Lake City, UT 84103-2554
(40.774272, -111.886007)","(40.774272, -111.886007)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00253&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02278","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","344 E 100 S
Salt Lake City, UT 84111
(40.767196, -111.881083)","(40.767196, -111.881083)","53111","SINGLE UNIT RENTAL DWELLINGS ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00254&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02280","Rental Dwelling",,"Active","2017-05-31T00:00:00.000","4820 S MILE HIGH Dr
Salt Lake City, UT 84124
(40.664485, -111.798748)","(40.664485, -111.798748)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00256&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02283","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","1011 E 3RD Ave
Salt Lake City, UT 84103-3935
(40.772827, -111.859222)","(40.772827, -111.859222)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00259&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02284","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","6406 CRESTMOUNT Cir
Salt Lake City, UT 84121
(40.634668, -111.793132)","(40.634668, -111.793132)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00260&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02285","Rental Dwelling",,"Active","2018-03-31T00:00:00.000","1616 SHADOW ROCK Dr
Salt Lake City, UT 89117
(36.152486, -115.29222)","
(36.152486, -115.29222)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00261&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02286","Rental Dwelling",,"Pending","2015-04-30T00:00:00.000",,,"53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00262&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02287","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","1970 W FARM RIDGE Rd
Salt Lake City, UT 84118
(40.643879, -111.944276)","(40.643879, -111.944276)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00263&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02289","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","9275 S 4000 W
Salt Lake City, UT 84088
(40.583332, -111.986417)","(40.583332, -111.986417)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00265&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02290","Rental Dwelling",,"Active","2018-04-30T00:00:00.000","1055 S MILITARY Dr
Salt Lake City, UT 84105-1747
(40.746154, -111.843384)","(40.746154, -111.843384)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00266&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2015-01539","Rental Dwelling",,"Active","2017-08-31T00:00:00.000",,,"53111","SINGLE FAMILY UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=15RNT&capID2=00000&capID3=00156&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02291","Rental Dwelling",,"Active","2016-02-28T00:00:00.000","1127 W 800 S
Salt Lake City, UT 84104-2437
(40.75226, -111.923202)","
(40.75226, -111.923202)","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00267&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02292","Rental Dwelling",,"Active","2018-06-30T00:00:00.000","7940 SUGARBUSH Ln
Salt Lake City, UT 44040
(41.56599, -81.391356)","0
(41.56599, -81.391356)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00268&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02294","Rental Dwelling",,"Active","2017-08-31T00:00:00.000","345 N 200 W
Salt Lake City, UT 84321
(41.738099, -111.83996)","
(41.738099, -111.83996)","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00270&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02297","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","509 W 500 N
Salt Lake City, UT 84003
(40.387096, -111.811354)","(40.387096, -111.811354)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00271&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02298","Rental Dwelling",,"Active","2017-08-31T00:00:00.000","125 W BURTON Ave
Salt Lake City, UT 84115
(40.719443, -111.894952)","(40.719443, -111.894952)","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00272&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02301","Rental Dwelling",,"Active","2018-04-30T00:00:00.000","865 BULLFROG Rd
Salt Lake City, UT 98250
(48.511118, -123.122033)","(48.511118, -123.122033)","53111","SINGLE UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00275&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02302","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","1411 S UTAH St
Salt Lake City, UT 84104-3409
(40.738915, -111.936547)","(40.738915, -111.936547)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00276&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02304","Rental Dwelling",,"Active","2018-06-30T00:00:00.000","2825 S CHADWICK St
Salt Lake City, UT 84106-3539
(40.710052, -111.850122)","(40.710052, -111.850122)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00277&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02307","Rental Dwelling",,"Active","2016-08-31T00:00:00.000","1395 E ELM LEAF CV
Salt Lake City, UT 84117
","alt Lake City, UT 84117
","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00278&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02308","Rental Dwelling",,"Active","2017-09-30T00:00:00.000","660 S 400 E
Salt Lake City, UT 84770
(37.096987, -113.574816)","(37.096987, -113.574816)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00279&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02313","Rental Dwelling",,"Active","2018-03-31T00:00:00.000","1465 S 500 E
Salt Lake City, UT 84105-2045
(40.737754, -111.876792)","(40.737754, -111.876792)","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00281&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02315","Rental Dwelling",,"Active","2018-04-30T00:00:00.000","67 PEACH
Salt Lake City, UT 84014
","alt Lake City, UT 84014
","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00283&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02317","Rental Dwelling",,"Active","2018-03-31T00:00:00.000","1986 S WASATCH Dr
Salt Lake City, UT 84108
(40.72752, -111.814159)","
(40.72752, -111.814159)","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00285&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02318","Rental Dwelling",,"Active","2017-10-31T00:00:00.000","316 S 800 E
Salt Lake City, UT 84663
(40.162418, -111.596286)","(40.162418, -111.596286)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00286&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02321","Rental Dwelling",,"Active","2018-09-30T00:00:00.000","335 E 300 S
Salt Lake City, UT 84111
(40.762862, -111.881179)","(40.762862, -111.881179)","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00289&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02323","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","76 SIENA
Salt Lake City, UT 92677
(33.51019, -117.706064)","
(33.51019, -117.706064)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00290&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02324","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","2121 ROSECRANS Ave
Salt Lake City, UT 90245
(33.901956, -118.387168)","(33.901956, -118.387168)","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00291&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02325","Rental Dwelling",,"Active","2017-07-31T00:00:00.000","1461 N WILLOW VALLEY Rd
Salt Lake City, UT 84014
","alt Lake City, UT 84014
","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00292&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02326","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","129 W PEACEFUL Way
Salt Lake City, UT 05667
","alt Lake City, UT 05667
","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00293&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02333","Rental Dwelling",,"Active","2016-12-31T00:00:00.000",,,"53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00294&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02334","Rental Dwelling",,"Active","2016-02-28T00:00:00.000","8718 ASPEN Way
Salt Lake City, UT 84093
(40.593119, -111.816674)","(40.593119, -111.816674)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00295&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02369","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","305 W HUENEME Rd
Salt Lake City, UT 93012
(34.147539, -119.180822)","(34.147539, -119.180822)","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00298&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02408","Rental Dwelling",,"Active","2018-09-30T00:00:00.000","193 N 200 E
Salt Lake City, UT 84014
(40.919137, -111.875638)","(40.919137, -111.875638)","53111","MULTI-UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00299&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02412","Rental Dwelling",,"Active","2018-09-30T00:00:00.000","1661 S LAKEMOOR Way
Salt Lake City, UT 83616
(43.679473, -116.35217)","
(43.679473, -116.35217)","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00301&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02416","Rental Dwelling",,"Active","2018-10-31T00:00:00.000","1337 E BLAINE Ave
Salt Lake City, UT 84105-3730
","ake City, UT 84105-3730
","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00304&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02418","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","2957 S HARTFORD St
Salt Lake City, UT 84106
(40.706499, -111.844708)","(40.706499, -111.844708)","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00306&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2015-01541","Rental Dwelling",,"Active","2017-09-30T00:00:00.000",,,"53111","MULTI UNITS RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=15RNT&capID2=00000&capID3=00157&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02423","Rental Dwelling",,"Active","2018-03-31T00:00:00.000","2318 STEAMBOAT LOOP E
Salt Lake City, UT 98366
(47.544364, -122.601658)","(47.544364, -122.601658)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00307&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02424","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","6654 E HARRINGTON Way
Salt Lake City, UT 83687
","alt Lake City, UT 83687
","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00308&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02429","Rental Dwelling",,"Active","2017-10-31T00:00:00.000","88 N VIRGINIA St
Salt Lake City, UT 84103
(40.77155, -111.852245)","
(40.77155, -111.852245)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00310&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02430","Rental Dwelling",,"Active","2018-04-30T00:00:00.000","2017 24TH ST Rd
Salt Lake City, UT 80631
(40.396262, -104.711691)","(40.396262, -104.711691)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00311&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02431","Rental Dwelling",,"Active","2018-06-30T00:00:00.000","1919 E HUBBARD Ave
Salt Lake City, UT 84108-1303
(40.748786, -111.835958)","(40.748786, -111.835958)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00312&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02432","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","2516 E SIMPSON Ave
Salt Lake City, UT 84109-1339
","ake City, UT 84109-1339
","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00313&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02433","Rental Dwelling",,"Active","2017-06-30T00:00:00.000","23 MARLIN Dr
Salt Lake City, UT 06340
(41.323513, -72.012617)","
(41.323513, -72.012617)","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00314&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02434","Rental Dwelling",,"Active","2018-09-30T00:00:00.000","2712 E 7115 S
Salt Lake City, UT 84121
(40.621841, -111.814711)","(40.621841, -111.814711)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00315&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02435","Rental Dwelling",,"Active","2018-09-30T00:00:00.000","4733 COLLEGE ACRES Dr
Salt Lake City, UT 28403
(34.230605, -77.874142)","
(34.230605, -77.874142)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00316&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02436","Rental Dwelling",,"Active","2018-04-30T00:00:00.000","449 E BRYAN Ave
Salt Lake City, UT 84115-1713
","ake City, UT 84115-1713
","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00317&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02438","Rental Dwelling",,"Active","2017-08-31T00:00:00.000","1006 N 150 W
Salt Lake City, UT 84003
(40.396821, -111.802839)","(40.396821, -111.802839)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00318&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02439","Rental Dwelling",,"Active","2018-06-30T00:00:00.000","4668 S BONNER Cir
Salt Lake City, UT 84093
(40.668064, -111.855496)","(40.668064, -111.855496)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00319&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02440","Rental Dwelling",,"Active","2018-04-30T00:00:00.000","2545 E LYNWOOD Dr
Salt Lake City, UT 84109-1606
(40.720154, -111.818299)","(40.720154, -111.818299)","53111","MULTI-UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00320&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02458","Rental Dwelling",,"Active","2018-03-31T00:00:00.000","1540 E MICHIGAN Ave
Salt Lake City, UT 84105-1710
(40.747763, -111.846687)","(40.747763, -111.846687)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00322&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02462","Rental Dwelling",,"Active","2018-09-30T00:00:00.000","3203 OUTLOOK Dr
Salt Lake City, UT 95765
(38.805965, -121.267803)","(38.805965, -121.267803)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00324&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02465","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","10485 EASTBORNE
Salt Lake City, UT 90024
(34.056727, -118.42712)","
(34.056727, -118.42712)","53111","MULTI-UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00325&agencyCode=SLCREF&IsToShowInspection=yes",
