"masterincidentnumber","calendaryear","month","dayofmonth","call_type","problem","battalion","jurisdiction","responsearea","prioritydescription","response_status","districts","location_1"
"16028272","2016","Mar","28","Fire","GRASS - Small Grass Fire","B3","AFD","00-4003","3F","Code 3","1","(3.037453E+7, 97649668)"
"16003911","2016","Jan","13","Fire","TRASH - Trash Fire","B1","AFD","00-1201","3F","Code 1","7","(3.031646E+7, 97743211)"
"16001949","2016","Jan","7","Fire","AUTO - Auto Fire","B3","AFD","00-2606","2F","Code 3","1","(30290913, 9.765414E+7)"
"16005622","2016","Jan","19","Fire","ELEC - Electrical Fire","B1","AFD","00-0301","3F","Code 3","9","(30287121, 9.772552E+7)"
"16027342","2016","Mar","25","Fire","TRASH - Trash Fire","B4","AFD","00-3608","3F","Code 3","5","(3.015825E+7, 97779797)"
"16019852","2016","Mar","3","Fire","TRASH - Trash Fire","B3","AFD","00-2304","3F","Code 3","4","(30340651, 9.769023E+7)"
"16003692","2016","Jan","13","Fire","TRASH - Trash Fire","B5","AFD","00-2402","3F","Code 1","2","(30195162, 9.773953E+7)"
"16017846","2016","Feb","26","Fire","GRASS - Small Grass Fire","B3","AFD","00-4105","3F","Code 3","1","(3.036853E+7, 97613107)"
"16028141","2016","Mar","28","Fire","TRASH - Trash Fire","B5","AFD","00-2402","3F","Left Blank","2","(30197441, 9.77427E+7)"
"16022611","2016","Mar","11","Fire","ELEC - Electrical Fire","B3","AFD","00-2803","3F","Code 3","7","(30412153, 9.769659E+7)"
"16008895","2016","Jan","30","Fire","TRASH - Trash Fire","B3","AFD","00-2806","3F","Code 1","7","(3.041864E+7, 97722209)"
"16027255","2016","Mar","25","Fire","GRASS - Small Grass Fire","B3","AFD","00-2801","3F","Code 3","7","(3.041638E+7, 97673125)"
"16004863","2016","Jan","16","Fire","ELEC - Electrical Fire","B3","AFD","00-1801","3F","Code 3","1","(30320631, 9.767306E+7)"
"16003197","2016","Jan","11","Fire","BBQ - Unsafe Cooking","B2","AFD","00-4502","4F","Code 1","6","(3.048127E+7, 97766781)"
"16025911","2016","Mar","21","Fire","AUTO - Auto Fire","B1","AFD","00-0101","2F","Code 3","1","(30270054, 9.773315E+7)"
"16021612","2016","Mar","8","Fire","ELEC - Electrical Fire","B4","AFD","00-2904","3F","Code 3","5","(3.016265E+7, 97829418)"
"16019919","2016","Mar","3","Fire","ELEC - Electrical Fire","B3","AFD","00-2305","3F","Code 3","4","(3.034112E+7, 97701985)"
"16017476","2016","Feb","25","Fire","TRASH - Trash Fire","B5","AFD","00-2204","3F","Code 3","3","(3.022703E+7, 97707935)"
"16006828","2016","Jan","23","Fire","ELEC - Electrical Fire","B3","AFD","00-1805","3F","Code 3","1","(3.03285E+7, 97689363)"
"16003780","2016","Jan","13","Fire","AUTO - Auto Fire","B2","AFD","00-2501","2F","Code 3","6","(3.043276E+7, 97765726)"
"16011167","2016","Feb","6","Fire","TRASH - Trash Fire","B4","AFD","00-2004","3F","Code 3","5","(3.021543E+7, 97797687)"
"16008182","2016","Jan","28","Fire","ELEC - Electrical Fire","B5","AFD","00-1504","3F","Code 1","3","(30270456, 9.769836E+7)"
"16019865","2016","Mar","3","Fire","TRASH - Trash Fire","B3","AFD","00-2304","3F","Code 3","4","(3.034095E+7, 97694749)"
"16011975","2016","Feb","8","Fire","AUTO - Auto Fire","B3","AFD","00-2301","2F","Code 3","4","(3.036594E+7, 97683052)"
"16005280","2016","Jan","18","Fire","AUTO - Auto Fire","B3","AFD","00-0804","2F","Code 3","7","(3.035337E+7, 97725024)"
"16006015","2016","Jan","20","Fire","AUTO - Auto Fire","B3","AFD","00-4103","2F","Code 3","1","(3.033263E+7, 97616713)"
"16022762","2016","Mar","12","Fire","BBQ - Unsafe Cooking","B5","AFD","00-2402","4F","Code 1","2","(3.020473E+7, 97756601)"
"16013877","2016","Feb","14","Fire","GRASS - Small Grass Fire","B3","AFD","00-2305","3F","Code 3","4","(3.034579E+7, 9.770765E+7)"
"16003328","2016","Jan","12","Fire","TRASH - Trash Fire","B4","AFD","00-3604","3F","Code 3","5","(30163382, 9.779163E+7)"
"16005210","2016","Jan","18","Fire","TRASH - Trash Fire","B5","AFD","00-2204","3F","Code 3","3","(3.022703E+7, 97707935)"
"16014552","2016","Feb","16","Fire","TRASH - Trash Fire","B5","AFD","00-0504","3F","Code 3","1","(3.028672E+7, 97665708)"
"16010815","2016","Feb","5","Fire","AUTO - Auto Fire","B5","AFD","00-0505","2F","Code 3","1","(3.027605E+7, 97667914)"
"16018825","2016","Feb","29","Fire","GRASS - Small Grass Fire","B3","AFD","00-2805","3F","Code 3","7","(3.039934E+7, 97722403)"
"16019217","2016","Mar","1","Fire","TRASH - Trash Fire","B4","AFD","00-2005","3F","Code 1","2","(3.020102E+7, 97778601)"
"16019897","2016","Mar","3","Fire","TRASH - Trash Fire","B4","AFD","00-3209","3F","Left Blank",,"(30273781, 9.783209E+7)"
"16005003","2016","Jan","17","Fire","DUMP - Dumpster Fire","B3","AFD","00-0805","3F","Code 3","7","(30366449, 9.772807E+7)"
"16004208","2016","Jan","14","Fire","TRASH - Trash Fire","B4","AFD","00-2005","3F","Code 3","2","(30201737, 9.778824E+7)"
"16004617","2016","Jan","16","Fire","ELEC - Electrical Fire","B5","AFD","00-4209","3F","Code 3","2","(3.016833E+7, 97612384)"
"16027597","2016","Mar","26","Fire","TRASH - Trash Fire","B2","AFD","00-1606","3F","Code 3","7","(30357043, 9.77364E+7)"
"16012756","2016","Feb","11","Fire","AUTO - Auto Fire","B3","AFD","00-2301","2F","Code 3","1","(3.037647E+7, 97675902)"
"16026261","2016","Mar","22","Fire","GRASS - Small Grass Fire","B1","AFD","00-0301","3F","Code 3","9","(3.029051E+7, 97736681)"
"16005901","2016","Jan","20","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","3","(3.025722E+7, 97724569)"
"16008405","2016","Jan","28","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","3","(30259549, 9.77316E+7)"
"16007212","2016","Jan","24","Fire","BBQ - Unsafe Cooking","B3","AFD","00-2305","4F","Code 1","4","(3.034458E+7, 97701902)"
"16007577","2016","Jan","26","Fire","ELEC - Electrical Fire","B2","AFD","00-2101","3F","Code 3","10","(3.035834E+7, 97750996)"
"16014157","2016","Feb","15","Fire","TRASH - Trash Fire","B4","AFD","00-2706","3F","Code 1","8","(3.021082E+7, 9.788669E+7)"
"16000606","2016","Jan","2","Fire","ELEC - Electrical Fire","B3","AFD","00-1801","3F","Code 3","1","(3.032105E+7, 97687617)"
"16009179","2016","Jan","31","Fire","TRASH - Trash Fire","B4","AFD","00-2903","3F","Code 3","5","(3.018025E+7, 97842952)"
"16015558","2016","Feb","19","Fire","AUTO - Auto Fire","B2","AFD","00-2104","2F","Code 3","10","(30368155, 9.77424E+7)"
"16023261","2016","Mar","13","Fire","TRASH - Trash Fire","B5","AFD","00-3504","3F","Code 3","2","(30193989, 9.768488E+7)"
"16003972","2016","Jan","14","Fire","GRASS - Small Grass Fire","B3","AFD","00-4003","3F","Code 3","1","(30379306, 9.765421E+7)"
"16008080","2016","Jan","27","Fire","AUTO - Auto Fire","B5","AFD","00-3501","2F","Code 3","2","(3.02153E+7, 97751378)"
"16027714","2016","Mar","27","Fire","AUTO - Auto Fire","B3","AFD","00-2606","2F","Code 3","1","(3.029124E+7, 97627952)"
"16014050","2016","Feb","15","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","3","(3.026215E+7, 97726965)"
"16027523","2016","Mar","26","Fire","DUMP - Dumpster Fire","B5","AFD","00-2205","3F","Code 3","3","(3.022632E+7, 97693756)"
