"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","grate_length","grate_width","depth_to_bottom","manhole","grate_open_percent","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.733725466806 30.292677546413)","105850","0","1","70939","1029970","73","left box wall angles inward unable to discern gutter width.",,,"NO_SOURCE",,"GDELANO","2015-01-28T17:19:53.000Z","GDELANO","2015-01-30T12:15:49.000Z","DDAVIS","WLR","J24","585B","253331","CITY","CITY","PHYS_INSP","DEM","GPS","3116965.5471","10079763.198","DIG07","SUB-M",,"560.40002441","N","CONCRETE","557.47998047","47","5","T","5","47","28",,"GRADE","30","18","35","NOTPRESENT","40","G3","GOOD","40fb3022-86cb-498a-a601-96eb099faf4f","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08012007_1_042.jpg","0",,,"2015-05-15T00:00:00.000Z","0",,,,,"1105033","WPD"
"POINT (-97.728022814727 30.366056156803)","105919","0","1","410282","2106450","194",,"1976-07-14T00:00:00.000Z","1976","APPLANEL",,"GDELANO","2014-02-10T16:17:29.000Z","STHOMAS","2019-06-11T14:15:32.000Z","DDAVIS","SHL","K30","525C","636452","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3118145.165","10106488.4406","DIG12","SUB-M",,"743.07000732","N","CONCRETE","739.38000488","120","15","T","15","126","42","36","GRADE","120","12","44","PRESENT","90","G3R","NOTMARKED","7bf0b401-87ee-4139-a394-6f7707d7388c","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","MARCUS ALLEN","2012-02-16T00:00:00.000Z","THOMAS GOMEZ","02162012_6_003.jpg",,"4.3","1",,"0","2012-02-16T00:00:00.000Z","09:11","6",,"401310997","WPD"
"POINT (-97.692303493877 30.381849247816)","106030","0","1","70845","595457","206",,"1983-01-17T00:00:00.000Z","1983","APPLANEL",,"MPACHECO","2013-05-09T12:14:18.000Z","MPACHECO","2013-05-09T12:16:12.000Z","SJOHNSON","LWA","L32","496P","426218","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3129266.8779","10112494.406","DIG07","SUB-M","757.15002441","756.88000488","N","CONCRETE","753.09997559","120","7","T","4","120","22","29","GRADE","119","18","44","NOTPRESENT","50","G3","GOOD","29002ed3-3f3e-46fa-94fb-8b8595481662","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-13T00:00:00.000Z",,"06122007_3_007.jpg","0",,,"2018-03-15T00:00:00.000Z","0",,,,,"1104841","WPD"
"POINT (-97.733200554847 30.261249989679)","105905","0","1","70985","1073490","114",,"1931-10-17T00:00:00.000Z","1931","SSM",,"RMOELLMER","2009-06-25T00:00:00.000Z","GDELANO","2015-06-02T16:04:48.000Z","DDAVIS","WLR","J21","615B","363398","CITY","CITY","PHYS_INSP","DEM","GPS","3117406.6221","10068342.737","DIG07","SUB-M",,"462.30999756","N","CONCRETE","459.30999756","42","7","T","6","28","27","23","GRADE","30","18","36","NOTPRESENT","40","G3","GOOD","ed40c73e-e65d-4e5a-95d4-7a4c9e7fcbbb","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-11-06T00:00:00.000Z",,"08092007_3_102.jpg","0",,,"2010-10-01T00:00:00.000Z","0",,,,,"1104827","WPD"
"POINT (-97.752565110289 30.292741277794)","105906","0","1","70967","2220052","191",,,,"NO_SOURCE","2019","DDAVIS","2014-01-28T09:08:53.000Z","DWARDEN","2021-03-15T14:16:51.000Z","GDELANO","SHL","H24","584D","3309453","CITY","CITY","PHYS_INSP","DEM","GPS","3111038.814","10079653.915","DIG07","SUB-M",,"589.08001709","N","CONCRETE","584.35998535","57","5","T","4","60","24","31","GRADE","64","18","34","NOTPRESENT","50","G3","GOOD","15714b7f-01f0-4eee-bdae-1bb540328f46","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","3","N","DLEWIS","2008-10-29T00:00:00.000Z",,"08082007_2_039.jpg","0",,,"2019-11-15T00:00:00.000Z","0",,,,,"1104914","WPD"
"POINT (-97.752839790867 30.276342213253)","105913","0","1","93858","1734930","109","Appears to be capped in TV Inspection","1935-09-11T00:00:00.000Z","1935","PLANNOEL",,"MAMARAL","2017-07-13T10:44:53.000Z","MAMARAL","2017-10-19T17:35:33.000Z",,"SHL","H23","584R","170636","CITY","CITY","NO_SOURCE","SSM","PHYS_INSP",,,"NOGPS","NOGPS","483.07000732","485.8500061","N","NODATA","479.20001221",,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","72a9d293-45b3-4c46-9d2a-b6205a880760","ENTERED","2022-03-11T21:12:41.000Z","INACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.737894900962 30.253486067647)","106133","0","1","96701","30857",,,,,"NO_SOURCE",,"WPDR_ADMIN","2006-05-31T00:00:00.000Z","WPDR_ADMIN","2021-09-27T15:19:29.000Z","DDAVIS","TWN","J21","615F","92846","OTHER","OTHER","PHYS_INSP","DEM","GPS","3115991.0505","10065479.149","DIG06","SUB-M",,"440.92001343","N","CONCRETE","437.83999634","21","4","T","2","22","21","14","GRADE","23","18","37","NOTPRESENT","50","G3","NOTMARKED","fdd63511-c16e-43a3-8e5c-d36e2dc832fb","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,,,"A_053106_0007.jpg","0",,,,"0",,,,,"1104948","WPD"
"POINT (-97.748601276158 30.24045416861)","106137","0","1","2279521","2269061","119",,"2021-12-17T00:00:00.000Z","2021","FLD_INVSTG",,"MAMARAL","2022-04-18T12:07:48.000Z","MAMARAL","2022-04-18T12:15:11.000Z",,"BLU","J20","615N","412406","CITY","CITY","NO_SOURCE","SUPP_INFO","PHYS_INSP",,,"NOGPS","NOGPS",,"547.09997559","N","NODATA","536.75",,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","3f08155e-c084-42f4-8268-abcceb13b378","ENTERED","2022-05-05T05:25:52.000Z","ACTIVE","0",,,,,,,,,,,,,,,,
"POINT (-97.750109804949 30.268207664126)","106138","0","1","96680","2270002","297",,"1963-06-29T00:00:00.000Z","1963","APPLANEL",,"JAMARTINEZ","2018-12-20T15:04:20.000Z","MAMARAL","2022-04-14T13:27:23.000Z","GDELANO","SHL","J22","585S","128462","CITY","CITY","PHYS_INSP","DEM","GPS","3112010.0069","10070747.88","DIG06","SUB-M",,"462.91000366","N","CONCRETE","459.82998657","70","5","T","6","62","30",,"GRADE","60","18","37","NOTPRESENT","40","G3","NOTMARKED","a4a3cd5b-f930-4f37-9a48-f9ecf1fb7f77","ENTERED","2022-05-12T05:26:05.000Z","ACTIVE","2","N","DLEWIS","2009-06-04T00:00:00.000Z",,"A_050806_0059.jpg","0",,,,"0",,,,,"1105018","WPD"
"POINT (-97.733111499788 30.261221378514)","106020","0","1","70986","1073490","291",,"1931-10-17T00:00:00.000Z","1931","SSM",,"DDAVIS","2015-05-05T16:34:11.000Z","GDELANO","2015-06-05T16:26:10.000Z","DDAVIS","WLR","J21","615B","363398","CITY","CITY","PHYS_INSP","DEM","GPS","3117431.8808","10068334.106","DIG07","SUB-M","463.29998779","462.27999878","N","CONCRETE","459.10998535","43","7","T","14","28","27","25","GRADE","30","18","38","NOTPRESENT","40","G3","GOOD","7f8f512c-9604-4889-9b42-9039ea0c9452","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-11-06T00:00:00.000Z",,"08092007_3_103.jpg","0",,,"2010-10-01T00:00:00.000Z","0",,,,,"1104828","WPD"
"POINT (-97.745782208098 30.266951372076)","106091","0","1","96683","2273186","285","Removed/abandoned around 2020","1928-07-18T00:00:00.000Z","1928","PLANNOEL","2020","DLEWIS","2009-04-23T00:00:00.000Z","GDELANO","2022-05-26T17:51:24.000Z","GDELANO","LBL","J22","585W","91592","CITY","CITY","PHYS_INSP","DEM","GPS","3113383.8407","10070324.433","DIG06","SUB-M",,"477.95001221","N","CONCRETE","475.77999878","38","6","T","3","28","30",,"GRADE","30","18","26","NOTPRESENT","50","G3","GOOD","8e397b61-92df-41c7-be95-104d3a146a71","ENTERED","2022-05-28T05:24:18.000Z","INACTIVE","2","N","JLOEFFLER","2009-06-23T00:00:00.000Z",,"A_050206_0004.jpg","0",,,"2010-12-15T00:00:00.000Z","0",,,,,"1104930","WPD"
"POINT (-97.740959247542 30.282477386914)","105994","0","1","71007","1761828","99","unable to discern gutter width.",,,"NO_SOURCE",,"JAMARTINEZ","2018-05-18T12:58:11.000Z","GDELANO","2018-09-13T15:25:07.000Z",,"WLR","J23","585J","309140","CITY","CITY","PHYS_INSP","DEM","GPS","3114774.8154","10076004.737","DIG07","SUB-M",,"568.48999023","N","CONCRETE","565.82000732","40","6","T","6","28","27",,"GRADE","30","18","32","PRESENT","40","G3","NODATA","3d874076-05d7-4d1b-968d-9af39e531d24","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","3","N","LPUGH","2008-10-30T00:00:00.000Z",,"08142007_1_055.jpg","0",,,,"0",,,,,"1104786","WPD"
"POINT (-97.688767685824 30.24026003898)","106129","0","1","9071","1728866","58",,"1962-08-30T00:00:00.000Z","1962","APPLANEL",,"CWEYENBERG","2017-07-10T09:48:23.000Z","JAMARTINEZ","2017-09-20T12:24:33.000Z",,"COL","L20","616P","838652","OTHER","TXDOT","APPLANEL","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"121",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","c9133ea4-566e-4d43-a190-47214ffe86d6","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.738800091498 30.278618605935)","105907","0","1","96658","1761828","290",,"1930-09-29T00:00:00.000Z","1930","SSM",,"GDELANO","2018-11-06T10:25:57.000Z","GDELANO","2018-11-06T10:26:05.000Z",,"WLR","J23","585P","3427590","CITY","CITY","PHYS_INSP","DEM","GPS","3115490.3961","10074617.546","DIG06","SUB-M",,"534.17999268","N","CONCRETE","531.34997559","22","3","T","5","22","22","18","GRADE","22","18","34","NOTPRESENT","40","G3","GOOD","a4273fcd-f229-4fc0-a795-cb248f6a3ed4","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,"2006-06-14T00:00:00.000Z",,"A_061406_0072.jpg","0",,,,"0",,,,,"1104805","WPD"
"POINT (-97.747597531863 30.280304452411)","105904","0","1","96684","52776","197",,"1955-05-17T00:00:00.000Z","1955","PLANNOEL",,"JHOLDER","2010-02-02T00:00:00.000Z","JHOLDER","2010-02-04T00:00:00.000Z","DLEWIS","SHL","J23","585J","202160","CITY","CITY","PHYS_INSP","DEM","GPS","3112703.2713","10075160.548","DIG06","SUB-M","563.44000244","564.4699707","N","CONCRETE","562.79998779","40","8","F","0","30","30","18","GRADE","30","18","20","NOTPRESENT","50","G3","MARKED","e16b8f64-1ab8-45e2-a8fa-bd2fbd42cc45","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","LKAUFFMAN","2009-06-03T00:00:00.000Z",,"B_050906_0066.jpg",,,,,"0",,,,,"1104931","WPD"
"POINT (-97.745182657475 30.278015325336)","105960","0","1","211185","1774291","196",,,,"NO_SOURCE",,"MAMARAL","2017-09-07T18:28:25.000Z","GDELANO","2018-09-11T12:45:33.000Z",,"SHL","J23","585N","168368","CITY","CITY","PHYS_INSP","DEM","GPS","3113400.65","10074363.2541","DIG09","SUB-M",,"519.05999756","N","CONCRETE","516.80999756","60","8","T","13","60","12","24","SAG","58","18","27","NOTPRESENT","40","S3","GOOD","e5f48692-8896-45eb-bd1b-25e6f8d4d95e","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2",,"MARCUS ALLEN","2009-08-06T00:00:00.000Z","BILLY MULLINS","08062009_5_054.jpg","0","4.0275","2","2014-04-15T00:00:00.000Z","0","2009-08-06T00:00:00.000Z","13:48","5",,"1105012","WPD"
"POINT (-97.732672798012 30.309364933384)","106038","0","1","70887","1938786","293",,,,"NO_SOURCE",,"DWARDEN","2018-09-20T11:08:28.000Z","DWARDEN","2019-04-12T18:58:24.000Z","DWARDEN","WLR","J26","555P","759104","CITY","CITY","PHYS_INSP","DEM","GPS","3117161.0728","10085841.828","DIG07","SUB-M",,"620.45001221","N","CONCRETE","617.95001221","42","7","T","8","27","12","19","SAG","30","18","30","NOTPRESENT","50","S3","GOOD","ba08c465-8944-4eca-9e72-9c3f8a08b4ee","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3",,"SJOHNSON","2008-10-13T00:00:00.000Z",,"07032007_2_012.jpg","0",,,,"0",,,,,"1104891","WPD"
"POINT (-97.728267462066 30.267855671539)","105815","0","1","96700","1073810","26",,"1952-11-04T00:00:00.000Z","1952","APPLANEL",,"GDELANO","2015-03-12T10:23:12.000Z","GDELANO","2015-03-12T11:41:34.000Z","DDAVIS","LBL","K22","585U","659883","CITY","CITY","PHYS_INSP","DEM","GPS","3118904.5877","10070783.604","DIG06","SUB-M",,"530.77001953","N","CONCRETE","527.19000244","42","7","T","7","27","29","18","GRADE","30","18","43","NOTPRESENT","50","G3","NOTMARKED","d268b22f-2ec8-466e-a989-8a76e837dfaa","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,"2006-05-25T00:00:00.000Z",,"A_052506_0002.jpg","0",,,,"0",,,,,"1104947","WPD"
"POINT (-97.757485496467 30.276071751032)","105806","0","1","96697","2065202","204","Grates of both sides of the curb, Atypical Combo Inlet","1931-12-05T00:00:00.000Z","1931","SSM",,"GDELANO","2016-10-17T14:10:03.000Z","MAMARAL","2019-02-20T16:15:28.000Z","GDELANO","LBL","H23","584R","203750","CITY","CITY","PHYS_INSP","SSM","GPS_AERIAL","3109615.4945","10073555.241","DIG06","SUB-M",,"503.51998901","N","CONCRETE","498","58","8","T","5","56","48","24","GRADE","61","36","46","NOTPRESENT","60","G3","GOOD","312e7a4c-e9aa-44f9-b790-e7ec8fd648f1","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RODAVILA","2009-06-22T00:00:00.000Z",,"A_060206_0079.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104944","WPD"
"POINT (-97.83806704492 30.219347518095)","106118","0","1","1192381","1660050","312",,,,"NO_SOURCE",,"VVINCENT","2016-09-02T15:04:11.000Z","SJOHNSON","2017-03-21T10:04:58.000Z","SJOHNSON","WMS","D18","642H","146875","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","674ba4d2-e7b6-4c4d-8b88-a963c17a3e02","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.75611181834 30.274446519179)","105804","0","1","96737","2065202","117",,"1931-12-21T00:00:00.000Z","1931","SSM",,"JAMARTINEZ","2018-05-18T11:11:13.000Z","MAMARAL","2019-02-20T16:08:38.000Z","GDELANO","LBL","H23","584R","169472","CITY","CITY","PHYS_INSP","DEM","SSM","3110064.4071","10072976.095","DIG06","SUB-M",,"489.57000732","N","CONCRETE","487.3999939","58","4","T","2","58","28","18","GRADE","60","18","26","NOTPRESENT","50","G3","GOOD","294a6dea-82e1-4ae4-a9d6-c02cf139681b","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2009-06-11T00:00:00.000Z",,"A_060206_0085.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104972","WPD"
"POINT (-97.734654394641 30.297583818236)","106006","0","1","70907","960850","296",,,,"NO_SOURCE",,"GDELANO","2014-11-07T11:40:12.000Z","GDELANO","2014-11-07T11:40:12.000Z","DDAVIS","WLR","J25","555X","595532","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3116620.5793","10081529.242","DIG07","SUB-M",,"593","N","CONCRETE","590.83001709","42","7","T","6","30","12","18","SAG","30","18","26","NOTPRESENT","50","S3","NOTMARKED","3eaf67e9-9b21-478f-bf4d-0d5f19711e19","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-21T00:00:00.000Z",,"07062007_2_050.jpg","0",,,,"0",,,,,"1104911","WPD"
"POINT (-97.732311771478 30.260722470163)","105865","0","1","60443","1073490","112","Inlet replaced, possibly with CR 2--64","1931-10-17T00:00:00.000Z","1931","SSM",,"GDELANO","2015-06-02T15:27:17.000Z","GDELANO","2015-06-02T15:27:17.000Z","DDAVIS","WLR","J21","615B","363158","CITY","CITY","NO_SOURCE","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"463.77999878","N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","393f16a1-5860-4c1d-bab4-57128453c41c","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.738184509965 30.280292139722)","105848","0","1","96698","1761828","291",,"1930-09-12T00:00:00.000Z","1930","SSM",,"MAMARAL","2017-09-13T15:37:21.000Z","MAMARAL","2017-09-13T15:37:22.000Z",,"WLR","J23","585K","630519","CITY","CITY","PHYS_INSP","DEM","GPS","3115669.3635","10075230.934","DIG06","SUB-M",,"527.70001221","N","CONCRETE","523.2800293","20","6","T","2","20","22","17","GRADE","21","17","53","NOTPRESENT","50","G3","GOOD","19d06f37-779f-4b89-81bf-1f7da5aeb6cb","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2009-06-22T00:00:00.000Z",,"A_061406_0006.jpg","0",,,"2015-12-15T00:00:00.000Z","0",,,,,"1104945","WPD"
"POINT (-97.746079588177 30.295908089695)","105914","0","1","70955","88552","94",,"1936-12-28T00:00:00.000Z","1936","PLANNOEL",,"RMOELLMER","2010-06-09T00:00:00.000Z","RMOELLMER","2010-06-11T00:00:00.000Z","DDAVIS","SHL","J24","585A","552512","CITY","CITY","PHYS_INSP","DEM","GPS","3113049.967","10080852.668","DIG07","SUB-M","561.73999023","561.79998779","N","CONCRETE","560.38000488","72","8","T","5","60","29","17","SAG","60","17","17","COVERED","40","S3","GOOD","0b96d74c-3991-4328-86c7-16879e8f7a2a","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08032007_1_043.jpg","0",,,"2013-08-15T00:00:00.000Z","0",,,,,"1105049","WPD"
"POINT (-97.739851418054 30.271910763992)","105782","0","1","96746","2046290","286","Combo inlet?,","1972-11-09T00:00:00.000Z","1972","PLANNOEL","2009","MAMARAL","2018-12-19T12:07:37.000Z","MAMARAL","2018-12-19T12:07:37.000Z",,"LBL","J22","585T","514898","CITY","CITY","PHYS_INSP","DEM","GPS","3115213.9744","10072172.243","DIG06","SUB-M",,"530.90997314","N","CONCRETE","528.15997314","18","6","T","2","18","22","18","GRADE","22","18","33","NOTPRESENT","50","G3","GOOD","1e1bcc4d-4d5e-4a3c-816c-700b41edba24","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N",,"2006-04-27T00:00:00.000Z",,"A_042706_0050.jpg","0",,,"2010-11-01T00:00:00.000Z","0",,,,,"1104981","WPD"
"POINT (-97.841022668351 30.23831028982)","106128","0","1","703876","883094","263","splitter box","1986-11-13T00:00:00.000Z","1986","APPLANEL",,"GDELANO","2014-06-25T17:50:29.000Z","GDELANO","2014-06-25T17:50:51.000Z","GDELANO","BAR","D19","612V","3116729","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA","120","24",,"NODATA",,"NODATA","NODATA","bab9d12b-8d31-42e9-b49b-d6ffb41a0c4f","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.731155568004 30.304233646042)","105787","0","1","1901872","2027426","298",,"1929-03-01T00:00:00.000Z","1929","SSM",,"MAMARAL","2018-11-14T16:22:05.000Z","MAMARAL","2018-11-14T16:22:05.000Z","DWARDEN","WLR","J25","555T","250835","CITY","CITY","PHYS_INSP","DEM","GPS","3117680.2964","10083991.268","DIG07","SUB-M",,"617.64001465","N","CONCRETE","614.4699707","41","8","T","6","26","11","23","GRADE",,,"38","NOTPRESENT",,"G3","GOOD","dd91eaaf-eeb6-41e8-bd45-40f08e96db01","ENTERED","2022-03-11T21:12:41.000Z","ACTIVE","3","N","LPUGH","2018-11-05T10:10:21.000Z",,"06282007_2_062.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"5000512065","WPD"
"POINT (-97.745466390939 30.267690508049)","105922","0","1","96677",,"18","Possible 4"" tree drain connection,","1928-07-18T00:00:00.000Z","1928","PLANNOEL",,"JAMARTINEZ","2018-12-20T15:01:22.000Z","JAMARTINEZ","2018-12-20T15:01:22.000Z",,"LBL","J22","585W","5623791","CITY","CITY","PHYS_INSP","DEM","GPS","3113477.6552","10070595.253","DIG06","SUB-M",,"485.55999756","N","CONCRETE","484.80999756","28","8","T","6","28","28",,"GRADE","30","19","9","NOTPRESENT","60","G3","GOOD","0d53d362-80a2-4c17-a922-e898ad1ffce4","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","JLOEFFLER","2009-06-23T00:00:00.000Z",,"A_050406_0001.jpg","0",,,"2015-09-15T00:00:00.000Z","0",,,,,"1105015","WPD"
"POINT (-97.720926758841 30.263246894451)","106059","0","1","62811","1140050","195","No field evidence","1931-10-31T00:00:00.000Z","1931","SSM",,"GDELANO","2015-07-10T13:27:01.000Z","GDELANO","2015-07-28T12:23:41.000Z",,"LBL","K22","585Y","605084","CITY","CITY","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"503.6499939","N","NODATA",,,,"N",,"72",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","9d0d3a09-cd95-485c-993e-392b7107d4a5","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.744350903725 30.285120703874)","106111","0","1","70861","2162148","359","no curb; difficult to measure; debris",,,"NO_SOURCE","2019","JAMARTINEZ","2018-05-18T11:19:08.000Z","DWARDEN","2020-03-20T16:09:53.000Z","SBURZYNSKI","SHL","J23","585J","3367579","CITY","CITY","PHYS_INSP","DEM","GPS","3113681.6347","10076950.884","DIG07","SUB-M",,"577.88000488","N","CONCRETE","574.77001953","40","7","F","0","28","27","17","GRADE","30","18","41","COVERED","40","G3","GOOD","803afd0f-dd36-423d-b659-1e26c42f8752","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","3","N","LPUGH","2008-10-30T00:00:00.000Z",,"08282007_5_006.jpg","0",,,"2016-05-15T00:00:00.000Z","0",,,,,"1104801","WPD"
"POINT (-97.745246194398 30.306270418499)","105969","0","1","70929","797653","200",,"1974-02-27T00:00:00.000Z","1974","APPLANEL",,"TBARRINGTON","2014-01-08T11:02:45.000Z","DDAVIS","2014-01-21T15:04:42.000Z","DDAVIS","SHL","J25","555S","253548","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3113219.8","10084611.361","DIG07","SUB-M",,"592.69000244","N","CONCRETE","587.09997559","121","4","T","4","127","42","36","GRADE","134","8","63","PRESENT","90","G3R","NOTMARKED","6e723ba8-0a52-4d04-8f3d-b13e80f68d63","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-21T00:00:00.000Z",,"07272007_2_004.jpg","18",,,,"0",,,,,"1105023","WPD"
"POINT (-97.736484021602 30.270937320045)","106074","0","1","96768","508722","18",,,,"NO_SOURCE",,"DDAVIS","2012-12-31T09:45:06.000Z","DDAVIS","2012-12-31T09:45:19.000Z",,"WLR","J22","585T","3499837","OTHER","OTHER","PHYS_INSP","DEM","GPS","3116286.1764","10071839.601","DIG06","SUB-M",,"493.54998779","N","CONCRETE","491.13000488","33","5","T","3","34","23","18","GRADE","35","18","29","NOTPRESENT","50","G3","NOTMARKED","6e1cb3bb-181f-49d6-b37f-71b376a7117f","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LKAUFFMAN","2009-06-26T00:00:00.000Z",,"A_061206_0025.jpg","0",,,,"0",,,,,"1105003","WPD"
"POINT (-97.743136048127 30.264980402718)","106034","0","1","96729",,"18","No field evidence,",,,"NO_SOURCE",,"GDELANO","2018-03-23T14:22:46.000Z","GDELANO","2018-03-23T14:31:25.000Z",,"LBL","J22","585W","154915","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3113993.18","10069766.206","DIG06","SUB-M",,"473.29000854","N","CONCRETE","470.54000854","19","6","T","5","19","23",,"GRADE","21","17","33","NOTPRESENT","50","G3","GOOD","d8b19473-b1a0-4610-9f87-28de0e2fbf70","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","LKAUFFMAN","2009-06-22T00:00:00.000Z",,"A_050206_0025.jpg","0",,,"2015-09-15T00:00:00.000Z","0",,,,,"1105067","WPD"
"POINT (-97.787600065966 30.201389602895)","105786","0","1","106468","522163","19","Irregular inlet:double box. ,","1977-03-17T00:00:00.000Z","1977","APPLANEL",,"APRUITT","2013-01-29T14:54:51.000Z","APRUITT","2013-01-29T14:57:58.000Z",,"WMS","G16","644S","898598","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3100731.7744","10046181.6569","DIG08","SUB-M","672.5","672.35998535","N","CONCRETE","667.40002441","253","6","T","4","240","17","35","GRADE","240","20","44","NOTPRESENT","40","G3R","FAIR","040f62db-6edf-40f1-a00e-d767049e42bc","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","MARCUS ALLEN",,,"12122008_1_043.jpg","0",,,,"0",,,,,"1105008","WPD"
"POINT (-97.746592544128 30.278001718004)","105895","0","1","96731","1774291","111",,,,"NO_SOURCE",,"GDELANO","2018-09-11T11:12:05.000Z","GDELANO","2018-09-11T11:12:05.000Z",,"SHL","J23","585N","168350","CITY","CITY","PHYS_INSP","DEM","GPS","3113032.4548","10074337.325","DIG06","SUB-M",,"521.52001953","N","CONCRETE","517.44000244","43","7","T","2","43","29","18","GRADE","60","18","49","NOTPRESENT","50","G3","GOOD","16d1df65-3573-42af-bf23-06e5e407c054","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","RODAVILA","2009-06-04T00:00:00.000Z",,"B_051006_0057.jpg","0",,,"2012-06-15T00:00:00.000Z","0",,,,,"1105069","WPD"
