"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","grate_length","grate_width","depth_to_bottom","manhole","grate_open_percent","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.744687585816 30.287134139155)","105987","0","1","70989","492454","275","inlet face is metal",,,"NO_SOURCE",,"NPULLIAS","2012-12-04T16:05:20.000Z","PCAMPMAN","2014-08-05T11:11:20.000Z","RODAVILA","SHL","J24","585E","350726","CITY","CITY","PHYS_INSP","DEM","GPS","3113558.9044","10077670.529","DIG07","SUB-M",,"587.0300293","N","BRICK","583.70001221","43","7","T","2","48","28","23","GRADE","57","18","40","NOTPRESENT","40","G3","NODATA","81744efd-d1ad-4e01-9cc5-9d2f31a383ee","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08102007_1_067.jpg","0",,,,"0",,,,,"1104831","WPD"
"POINT (-97.715452343347 30.355207964867)","106107","0","1","70915","698455","258",,"1994-06-28T00:00:00.000Z","1994","ASBLTEL",,"GDELANO","2013-08-22T17:23:04.000Z","GDELANO","2013-08-22T17:23:38.000Z","SBURZYNSKI","LWA","K29","525M","126484","OTHER","TXDOT","PHYS_INSP","DEM","GPS_AERIAL","3122148.6097","10102813.705","DIG07","SUB-M",,"748.27001953","N","CONCRETE","744.09997559","120","5","T","6","126","62","18","SAG","131","30","50","NOTPRESENT","80","S3","NOTMARKED","c803a899-e288-4e48-a242-2476f2432ef4","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-03T00:00:00.000Z",,"07162007_4_044.jpg","0",,,,"0",,,,,"1104862","WPD"
"POINT (-97.744553387539 30.270753698674)","105779","0","1","96587","619410","110",,"1931-11-17T00:00:00.000Z","1931","SSM",,"DLEWIS","2009-06-05T00:00:00.000Z","DDAVIS","2013-09-05T10:23:56.000Z","LPUGH","SHL","J22","585S","92300","CITY","CITY","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"530.53997803","N","NODATA",,,,"N",,"18",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","20a55aec-432b-441c-8e4a-246fbf0fd44e","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.724133703946 30.275851355347)","106134","0","1","70979",,,,,,"NO_SOURCE",,"SJOHNSON","2008-10-16T00:00:00.000Z","WPDR_ADMIN","2021-09-27T15:20:02.000Z","DDAVIS","BOG","K23","585Q","525314","OTHER","OTHER","PHYS_INSP","DEM","GPS","3120143.0642","10073720.515","DIG07","SUB-M",,"558.34997559","N","CONCRETE","554.59997559","41","6","F","0","28","27","17","SAG","29","18","45","NOTPRESENT","50","S3","MARKED","9a1ccbf2-f2c4-4d71-b536-7e114d313518","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N",,,,"08092007_1_075.jpg","0",,,,"0",,,,,"1104926","WPD"
"POINT (-97.745711844333 30.293773179181)","105828","0","1","70953","1883442","273",,"1931-10-27T00:00:00.000Z","1931","SSM",,"VVINCENT","2018-02-02T09:56:22.000Z","GDELANO","2018-02-12T09:15:17.000Z","ACOLEMAN","SHL","J24","585A","563050","CITY","CITY","PHYS_INSP","DEM","GPS","3113176.1713","10080077.57","DIG07","SUB-M",,"569.7800293","N","CONCRETE","566.95001221","55","8","T","7","60","29","18","SAG","59","20","34","NOTPRESENT","50","S3","GOOD","dc105cff-799b-4e7f-bc8f-e7dce161ee13","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08032007_1_019.jpg","0",,,"2013-09-15T00:00:00.000Z","0",,,,,"1105047","WPD"
"POINT (-97.730008220498 30.294726398849)","105885","0","1","70951","1774946","117",,"1933-11-07T00:00:00.000Z","1933","APPLANEL",,"VVINCENT","2017-09-05T16:27:06.000Z","JAMARTINEZ","2017-12-04T10:40:20.000Z",,"WLR","J24","585B","246048","CITY","CITY","PHYS_INSP","DEM","GPS","3118126.24","10080539.062","DIG07","SUB-M",,"568.05999756","N","CONCRETE","564.05999756","72","6","T","6","62","28","16","SAG","60","18","48","NOTPRESENT","20","S3","GOOD","eac89f4d-613b-494a-acfd-ad37a3b82c37","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08022007_1_043.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1105045","WPD"
"POINT (-97.744810541146 30.287338724857)","106081","0","1","70992","2224227","92","inlet face is metal",,,"NO_SOURCE","2010","JAMARTINEZ","2018-05-09T11:57:58.000Z","GDELANO","2021-06-22T15:24:58.000Z","GDELANO","SHL","J24","585E","350684","CITY","CITY","PHYS_INSP","DEM","GPS","3113523.5527","10077744.77","DIG07","SUB-M","591.82000732","587.57000732","N","CONCRETE","584.44000244","42","4","T","4","52","28","20","GRADE","60","18","43","NOTPRESENT","40","G3","NOTMARKED","342495c9-d574-4c66-91bf-b029fed7f850","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08102007_1_070.jpg","0",,,,"0",,,,,"1104834","WPD"
"POINT (-97.729704727282 30.295291743859)","105988","0","1","70946","1774946","297",,"1937-03-16T00:00:00.000Z","1937","PLANNOEL",,"VVINCENT","2017-09-05T16:25:03.000Z","VVINCENT","2017-09-05T16:25:06.000Z",,"WLR","J24","585B","131762","CITY","CITY","PHYS_INSP","DEM","GPS","3118218.7118","10080749.41","DIG07","SUB-M",,"573.58001709","N","CONCRETE","571.15997314","42","8","T","6","28","27","25","SAG","30","18","29","NOTPRESENT","40","S3","FAIR","d291455b-e92d-4a8d-b108-663377e99cf0","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08022007_1_031.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1105040","WPD"
"POINT (-97.733186230495 30.261054683948)","106033","0","1","70984","1073490","293",,"1931-10-17T00:00:00.000Z","1931","SSM",,"EWADSWORTH","2015-04-28T12:09:32.000Z","GDELANO","2015-06-05T16:26:40.000Z","DDAVIS","WLR","J21","615B","363122","CITY","CITY","PHYS_INSP","DEM","GPS","3117409.757","10068272.884","DIG07","SUB-M","463.3500061","463.76000977","N","CONCRETE","461.01000977","42","8","T","8","28","27","22","GRADE","30","18","33","NOTPRESENT","40","G3","GOOD","4386aa4c-a371-46bc-8329-9f5bc28d30de","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","SJOHNSON","2008-10-30T00:00:00.000Z",,"08092007_3_098.jpg","0",,,"2014-10-15T00:00:00.000Z","0",,,,,"1104826","WPD"
"POINT (-97.705337347093 30.35341679853)","106077","0","1","70847","1671251","310",,"1972-04-11T00:00:00.000Z","1972","APPLANEL",,"CGORE","2017-04-14T12:17:18.000Z","CGORE","2017-04-14T12:17:34.000Z","CGORE","LWA","L29","526J","993285","OTHER","TXDOT","PHYS_INSP","DEM","GPS","3125404.3309","10102062.097","DIG07","SUB-M",,"708.64001465","N","CONCRETE","705.4699707","120","4","T","4","126","49","27","GRADE","132","11","38","PRESENT","90","G3R","NOTMARKED","01090f23-6732-4fa8-8549-5b4a4b63f6a5","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","SJOHNSON","2008-10-23T00:00:00.000Z",,"06212007_1_052.jpg","0",,,,"0",,,,,"1104843","WPD"
"POINT (-97.745220806929 30.265771515308)","105888","0","1","96725","2226500","100",,"1912-07-27T00:00:00.000Z","1912","PLANNOEL","2011","BCARLILE","2011-08-02T09:21:29.000Z","KGALLUSCIO","2021-04-27T14:39:49.000Z","SBURZYNSKI","LBL","J22","585W","5631212","CITY","CITY","PHYS_INSP","DEM","GPS","3113569.0231","10069899.265","DIG06","SUB-M",,"473.57000732","N","CONCRETE","469.91000366","19","6","T","3","19","22",,"GRADE","21","17","42","NOTPRESENT","50","G3","NOTMARKED","ed7b386a-6207-4fd5-abca-75611d5b91da","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N",,"2006-05-02T00:00:00.000Z",,"A_050206_0015.jpg","0",,,,"0",,,,,"1105063","WPD"
"POINT (-97.75241258225 30.241819098418)","106122","0","1","96694","2182066","278",,,,"NO_SOURCE",,"PCAMPMAN","2015-01-28T13:50:11.000Z","JAMARTINEZ","2020-07-17T12:43:06.000Z","GDELANO","EBO","H20","614R","321939","CITY","CITY","PHYS_INSP","DEM","GPS","3111504.6669","10061137.6669","DIG06","SUB-M",,"583.60998535","N","CONCRETE","580.5300293","72","10","T","3","72","30","18","GRADE","58","18","37","NOTPRESENT","50","G3","GOOD","a2f91cd8-1f77-4d63-ad5c-5ed1a524e4e1","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RODAVILA","2009-06-22T00:00:00.000Z",,"A_042606_0063.jpg","0",,,"2016-02-15T00:00:00.000Z","0",,,,,"1104941","WPD"
"POINT (-97.749447198955 30.26795228958)","105961","0","1","96579","368530","198","No field evidence","1931-12-17T00:00:00.000Z","1931","SSM",,"DLEWIS","2009-05-07T00:00:00.000Z","PCAMPMAN","2015-10-06T11:07:54.000Z","LPUGH","SHL","J22","585S","5068940","CITY","CITY","SSM","SSM","SSM",,,"NOGPS","NOGPS",,"464.08999634","N","NODATA","450.20999146",,,"N",,"27",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","d40ca9ba-f95f-46fd-8323-da7ab3f1526c","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.745374073021 30.268701456448)","105930","0","1","96699","619410","17","SSM may have had wrong inlet size.,","1931-11-17T00:00:00.000Z","1931","SSM",,"DLEWIS","2009-04-23T00:00:00.000Z","DDAVIS","2013-07-12T15:03:23.000Z","LPUGH","SHL","J22","585S","128744","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3113526.742","10071047.551","DIG06","SUB-M",,"496.48001099","N","CONCRETE","493.98001099","24","7","T","12","30","27","18","GRADE","30","18","30","NOTPRESENT","60","G3","GOOD","fdd3ccca-8dec-4fe9-8168-94f4dcce2b3c","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","JLOEFFLER","2009-06-23T00:00:00.000Z",,"B_051206_0042.jpg","0",,,"2010-12-15T00:00:00.000Z","0",,,,,"1104946","WPD"
"POINT (-97.760347982628 30.273885591963)","105897","0","1","96706","1120210","21",,"1958-10-13T00:00:00.000Z","1958","PLANNOEL",,"GDELANO","2016-08-23T13:34:01.000Z","GDELANO","2016-08-23T13:34:34.000Z","DDAVIS","LBL","H23","584R","274604","CITY","CITY","PHYS_INSP","DEM","GPS","3108730.7111","10072740.248","DIG06","SUB-M",,"489.51000977","N","CONCRETE","486.67999268","19","6","T","4","19","23","17","GRADE","22","18","34","NOTPRESENT","50","G3","MARKED","67928c6b-de8c-487f-97ab-1923b20c84b3","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RODAVILA","2009-06-22T00:00:00.000Z",,"A_060506_0027.jpg",,,,,"0",,,,,"1104953","WPD"
"POINT (-97.742421605558 30.261879194473)","105938","0","1","95770","1965363","289",,"1931-12-19T00:00:00.000Z","1931","SSM",,"DLEWIS","2009-04-21T00:00:00.000Z","CWEYENBERG","2018-06-21T11:28:36.000Z","SJOHNSON","TWN","J21","615A","473362","OTHER","OTHER","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"474.57000732","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","9183f069-b138-4a7b-bb86-5333594fe9b5","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.741911017548 30.285099113455)","106112","0","1","70860","2162148","93","two 30x18 grates",,,"NO_SOURCE",,"DDAVIS","2014-06-23T13:31:57.000Z","DWARDEN","2020-04-29T14:41:19.000Z","SBURZYNSKI","SHL","J23","585J","475130","CITY","CITY","PHYS_INSP","DEM","GPS","3114450.3244","10076955.193","DIG07","SUB-M",,"575.38000488","N","CONCRETE","572.54998779","57","8","T","4","57","24","18","GRADE","60","18","34","NOTPRESENT","50","G3","GOOD","b1d02d6b-fe7b-47c3-9a06-bb58c8fce8c9","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-30T00:00:00.000Z",,"08272007_2_060.jpg","0",,,"2016-05-15T00:00:00.000Z","0",,,,,"1104800","WPD"
"POINT (-97.768318373766 30.433126635094)","106069","0","1","1616847","2247570","25","INCLUDES GRATE","1998-08-26T00:00:00.000Z","1998","ASBLTEL",,"KGALLUSCIO","2021-09-09T09:23:34.000Z","KGALLUSCIO","2021-09-09T13:37:19.000Z","JAMARTINEZ","WLN","H36","464C","244825","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","ASBLTEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","f8a4c3d3-2c06-45a8-9e79-5bb49e9b064e","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.756031118837 30.284381618375)","106022","0","1","71011",,"57",,"1965-11-17T00:00:00.000Z","1965","PLANNOEL",,"JAMARTINEZ","2018-05-16T09:04:54.000Z","JAMARTINEZ","2018-05-16T09:04:57.000Z",,"SHL","H23","584M","393380","CITY","CITY","PHYS_INSP","DEM","GPS","3110002.7188","10076586.612","DIG07","SUB-M",,"582.07000732","N","CONCRETE","579.65002441","28","8","T","6","28","28","19","GRADE","30","18","29","NOTPRESENT","40","G3","NODATA","e5aef66e-636d-416f-9616-aedf9ca46356","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","JOSHUA BRIDGES","2007-08-14T00:00:00.000Z",,"08142007_2_034.jpg","0",,,,"0",,,,,"1104790","WPD"
"POINT (-97.744316188424 30.243444910706)","105798","0","1","70925","1474786","285","obstructed with vegetation",,,"NO_SOURCE",,"PCAMPMAN","2014-10-22T15:49:45.000Z","GDELANO","2016-08-02T13:33:41.000Z","DDAVIS","BLU","J20","615N","3333765","CITY","CITY","PHYS_INSP","DEM","GPS","3114047.1045","10061789.068","DIG07","SUB-M",,"525.08001709","N","CONCRETE","522","42","6","T","9","28","26","16","GRADE","30","18","37","NOTPRESENT","40","G3","GOOD","bfa6ddcd-91d0-443e-9e6a-d11c6319f8d8","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","DDAVIS","2008-10-27T00:00:00.000Z",,"07242007_3_046.jpg","0",,,"2016-03-15T00:00:00.000Z","0",,,,,"1104840","WPD"
"POINT (-97.734532996257 30.260559492599)","105820","0","1","58520","176262","24",,"1947-12-01T00:00:00.000Z","1947","SSM","2003","JHOLDER","2010-09-22T00:00:00.000Z","SMARTINEZ","2011-04-20T11:33:11.000Z","DDAVIS","WLR","J21","615B","106304","CITY","CITY","PLANNOEL","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"467.05999756","N","NODATA",,,,"N",,"24",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","deaa21b0-9a36-4851-bccf-fa4532b87e08","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.746370925269 30.270173709447)","105909","0","1","96758","1709651","197","ESM has incorrect inlet size,",,,"NO_SOURCE",,"MAMARAL","2017-06-28T11:04:22.000Z","MAMARAL","2018-06-22T15:27:45.000Z",,"SHL","J22","585S","428288","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3113169.5466","10071485.659","DIG06","SUB-M",,"501.54000854","N","CONCRETE","497.45999146","27","5","T","5","27","22","18","GRADE","29","18","49","NOTPRESENT","60","G3","GOOD","944cc39f-e04a-4be6-90f5-fb4adc00f367","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LKAUFFMAN","2009-06-16T00:00:00.000Z",,"B_050906_0017.jpg","0",,,"2015-12-15T00:00:00.000Z","0",,,,,"1104993","WPD"
"POINT (-97.733465619008 30.308301101093)","106039","0","1","70888","1879592","118",,"1929-05-06T00:00:00.000Z","1929","PLANNOEL",,"DWARDEN","2018-09-18T11:31:41.000Z","DWARDEN","2019-04-12T18:56:43.000Z","DWARDEN","WLR","J25","555T","760280","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3116915.2054","10085455.582","DIG07","SUB-M",,"618.22998047","N","CONCRETE","614.90002441","49","8","T","7","28","10","18","GRADE","30","18","40","NOTPRESENT","50","G3","GOOD","9eb55626-001d-4b21-8836-765e30e1667b","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","LPUGH","2008-10-17T00:00:00.000Z",,"07032007_2_021.jpg","0",,,,"0",,,,,"1104892","WPD"
"POINT (-97.684689210847 30.362610793075)","106145","0","1","1046406","2136853","208","not constructed as proposed","2014-03-10T00:00:00.000Z","2014","APPLANEL",,"MAMARAL","2019-11-22T12:56:16.000Z","MAMARAL","2019-11-22T13:01:54.000Z",,"LWA","M30","526C","3174762","OTHER","CITY","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","fd42e863-fdab-47bf-8681-907a92e1f44d","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.724242968541 30.302702094635)","105873","0","1","70859","1811730","26","estimated grate inlet opening percentage from surrounding grated inlets.",,,"NO_SOURCE",,"VVINCENT","2017-11-07T15:37:30.000Z","VVINCENT","2017-11-07T15:37:32.000Z",,"WLR","K25","555Y","204434","CITY","CITY","PHYS_INSP","DEM","GPS","3119877.2288","10083481.602","DIG07","SUB-M",,"587.41998291","N","CONCRETE","584.41998291","58","8","T","6","58","11","18","SAG","60","18","36","NOTPRESENT","50","S3","MARKED","4582f10c-2d99-465f-857b-a4fca7742af8","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-09T00:00:00.000Z",,"06272007_2_019.jpg","0",,,,"0",,,,,"1104868","WPD"
"POINT (-97.744755081234 30.272770906693)","105991","0","1","96718","2109330","201","Abandoned due to ESM. See Refdocs.,","1928-08-17T00:00:00.000Z","1928","PLANNOEL",,"JAMARTINEZ","2018-05-16T09:09:40.000Z","GDELANO","2019-08-16T12:34:09.000Z","GDELANO","SHL","J22","585S","5425215","CITY","CITY","PHYS_INSP","DEM","GPS","3113659.0068","10072448.133","DIG06","SUB-M",,"537.71002197","N","CONCRETE","534.21002197","28","8","T","7","28","27","18","GRADE","30","18","42","NOTPRESENT","40","G3","FAIR","5e534bc0-184a-496f-98ad-9ba187865d03","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N",,"2006-05-12T00:00:00.000Z",,"B_051206_0053.jpg","0",,,,"0",,,,,"1105056","WPD"
"POINT (-97.744086103855 30.281771437441)","105818","0","1","96702","1720547","197",,,,"NO_SOURCE",,"DDAVIS","2014-08-27T12:14:32.000Z","MAMARAL","2017-08-23T17:38:15.000Z","GDELANO","SHL","J23","585J","238064","CITY","CITY","PHYS_INSP","DEM","GPS","3113797.8575","10075727.24","DIG06","SUB-M",,"545.65997314","N","CONCRETE","544.40997314","66","10","T","4","60","29","25","GRADE","60","18","15","NOTPRESENT","50","G3","GOOD","87577b66-f22d-45ac-8ccc-d1ac04aa85c1","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","LKAUFFMAN","2009-06-22T00:00:00.000Z",,"B_051006_0013.jpg",,,,"2015-12-15T00:00:00.000Z","0",,,,,"1104949","WPD"
"POINT (-97.729315101301 30.257396229527)","106085","0","1","96704","2253653","23",,"1953-01-01T00:00:00.000Z","1953","SSM",,"GDELANO","2015-11-16T17:04:25.000Z","KGALLUSCIO","2021-10-20T16:00:41.000Z","DWARDEN","LBL","K21","615C","1118970","CITY","CITY","PHYS_INSP","DEM","GPS","3118659.2452","10066963.18","DIG06","SUB-M",,"463.82998657","N","CONCRETE","460.82000732","27","8","T","12","27","30","23","GRADE","30","18","48","NOTPRESENT","50","G3","GOOD","7464eecf-7682-4768-b6a9-343fc559d188","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","NPULLIAS","2009-06-17T00:00:00.000Z",,"A_053006_0028.jpg","0",,,"2014-10-15T00:00:00.000Z","0",,,,,"1104951","WPD"
"POINT (-97.742348576923 30.381721692207)","106132","0","1","70911",,,"no gutter, atypical shape",,,"NO_SOURCE",,"RODAVILA","2008-10-29T00:00:00.000Z","WPDR_ADMIN","2021-09-27T15:18:37.000Z","DDAVIS","SHL","J32","495N","424371","OTHER","TXDOT","PHYS_INSP","DEM","GPS","3113497.6546","10112084.194","DIG07","SUB-M",,"840.60998535","N","CONCRETE","836.60998535","36","5","F","0","42","36","0","SAG","42","42","48","NOTPRESENT","90","S3","NOTMARKED","8d930890-5938-4501-ac0b-8445ac58b9b4","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,,,"07112007_3_040.jpg","0",,,,"0",,,,,"1104858","WPD"
"POINT (-97.716741539063 30.25670803466)","106000","0","1","70962","2194804","12",,,,"NO_SOURCE",,"MAMARAL","2018-10-15T12:37:23.000Z","DWARDEN","2021-05-11T23:02:38.000Z","GDELANO","LBL","K21","615D","709516","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3122631.0465","10066799.654","DIG07","SUB-M",,"455.1000061","N","CONCRETE","452.54998779","65","6","T","4","57","28","22","GRADE","60","18","36","NOTPRESENT","40","G3","GOOD","f1db7137-668a-4a70-af2d-3e5a60f78c3d","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2",,"DLEWIS","2008-10-16T00:00:00.000Z",,"08082007_3_025.jpg","0",,,"2014-07-15T00:00:00.000Z","0",,,,,"1104967","WPD"
"POINT (-97.801178803446 30.26373008937)","105862","0","1","301211",,,,,,,,"DANIEL WHEAT","2010-10-05T00:00:00.000Z","WPDR_ADMIN","2021-09-27T15:18:23.000Z","J.T. STEWART","EAN","F22","583Z","681153","CITY","CITY","PHYS_INSP","DEM","GPS","3095927.22","10068750.5419","DIG10","SUB-M",,"628.21002197","N","CONCRETE","623.88000488","120","5","T","6","120","30","25","GRADE","70","18","52","PRESENT","70","G3","GOOD","48974571-7490-4f8f-8c55-16023113919f","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,,"BILL BUTLER","10052010_4_012.jpg",,"3.8","2",,"0","2010-10-05T00:00:00.000Z","11:21","4",,"401190217","WPD"
"POINT (-97.75617886553 30.292206994793)","106003","0","1","70968","1058130","234",,,,"NO_SOURCE",,"GDELANO","2015-02-25T18:06:29.000Z","GDELANO","2015-02-27T10:26:05.000Z","DDAVIS","SHL","H24","584D","3313694","CITY","CITY","PHYS_INSP","DEM","GPS","3109901.6506","10079431.69","DIG07","SUB-M",,"594.46002197","N","CONCRETE","590.78997803","57","4","T","2","62","24","30","SAG","64","20","44","NOTPRESENT","50","S3","MARKED","3472fa21-190f-44a5-9f6b-7a5b52d4bc88","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-29T00:00:00.000Z",,"08082007_2_042.jpg","0",,,,"0",,,,,"1104915","WPD"
"POINT (-97.741963715718 30.277769892229)","105946","0","1","96761","619410","108","Adjusted location from field qc check and aerial due to multipath issues.",,,"NO_SOURCE",,"DDAVIS","2013-08-12T11:26:06.000Z","DDAVIS","2013-08-12T11:27:02.000Z",,"LBL","J23","585N","202010","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3114566.6643","10074534.859","DIG06","SUB-M",,"542.46002197","N","CONCRETE","540.03997803","23","9","T","10","23","23",,"GRADE","23","23","29","NOTPRESENT","50","G3","FAIR","36a36d62-b331-4e92-9122-df645bea3ca1","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2009-06-22T00:00:00.000Z",,"A_042706_0011.jpg","0",,,"2012-06-15T00:00:00.000Z","0",,,,,"1104996","WPD"
"POINT (-97.745399027854 30.264795789462)","105882","0","1","96716","2226500","290",,"1912-07-27T00:00:00.000Z","1912","PLANNOEL","2011","BCARLILE","2011-08-02T09:27:19.000Z","KGALLUSCIO","2021-04-27T16:32:56.000Z","SBURZYNSKI","TWN","J22","585W","3428227","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3113533.3603","10069546.872","DIG06","SUB-M",,"471.57000732","N","CONCRETE","468.8999939","20","5","T","3","20","22","17","GRADE","21","17","32","NOTPRESENT","50","G3","NOTMARKED","4f80e148-00df-4e10-a55d-f4163f748a12","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N",,"2006-05-02T00:00:00.000Z",,"A_050206_0011.jpg","0",,,,"0",,,,,"1105054","WPD"
"POINT (-97.726662777689 30.263036452654)","106048","0","1","96764","2052755","22",,"1931-07-23T00:00:00.000Z","1931","SSM",,"NPULLIAS","2011-03-21T16:19:27.000Z","GDELANO","2019-01-16T12:14:24.000Z","DDAVIS","TWN","K22","585Y","723208","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3119451.8611","10069041.68","DIG06","SUB-M",,"487.47000122","N","CONCRETE","484.97000122","20","6","T","6","20","23","18","GRADE","22","18","30","NOTPRESENT","50","G3","GOOD","547efcd0-3b4e-48d8-b521-075b855f6e60","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","NPULLIAS","2009-06-05T00:00:00.000Z",,"A_052506_0068.jpg","0",,,,"0",,,,,"1104999","WPD"
"POINT (-97.713989671365 30.260218723078)","106079","0","1","71014","2143251","293","Removed based on contruction from plan 7534.004, ,","1931-08-14T00:00:00.000Z","1931","SSM",,"DWARDEN","2020-01-02T18:48:03.000Z","DWARDEN","2020-01-02T18:49:02.000Z","GDELANO","LBL","K21","615D","244657","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3123474.1907","10068111.953","DIG07","SUB-M",,"467.75","N","CONCRETE","462.54998779","70","8","T","9","57","36","21","GRADE","59","18","55","NOTPRESENT","40","G3","NOTMARKED","69dfad30-91ab-4804-bfcf-7e8c52d3a043","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","DLEWIS","2008-10-16T00:00:00.000Z","ISRAEL RAMIREZ","08142007_3_041.jpg","0","4.7015","2",,"0","2012-02-20T00:00:00.000Z","10:54","1",,"1104793","WPD"
