"animal_id","name","datetime","monthyear","date_of_birth","outcome_type","outcome_subtype","animal_type","sex_upon_outcome","age_upon_outcome","breed","color"
"A863080","A863080","2022-08-08T13:57:00.000","2022-08-08T13:57:00.000","2020-08-04T00:00:00.000","Euthanasia","Suffering","Cat","Intact Female","2 years","Domestic Shorthair","Gray Tabby"
"A860967","A860967","2022-08-08T13:51:00.000","2022-08-08T13:51:00.000","2009-07-06T00:00:00.000","Transfer","Partner","Cat","Spayed Female","13 years","Domestic Shorthair Mix","Brown Tabby/White"
"A862860","A862860","2022-08-08T13:50:00.000","2022-08-08T13:50:00.000","2021-03-01T00:00:00.000","Transfer","Partner","Cat","Intact Female","1 year","Domestic Shorthair Mix","Black/White"
"A860608","*Harvey Dent","2022-08-08T13:48:00.000","2022-08-08T13:48:00.000","2019-06-30T00:00:00.000","Transfer","Partner","Cat","Neutered Male","3 years","Domestic Medium Hair Mix","Brown Tabby"
"A863301","184 Grams","2022-08-08T13:47:00.000","2022-08-08T13:47:00.000","2022-07-18T00:00:00.000","Transfer","Partner","Cat","Intact Female","3 weeks","Domestic Shorthair","Torbie"
"A863258","Lucy","2022-08-08T13:34:00.000","2022-08-08T13:34:00.000","2019-08-07T00:00:00.000","Return to Owner",,"Dog","Intact Female","3 years","Australian Cattle Dog","Blue Merle"
"A863213","Gigi","2022-08-08T12:50:00.000","2022-08-08T12:50:00.000","2020-08-06T00:00:00.000","Return to Owner",,"Dog","Intact Female","2 years","Chihuahua Shorthair/Yorkshire Terrier","Buff"
"A863193","Negro","2022-08-08T12:46:00.000","2022-08-08T12:46:00.000","2020-02-08T00:00:00.000","Return to Owner",,"Dog","Intact Male","2 years","Labrador Retriever","Black"
"A863000","*Charles","2022-08-08T12:14:00.000","2022-08-08T12:14:00.000","2021-12-03T00:00:00.000","Adoption",,"Other","Intact Male","8 months","Lionhead Mix","White/Gray"
"A857943","*Honeydew","2022-08-08T11:45:00.000","2022-08-08T11:45:00.000","2019-11-23T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 years","Pit Bull","Blue"
"A863176","Mocha","2022-08-08T11:16:00.000","2022-08-08T11:16:00.000","2012-08-05T00:00:00.000","Return to Owner",,"Dog","Neutered Male","10 years","Miniature Poodle","Chocolate"
"A862989","A862989","2022-08-08T11:13:00.000","2022-08-08T11:13:00.000","2020-08-03T00:00:00.000","Euthanasia","Rabies Risk","Other","Unknown","2 years","Raccoon","Brown/Black"
"A769908","Gucci","2022-08-08T10:45:00.000","2022-08-08T10:45:00.000","2009-08-08T00:00:00.000","Euthanasia","Suffering","Dog","Intact Male","13 years","Yorkshire Terrier Mix","Brown/Gray"
"A862962","A862962","2022-08-08T09:29:00.000","2022-08-08T09:29:00.000","2022-05-27T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Labrador Retriever/German Shepherd","Black/Brown"
"A863260",,"2022-08-08T08:14:00.000","2022-08-08T08:14:00.000","2020-08-07T00:00:00.000","Euthanasia","Rabies Risk","Other","Unknown","2 years","Bat","Brown"
"A863257",,"2022-08-08T08:12:00.000","2022-08-08T08:12:00.000","2020-08-07T00:00:00.000","Euthanasia","Rabies Risk","Other","Intact Female","2 years","Raccoon","Black/Brown"
"A861782","Lela","2022-08-08T07:49:00.000","2022-08-08T07:49:00.000","2017-03-19T00:00:00.000","Transfer","Partner","Dog","Intact Female","5 years","West Highland Mix","White"
"A861432","*Lou Ferrigno","2022-08-07T14:50:00.000","2022-08-07T14:50:00.000","2020-07-12T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Pit Bull","Brown Brindle"
"A863216","A863216","2022-08-07T09:32:00.000","2022-08-07T09:32:00.000","2022-04-06T00:00:00.000","Transfer","Partner","Cat","Intact Female","4 months","Domestic Shorthair Mix","Blue Tabby"
"A862636","Kami","2022-08-06T19:07:00.000","2022-08-06T19:07:00.000","2021-09-28T00:00:00.000","Adoption",,"Cat","Spayed Female","10 months","Domestic Shorthair","Tortie"
"A860874","*Goose","2022-08-06T18:55:00.000","2022-08-06T18:55:00.000","2022-03-05T00:00:00.000","Adoption",,"Cat","Spayed Female","5 months","Domestic Shorthair","Calico/White"
"A860580","*Wilbert","2022-08-06T18:40:00.000","2022-08-06T18:40:00.000","2022-04-30T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Siamese","Blue Point"
"A855293","Nino","2022-08-06T18:34:00.000","2022-08-06T18:34:00.000","2019-04-15T00:00:00.000","Adoption",,"Dog","Neutered Male","3 years","Pit Bull","Tan/White"
"A863233","79 Grams","2022-08-06T18:31:00.000","2022-08-06T18:31:00.000","2022-08-05T00:00:00.000","Transfer","Partner","Cat","Intact Male","1 day","Domestic Shorthair Mix","Brown Tabby/White"
"A862616","Snowy","2022-08-06T18:17:00.000","2022-08-06T18:17:00.000","2020-07-28T00:00:00.000","Rto-Adopt",,"Dog","Spayed Female","2 years","Siberian Husky Mix","Black/Tan"
"A860955","Aster","2022-08-06T17:06:00.000","2022-08-06T17:06:00.000","2021-08-06T00:00:00.000","Adoption",,"Cat","Spayed Female","1 year","Domestic Shorthair","Brown Tabby/White"
"A863230","A863230","2022-08-06T16:33:00.000","2022-08-06T16:33:00.000","2022-05-06T00:00:00.000","Euthanasia","Suffering","Cat","Unknown","3 months","Domestic Shorthair","Gray"
"A859668","*Plum","2022-08-06T16:23:00.000","2022-08-06T16:23:00.000","2022-05-06T00:00:00.000","Adoption","Foster","Cat","Intact Female","3 months","Domestic Shorthair Mix","Black"
"A794182","Texas","2022-08-06T16:19:00.000","2022-08-06T16:19:00.000","2018-05-04T00:00:00.000","Adoption",,"Dog","Neutered Male","4 years","Treeing Walker Coonhound Mix","Tricolor/White"
"A859847","*Pie","2022-08-06T16:18:00.000","2022-08-06T16:18:00.000","2022-05-01T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair Mix","Orange Tabby/White"
"A862693","A862693","2022-08-06T15:49:00.000","2022-08-06T15:49:00.000","2022-05-19T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Great Pyrenees Mix","White"
"A861892","*Iggy Pop","2022-08-06T15:40:00.000","2022-08-06T15:40:00.000","2020-07-19T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Treeing Walker Coonhound","Red/White"
"A862997","Shiro","2022-08-06T15:25:00.000","2022-08-06T15:25:00.000","2019-08-03T00:00:00.000","Adoption",,"Cat","Neutered Male","3 years","Siamese Mix","Lynx Point"
"A861383","*Butter","2022-08-06T14:42:00.000","2022-08-06T14:42:00.000","2022-05-21T00:00:00.000","Adoption",,"Cat","Spayed Female","2 months","Domestic Shorthair Mix","Tortie"
"A858757","*Little Debbie","2022-08-06T13:38:00.000","2022-08-06T13:38:00.000","2020-06-03T00:00:00.000","Adoption",,"Cat","Spayed Female","2 years","Domestic Shorthair","Brown Tabby"
"A863181","A863181","2022-08-06T13:24:00.000","2022-08-06T13:24:00.000","2022-06-28T00:00:00.000","Transfer","Partner","Dog","Intact Female","1 month","Border Collie Mix","White/Black"
"A862211","Leeda","2022-08-06T12:51:00.000","2022-08-06T12:51:00.000","2020-07-22T00:00:00.000","Adoption",,"Cat","Spayed Female","2 years","Domestic Shorthair","Black"
"A863076","Choko","2022-08-06T12:24:00.000","2022-08-06T12:24:00.000","2011-08-04T00:00:00.000","Return to Owner",,"Dog","Intact Male","11 years","Yorkshire Terrier","Tan"
"A863196","A863196","2022-08-06T12:14:00.000","2022-08-06T12:14:00.000","2022-06-28T00:00:00.000","Transfer","Partner","Cat","Unknown","1 month","Domestic Shorthair Mix","Brown Tabby/White"
"A863195","A863195","2022-08-06T12:14:00.000","2022-08-06T12:14:00.000","2022-06-28T00:00:00.000","Transfer","Partner","Cat","Unknown","1 month","Domestic Shorthair Mix","Brown Tabby"
"A862938","Pop","2022-08-06T12:13:00.000","2022-08-06T12:13:00.000","2020-08-02T00:00:00.000","Return to Owner",,"Cat","Neutered Male","2 years","Domestic Shorthair Mix","Cream Tabby"
"A663598","Dolly","2022-08-06T12:13:00.000","2022-08-06T12:13:00.000","2013-07-06T00:00:00.000","Return to Owner",,"Dog","Spayed Female","9 years","Bearded Collie/Beagle","Gray/Black"
"A863074","Emma","2022-08-06T11:51:00.000","2022-08-06T11:51:00.000","2022-03-04T00:00:00.000","Transfer","Partner","Dog","Intact Female","5 months","German Shepherd","Black/Tan"
"A856062","*Mitzi","2022-08-06T09:37:00.000","2022-08-06T09:37:00.000","2020-04-27T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 years","Blue Lacy Mix","Blue/White"
"A813019","Buddy","2022-08-06T09:08:00.000","2022-08-06T09:08:00.000","2018-02-02T00:00:00.000","Return to Owner",,"Dog","Neutered Male","4 years","Pit Bull","White/Black"
"A852120","Churro","2022-08-06T07:47:00.000","2022-08-06T07:47:00.000","2019-02-25T00:00:00.000","Adoption","Foster","Dog","Neutered Male","3 years","Pit Bull/Catahoula","Brown Merle"
"A862928","Mary Jane","2022-08-05T19:07:00.000","2022-08-05T19:07:00.000","2022-05-02T00:00:00.000","Adoption",,"Cat","Spayed Female","3 months","Domestic Shorthair Mix","Brown Tabby"
"A863015","Bam Bam","2022-08-05T18:47:00.000","2022-08-05T18:47:00.000","2020-12-03T00:00:00.000","Return to Owner",,"Cat","Spayed Female","1 year","Domestic Shorthair Mix","Blue Tabby"
"A863012","*Vanya","2022-08-05T18:11:00.000","2022-08-05T18:11:00.000","2022-06-03T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Chihuahua Shorthair Mix","Black/White"
"A863189","169 Grams","2022-08-05T18:10:00.000","2022-08-05T18:10:00.000","2022-07-14T00:00:00.000","Transfer","Partner","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Black/White"
"A863190","128 Grams","2022-08-05T18:10:00.000","2022-08-05T18:10:00.000","2022-07-14T00:00:00.000","Transfer","Partner","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Black/White"
"A863191","140 Grams","2022-08-05T18:10:00.000","2022-08-05T18:10:00.000","2022-07-14T00:00:00.000","Transfer","Partner","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Brown Tabby"
"A862634","*Worthington","2022-08-05T17:51:00.000","2022-08-05T17:51:00.000","2022-01-28T00:00:00.000","Adoption",,"Cat","Neutered Male","6 months","Domestic Shorthair","Blue/White"
"A862845",,"2022-08-05T17:33:00.000","2022-08-05T17:33:00.000","2022-06-01T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Labrador Retriever Mix","Sable"
"A862709",,"2022-08-05T17:32:00.000","2022-08-05T17:32:00.000","2020-07-29T00:00:00.000","Adoption",,"Cat","Spayed Female","2 years","Domestic Medium Hair","Brown Tabby"
"A863013","*Allison","2022-08-05T17:24:00.000","2022-08-05T17:24:00.000","2022-06-03T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Chihuahua Shorthair Mix","Black/White"
"A862559","Menfus","2022-08-05T17:22:00.000","2022-08-05T17:22:00.000","2020-07-27T00:00:00.000","Return to Owner","Field","Dog","Intact Male","2 years","Pit Bull","Brown"
"A862215","*Bruno","2022-08-05T17:20:00.000","2022-08-05T17:20:00.000","2020-07-22T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","German Shepherd/Akita","Sable"
"A859382",,"2022-08-05T17:18:00.000","2022-08-05T17:18:00.000","2022-05-13T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair","Blue Tabby"
"A862844",,"2022-08-05T17:14:00.000","2022-08-05T17:14:00.000","2022-06-01T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Labrador Retriever Mix","Sable/White"
"A862842",,"2022-08-05T17:12:00.000","2022-08-05T17:12:00.000","2022-06-01T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Labrador Retriever Mix","Tan/Black"
"A862279","*Tildy","2022-08-05T17:07:00.000","2022-08-05T17:07:00.000","2021-07-23T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Doberman Pinsch","Black/Brown"
"A863018","Udon","2022-08-05T17:04:00.000","2022-08-05T17:04:00.000","2022-06-03T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Longhair Mix","Blue Tabby"
"A861083",,"2022-08-05T17:00:00.000","2022-08-05T17:00:00.000","2022-05-07T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair","White"
"A861963","*Punkin","2022-08-05T16:54:00.000","2022-08-05T16:54:00.000","2020-07-20T00:00:00.000","Adoption",,"Cat","Neutered Male","2 years","Domestic Shorthair","Orange Tabby"
"A863178","299 Grams","2022-08-05T16:53:00.000","2022-08-05T16:53:00.000","2022-07-12T00:00:00.000","Transfer","Partner","Cat","Intact Female","3 weeks","Domestic Shorthair","Blue Tabby"
"A862933","*Elinor","2022-08-05T16:46:00.000","2022-08-05T16:46:00.000","2022-04-17T00:00:00.000","Adoption",,"Cat","Spayed Female","3 months","Domestic Shorthair","Brown Tabby/White"
"A862027","Taffy","2022-08-05T16:30:00.000","2022-08-05T16:30:00.000","2022-05-14T00:00:00.000","Adoption",,"Cat","Spayed Female","2 months","Domestic Shorthair Mix","Brown Tabby"
"A862026","Cory","2022-08-05T16:30:00.000","2022-08-05T16:30:00.000","2022-05-14T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair Mix","Brown Tabby"
"A862841",,"2022-08-05T16:23:00.000","2022-08-05T16:23:00.000","2022-06-01T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Labrador Retriever Mix","Black/White"
"A862736","A862736","2022-08-05T16:12:00.000","2022-08-05T16:12:00.000","2022-05-30T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Labrador Retriever Mix","Tan"
"A861368","*Sharky","2022-08-05T16:00:00.000","2022-08-05T16:00:00.000","2020-07-12T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Pit Bull/Chinese Sharpei","Tan"
"A862827",,"2022-08-05T15:54:00.000","2022-08-05T15:54:00.000","2022-06-01T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Labrador Retriever","Cream/White"
"A852886","*Volodymyr","2022-08-05T14:03:00.000","2022-08-05T14:03:00.000","2020-03-09T00:00:00.000","Adoption","Foster","Dog","Neutered Male","2 years","Anatol Shepherd Mix","Fawn"
"A863163",,"2022-08-05T14:00:00.000","2022-08-05T14:00:00.000","2022-08-05T00:00:00.000","Died","In Kennel","Dog","Intact Female","0 years","Yorkshire Terrier","Black"
"A863133",,"2022-08-05T13:28:00.000","2022-08-05T13:28:00.000","2021-08-04T00:00:00.000","Return to Owner",,"Dog","Unknown","1 year","Labrador Retriever","Black/White"
"A862739","A862739","2022-08-05T12:06:00.000","2022-08-05T12:06:00.000","2022-05-30T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Pit Bull Mix","Brown Brindle/White"
"A852536","*Honey","2022-08-05T11:19:00.000","2022-08-05T11:19:00.000","2019-03-05T00:00:00.000","Transfer","Out State","Dog","Spayed Female","3 years","Labrador Retriever Mix","Tan/White"
"A861937","*Butterscotch","2022-08-05T11:09:00.000","2022-08-05T11:09:00.000","2021-12-20T00:00:00.000","Transfer","Out State","Dog","Intact Female","7 months","Labrador Retriever Mix","Buff"
"A862408","*Cadbury","2022-08-05T11:09:00.000","2022-08-05T11:09:00.000","2021-07-25T00:00:00.000","Transfer","Out State","Dog","Intact Female","1 year","Border Collie Mix","Chocolate/White"
"A862090","*Yoyo","2022-08-05T11:07:00.000","2022-08-05T11:07:00.000","2020-07-21T00:00:00.000","Transfer","Out State","Dog","Intact Male","2 years","Rat Terrier Mix","White/Black"
"A862074","*Lux","2022-08-05T11:06:00.000","2022-08-05T11:06:00.000","2022-03-21T00:00:00.000","Transfer","Out State","Dog","Intact Female","4 months","Pit Bull Mix","Blue/White"
"A862061","*Fanny","2022-08-05T11:05:00.000","2022-08-05T11:05:00.000","2020-07-21T00:00:00.000","Transfer","Out State","Dog","Intact Female","2 years","Dachshund Mix","Brown Brindle"
"A862060","*Tula","2022-08-05T11:05:00.000","2022-08-05T11:05:00.000","2020-07-21T00:00:00.000","Transfer","Out State","Dog","Spayed Female","2 years","Dachshund Mix","Brown Brindle/White"
"A861996","*Cinder","2022-08-05T11:02:00.000","2022-08-05T11:02:00.000","2020-07-20T00:00:00.000","Transfer","Out State","Dog","Intact Male","2 years","Chihuahua Shorthair Mix","Black/White"
"A862059","*Theodora","2022-08-05T11:02:00.000","2022-08-05T11:02:00.000","2020-07-21T00:00:00.000","Transfer","Out State","Dog","Intact Female","2 years","Dachshund Mix","Black/White"
"A861870","*Woofgang","2022-08-05T11:01:00.000","2022-08-05T11:01:00.000","2022-02-19T00:00:00.000","Transfer","Out State","Dog","Intact Female","5 months","Border Collie","White/Black"
"A861163","*Bud","2022-08-05T11:01:00.000","2022-08-05T11:01:00.000","2022-02-21T00:00:00.000","Transfer","Out State","Dog","Intact Male","5 months","German Shepherd Mix","Black/Brown"
"A861158","*Sissy","2022-08-05T11:00:00.000","2022-08-05T11:00:00.000","2022-02-21T00:00:00.000","Transfer","Out State","Dog","Intact Female","5 months","German Shepherd Mix","Black/Brown"
"A861088","Hero","2022-08-05T10:58:00.000","2022-08-05T10:58:00.000","2019-06-01T00:00:00.000","Transfer","Out State","Dog","Neutered Male","3 years","German Shepherd","Black/Tan"
"A861918","*Cheeks","2022-08-05T10:58:00.000","2022-08-05T10:58:00.000","2021-07-19T00:00:00.000","Transfer","Out State","Dog","Intact Male","1 year","Chihuahua Shorthair Mix","Brown Brindle/Brown"
"A861146","Venus","2022-08-05T10:57:00.000","2022-08-05T10:57:00.000","2021-01-08T00:00:00.000","Transfer","Out State","Dog","Spayed Female","1 year","American Bulldog","White/Tan"
"A861624","*Cosmic","2022-08-05T10:53:00.000","2022-08-05T10:53:00.000","2020-07-15T00:00:00.000","Transfer","Out State","Dog","Intact Female","2 years","American Bulldog Mix","White/Brown"
"A857942","*Emerald","2022-08-05T10:33:00.000","2022-08-05T10:33:00.000","2022-04-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair","Black"
"A857941","*Onyx","2022-08-05T10:32:00.000","2022-08-05T10:32:00.000","2022-04-14T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair","Black"
"A857940","*Ruby","2022-08-05T10:32:00.000","2022-08-05T10:32:00.000","2022-04-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair","Black"
"A855190","*Blu","2022-08-05T08:06:00.000","2022-08-05T08:06:00.000","2019-04-14T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 years","Domestic Shorthair","Blue Tabby/White"
"A857969","*Cookie","2022-08-05T06:56:00.000","2022-08-05T06:56:00.000","2022-04-06T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair","Brown Tabby"
"A862690","Malibu","2022-08-04T18:27:00.000","2022-08-04T18:27:00.000","2022-05-19T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Great Pyrenees Mix","White"
"A862756","A862756","2022-08-04T18:15:00.000","2022-08-04T18:15:00.000","2022-05-30T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Chihuahua Shorthair","Buff/White"
"A862530","Xerneas","2022-08-04T18:12:00.000","2022-08-04T18:12:00.000","2021-07-27T00:00:00.000","Rto-Adopt",,"Dog","Neutered Male","1 year","Pit Bull","Brown Brindle"
"A862539","Zacian","2022-08-04T18:12:00.000","2022-08-04T18:12:00.000","2022-03-27T00:00:00.000","Rto-Adopt",,"Dog","Neutered Male","4 months","Pit Bull","Blue"
"A862540","Zamazenta","2022-08-04T18:12:00.000","2022-08-04T18:12:00.000","2022-03-27T00:00:00.000","Rto-Adopt",,"Dog","Neutered Male","4 months","Pit Bull","Brown"
"A862081","Wednesday","2022-08-04T17:56:00.000","2022-08-04T17:56:00.000","2022-04-21T00:00:00.000","Adoption",,"Cat","Spayed Female","3 months","Domestic Shorthair","Black/White"
"A862753","Luna","2022-08-04T17:55:00.000","2022-08-04T17:55:00.000","2022-05-30T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Chihuahua Shorthair","White/Tan"
"A863102","Star","2022-08-04T17:55:00.000","2022-08-04T17:55:00.000","2015-08-04T00:00:00.000","Return to Owner",,"Dog","Spayed Female","7 years","Staffordshire Mix","Tan/White"
"A860146","*Cat","2022-08-04T17:48:00.000","2022-08-04T17:48:00.000","2022-05-23T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair","Brown Tabby"
"A863101","Penny","2022-08-04T17:47:00.000","2022-08-04T17:47:00.000","2019-08-06T00:00:00.000","Return to Owner",,"Dog","Intact Female","2 years","Staffordshire Mix","Blue/White"
"A860724","Murphy","2022-08-04T17:33:00.000","2022-08-04T17:33:00.000","2022-05-26T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair Mix","Blue/White"
"A860722","Joey","2022-08-04T17:32:00.000","2022-08-04T17:32:00.000","2022-05-26T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair Mix","Blue"
"A859384","*Red","2022-08-04T17:21:00.000","2022-08-04T17:21:00.000","2022-05-13T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair","Orange Tabby"
"A863086","A863086","2022-08-04T17:17:00.000","2022-08-04T17:17:00.000","2022-06-24T00:00:00.000","Transfer","Partner","Dog","Intact Male","1 month","Siberian Husky","Buff"
"A862691","A862691","2022-08-04T17:02:00.000","2022-08-04T17:02:00.000","2022-05-19T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Great Pyrenees Mix","White"
"A672602","Keiser Soze","2022-08-04T17:00:00.000","2022-08-04T17:00:00.000","2007-02-13T00:00:00.000","Return to Owner","Field","Dog","Neutered Male","15 years","Bulldog Mix","Red/White"
"A862752","A862752","2022-08-04T16:41:00.000","2022-08-04T16:41:00.000","2022-05-30T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Chihuahua Shorthair","White/Tan"
"A862680",,"2022-08-04T16:27:00.000","2022-08-04T16:27:00.000","2022-03-29T00:00:00.000","Adoption",,"Cat","Spayed Female","4 months","Domestic Shorthair","Black"
"A863084","86 Grams","2022-08-04T16:15:00.000","2022-08-04T16:15:00.000","2022-08-02T00:00:00.000","Transfer","Partner","Cat","Intact Male","2 days","Domestic Shorthair","White"
"A863083","98 Grams","2022-08-04T16:15:00.000","2022-08-04T16:15:00.000","2022-08-02T00:00:00.000","Transfer","Partner","Cat","Intact Male","2 days","Domestic Shorthair","Orange"
"A863070","449 Grams","2022-08-04T16:14:00.000","2022-08-04T16:14:00.000","2022-07-12T00:00:00.000","Transfer","Partner","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Brown Tabby"
"A863067","248 Grams","2022-08-04T16:14:00.000","2022-08-04T16:14:00.000","2022-07-12T00:00:00.000","Transfer","Partner","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Brown Tabby"
"A863071","380 Grams","2022-08-04T16:14:00.000","2022-08-04T16:14:00.000","2022-07-12T00:00:00.000","Transfer","Partner","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Blue Tabby"
"A863068","326 Grams","2022-08-04T16:14:00.000","2022-08-04T16:14:00.000","2022-07-12T00:00:00.000","Transfer","Partner","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Brown Tabby"
"A863072","359 Grams","2022-08-04T16:14:00.000","2022-08-04T16:14:00.000","2022-07-12T00:00:00.000","Transfer","Partner","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Blue Tabby"
"A863069","349 Grams","2022-08-04T16:14:00.000","2022-08-04T16:14:00.000","2022-07-12T00:00:00.000","Transfer","Partner","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Brown Tabby"
"A861648","Miso","2022-08-04T16:10:00.000","2022-08-04T16:10:00.000","2022-05-15T00:00:00.000","Adoption",,"Cat","Spayed Female","2 months","Domestic Shorthair","Tortie"
"A862754","A862754","2022-08-04T15:10:00.000","2022-08-04T15:10:00.000","2022-05-30T00:00:00.000","Adoption",,"Dog","Intact Male","2 months","Chihuahua Shorthair","White/Tan"
"A860198","*Clementine","2022-08-04T14:03:00.000","2022-08-04T14:03:00.000","2022-05-20T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 months","Domestic Shorthair","Calico"
"A862480","Max","2022-08-04T14:01:00.000","2022-08-04T14:01:00.000","2022-05-26T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","German Shepherd/Alaskan Husky","Tricolor"
"A860105","*Nicola","2022-08-04T13:53:00.000","2022-08-04T13:53:00.000","2021-12-23T00:00:00.000","Adoption","Foster","Dog","Spayed Female","7 months","Labrador Retriever Mix","Yellow"
"A859130","*Bootsie","2022-08-04T13:46:00.000","2022-08-04T13:46:00.000","2022-06-03T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 months","Akita Mix","Brown/White"
"A858339","*Tetra","2022-08-04T13:41:00.000","2022-08-04T13:41:00.000","2022-05-01T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair","Brown Tabby"
"A858338","*Gourami","2022-08-04T13:40:00.000","2022-08-04T13:40:00.000","2022-05-01T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair","Brown Tabby"
"A858336","*Guppy","2022-08-04T13:39:00.000","2022-08-04T13:39:00.000","2022-05-01T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair","Brown Tabby"
"A859397","*Gus","2022-08-04T13:32:00.000","2022-08-04T13:32:00.000","2022-05-04T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair Mix","White/Orange Tabby"
"A859843","*Donut","2022-08-04T13:27:00.000","2022-08-04T13:27:00.000","2022-05-01T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair Mix","Orange Tabby/White"
"A861632",,"2022-08-04T12:09:00.000","2022-08-04T12:09:00.000","2022-05-15T00:00:00.000","Transfer","Partner","Cat","Intact Female","2 months","Domestic Shorthair","Brown Tabby/White"
"A862715",,"2022-08-04T12:08:00.000","2022-08-04T12:08:00.000","2017-07-30T00:00:00.000","Transfer","Partner","Cat","Intact Male","5 years","Domestic Shorthair","Cream Tabby/White"
"A862442","Ash","2022-08-04T12:08:00.000","2022-08-04T12:08:00.000","2021-07-26T00:00:00.000","Return to Owner",,"Cat","Intact Female","1 year","Domestic Shorthair","Gray"
"A863041","A863041","2022-08-04T12:00:00.000","2022-08-04T12:00:00.000","2022-07-03T00:00:00.000","Transfer","Partner","Cat","Intact Male","4 weeks","Domestic Shorthair","Orange Tabby/White"
"A863017","A863017","2022-08-04T12:00:00.000","2022-08-04T12:00:00.000","2021-08-03T00:00:00.000","Transfer","Partner","Cat","Intact Female","1 year","Domestic Shorthair","Torbie"
"A863042","A863042","2022-08-04T12:00:00.000","2022-08-04T12:00:00.000","2022-07-03T00:00:00.000","Transfer","Partner","Cat","Intact Male","4 weeks","Domestic Shorthair","Black Tabby/White"
"A863040","A863040","2022-08-04T11:59:00.000","2022-08-04T11:59:00.000","2022-07-03T00:00:00.000","Transfer","Partner","Cat","Intact Female","4 weeks","Domestic Shorthair","Brown Tabby/Black"
"A862734",,"2022-08-04T11:54:00.000","2022-08-04T11:54:00.000","2017-07-30T00:00:00.000","Transfer","Partner","Dog","Intact Male","5 years","French Bulldog","Black Brindle/White"
"A862733",,"2022-08-04T11:42:00.000","2022-08-04T11:42:00.000","2022-03-30T00:00:00.000","Euthanasia","Suffering","Other","Unknown","4 months","Raccoon","Gray/Black"
