"incidentnumber","calendaryear","month","incdate","call_type","problem","responsearea","jurisdiction","prioritydescription","council_district","location"
"19135293","2019","Dec","2019-12-03T00:00:00.000","Fire","AUTO - Auto Fire","00-1705","AFD","2F","5","POINT (-97.787944 30.229956)"
"21025416","2021","Feb","2021-02-16T00:00:00.000","Fire","BOXL- Structure Fire","00-3501","AFD","1F","2","POINT (-97.750272 30.213499)"
"21097323","2021","Jul","2021-07-04T00:00:00.000","Fire","TRASH - Trash Fire","00-0201","AFD","3F","1","POINT (-97.727946 30.282612)"
"18086177","2018","Aug","2018-08-21T00:00:00.000","Fire","ELEC - Electrical Fire","00-2403","AFD","3F","2","POINT (-97.768137 30.187497)"
"18065180","2018","Jun","2018-06-27T00:00:00.000","Fire","BOXL- Structure Fire","00-2205","AFD","1F","3","POINT (-97.697335 30.224267)"
"19044891","2019","Apr","2019-04-30T00:00:00.000","Fire","TRASH - Trash Fire","00-3601","AFD","3F","2","POINT (-97.792974 30.168782)"
"19124289","2019","Nov","2019-11-06T00:00:00.000","Fire","AUTO - Auto Fire","00-2403","AFD","2F","2","POINT (-97.753992 30.179431)"
"18038302","2018","Apr","2018-04-18T00:00:00.000","Fire","MIDRISE - Structure Fire","00-0201","AFD","1F","9","POINT (-97.737902 30.287405)"
"21042894","2021","Mar","2021-03-06T00:00:00.000","Fire","BOX -Structure Fire","00-1101","AFD","1F","5","POINT (-97.764143 30.254957)"
"20022826","2020","Feb","2020-02-26T00:00:00.000","Fire","TRASH - Trash Fire","00-1204","AFD","3F","7","POINT (-97.729095 30.326259)"
"20078813","2020","Jul","2020-07-25T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2607","AFD","3F","1","POINT (-97.664445 30.313853)"
"19145335","2019","Dec","2019-12-27T00:00:00.000","Fire","AUTO - Auto Fire","00-3607","AFD","2F","2","POINT (-97.771743 30.190894)"
"20007821","2020","Jan","2020-01-20T00:00:00.000","Fire","TRASH - Trash Fire","00-2601","AFD","3F","1","POINT (-97.644215 30.30075)"
"19128344","2019","Nov","2019-11-15T00:00:00.000","Fire","TRASH - Trash Fire","00-3503","AFD","3F","3","POINT (-97.724938 30.21414)"
"20092239","2020","Aug","2020-08-28T00:00:00.000","Fire","BOX -Structure Fire","00-2103","AFD","1F","10","POINT (-97.765198 30.385959)"
"20014373","2020","Feb","2020-02-06T00:00:00.000","Fire","TRASH - Trash Fire","00-1705","AFD","3F","5","POINT (-97.793711 30.233064)"
"20102225","2020","Sep","2020-09-24T00:00:00.000","Fire","BOXS - Still Box Alarm","00-3104","AFD","1F","10","POINT (-97.779393 30.337658)"
"20000085","2020","Jan","2020-01-01T00:00:00.000","Fire","ELEC - Electrical Fire","00-2705","AFD","3F","8","POINT (-97.865903 30.210223)"
"20119005","2020","Nov","2020-11-07T00:00:00.000","Fire","TRASH - Trash Fire","00-2401","AFD","3F","2","POINT (-97.751083 30.186402)"
"20118459","2020","Nov","2020-11-05T00:00:00.000","Fire","ELEC - Electrical Fire","00-2903","AFD","3F","5","POINT (-97.833955 30.174724)"
"20063761","2020","Jun","2020-06-17T00:00:00.000","Fire","GRASS - Small Grass Fire","04-4801","AFD","3F","-","POINT (-97.585931 30.240474)"
"19065001","2019","Jun","2019-06-17T00:00:00.000","Fire","TRASH - Trash Fire","00-4902","AFD","3F","2","POINT (-97.782674 30.166983)"
"20015669","2020","Feb","2020-02-09T00:00:00.000","Fire","ELEC - Electrical Fire","00-1705","AFD","3F","5","POINT (-97.778807 30.230906)"
"20115399","2020","Oct","2020-10-28T00:00:00.000","Fire","TRASH - Trash Fire","00-3303","AFD","3F","10","POINT (-97.769881 30.422716)"
"21039208","2021","Feb","2021-02-26T00:00:00.000","Fire","TRASH - Trash Fire","00-1701","AFD","3F","3","POINT (-97.76852 30.223123)"
"20017485","2020","Feb","2020-02-13T00:00:00.000","Fire","AUTO - Auto Fire","00-1403","AFD","2F","9","POINT (-97.72699 30.283137)"
"20138442","2020","Dec","2020-12-26T00:00:00.000","Fire","TRASH - Trash Fire","00-4101","AFD","3F","1","POINT (-97.609586 30.351087)"
"21116867","2021","Aug","2021-08-14T00:00:00.000","Fire","ELEC - Electrical Fire","00-4302","AFD","3F","8","POINT (-97.905323 30.187891)"
"18071644","2018","Jul","2018-07-14T00:00:00.000","Fire","BOX -Structure Fire","00-0701","AFD","1F","1","POINT (-97.728449 30.264805)"
"20063089","2020","Jun","2020-06-15T00:00:00.000","Fire","ELEC - Electrical Fire","00-0504","AFD","3F","1","POINT (-97.670157 30.290082)"
"20020990","2020","Feb","2020-02-22T00:00:00.000","Fire","TRASH - Trash Fire","00-1703","AFD","3F","5","POINT (-97.785845 30.228732)"
"19058400","2019","Jun","2019-06-01T00:00:00.000","Fire","BOXL- Structure Fire","00-2005","AFD","1F","2","POINT (-97.789763 30.197935)"
"21014857","2021","Feb","2021-02-04T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2601","AFD","3F","1","POINT (-97.631402 30.293282)"
"21001525","2021","Jan","2021-01-04T00:00:00.000","Fire","TRASH - Trash Fire","00-2502","AFD","3F","10","POINT (-97.745152 30.407899)"
"18043491","2018","May","2018-05-02T00:00:00.000","Fire","ELEC - Electrical Fire","00-1905","AFD","3F","10","POINT (-97.756735 30.32293)"
"20056536","2020","May","2020-05-30T00:00:00.000","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","POINT (-97.756624 30.219635)"
"20138590","2020","Dec","2020-12-26T00:00:00.000","Fire","TRASH - Trash Fire","00-1803","AFD","3F","1","POINT (-97.690833 30.320853)"
"21166423","2021","Nov","2021-11-25T00:00:00.000","Fire","BOXS - Still Box Alarm","00-4101","AFD","1F","1","POINT (-97.613753 30.355185)"
"19015543","2019","Feb","2019-02-12T00:00:00.000","Fire","DUMP - Dumpster Fire","00-0102","AFD","3F","9","POINT (-97.745132 30.265673)"
"19112674","2019","Oct","2019-10-09T00:00:00.000","Fire","TRASH - Trash Fire","00-1802","AFD","3F","1","POINT (-97.678226 30.307852)"
"20062070","2020","Jun","2020-06-13T00:00:00.000","Fire","ELEC - Electrical Fire","00-3808","AFD","3F","6","POINT (-97.787489 30.449701)"
"21041906","2021","Mar","2021-03-04T00:00:00.000","Fire","TRASH - Trash Fire","00-2002","AFD","3F","5","POINT (-97.807545 30.200059)"
"20026593","2020","Mar","2020-03-06T00:00:00.000","Fire","TRASH - Trash Fire","00-1712","AFD","3F","5","POINT (-97.795623 30.234282)"
"20014852","2020","Feb","2020-02-07T00:00:00.000","Fire","FIRE - Fire Standby","00-2301","AFD","8G","4","POINT (-97.673972 30.356675)"
"19061975","2019","Jun","2019-06-09T00:00:00.000","Fire","ELEC - Electrical Fire","00-3001","AFD","3F","4","POINT (-97.692219 30.379434)"
"18071690","2018","Jul","2018-07-14T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2206","AFD","3F","3","POINT (-97.693662 30.2202)"
"21116947","2021","Aug","2021-08-14T00:00:00.000","Fire","DUMP - Dumpster Fire","00-2501","AFD","3F","10","POINT (-97.76483 30.431475)"
"19057193","2019","May","2019-05-30T00:00:00.000","Fire","ELEC - Electrical Fire","00-2504","AFD","3F","10","POINT (-97.747855 30.411233)"
"21057689","2021","Apr","2021-04-10T00:00:00.000","Fire","ELEC - Electrical Fire","00-1205","AFD","3F","9","POINT (-97.732353 30.315014)"
"18023947","2018","Mar","2018-03-08T00:00:00.000","Fire","BRUSH - Brush Fire","00-1103","AFD","1F","5","POINT (-97.795271 30.249814)"
"21138402","2021","Sep","2021-09-25T00:00:00.000","Fire","TRASH - Trash Fire","00-5106","AFD","3F","5","POINT (-97.799899 30.235555)"
"21045186","2021","Mar","2021-03-11T00:00:00.000","Fire","GRASS - Small Grass Fire","00-0701","AFD","3F","3","POINT (-97.729093 30.257598)"
"19048991","2019","May","2019-05-08T00:00:00.000","Fire","TRASH - Trash Fire","00-3606","AFD","3F","2","POINT (-97.790515 30.188677)"
"21129752","2021","Sep","2021-09-08T00:00:00.000","Fire","TRASH - Trash Fire","00-2205","AFD","3F","3","POINT (-97.684235 30.23263)"
"21095291","2021","Jun","2021-06-30T00:00:00.000","Fire","AUTO - Auto Fire","00-4907","AFD","2F","5","POINT (-97.81054 30.104562)"
"19137649","2019","Dec","2019-12-08T00:00:00.000","Fire","ELEC - Electrical Fire","00-1801","AFD","3F","1","POINT (-97.677766 30.32114)"
"20070726","2020","Jul","2020-07-04T00:00:00.000","Fire","DUMP - Dumpster Fire","00-2305","AFD","3F","4","POINT (-97.71032 30.349698)"
"18104437","2018","Oct","2018-10-09T00:00:00.000","Fire","ELEC - Electrical Fire","00-3102","AFD","3F","10","POINT (-97.789436 30.37648)"
"21121464","2021","Aug","2021-08-22T00:00:00.000","Fire","AUTO - Auto Fire","00-1601","AFD","2F","7","POINT (-97.714737 30.348482)"
"18119856","2018","Nov","2018-11-18T00:00:00.000","Fire","ELEC - Electrical Fire","00-2804","AFD","3F","7","POINT (-97.714032 30.403962)"
"21054017","2021","Apr","2021-04-02T00:00:00.000","Fire","BOX -Structure Fire","00-3001","AFD","1F","4","POINT (-97.706817 30.391639)"
"20001791","2020","Jan","2020-01-05T00:00:00.000","Fire","TRASH - Trash Fire","00-4902","AFD","3F","5","POINT (-97.785409 30.165971)"
"19078180","2019","Jul","2019-07-19T00:00:00.000","Fire","DUMP - Dumpster Fire","00-2705","AFD","3F","8","POINT (-97.875369 30.200335)"
"18072562","2018","Jul","2018-07-16T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2805","AFD","3F","7","POINT (-97.721073 30.40252)"
"19110460","2019","Oct","2019-10-04T00:00:00.000","Fire","GRASS - Small Grass Fire","00-1803","AFD","3F","1","POINT (-97.702626 30.318699)"
"19126130","2019","Nov","2019-11-10T00:00:00.000","Fire","BOXMID -MIDRISE Structure Fire","00-2202","AFD","1F","9","POINT (-97.731098 30.245599)"
"20034942","2020","Mar","2020-03-28T00:00:00.000","Fire","TRASH - Trash Fire","00-1712","AFD","3F","5","POINT (-97.801064 30.22594)"
"20108668","2020","Oct","2020-10-11T00:00:00.000","Fire","BOXL- Structure Fire","00-0401","AFD","1F","9","POINT (-97.755151 30.267338)"
"18007551","2018","Jan","2018-01-19T00:00:00.000","Fire","BOX -Structure Fire","00-1601","AFD","1F","7","POINT (-97.721511 30.337684)"
"19071617","2019","Jul","2019-07-03T00:00:00.000","Fire","BOX -Structure Fire","00-2703","AFD","1F","8","POINT (-97.829286 30.254828)"
"20012309","2020","Feb","2020-02-01T00:00:00.000","Fire","BOX -Structure Fire","00-1406","AFD","1F","9","POINT (-97.715573 30.309183)"
"19019627","2019","Feb","2019-02-23T00:00:00.000","Fire","GRASS - Small Grass Fire","00-27SV","AFD","3F","-","POINT (-97.81992 30.230296)"
"21039627","2021","Feb","2021-02-27T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2401","AFD","3F","2","POINT (-97.7469 30.179672)"
"18101014","2018","Sep","2018-09-30T00:00:00.000","Fire","TRASH - Trash Fire","00-3504","AFD","3F","2","POINT (-97.696662 30.197615)"
"18130136","2018","Dec","2018-12-16T00:00:00.000","Fire","TRASH - Trash Fire","04-4801","AFD","3F","-","POINT (-97.583365 30.24485)"
"19073271","2019","Jul","2019-07-07T00:00:00.000","Fire","AUTO - Auto Fire","00-4107","AFD","2F","1","POINT (-97.585282 30.329289)"
"20071602","2020","Jul","2020-07-06T00:00:00.000","Fire","GRASS - Small Grass Fire","00-1712","AFD","3F","5","POINT (-97.800633 30.224026)"
"18129878","2018","Dec","2018-12-15T00:00:00.000","Fire","AUTO - Auto Fire","00-3504","AFD","2F","2","POINT (-97.687695 30.211951)"
"19072674","2019","Jul","2019-07-05T00:00:00.000","Fire","TRASH - Trash Fire","00-0203","AFD","3F","1","POINT (-97.73036 30.276239)"
"21051090","2021","Mar","2021-03-26T00:00:00.000","Fire","BOXS - Still Box Alarm","00-0603","AFD","1F","9","POINT (-97.751562 30.244434)"
"19062876","2019","Jun","2019-06-11T00:00:00.000","Fire","AUTO - Auto Fire","00-3801","AFD","2F","6","POINT (-97.790142 30.447373)"
"21007321","2021","Jan","2021-01-17T00:00:00.000","Fire","BOXS - Still Box Alarm","00-2305","AFD","1F","4","POINT (-97.695634 30.346795)"
"18052731","2018","May","2018-05-26T00:00:00.000","Fire","BOX -Structure Fire","00-0101","AFD","1F","-","POINT (-97.731122 30.265662)"
"18040765","2018","Apr","2018-04-25T00:00:00.000","Fire","DUMP - Dumpster Fire","00-0303","AFD","3F","9","POINT (-97.736435 30.294912)"
"21004965","2021","Jan","2021-01-12T00:00:00.000","Fire","TRASH - Trash Fire","00-2202","AFD","3F","3","POINT (-97.722846 30.234103)"
"21122204","2021","Aug","2021-08-24T00:00:00.000","Fire","TRASH - Trash Fire","00-2302","AFD","3F","-","POINT (-97.677475 30.345813)"
"20136941","2020","Dec","2020-12-22T00:00:00.000","Fire","TRASH - Trash Fire","00-4301","AFD","3F","8","POINT (-97.888936 30.172679)"
"20001883","2020","Jan","2020-01-05T00:00:00.000","Fire","AUTO - Auto Fire","00-1706","AFD","2F","3","POINT (-97.763951 30.235273)"
"21157758","2021","Nov","2021-11-06T00:00:00.000","Fire","TRASH - Trash Fire","00-2204","AFD","3F","3","POINT (-97.720396 30.232393)"
"18038383","2018","Apr","2018-04-18T00:00:00.000","Fire","TRASH - Trash Fire","00-0701","AFD","3F","3","POINT (-97.726861 30.252669)"
"21043039","2021","Mar","2021-03-06T00:00:00.000","Fire","BOXS - Still Box Alarm","00-3002","AFD","1F","7","POINT (-97.70058 30.397416)"
"18127031","2018","Dec","2018-12-08T00:00:00.000","Fire","BOX -Structure Fire","00-1801","AFD","1F","1","POINT (-97.669577 30.317311)"
"20106484","2020","Oct","2020-10-05T00:00:00.000","Fire","TRASH - Trash Fire","00-0603","AFD","3F","-","POINT (-97.759622 30.242111)"
"18044297","2018","May","2018-05-04T00:00:00.000","Fire","ELEC - Electrical Fire","00-2502","AFD","3F","6","POINT (-97.744903 30.412955)"
"20003094","2020","Jan","2020-01-08T00:00:00.000","Fire","TRASH - Trash Fire","00-0804","AFD","3F","7","POINT (-97.723002 30.363652)"
"21057139","2021","Apr","2021-04-09T00:00:00.000","Fire","BOX -Structure Fire","00-2901","AFD","1F","8","POINT (-97.856887 30.198542)"
"21062613","2021","Apr","2021-04-21T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3601","AFD","3F","2","POINT (-97.788406 30.168644)"
"18021468","2018","Mar","2018-03-01T00:00:00.000","Fire","BOX -Structure Fire","00-2805","AFD","1F","7","POINT (-97.722008 30.395833)"
"20057347","2020","Jun","2020-06-01T00:00:00.000","Fire","TRASH - Trash Fire","00-3507","AFD","3F","2","POINT (-97.724067 30.198251)"
"18023287","2018","Mar","2018-03-06T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3106","AFD","3F","10","POINT (-97.810054 30.320103)"
"19095430","2019","Aug","2019-08-29T00:00:00.000","Fire","BOXL- Structure Fire","00-1705","AFD","1F","5","POINT (-97.79259 30.23626)"
"18026500","2018","Mar","2018-03-15T00:00:00.000","Fire","GRASS - Small Grass Fire","00-1705","AFD","3F","5","POINT (-97.791557 30.236869)"
"21168239","2021","Nov","2021-11-29T00:00:00.000","Fire","AUTO - Auto Fire","00-2202","AFD","2F","3","POINT (-97.731545 30.229971)"
"21085146","2021","Jun","2021-06-09T00:00:00.000","Fire","AUTO - Auto Fire","00-0801","AFD","2F","4","POINT (-97.717753 30.373086)"
"18028820","2018","Mar","2018-03-22T00:00:00.000","Fire","BOX -Structure Fire","04-2605","AFD","1F","-","POINT (-97.632978 30.257983)"
"21165202","2021","Nov","2021-11-22T00:00:00.000","Fire","TRASH - Trash Fire","00-0803","AFD","3F","4","POINT (-97.700108 30.357647)"
"21085452","2021","Jun","2021-06-09T00:00:00.000","Fire","AUTO - Auto Fire","00-0302","AFD","2F","9","POINT (-97.743067 30.305171)"
"19127637","2019","Nov","2019-11-14T00:00:00.000","Fire","TRASH - Trash Fire","00-4902","AFD","3F","5","POINT (-97.785529 30.165673)"
"21005842","2021","Jan","2021-01-14T00:00:00.000","Fire","BOXS - Still Box Alarm","00-0902","AFD","1F","9","POINT (-97.719203 30.305507)"
"19096422","2019","Sep","2019-09-01T00:00:00.000","Fire","ELEC - Electrical Fire","00-2801","AFD","3F","7","POINT (-97.687611 30.417152)"
"21161203","2021","Nov","2021-11-13T00:00:00.000","Fire","ELEC - Electrical Fire","00-2804","AFD","3F","7","POINT (-97.714032 30.403962)"
"19038155","2019","Apr","2019-04-12T00:00:00.000","Fire","TRASH - Trash Fire","00-4004","AFD","3F","1","POINT (-97.663743 30.388359)"
"20087503","2020","Aug","2020-08-17T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3607","AFD","3F","2","POINT (-97.777697 30.195715)"
"20117254","2020","Nov","2020-11-02T00:00:00.000","Fire","BOX -Structure Fire","00-2606","AFD","1F","1","POINT (-97.646092 30.280135)"
"21138689","2021","Sep","2021-09-25T00:00:00.000","Fire","BOX -Structure Fire","00-3802","AFD","1F","6","POINT (-97.811672 30.453838)"
"20000073","2020","Jan","2020-01-01T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3504","AFD","3F","2","POINT (-97.692617 30.197178)"
"20105209","2020","Oct","2020-10-01T00:00:00.000","Fire","BOX -Structure Fire","00-3001","AFD","1F","4","POINT (-97.706564 30.380181)"
"20098457","2020","Sep","2020-09-14T00:00:00.000","Fire","TRASH - Trash Fire","00-1503","AFD","3F","3","POINT (-97.692081 30.247644)"
"20131037","2020","Dec","2020-12-08T00:00:00.000","Fire","TRASH - Trash Fire","00-0604","AFD","3F","9","POINT (-97.756884 30.26056)"
"21016411","2021","Feb","2021-02-08T00:00:00.000","Fire","TRASH - Trash Fire","00-2205","AFD","3F","3","POINT (-97.694959 30.227868)"
"19143107","2019","Dec","2019-12-21T00:00:00.000","Fire","AUTO - Auto Fire","00-2609","AFD","2F","1","POINT (-97.601912 30.276476)"
"18050584","2018","May","2018-05-20T00:00:00.000","Fire","ELEC - Electrical Fire","00-2305","AFD","3F","4","POINT (-97.702239 30.343831)"
"20063650","2020","Jun","2020-06-17T00:00:00.000","Fire","BOXS - Still Box Alarm","00-1801","AFD","1F","1","POINT (-97.684116 30.313088)"
"21150014","2021","Oct","2021-10-21T00:00:00.000","Fire","AUTO - Auto Fire","00-2502","AFD","2F","10","POINT (-97.747131 30.40276)"
"18057809","2018","Jun","2018-06-08T00:00:00.000","Fire","TRASH - Trash Fire","00-2503","AFD","3F","10","POINT (-97.747013 30.402705)"
"20051665","2020","May","2020-05-16T00:00:00.000","Fire","TRASH - Trash Fire","00-3003","AFD","3F","7","POINT (-97.681274 30.387701)"
"18113479","2018","Nov","2018-11-01T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-2403","AFD","4F","2","POINT (-97.765136 30.192685)"
"18000014","2018","Jan","2018-01-01T00:00:00.000","Fire","TRASH - Trash Fire","00-2205","AFD","3F","3","POINT (-97.696342 30.226335)"
"21179117","2021","Dec","2021-12-23T00:00:00.000","Fire","BOXL- Structure Fire","00-2601","AFD","1F","1","POINT (-97.626021 30.294255)"
"21142377","2021","Oct","2021-10-03T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-4004","AFD","4F","1","POINT (-97.65421 30.379306)"
"21043820","2021","Mar","2021-03-08T00:00:00.000","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","POINT (-97.74204 30.2701)"
"21143211","2021","Oct","2021-10-05T00:00:00.000","Fire","GRASS - Small Grass Fire","00-5102","AFD","3F","8","POINT (-97.823603 30.237743)"
"20130637","2020","Dec","2020-12-07T00:00:00.000","Fire","TRASH - Trash Fire","00-2501","AFD","3F","6","POINT (-97.746443 30.419103)"
"21116140","2021","Aug","2021-08-12T00:00:00.000","Fire","BOX -Structure Fire","00-3005","AFD","1F","4","POINT (-97.686052 30.365169)"
"20074328","2020","Jul","2020-07-13T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3901","AFD","3F","-","POINT (-97.845468 30.394537)"
"18094800","2018","Sep","2018-09-13T00:00:00.000","Fire","TRASH - Trash Fire","00-0101","AFD","3F","9","POINT (-97.737642 30.257237)"
"19067178","2019","Jun","2019-06-22T00:00:00.000","Fire","ELEC - Electrical Fire","00-1701","AFD","3F","3","POINT (-97.765541 30.220323)"
"19054846","2019","May","2019-05-23T00:00:00.000","Fire","AUTO - Auto Fire","00-3604","AFD","2F","5","POINT (-97.791208 30.154782)"
"20064601","2020","Jun","2020-06-19T00:00:00.000","Fire","TRASH - Trash Fire","04-2604","AFD","3F","-","POINT (-97.619179 30.265969)"
"19077629","2019","Jul","2019-07-18T00:00:00.000","Fire","ELEC - Electrical Fire","00-3303","AFD","3F","10","POINT (-97.762046 30.411282)"
"19116001","2019","Oct","2019-10-17T00:00:00.000","Fire","TRASH - Trash Fire","00-2001","AFD","3F","5","POINT (-97.806909 30.20292)"
"19094118","2019","Aug","2019-08-26T00:00:00.000","Fire","BOX -Structure Fire","00-0701","AFD","1F","3","POINT (-97.728877 30.258592)"
"20045808","2020","Apr","2020-04-30T00:00:00.000","Fire","GRASS - Small Grass Fire","00-4001","AFD","3F","7","POINT (-97.674291 30.408432)"
"21161092","2021","Nov","2021-11-13T00:00:00.000","Fire","AUTO - Auto Fire","00-3005","AFD","2F","4","POINT (-97.693819 30.368722)"
"20055034","2020","May","2020-05-25T00:00:00.000","Fire","TRASH - Trash Fire","00-1702","AFD","3F","3","POINT (-97.771308 30.217529)"
"20081719","2020","Aug","2020-08-02T00:00:00.000","Fire","TRASH - Trash Fire","00-1803","AFD","3F","9","POINT (-97.698938 30.303833)"
"21074207","2021","May","2021-05-17T00:00:00.000","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","POINT (-97.74958 30.264796)"
"19115494","2019","Oct","2019-10-16T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2402","AFD","3F","2","POINT (-97.731155 30.191283)"
"20066605","2020","Jun","2020-06-24T00:00:00.000","Fire","ELEC - Electrical Fire","00-1601","AFD","3F","7","POINT (-97.728962 30.355234)"
"19036644","2019","Apr","2019-04-08T00:00:00.000","Fire","BOXMID -MIDRISE Structure Fire","00-0807","AFD","1F","7","POINT (-97.738406 30.390694)"
"19140016","2019","Dec","2019-12-14T00:00:00.000","Fire","AUTO - Auto Fire","00-3604","AFD","2F","5","POINT (-97.785246 30.166531)"
"20074492","2020","Jul","2020-07-14T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2303","AFD","3F","1","POINT (-97.68065 30.330344)"
"20053084","2020","May","2020-05-20T00:00:00.000","Fire","ELEC - Electrical Fire","00-0101","AFD","3F","9","POINT (-97.741268 30.261857)"
"20046049","2020","May","2020-05-01T00:00:00.000","Fire","GRASS - Small Grass Fire","04-3803","AFD","3F","6","POINT (-97.800474 30.419785)"
"18006012","2018","Jan","2018-01-16T00:00:00.000","Fire","BRUSH - Brush Fire","04-2304","AFD","1F","-","POINT (-97.669168 30.35157)"
"20129388","2020","Dec","2020-12-03T00:00:00.000","Fire","TRASH - Trash Fire","00-0807","AFD","3F","7","POINT (-97.744303 30.389763)"
"21042843","2021","Mar","2021-03-06T00:00:00.000","Fire","AUTO - Auto Fire","00-2305","AFD","2F","4","POINT (-97.703055 30.349719)"
"18025324","2018","Mar","2018-03-12T00:00:00.000","Fire","ELEC - Electrical Fire","00-0102","AFD","3F","9","POINT (-97.742437 30.264856)"
"18120870","2018","Nov","2018-11-21T00:00:00.000","Fire","FIRE - Fire Standby","00-0401","AFD","4F","9","POINT (-97.76271 30.282622)"
"18128080","2018","Dec","2018-12-11T00:00:00.000","Fire","BOX -Structure Fire","00-2301","AFD","1F","1","POINT (-97.669013 30.373768)"
"19141341","2019","Dec","2019-12-17T00:00:00.000","Fire","ELEC - Electrical Fire","00-2903","AFD","3F","5","POINT (-97.839139 30.181484)"
"18029284","2018","Mar","2018-03-23T00:00:00.000","Fire","TRASH - Trash Fire","00-2304","AFD","3F","4","POINT (-97.692509 30.338413)"
"18058756","2018","Jun","2018-06-10T00:00:00.000","Fire","BOX -Structure Fire","00-2306","AFD","1F","4","POINT (-97.691951 30.352645)"
"21004919","2021","Jan","2021-01-12T00:00:00.000","Fire","TRASH - Trash Fire","00-0101","AFD","3F","3","POINT (-97.734205 30.265629)"
"19096624","2019","Sep","2019-09-01T00:00:00.000","Fire","DUMP - Dumpster Fire","00-3404","AFD","3F","6","POINT (-97.789462 30.481689)"
"20046693","2020","May","2020-05-03T00:00:00.000","Fire","TRASH - Trash Fire","00-2901","AFD","3F","8","POINT (-97.846664 30.209991)"
"20018847","2020","Feb","2020-02-16T00:00:00.000","Fire","TRASH - Trash Fire","00-1804","AFD","3F","1","POINT (-97.705735 30.321798)"
"20135117","2020","Dec","2020-12-18T00:00:00.000","Fire","BOX -Structure Fire","00-2403","AFD","1F","2","POINT (-97.763957 30.197856)"
"20066512","2020","Jun","2020-06-24T00:00:00.000","Fire","AUTO - Auto Fire","00-1705","AFD","2F","5","POINT (-97.78756 30.229769)"
"19022545","2019","Mar","2019-03-03T00:00:00.000","Fire","ELEC - Electrical Fire","00-2305","AFD","3F","4","POINT (-97.70765 30.34579)"
"19104131","2019","Sep","2019-09-19T00:00:00.000","Fire","BOX -Structure Fire","00-2206","AFD","1F","3","POINT (-97.702592 30.214932)"
"19052358","2019","May","2019-05-17T00:00:00.000","Fire","TRASH - Trash Fire","00-2005","AFD","3F","2","POINT (-97.786128 30.196384)"
"21153368","2021","Oct","2021-10-28T00:00:00.000","Fire","AUTO - Auto Fire","00-4001","AFD","2F","7","POINT (-97.651433 30.389071)"
"20018621","2020","Feb","2020-02-16T00:00:00.000","Fire","ELEC - Electrical Fire","00-1712","AFD","3F","5","POINT (-97.794924 30.231849)"
"20105129","2020","Oct","2020-10-01T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3901","AFD","3F","6","POINT (-97.853978 30.403779)"
"20084515","2020","Aug","2020-08-09T00:00:00.000","Fire","TRASH - Trash Fire","00-1801","AFD","3F","1","POINT (-97.66501 30.313077)"
"19090707","2019","Aug","2019-08-18T00:00:00.000","Fire","TRASH - Trash Fire","00-2403","AFD","3F","2","POINT (-97.764503 30.181744)"
"20028044","2020","Mar","2020-03-10T00:00:00.000","Fire","TRASH - Trash Fire","00-3501","AFD","3F","2","POINT (-97.750567 30.2155)"
"18026901","2018","Mar","2018-03-16T00:00:00.000","Fire","ELEC - Electrical Fire","00-3701","AFD","3F","8","POINT (-97.884961 30.253827)"
"20060201","2020","Jun","2020-06-08T00:00:00.000","Fire","TRASH - Trash Fire","00-3001","AFD","3F","4","POINT (-97.694463 30.367567)"
"21047516","2021","Mar","2021-03-17T00:00:00.000","Fire","GRASS - Small Grass Fire","04-4802","AFD","3F","-","POINT (-97.634822 30.219578)"
"21148839","2021","Oct","2021-10-18T00:00:00.000","Fire","BOXL- Structure Fire","00-0901","AFD","1F","9","POINT (-97.729095 30.307577)"
"20140538","2020","Dec","2020-12-31T00:00:00.000","Fire","TRASH - Trash Fire","00-2001","AFD","3F","5","POINT (-97.805751 30.206974)"
"21075134","2021","May","2021-05-19T00:00:00.000","Fire","TRASH - Trash Fire","00-2002","AFD","3F","5","POINT (-97.807338 30.199964)"
"20004119","2020","Jan","2020-01-11T00:00:00.000","Fire","TRASH - Trash Fire","00-2401","AFD","3F","2","POINT (-97.759766 30.195251)"
"20062956","2020","Jun","2020-06-15T00:00:00.000","Fire","BOXS - Still Box Alarm","00-4002","AFD","1F","1","POINT (-97.618791 30.390839)"
"20012190","2020","Jan","2020-01-31T00:00:00.000","Fire","BOXHI - HIRISE Structure Fire","00-3304","AFD","1F","10","POINT (-97.749606 30.388656)"
