"incidentnumber","calendaryear","month","incdate","call_type","problem","responsearea","jurisdiction","prioritydescription","council_district","location"
"19096518","2019","Sep","2019-09-01T00:00:00.000","Fire","GRASS - Small Grass Fire","04-4802","AFD","3F","-","POINT (-97.605064 30.253944)"
"21178418","2021","Dec","2021-12-22T00:00:00.000","Fire","TRASH - Trash Fire","00-3005","AFD","3F","4","POINT (-97.686333 30.371261)"
"18135531","2018","Dec","2018-12-31T00:00:00.000","Fire","ELEC - Electrical Fire","00-3102","AFD","3F","10","POINT (-97.786678 30.374636)"
"19038702","2019","Apr","2019-04-13T00:00:00.000","Fire","BOXL- Structure Fire","00-2601","AFD","1F","1","POINT (-97.631069 30.293779)"
"18045935","2018","May","2018-05-09T00:00:00.000","Fire","TRASH - Trash Fire","00-4201","AFD","3F","2","POINT (-97.641296 30.205782)"
"19033263","2019","Mar","2019-03-31T00:00:00.000","Fire","TRASH - Trash Fire","00-3606","AFD","3F","2","POINT (-97.787848 30.197108)"
"21006449","2021","Jan","2021-01-15T00:00:00.000","Fire","TRASH - Trash Fire","00-0202","AFD","3F","9","POINT (-97.749975 30.276655)"
"18027081","2018","Mar","2018-03-17T00:00:00.000","Fire","BOXL- Structure Fire","00-0604","AFD","1F","9","POINT (-97.747357 30.25886)"
"18132656","2018","Dec","2018-12-23T00:00:00.000","Fire","BOX -Structure Fire","00-0701","AFD","1F","3","POINT (-97.728983 30.252345)"
"21180041","2021","Dec","2021-12-25T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2801","AFD","3F","7","POINT (-97.696452 30.43858)"
"20023993","2020","Feb","2020-02-29T00:00:00.000","Fire","BOXL- Structure Fire","00-2601","AFD","1F","1","POINT (-97.626021 30.294255)"
"21011174","2021","Jan","2021-01-27T00:00:00.000","Fire","TRASH - Trash Fire","00-1803","AFD","3F","4","POINT (-97.704955 30.313097)"
"21022091","2021","Feb","2021-02-15T00:00:00.000","Fire","ELEC - Electrical Fire","00-3906","AFD","3F","6","POINT (-97.843922 30.42516)"
"20042776","2020","Apr","2020-04-21T00:00:00.000","Fire","BOX -Structure Fire","00-2202","AFD","1F","3","POINT (-97.722397 30.239106)"
"18003454","2018","Jan","2018-01-09T00:00:00.000","Fire","TRASH - Trash Fire","04-2609","AFD","3F","-","POINT (-97.615473 30.271791)"
"19083419","2019","Aug","2019-08-01T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3004","AFD","3F","1","POINT (-97.674102 30.379794)"
"19009712","2019","Jan","2019-01-27T00:00:00.000","Fire","TRASH - Trash Fire","00-2903","AFD","3F","5","POINT (-97.820377 30.179501)"
"20022882","2020","Feb","2020-02-26T00:00:00.000","Fire","BOXL- Structure Fire","00-2303","AFD","1F","1","POINT (-97.677578 30.328919)"
"20136384","2020","Dec","2020-12-21T00:00:00.000","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","POINT (-97.75077 30.225202)"
"20072227","2020","Jul","2020-07-08T00:00:00.000","Fire","BOX -Structure Fire","00-4901","AFD","1F","5","POINT (-97.800396 30.137919)"
"19039167","2019","Apr","2019-04-15T00:00:00.000","Fire","BOXL- Structure Fire","00-1801","AFD","1F","1","POINT (-97.680636 30.322741)"
"21159918","2021","Nov","2021-11-11T00:00:00.000","Fire","TRASH - Trash Fire","00-1708","AFD","3F","3","POINT (-97.764825 30.221368)"
"19003029","2019","Jan","2019-01-08T00:00:00.000","Fire","ELEC - Electrical Fire","00-2305","AFD","3F","4","POINT (-97.699623 30.353419)"
"20044786","2020","Apr","2020-04-27T00:00:00.000","Fire","BOXS - Still Box Alarm","00-1401","AFD","1F","9","POINT (-97.702018 30.302893)"
"21080251","2021","May","2021-05-29T00:00:00.000","Fire","AUTO - Auto Fire","00-0806","AFD","2F","7","POINT (-97.726672 30.373408)"
"21006887","2021","Jan","2021-01-16T00:00:00.000","Fire","ELEC - Electrical Fire","00-1203","AFD","3F","7","POINT (-97.739462 30.336927)"
"19140632","2019","Dec","2019-12-15T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-3604","AFD","4F","5","POINT (-97.80142 30.168564)"
"20016434","2020","Feb","2020-02-10T00:00:00.000","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","POINT (-97.740375 30.267395)"
"19003719","2019","Jan","2019-01-10T00:00:00.000","Fire","AUTO - Auto Fire","00-0901","AFD","2F","9","POINT (-97.726779 30.297252)"
"21118392","2021","Aug","2021-08-16T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-2301","AFD","4F","4","POINT (-97.678159 30.357614)"
"21046340","2021","Mar","2021-03-14T00:00:00.000","Fire","AUTO - Auto Fire","00-0601","AFD","2F","9","POINT (-97.735759 30.248028)"
"20070641","2020","Jul","2020-07-04T00:00:00.000","Fire","DUMP - Dumpster Fire","00-0501","AFD","3F","1","POINT (-97.672181 30.278472)"
"19083757","2019","Aug","2019-08-02T00:00:00.000","Fire","BOXHI - HIRISE Structure Fire","00-0101","AFD","1F","9","POINT (-97.739237 30.257594)"
"21169150","2021","Dec","2021-12-01T00:00:00.000","Fire","TRASH - Trash Fire","00-1804","AFD","3F","4","POINT (-97.697518 30.335658)"
"21046529","2021","Mar","2021-03-15T00:00:00.000","Fire","TRASH - Trash Fire","00-3601","AFD","3F","2","POINT (-97.785333 30.172778)"
"21086932","2021","Jun","2021-06-12T00:00:00.000","Fire","BOX -Structure Fire","00-3502","AFD","1F","3","POINT (-97.728512 30.226272)"
"18000094","2018","Jan","2018-01-01T00:00:00.000","Fire","TRASH - Trash Fire","00-1205","AFD","3F","9","POINT (-97.732353 30.315014)"
"18077716","2018","Jul","2018-07-29T00:00:00.000","Fire","MIDRISE - Structure Fire","00-0702","AFD","1F","3","POINT (-97.716722 30.259667)"
"18056393","2018","Jun","2018-06-04T00:00:00.000","Fire","BOX -Structure Fire","00-1501","AFD","1F","3","POINT (-97.6858 30.258726)"
"19092414","2019","Aug","2019-08-22T00:00:00.000","Fire","TRASH - Trash Fire","00-2904","AFD","3F","5","POINT (-97.826068 30.172724)"
"19024570","2019","Mar","2019-03-08T00:00:00.000","Fire","BOX -Structure Fire","00-1601","AFD","1F","7","POINT (-97.733823 30.349004)"
"20106300","2020","Oct","2020-10-04T00:00:00.000","Fire","DUMP - Dumpster Fire","00-0202","AFD","3F","9","POINT (-97.741792 30.281493)"
"21129177","2021","Sep","2021-09-06T00:00:00.000","Fire","DUMP - Dumpster Fire","00-1802","AFD","3F","1","POINT (-97.669611 30.307529)"
"21108088","2021","Jul","2021-07-27T00:00:00.000","Fire","GRASS - Small Grass Fire","00-5001","AFD","3F","2","POINT (-97.665291 30.170964)"
"21068817","2021","May","2021-05-05T00:00:00.000","Fire","ELEC - Electrical Fire","00-1504","AFD","3F","1","POINT (-97.710707 30.268009)"
"21019643","2021","Feb","2021-02-14T00:00:00.000","Fire","TRASH - Trash Fire","00-2402","AFD","3F","2","POINT (-97.74669 30.196521)"
"21055458","2021","Apr","2021-04-05T00:00:00.000","Fire","TRASH - Trash Fire","00-2204","AFD","3F","3","POINT (-97.706809 30.226584)"
"20105215","2020","Oct","2020-10-01T00:00:00.000","Fire","TRASH - Trash Fire","00-2503","AFD","3F","10","POINT (-97.746285 30.400535)"
"20123510","2020","Nov","2020-11-18T00:00:00.000","Fire","ELEC - Electrical Fire","00-1708","AFD","3F","3","POINT (-97.758928 30.21547)"
"19091694","2019","Aug","2019-08-21T00:00:00.000","Fire","TRASH - Trash Fire","00-0301","AFD","3F","9","POINT (-97.732737 30.290252)"
"21031118","2021","Feb","2021-02-18T00:00:00.000","Fire","BOXL- Structure Fire","00-0701","AFD","1F","3","POINT (-97.720002 30.262056)"
"21165423","2021","Nov","2021-11-23T00:00:00.000","Fire","TRASH - Trash Fire","00-0701","AFD","3F","1","POINT (-97.714175 30.273167)"
"21153066","2021","Oct","2021-10-27T00:00:00.000","Fire","TRASH - Trash Fire","00-2304","AFD","3F","4","POINT (-97.694527 30.336698)"
"21139183","2021","Sep","2021-09-26T00:00:00.000","Fire","AUTO - Auto Fire","00-1404","AFD","2F","9","POINT (-97.718133 30.296828)"
"20129541","2020","Dec","2020-12-04T00:00:00.000","Fire","ELEC - Electrical Fire","00-1903","AFD","3F","10","POINT (-97.752731 30.345428)"
"21065267","2021","Apr","2021-04-27T00:00:00.000","Fire","AUTO - Auto Fire","00-3601","AFD","2F","2","POINT (-97.778996 30.178059)"
"21164080","2021","Nov","2021-11-20T00:00:00.000","Fire","AUTO - Auto Fire","00-1803","AFD","2F","4","POINT (-97.708456 30.310333)"
"19121649","2019","Oct","2019-10-31T00:00:00.000","Fire","ELEC - Electrical Fire","00-4002","AFD","3F","1","POINT (-97.648592 30.387004)"
"21055668","2021","Apr","2021-04-06T00:00:00.000","Fire","TRASH - Trash Fire","00-1504","AFD","3F","1","POINT (-97.706432 30.274869)"
"18095847","2018","Sep","2018-09-16T00:00:00.000","Fire","TRASH - Trash Fire","00-2608","AFD","3F","1","POINT (-97.65379 30.31581)"
"18075579","2018","Jul","2018-07-24T00:00:00.000","Fire","TRASH - Trash Fire","00-4610","AFD","3F","8","POINT (-97.849785 30.145719)"
"20064185","2020","Jun","2020-06-18T00:00:00.000","Fire","TRASH - Trash Fire","00-1503","AFD","3F","3","POINT (-97.698265 30.252195)"
"21115676","2021","Aug","2021-08-11T00:00:00.000","Fire","AUTO - Auto Fire","00-3209","AFD","2F","8","POINT (-97.828285 30.29084)"
"21006568","2021","Jan","2021-01-16T00:00:00.000","Fire","TRASH - Trash Fire","00-0803","AFD","3F","4","POINT (-97.714872 30.355056)"
"21111815","2021","Aug","2021-08-03T00:00:00.000","Fire","BOXS - Still Box Alarm","00-3403","AFD","1F","6","POINT (-97.80095 30.476249)"
"21156880","2021","Nov","2021-11-04T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-3003","AFD","4F","7","POINT (-97.676295 30.392849)"
"20008722","2020","Jan","2020-01-22T00:00:00.000","Fire","TRASH - Trash Fire","00-0803","AFD","3F","4","POINT (-97.702688 30.355497)"
"20028176","2020","Mar","2020-03-10T00:00:00.000","Fire","TRASH - Trash Fire","00-1503","AFD","3F","3","POINT (-97.695559 30.250219)"
"20057191","2020","May","2020-05-31T00:00:00.000","Fire","DUMP - Dumpster Fire","00-2301","AFD","3F","1","POINT (-97.675212 30.376763)"
"19143920","2019","Dec","2019-12-23T00:00:00.000","Fire","BOX -Structure Fire","00-1101","AFD","1F","5","POINT (-97.764143 30.254957)"
"19132916","2019","Nov","2019-11-27T00:00:00.000","Fire","AUTO - Auto Fire","00-0701","AFD","2F","1","POINT (-97.71851 30.264434)"
"20081904","2020","Aug","2020-08-02T00:00:00.000","Fire","TRASH - Trash Fire","00-1805","AFD","3F","4","POINT (-97.688498 30.330237)"
"20024064","2020","Feb","2020-02-29T00:00:00.000","Fire","AUTO - Auto Fire","00-3611","AFD","2F","2","POINT (-97.776903 30.180716)"
"21150452","2021","Oct","2021-10-22T00:00:00.000","Fire","BOXMID -MIDRISE Structure Fire","00-3404","AFD","1F","6","POINT (-97.785346 30.475449)"
"18042404","2018","Apr","2018-04-29T00:00:00.000","Fire","TRASH - Trash Fire","00-1203","AFD","3F","7","POINT (-97.742365 30.337088)"
"19122161","2019","Nov","2019-11-01T00:00:00.000","Fire","AUTO - Auto Fire","00-4206","AFD","2F","2","POINT (-97.667544 30.216985)"
"21056326","2021","Apr","2021-04-07T00:00:00.000","Fire","ELEC - Electrical Fire","00-1801","AFD","3F","1","POINT (-97.680636 30.322741)"
"21037686","2021","Feb","2021-02-24T00:00:00.000","Fire","ELEC - Electrical Fire","00-2803","AFD","3F","7","POINT (-97.68574 30.406096)"
"20030498","2020","Mar","2020-03-16T00:00:00.000","Fire","GRASS - Small Grass Fire","00-0702","AFD","3F","3","POINT (-97.707516 30.259572)"
"21030986","2021","Feb","2021-02-17T00:00:00.000","Fire","DUMP - Dumpster Fire","00-2203","AFD","3F","3","POINT (-97.717957 30.236397)"
"20073494","2020","Jul","2020-07-11T00:00:00.000","Fire","TRASH - Trash Fire","00-0401","AFD","3F","9","POINT (-97.752813 30.275177)"
"20061537","2020","Jun","2020-06-11T00:00:00.000","Fire","GRASS - Small Grass Fire","00-0401","AFD","3F","9","POINT (-97.752278 30.275017)"
"21179723","2021","Dec","2021-12-25T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3608","AFD","3F","2","POINT (-97.778485 30.163886)"
"20008890","2020","Jan","2020-01-23T00:00:00.000","Fire","DUMP - Dumpster Fire","00-3403","AFD","3F","6","POINT (-97.802583 30.471765)"
"20120461","2020","Nov","2020-11-10T00:00:00.000","Fire","TRASH - Trash Fire","00-3604","AFD","3F","5","POINT (-97.816995 30.173245)"
"19107909","2019","Sep","2019-09-28T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3802","AFD","3F","6","POINT (-97.809236 30.452669)"
"18003476","2018","Jan","2018-01-09T00:00:00.000","Fire","GRASS - Small Grass Fire","00-1101","AFD","3F","5","POINT (-97.765753 30.250639)"
"19036641","2019","Apr","2019-04-08T00:00:00.000","Fire","TRASH - Trash Fire","00-3604","AFD","3F","5","POINT (-97.800225 30.157908)"
"20046122","2020","May","2020-05-01T00:00:00.000","Fire","TRASH - Trash Fire","00-0805","AFD","3F","7","POINT (-97.740856 30.361026)"
"18111135","2018","Oct","2018-10-26T00:00:00.000","Fire","AUTO - Auto Fire","00-3611","AFD","2F","2","POINT (-97.770717 30.189434)"
"20096079","2020","Sep","2020-09-08T00:00:00.000","Fire","AUTO - Auto Fire","00-4201","AFD","2F","2","POINT (-97.657231 30.212258)"
"21164705","2021","Nov","2021-11-21T00:00:00.000","Fire","AUTO - Auto Fire","00-3005","AFD","2F","4","POINT (-97.692639 30.370771)"
"18080352","2018","Aug","2018-08-05T00:00:00.000","Fire","TRASH - Trash Fire","00-2608","AFD","3F","1","POINT (-97.651099 30.301628)"
"19061929","2019","Jun","2019-06-09T00:00:00.000","Fire","ELEC - Electrical Fire","00-4602","AFD","3F","-","POINT (-97.862844 30.165567)"
"18008891","2018","Jan","2018-01-23T00:00:00.000","Fire","ELEC - Electrical Fire","00-2201","AFD","3F","3","POINT (-97.721286 30.232621)"
"19016867","2019","Feb","2019-02-15T00:00:00.000","Fire","AUTO - Auto Fire","00-0301","AFD","2F","9","POINT (-97.746592 30.290112)"
"18117621","2018","Nov","2018-11-12T00:00:00.000","Fire","BOX -Structure Fire","00-3002","AFD","1F","7","POINT (-97.698788 30.404051)"
"20082045","2020","Aug","2020-08-02T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-3604","AFD","4F","5","POINT (-97.80619 30.173966)"
"18050777","2018","May","2018-05-21T00:00:00.000","Fire","AUTO - Auto Fire","00-4501","AFD","2F","6","POINT (-97.771299 30.487909)"
"19014675","2019","Feb","2019-02-09T00:00:00.000","Fire","AUTO - Auto Fire","00-2202","AFD","2F","3","POINT (-97.725593 30.237649)"
"20103577","2020","Sep","2020-09-27T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-2203","AFD","4F","3","POINT (-97.7173 30.242424)"
"19109572","2019","Oct","2019-10-02T00:00:00.000","Fire","TRASH - Trash Fire","00-2903","AFD","3F","5","POINT (-97.826675 30.178089)"
"21150095","2021","Oct","2021-10-21T00:00:00.000","Fire","AUTO - Auto Fire","00-2104","AFD","2F","10","POINT (-97.741919 30.367932)"
"21151507","2021","Oct","2021-10-24T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-2608","AFD","4F","1","POINT (-97.651099 30.301627)"
"19056092","2019","May","2019-05-27T00:00:00.000","Fire","BOXMAR - Marina Fire","00-4703","AFD","1F","10","POINT (-97.836958 30.325504)"
"19138696","2019","Dec","2019-12-11T00:00:00.000","Fire","ELEC - Electrical Fire","00-4204","AFD","3F","2","POINT (-97.664896 30.202205)"
"19115970","2019","Oct","2019-10-17T00:00:00.000","Fire","BOX -Structure Fire","00-1706","AFD","1F","3","POINT (-97.769748 30.238614)"
"19035749","2019","Apr","2019-04-06T00:00:00.000","Fire","ELEC - Electrical Fire","00-0902","AFD","3F","9","POINT (-97.721051 30.312525)"
"19085661","2019","Aug","2019-08-07T00:00:00.000","Fire","TRASH - Trash Fire","00-0402","AFD","3F","9","POINT (-97.751493 30.280818)"
"20113620","2020","Oct","2020-10-24T00:00:00.000","Fire","TRASH - Trash Fire","00-2205","AFD","3F","3","POINT (-97.684235 30.23263)"
"19124045","2019","Nov","2019-11-05T00:00:00.000","Fire","ELEC - Electrical Fire","00-1707","AFD","3F","3","POINT (-97.751165 30.217906)"
"19083351","2019","Aug","2019-08-01T00:00:00.000","Fire","TRASH - Trash Fire","04-2604","AFD","3F","-","POINT (-97.623155 30.269758)"
"18079027","2018","Aug","2018-08-02T00:00:00.000","Fire","TRASH - Trash Fire","00-1803","AFD","3F","4","POINT (-97.693695 30.312094)"
"20004625","2020","Jan","2020-01-12T00:00:00.000","Fire","AUTO - Auto Fire","00-4907","AFD","2F","5","POINT (-97.805704 30.112491)"
"20039928","2020","Apr","2020-04-12T00:00:00.000","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","POINT (-97.753947 30.225331)"
"20132875","2020","Dec","2020-12-12T00:00:00.000","Fire","TRASH - Trash Fire","04-4702","AFD","3F","10","POINT (-97.817759 30.346431)"
"18030362","2018","Mar","2018-03-26T00:00:00.000","Fire","TRASH - Trash Fire","00-0804","AFD","3F","7","POINT (-97.726872 30.371261)"
"19082772","2019","Jul","2019-07-31T00:00:00.000","Fire","TRASH - Trash Fire","00-0301","AFD","3F","9","POINT (-97.747674 30.289443)"
"19014725","2019","Feb","2019-02-10T00:00:00.000","Fire","ELEC - Electrical Fire","00-4001","AFD","3F","7","POINT (-97.642155 30.406236)"
"21041449","2021","Mar","2021-03-03T00:00:00.000","Fire","GRASS - Small Grass Fire","00-4001","AFD","3F","7","POINT (-97.672444 30.403232)"
"19116823","2019","Oct","2019-10-19T00:00:00.000","Fire","TRASH - Trash Fire","00-0901","AFD","3F","9","POINT (-97.721758 30.303882)"
"18030052","2018","Mar","2018-03-25T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-0501","AFD","4F","1","POINT (-97.671971 30.278372)"
"18004901","2018","Jan","2018-01-13T00:00:00.000","Fire","BOXL- Structure Fire","00-0301","AFD","1F","9","POINT (-97.742645 30.287769)"
"18010934","2018","Jan","2018-01-29T00:00:00.000","Fire","TRASH - Trash Fire","00-2903","AFD","3F","5","POINT (-97.831664 30.186017)"
"20028362","2020","Mar","2020-03-11T00:00:00.000","Fire","TRASH - Trash Fire","00-0801","AFD","3F","4","POINT (-97.711007 30.375791)"
"18102890","2018","Oct","2018-10-05T00:00:00.000","Fire","HIRISE - Structure Fire","00-0202","AFD","1F","9","POINT (-97.741017 30.28149)"
"20079778","2020","Jul","2020-07-28T00:00:00.000","Fire","BOX -Structure Fire","00-4201","AFD","1F","2","POINT (-97.671202 30.223602)"
"20054513","2020","May","2020-05-24T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-3502","AFD","4F","3","POINT (-97.745077 30.226399)"
"21062540","2021","Apr","2021-04-21T00:00:00.000","Fire","AUTO - Auto Fire","00-4302","AFD","2F","8","POINT (-97.912576 30.187219)"
"20132766","2020","Dec","2020-12-12T00:00:00.000","Fire","TRASH - Trash Fire","00-1701","AFD","3F","3","POINT (-97.769388 30.225997)"
"21059559","2021","Apr","2021-04-15T00:00:00.000","Fire","DUMP - Dumpster Fire","00-2401","AFD","3F","2","POINT (-97.729583 30.192095)"
"21109803","2021","Jul","2021-07-30T00:00:00.000","Fire","BOXL- Structure Fire","00-0301","AFD","1F","9","POINT (-97.744412 30.290796)"
"20012979","2020","Feb","2020-02-02T00:00:00.000","Fire","TRASH - Trash Fire","00-3503","AFD","3F","3","POINT (-97.72329 30.220563)"
"18105625","2018","Oct","2018-10-12T00:00:00.000","Fire","ELEC - Electrical Fire","00-2301","AFD","3F","4","POINT (-97.675375 30.358076)"
"21139630","2021","Sep","2021-09-27T00:00:00.000","Fire","GRASS - Small Grass Fire","00-1707","AFD","3F","3","POINT (-97.761107 30.221951)"
"21166433","2021","Nov","2021-11-25T00:00:00.000","Fire","TRASH - Trash Fire","00-0603","AFD","3F","3","POINT (-97.758109 30.241149)"
"18070325","2018","Jul","2018-07-11T00:00:00.000","Fire","TRASH - Trash Fire","00-0202","AFD","3F","1","POINT (-97.734873 30.275603)"
"18076709","2018","Jul","2018-07-27T00:00:00.000","Fire","ELEC - Electrical Fire","00-4401","AFD","3F","10","POINT (-97.762635 30.426488)"
"19097250","2019","Sep","2019-09-03T00:00:00.000","Fire","ELEC - Electrical Fire","00-2808","AFD","3F","7","POINT (-97.708025 30.446135)"
"19086862","2019","Aug","2019-08-10T00:00:00.000","Fire","AUTO - Auto Fire","00-0601","AFD","2F","9","POINT (-97.735373 30.243791)"
"21081080","2021","May","2021-05-31T00:00:00.000","Fire","ELEC - Electrical Fire","00-2202","AFD","3F","3","POINT (-97.730358 30.238844)"
"19088326","2019","Aug","2019-08-13T00:00:00.000","Fire","TRASH - Trash Fire","00-2504","AFD","3F","10","POINT (-97.755398 30.420822)"
"18117196","2018","Nov","2018-11-11T00:00:00.000","Fire","DUMP - Dumpster Fire","00-2102","AFD","3F","10","POINT (-97.758667 30.37315)"
"19040515","2019","Apr","2019-04-18T00:00:00.000","Fire","TRASH - Trash Fire","00-1204","AFD","3F","7","POINT (-97.73632 30.323453)"
"21148411","2021","Oct","2021-10-17T00:00:00.000","Fire","AUTO - Auto Fire","00-2104","AFD","2F","10","POINT (-97.73928 30.377598)"
"21144274","2021","Oct","2021-10-07T00:00:00.000","Fire","TRASH - Trash Fire","00-4202","AFD","3F","2","POINT (-97.633198 30.204441)"
"18047874","2018","May","2018-05-14T00:00:00.000","Fire","TRASH - Trash Fire","00-0303","AFD","3F","9","POINT (-97.743718 30.302219)"
"19071026","2019","Jul","2019-07-02T00:00:00.000","Fire","BOX -Structure Fire","00-0801","AFD","1F","4","POINT (-97.715582 30.371973)"
"20034845","2020","Mar","2020-03-28T00:00:00.000","Fire","BOXL- Structure Fire","00-4606","AFD","1F","-","POINT (-97.856128 30.163629)"
"20049080","2020","May","2020-05-10T00:00:00.000","Fire","TRASH - Trash Fire","00-1802","AFD","3F","1","POINT (-97.678667 30.297727)"
"21043426","2021","Mar","2021-03-07T00:00:00.000","Fire","ELEC - Electrical Fire","00-2002","AFD","3F","5","POINT (-97.816723 30.201364)"
"19075185","2019","Jul","2019-07-12T00:00:00.000","Fire","AUTO - Auto Fire","04-2605","AFD","2F","-","POINT (-97.626162 30.26776)"
"19015049","2019","Feb","2019-02-11T00:00:00.000","Fire","AUTO - Auto Fire","00-1705","AFD","2F","-","POINT (-97.773663 30.237615)"
"19107449","2019","Sep","2019-09-27T00:00:00.000","Fire","TRASH - Trash Fire","00-2403","AFD","3F","2","POINT (-97.767659 30.189051)"
"20023443","2020","Feb","2020-02-28T00:00:00.000","Fire","TRASH - Trash Fire","00-1703","AFD","3F","5","POINT (-97.788522 30.229636)"
"18101347","2018","Oct","2018-10-01T00:00:00.000","Fire","AUTO - Auto Fire","00-1402","AFD","2F","1","POINT (-97.698139 30.283453)"
"19018973","2019","Feb","2019-02-21T00:00:00.000","Fire","BOX -Structure Fire","00-3001","AFD","1F","4","POINT (-97.691729 30.380215)"
"21143395","2021","Oct","2021-10-06T00:00:00.000","Fire","TRASH - Trash Fire","00-1601","AFD","3F","7","POINT (-97.718455 30.339694)"
"20006680","2020","Jan","2020-01-17T00:00:00.000","Fire","PKG - Auto In Parking Garage","00-3301","AFD","2F","10","POINT (-97.755964 30.393526)"
"21153874","2021","Oct","2021-10-29T00:00:00.000","Fire","TRASH - Trash Fire","00-3303","AFD","3F","10","POINT (-97.759307 30.404742)"
"20014527","2020","Feb","2020-02-06T00:00:00.000","Fire","GRASS - Small Grass Fire","00-1702","AFD","3F","2","POINT (-97.789458 30.2152)"
"18027902","2018","Mar","2018-03-19T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3303","AFD","3F","10","POINT (-97.749767 30.394192)"
"20018359","2020","Feb","2020-02-15T00:00:00.000","Fire","AUTO - Auto Fire","00-2301","AFD","2F","4","POINT (-97.686041 30.361197)"
"18033997","2018","Apr","2018-04-05T00:00:00.000","Fire","ELEC - Electrical Fire","00-2901","AFD","3F","8","POINT (-97.846164 30.201165)"
"20018141","2020","Feb","2020-02-15T00:00:00.000","Fire","AUTO - Auto Fire","00-1707","AFD","2F","3","POINT (-97.754469 30.217939)"
"18054421","2018","May","2018-05-30T00:00:00.000","Fire","TRASH - Trash Fire","00-2206","AFD","3F","3","POINT (-97.707257 30.213443)"
"18064628","2018","Jun","2018-06-26T00:00:00.000","Fire","ELEC - Electrical Fire","00-3102","AFD","3F","10","POINT (-97.793178 30.382528)"
"20119300","2020","Nov","2020-11-07T00:00:00.000","Fire","AUTO - Auto Fire","00-1502","AFD","2F","3","POINT (-97.683772 30.233603)"
"18101274","2018","Oct","2018-10-01T00:00:00.000","Fire","BOX -Structure Fire","00-2801","AFD","1F","7","POINT (-97.695154 30.43438)"
"21130826","2021","Sep","2021-09-10T00:00:00.000","Fire","BOXMID -MIDRISE Structure Fire","00-0807","AFD","1F","7","POINT (-97.738159 30.387287)"
"20082468","2020","Aug","2020-08-03T00:00:00.000","Fire","ELEC - Electrical Fire","00-4003","AFD","3F","1","POINT (-97.655821 30.37375)"
"20089718","2020","Aug","2020-08-22T00:00:00.000","Fire","AUTO - Auto Fire","00-1706","AFD","2F","3","POINT (-97.763028 30.236734)"
"19004125","2019","Jan","2019-01-11T00:00:00.000","Fire","ELEC - Electrical Fire","00-0102","AFD","3F","9","POINT (-97.747328 30.266165)"
"19032829","2019","Mar","2019-03-30T00:00:00.000","Fire","TRASH - Trash Fire","00-1205","AFD","3F","9","POINT (-97.734942 30.315735)"
"21093646","2021","Jun","2021-06-26T00:00:00.000","Fire","AUTO - Auto Fire","00-2202","AFD","2F","9","POINT (-97.734853 30.245393)"
"21178562","2021","Dec","2021-12-22T00:00:00.000","Fire","TRASH - Trash Fire","00-1705","AFD","3F","5","POINT (-97.791512 30.231994)"
"20083028","2020","Aug","2020-08-05T00:00:00.000","Fire","AUTO - Auto Fire","00-0501","AFD","2F","1","POINT (-97.670938 30.274641)"
"21052087","2021","Mar","2021-03-28T00:00:00.000","Fire","TRASH - Trash Fire","00-0301","AFD","3F","9","POINT (-97.736583 30.291654)"
"21045116","2021","Mar","2021-03-11T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3604","AFD","3F","5","POINT (-97.793049 30.167559)"
"21174695","2021","Dec","2021-12-13T00:00:00.000","Fire","TRASH - Trash Fire","00-1804","AFD","3F","4","POINT (-97.690518 30.328958)"
"21000715","2021","Jan","2021-01-02T00:00:00.000","Fire","TRASH - Trash Fire","00-1502","AFD","3F","3","POINT (-97.68204 30.228863)"
"19091386","2019","Aug","2019-08-20T00:00:00.000","Fire","ELEC - Electrical Fire","00-1002","AFD","3F","10","POINT (-97.765321 30.301293)"
"20041583","2020","Apr","2020-04-18T00:00:00.000","Fire","AUTO - Auto Fire","00-1002","AFD","2F","10","POINT (-97.772106 30.306378)"
"19037207","2019","Apr","2019-04-10T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2304","AFD","3F","4","POINT (-97.6968 30.343766)"
"20040133","2020","Apr","2020-04-13T00:00:00.000","Fire","AUTO - Auto Fire","00-4104","AFD","2F","1","POINT (-97.616038 30.368961)"
"21033276","2021","Feb","2021-02-19T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-0501","AFD","4F","1","POINT (-97.685692 30.281082)"
"21182246","2021","Dec","2021-12-30T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3601","AFD","3F","2","POINT (-97.796954 30.177939)"
