"animal_id","location","at_aac","intake_date","type","looks_like","color","sex","age","image"
"A864532","2240 BRAKER
AUSTIN,  78758","Yes (come to the shelter)","2022-08-27T00:00:00.000","Dog","Labrador Retriever","Black/White","Intact Male","5 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A864532"
"A864598","1156 W CESAR CHAVEZ ST
AUSTIN,  78703
(30.268935, -97.760486)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Labrador Retriever","Chocolate","Intact Female","9 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864598"
"A864748","19801 BLAKE MANOR RD
,  78653
(30.277846, -97.504331)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Dog","German Shepherd","Black/Tan","Intact Female","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864748"
"A864713","
BITTER CREEK AUSTIN,  78744
(30.186349, -97.738673)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Blue Tabby/White","Intact Female","3 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864713"
"A864595","1156 W CESAR CHAVEZ ST
AUSTIN,  78703
(30.268935, -97.760486)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Pit Bull","Blue/White","Intact Female","2 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A864595"
"A864509","14503 MENIFEE ST
,  78725
(30.233936, -97.589482)","Yes (come to the shelter)","2022-08-27T00:00:00.000","Dog","Labrador Retriever Mix","White/Brown","Intact Male","4 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864509"
"A864789","N LAMAR BLVD
AUSTIN,  78739","Yes (come to the shelter)","2022-08-31T00:00:00.000","Dog","Belgian Malinois","Black/Tan","Intact Male","9 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864789"
"A864622","2200 WILLOW CREEK DRIVE
AUSTIN,  78741
(30.230089, -97.730753)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Cat","Domestic Longhair","Brown Tabby","Intact Male","3 weeks","http://www.petharbor.com/pet.asp?uaid=ASTN.A864622"
"A864791","21501 QUAIL VALLEY COVE
,  78641
(30.514136, -97.963468)","Yes (come to the shelter)","2022-08-31T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby/White","Intact Female","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864791"
"A864704","12605 BALLERSTEDT
,  78621
(30.342802, -97.465194)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Medium Hair","Cream Tabby/White","Intact Male","8 weeks","http://www.petharbor.com/pet.asp?uaid=ASTN.A864704"
"A864565","13107 SHAWNEE
,  78652","Yes (come to the shelter)","2022-08-28T00:00:00.000","Cat","Domestic Shorthair","White/Brown Tabby","Intact Female","6 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864565"
"A864531","2240 BRAKER
AUSTIN,  78758","Yes (come to the shelter)","2022-08-27T00:00:00.000","Dog","Mastiff/Labrador Retriever","Brown/White","Intact Female","5 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A864531"
"A864615","1201 PEYTON
GIN AUSTIN,  78758","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","German Shepherd Mix","Brown/Black","Intact Female","5 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864615"
"A864700","2602 AFTONSHIRE WAY
AUSTIN,  78748
(30.178364, -97.834042)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby","Unknown","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864700"
"A864729","10125 MILLA CIRCLE
AUSTIN,  78748
(30.162825, -97.797874)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Siamese","Tortie Point","Intact Female","3 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864729"
"A864606","405 MANTE CT
AUSTIN,  78748","Yes (come to the shelter)","2022-08-29T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby","Intact Female","2 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864606"
"A864655","2425 CROMWELL CIR
AUSTIN,  78741
(30.225872, -97.720393)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Cat","Domestic Medium Hair","White","Intact Male","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864655"
"A864640","6301 MONSANTO
AUSTIN,  78741
(30.238939, -97.694162)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Great Pyrenees Mix","White/Tan","Intact Male","2 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864640"
"A864717","
BITTER CREEK AUSTIN,  78744
(30.186349, -97.738673)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby","Intact Female","3 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864717"
"A864705","12605 BALLERSTEDT
,  78621
(30.342802, -97.465194)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Tortie","Intact Female","8 weeks","http://www.petharbor.com/pet.asp?uaid=ASTN.A864705"
"A864749","1773 WELLS BRANCH
PWKY,  78728
(30.436313, -97.674205)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Dog","Pit Bull","Blue/White","Intact Male","3 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864749"
"A864787","5705 PALO
BLANCO AUSTIN,  78744","Yes (come to the shelter)","2022-08-31T00:00:00.000","Cat","Domestic Shorthair","Calico","Intact Female","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864787"
