"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","curb_op","height","depressed","depression_a","width","inlet_loc","manhole","inlet_type","marked","edit_status","outfall","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","maximo_asset_number","maximo_site_id","globalid"
"POINT (-97.711677033506 30.366552615186)","118408","0","1","74810","1878323","25","BRIDGE INLET - diverts to creek","1975-06-20T00:00:00.000Z","1975","APPLANEL",,"MMARKOWSKI","2016-12-09T13:18:31.000Z","GDELANO","2018-02-27T14:02:35.000Z","CGORE","LWA","K30","525D","3131547","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3123293.8796","10106786.923","DIG07","SUB-M",,"693.45001221","N","CONCRETE","97","6","T","4","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2008-10-21T00:00:00.000Z",,,,,,"0",,,,"40107","WPD","07897595-aed6-4f71-a837-8245b7ad03b4"
"POINT (-97.771056708769 30.289915172553)","118204","0","1","79229","1790050","31","BRIDGE INLET - diverts to creek","2001-06-01T00:00:00.000Z","2001","APPLANEL",,"PCAMPMAN","2013-12-10T15:45:47.000Z","DWARDEN","2018-10-02T13:57:26.000Z","DWARDEN","JOH","H24","584G","191474","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3105218.6994","10078488.908","DIG07","SUB-M",,"535.4699707","N","CONCRETE","104","7","T","5","16","SAG","NOTPRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-28T00:00:00.000Z",,,,,"2012-06-15T00:00:00.000Z","0",,,,"40091","WPD","d7039263-e18f-4c40-b64d-54324fb60a40"
"POINT (-97.800707465603 30.22397227852)","118017","0","1","106589","1719282","18",,,,"NO_SOURCE",,"JAMARTINEZ","2017-06-28T14:22:08.000Z","JAMARTINEZ","2017-07-04T10:55:37.000Z","SJOHNSON","WMS","F18","643D","3310308","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3096407.4356","10054298.5381","DIG08","SUB-M",,"643.13000488","N","CONCRETE","287","4","T","5","18","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"LUKE KUHR",,,,,,,"0",,,,"40387","WPD","d476db00-aa3b-4168-8a05-f507047c995d"
"POINT (-97.711599799682 30.271000253049)","118299","0","1","81105","1846930","167","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-12-07T10:03:02.000Z","MMCDONALD","2017-12-07T10:35:35.000Z",,"BOG","K22","585V","3323618","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3124137.882","10072051.251","DIG07","SUB-M",,"491.79000854","N","CONCRETE","151","6","T","4","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"SJOHNSON","2008-10-28T00:00:00.000Z",,,,,,"0",,,,"40077","WPD","5a1cafda-9106-426b-a78a-8f4330f98d1b"
"POINT (-97.79716609538 30.282592476215)","118582","0","1","80587",,,"BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"RMOELLMER","2008-11-04T00:00:00.000Z","WPDR_ADMIN","2018-06-29T10:12:07.000Z","DDAVIS","TWN","F23","583M","622072","OTHER","OTHER","PHYS_INSP","DEM","GPS","3097037.3568","10075637.661","DIG07","SUB-M",,"626.38000488","N","CONCRETE","122","6","T","7","19","GRADE","PRESENT","G1","NOTMARKED","ENTERED","N","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,,,,,,,"0",,,,"40041","WPD","b3bec3ab-aa87-4086-b2c2-01f95ec59fce"
"POINT (-97.856517403186 30.206755119252)","118397","0","1","106651","1070613","260",,"1993-06-23T00:00:00.000Z","1993","APPLANEL",,"RSTRICKER","2015-03-10T15:05:47.000Z","RSTRICKER","2015-03-27T13:18:32.000Z","RODAVILA","WMS","C17","642P","129528","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3078922.3794","10047641.115","DIG08","SUB-M",,"788.07000732","N","CONCRETE","121","6","T","6","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"CARRIE STEFANELLI",,,,,,,"0",,,,"40285","WPD","05b3670d-0dd0-4c7d-91bc-3104a31e8a49"
"POINT (-97.751513310879 30.294055331691)","118615","0","1","81252","2220052","338","Overflow opening on back of inlet,  BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"JAMARTINEZ","2018-05-08T15:50:21.000Z","DWARDEN","2022-02-15T15:24:01.000Z","GDELANO","SHL","H24","584D","3309451","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3111354.2445","10080147.617","DIG07","SUB-M",,"574.27001953","N","CONCRETE","228","7","T","6","32","SAG","PRESENT","S1","FAIR","ENTERED","F","2022-02-16T21:04:03.000Z","ACTIVE","2","N","DLEWIS","2008-10-28T00:00:00.000Z",,,,,,"0",,,,"40054","WPD","c6638429-6682-4c6d-ba69-34cab1ad93dd"
"POINT (-97.814038072946 30.230346987375)","118609","0","1","106585",,,,,,"NO_SOURCE",,"ERIN ATKINSON",,"WPDR_ADMIN","2018-06-29T10:12:07.000Z","J.T. STEWART","WMS","E19","613X","3070427","OTHER","OTHER","PHYS_INSP","DEM","GPS","3092143.4869","10056520.3775","DIG08","SUB-M",,"698.69000244","N","CONCRETE","180","6","T","8","15","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","N","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,,,,,,,"0",,,,"40384","WPD","41f50ba5-9a88-4cbb-8670-60fce9a05458"
"POINT (-97.769017459403 30.183177667776)","118617","0","1","106577",,,,,,,,"CARRIE STEFANELLI",,"WPDR_ADMIN","2018-06-29T10:12:11.000Z","J.T. STEWART","ONI","H15","674G","3256036","CITY","CITY","PHYS_INSP","DEM","GPS","3106753.2806","10039694.7038","DIG08","SUB-M",,"664.59002686","N","CONCRETE","120","7","T","6","36","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","N","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,,,,,,,"0",,,,"40376","WPD","79b33bca-c334-45f1-8697-437897d4adbe"
"POINT (-97.82433518997 30.251026092266)","118467","0","1","106569","657869","305","4- 5' gutter spillways,","1975-01-24T00:00:00.000Z","1975","APPLANEL",,"RMOELLMER","2010-07-21T00:00:00.000Z","TBARRINGTON","2013-07-03T09:20:13.000Z","DDAVIS","BAR","E21","613E","165265","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3088722.7425","10063965.7669","DIG08","SUB-M",,"706.94000244","N","CONCRETE","122","7","T","4","24","SAG","NOTPRESENT","S1","MARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","BILLY MULLINS",,,,,,,"0",,,,"40369","WPD","1d47efc5-6296-4772-9f10-8fd346407a29"
"POINT (-97.78137340399 30.254357460982)","118624","0","1","106556","98797","200",,"1962-05-28T00:00:00.000Z","1962","APPLANEL",,"JHOLDER","2010-07-26T00:00:00.000Z","DWARDEN","2022-07-12T17:01:43.000Z","DLEWIS","BAR","G21","614F","183740","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3102256.4156","10065485.5794","DIG08","SUB-M",,"549.57000732","N","CONCRETE","119","5","T","6","17","GRADE","NOTPRESENT","G1","GOOD","ENTERED","T","2022-07-23T05:26:24.000Z","ACTIVE","2","N","JULIA PRESAS",,,,,,,"0",,,,"40200","WPD","54eeacf8-67a3-4b84-8c2c-c7a6da40288c"
"POINT (-97.747988512565 30.236540602833)","118424","0","1","77996","84769","12","BRIDGE INLET - diverts to creek,  concrete divides box","1953-07-16T00:00:00.000Z","1953","PLANNOEL",,"SBURZYNSKI","2010-06-03T00:00:00.000Z","DLEWIS","2010-06-03T00:00:00.000Z","DLEWIS","BLU","J19","615S","248627","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3112943.2781","10059248.656","DIG07","SUB-M",,"543.58001709","N","CONCRETE","107","5","T","4","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-30T00:00:00.000Z",,,,,,"0",,,,"40068","WPD","5f71908e-9bbe-4775-86c6-9d017f2df54f"
"POINT (-97.865241174528 30.235277232784)","118266","0","1","106623","1884370","261","Dep 2 is smaller than Dep 1",,,"NO_SOURCE",,"MMCDONALD","2018-02-06T10:26:20.000Z","GDELANO","2018-06-04T14:52:37.000Z","ACOLEMAN","WMS","C19","612S","150048","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3075937.1781","10057950.5544","DIG08","SUB-M",,"822.48999023","N","CONCRETE","124","3","F","0","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,,,,,"0",,,,"40422","WPD","b4cb7d04-30a7-402d-b18b-ccf7f3879dab"
"POINT (-97.723009966716 30.32134436343)","118416","0","1","76660","1755426","18","BRIDGE INLET - diverts to creek","1958-11-10T00:00:00.000Z","1958","PLANNOEL",,"JHOLDER","2010-09-07T00:00:00.000Z","GDELANO","2017-10-13T10:25:54.000Z","DDAVIS","WLR","K27","555G","3034223","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3120107.1526","10090268.862","DIG07","SUB-M",,"643.69000244","N","CONCRETE","90","5","T","1","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-20T00:00:00.000Z",,,,,,"0",,,,"40011","WPD","4af81d9e-0671-4876-a005-fffd61c14a4d"
"POINT (-97.752617900902 30.419852784445)","118553","0","1","106519","1988387","228",,,,"NO_SOURCE",,"MAMARAL","2018-08-08T16:36:13.000Z","MAMARAL","2018-08-08T16:36:23.000Z","DWARDEN","WLN","H35","464R","472082","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3109936.8856","10125867.5494","DIG08","SUB-M",,"886.29998779","N","CONCRETE","125","6","T","5","35","GRADE","NOTPRESENT","G1R","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MARCUS ALLEN",,,,,,,"0",,,,"40163","WPD","bff09d53-6d2f-4a18-add0-d2a3118f193b"
"POINT (-97.804687965835 30.22423247295)","118192","0","1","106586","1587762","300",,"1970-02-05T00:00:00.000Z","1970","APPLANEL",,"SBURZYNSKI","2011-09-15T09:52:40.000Z","MAMARAL","2016-12-01T16:12:22.000Z",,"WMS","F18","643C","339315","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3095146.155","10054364.1519","DIG08","SUB-M","659.66998291","654.09002686","N","CONCRETE","124","4","T","3","21","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","LUKE KUHR",,,,,,,"0",,,,"40385","WPD","72950a23-9c37-413a-9d8b-ee1037c49cde"
"POINT (-97.760300036439 30.296477716914)","118267","0","1","80318","98825","225","Manhole present but nonstandard square concrete; BRIDGE INLET - diverts to creek","1982-08-27T00:00:00.000Z","1982","APPLANEL",,"RODAVILA","2010-07-29T00:00:00.000Z","RODAVILA","2010-08-02T00:00:00.000Z","DDAVIS","JOH","H24","584D","372356","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3108553.4191","10080957.045","DIG07","SUB-M",,"552.84002686","N","CONCRETE","60","5","T","6","16","SAG","PRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-28T00:00:00.000Z",,,,,"2012-10-15T00:00:00.000Z","0",,,,"40053","WPD","44770a75-4b6c-43b7-9135-df20ca6e98d4"
"POINT (-97.659893131464 30.418721462275)","118589","0","1","106657",,,,,,,,"JENNIFER WOERTZ",,"WPDR_ADMIN","2018-06-29T10:12:13.000Z","J.T. STEWART","WLN","N35","467N","256349","CITY","CITY","PHYS_INSP","DEM","GPS","3139164.8375","10126146.365","DIG08","SUB-M",,"754.15997314","N","CONCRETE","120","7","T","5","19","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","N","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,,,,,,,"0",,,,"40291","WPD","bca66e5b-cc06-4876-98c7-12c35b7c620f"
"POINT (-97.735223593966 30.279925905881)","118294","0","1","222837","1761828","194","No field evidence",,,"NO_SOURCE",,"JLOEFFLER","2010-02-02T00:00:00.000Z","GDELANO","2018-11-14T12:47:54.000Z","RODAVILA","WLR","J23","585K","515210","CITY","CITY","PLANNOEL","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"489.95999146","N","NODATA","10",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"22d0a8d1-dc14-4bda-99c2-007e4981c1bc"
"POINT (-97.714872685536 30.273426886766)","118352","0","1","80787","1846930","356","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-12-12T07:44:15.000Z","MMCDONALD","2017-12-12T07:51:34.000Z",,"BOG","K22","585V","638216","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3123086.7905","10072907.301","DIG07","SUB-M",,"512.92999268","N","CONCRETE","80","5","T","6","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","SJOHNSON","2008-10-21T00:00:00.000Z",,,,,,"0",,,,"40064","WPD","4c2b076a-3920-4443-8553-c0fd38820c76"
"POINT (-97.777094669414 30.209473394176)","118274","0","1","106477","1716724","212","double inlet,","1964-02-25T00:00:00.000Z","1964","APPLANEL",,"SBURZYNSKI","2010-11-12T00:00:00.000Z","SJOHNSON","2017-09-27T13:49:21.000Z","SJOHNSON","WMS","G17","644K","827288","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3103982.0813","10049196.9856","DIG08","SUB-M","618.39001465","618.71002197","N","CONCRETE","138","5","T","5","17","SAG","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,,,,,"0",,,,"40257","WPD","46ddb28f-9da7-497b-b204-48a80c326a5c"
"POINT (-97.709791867748 30.3547067957)","118558","0","1","78370","129596","79","BRIDGE INLET - diverts to creek","1968-01-24T00:00:00.000Z","1968","PLANNOEL",,"JHOLDER","2010-11-03T00:00:00.000Z","JHOLDER","2010-11-03T00:00:00.000Z","DDAVIS","LWA","K29","525M","286496","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3123989.3726","10102501.756","DIG07","SUB-M",,"707.85998535","N","CONCRETE","124","5","T","4","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-03T00:00:00.000Z",,,,,,"0",,,,"40137","WPD","60e85f5e-2dcb-4e03-bc0f-0944a093db4b"
"POINT (-97.792418998412 30.418227772637)","118643","0","1","152867","1787426","136","based on field evidence, Curb opening to ditch; covered by metal plate",,,"NO_SOURCE",,"VVINCENT","2017-09-20T13:47:22.000Z","VVINCENT","2017-09-20T13:49:00.000Z",,"BUL","F35","463R","85895","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3097408.6731","10124987.9413","DIG08","SUB-M",,"850.0300293","N","NODATA",,,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","ACTIVE","2",,"MUYIWA SAMI","2018-01-29T14:25:53.000Z",,"09302008_4_039.jpg",,,,"0",,,,"5000071588","WPD","36738633-0b9d-4b80-bb55-bd1f8a50a40f"
"POINT (-97.72763234933 30.31083534462)","118191","0","1","77480","1812418","38","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"VVINCENT","2017-10-24T13:20:53.000Z","VVINCENT","2017-10-24T13:42:58.000Z",,"WLR","K26","555Q","717620","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3118728.8193","10086414.464","DIG07","SUB-M",,"611.7800293","N","CONCRETE","103","5","T","4",,"GRADE","NOTPRESENT","G1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"RODAVILA","2008-10-30T00:00:00.000Z",,,,,,"0",,,,"40023","WPD","092f00d0-145d-482c-9370-bef40d2862b3"
"POINT (-97.75499886918 30.247252740667)","118300","0","1","96637","1735571","202","BRIDGE INLET drops into creek: no box","1959-09-29T00:00:00.000Z","1959","APPLANEL",,"RODAVILA","2010-08-02T00:00:00.000Z","CWEYENBERG","2017-07-17T11:46:04.000Z","DLEWIS","EBO","H20","614M","368342","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3110644.0413","10063092.951","DIG06","SUB-M",,"508.07000732","N","CONCRETE","123","5","T","3","16","SAG","NOTPRESENT","S1","GOOD","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,"2006-05-18T00:00:00.000Z",,,,,,"0",,,,"40246","WPD","af7fc05c-cc6d-4401-9ecc-9d715ba32490"
"POINT (-97.693657700433 30.330893287523)","118298","0","1","393719","1744211","294",,,,"NO_SOURCE",,"CGORE","2017-08-30T09:15:00.000Z","CGORE","2017-08-30T09:19:24.000Z",,"BMK","L27","556B","129760","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3129301.383","10093988.216","DIG11","SUB-M",,"622.66998291","N","CONCRETE","588","5","T","2","17","SAG","NOTPRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"VANESSA BENAVIDES","2011-10-10T00:00:00.000Z","RICHARD PLOWES","10102011_1_014.jpg","2.8864","2",,"0","2011-10-10T00:00:00.000Z","14:09","1","401310992","WPD","feb8d2cc-55ef-4e79-a849-c5ecd4d1a9aa"
"POINT (-97.675534672936 30.369617618024)","118647","0","1","1908599","2104850","296",,"2018-05-14T00:00:00.000Z","2018","FLD_INVSTG",,"GDELANO","2019-06-20T09:30:37.000Z","GDELANO","2019-06-20T09:31:30.000Z","GDELANO","WLN","M31","496Z","3035268","CITY","CITY","NO_SOURCE","NO_SOURCE","FLD_INVSTG",,,"NOGPS","NOGPS",,"680.15002441","N","NODATA",,,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","ACTIVE","0",,,,,,,,,"0",,,,,,"44789eec-4835-4f20-9df7-9c3a07646a8a"
"POINT (-97.692231031148 30.307364357069)","118413","0","1","79723","138787","160","BRIDGE INLET - diverts to creek; slot width is 6in.","1958-07-15T00:00:00.000Z","1958","APPLANEL",,"RMOELLMER","2010-09-30T00:00:00.000Z","PCAMPMAN","2013-11-08T13:24:21.000Z","DDAVIS","FOR","L25","556T","688622","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3129936.2553","10085416.715","DIG07","SUB-M",,"592.55999756","N","CONCRETE","60","3","T","2","16","GRADE","NOTPRESENT","G1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DERRICK STEENKEN","2007-08-03T00:00:00.000Z",,,,,,"0",,,,"40094","WPD","cfb88185-fe0c-49d7-b0b1-cbd9a1e91f70"
"POINT (-97.658977155859 30.390856079144)","118550","0","1","106541","1803746","296",,,,"NO_SOURCE",,"GDELANO","2017-12-12T14:35:04.000Z","GDELANO","2017-12-12T14:35:16.000Z",,"WLN","N33","497E","241636","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3139697.0825","10116021.945","DIG08","SUB-M",,"692.92999268","N","CONCRETE","88","4","T","3","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MUYIWA SAMI",,,,,,,"0",,,,"40184","WPD","d12ef684-fa46-4ff2-8427-9ddf6d250d7b"
"POINT (-97.865494726213 30.235221632799)","118545","0","1","106624","1884370","76","Dep 2 is smaller than Dep 1",,,"NO_SOURCE",,"MMCDONALD","2018-02-06T10:26:15.000Z","GDELANO","2018-06-04T14:52:52.000Z","ACOLEMAN","WMS","C19","612S","150048","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3075857.5756","10057928.5619","DIG08","SUB-M",,"823.58001709","N","CONCRETE","120","3","F","0","19","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","3",,"MICHAEL CHISUM",,,,,,,"0",,,,"40275","WPD","cfddac6b-56cb-4249-a5bc-cf8b02709db0"
"POINT (-97.734196855633 30.330730119088)","118642","0","1","1584391","1696531","92","Entered from aerial/streetview",,,"NO_SOURCE",,"DWARDEN","2017-05-24T16:13:21.000Z","GDELANO","2017-05-30T10:27:58.000Z","GDELANO","SHL","J27","555B","844772","CITY","CITY","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"656.23999023","N","NODATA",,,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","T","2022-03-11T21:12:44.000Z","ACTIVE","0",,,,,,,,,"0",,,,,,"b36383b8-1943-4e79-9463-c1b16b8fb1ea"
"POINT (-97.783745192367 30.216445150357)","118439","0","1","106475","1716082","0","Added per field evidence,",,,"NO_SOURCE",,"PCAMPMAN","2015-03-20T11:04:40.000Z","SJOHNSON","2017-09-26T17:11:02.000Z","SJOHNSON","WMS","G18","644E","244975","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3101820.365","10051684.6731","DIG08","SUB-M",,"632.61999512","N","CONCRETE","110","5","T","5","18","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DARREN TJEPKEMA",,,,,,,"0",,,,"40255","WPD","6f40fdf7-571d-46b0-8836-bf110660773c"
"POINT (-97.698243714141 30.305084927942)","118275","0","1","79176","143280","121","BRIDGE INLET - diverts to creek; asphalt on gutter; slot width 10.","1964-10-26T00:00:00.000Z","1964","APPLANEL",,"DDAVIS","2010-11-03T00:00:00.000Z","PCAMPMAN","2013-11-08T15:02:22.000Z","DDAVIS","TAN","L25","556S","3182007","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3128054.4908","10084543.694","DIG07","SUB-M",,"587.65002441","N","CONCRETE","123","5","T","6","8","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DERRICK STEENKEN","2007-07-31T00:00:00.000Z",,,,,,"0",,,,"40092","WPD","2d0b1023-a767-47d9-afa7-52203db244cd"
"POINT (-97.679990114918 30.444801935427)","118585","0","1","211196","1928884","136",,"1982-08-14T00:00:00.000Z","1982","APPLANEL",,"MBRANNAN","2009-12-04T00:00:00.000Z","ACORTEZ","2018-04-21T09:01:53.000Z","SJOHNSON","WLN","M37","436U","854541","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"795.9699707","N","NODATA","120",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED",,"2022-02-08T14:52:07.000Z","ACTIVE","0","N",,,,,,,,"0",,,,,,"c79f4e2a-b3ac-41ea-9320-26a94a8aa6bb"
"POINT (-97.703516065848 30.35272200813)","118590","0","1","73882",,,"BRIDGE INLET - diverts to creek",,,,,"SJOHNSON","2008-11-03T00:00:00.000Z","WPDR_ADMIN","2018-06-29T10:12:09.000Z","DRODRIGUEZ","LWA","L29","526J","544168","CITY","CITY","PHYS_INSP","DEM","GPS","3125986.3708","10101822.128","DIG07","SUB-M",,"686.09997559","N","CONCRETE","74","5","T","2","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","N","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,,,,,,,"0",,,,"40124","WPD","2c22ad5f-1033-455a-b1e1-b496e19413b0"
"POINT (-97.732374564817 30.337081108896)","118356","0","1","77397","1437010","16","BRIDGE INLET - diverts to creek","1958-12-24T00:00:00.000Z","1958","APPLANEL",,"SJOHNSON","2011-03-11T17:01:45.000Z","GDELANO","2016-06-24T13:38:16.000Z","DDAVIS","SHL","J28","525X","356042","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3117019.7534","10095920.955","DIG07","SUB-M",,"681.85998535","N","CONCRETE","200","3","T","3","18","GRADE","NOTPRESENT","G1","FAIR","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","HCHOU","2008-10-09T00:00:00.000Z",,,,,,"0",,,,"40016","WPD","d21a87ed-be37-43d9-ab53-be5b7dd7abd6"
"POINT (-97.727286944129 30.34210151254)","118546","0","1","77334","1683730","218","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"DWARDEN","2017-04-14T17:00:44.000Z","DWARDEN","2017-05-18T17:47:23.000Z","GDELANO","SHL","K28","525U","629620","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3118581.2456","10097784.241","DIG07","SUB-M",,"710.5","N","CONCRETE","128","7","T","9","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","SJOHNSON","2008-10-27T00:00:00.000Z",,,,,,"0",,,,"40014","WPD","ce09b0a6-9c38-446e-8cdb-b2644574638d"
"POINT (-97.703278716964 30.363588368408)","118021","0","1","1768389","1821651","311","box open to culvert",,,"NO_SOURCE",,"SSTONE","2017-11-02T13:15:54.000Z","ACOLEMAN","2017-12-27T15:20:44.000Z",,"LWA","L30","526A","285374","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3125970.5757","10105773.513","DIG07","SUB-M",,"665.65002441","N","CONCRETE","148","5","T","3","17","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2018-06-12T12:04:46.000Z",,"06182007_1_017.jpg",,,,"0",,,,"5000075284","WPD","83bfb02f-635f-47a6-adf0-e37e203a14b8"
"POINT (-97.746991052726 30.348083536679)","118263","0","1","75304","218465","266",,"1962-06-06T00:00:00.000Z","1962","APPLANEL",,"SBURZYNSKI","2011-07-25T17:16:22.000Z","SBURZYNSKI","2011-07-25T17:16:23.000Z",,"SHL","J29","525N","561788","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3112313.754","10099819.199","DIG07","SUB-M",,"681.79998779","N","CONCRETE","60","4","T","2","17","GRADE","PRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-20T00:00:00.000Z",,"06282007_4_011.jpg",,,,"0",,,,"401310990","WPD","4e96a86e-ab4c-4156-bc7f-42df1c05f85c"
"POINT (-97.747272905404 30.360636275191)","118606","0","1","82020",,,"BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"DLEWIS","2008-10-27T00:00:00.000Z","WPDR_ADMIN","2018-06-29T10:12:03.000Z","DDAVIS","SHL","J30","525E","996056","OTHER","OTHER","PHYS_INSP","DEM","GPS_AERIAL","3112118.4531","10104379.649","DIG07","SUB-M",,"728.02001953","N","CONCRETE","117","6","F","0","22","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","N","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,,,,,,,"0",,,,"40109","WPD","2a4dd6b0-b1e1-4b8a-9591-e1bdc8254a56"
