"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","curb_op","height","depressed","depression_a","width","inlet_loc","manhole","inlet_type","marked","edit_status","outfall","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","maximo_asset_number","maximo_site_id","globalid"
"POINT (-97.687665196273 30.313727104456)","118513","0","1","79772","221474","16","BRIDGE INLET - diverts to creek; inlet funnels down to 13x36",,,"NO_SOURCE",,"JHOLDER","2011-08-31T10:54:53.000Z","PCAMPMAN","2013-08-21T10:43:37.000Z","RODAVILA","FOR","M26","556Q","127778","CITY","CITY","PHYS_INSP","DTM","GPS","3131321.9834","10087762.844","DIG07","SUB-M",,"603.80999756","N","CONCRETE","120","3","T","0","24","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-29T00:00:00.000Z",,,,,,"0",,,,"40078","WPD","b8fbd21e-b8e0-41ae-b27a-5bc3b96ac890"
"POINT (-97.714956821869 30.447228969911)","118341","0","1","106495","1941970","46",,,,"NO_SOURCE",,"PSTARKEL","2018-05-10T12:20:29.000Z","PSTARKEL","2018-05-10T12:35:40.000Z","SJOHNSON","WLN","K37","435V","3089213","OTHER","OTHER","PHYS_INSP","NO_SOURCE","GPS","3121569.83","10136098.5294","DIG08","SUB-M",,"815.26000977","N","CONCRETE","120","7","T","6","36","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MARCUS ALLEN",,,,,,,"0",,,,"40332","WPD","1f2b4d1b-4e23-4efa-b9e8-d318f5934d74"
"POINT (-97.749159604087 30.334835152639)","118566","0","1","1723802","1821026","103","Outfalls to channel behind sidewalk, Inlet open in back: diverts water under sidewalk into creek",,,"NO_SOURCE",,"GDELANO","2018-02-01T15:26:29.000Z","GDELANO","2018-02-01T15:27:22.000Z",,"SHL","J28","525W","633620","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3111748.5272","10094986.261","DIG07","SUB-M",,"648.21002197","N","CONCRETE","120","6","T","2","17","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"HCHOU","2018-02-02T08:02:31.000Z",,"06262007_1_006.jpg",,,,"0",,,,"5000072671","WPD","217f554c-fe4d-4e4d-919f-69d25c2d3a99"
"POINT (-97.747100142225 30.348078517112)","118463","0","1","75305","757650","84",,"1962-06-06T00:00:00.000Z","1962","APPLANEL",,"SBURZYNSKI","2011-07-25T17:16:24.000Z","DDAVIS","2013-11-20T10:24:46.000Z","DDAVIS","SHL","J29","525N","562022","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3112277.1946","10099813.673","DIG07","SUB-M",,"681.84997559","N","CONCRETE","60","5","T","2","17","GRADE","PRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-20T00:00:00.000Z",,"06282007_4_012.jpg",,,,"0",,,,"401310988","WPD","fa9933eb-db9d-48a3-98c1-77db923b1be8"
"POINT (-97.761820507394 30.230462669163)","118426","0","1","78296","98919","204","BRIDGE INLET - diverts to creek","1963-02-27T00:00:00.000Z","1963","APPLANEL",,"SJOHNSON","2010-08-10T00:00:00.000Z","DLEWIS","2010-08-10T00:00:00.000Z","DLEWIS","EBO","H19","614Y","303320","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3108629.1294","10056939.753","DIG07","SUB-M","598.15002441","598.09002686","N","CONCRETE","160","6","T","4","18","SAG","NOTPRESENT","S1","MARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-22T00:00:00.000Z",,,,,,"0",,,,"40018","WPD","7bad90c4-2247-439a-8401-d4aa64131d05"
"POINT (-97.888928355067 30.237981247465)","118561","0","1","106583","1220690","73",,"1970-01-26T00:00:00.000Z","1970","APPLANEL",,"SBURZYNSKI","2017-03-22T12:29:30.000Z","SBURZYNSKI","2017-03-22T12:37:38.000Z",,"WMS","B19","611U","914456","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3068437.0619","10058768.5863","DIG08","SUB-M",,"905.14001465","N","CONCRETE","64","5","T","5","17","SAG","NOTPRESENT","S1","GOOD","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,,,,"2014-03-15T00:00:00.000Z","0",,,,"40382","WPD","3eda6d60-04ea-45c3-999d-205a899e87a0"
"POINT (-97.707952714982 30.443757010444)","118206","0","1","106551","1934674","210",,,,"NO_SOURCE",,"SJOHNSON","2018-05-09T17:26:34.000Z","GDELANO","2018-05-16T09:45:35.000Z","SJOHNSON","WLN","L37","436S","3187848","OTHER","OTHER","PHYS_INSP","NO_SOURCE","GPS","3123806.035","10134888.1875","DIG08","SUB-M",,"808.83001709","N","CONCRETE","119","6","T","5","36","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"HEATHER DAVIS",,,,,,,"0",,,,"40195","WPD","56256bbb-32c5-4b9d-95bc-d9a90aeaeeba"
"POINT (-97.735271697176 30.279748304432)","118295","0","1","222840","1761828","17","No field evidence",,,"NO_SOURCE",,"JLOEFFLER","2010-02-02T00:00:00.000Z","GDELANO","2018-11-14T12:47:54.000Z","RODAVILA","WLR","J23","585K","515210","CITY","CITY","PLANNOEL","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"489.95001221","N","NODATA","10",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"0e8753d3-1f59-4b0c-9604-80d27ce70c32"
"POINT (-97.727966754057 30.361292876297)","118219","0","1","82154","1713490","282","BRIDGE INLET - diverts to creek","1963-02-26T00:00:00.000Z","1963","ASBLTEL",,"JHOLDER","2011-04-19T14:16:52.000Z","GDELANO","2018-02-15T17:08:45.000Z",,"SHL","K30","525G","603316","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3118206.5457","10104758.369","DIG07","SUB-M",,"732.14001465","N","CONCRETE","100","5","T","3","18","GRADE","NOTPRESENT","G1","NODATA","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-21T00:00:00.000Z",,,,,,"0",,,,"40103","WPD","c4bfd273-1255-4800-9baa-d18f4deabb65"
"POINT (-97.697775280484 30.335377347212)","118348","0","1","393720","1848258","138",,,,"NO_SOURCE",,"VVINCENT","2017-12-07T15:05:53.000Z","VVINCENT","2017-12-07T16:25:50.000Z",,"BMK","L28","526X","3081382","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3127947.509","10095566.0925","DIG11","SUB-M",,"647.30999756","N","CONCRETE","438","4","T","2","17","SAG","PRESENT","S1","GOOD","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2",,"VANESSA BENAVIDES","2011-10-10T00:00:00.000Z","RICHARD PLOWES","10102011_1_015.jpg","3.0501","2",,"0","2011-10-10T00:00:00.000Z","14:22","1","401310996","WPD","5286868e-3e8c-4fb0-989e-8007d3e831c2"
"POINT (-97.711464450946 30.270910197513)","118384","0","1","81055","1846930","338","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-12-07T10:04:22.000Z","MMCDONALD","2017-12-07T10:35:36.000Z",,"BOG","K22","585V","3323618","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3124180.4383","10072018.825","DIG07","SUB-M",,"489.23001099","N","CONCRETE","151","5","T","4","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"SJOHNSON","2008-10-28T00:00:00.000Z",,,,,,"0",,,,"40073","WPD","a330e052-1c21-4e8a-94b3-231b19f35d74"
"POINT (-97.733204183123 30.334701932339)","118388","0","1","77142","1445970","203","asphalt on gutter","1958-12-26T00:00:00.000Z","1958","APPLANEL",,"JHOLDER","2011-01-25T00:00:00.000Z","GDELANO","2016-06-30T11:03:32.000Z","DDAVIS","SHL","J28","525X","395522","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3116778.1042","10095050.188","DIG07","SUB-M",,"669.26000977","N","CONCRETE","173","4","T","2","34","GRADE","NOTPRESENT","G1","FAIR","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","HCHOU","2008-10-09T00:00:00.000Z",,,,,,"0",,,,"401192864","WPD","92575d82-98c8-4770-a0a9-8cbbac16f487"
"POINT (-97.799811926876 30.225785967738)","118520","0","1","106575","180386","310",,"1963-08-21T00:00:00.000Z","1963","APPLANEL",,"JHOLDER","2011-04-25T14:36:48.000Z","PCAMPMAN","2015-03-09T11:01:15.000Z",,"WMS","F18","643D","147680","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3096670.6225","10054962.5806","DIG08","SUB-M",,"654.79998779","N","CONCRETE","75","5","T","4","17","SAG","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","GEETHA GANESAN",,,,,,,"0",,,,"40374","WPD","3fd3e773-fd60-4bad-9f42-30da2d8cebae"
"POINT (-97.735351280875 30.279799585747)","118357","0","1","227107","1761828","13","No field evidence",,,"NO_SOURCE",,"RMOELLMER","2010-03-17T00:00:00.000Z","GDELANO","2018-11-14T16:16:54.000Z","RODAVILA","WLR","J23","585K","515210","CITY","CITY","PLANNOEL","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"488.92999268","N","NODATA","10",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"d6eadf50-0fdd-491f-9c63-60e22cf77f78"
"POINT (-97.653834597178 30.381367638673)","118594","0","1","106471","1913810",,"Silt screen covering opening","2001-07-13T00:00:00.000Z","2001","APPLANEL",,"MMCDONALD","2018-03-29T13:04:01.000Z","ACOLEMAN","2018-04-13T09:36:59.000Z","ACOLEMAN","WLN","N32","497P","3323604","OTHER","OTHER","PHYS_INSP","DEM","GPS","3141408.0575","10112615.6456","DIG08","SUB-M",,"630.65002441","N","CONCRETE","47","8","T","2","98","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","MUYIWA SAMI",,,,,,,"0",,,,"40251","WPD","2aaade92-460a-4137-8a3a-26076992f96e"
"POINT (-97.726669531088 30.331502245554)","118340","0","1","77922","1407570","23","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"GDELANO","2016-06-07T12:36:21.000Z","DDAVIS","2016-07-01T15:02:08.000Z","DDAVIS","SHL","K27","555C","250038","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3118867.5963","10093933.994","DIG07","SUB-M",,"679.05999756","N","CONCRETE","123","4","T","3","21","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2008-10-20T00:00:00.000Z",,,,,,"0",,,,"40231","WPD","b9ce3754-fa0a-4194-873d-e05a4ff3a389"
"POINT (-97.898702478741 30.183408485705)","118368","0","1","106613","864538","130",,"2003-03-25T00:00:00.000Z","2003","APPLANEL",,"AJURADO","2014-05-06T09:09:38.000Z","GDELANO","2014-05-29T13:53:00.000Z","GDELANO","SLA","A15","671F","5058220","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3065785.6075","10038858.015","DIG08","SUB-M","891.9699707","891.09997559","N","CONCRETE","108","6","T","6","34","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,,,,,"0",,,,"40269","WPD","2c781359-be66-4c2b-b68e-71e7a39519a2"
"POINT (-97.687649702823 30.312271999404)","118436","0","1","79833","129588","359","BRIDGE INLET - diverts to creek","1963-07-29T00:00:00.000Z","1963","APPLANEL",,"JHOLDER","2010-11-29T00:00:00.000Z","PCAMPMAN","2013-08-21T10:49:58.000Z","DDAVIS","FOR","M26","556Q","641055","CITY","CITY","PHYS_INSP","DTM","GPS_AERIAL","3131338.5515","10087241.213","DIG07","SUB-M",,"596.91998291","N","CONCRETE","150","5","T","4","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-29T00:00:00.000Z",,,,,,"0",,,,"40087","WPD","cb61043c-180f-417b-ae42-13e994ad7279"
"POINT (-97.578608299804 30.336031227568)","118648","0","1","1823034","1977171","71",,,,"NO_SOURCE",,"JAMARTINEZ","2018-07-17T16:13:20.000Z","JAMARTINEZ","2018-11-28T07:37:40.000Z","SJOHNSON","GIL","S28","529W","5407782","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"589.14001465","N","NODATA",,,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","ACTIVE","0",,,,,,,,,"0",,,,,,"563bebef-df8b-4e86-a4d4-b24ab1c8420f"
"POINT (-97.715080820418 30.270272954147)","118323","0","1","81047",,"347","moved from curb inlet FC","1936-12-22T00:00:00.000Z","1936","APPLANEL",,"JAMARTINEZ","2018-05-16T10:32:08.000Z","JAMARTINEZ","2018-05-16T10:32:13.000Z",,"BOG","K22","585V","1163490","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3123049.8925","10071767.29","DIG07","SUB-M",,"489.83999634","N","CONCRETE","60","4","T","4","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","SJOHNSON","2008-10-28T00:00:00.000Z",,,,,,"0",,,,"401192867","WPD","be893ab9-009c-46a9-a9dc-1d57b56d8587"
"POINT (-97.747433563103 30.229905708039)","118394","0","1","77937","1705811","214","BRIDGE INLET - diverts to creek; 112 in",,,"NO_SOURCE",,"VVINCENT","2017-06-08T10:20:00.000Z","ACOLEMAN","2017-07-13T07:58:37.000Z",,"BLU","J19","615W","250901","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3113174.6785","10056843.065","DIG07","SUB-M",,"580.89001465","N","CONCRETE","132","5","T","6","17","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2008-10-23T00:00:00.000Z",,,,,,"0",,,,"40069","WPD","acfe4a26-a30a-4b4b-9f6b-cad9761e0861"
"POINT (-97.716669992458 30.370451475904)","118245","0","1","74915","1935586","110","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMARKOWSKI","2018-05-02T14:36:07.000Z","MMARKOWSKI","2018-05-02T14:38:03.000Z",,"LWA","K31","495Z","678795","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3121688.9454","10108182.85","DIG07","SUB-M",,"711.02001953","N","CONCRETE","86","5","T","6","20","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DDAVIS","2008-11-04T00:00:00.000Z",,,,,,"0",,,,"40113","WPD","db02f648-d553-47e2-bd2c-a5763b0fbc7a"
"POINT (-97.782262566295 30.240114890045)","118239","0","1","79194","439575","109","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"CARMIJO","2012-09-18T10:18:54.000Z","CARMIJO","2012-09-18T10:24:34.000Z",,"WBO","G20","614N","3429293","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3102110.2897","10060306.793","DIG07","SUB-M",,"632.79998779","N","CONCRETE","150","5","T","2","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","LPUGH","2008-10-16T00:00:00.000Z",,,,,,"0",,,,"40227","WPD","db581c6e-468b-43a5-a17d-85ad2a8f8756"
"POINT (-97.776432883084 30.416982202709)","118489","0","1","106534",,"163",,"1993-09-15T00:00:00.000Z","1993","APPLANEL",,"DDAVIS","2013-11-05T13:20:41.000Z","DDAVIS","2013-11-05T13:21:21.000Z",,"BUL","G35","464P","125477","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3102456.5613","10124650.5088","DIG08","SUB-M","869.27001953","870.51000977","N","CONCRETE","118","7","T","7","16","SAG","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","MICHAEL CHISUM",,,,,,,"0",,,,"40177","WPD","1e0c054e-9d98-4d63-918a-ead296927b53"
"POINT (-97.839392436913 30.171503628244)","118220","0","1","106638","1859459","39","Curb cut,","2003-04-12T00:00:00.000Z","2003","ASBLTEL",,"SBURZYNSKI","2017-03-28T08:13:11.000Z","GDELANO","2018-03-08T10:24:04.000Z",,"SLA","D14","672R","3088092","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3084618.0387","10034944.5025","DIG08","SUB-M",,"722.14001465","N","CONCRETE","87","7","T","8","60","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,,,,,"0",,,,"40358","WPD","0d72ac33-7609-419a-89c8-941d29be7f46"
"POINT (-97.643208908644 30.396665131528)","118635","0","1","532194","706134","115",,"1990-04-30T00:00:00.000Z","1990","APPLANEL",,"TBARRINGTON","2013-08-26T13:14:19.000Z","TBARRINGTON","2013-08-26T14:24:33.000Z","RODAVILA","HRS","P33","497G","181029","CITY","CITY","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"676.90997314","N","NODATA",,,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","ACTIVE","0","N",,,,,,,,"0",,,,,,"37787c43-36d4-4295-866d-6aecd4a8e372"
"POINT (-97.660497611402 30.287309426363)","118214","0","1","106515","1717010","293",,"1968-05-07T00:00:00.000Z","1968","APPLANEL",,"DLEWIS","2009-10-12T00:00:00.000Z","CGORE","2017-08-17T09:02:38.000Z","DLEWIS","WLN","N24","587E","234290","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3140122.4519","10078362.31","DIG08","SUB-M",,"492.75","N","CONCRETE","96","6","T","6","17","SAG","NOTPRESENT","S1","GOOD","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","EZIO AMBROSETTI",,,,,,,"0",,,,"40159","WPD","158678fb-fcbd-40de-a437-fe1382c5a044"
"POINT (-97.714812350927 30.447350766441)","118228","0","1","106496","1941970","224",,,,"NO_SOURCE",,"PSTARKEL","2018-05-10T12:20:41.000Z","PSTARKEL","2018-05-10T12:40:00.000Z","SJOHNSON","WLN","K37","435V","3089213","OTHER","OTHER","PHYS_INSP","NO_SOURCE","GPS","3121614.2981","10136143.8844","DIG08","SUB-M",,"815.20001221","N","CONCRETE","120","7","T","5","36","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","3",,"MARCUS ALLEN",,,,,,,"0",,,,"40333","WPD","d75ba82a-87ba-472c-aa16-2f65139afa36"
"POINT (-97.748051251077 30.348014233912)","118516","0","1","75313","2062610","82","box open to culvert","1960-10-17T00:00:00.000Z","1960","PLANNOEL",,"MAMARAL","2019-02-12T16:41:54.000Z","GDELANO","2019-04-26T12:39:01.000Z","DDAVIS","SHL","J29","525N","562208","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3111983.2776","10099781.364","DIG07","SUB-M",,"686.23999023","N","CONCRETE","60","5","T","6","16","GRADE","NOTPRESENT","G1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","3","N","DLEWIS","2019-04-26T12:35:00.000Z",,"06282007_4_019.jpg",,,,"0",,,,"5000516755","WPD","4d321cdd-0810-4ac6-a5cf-18ebd19eea3a"
"POINT (-97.703417527141 30.35283619088)","118620","0","1","73881",,,"BRIDGE INLET - diverts to creek",,,,,"SJOHNSON","2008-11-03T00:00:00.000Z","WPDR_ADMIN","2018-06-29T10:12:06.000Z","DRODRIGUEZ","LWA","L29","526J","511732","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3126012.7022","10101866.275","DIG07","SUB-M",,"686.76000977","N","CONCRETE","134","5","T","3","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","N","2022-02-08T14:52:07.000Z","ACTIVE","2","N",,,,,,,,"0",,,,"40123","WPD","bd7f756a-e698-4935-bdb4-4c96a5a7c67d"
"POINT (-97.747936105165 30.156257912653)","118287","0","1","211183","838000","211","Back opening is 120""X9.5""","2008-03-14T00:00:00.000Z","2008","APPLANEL",,"CGORE","2014-03-24T17:46:39.000Z","CGORE","2014-03-25T08:22:14.000Z","RODAVILA","ONI","J12","705A","3349637","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3113640.0323","10030060.9947","DIG09","SUB-M","569.63000488","569.01000977","N","CONCRETE","121","6","T","4","19","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MICHAEL CHISUM","2009-06-18T00:00:00.000Z","DANIEL WHEAT",,"2.4","2",,"0","2009-06-18T00:00:00.000Z","13:04","1","40311","WPD","5aa9f740-5ecf-4ff6-9bdf-2edfe6b6abe9"
"POINT (-97.75570437376 30.246456842118)","118313","0","1","211180","96589","193",,"1935-11-16T00:00:00.000Z","1935","APPLANEL",,"JHOLDER","2010-05-26T00:00:00.000Z","DLEWIS","2010-08-03T00:00:00.000Z","DLEWIS","EBO","H20","614M","368192","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3110431.6586","10062800.0567","DIG09","SUB-M",,"510.38000488","N","CONCRETE","126","5","T","3","13","SAG","NOTPRESENT","S1","FAIR","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DANIEL WHEAT","2009-07-27T00:00:00.000Z","MICHAEL CHISUM",,"3.6417","2",,"0","2009-07-27T00:00:00.000Z","12:55","5","40306","WPD","808d9766-f1c7-4b8b-b7a3-d9d5caef5271"
"POINT (-97.727125212302 30.235673445482)","118541","0","1","78746","1865509","301","BRIDGE INLET - diverts to creek","1970-01-26T00:00:00.000Z","1970","APPLANEL",,"JLOEFFLER","2010-04-19T00:00:00.000Z","CWEYENBERG","2018-02-09T17:21:22.000Z","DLEWIS","TWN","K19","615U","1101607","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3119538.7739","10059089.572","DIG07","SUB-M",,"499.47000122","N","CONCRETE","144","7","T","6","18","GRADE","NOTPRESENT","G1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","3","N","DLEWIS","2008-10-30T00:00:00.000Z",,,,,,"0",,,,"40089","WPD","606e0fca-a2f8-450b-bc91-99b3f1e53cdc"
"POINT (-97.793646937163 30.221392111825)","118371","0","1","106666","150935","304",,"1968-03-15T00:00:00.000Z","1968","APPLANEL",,"SBURZYNSKI","2010-12-15T00:00:00.000Z","SBURZYNSKI","2010-12-15T00:00:00.000Z","EDUBIN","WMS","F18","643D","3221389","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3098655.9506","10053410.84","DIG08","SUB-M",,"621.39001465","N","CONCRETE","121","5","F","0","9","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","CARRIE STEFANELLI",,,,,,,"0",,,,"40299","WPD","8ec32f04-d977-48c1-aeca-f717d8134ae8"
"POINT (-97.703537836049 30.340484520584)","118465","0","1","75002","158948","323","BRIDGE INLET - diverts to creek","1969-05-01T00:00:00.000Z","1969","APPLANEL",,"NPULLIAS","2011-01-12T00:00:00.000Z","NPULLIAS","2011-01-12T00:00:00.000Z","EDUBIN","BMK","L28","526S","236696","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3126081.9373","10097374.146","DIG07","SUB-M",,"686.42999268","N","CONCRETE","110","5","T","2","17","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-08T00:00:00.000Z",,,,,,"0",,,,"40146","WPD","37fa53b3-ab90-4bcf-9260-40acf2df745a"
"POINT (-97.710433714443 30.444505143539)","118238","0","1","106505","1941970","20","Plants obstructing opening",,,"NO_SOURCE",,"PSTARKEL","2018-05-10T12:23:21.000Z","PSTARKEL","2018-05-10T15:28:18.000Z","SJOHNSON","WLN","K37","435V","256239","OTHER","OTHER","PHYS_INSP","NO_SOURCE","GPS","3123018.0375","10135141.7575","DIG08","SUB-M",,"809.7800293","N","CONCRETE","121","6","T","4","37","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","3",,"MARCUS ALLEN",,,,,,,"0",,,,"40342","WPD","17d9ee7a-a491-49fe-a83b-974046830f2d"
"POINT (-97.899479496012 30.182543335812)","118015","0","1","106617","864538","121",,"2003-03-25T00:00:00.000Z","2003","APPLANEL",,"AJURADO","2014-05-06T09:09:45.000Z","GDELANO","2014-05-29T13:53:01.000Z","GDELANO","SLA","A15","671F","5078645","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3065547.8344","10038538.3","DIG08","SUB-M","905.4699707","905.38000488","N","CONCRETE","109","6","T","7","36","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,,,,,"0",,,,"40356","WPD","3562ee37-34a4-49df-bcec-eef3f9376b75"
"POINT (-97.69814462369 30.304972449541)","118282","0","1","79177","1703924","300","BRIDGE INLET - diverts to creek, slot width 12","1964-10-26T00:00:00.000Z","1964","APPLANEL",,"DDAVIS","2010-11-03T00:00:00.000Z","CGORE","2017-08-01T15:49:02.000Z","DDAVIS","TAN","L25","556T","3182007","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3128084.7567","10084506.929","DIG07","SUB-M",,"590.15002441","N","CONCRETE","121","5","T","4","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DERRICK STEENKEN","2007-07-31T00:00:00.000Z",,,,,,"0",,,,"40026","WPD","bfd89078-b194-40a1-9b60-6709f64eae34"
